Time,c,cell,reaction_1,reaction_3,reaction_2,reaction_4
0.0,1.0,1.0,0.001,1.0,0.6666666666666666,0.25
0.01,0.9942028640019552,1.0,0.001,0.9942028640019552,0.6653734161231364,0.2492732514702126
0.02,0.9884577703009971,1.0,0.001,0.9884577703009971,0.6640818369345544,0.24854884651419382
0.03,0.982764194512479,1.0,0.001,0.982764194512479,0.6627919652697063,0.24782679585207068
0.04,0.9771216177237315,1.0,0.001,0.9771216177237315,0.6615038369213577,0.2471071098925861
0.05,0.9715295264244381,1.0,0.001,0.9715295264244381,0.6602174873005006,0.2463897987331699
0.06,0.9659874124120923,1.0,0.001,0.9659874124120923,0.6589329514246547,0.2456748721567122
0.07,0.9604947725416193,1.0,0.001,0.9604947725416193,0.6576502638692248,0.244962339607878
0.08,0.9550511091642879,1.0,0.001,0.9550511091642879,0.6563694588795742,0.24425221025872235
0.09,0.9496559299203569,1.0,0.001,0.9496559299203569,0.6550905703345278,0.24354449299142494
0.1,0.9443087476476535,1.0,0.001,0.9443087476476535,0.6538136317360466,0.2428391963956695
0.11,0.9390090803253498,1.0,0.001,0.9390090803253498,0.6525386762069955,0.24213632877051605
0.12,0.9337564510177375,1.0,0.001,0.9337564510177375,0.6512657364888715,0.24143589812623528
0.13,0.9285503878180043,1.0,0.001,0.9285503878180043,0.6499948449394846,0.24073791218610122
0.14,0.9233904237920088,1.0,0.001,0.9233904237920088,0.6487260335305853,0.240042378388139
0.15,0.9182760969220566,1.0,0.001,0.9182760969220566,0.6474593338454337,0.23934930388682418
0.16,0.9132069499573375,1.0,0.001,0.9132069499573375,0.6461947770529333,0.2386586955419802
0.17,0.90818253000435,1.0,0.001,0.90818253000435,0.6449323938151289,0.23797055987151283
0.18,0.9032023891616588,1.0,0.001,0.9032023891616588,0.6436722144560172,0.23728490314671954
0.19,0.8982660842343853,1.0,0.001,0.8982660842343853,0.6424142689023506,0.23660173136282858
0.2,0.8933731766234707,1.0,0.001,0.8933731766234707,0.6411585866668982,0.23592105023285992
0.21,0.888523232267202,1.0,0.001,0.888523232267202,0.6399051968445696,0.23524286518850918
0.22,0.8837158215827364,1.0,0.001,0.8837158215827364,0.6386541281084112,0.2345671813809528
0.23,0.878950519407628,1.0,0.001,0.878950519407628,0.6374054087054618,0.23389400368156915
0.24,0.8742269049413528,1.0,0.001,0.8742269049413528,0.6361590664524661,0.23322333668257433
0.25,0.8695445616868336,1.0,0.001,0.8695445616868336,0.6349151287314356,0.23255518469756872
0.26,0.8649030777434472,1.0,0.001,0.8649030777434472,0.6336736225793888,0.2318895518125235
0.27,0.8603020470791505,1.0,0.001,0.8603020470791505,0.6324345750463265,0.23122644207963589
0.28,0.8557410668700011,1.0,0.001,0.8557410668700011,0.6311980124978069,0.23056585914578662
0.29,0.8512197383050922,1.0,0.001,0.8512197383050922,0.6299639608379486,0.22990780637538935
0.3,0.8467376667333542,1.0,0.001,0.8467376667333542,0.6287324455602407,0.2292522868803359
0.31,0.8422944616135534,1.0,0.001,0.8422944616135534,0.6275034917457999,0.22859930352171795
0.32,0.8378897364642907,1.0,0.001,0.8378897364642907,0.6262771240615274,0.22794885891147434
0.33,0.8335231088140004,1.0,0.001,0.8335231088140004,0.6250533667581609,0.22730095541396209
0.34,0.8291942001509486,1.0,0.001,0.8291942001509486,0.623832243668218,0.22665559514744849
0.35,0.824902635873232,1.0,0.001,0.824902635873232,0.6226137782038192,0.226012779985522
0.36,0.8206480454638239,1.0,0.001,0.8206480454638239,0.6213979934189087,0.2253725115923648
0.37,0.8164300632925375,1.0,0.001,0.8164300632925375,0.6201849122547046,0.2247347915538906
0.38,0.8122483268999997,1.0,0.001,0.8122483268999997,0.6189745570633121,0.22409962112902523
0.39,0.8081024775004766,1.0,0.001,0.8081024775004766,0.6177669497611529,0.22346700133324265
0.4,0.803992160063309,1.0,0.001,0.803992160063309,0.6165621118644419,0.22283693295959056
0.41,0.7999170232683347,1.0,0.001,0.7999170232683347,0.6153600644886795,0.2222094165807225
0.42,0.7958767194613137,1.0,0.001,0.7958767194613137,0.6141608283480497,0.2215844525508529
0.43,0.7918709046093512,1.0,0.001,0.7918709046093512,0.6129644237547133,0.22096204100763284
0.44,0.7878992382563218,1.0,0.001,0.7878992382563218,0.6117708706179945,0.2203421818739443
0.45,0.7839613834782934,1.0,0.001,0.7839613834782934,0.6105801884434533,0.21972487485961112
0.46,0.7800570070044721,1.0,0.001,0.7800570070044721,0.6093923963823487,0.2191101194891429
0.47,0.7761857797992415,1.0,0.001,0.7761857797992415,0.6082075134243733,0.21849791520315298
0.48,0.7723473757922338,1.0,0.001,0.7723473757922338,0.6070255580252427,0.21788826116748047
0.49,0.7685414722403558,1.0,0.001,0.7685414722403558,0.605846548227583,0.2172811563380478
0.5,0.7647677497798825,1.0,0.001,0.7647677497798825,0.6046705016893268,0.21667659947754347
0.51,0.7610258923858716,1.0,0.001,0.7610258923858716,0.6034974356838972,0.21607458915746525
0.52,0.7573155873315774,1.0,0.001,0.7573155873315774,0.602327367100285,0.21547512376007966
0.53,0.7536365251478647,1.0,0.001,0.7536365251478647,0.601160312443014,0.2148782014802979
0.54,0.7499883995826229,1.0,0.001,0.7499883995826229,0.5999962878319891,0.21428382032746537
0.55,0.7463709075601798,1.0,0.001,0.7463709075601798,0.5988353090022218,0.21369197812706348
0.56,0.7427837496684355,1.0,0.001,0.7427837496684355,0.5976773914742642,0.21310267260919494
0.57,0.7392266290435513,1.0,0.001,0.7392266290435513,0.5965225502086688,0.21251590123423778
0.58,0.7356992530251064,1.0,0.001,0.7356992530251064,0.595370800155496,0.2119316614738627
0.59,0.7322013312758823,1.0,0.001,0.7322013312758823,0.5942221556583815,0.21134995050966937
0.6,0.7287325765088766,1.0,0.001,0.7287325765088766,0.5930766307013526,0.21077076536051925
0.61,0.7252927044478694,1.0,0.001,0.7252927044478694,0.5919342389088119,0.2101941028841186
0.62,0.7218814337883671,1.0,0.001,0.7218814337883671,0.590794993545502,0.20961995977856976
