Time,R,Rin,x1,x1p,x2,x2p,x3,x3p,compartment,v1,v2,v3,v4,v5,v6,v7,v8
0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8333333333333334,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0
0.01,0.491682278375732,0.008317721624267957,0.9955000542540983,0.004499945745901413,0.9999794974055682,2.0502594432189606e-05,0.9999999377976951,6.220230477203128e-08,1.0,0.8309903749787523,0.0007679003490417231,0.44680028348523354,0.0013439360843050916,0.00409085214401928,6.150652225328812e-06,1.8638722105684045e-05,1.866069027087144e-08
0.02,0.4833953713088828,0.016604628691117174,0.9910906229164166,0.008909377083583097,0.9999186207721007,8.137922789980108e-05,0.9999995056244133,4.943755865429046e-07,1.0,0.8285896582010173,0.0014240111115230623,0.4390915012951531,0.0026492103114366234,0.008099373787400234,2.44117817579892e-05,7.398111294759423e-05,1.4831260264074149e-07
0.03,0.47513886926060334,0.02486113073939669,0.9867709634564797,0.01322903654351996,0.9998183099026438,0.0001816900973567436,0.9999983423763031,1.657623696759506e-06,1.0,0.8261289484249957,0.0019911024825880743,0.43141862964825467,0.003916894226200479,0.012026198181546243,5.449712761860039e-05,0.00016517279088842273,4.972862847143223e-07
0.04,0.46691258218773796,0.03308741781226208,0.9825403475783535,0.01745965242164622,0.9996794954567673,0.0003205045432331387,0.9999960965207253,3.903479274564407e-06,1.0,0.8236059612328658,0.002486141692142257,0.4237813877493761,0.005148013205267845,0.015871948686714425,9.612055589507914e-05,0.00029136766317993746,1.1710392112420313e-06
0.05,0.4587164914032277,0.041283508596772364,0.9783980590314356,0.02160194096856414,0.9995030990420278,0.0004969009579725269,0.9999924259852968,7.574014702761033e-06,1.0,0.8210183491293626,0.0029220330813412073,0.41617964820682724,0.0063435493127833205,0.019637240642809223,0.00014899625101189596,0.0004517278325732827,2.27218720124904e-06
0.06,0.45055071578750516,0.0494492842124949,0.9743433918226071,0.025656608177392754,0.9992900332903991,0.0007099667096011514,0.9999869980480672,1.3001951932276384e-05,1.0,0.8183636908782137,0.0033087668818932107,0.4086134060579639,0.0075044438770744916,0.023322682880117265,0.0002128389043437534,0.0006454235185578944,3.900534865116089e-06
0.07,0.44241548724049307,0.05758451275950706,0.9703756486969183,0.029624351303081504,0.999041201923556,0.0009587980764441828,0.9999794892281267,2.0510771872901023e-05,1.0,0.8156394823666556,0.0036541987376251853,0.4010827562708478,0.008631599844814054,0.02692887899037543,0.0002873638989796736,0.0008716329896554294,6.15310535693002e-06
0.08,0.43431113424333584,0.06568886575666429,0.9664941399115778,0.0335058600884218,0.9987574998051733,0.0012425001948270056,0.999969585180772,3.0414819227723416e-05,1.0,0.8128431290476196,0.003964591432060193,0.39358787867257905,0.009725883920645172,0.030456428335340447,0.000372287491167794,0.0011295425083994476,9.124168258388843e-06
0.09,0.42623806634945893,0.0737619336505412,0.9626981819559155,0.037301818044083945,0.9984398129937762,0.0015601870062240397,0.9999569805826508,4.301941734874708e-05,1.0,0.8099719378081004,0.004244999586554237,0.3861290237645775,0.010788128603038466,0.033905927108337675,0.0004673269843785266,0.0014183462766531793,1.2905270027426815e-05
