Time,II,M,IIa,P2,compartment,r1,r2,r3,r4
0.2,0.9989985018343732,0.0009985001673756216,9.990049148650416e-07,1.9989933362622425e-06,1.0,0.004994992509171866,9.985001673756216e-06,9.989985018343733e-06,4.997483340655607e-11
0.21,0.9989484532631585,0.0010483464988469088,1.1013478228039003e-06,2.09889017176068e-06,1.0,0.004994742266315792,1.0483464988469088e-05,9.989484532631586e-06,5.2472254294017e-11
0.22,0.9988984071993144,0.0010981853436935116,1.2086750145249452e-06,2.198781977553786e-06,1.0,0.004994492035996573,1.0981853436935116e-05,9.988984071993145e-06,5.496954943884466e-11
0.23,0.9988483636427153,0.001148016702789414,1.3209857414081498e-06,2.2986687538935483e-06,1.0,0.004994241818213577,1.148016702789414e-05,9.988483636427154e-06,5.746671884733871e-11
0.24,0.9987983225932356,0.0011978405770085064,1.4382792549208849e-06,2.3985505010319417e-06,1.0,0.004993991612966178,1.1978405770085065e-05,9.987983225932357e-06,5.996376252579855e-11
0.25,0.9987482840507497,0.0012476569672245858,1.5605548066179068e-06,2.49842721922093e-06,1.0,0.004993741420253749,1.2476569672245857e-05,9.987482840507498e-06,6.246068048052326e-11
0.26,0.9986982480151319,0.0012974658743113551,1.6878116481413434e-06,2.5982989087124636e-06,1.0,0.004993491240075659,1.2974658743113551e-05,9.98698248015132e-06,6.49574727178116e-11
0.27,0.9986482144862566,0.0013472672991424242,1.8200490312206864e-06,2.6981655697584797e-06,1.0,0.004993241072431283,1.3472672991424242e-05,9.986482144862567e-06,6.7454139243962e-11
0.28,0.9985981834639984,0.0013970612425913088,1.957266207672785e-06,2.7980272026109034e-06,1.0,0.004992990917319993,1.3970612425913088e-05,9.985981834639985e-06,6.995068006527258e-11
0.29,0.9985481549482317,0.0014468477055314308,2.099462429401835e-06,2.8978838075216466e-06,1.0,0.004992740774741158,1.4468477055314308e-05,9.985481549482317e-06,7.244709518804116e-11
0.3,0.9984981289388307,0.0014966266888361195,2.2466369483993722e-06,2.99773538474261e-06,1.0,0.0049924906446941536,1.4966266888361196e-05,9.984981289388308e-06,7.494338461856525e-11
0.31,0.9984481054356701,0.0015463981933786094,2.3987890167442584e-06,3.0975819345256806e-06,1.0,0.004992240527178351,1.5463981933786093e-05,9.984481054356702e-06,7.743954836314202e-11
0.32,0.9983980844386242,0.0015961622200320422,2.555917886602674e-06,3.197423457122733e-06,1.0,0.004991990422193122,1.5961622200320422e-05,9.983980844386244e-06,7.993558642806833e-11
0.33,0.9983480659475675,0.0016459187696694659,2.7180228102281094e-06,3.2972599527856287e-06,1.0,0.0049917403297378374,1.645918769669466e-05,9.983480659475676e-06,8.243149881964072e-11
0.34,0.9982980499623745,0.0016956678431638344,2.885103039961356e-06,3.3970914217662177e-06,1.0,0.004991490249811873,1.6956678431638344e-05,9.982980499623745e-06,8.492728554415544e-11
0.35000000000000003,0.9982480364829195,0.0017454094413880087,3.057157828230495e-06,3.4969178643163362e-06,1.0,0.004991240182414597,1.7454094413880088e-05,9.982480364829196e-06,8.742294660790841e-11
0.36,0.9981980255090771,0.0017951435652147553,3.234186427550889e-06,3.596739280687808e-06,1.0,0.0049909901275453855,1.7951435652147554e-05,9.981980255090773e-06,8.991848201719521e-11
0.37,0.9981480170407216,0.0018448702155167487,3.4161880905251746e-06,3.6965556711324456e-06,1.0,0.0049907400852036085,1.844870215516749e-05,9.981480170407218e-06,9.241389177831114e-11
0.38,0.9980980110777278,0.0018945893931665687,3.6031620698432493e-06,3.7963670359020475e-06,1.0,0.004990490055388639,1.8945893931665686e-05,9.980980110777278e-06,9.490917589755119e-11
0.39,0.9980480076199698,0.0019443010990367014,3.7951076182822646e-06,3.8961733752484e-06,1.0,0.004990240038099849,1.9443010990367016e-05,9.9804800761997e-06,9.740433438121e-11
0.4,0.9979980066673224,0.0019940053339995403,3.9920239887066155e-06,3.995974689423276e-06,1.0,0.004989990033336612,1.9940053339995404e-05,9.979980066673226e-06,9.98993672355819e-11
0.41000000000000003,0.9979480082196599,0.0020437020989273846,4.193910434067932e-06,4.095770978678438e-06,1.0,0.0049897400410982996,2.0437020989273847e-05,9.9794800821966e-06,1.0239427446696095e-10
0.42,0.9978980122768569,0.00209339139469244,4.400766207405069e-06,4.1955622432656325e-06,1.0,0.004989490061384285,2.0933913946924402e-05,9.97898012276857e-06,1.0488905608164082e-10
0.43,0.9978480188387879,0.00214307322216682,4.6125905618441e-06,4.295348483436597e-06,1.0,0.00498924009419394,2.1430732221668203e-05,9.978480188387881e-06,1.0738371208591494e-10
0.44,0.9977980279053275,0.0021927475822225433,4.829382750598302e-06,4.395129699443054e-06,1.0,0.004988990139526637,2.1927475822225434e-05,9.977980279053275e-06,1.0987824248607636e-10
0.45,0.99774803947635,0.0022424144757315348,5.05114202696815e-06,4.494905891536714e-06,1.0,0.00498874019738175,2.2424144757315348e-05,9.9774803947635e-06,1.1237264728841786e-10
0.46,0.9976980535517301,0.002292073903565627,5.277867644341307e-06,4.594677059969275e-06,1.0,0.004988490267758651,2.292073903565627e-05,9.976980535517302e-06,1.1486692649923189e-10
0.47000000000000003,0.9976480701313424,0.0023417258665965586,5.509558856192615e-06,4.694443204992423e-06,1.0,0.004988240350656712,2.3417258665965586e-05,9.976480701313425e-06,1.1736108012481057e-10
0.48,0.9975980892150612,0.0023913703656959747,5.746214916084084e-06,4.794204326857829e-06,1.0,0.004987990446075306,2.3913703656959746e-05,9.975980892150612e-06,1.1985510817144573e-10
0.49,0.9975481108027612,0.0024410074017354273,5.9878350776648876e-06,4.8939604258171555e-06,1.0,0.004987740554013806,2.4410074017354273e-05,9.975481108027613e-06,1.223490106454289e-10
0.5,0.9974981348943169,0.0024906369755863743,6.234418594671347e-06,4.993711502122049e-06,1.0,0.004987490674471585,2.4906369755863743e-05,9.97498134894317e-06,1.2484278755305122e-10
0.51,0.997448161489603,0.002540259088120181,6.4859647209269236e-06,5.093457556024144e-06,1.0,0.004987240807448015,2.5402590881201808e-05,9.974481614896032e-06,1.2733643890060361e-10
0.52,0.9973981905884939,0.0025898737402081187,6.742472710342213e-06,5.193198587775064e-06,1.0,0.00498699095294247,2.5898737402081188e-05,9.97398190588494e-06,1.298299646943766e-10
0.53,0.9973482221908642,0.002639480932721366,7.003941816914933e-06,5.292934597626417e-06,1.0,0.004986741110954321,2.639480932721366e-05,9.973482221908642e-06,1.3232336494066043e-10
0.54,0.9972982562965885,0.002689080666531007,7.270371294729913e-06,5.392665585829802e-06,1.0,0.004986491281482943,2.689080666531007e-05,9.972982562965886e-06,1.3481663964574504e-10
0.55,0.9972482929055415,0.0027386729425080336,7.541760397959088e-06,5.492391552636802e-06,1.0,0.004986241464527708,2.7386729425080336e-05,9.972482929055415e-06,1.3730978881592004e-10
0.56,0.9971983320175977,0.0027882577615233437,7.818108380861488e-06,5.5921124982989895e-06,1.0,0.004985991660087988,2.7882577615233437e-05,9.971983320175978e-06,1.3980281245747474e-10
0.5700000000000001,0.9971483736326315,0.0028378351244477415,8.099414497783224e-06,5.691828423067923e-06,1.0,0.004985741868163158,2.8378351244477417e-05,9.971483736326317e-06,1.4229571057669808e-10
0.58,0.9970984177505179,0.0028874050321519382,8.385678003157485e-06,5.79153932719515e-06,1.0,0.00498549208875259,2.8874050321519384e-05,9.97098417750518e-06,1.4478848317987876e-10
0.59,0.9970484643711311,0.002936967485506553,8.676898151504534e-06,5.891245210932205e-06,1.0,0.004985242321855656,2.936967485506553e-05,9.970484643711313e-06,1.4728113027330515e-10
0.6,0.9969985134943461,0.0029865224853821096,8.97307419743168e-06,5.990946074530609e-06,1.0,0.004984992567471731,2.98652248538211e-05,9.969985134943462e-06,1.4977365186326524e-10
0.61,0.9969485651200373,0.0030360700326490394,9.274205395633286e-06,6.0906419182418715e-06,1.0,0.004984742825600187,3.0360700326490393e-05,9.969485651200374e-06,1.522660479560468e-10
0.62,0.9968986192480793,0.0030856101281776806,9.580291000890753e-06,6.190332742317488e-06,1.0,0.004984493096240396,3.0856101281776806e-05,9.968986192480794e-06,1.547583185579372e-10
0.63,0.9968486758783468,0.003135142772838278,9.891330268072507e-06,6.290018547008942e-06,1.0,0.004984243379391734,3.135142772838278e-05,9.968486758783469e-06,1.5725046367522354e-10
0.64,0.9967987350107145,0.0031846679675009825,1.0207322452134e-05,6.389699332567705e-06,1.0,0.004983993675053573,3.184667967500982e-05,9.967987350107145e-06,1.5974248331419264e-10
0.65,0.9967487966450569,0.0032341857130358527,1.052826680811769e-05,6.489375099245236e-06,1.0,0.004983743983225285,3.2341857130358525e-05,9.96748796645057e-06,1.622343774811309e-10
0.66,0.9966988607812488,0.0032836960103128534,1.0854162591153038e-05,6.58904584729298e-06,1.0,0.0049834943039062446,3.283696010312853e-05,9.96698860781249e-06,1.647261461823245e-10
0.67,0.9966489274191648,0.0033331988602018567,1.11850090564565e-05,6.688711576962371e-06,1.0,0.004983244637095824,3.333198860201857e-05,9.966489274191648e-06,1.6721778942405929e-10
0.68,0.9965989965586796,0.00338269426357264,1.1520805459331507e-05,6.7883722885048295e-06,1.0,0.004982994982793398,3.3826942635726404e-05,9.965989965586796e-06,1.6970930721262075e-10
0.6900000000000001,0.9965490681996678,0.0034321822212948893,1.186155105516847e-05,6.888027982171763e-06,1.0,0.004982745340998339,3.4321822212948895e-05,9.96549068199668e-06,1.722006995542941e-10
0.7000000000000001,0.9964991423420042,0.0034816627342381962,1.220724509944476e-05,6.987678658214568e-06,1.0,0.004982495711710021,3.481662734238196e-05,9.964991423420043e-06,1.7469196645536422e-10
0.71,0.9964492189855634,0.003531135803272059,1.2557886847724701e-05,7.087324316884626e-06,1.0,0.004982246094927817,3.531135803272059e-05,9.964492189855634e-06,1.7718310792211566e-10
0.72,0.9963992981302201,0.0035806014292658842,1.2913475555659574e-05,7.18696495843331e-06,1.0,0.0049819964906511,3.580601429265884e-05,9.963992981302202e-06,1.7967412396083275e-10
0.73,0.996349379775849,0.0036300596130889834,1.3274010478987582e-05,7.286600583111975e-06,1.0,0.004981746898879245,3.630059613088983e-05,9.96349379775849e-06,1.821650145777994e-10
0.74,0.9962994639223248,0.0036795103556105757,1.363949087353386e-05,7.386231191171968e-06,1.0,0.004981497319611624,3.679510355610576e-05,9.962994639223249e-06,1.846557797792992e-10
0.75,0.9962495505695222,0.003728953657699787,1.4009915995210462e-05,7.48585678286462e-06,1.0,0.004981247752847611,3.728953657699787e-05,9.962495505695223e-06,1.871464195716155e-10
0.76,0.996199639717316,0.0037783895202256504,1.4385285100016346e-05,7.5854773584412515e-06,1.0,0.00498099819858658,3.77838952022565e-05,9.96199639717316e-06,1.896369339610313e-10
0.77,0.9961497313655807,0.003827817944057105,1.4765597444037373e-05,7.685092918153171e-06,1.0,0.004980748656827904,3.827817944057105e-05,9.961497313655809e-06,1.9212732295382928e-10
0.78,0.9960998255141913,0.003877238930062997,1.515085228344629e-05,7.784703462251672e-06,1.0,0.004980499127570957,3.877238930062997e-05,9.960998255141914e-06,1.946175865562918e-10
0.79,0.9960499221630225,0.00392665247911208,1.5541048874502724e-05,7.884308990988037e-06,1.0,0.004980249610815112,3.9266524791120804e-05,9.960499221630226e-06,1.9710772477470092e-10
0.8,0.9960000213119489,0.003976058592073014,1.5936186473553176e-05,7.983909504613535e-06,1.0,0.004980000106559745,3.976058592073014e-05,9.96000021311949e-06,1.9959773761533838e-10
0.81,0.9959501229608453,0.004025457269814367,1.6336264337031008e-05,8.083505003379424e-06,1.0,0.004979750614804226,4.025457269814367e-05,9.959501229608454e-06,2.0208762508448563e-10
0.8200000000000001,0.9959002271095865,0.0040748485132046115,1.674128172145643e-05,8.18309548753695e-06,1.0,0.004979501135547932,4.074848513204612e-05,9.959002271095866e-06,2.0457738718842373e-10
0.8300000000000001,0.9958503337580472,0.004124232323112129,1.71512378834365e-05,8.28268095733734e-06,1.0,0.004979251668790236,4.1242323231121294e-05,9.958503337580473e-06,2.070670239334335e-10
0.84,0.9958004429061023,0.0041736087004052074,1.7566132079665097e-05,8.382261413031816e-06,1.0,0.004979002214530511,4.1736087004052076e-05,9.958004429061024e-06,2.0955653532579542e-10
0.85,0.9957505545536264,0.004222977645952041,1.798596356692295e-05,8.481836854871586e-06,1.0,0.004978752772768132,4.222977645952041e-05,9.957505545536265e-06,2.1204592137178966e-10
0.86,0.9957006687004943,0.004272339160620731,1.8410731602077576e-05,8.581407283107843e-06,1.0,0.004978503343502472,4.272339160620731e-05,9.957006687004945e-06,2.145351820776961e-10
0.87,0.9956507853465809,0.004321693245279287,1.8840435442083313e-05,8.680972697991768e-06,1.0,0.004978253926732905,4.321693245279287e-05,9.95650785346581e-06,2.1702431744979421e-10
0.88,0.9956009044917609,0.004371039900795623,1.927507434398129e-05,8.78053309977453e-06,1.0,0.004978004522458805,4.371039900795623e-05,9.956009044917609e-06,2.1951332749436327e-10
0.89,0.9955510261359091,0.004420379128037563,1.9714647564899423e-05,8.880088488707287e-06,1.0,0.004977755130679546,4.4203791280375624e-05,9.95551026135909e-06,2.220022122176822e-10
0.9,0.9955011502789003,0.004469710927872834,2.0159154362052408e-05,8.979638865041181e-06,1.0,0.004977505751394501,4.469710927872834e-05,9.955011502789004e-06,2.2449097162602954e-10
0.91,0.9954512769206094,0.004519035301169074,2.0608593992741705e-05,9.079184229027344e-06,1.0,0.0049772563846030475,4.519035301169075e-05,9.954512769206095e-06,2.269796057256836e-10
0.92,0.9954014060609112,0.004568352248793827,2.106296571435554e-05,9.178724580916893e-06,1.0,0.004977007030304556,4.568352248793827e-05,9.954014060609112e-06,2.2946811452292233e-10
0.93,0.9953515376996804,0.004617661771614542,2.152226878436888e-05,9.278259920960934e-06,1.0,0.0049767576884984024,4.617661771614542e-05,9.953515376996806e-06,2.3195649802402337e-10
0.9400000000000001,0.995301671836792,0.004666963870498576,2.1986502460343436e-05,9.377790249410564e-06,1.0,0.00497650835918396,4.666963870498576e-05,9.95301671836792e-06,2.344447562352641e-10
0.9500000000000001,0.9952518084721207,0.0047162585463131936,2.2455665999927653e-05,9.47731556651686e-06,1.0,0.004976259042360604,4.7162585463131934e-05,9.952518084721207e-06,2.369328891629215e-10
0.96,0.9952019476055414,0.004765545799925566,2.292975866085669e-05,9.57683587253089e-06,1.0,0.004976009738027707,4.7655457999255665e-05,9.952019476055414e-06,2.394208968132723e-10
0.97,0.9951520892369289,0.004814825632202773,2.340877970095244e-05,9.676351167703713e-06,1.0,0.004975760446184645,4.814825632202773e-05,9.951520892369289e-06,2.419087791925928e-10
0.98,0.9951022333661581,0.004864098044011798,2.3892728378123472e-05,9.77586145228637e-06,1.0,0.004975511166830791,4.864098044011798e-05,9.951022333661582e-06,2.4439653630715927e-10
0.99,0.9950523799931039,0.004913363036219535,2.4381603950365063e-05,9.875366726529892e-06,1.0,0.0049752618999655196,4.913363036219535e-05,9.95052379993104e-06,2.468841681632473e-10
1.0,0.9950025291176411,0.004962620609692782,2.4875405675759175e-05,9.974866990685297e-06,1.0,0.004975012645588205,4.962620609692782e-05,9.950025291176412e-06,2.4937167476713243e-10
1.01,0.9949526807396446,0.005011870765298247,2.537413281247444e-05,1.0074362245003591e-05,1.0,0.004974763403698223,5.0118707652982474e-05,9.949526807396447e-06,2.518590561250898e-10
1.02,0.9949028348589892,0.005061113503902543,2.5877784618766158e-05,1.0173852489735766e-05,1.0,0.004974514174294946,5.061113503902543e-05,9.949028348589893e-06,2.5434631224339417e-10
1.03,0.99485299147555,0.00511034882637219,2.6386360352976287e-05,1.0273337725132802e-05,1.0,0.00497426495737775,5.11034882637219e-05,9.9485299147555e-06,2.5683344312832005e-10
1.04,0.9948031505892017,0.005159576733573617,2.6899859273533435e-05,1.0372817951445667e-05,1.0,0.0049740157529460085,5.159576733573617e-05,9.948031505892017e-06,2.593204487861417e-10
1.05,0.9947533121998192,0.005208797226373158,2.741828063895284e-05,1.0472293168925316e-05,1.0,0.004973766560999096,5.2087972263731586e-05,9.947533121998192e-06,2.618073292231329e-10
1.06,0.9947034763072775,0.005258010305637056,2.7941623707836377e-05,1.0571763377822692e-05,1.0,0.004973517381536388,5.258010305637056e-05,9.947034763072776e-06,2.642940844455673e-10
1.07,0.9946536429114515,0.005307215972231459,2.846988773887254e-05,1.0671228578388723e-05,1.0,0.004973268214557258,5.3072159722314594e-05,9.946536429114517e-06,2.667807144597181e-10
1.08,0.9946038120122161,0.005356414227022425,2.900307199083643e-05,1.077068877087433e-05,1.0,0.004973019060061081,5.3564142270224245e-05,9.946038120122162e-06,2.6926721927185825e-10
1.09,0.9945539836094462,0.005405605070875915,2.9541175722589746e-05,1.0870143955530414e-05,1.0,0.004972769918047231,5.405605070875916e-05,9.945539836094464e-06,2.717535988882604e-10
1.1,0.9945041577030168,0.005454788504657802,3.0084198193080788e-05,1.096959413260787e-05,1.0,0.004972520788515084,5.454788504657802e-05,9.94504157703017e-06,2.742398533151967e-10
1.11,0.9944543342928027,0.0055039645292338625,3.063213866134443e-05,1.1069039302357576e-05,1.0,0.004972271671464014,5.5039645292338626e-05,9.944543342928028e-06,2.767259825589394e-10
1.12,0.994404513378679,0.005553133145469782,3.1184996386502126e-05,1.11684794650304e-05,1.0,0.004972022566893395,5.553133145469782e-05,9.94404513378679e-06,2.7921198662576e-10
1.1300000000000001,0.9943546949605205,0.005602294354231152,3.174277062776189e-05,1.1267914620877194e-05,1.0,0.004971773474802603,5.602294354231152e-05,9.943546949605206e-06,2.816978655219299e-10
1.1400000000000001,0.9943048790382023,0.005651448156383472,3.2305460644418284e-05,1.1367344770148804e-05,1.0,0.004971524395191012,5.651448156383472e-05,9.943048790382024e-06,2.841836192537201e-10
1.1500000000000001,0.9942550656115993,0.005700594552792149,3.2873065695852426e-05,1.1466769913096057e-05,1.0,0.004971275328057996,5.700594552792149e-05,9.942550656115994e-06,2.8666924782740146e-10
1.16,0.9942052546805864,0.005749733544322495,3.344558504153196e-05,1.1566190049969769e-05,1.0,0.004971026273402932,5.749733544322495e-05,9.942052546805864e-06,2.8915475124924424e-10
1.17,0.9941554462450386,0.005798865131839734,3.4023017941011086e-05,1.1665605181020747e-05,1.0,0.0049707772312251935,5.798865131839734e-05,9.941554462450386e-06,2.916401295255187e-10
1.18,0.994105640304831,0.005847989316208992,3.460536365393048e-05,1.1765015306499781e-05,1.0,0.004970528201524155,5.847989316208992e-05,9.94105640304831e-06,2.941253826624945e-10
1.19,0.9940558368598384,0.005897106098295305,3.519262144001735e-05,1.186442042665765e-05,1.0,0.004970279184299192,5.897106098295305e-05,9.940558368598385e-06,2.966105106664413e-10
1.2,0.994006035909936,0.005946215478963616,3.57847905590854e-05,1.1963820541745123e-05,1.0,0.00497003017954968,5.946215478963616e-05,9.940060359099361e-06,2.990955135436281e-10
1.21,0.9939562374549986,0.005995317459078774,3.6381870271034825e-05,1.206321565201295e-05,1.0,0.004969781187274993,5.995317459078774e-05,9.939562374549987e-06,3.0158039130032377e-10
1.22,0.9939064414949014,0.006044412039505537,3.6983859835852286e-05,1.2162605757711874e-05,1.0,0.004969532207474507,6.044412039505537e-05,9.939064414949014e-06,3.0406514394279685e-10
1.23,0.9938566480295192,0.006093499221108569,3.7590758513610934e-05,1.2261990859092624e-05,1.0,0.004969283240147596,6.093499221108569e-05,9.938566480295193e-06,3.065497714773156e-10
1.24,0.9938068570587272,0.006142579004752442,3.8202565564470376e-05,1.2361370956405919e-05,1.0,0.004969034285293636,6.142579004752442e-05,9.938068570587273e-06,3.0903427391014796e-10
1.25,0.9937570685824003,0.0061916513913016355,3.8819280248676664e-05,1.2460746049902458e-05,1.0,0.004968785342912002,6.191651391301636e-05,9.937570685824004e-06,3.1151865124756146e-10
1.26,0.9937072826004136,0.006240716381620535,3.94409018265623e-05,1.2560116139832935e-05,1.0,0.004968536413002068,6.240716381620535e-05,9.937072826004136e-06,3.1400290349582336e-10
1.27,0.9936574991126421,0.006289773976573435,4.0067429558546225e-05,1.2659481226448027e-05,1.0,0.00496828749556321,6.289773976573435e-05,9.936574991126423e-06,3.164870306612007e-10
1.28,0.9936077181189609,0.006338824177024536,4.0698862705133794e-05,1.2758841309998403e-05,1.0,0.004968038590594804,6.338824177024537e-05,9.936077181189609e-06,3.189710327499601e-10
1.29,0.993557939619245,0.006387866983837947,4.1335200526916784e-05,1.2858196390734714e-05,1.0,0.004967789698096225,6.387866983837947e-05,9.93557939619245e-06,3.2145490976836783e-10
1.3,0.9935081636133695,0.006436902397877683,4.197644228457338e-05,1.29575464689076e-05,1.0,0.004967540818066847,6.436902397877683e-05,9.935081636133696e-06,3.2393866172269e-10
1.31,0.9934583901012093,0.006485930420007667,4.262258723886815e-05,1.3056891544767692e-05,1.0,0.004967291950506047,6.485930420007666e-05,9.934583901012094e-06,3.2642228861919233e-10
1.32,0.9934086190826397,0.00653495105109173,4.327363465065207e-05,1.3156231618565606e-05,1.0,0.004967043095413198,6.53495105109173e-05,9.934086190826398e-06,3.2890579046414016e-10
1.33,0.9933588505575356,0.006583964291993609,4.392958378086248e-05,1.3255566690551944e-05,1.0,0.004966794252787678,6.58396429199361e-05,9.933588505575357e-06,3.313891672637986e-10
1.34,0.9933090845257722,0.006632970143576951,4.4590433890523105e-05,1.3354896760977297e-05,1.0,0.004966545422628861,6.632970143576952e-05,9.933090845257723e-06,3.338724190244324e-10
1.35,0.9932593209872245,0.006681968606705307,4.525618424074401e-05,1.3454221830092242e-05,1.0,0.004966296604936122,6.681968606705306e-05,9.932593209872245e-06,3.3635554575230605e-10
1.36,0.9932095599417676,0.006730959682242137,4.5926834092721615e-05,1.3553541898147346e-05,1.0,0.0049660477997088386,6.730959682242137e-05,9.932095599417677e-06,3.3883854745368366e-10
1.37,0.9931598013892767,0.006779943371050809,4.6602382707738695e-05,1.3652856965393161e-05,1.0,0.0049657990069463835,6.779943371050809e-05,9.931598013892768e-06,3.4132142413482906e-10
1.3800000000000001,0.9931100453296269,0.006828919673994597,4.728282934716435e-05,1.375216703208023e-05,1.0,0.004965550226648134,6.828919673994597e-05,9.931100453296269e-06,3.4380417580200576e-10
1.3900000000000001,0.9930602917626932,0.006877888591936685,4.7968173272453994e-05,1.3851472098459077e-05,1.0,0.004965301458813466,6.877888591936685e-05,9.930602917626933e-06,3.4628680246147693e-10
1.4000000000000001,0.9930105406883507,0.0069268501257401605,4.865841374514937e-05,1.3950772164780221e-05,1.0,0.004965052703441754,6.926850125740161e-05,9.930105406883508e-06,3.4876930411950556e-10
1.41,0.9929607921064746,0.006975804276268021,4.9353550026878494e-05,1.4050067231294162e-05,1.0,0.004964803960532373,6.975804276268022e-05,9.929607921064746e-06,3.512516807823541e-10
1.42,0.99291104601694,0.007024751044383173,5.005358137935573e-05,1.4149357298251393e-05,1.0,0.0049645552300847,7.024751044383173e-05,9.9291104601694e-06,3.537339324562848e-10
1.43,0.9928613024196221,0.007073690430948427,5.07585070643817e-05,1.4248642365902391e-05,1.0,0.00496430651209811,7.073690430948426e-05,9.928613024196222e-06,3.562160591475598e-10
1.44,0.992811561314396,0.007122622436826503,5.146832634384328e-05,1.4347922434497621e-05,1.0,0.00496405780657198,7.122622436826503e-05,9.92811561314396e-06,3.5869806086244053e-10
1.45,0.9927618227011368,0.007171547062880029,5.218303847971365e-05,1.4447197504287536e-05,1.0,0.004963809113505684,7.17154706288003e-05,9.927618227011368e-06,3.611799376071884e-10
1.46,0.9927120865797197,0.007220464309971537,5.290264273405222e-05,1.4546467575522575e-05,1.0,0.004963560432898599,7.220464309971537e-05,9.927120865797197e-06,3.636616893880644e-10
1.47,0.9926623529500198,0.007269374178963472,5.3627138369004676e-05,1.4645732648453166e-05,1.0,0.004963311764750099,7.269374178963473e-05,9.9266235295002e-06,3.6614331621132915e-10
1.48,0.9926126218119125,0.007318276670718182,5.4356524646802916e-05,1.4744992723329725e-05,1.0,0.004963063109059563,7.318276670718182e-05,9.926126218119125e-06,3.6862481808324316e-10
1.49,0.9925628931652727,0.007367171786097923,5.509080082976509e-05,1.4844247800402653e-05,1.0,0.004962814465826364,7.367171786097923e-05,9.925628931652728e-06,3.7110619501006635e-10
