Time,CDK2cycA,CyclinA,Cdk2,CDK2cycA_star_,basal_fluorescence,total_fluorescence,geometry,Binding,Activation
0.34,2.072126251387461e-08,3.7434542981045775e-07,7.434542981045792e-08,4.933295947451086e-09,1.21210648148148,1.5684138548891375,1e-12,1.0755002813077397e-20,1.4098540581049802e-20
0.35000000000000003,2.068794542422513e-08,3.7423828871665407e-07,7.423828871665424e-08,5.073754251965871e-09,1.21210648148148,1.569901902516615,1e-12,1.0674756799269632e-20,1.399321851155004e-20
0.36,2.0654885328171452e-08,3.741319399588234e-07,7.413193995882357e-08,5.213163153685122e-09,1.21210648148148,1.5713789446441913,1e-12,1.0595270480121566e-20,1.3888689895200775e-20
0.37,2.0622084882288544e-08,3.740263730566683e-07,7.402637305666843e-08,5.351530484960713e-09,1.21210648148148,1.5728451269489772,1e-12,1.0516378616372063e-20,1.3784952529177467e-20
0.38,2.058953412705418e-08,3.739215899389543e-07,7.392158993895442e-08,5.488864319319211e-09,1.21210648148148,1.5743004232370255,1e-12,1.0438337198641116e-20,1.3681993819434242e-20
0.39,2.0557233101270046e-08,3.73817582805357e-07,7.381758280535715e-08,5.6251724301275725e-09,1.21210648148148,1.5757449420088703,1e-12,1.0361069552073772e-20,1.3579809467751488e-20
0.4,2.0525180593651873e-08,3.737143451388945e-07,7.371434513889468e-08,5.7604625597755594e-09,1.21210648148148,1.5771787739727976,1e-12,1.0284541356268125e-20,1.3478394176843984e-20
0.41000000000000003,2.049337030483374e-08,3.7361187546723464e-07,7.361187546723488e-08,5.8947425123334844e-09,1.21210648148148,1.5786019400271318,1e-12,1.0208888528665189e-20,1.3377738478460078e-20
0.42,2.046180447042143e-08,3.735101640131997e-07,7.351016401319991e-08,6.028019830516063e-09,1.21210648148148,1.5800145759796163,1e-12,1.0133963166406861e-20,1.3277839988855174e-20
0.43,2.0430485684642753e-08,3.734092006770645e-07,7.340920067706475e-08,6.1603019860650835e-09,1.21210648148148,1.581416821633054,1e-12,1.0059605880065678e-20,1.3178696655376302e-20
0.44,2.0399410646728347e-08,3.7330898122108477e-07,7.330898122108495e-08,6.291596536435827e-09,1.21210648148148,1.5828087361070973,1e-12,9.985854617769582e-21,1.3080301584995388e-20
0.45,2.0368580184801258e-08,3.732094973979484e-07,7.320949739794857e-08,6.42191088156318e-09,1.21210648148148,1.5841904336784243,1e-12,9.912610224219669e-21,1.2982651329212734e-20
0.46,2.033799639869786e-08,3.7311073976176126e-07,7.311073976176148e-08,6.55125233307695e-09,1.21210648148148,1.5855620450596644,1e-12,9.839731776321992e-21,1.2885743522617499e-20
0.47000000000000003,2.030765335435765e-08,3.7301270682623543e-07,7.30127068262356e-08,6.679628338803405e-09,1.21210648148148,1.5869235912749915,1e-12,9.767346854384082e-21,1.2789569192379271e-20
0.48,2.0277549168079983e-08,3.729153931659369e-07,7.291539316593709e-08,6.8070461930276045e-09,1.21210648148148,1.588275147470159,1e-12,9.695448494161985e-21,1.269412274413265e-20
0.49,2.02476822617772e-08,3.7281879312736235e-07,7.281879312736258e-08,6.9335131262653805e-09,1.21210648148148,1.5896167921498057,1e-12,9.624020299523254e-21,1.2599398867495047e-20
0.5,2.0218048290208693e-08,3.7272290382659337e-07,7.272290382659365e-08,7.059036380071003e-09,1.21210648148148,1.590948565539839,1e-12,9.553138634834044e-21,1.2505389996240117e-20
0.51,2.0188645569915295e-08,3.726277198186469e-07,7.262771981864717e-08,7.183623079265548e-09,1.21210648148148,1.592270543213471,1e-12,9.482791753468507e-21,1.2412090793190224e-20
0.52,2.0159477563624814e-08,3.72533230655643e-07,7.253323065564324e-08,7.3072801725048304e-09,1.21210648148148,1.5935828697708416,1e-12,9.412797084095914e-21,1.231950020314178e-20
0.53,2.0130537325857428e-08,3.7243943618042075e-07,7.2439436180421e-08,7.430014796881278e-09,1.21210648148148,1.5948855478731927,1e-12,9.343319450572126e-21,1.2227608604059213e-20
0.54,2.0101819838884684e-08,3.723463343967863e-07,7.234633439678657e-08,7.551833989261795e-09,1.21210648148148,1.5961786055636467,1e-12,9.274460001947613e-21,1.2136407996994429e-20
0.55,2.0073318950682413e-08,3.722539244803446e-07,7.225392448034485e-08,7.672744757913006e-09,1.21210648148148,1.5974620547342615,1e-12,9.206358224321154e-21,1.2045889476747256e-20
0.56,2.0045049589931476e-08,3.721621849025385e-07,7.216218490253877e-08,7.792753583814901e-09,1.21210648148148,1.598736192736482,1e-12,9.138451864439509e-21,1.1956061570429387e-20
0.5700000000000001,2.0016999817014298e-08,3.7207112064786645e-07,7.207112064786668e-08,7.911867497028722e-09,1.21210648148148,1.6000009513831621,1e-12,9.071074464830134e-21,1.1866910655387623e-20
0.58,1.9989165558171582e-08,3.719807290098298e-07,7.198072900983004e-08,8.03009329697834e-09,1.21210648148148,1.6012563685301235,1e-12,9.004298028686547e-21,1.1778429632376555e-20
0.59,1.9961542636244073e-08,3.718910074385663e-07,7.189100743856656e-08,8.147437731345613e-09,1.21210648148148,1.6025024798784737,1e-12,8.938198553835768e-21,1.1690611346906925e-20
0.6,1.9934133556836536e-08,3.718019468365351e-07,7.180194683653528e-08,8.263907362458587e-09,1.21210648148148,1.6037394113696253,1e-12,8.87262986815375e-21,1.1603454180818667e-20
0.61,1.990694083886063e-08,3.7171353814640595e-07,7.171353814640615e-08,8.379508699576474e-09,1.21210648148148,1.6049672883927502,1e-12,8.80744597904393e-21,1.1516956556329592e-20
0.62,1.987995858243436e-08,3.716257806800353e-07,7.162578068003559e-08,8.494248366135649e-09,1.21210648148148,1.6061861209970476,1e-12,8.742782017810165e-21,1.1431109987581577e-20
0.63,1.9853184963662126e-08,3.715386697764979e-07,7.153866977649811e-08,8.608132851922664e-09,1.21210648148148,1.607395973985478,1e-12,8.678637828911847e-21,1.1345909376936383e-20
0.64,1.9826618341763474e-08,3.714522006419527e-07,7.145220064195291e-08,8.7211685944225e-09,1.21210648148148,1.6085969139778276,1e-12,8.61500767002447e-21,1.1261349804760373e-20
0.65,1.9800259113373635e-08,3.7136636645997814e-07,7.136636645997834e-08,8.83336198653328e-09,1.21210648148148,1.6097890352715991,1e-12,8.551817959833847e-21,1.1177428032673728e-20
0.66,1.9774105052207914e-08,3.7128116314078864e-07,7.128116314078892e-08,8.944719357177195e-09,1.21210648148148,1.610972394846919,1e-12,8.489083752670099e-21,1.1094138725497332e-20
0.67,1.9748154990883215e-08,3.7119658556919427e-07,7.119658556919451e-08,9.055246986618524e-09,1.21210648148148,1.6121470637148425,1e-12,8.426785109848995e-21,1.1011477436041537e-20
0.68,1.972240784708021e-08,3.711126285970109e-07,7.111262859701113e-08,9.16495110241204e-09,1.21210648148148,1.613313113335782,1e-12,8.364899799510312e-21,1.0929439815632704e-20
0.6900000000000001,1.9696860016878352e-08,3.710292895359893e-07,7.102928953598953e-08,9.273838004892602e-09,1.21210648148148,1.614470581159312,1e-12,8.303489400942407e-21,1.0848019424996919e-20
0.7000000000000001,1.9671509723651076e-08,3.7094656399867476e-07,7.094656399867495e-08,9.38191385781142e-09,1.21210648148148,1.615619528116704,1e-12,8.242555622313506e-21,1.0767211386527363e-20
0.71,1.9646356535192358e-08,3.708644463602111e-07,7.086444636021129e-08,9.489184711582463e-09,1.21210648148148,1.6167600322373232,1e-12,8.182056274241054e-21,1.0687011978759953e-20
0.72,1.9621399152830716e-08,3.7078293187275965e-07,7.078293187275989e-08,9.59565660971854e-09,1.21210648148148,1.617892159420645,1e-12,8.121978299534784e-21,1.0607416779638145e-20
0.73,1.9596636349171965e-08,3.707020157686729e-07,7.070201576867308e-08,9.70133554368665e-09,1.21210648148148,1.6190159758332447,1e-12,8.062306793457427e-21,1.0528421454043341e-20
0.74,1.9572066968099223e-08,3.70621693260494e-07,7.062169326049424e-08,9.80622745290799e-09,1.21210648148148,1.6201315479087974,1e-12,8.003025002943555e-21,1.0450021753794915e-20
0.75,1.9547689924772924e-08,3.705419595409576e-07,7.054195954095778e-08,9.910338224757947e-09,1.21210648148148,1.6212389423480777,1e-12,7.944114325820345e-21,1.0372213517650211e-20
0.76,1.952349868212892e-08,3.704628185290654e-07,7.046281852906563e-08,1.001367052456836e-08,1.21210648148148,1.622338105377922,1e-12,7.885765668591512e-21,1.0294989946386235e-20
0.77,1.9499494578870615e-08,3.7038426089619983e-07,7.03842608962e-08,1.0116232313712455e-08,1.21210648148148,1.6234291661639086,1e-12,7.827862092756994e-21,1.021834769388397e-20
0.78,1.9475676724930082e-08,3.7030628123284914e-07,7.030628123284935e-08,1.0218029884866991e-08,1.21210648148148,1.6245121997410203,1e-12,7.77037533904657e-21,1.0142282531497242e-20
0.79,1.945204369454834e-08,3.702288750101192e-07,7.022887501011934e-08,1.0319069190916897e-08,1.21210648148148,1.6255872689849586,1e-12,7.713298012523847e-21,1.0066789984327087e-20
0.8,1.9428594061966397e-08,3.7015203769911537e-07,7.015203769911556e-08,1.0419356184747099e-08,1.21210648148148,1.626654436771425,1e-12,7.656622809222963e-21,9.991865577474545e-21
0.81,1.9405326401425274e-08,3.700757647709435e-07,7.007576477094366e-08,1.0518896819242522e-08,1.21210648148148,1.6277137659761205,1e-12,7.600342515166749e-21,9.917504836040664e-21
0.8200000000000001,1.9382239287165988e-08,3.700000516967091e-07,7.000005169670925e-08,1.0617697047288095e-08,1.21210648148148,1.6287653194747462,1e-12,7.544450005390277e-21,9.843703285126475e-21
0.8300000000000001,1.9359331293429555e-08,3.6992489394751777e-07,6.992489394751796e-08,1.071576282176874e-08,1.21210648148148,1.6298091601430036,1e-12,7.48893824297434e-21,9.77045644983304e-21
0.84,1.933660099445699e-08,3.698502869944752e-07,6.98502869944754e-08,1.0813100095569388e-08,1.21210648148148,1.6308453508565939,1e-12,7.433800278085756e-21,9.697759855261383e-21
0.85,1.9314046964489307e-08,3.6977622630868706e-07,6.977622630868722e-08,1.0909714821574963e-08,1.21210648148148,1.6318739544912184,1e-12,7.379029247025766e-21,9.62560902651255e-21
0.86,1.9291666820834593e-08,3.697027168177755e-07,6.97027168177757e-08,1.100560448642484e-08,1.21210648148148,1.6328949030472806,1e-12,7.324721244258072e-21,9.554003426399886e-21
0.87,1.9269459379112326e-08,3.696297516075176e-07,6.962975160751779e-08,1.1100777178544824e-08,1.21210648148148,1.6339082924127002,1e-12,7.270843554610828e-21,9.482937586768852e-21
0.88,1.9247423511841356e-08,3.695573232014047e-07,6.955732320140491e-08,1.1195241489764723e-08,1.21210648148148,1.6349142262572585,1e-12,7.217357459923174e-21,9.412405805328072e-21
0.89,1.9225557758175913e-08,3.694854274172738e-07,6.948542741727399e-08,1.128900306254725e-08,1.21210648148148,1.6359127626580006,1e-12,7.16426016792747e-21,9.342403751558196e-21
0.9,1.9203860657270246e-08,3.694140600729618e-07,6.941406007296204e-08,1.1382067539355127e-08,1.21210648148148,1.6369039596919719,1e-12,7.111548964570112e-21,9.272927094939902e-21
0.91,1.91823307482786e-08,3.693432169863058e-07,6.934321698630601e-08,1.1474440562651072e-08,1.21210648148148,1.6378878754362183,1e-12,7.059221213167495e-21,9.203971504953853e-21
0.92,1.916096657035521e-08,3.6927289397514275e-07,6.92728939751429e-08,1.15661277748978e-08,1.21210648148148,1.6388645679677845,1e-12,7.007274353570544e-21,9.135532651080712e-21
0.93,1.9139766662654332e-08,3.692030868573095e-07,6.920308685730969e-08,1.1657134818558032e-08,1.21210648148148,1.639834095363716,1e-12,6.95570590133329e-21,9.067606202801145e-21
0.9400000000000001,1.91187295643302e-08,3.691337914506432e-07,6.913379145064336e-08,1.1747467336094485e-08,1.21210648148148,1.6407965157010587,1e-12,6.904513446891941e-21,9.00018782959582e-21
0.9500000000000001,1.9097853814537057e-08,3.6906500357298067e-07,6.906500357298086e-08,1.1837130969969879e-08,1.21210648148148,1.6417518870568575,1e-12,6.8536946547455e-21,8.933273200945403e-21
0.96,1.9077139870667037e-08,3.6899672517362075e-07,6.899672517362095e-08,1.1926123323290787e-08,1.21210648148148,1.6427001824940437,1e-12,6.803250331962613e-21,8.86686402377933e-21
0.97,1.90565868371072e-08,3.6892895387711243e-07,6.892895387711263e-08,1.2014447669622902e-08,1.21210648148148,1.6436414350391881,1e-12,6.753179141131112e-21,8.800957746588195e-21
0.98,1.9036191899305353e-08,3.6886168117430106e-07,6.886168117430123e-08,1.2102115324827591e-08,1.21210648148148,1.6445757627640616,1e-12,6.7034767597540155e-21,8.735545778206284e-21
0.99,1.901595369287032e-08,3.687949031913313e-07,6.879490319133146e-08,1.2189131527125365e-08,1.21210648148148,1.6455032194709525,1e-12,6.6541412658199716e-21,8.67062409169474e-21
1.0,1.899587085341092e-08,3.6872861605434786e-07,6.872861605434805e-08,1.2275501514736734e-08,1.21210648148148,1.6464238589621492,1e-12,6.605170804684444e-21,8.606188660114714e-21
1.01,1.8975942016535974e-08,3.686628158894955e-07,6.866281588949569e-08,1.236123052588221e-08,1.21210648148148,1.6473377350399403,1e-12,6.5565635883466216e-21,8.542235456527352e-21
1.02,1.8956165817854314e-08,3.685974988229189e-07,6.859749882291909e-08,1.2446323798782304e-08,1.21210648148148,1.6482449015066143,1e-12,6.508317894728058e-21,8.478760453993812e-21
1.03,1.8936540892974752e-08,3.6853266098076277e-07,6.853266098076295e-08,1.2530786571657524e-08,1.21210648148148,1.6491454121644595,1e-12,6.4604320669594085e-21,8.415759625575229e-21
1.04,1.891706587750612e-08,3.6846829848917183e-07,6.846829848917198e-08,1.2614624082728383e-08,1.21210648148148,1.6500393208157647,1e-12,6.4129045126717794e-21,8.353228944332765e-21
1.05,1.8897739407057235e-08,3.6840440747429074e-07,6.84044074742909e-08,1.2697841570215391e-08,1.21210648148148,1.6509266812628178,1e-12,6.36573370329473e-21,8.29116438332756e-21
1.06,1.8878561721231428e-08,3.683409876785656e-07,6.834098767856578e-08,1.2780439053440065e-08,1.21210648148148,1.651807497101738,1e-12,6.318908077794745e-21,8.229566126595034e-21
1.07,1.8859533695277705e-08,3.6827804027754363e-07,6.827804027754379e-08,1.2862414483530658e-08,1.21210648148148,1.6526817520324806,1e-12,6.272412098752702e-21,8.168436026934196e-21
1.08,1.8840651561020246e-08,3.682155559778935e-07,6.82155559778937e-08,1.2943780919874921e-08,1.21210648148148,1.653549575097505,1e-12,6.226259518577592e-21,8.10776374673913e-21
1.09,1.8821914078912627e-08,3.6815353118722993e-07,6.815353118723014e-08,1.3024543194487395e-08,1.21210648148148,1.6544110161913705,1e-12,6.180448246882098e-21,8.047545586826485e-21
1.1,1.8803320009408418e-08,3.680919623131676e-07,6.809196231316777e-08,1.3104706139382614e-08,1.21210648148148,1.6552661252086356,1e-12,6.134976251345016e-21,7.987777848012929e-21
1.11,1.8784868112961197e-08,3.6803084576332104e-07,6.803084576332124e-08,1.3184274586575116e-08,1.21210648148148,1.6561149520438594,1e-12,6.089841557084078e-21,7.928456831115112e-21
1.12,1.8766557150024543e-08,3.67970177945305e-07,6.797017794530519e-08,1.326325336807944e-08,1.21210648148148,1.6569575465916004,1e-12,6.0450422460383994e-21,7.869578836949704e-21
1.1300000000000001,1.8748385881052018e-08,3.6790995526673413e-07,6.790995526673431e-08,1.334164731591012e-08,1.21210648148148,1.6577939587464177,1e-12,6.000576456352185e-21,7.81114016633335e-21
1.1400000000000001,1.8730353066497208e-08,3.678501741352231e-07,6.785017413522321e-08,1.3419461262081699e-08,1.21210648148148,1.6586242384028702,1e-12,5.956442381764111e-21,7.753137120082723e-21
1.1500000000000001,1.871245746681368e-08,3.677908309583864e-07,6.779083095838657e-08,1.349670003860871e-08,1.21210648148148,1.6594484354555163,1e-12,5.912638271003545e-21,7.69556599901447e-21
1.16,1.869469853362867e-08,3.677319237507168e-07,6.773192375071696e-08,1.3573366179298077e-08,1.21210648148148,1.6602665774793715,1e-12,5.869158442855447e-21,7.638424945971078e-21
1.17,1.8677078328807418e-08,3.676734565951294e-07,6.767345659512957e-08,1.3649453538706824e-08,1.21210648148148,1.6610786077590232,1e-12,5.825982195177698e-21,7.581719060260729e-21
1.18,1.8659592896416002e-08,3.676154195840342e-07,6.761541958403438e-08,1.3724975981054898e-08,1.21210648148148,1.6618846639072615,1e-12,5.783123563571108e-21,7.525437403338631e-21
1.19,1.8642241109315316e-08,3.675578093863765e-07,6.755780938637664e-08,1.3799937964593518e-08,1.21210648148148,1.6626847921887613,1e-12,5.740580342097763e-21,7.46957657559476e-21
1.2,1.8625021840366255e-08,3.6750062267110146e-07,6.750062267110166e-08,1.387434394757391e-08,1.21210648148148,1.663479038868198,1e-12,5.698350374865232e-21,7.414133177419095e-21
1.21,1.8607933962429707e-08,3.674438561071545e-07,6.744385610715467e-08,1.3948198388247298e-08,1.21210648148148,1.6642674502102461,1e-12,5.656431555487786e-21,7.359103809201605e-21
1.22,1.859097634836657e-08,3.673875063634808e-07,6.738750636348096e-08,1.4021505744864908e-08,1.21210648148148,1.6650500724795807,1e-12,5.614821826552533e-21,7.304485071332266e-21
1.23,1.8574147871037734e-08,3.6733157010902566e-07,6.733157010902582e-08,1.409427047567796e-08,1.21210648148148,1.6658269519408768,1e-12,5.57351917909017e-21,7.25027356420105e-21
1.24,1.8557447403304093e-08,3.6727604401273433e-07,6.727604401273448e-08,1.4166497038937685e-08,1.21210648148148,1.6665981348588097,1e-12,5.532521652048338e-21,7.196465888197935e-21
1.25,1.854087381802654e-08,3.672209247435521e-07,6.722092474355223e-08,1.4238189892895305e-08,1.21210648148148,1.667363667498054,1e-12,5.491827331772008e-21,7.14305864371289e-21
1.26,1.8524425988065965e-08,3.671662089704242e-07,6.716620897042436e-08,1.4309353495802043e-08,1.21210648148148,1.6681235961232848,1e-12,5.4514343514851135e-21,7.090048431135888e-21
1.27,1.8508106452666676e-08,3.6711190305579557e-07,6.711190305579576e-08,1.437997894460675e-08,1.21210648148148,1.6688778323497688,1e-12,5.411329205008712e-21,7.037442273872044e-21
1.28,1.849191147498834e-08,3.670579967688591e-07,6.705799676885925e-08,1.4450080208024598e-08,1.21210648148148,1.6696265182845107,1e-12,5.371518390183434e-21,6.985229353295815e-21
1.29,1.8475840000669998e-08,3.670044869709771e-07,6.700448697097725e-08,1.4519661479083329e-08,1.21210648148148,1.670369697519378,1e-12,5.33199992845359e-21,6.933406476695292e-21
1.3,1.8459890995352465e-08,3.669513705763944e-07,6.695137057639455e-08,1.458872687791883e-08,1.21210648148148,1.671107412911666,1e-12,5.2927718207335555e-21,6.881970508220763e-21
1.31,1.844406342467654e-08,3.6689864449935577e-07,6.689864449935593e-08,1.4657280524666973e-08,1.21210648148148,1.6718397073186702,1e-12,5.2538321105879084e-21,6.830918312022522e-21
1.32,1.842835625428304e-08,3.66846305654106e-07,6.684630565410618e-08,1.472532653946364e-08,1.21210648148148,1.6725666235976853,1e-12,5.215178883770647e-21,6.780246752250862e-21
1.33,1.8412768449812763e-08,3.667943509548899e-07,6.679435095489007e-08,1.4792869042444709e-08,1.21210648148148,1.6732882046060067,1e-12,5.176810267769613e-21,6.729952693056071e-21
1.34,1.839729897690653e-08,3.6674277731595226e-07,6.67427773159524e-08,1.4859912153746054e-08,1.21210648148148,1.67400449320093,1e-12,5.138724431354666e-21,6.680032998588455e-21
1.35,1.8381946801205134e-08,3.666915816515378e-07,6.669158165153796e-08,1.492645999350356e-08,1.21210648148148,1.67471553223975,1e-12,5.100919584129234e-21,6.630484532998289e-21
1.36,1.8366710888349393e-08,3.6664076087589137e-07,6.664076087589152e-08,1.49925166818531e-08,1.21210648148148,1.6754213645797622,1e-12,5.063393976083976e-21,6.5813041604358776e-21
1.37,1.8351593111408553e-08,3.6659031997632866e-07,6.659031997632882e-08,1.5058075357851878e-08,1.21210648148148,1.6761219209460996,1e-12,5.026139656307452e-21,6.532497225251657e-21
1.3800000000000001,1.8336591141139796e-08,3.6654025227158466e-07,6.654025227158481e-08,1.512314503228719e-08,1.21210648148148,1.6768172941364443,1e-12,4.9891576944952404e-21,6.4840568147626855e-21
1.3900000000000001,1.832170347243903e-08,3.664905533687845e-07,6.649055336878467e-08,1.5187731603253272e-08,1.21210648148148,1.6775075451635315,1e-12,4.952447449553508e-21,6.435978420080858e-21
1.4000000000000001,1.830692917504743e-08,3.6644122047122896e-07,6.644122047122913e-08,1.525183879770891e-08,1.21210648148148,1.6781927128697687,1e-12,4.916007086243293e-21,6.388259208989695e-21
1.41,1.829226731994068e-08,3.6639225078564667e-07,6.639225078564688e-08,1.5315470337950224e-08,1.21210648148148,1.6788728360499512,1e-12,4.879834802970279e-21,6.340896352873499e-21
1.42,1.827771697932899e-08,3.663436415221943e-07,6.634364152219447e-08,1.5378629941610683e-08,1.21210648148148,1.6795479534512623,1e-12,4.8439288313669705e-21,6.2938870267173166e-21
1.43,1.826327722665709e-08,3.662953898944562e-07,6.629538989445638e-08,1.5441321321661098e-08,1.21210648148148,1.6802181037732722,1e-12,4.808287435875627e-21,6.24722840910698e-21
1.44,1.8248947136604223e-08,3.6624749311944477e-07,6.624749311944496e-08,1.5503548186409604e-08,1.21210648148148,1.6808833256679399,1e-12,4.772908913337658e-21,6.2009176822290816e-21
1.45,1.8234725785084146e-08,3.6619994841760027e-07,6.619994841760045e-08,1.5565314239501694e-08,1.21210648148148,1.681543657739611,1e-12,4.73779159258494e-21,6.154952031870966e-21
