Time,S_a,I_a,S_h,I_h,R_h,r_a,K_a,beta_a,mu_a,delta_a,pi_h,beta_h,mu_h,gamma,delta_h,M_a,m_a,compartment,Avian_population,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11
2.92,98565.62925103611,1003.6364258793492,999955.878947162,9.832953355155881,1.7362466398274126,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-478.69018071009003,1.9784811171211782,0.3437053304066419,0.4014545703517397,30.0,6.021552866301437,39.09827486683403,0.000384468476186595,3.387452430851201,0.9832953355155882,6.788724361725183e-05
2.93,98560.82291836054,1003.6487586848929,999955.7277485488,9.849421296806533,1.746087152400687,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-478.6194668426398,1.978408951539482,0.3437095538992284,0.40145950347395715,30.0,6.021625949368079,39.09826895496826,0.0003851123727051354,3.39312563674985,0.9849421296806533,6.827200765886687e-05
2.94,98556.01729347008,1003.6610906772687,999955.5765492639,9.865816923611565,1.7559440928951964,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-478.54876800772695,1.9783367961914387,0.34371377711333745,0.4014644362709075,30.0,6.0216990275295075,39.09826304307622,0.0003857534417132122,3.3987739301841837,0.9865816923611566,6.865741403220218e-05
2.95,98551.21237621433,1003.6734218565852,999955.4253493074,9.882140556275255,1.7658173891504023,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-478.4780842010984,1.9782646510750017,0.34371800004900616,0.40146936874263406,30.0,6.021772100786379,39.09825713115792,0.00038639169575036247,3.404397421636825,0.9882140556275255,6.904345991578073e-05
2.96,98546.40816644292,1003.6857522229504,999955.2741486793,9.8983925140797,1.7757069693257141,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-478.40741541850224,1.9781925161881235,0.3437222227062716,0.4014743008891802,30.0,6.021845169139343,39.09825121921337,0.0003870271473005163,3.4099962211004566,0.9898392514079701,6.943014250063543e-05
2.97,98541.60466400554,1003.698081776473,999955.1229473796,9.914573114891182,1.7856127618990656,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-478.33676165568824,1.978120391528758,0.343726445085171,0.4014792327105892,30.0,6.021918232589053,39.09824530724254,0.00038765980879224525,3.415570438080012,0.9914573114891182,6.981745899025346e-05
2.98,98536.80186875189,1003.7104105172613,999954.9717454085,9.930682675166453,1.7955346956654925,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-478.26612290840717,1.97804827709486,0.3437306671857413,0.4014841642069045,30.0,6.021991291136162,39.09823939524547,0.00038828969259900836,3.421120181594843,0.9930682675166453,7.020540660052076e-05
2.99,98531.99978053175,1003.7227384454231,999954.8205427659,9.946721509959053,1.8054726997357182,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-478.1954991724122,1.9779761728843834,0.34373488900801963,0.4014890953781693,30.0,6.02206434478132,39.098233483222145,0.000388916811039399,3.4266455601808934,0.9946721509959053,7.059398255966658e-05
3.0,98527.19839919494,1003.7350655610672,999954.6693394519,9.962689932925562,1.8154267035347431,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-478.12489044345745,1.9779040788952842,0.3437391105520431,0.4014940262244269,30.0,6.022137393525181,39.09822757117257,0.0003895411763773895,3.432146681892856,0.9962689932925562,7.098318410820846e-05
3.01,98522.39772459127,1003.7473918643017,999954.5181354666,9.978588256331834,1.8253966368004424,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-478.05429671729837,1.977831995125518,0.3437433318178488,0.40149895674572067,30.0,6.022210437368395,39.098221659096744,0.00039016280082257475,3.4376236543063166,0.9978588256331835,7.13730084988973e-05
3.02,98517.59775657066,1003.7597173552347,999954.36693081,9.994416791059233,1.835382429582167,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.98371798969225,1.9777599215730413,0.34374755280547364,0.4015038869420939,30.0,6.022283476311615,39.098215746994676,0.00039078169653041607,3.443076584519906,0.9994416791059234,7.176345299666273e-05
3.03,98512.79849498303,1003.7720420339742,999954.2157254821,10.010175846610789,1.845384012239352,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.91315425639783,1.977687858235811,0.34375177351495484,0.4015088168135897,30.0,6.022356510355491,39.09820983486635,0.0003913978756024819,3.4485055791574166,1.001017584661079,7.215451487855867e-05
3.04,98507.99993967835,1003.7843659006287,999954.0645194831,10.025865731117388,1.8554013154401305,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.8426055131753,1.977615805111784,0.3437559939463293,0.4015137463602515,30.0,6.022429539500674,39.09820392271179,0.0003920113500866899,3.45391074436994,1.002586573111739,7.25461914337091e-05
3.05,98503.20209050667,1003.7966889553064,999953.913312813,10.041486751343898,1.8654342701599513,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.77207175578644,1.9775437621989205,0.34376021409963425,0.40151867558212256,30.0,6.022502563747819,39.09819801053099,0.00039262213197754643,3.4592921858379726,1.0041486751343898,7.29384799632541e-05
3.06,98498.40494731803,1003.8090111981152,999953.7621054717,10.057039212695287,1.8754828076802055,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.70155297999435,1.977471729495177,0.3437644339749065,0.40152360447924607,30.0,6.022575583097573,39.09819209832394,0.0003932302332163857,3.464650008773526,1.0057039212695287,7.333137778029604e-05
3.07,98493.60850996253,1003.8213326291632,999953.6108974593,10.072523419222701,1.8855468595868545,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.6310491815638,1.9773997069985134,0.3437686535721832,0.4015285330516653,30.0,6.022648597550588,39.098186186090665,0.0003938356656916076,3.4699843179222203,1.00725234192227,7.372488220984602e-05
3.08,98488.81277829032,1003.8336532485588,999953.4596887759,10.087939673629549,1.8956263577690684,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.5605603562606,1.97732769470689,0.34377287289150144,0.4015334612994235,30.0,6.022721607107516,39.09818027383114,0.0003944384412389154,3.4752952175653795,1.008793967362955,7.411899058877058e-05
3.09,98484.01775215157,1003.8459730564095,999953.3084794217,10.103288277277516,1.9057212344178642,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.4900864998528,1.9772556926182663,0.343777091932898,0.40153838922256385,30.0,6.022794611769006,39.09817436154539,0.0003950385716415509,3.480582811522104,1.0103288277277516,7.45137002657385e-05
3.1,98479.22343139655,1003.8582920528239,999953.1572693966,10.118569530192605,1.9158314220247554,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.4196276081095,1.9771837007306037,0.34378131069641005,0.4015433168211296,30.0,6.022867611535712,39.098168449233405,0.0003956360686305309,3.4858472031513523,1.0118569530192605,7.490900860116794e-05
3.11,98474.4298158755,1003.8706102379098,999953.0060587005,10.13378373107111,1.925956853380401,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.34918367680143,1.977111719041863,0.34378552918207456,0.40154824409516393,30.0,6.02294060640828,39.09816253689519,0.00039623094388488043,3.4910884953539973,1.013378373107111,7.530491296717369e-05
3.12,98469.63690543875,1003.8829276117752,999952.8548473337,10.148931177285599,1.9360974615732658,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.27875470170073,1.9770397475500072,0.34378974738992857,0.4015531710447101,30.0,6.023013596387364,39.09815662453075,0.00039682320903186693,3.4963067905748884,1.0148931177285598,7.57014107475147e-05
3.13,98464.84469993664,1003.8952441745281,999952.7036352961,10.164012164890842,1.9462531799882796,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.2083406785809,1.9769677862529977,0.3437939653200089,0.40155809766981126,30.0,6.023086581473611,39.098150712140075,0.00039741287564723195,3.501502190804895,1.0164012164890843,7.609849933754174e-05
3.14,98460.05319921958,1003.9075599262765,999952.5524225879,10.179026988629746,1.956423942305509,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.13794160321703,1.9768958351487977,0.34379818297235265,0.4015630239705106,30.0,6.023159561667674,39.09814479972319,0.00039799995525542306,3.506674797582947,1.0179026988629747,7.64961761441454e-05
3.15,98455.26240313803,1003.9198748671282,999952.401209209,10.19397594193925,1.9666096824988268,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-477.0675574713863,1.976823894235372,0.3438024003469967,0.4015679499468513,30.0,6.023232536970201,39.09813888728007,0.0003985844593298247,3.5118247119980714,1.019397594193925,7.689443858570413e-05
3.16,98450.47231154244,1003.9321889971912,999952.2499951595,10.208859316956199,1.9768103348345936,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.99718827886636,1.9767519635106836,0.3438066174439781,0.4015728755988765,30.0,6.023305507381842,39.09813297481074,0.0003991663992929874,3.51695203469141,1.0208859316956198,7.72932840920326e-05
3.17,98445.68292428336,1003.9445023165737,999952.0987804392,10.223677404523185,1.9870258338703377,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.9268340214369,1.9766800429726974,0.3438108342633338,0.4015778009266295,30.0,6.023378472903248,39.09812706231518,0.00039974578651685654,3.522056865858237,1.0223677404523186,7.769271010433021e-05
3.18,98440.89424121135,1003.9568148253829,999951.9475650487,10.238430494194404,1.997256114453448,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.8564946948791,1.9766081326193787,0.34381505080510066,0.4015827259301532,30.0,6.023451433535068,39.09812114979341,0.0004003226323230012,3.527139305249972,1.0238430494194404,7.809271407512982e-05
3.19,98436.10626217703,1003.9691265237271,999951.7963489876,10.253118874241434,2.0075011117198627,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.7861702949756,1.976536232448693,0.3438192670693156,0.40158765060949086,30.0,6.02352438927795,39.098115237245416,0.0004008969479828401,3.5321994521761737,1.0253118874241434,7.849329346824663e-05
3.2,98431.31898703102,1003.9814374117143,999951.6451322562,10.267742831659032,2.017760761092773,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.7158608175102,1.9764643424586072,0.3438234830560157,0.40159257496468576,30.0,6.023597340132546,39.09810932467122,0.00040146874471786814,3.537237405506536,1.0267742831659032,7.889444575872742e-05
3.21,98426.53241562405,1003.993747489452,999951.4939148544,10.282302652170898,2.0280349982813206,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.64556625826907,1.9763924626470881,0.3438276987652377,0.4015974989957808,30.0,6.023670286099503,39.098103412070806,0.00040203803369988215,3.5422532636728743,1.0282302652170898,7.929616843279964e-05
3.22,98421.74654780686,1004.0060567570479,999951.3426967823,10.296798620235418,2.0383237592793138,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.57528661303894,1.976320593012103,0.3438319141970186,0.40160242270281915,30.0,6.02374322717947,39.098097499444194,0.00040260482605120485,3.547247124671101,1.029679862023542,7.969845898782117e-05
3.23,98416.9613834302,1004.01836521461,999951.19147804,10.311231019051366,2.048626980363934,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.50502187760816,1.9762487335516197,0.34383612935139535,0.401607346085844,30.0,6.023816163373099,39.09809158679136,0.00040316913284490846,3.5522190860631953,1.0311231019051366,8.010131493222983e-05
3.24,98412.17692234492,1004.0306728622461,999951.0402586273,10.325600130434726,2.0589445981234573,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.43477204776724,1.9761768842636074,0.3438403442284048,0.40161226914489845,30.0,6.023889094681035,39.098085674112326,0.0004037309650999978,3.5571692449347627,1.0325600130434727,8.050473378662719e-05
3.25,98407.39316440186,1004.0429797000637,999950.8890385445,10.33990623492533,2.0692765494332575,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.36453711930733,1.9761050451460347,0.3438445588280838,0.4016171918800255,30.0,6.023962021103928,39.09807976140709,0.0004042903337855804,3.562097697931776,1.0339906234925331,8.090871308284037e-05
3.26,98402.61010945194,1004.0552857281707,999950.7378177916,10.354149611941512,2.079622771421016,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.2943170880216,1.9760332161968712,0.34384877315046936,0.4016221142912683,30.0,6.024034942642428,39.098073848675654,0.0004048472498269131,3.5670045413138505,1.0354149611941512,8.131325036256174e-05
3.27,98397.82775734611,1004.0675909466747,999950.5865963687,10.368330539662251,2.0899832014932356,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.22411194970476,1.975961397414087,0.3438529871955982,0.4016270363786699,30.0,6.024107859297181,39.09806793591802,0.00040540172410079403,3.5718898709136453,1.0368330539662252,8.171834317838551e-05
3.28,98393.04610793534,1004.0798953556833,999950.4353742758,10.38244929503268,2.100357777334,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.15392170015235,1.9758895887956527,0.3438572009635073,0.40163195814227337,30.0,6.0241807710688375,39.09806202313418,0.0004059537674357778,3.5767537821387583,1.038244929503268,8.212398909375941e-05
3.29,98388.26516107067,1004.0921989553044,999950.2841515128,10.396506153769572,2.1107464369037445,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.0837463351619,1.9758177903395404,0.34386141445423357,0.4016368795821218,30.0,6.024253677958043,39.09805611032415,0.00040650339061239026,3.5815963699736173,1.0396506153769571,8.253018568293642e-05
3.3,98383.48491660318,1004.1045017456453,999950.1329280799,10.410501390366797,2.1211491184380185,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-476.0135858505327,1.975746002043721,0.3438656276678137,0.4016418006982581,30.0,6.024326579965449,39.09805019748793,0.00040705060436334176,3.586417728981361,1.0410501390366798,8.293693053092653e-05
3.31,98378.705374384,1004.1168037268137,999949.9817039772,10.424435278100782,2.131565760446269,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.943440242065,1.9756742239061673,0.3438698406042846,0.4016467214907255,30.0,6.024399477091701,39.09804428462551,0.0004075954193737406,3.591217953305719,1.0424435278100783,8.334422123344913e-05
3.32,98373.92653426426,1004.1291048989174,999949.8304792048,10.438308089035914,2.1419963017106167,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.87330950556094,1.9756024559248526,0.34387405326368325,0.401651641959567,30.0,6.024472369337448,39.098038371736905,0.00040813784628130424,3.5959971366728722,1.0438308089035915,8.375205539688511e-05
3.33,98369.14839609517,1004.1414052620637,999949.6792537625,10.45212009402995,2.1524406812846433,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.80319363682355,1.9755306980977496,0.34387826564604634,0.4016565621048255,30.0,6.0245452567033375,39.09803245882211,0.0004086778956765711,3.600755372393318,1.045212009402995,8.416043063822955e-05
3.34,98364.37095972798,1004.1537048163602,999949.5280276504,10.465871562739384,2.1628988384921795,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.73309263165777,1.9754589504228328,0.34388247775141073,0.4016614819265441,30.0,6.024618139190015,39.09802654588113,0.0004092155781031099,3.6054927533637176,1.0465871562739384,8.456934458504422e-05
3.35,98359.59422501396,1004.1660035619144,999949.3768008688,10.4795627636248,2.1733707129261064,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.66300648587026,1.9753872128980767,0.3438866895798132,0.4016664014247658,30.0,6.024691016798132,39.09802063291397,0.00040975090405772973,3.6102093720687436,1.0479562763624801,8.497879487541076e-05
3.36,98354.81819180447,1004.1783014988339,999949.2255734175,10.493193963956209,2.1838562444471488,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.59293519526886,1.9753154855214565,0.34389090113129067,0.4016713205995336,30.0,6.024763889528333,39.09801471992063,0.0004102838839906878,3.614905320582914,1.0493193963956209,8.538877915788352e-05
3.37,98350.04285995082,1004.1905986272261,999949.0743452966,10.506765429818357,2.1943553731826895,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.52287875566213,1.975243768290947,0.34389511240587983,0.4016762394508905,30.0,6.024836757381264,39.0980088069011,0.00041081452830589774,3.6195806905724237,1.0506765429818357,8.579929509144317e-05
3.38,98345.26822930446,1004.2028949471985,999948.9231165062,10.520277426116,2.2048680395255715,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.45283716286184,1.9751720612045258,0.3438993234036176,0.40168115797887943,30.0,6.024909620357574,39.098002893855394,0.0004113428473611356,3.6242355732969616,1.0520277426116,8.621034034544985e-05
3.39,98340.49429971684,1004.2151904588583,999948.7718870463,10.533730216579183,2.2153941841329203,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.3828104126798,1.9751003642601683,0.3439035341245406,0.40168607618354335,30.0,6.024982478457909,39.09799698078351,0.0004118688514682461,3.628870059611528,1.0533730216579185,8.662191259959719e-05
3.4,98335.72107103941,1004.2274851623132,999948.6206569171,10.547124063768479,2.225933747924959,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.3127985009295,1.9750286774558523,0.3439077445686858,0.4016909940649253,30.0,6.0250553316829185,39.09799106768546,0.0004123925508933475,3.6334842399682405,1.0547124063768478,8.70340095438659e-05
3.41,98330.94854312378,1004.2397790576706,999948.4694261183,10.56045922908021,2.236486672083837,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.24280142342684,1.9749570007895563,0.3439119547360899,0.4016959116230683,30.0,6.025128180033246,39.09798515456123,0.00041291395585703626,3.6380782044181323,1.056045922908021,8.744662887847802e-05
3.42,98326.17671582148,1004.2520721450377,999948.3181946505,10.573735972751647,2.2470528980524582,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.172819175988,1.9748853342592576,0.3439161646267896,0.4017008288580151,30.0,6.025201023509539,39.09797924141083,0.0004134330765345894,3.642652042612942,1.0573735972751648,8.785976831385113e-05
3.43,98321.40558898413,1004.2643644245219,999948.1669625131,10.586954553866192,2.2576323675333168,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.10285175443124,1.9748136778629355,0.3439203742408218,0.4017057457698088,30.0,6.025273862112444,39.09797332823427,0.00041394992305616817,3.647205843806903,1.0586954553866192,8.827342557055269e-05
3.44,98316.6351624634,1004.2766558962305,999948.0157297066,10.600115230358536,2.2682250224873357,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-475.0328991545764,1.97474203159857,0.3439245835782231,0.40171066235849223,30.0,6.0253466958426065,39.09796741503153,0.0004144645055070188,3.6517396968585154,1.0600115230358538,8.868759837925482e-05
3.45,98311.86543611097,1004.2889465602709,999947.8644962308,10.613218259019801,2.278830805132711,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.9629613722442,1.9746703954641398,0.34392879263903037,0.4017155786241084,30.0,6.0254195247006725,39.09796150180263,0.00041497683392767426,3.656253690232321,1.06132182590198,8.9102284480689e-05
3.46,98307.09640977862,1004.3012364167502,999947.713262086,10.626263895502646,2.2894496579437598,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.8930384032577,1.9745987694576264,0.34393300142328026,0.40172049456670006,30.0,6.0254923486872904,39.09795558854756,0.00041548691831415347,3.6607479120006614,1.0626263895502646,8.9517481625601e-05
3.47,98302.32808331812,1004.3135254657759,999947.5620272722,10.639252394326382,2.3000815236497756,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.82313024344086,1.9745271535770113,0.3439372099310096,0.40172541018631036,30.0,6.025565167803104,39.09794967526634,0.00041599476861816156,3.665222449845438,1.0639252394326382,8.993318757470622e-05
3.48,98297.5604565813,1004.3258137074552,999947.4107917893,10.652184008882031,2.3107263452338844,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.7532368886191,1.9744555478202759,0.3439414181622551,0.4017303254829821,30.0,6.02563798204876,39.097943761958966,0.0004165003947472874,3.6696773910598597,1.065218400888203,9.034940009864489e-05
3.49,98292.79352942001,1004.3381011418952,999947.2595556373,10.66505899143739,2.3213840659319085,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.6833583346193,1.9743839521854012,0.3439456261170534,0.4017352404567581,30.0,6.025710791424903,39.09793784862542,0.00041700380656520193,3.6741128225501805,1.066505899143739,9.076611697793762e-05
3.5,98288.0273016862,1004.3503877692032,999947.1083188165,10.677877593142073,2.3320546292312305,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.6134945772703,1.9743123666703715,0.3439498337954413,0.4017401551076813,30.0,6.025783595932181,39.09793193526573,0.00041750501389185504,3.6785288308374438,1.0677877593142073,9.118333600294111e-05
3.51,98283.2617732318,1004.3626735894862,999946.9570813267,10.690640064032516,2.3427379788696694,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.54364561240175,1.974240791273169,0.34395404119745543,0.4017450694357945,30.0,6.025856395571235,39.09792602187988,0.0004180040265036714,3.6829255020592018,1.0690640064032517,9.160105497380408e-05
3.52,98278.4969439088,1004.3749586028516,999946.805843168,10.703346653036984,2.353434058834353,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.47381143584516,1.9741692259917776,0.34395824832313254,0.40174998344114066,30.0,6.025929190342714,39.097920108467875,0.0004185008541337461,3.687302921971241,1.0703346653036985,9.20192717004232e-05
3.53,98273.73281356925,1004.3872428094065,999946.6546043407,10.715997607980542,2.364142813360598,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.4039920434335,1.9740976708241824,0.34396245517250934,0.4017548971237626,30.0,6.026001980247262,39.09791419502972,0.0004189955064720392,3.6916611759492963,1.0715997607980543,9.243798400239939e-05
3.54,98268.96938206522,1004.3995262092578,999946.5033648446,10.728593175590012,2.374864186930798,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.33418743100106,1.9740261257683673,0.34396666174562246,0.40175981048370313,30.0,6.026074765285523,39.097908281565424,0.0004194879931655695,3.6960003489907587,1.0728593175590013,9.285718970899421e-05
3.55,98264.20664924884,1004.411808802513,999946.3521246797,10.741133601498918,2.385598124273308,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.2643975943838,1.9739545908223188,0.3439708680425086,0.4017647235210052,30.0,6.026147545458144,39.097902368074976,0.0004199783238186077,3.7003205257163767,1.0741133601498918,9.327688665908634e-05
3.56,98259.44461497224,1004.4240905892788,999946.2008838464,10.753619130252398,2.396344570361342,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.19462252941844,1.973883065984022,0.3439750740632044,0.40176963623571155,30.0,6.02622032076577,39.097896454558395,0.0004204665079928688,3.704621790371951,1.0753619130252399,9.369707270112848e-05
3.57,98254.68327908767,1004.4363715696624,999946.0496423444,10.766050005312106,2.4071034704118675,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.1248622319446,1.9738115512514636,0.34397927980774656,0.40177454862786494,30.0,6.026293091209043,39.097890541015666,0.00042095255520770337,3.70890422683002,1.0766050005312107,9.411774569310402e-05
3.58,98249.92264144734,1004.4486517437708,999945.8984001738,10.7784264690611,2.417874769884509,0.005,50000.0,2e-08,0.00034246,0.0004,30.0,6e-09,3.91e-05,0.1,0.3445,50000.0,800.0,1.0,1.0,-474.05511669780196,1.9737400466226314,0.34398348527617173,0.40177946069750836,30.0,6.026365856788609,39.097884627446795,0.00042143647494028905,3.713167918591549,1.0778426469061102,9.45389035024843e-05
