Time,A_PC,D_TDSC,L_LSC,S_HSC,T_TDLC,p_10,p_20,p_30,v_10,v_20,v_30,d_1,d_2,g_1,g_2,h_1,h_2,m,n,K_1,K_2,p_1_D,p_2_D,v_1_D,v_2_D,Z_1,Z_2,compartment,HSC_Self_Renewal,HSC_Differentiation,PC_Self_Renewal,PC_Differentiation,TDC_Apoptosis,LSC_Self_Renewal,LSC_Differentiation,TDL_Apoptosis
0.0,0.0,0.0,10.0,10.0,0.0,0.45,0.68,0.8,0.5,0.72,0.7,0.275,0.3,0.03,0.025,0.2,0.11,1.0,1.0,1.0,1.0,0.45,0.68,0.5,0.72,10.0,10.0,1.0,-20.25,2.75,-0.0,0.0,0.0,-50.4,1.3999999999999995,0.0
0.2,0.6717666003499533,0.03509821311053212,4.843269221219981,6.844590687505852,0.37013865115133043,0.45,0.68,0.8,0.5,0.72,0.7,0.275,0.3,0.03,0.025,0.2,0.11,1.0,1.0,1.0,1.0,0.4495266725114797,0.6794038534690707,0.49651464463799905,0.717230912424489,6.844590687505852,5.515035821569935,1.0,-8.928718106587755,1.8707503069342681,-1.4779733821638932,0.15446699736195707,0.009652008605396334,-12.245819055296588,0.6780576909707972,0.11104159534539913
0.4,0.9806705197984494,0.10857133243150852,3.1102212476513578,5.205942671897246,0.5580388282112198,0.45,0.68,0.8,0.5,0.72,0.7,0.275,0.3,0.03,0.025,0.2,0.11,1.0,1.0,1.0,1.0,0.4485390455453276,0.6781592835745378,0.48937361099939536,0.711502633219116,5.205942671897246,4.090891767449807,1.0,-4.806218729027611,1.4049300322260172,-1.4625648808651286,0.22456424954501533,0.029857116418664845,-5.383480059615307,0.43543097467118996,0.16741164846336593
0.6000000000000001,1.1539627727355564,0.19839099557088935,2.2337168136594503,4.2064710361269935,0.6682886958453925,0.45,0.68,0.8,0.5,0.72,0.7,0.275,0.3,0.03,0.025,0.2,0.11,1.0,1.0,1.0,1.0,0.4473375676380011,0.6766439980893,0.4809180383180178,0.704623005449147,4.2064710361269935,3.3876795863950067,1.0,-2.9016943435475167,1.1180183043498326,-1.3136658113291422,0.2629235838806338,0.05455752378199458,-2.986704021146702,0.31272035391232295,0.20048660875361776
0.8,1.2577721899454093,0.2948363903438303,1.7052991606894614,3.5342136930092516,0.7352122668892308,0.45,0.68,0.8,0.5,0.72,0.7,0.275,0.3,0.03,0.025,0.2,0.11,1.0,1.0,1.0,1.0,0.44605460610122627,0.67502445565254,0.4721581207984517,0.6973824890658318,3.5342136930092516,2.9630713506348707,1.0,-1.886303325628367,0.9243729418470845,-1.1623277821100493,0.2850517464290582,0.08108000734455334,-1.8746693989022565,0.23874188249652453,0.22056368006676924
1.0,1.321142496345689,0.39273943809727235,1.3538271655931784,3.051157909073693,0.7748491131283326,0.45,0.68,0.8,0.5,0.72,0.7,0.275,0.3,0.03,0.025,0.2,0.11,1.0,1.0,1.0,1.0,0.4447597590641066,0.6733883459844208,0.46358627719682266,0.6901831637301659,3.051157909073693,2.674969661938867,1.0,-1.2903865826228524,0.785373404377421,-1.0284580091924582,0.2978144050337264,0.1080033454767499,-1.269866880731266,0.18953580318304492,0.23245473393849977
1.2000000000000002,1.3592690358718773,0.48915272658862513,1.1048410994542788,2.6870799339541964,0.7961162113146338,0.45,0.68,0.8,0.5,0.72,0.7,0.275,0.3,0.03,0.025,0.2,0.11,1.0,1.0,1.0,1.0,0.4434919412317916,0.6717848650396224,0.45544369496049514,0.6832371930522886,2.6870799339541964,2.4641101353261563,1.0,-0.9156651230666634,0.681062138495643,-0.9134418091810003,0.30481443321808704,0.13451699981187193,-0.9058610689161058,0.15467775392359898,0.23883486339439014
1.4000000000000001,1.3809182227466619,0.5823553135856144,0.9205270602688863,2.4025801136038694,0.8045110600899497,0.45,0.68,0.8,0.5,0.72,0.7,0.275,0.3,0.03,0.025,0.2,0.11,1.0,1.0,1.0,1.0,0.4422731956339818,0.6702420248854889,0.44783964107691665,0.6766541543528144,2.4025801136038694,2.301445283015548,1.0,-0.6674499539856625,0.6000976531055596,-0.8150650705621731,0.30812718820645674,0.160147711236044,-0.6708887362660624,0.12887378843764405,0.2413533180269849
1.6,1.3914795915204663,0.6713523153563044,0.7795651190138201,2.1738847773175864,0.8036622645693897,0.45,0.68,0.8,0.5,0.72,0.7,0.275,0.3,0.03,0.025,0.2,0.11,1.0,1.0,1.0,1.0,0.4411156790263704,0.6687754021331148,0.44081197234577674,0.6704854821090622,2.1738847773175864,2.1710447105342863,1.0,-0.4962126918048455,0.5355645576612885,-0.730667831705155,0.3090215746050883,0.1846218867229837,-0.5112271411173726,0.10913911666193478,0.24109867937081692
1.8,1.394419434222724,0.7555977698481375,0.6690026187019031,1.9858197574936658,0.796081504498846,0.45,0.68,0.8,0.5,0.72,0.7,0.275,0.3,0.03,0.025,0.2,0.11,1.0,1.0,1.0,1.0,0.4400255307095877,0.6673929837467173,0.434359748538502,0.6647488940002808,1.9858197574936658,2.0634220529246274,1.0,-0.37416640706912907,0.483011673711118,-0.657867375005103,0.30830634075835955,0.20778938670823785,-0.39840199738748056,0.0936603666182664,0.23882445134965377
