Time,FA,HETE,PGH2,PGE2,PGF2a,PGD2,PGJ2,dPGJ2,AA,LPS,DG,GPCho,dPGD2,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,DNA,DGperDNA,onepmol,t0,t1,t2,t3,t4,t5,t6,timevalue,zero,LPSactivity,LPSslope,LPSint,LPSslopezero,LPSslope1,LPSslope3,LPSintzero,LPSint1,LPSint3,DGactivity,DGint,DGslope,DGslopezero,DGslope1,DGslope2,DGslope3,DGslope4,DGslope5,DGslope6,DGintzero,DGint1,DGint2,DGint3,DGint4,DGint5,DGint6,GPChoratio,GPChoint,GPChoslope,GPChoslopezero,GPChoslope1,GPChoslope2,GPChoslope3,GPChoslope4,GPChoslope5,GPChoslope6,GPChointzero,GPChoint1,GPChoint2,GPChoint3,GPChoint4,GPChoint5,GPChoint6,c1,r2,r3,r7,r5,r11,r10,r8,r4,r9,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r1,r6,r12
0.72,1.0,0.38665773120614005,6.7272561920048135,0.3434039171457759,0.10268450463672707,5.163888520573629,0.05270545859093829,0.0002741099825612784,173.71490211366907,0.5,-7.870027360879947e-16,0.8854746854510563,0.028392534106544874,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.72,0.0,0.8534759999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.1160160000000001,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8271178829210403,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.1160160000000003e-15,7.323919472104519e-16,8.173611313580198e-16,19.282354134617268,4.652846644734925,1.2160043147956836,1.737149021136691e-13,0.07230499573554819,1.372360263168982,3.434039171457759e-16,0.4103626277122936,1.0268450463672708e-16,20.962130294287,0.27884998011097595,0.14975276709663524,0.00039749547749162826,0.0017919855920919018,3.1796757977108296e-05,303.527644212,0.20627605334733787,14.52962698004385
0.73,1.0,0.3981760652268392,6.884107723807957,0.35728769852308767,0.10683602749955068,5.371584601556043,0.05553141310738615,0.0002921787165992597,176.34117320567827,0.5,-7.981550360880205e-16,0.8834179569301867,0.02991597537902081,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.73,0.0,0.8468089999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.114444,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8306787811630132,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.114444e-15,7.338365517202868e-16,8.178197420453633e-16,19.573870225830287,4.716536698368694,1.2343882124397478,1.763411732056783e-13,0.07445892419741892,1.4043579756568232,3.572876985230877e-16,0.4199305711522854,1.0683602749955068e-16,21.450879667385593,0.2900655684840263,0.15577595344512524,0.00041882365530629135,0.0018880680456511293,3.389273112551412e-05,301.156612333,0.2050684008534824,14.634074669030467
0.74,1.0,0.4098555516449208,7.040215854788759,0.37149068930499757,0.11108300023335707,5.5839821021391725,0.05846981870504229,0.0003112058156942008,178.9389919959343,0.5,-8.092916160880354e-16,0.881373343042293,0.03150011576000387,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.74,0.0,0.8401419999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.112872,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8342396794049862,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.1128720000000001e-15,7.352766151357035e-16,8.182687572393007e-16,19.862228111548706,4.779268653611986,1.25257294397154,1.789389919959343e-13,0.07664298815760019,1.4362040343769067,3.714906893049976e-16,0.4294531671421143,1.1108300023335709e-16,21.93731260352177,0.3015350335155153,0.161935480962036,0.00044100162064005416,0.001987973835971438,3.6099874620527296e-05,298.78558045399996,0.20385313277780223,14.732747936117926
0.75,1.0,0.42169390268019485,7.195507708449893,0.3860113418607553,0.1154249600662062,5.801053505019567,0.06152315978594787,0.000331228776233706,181.50845892327732,0.5,-8.20412476088048e-16,0.8793409196170644,0.03314630162626572,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.75,0.0,0.833475,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.1113,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8378005776469593,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.1113000000000001e-15,7.367123304037849e-16,8.187084127777262e-16,20.14743894048378,4.841048409634514,1.2705592124629412,1.8150845892327734e-13,0.07885675980119644,1.467883572523778,3.8601134186075533e-16,0.43892597021544344,1.1542496006620622e-16,22.421202019529865,0.3132568892710566,0.16823055164556747,0.0004640482227677201,0.0020917874327222277,3.8422538043109895e-05,296.41454857499997,0.20263033216248724,14.8257107545057
0.76,1.0,0.4336888424857021,7.3499147393739275,0.40084789830717155,0.11986138135655616,6.022768086275756,0.06469391669645007,0.0003522859369755338,184.04967357354695,0.5,-8.31517616088057e-16,0.8773207615234965,0.03485587745237073,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.76,0.0,0.826808,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.109728,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8413614758889323,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.1097280000000002e-15,7.38143890743411e-16,8.19138943586904e-16,20.429513766663714,4.901881827730203,1.2883477150148288,1.8404967357354697e-13,0.08109981354482629,1.499382606832281,4.008478983071716e-16,0.4483447991018096,1.1986138135655616e-16,22.902334327889157,0.32522947665889085,0.17466027450199695,0.00048798228433319027,0.0021995931676793024,4.0865168689161925e-05,294.043516696,0.2014000804258668,14.913026765783727
0.77,1.0,0.4458381064027613,7.503371498844723,0.4159984623778171,0.12439169708356296,6.249093033979465,0.06798455220552045,0.0003744164296771998,186.5627347232418,0.5,-8.426070360880597e-16,0.875312942823825,0.036630178536091726,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.77,0.0,0.8201409999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.1081560000000001,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8449223741309053,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.1081560000000002e-15,7.395714897582156e-16,8.195605838045054e-16,20.708463554279838,4.961774732639251,1.3059391430626925,1.865627347232418e-13,0.08337172589731635,1.5306877857643235,4.1599846237781717e-16,0.4577056614295281,1.2439169708356297e-16,23.38050559040016,0.3374510238348911,0.1812236979854045,0.0005128224995052842,0.0023114747749876955,4.343230584255517e-05,291.67248481699994,0.20016245738999158,14.994759286228113
0.78,1.0,0.4581394401423195,7.65581430726517,0.43146107665139805,0.12901532193987883,6.47999465008241,0.07139749706713987,0.00039766012312515475,189.04774038759928,0.5,-8.536807360880599e-16,0.873317536941601,0.038470523230058486,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.78,0.0,0.8134739999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.106584,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8484832723728783,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.1065840000000002e-15,7.409953215648318e-16,8.199735669184978e-16,20.98429918302352,5.0207329139777075,1.323334182713195,1.8904774038759929e-13,0.08567207530661375,1.5617861186820945,4.314610766513981e-16,0.46700467274317536,1.2901532193987883e-16,23.855517381438272,0.34991971110445014,0.18791984485238988,0.0005385873252208188,0.002427514900282756,4.612857428251795e-05,289.30145293799995,0.19891754131082784,15.07097131327807
0.79,1.0,0.47059060160331934,7.807184097631412,0.4472335573915946,0.13373160294552588,6.715435780580496,0.07493518055237153,0.0004220577537096923,191.5047877134332,0.5,-8.647387160880592e-16,0.8713346162923208,0.04037822937369956,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.79,0.0,0.8068069999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.105012,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8520441706148513,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.1050120000000002e-15,7.424155804668002e-16,8.203781254027798e-16,21.257031436191085,5.07876212353911,1.3405335139940324,1.915047877134332e-13,0.08800044249982071,1.592665555916808,4.472335573915947e-16,0.4762382299555161,1.337316029455259e-16,24.32718564821948,0.36263353215134675,0.1947476376368344,0.0005652952112317938,0.002547796138780632,4.895869943032431e-05,286.93042105899997,0.19766540878579358,15.141725519549766
0.8,1.0,0.4831893583446949,7.957422732615735,0.46331370784939135,0.13853988322947489,6.9553791329502035,0.07859999201438377,0.00044765071858508126,193.93397312821045,0.5,-8.757809760880567e-16,0.8693642527963897,0.04235459359515986,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.8,0.0,0.80014,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.10344,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8556050688568242,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.10344e-15,7.438324613755167e-16,8.207744911802e-16,21.52667101723136,5.135868079406221,1.3575378118974732,1.9393397312821047e-13,0.09035641001045795,1.6233142374536098,4.633137078493914e-16,0.48540278668955983,1.385398832294749e-16,24.795329234830632,0.375590473179311,0.2017059948555559,0.0005929643103322381,0.0026723997284890484,5.192748335586943e-05,284.55938918,0.1964061348628519,15.207084267363019
0.81,1.0,0.4959334898703096,8.106476187795254,0.47969913425282673,0.14343944700697275,7.199784415149005,0.08239431346055377,0.0004744812770346127,196.33539220532975,0.5,-8.868075160880543e-16,0.867406517414971,0.044400908860012,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.81,0.0,0.7934729999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.101868,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8591659670987973,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.101868e-15,7.452461594026334e-16,8.211628951686608e-16,21.793228534791602,5.1920564625240555,1.3743477454373083,1.9633539220532976e-13,0.0927395626057479,1.6537211423102316,4.796991342528268e-16,0.4944950474555105,1.4343944700697278e-16,25.259779801170012,0.38878835841804626,0.20879374803932116,0.000621612724040168,0.0028014066576588286,5.503982813601508e-05,282.18835730099994,0.19513979292709624,15.26710960061528
0.8200000000000001,1.0,0.5088207860756516,8.254292478638984,0.4963873654245588,0.1484295553475397,7.448610194837156,0.08632049878420921,0.0005025924020809507,198.70913975545454,0.5,-8.978183360880531e-16,0.8654614804687886,0.04651845327599864,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.8200000000000001,0.0,0.7868059999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.1002960000000002,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8627268653407703,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.1002960000000003e-15,7.466568701180203e-16,8.215435675633775e-16,22.056714512855454,5.247332919272823,1.3909639782881817,1.9870913975545456e-13,0.09514948699614685,1.6838756656423526,4.963873654245589e-16,0.503511841196978,1.4842955534753973e-16,25.720375363439075,0.4022249505212064,0.21600969565027753,0.000651258345863981,0.002934896958663113,5.8300718641390287e-05,279.81732542199995,0.19386645476552608,15.321863254614156
0.8300000000000001,1.0,0.5218490472686192,8.400821702804539,0.5133758503067378,0.15350944543485792,7.701813860803484,0.09038087426454544,0.0005320277803776615,201.0553098252267,0.5,-9.088134360880518e-16,0.8635292116346849,0.048708490361405454,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.8300000000000001,0.0,0.7801389999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.098724,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8662877635827432,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.0987240000000001e-15,7.480647895353805e-16,8.219167378174714e-16,22.31713939060016,5.301703061577896,1.4073871687765869,2.010553098252267e-13,0.0975857718392318,1.7137676273721258,5.133758503067378e-16,0.5124501238710768,1.5350944543485793e-16,26.176960425938944,0.4158979484833881,0.22335260196330106,0.0006819188650596763,0.003072949724994545,6.171522252380873e-05,277.44629354299997,0.19258619055830292,15.371406658470766
0.84,1.0,0.5350160852318564,8.546017382853478,0.5306618806619788,0.1586783074528467,7.959350422033479,0.09457775162651721,0.0005628319244049648,203.3739956351208,0.5,-9.197928160880514e-16,0.8616097797234836,0.05097227609077385,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.84,0.0,0.7734719999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.0971520000000001,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8698486618247163,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.0971520000000001e-15,7.494701139075609e-16,8.222826344139082e-16,22.57451351549841,5.355172465417538,1.4236179694458455,2.0337399563512082e-13,0.10004800793835715,1.7433875461021093,5.306618806619789e-16,0.5213070603540622,1.586783074528467e-16,26.629390164971436,0.42980492278980786,0.2308211622389709,0.0007136118652708339,0.0032156435553015853,6.528850323097592e-05,275.075261664,0.1912990688216219,15.415800932885038
0.85,1.0,0.5483197212074054,8.68983400767979,0.5482427324071765,0.16393532684724402,8.221174702800528,0.0989134046371493,0.0005950499447342293,205.66528969665475,0.5,-9.307564760880514e-16,0.8597032531099037,0.053311046260741075,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.85,0.0,0.766805,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.09558,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8734095600666892,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.0955800000000001e-15,7.508730400866226e-16,8.226414852581022e-16,22.828847156328678,5.407746674060665,1.4396570278765832,2.0566528969665476e-13,0.1025357878657848,1.7727261375666772,5.482427324071765e-16,0.5300798744684672,1.6393532684724404e-16,27.077522767930226,0.44394343395122854,0.23841406638121534,0.000746354647650375,0.0033630557576630766,6.90257935891706e-05,272.704229785,0.19000515649619545,15.455106901652647
0.86,1.0,0.5617577880704233,8.832229636637365,0.5661155160251209,0.16927963959574704,8.487239019760661,0.10339009361037024,0.0006287278037471743,207.9292836863491,0.5,-9.417044160880519e-16,0.8578096992641514,0.05572602972324305,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.86,0.0,0.760138,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.094008,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8769704583086622,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.0940080000000002e-15,7.522737651052985e-16,8.229935172153175e-16,23.08015048918475,5.45943119489125,1.4555049858044438,2.079292836863491e-13,0.10504870636916916,1.8017748458740224,5.661155160251209e-16,0.5387660078348793,1.6927963959574705e-16,27.52122754776203,0.4583109070670757,0.24612993157305918,0.0007801644161254028,0.0035152631827525885,7.293242523467222e-05,270.333197906,0.18870451883567174,15.489385084591856
0.87,1.0,0.5753281281748711,8.973163407452324,0.5842773194880484,0.17471037494495578,8.757495400648335,0.1080100424790469,0.000663912051675268,210.16606857017518,0.5,-9.526366360880526e-16,0.8559291852226485,0.05821843599581029,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.87,0.0,0.7534709999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.0924360000000002,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8805313565506352,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.0924360000000002e-15,7.536724865753786e-16,8.233389565444604e-16,23.328433611289444,5.51023150282867,1.4711624799912264,2.101660685701752e-13,0.1075863599687009,1.830525335120274,5.842773194880485e-16,0.5473629678545917,1.747103749449558e-16,27.960377177621442,0.47290475163501006,0.2539673666188017,0.000815058103941344,0.003672341444287595,7.70137979943311e-05,267.96216602699997,0.18739721950370422,15.518695709460568
0.88,1.0,0.589028594207826,9.11259650787243,0.6027251525775278,0.18022663876092757,9.031894720055156,0.11277544763381468,0.0007006499335243268,212.37573455428281,0.5,-9.635531360880538e-16,0.8540617774002254,0.060789460039419034,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.88,0.0,0.7468039999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.090864,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8840922547926081,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.0908640000000002e-15,7.550694025139479e-16,8.236780287039754e-16,23.573706535525393,5.560153039171757,1.4866301418799797,2.1237573455428283e-13,0.11014834711686347,1.8589696876059756,6.027251525775278e-16,0.5558683869802182,1.8022663876092758e-16,28.394850718530492,0.48772231488297846,0.26192494688159956,0.0008510524405518665,0.0038343652195496993,8.127539228882191e-05,265.591134148,0.18608332052475865,15.543098710671506
0.89,1.0,0.6028570501704535,9.250493267684444,0.6214558843717868,0.18582749483666186,9.31038572935877,0.11768848771092276,0.0007389895150569846,214.5583710285354,0.5,-9.744539160880553e-16,0.8522075413728508,0.0634402875516325,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.89,0.0,0.7401369999999999,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.0892920000000001,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8876531530345813,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.0892920000000002e-15,7.564647111394594e-16,8.240109581265242e-16,23.81597918416743,5.6092012102659705,1.5019085971997477,2.145583710285354e-13,0.11273426838187481,1.8871006266076265,6.214558843717869e-16,0.5642800893287511,1.8582749483666187e-16,28.824537022104728,0.5027608293853736,0.2700011861514044,0.000888164025722855,0.004001408582171374,8.572278374661022e-05,263.220102269,0.18476288222984658,15.562653727678814
0.9,1.0,0.6168113704214973,9.386820093927446,0.6404663041995622,0.19151198311849668,9.592916002604158,0.12275131404845975,0.0007789795599517385,216.71406662156667,0.5,-9.853389760880563e-16,0.8503665420894841,0.06617208980545009,355.637,1e-15,1e-15,1e-15,1e-15,0.33,1e-15,0.007,0.187,0.024,0.111,0.098,0.204,1e-15,0.061,1e-15,3.116,0.054,0.029,0.014,0.034,0.116,1.0,1.0,1.0,0.0,0.5,1.0,2.0,4.0,8.0,12.0,0.9,0.0,0.73347,-0.6667,1.3335,2.0,-0.6667,0.0,0.0,1.3335,0.0,1.08772,1.2292,-0.1572,0.3014,-0.1572,0.0439,-0.0913,0.0976,0.0711,0.0846,1.0,1.2292,1.0282,1.2987,0.543,0.7549,0.5927,0.8912140512765542,179.96,112.28,-158.43,112.28,24.31,-39.93,5.48,27.08,-4.874,315.3137,179.96,267.93,396.41,214.77,41.93,425.43,1.0,1e-15,1.08772e-15,7.578586110456037e-16,8.243379684065239e-16,24.055261394993902,5.6573813890946525,1.5169984663509668,2.1671406662156669e-13,0.11534372626881999,1.9149112991611987,6.404663041995623e-16,0.5725960257295741,1.915119831184967e-16,29.249331412677922,0.5180174641406246,0.27819456407552057,0.0009264092572763012,0.004173544677647632,9.036162895440167e-05,260.84907039,0.1834359632963942,15.577420111602208
