Time,M,MpY,MpT,Mpp,MEK,MKP3,MpY_MEK,MpT_MEK,M_MEK_Y,M_MEK_T,Mpp_MKP3,MpY_MKP3,MpT_MKP3_Y,MpT_MKP3_T,M_MKP3_T,M_MKP3_Y,k1,k_1,k2,k3,k_3,k4,k5,k_5,k6,k7,k_7,k8,h1,h_1,h2,h3,h_3,h4,h_4,h5,h6,h_6,h7,h_7,h8,h9,h_9,cell,reaction_0000001,reaction_0000002,reaction_0000003,reaction_0000004,reaction_0000005,reaction_0000006,reaction_0000007,reaction_0000008,reaction_0000009,reaction_0000010,reaction_0000011,reaction_0000012,reaction_0000013,reaction_0000014,reaction_0000015,reaction_0000017,reaction_0000019
0.0,800.0,0.0,0.0,0.0,180.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,720.0,0.0,0.0,0.0,7200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,-144.0
0.01,736.2413659160811,0.03220251770546709,0.002407945839157083,1.3722322027313708e-08,118.47018691609382,97.80578947696225,0.0003695211737377984,5.507506022136265e-06,5.564197316090097,55.96524073912045,1.286299146249994e-10,0.00011005355689747655,8.222379087973127e-06,8.211820136309932e-06,0.8323806197239939,1.361703415425191,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,430.54906386110173,6.0093331013773055,0.09500643611964987,2.5866482161645886e-06,4305.167371032798,0.4477219259129636,0.0014208414622217142,2.4783777099613195e-06,6.026688435560867e-08,1.1833952145499945e-11,-0.0023468880590772757,4.105910068154966e-06,0.002346898618028939,5.172517174181398e-05,-79.13795010962504,0.031385873116393154,-129.42496399207533
0.02,696.3997973642672,0.10964069768408337,0.0082437486112673,1.5689604048187264e-07,80.71558295126013,95.80209901335375,0.0019684484963169075,2.9430300329044116e-05,8.925005450692659,90.35741371909813,3.0439948688311457e-09,0.0007621487445221321,5.728687334140565e-05,5.7136433157154096e-05,1.5925236077439298,2.6045008037710526,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,272.1265726062886,9.639005886748071,0.21927437222252472,1.3779139474218353e-05,2720.158366850715,0.7228593097527851,0.003297564573981362,1.3243635148069852e-05,6.733496553583072e-07,2.800475279324654e-10,-0.007840397333636867,2.8568216578577048e-05,0.00784054777382112,0.0003582099099254021,-73.25126154370214,0.10427594100971528,-119.72518209941988
0.03,670.1943565650088,0.2141284168934632,0.016153118862124866,5.842050609615413e-07,56.495498225082905,93.92914045817862,0.004595748561302829,6.880289828866465e-05,11.030061296688737,112.46977592668462,1.750965599718354e-08,0.0022585092630929672,0.00017052330501358227,0.00016983879140861194,2.3029534557417155,3.7653071971884193,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,178.28475911220644,11.912466200423838,0.29783654135230875,3.2170239929119804e-05,1780.678428162267,0.899758207413477,0.0044940895917349784,3.0961304229899096e-05,2.45181490923741e-06,1.6108883517408859e-09,-0.015001962399368227,8.491939570430597e-05,0.015002646912973197,0.0010614993536536945,-69.04780384008691,0.1988704722016424,-112.78426072612565
0.04,652.2977642627271,0.3353444978307441,0.02534830460504543,1.390567945824395e-06,40.50652423717175,92.1519342168906,0.007774812415637422,0.00011641915707902422,12.371339126211312,127.11424540497134,5.7002582382183526e-08,0.004752319145160795,0.0003600746567863545,0.0003581156355806444,2.9768550575630868,4.865740159084223,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,119.7402368635942,13.361046256308219,0.3318161883139432,5.442368690946195e-05,1194.001514493084,1.0169139632397708,0.005017439417198401,5.2388620685560905e-05,5.709456081665501e-06,5.2442375791608845e-09,-0.02299887832795216,0.0001790578177903222,0.02300083734915787,0.0022335899982255736,-65.86554119342959,0.3042741218957887,-107.51769756962275
0.05,639.6942502496833,0.4669789902986821,0.0353446874145889,2.608972361184439e-06,29.74780794201885,90.44876859267873,0.01113243327190947,0.00016660273510546756,13.227765309921795,137.01312771198135,1.366507678894238e-07,0.008312004981402556,0.0006316183628873863,0.0006272605110667044,3.6224210808300343,5.91923930596286,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,81.91974318028481,14.285986534715539,0.33615759963716746,7.792703290336628e-05,814.4619571900847,1.0961050216958508,0.005090532129793938,7.49712307974604e-05,1.0482374413376544e-05,1.2571870645826989e-08,-0.03133721616653977,0.0003136302555333522,0.03134157401836045,0.003906642341259201,-63.333984719039414,0.4140647413302801,-103.3185094767865
0.06,630.5681446773959,0.604978252860069,0.04583324028991578,4.231710367603704e-06,22.413376954704827,88.80558344586845,0.014443706592161674,0.0002159283129295964,13.767453482349074,143.804509927971,2.7100548365018187e-07,0.01295510050466847,0.0009869398354945724,0.0009786629382562459,4.244966315155663,6.934529264669123,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,56.89835412906755,14.868849760937001,0.3245464341766249,0.00010110594614513173,562.8535661861953,1.150436079423768,0.00492046014543764,9.716774081831838e-05,1.6639972383953797e-05,2.493250449581673e-08,-0.039715536616111984,0.0004893314691281229,0.03972381351335031,0.006088897237194181,-61.23270208639705,0.5242993666683371,-99.82551548576518
0.07,623.7773330138385,0.746651924233797,0.05661243813936467,6.230236951879843e-06,17.367635170242025,87.21296843451945,0.017600584898752384,0.0002627549820922041,14.096223798253982,148.5182776915496,4.728679536000493e-07,0.018667685614240585,0.0014254351181906045,0.0014113265143712722,4.848057054378938,7.917469590962737,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,40.071461938000596,15.223921702114302,0.30658887058254203,0.00012320409429126668,393.15857967099606,1.1881462215323968,0.0046533658764197,0.00011823974194149184,2.3978217684474253e-05,4.350385173120454e-08,-0.047947952686305355,0.0007056632571856361,0.04796206129012469,0.008773812238693075,-59.424687233058506,0.632509621383513,-96.81420539501354
0.08,618.5808589111149,0.8901786101589351,0.06754925931762643,8.56896418246409e-06,13.874146358569522,85.6644489892927,0.02057183461402308,0.00030661645087881004,14.282745113267545,151.82223007701919,7.528841741731029e-07,0.02541622705077949,0.0019450289099055143,0.0019227962752022842,5.434155621851447,8.872110583711075,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,28.628661742444713,15.425364722328949,0.28818987345130365,0.00014400284229816157,277.2918384801034,1.2145778406161536,0.004379325100049765,0.00013797740289546453,3.227961760531661e-05,6.926534402392547e-08,-0.05592067188088762,0.0009613981376011421,0.05594290451559085,0.011945626713866361,-57.82208989385925,0.7371503743624161,-94.14060369937977
0.09,614.4869997852345,1.0343118517078578,0.07855552126216662,1.121352732601345e-05,11.444424887279457,84.15545348275543,0.02337091354395449,0.00034772927264835226,14.37257884344779,154.15927762637412,1.1195944924614896e-06,0.033155128977185803,0.002542755273409749,0.0025097449688815787,6.005008550210105,9.801329218195423,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,20.789672722811332,15.522385150923615,0.2725566938783832,0.00016359639480768143,197.46323803621706,1.233274221010993,0.004147384540181398,0.00015647817269175853,4.1345981984325436e-05,1.0300269330645703e-07,-0.06356599988050894,0.0012548724844407893,0.06359901018503711,0.015582910619277327,-56.367244603484615,0.8372747002534469,-91.71019173658429
