ATP,Cam,G3P,NADHc,NADHm,PYR,Vm,Time
3700.0,0.2,30.0,10.0,50.0,10.0,100.0,0.0
3699.9993812254593,0.20000006016829408,29.99897058813447,10.000714884739821,50.02163561310904,10.00102481530015,100.00837867404773,0.01
3699.9987630711425,0.20000012034084694,29.99794121384745,10.001429779461814,50.04325419339166,10.00204962299474,100.01675404223829,0.02
3699.998145322152,0.20000018051618296,29.996911864118612,10.00214468070732,50.064861642438935,10.003074425718964,100.0251272499958,0.03
3699.9975280339986,0.20000024069468156,29.995882542307008,10.00285958932097,50.086456453402725,10.004099222749376,100.03349798195218,0.04
3699.99691142575,0.20000030087783982,29.99485326166883,10.003574508636026,50.108032679632224,10.005124011230938,100.04186499353361,0.05
3699.9962953580766,0.20000036106470556,29.993824013772972,10.004289436532494,50.12959410327118,10.00614879297949,100.05022907630448,0.06
3699.995679830978,0.20000042125527878,29.992794798619435,10.00500437301037,50.15114072431959,10.00717356799503,100.05859023026481,0.07
3699.9950649200377,0.2000004814500687,29.991765620769637,10.005719319010673,50.17267056414956,10.00819833510938,100.06694794502995,0.08
3699.9944506099723,0.2000005416489724,29.99073647930121,10.006434274343118,50.19418402286326,10.009223094558761,100.07530232380577,0.09
3699.99383688565,0.20000060185188792,29.989707373301005,10.007149238819325,50.21568149656009,10.010247846577029,100.08365346876562,0.1
3699.993223765995,0.2000006620589348,29.988678303901885,10.007864212443511,50.23716256906072,10.011272590668371,100.09200116467709,0.11
3699.9926112760145,0.20000072227027108,29.987649272600926,10.008579195221253,50.25862669038837,10.01229732617758,100.10034512711266,0.12
3699.991999386901,0.20000078248571468,29.98662027767355,10.009294187146127,50.280074494099466,10.013322053859433,100.10868568372412,0.13
3699.9913880986546,0.20000084270526566,29.985591319119752,10.010009188218133,50.301505980194015,10.014346773713935,100.11702283451146,0.14
3699.990777411275,0.200000902928924,29.98456239693953,10.01072419843727,50.32292114867201,10.015371485741083,100.12535657947467,0.15
3699.990167324762,0.20000096315668972,29.98353351113289,10.011439217803542,50.344319999533454,10.01639618994088,100.13368691861378,0.16
3699.9895578391156,0.2000010233885628,29.98250466169983,10.012154246316944,50.36570253277835,10.017420886313321,100.14201385192875,0.17
3699.9889489796046,0.20000108362464394,29.981475850113984,10.012869282278333,50.387068765177766,10.0184455726916,100.15033646343825,0.18
3699.9883407330917,0.2000011438648808,29.980447075609188,10.013584326571117,50.4084186880122,10.019470250202275,100.15865522937382,0.19
3699.9877330925146,0.20000120410924524,29.979418337773588,10.01429937967018,50.42975229659439,10.020494919450927,100.16697040573732,0.2
3699.987126057873,0.20000126435773724,29.978389636607183,10.015014441575522,50.45106959092435,10.02151958043756,100.17528199252874,0.21
3699.9865196291676,0.20000132461035683,29.97736097210997,10.015729512287145,50.47237057100207,10.022544233162174,100.18358998974809,0.22
3699.9859138063975,0.20000138486710395,29.97633234428195,10.016444591805046,50.49365523682756,10.023568877624767,100.19189439739536,0.23
3699.9853085895634,0.20000144512797866,29.975303753123125,10.017159680129227,50.51492358840081,10.02459351382534,100.20019521547057,0.24
3699.984703978665,0.20000150539298092,29.974275198633496,10.017874777259689,50.53617562572183,10.025618141763895,100.20849244397371,0.25
3699.984099973702,0.20000156566211078,29.973246680813055,10.018589883196428,50.557411348790616,10.02664276144043,100.21678608290478,0.26
3699.9834965746754,0.2000016259353682,29.972218199661814,10.01930499793945,50.578630757607165,10.027667372854943,100.22507613226377,0.27
3699.982893781584,0.20000168621275316,29.971189755179765,10.020020121488749,50.59983385217148,10.028691976007437,100.23336259205068,0.28
3699.9822915944287,0.2000017464942657,29.970161347366908,10.020735253844329,50.62102063248356,10.02971657089791,100.24164546226554,0.29
3699.9816900224146,0.200001806779794,29.96913297678884,10.021450390157376,50.6421924762432,10.030741152971062,100.24992292017318,0.3
3699.9810890650733,0.20000186706934375,29.968104643416815,10.022165530674254,50.663349313452315,10.031765722458337,100.25819505838302,0.31
3699.9804887150817,0.20000192736300387,29.967076346800862,10.022880679252639,50.68449004802224,10.032790282983902,100.26646332705086,0.32
3699.97988897244,0.20000198766077443,29.966048086940976,10.02359583589253,50.70561467995298,10.033814834547758,100.27472772617666,0.33
3699.979289837148,0.20000204796265533,29.965019863837156,10.024311000593933,50.72672320924454,10.034839377149906,100.28298825576044,0.34
3699.9786913092053,0.20000210826864667,29.963991677489403,10.025026173356842,50.74781563589691,10.035863910790344,100.29124491580221,0.35000000000000003
3699.9780933886127,0.2000021685787484,29.96296352789772,10.025741354181259,50.76889195991009,10.036888435469073,100.29949770630196,0.36
3699.9774960753693,0.2000022288929605,29.961935415062108,10.026456543067184,50.78995218128409,10.037912951186094,100.30774662725968,0.37
3699.9768993694756,0.200002289211283,29.96090733898256,10.027171740014618,50.810996300018914,10.038937457941405,100.31599167867539,0.38
3699.976303270932,0.2000023495337159,29.959879299659082,10.02788694502356,50.83202431611454,10.039961955735007,100.32423286054907,0.39
3699.9757077797376,0.2000024098602592,29.95885129709167,10.02860215809401,50.85303622957099,10.0409864445669,100.33247017288073,0.4
3699.9751128958933,0.20000247019091286,29.957823331280327,10.029317379225967,50.874032040388244,10.042010924437085,100.34070361567038,0.41000000000000003
3699.9745186193986,0.20000253052567696,29.95679540222505,10.030032608419434,50.89501174856632,10.04303539534556,100.348933188918,0.42
3699.973924950253,0.2000025908645514,29.955767509925845,10.030747845674409,50.91597535410521,10.044059857292327,100.3571588926236,0.43
3699.973331888458,0.2000026512075363,29.954739654382706,10.03146309099089,50.936922857004916,10.045084310277383,100.36538072678718,0.44
3699.972739434012,0.20000271155463156,29.953711835595634,10.032178344368882,50.95785425726543,10.046108754300732,100.37359869140874,0.45
3699.9721475869155,0.2000027719058372,29.95268405356463,10.032893605808379,50.97876955488677,10.047133189362372,100.38181278648828,0.46
3699.971556347169,0.20000283226115326,29.951656308289696,10.033608875309387,50.99966874986892,10.048157615462303,100.39002301202581,0.47000000000000003
3699.9709657147723,0.2000028926205797,29.95062859977083,10.034324152871902,51.02055184221188,10.049182032600525,100.3982293680213,0.48
3699.970375689725,0.20000295298411652,29.94960092800803,10.035039438495925,51.04141883191566,10.050206440777037,100.40643185447479,0.49
3699.9697862720277,0.20000301335176376,29.9485732930013,10.035754732181456,51.06226971898025,10.05123083999184,100.41463047138625,0.5
3699.96919746168,0.20000307372352139,29.947545694750637,10.036470033928495,51.08310450340566,10.052255230244935,100.42282521875569,0.51
3699.9686092586817,0.2000031340993894,29.946518133256042,10.037185343737043,51.10392318519188,10.05327961153632,100.43101609658311,0.52
3699.968021662117,0.20000319447924836,29.9454906085591,10.037900658393756,51.12472679702642,10.054303981017283,100.43920202355167,0.53
3699.9674346700867,0.20000325486285062,29.94446312074601,10.038615971237842,51.14551747952176,10.05532833278285,100.44738075824726,0.54
