Time,G3P,PYR,ATP,NADHm,NADHc,Vm,Cam,ai,am,Ao,ATP_init,Cac_init,Cam_init,CaR,Cmit,F,fi,fm,G3P_init,Glu,hCa,hgl,hp,kACa,KAD,kat,kATP,kATPCa,kbt,kCaA,KCaj,KCam,KgNc,kgpd,Klnc,klp,Kmadp,KmATP,Kmg3p,Kmgl,KmLD,KmNh,Kmph,Kmpyr,knadhc,knadhm,KNaj,KpCam,KPNm,KTNc,KTNm,NADHc_init,NADHm_init,Nam,Ni,Ntc,Ntm,PCa,Plb,Plr,PYR_init,Tnadh,Tv,u1,u2,Vi,Vm_init,Vme,Vmglu,Vmgpd,Vmldh,Vmmit,Vmnc,Vmpdh,Vmph,ZCa,ACa,AD,ADP,AT,Cac,DelJNCa,FDe,FLNADc,FNADc,FPCa,FPNAD,FPYR,FTe,JGlu,Jgpd,Jhl,Jhres,JLDH,JNCa,JO2,Jph,JPYR,Jtnadh,Juni,MgADP,NADc,NADm,ID,compartment
0.0,30.0,10.0,3700.0,50.0,10.0,100.0,0.2,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024345898524347,0.4049832651543325,300.0,0.10114129435809824,0.10398010567634237,3.287264484207966,0.01639344262295082,0.005000000000000001,0.715307582260372,0.46168051708217905,0.3467741935483871,0.17391304347826086,0.9120287253141832,0.005392831313523289,0.0651879093353017,0.050676826614097455,0.32892839273626284,0.0010434782608695653,0.000772336561873857,0.03289283927362629,0.23017675389131212,0.008352985512426522,0.025726184373700237,0.0010611195511976191,16.5,1990.0,2150.0,12.333333333333334,1.0
0.01,29.99897058813447,10.00102481530015,3699.9993812254593,50.02163561310904,10.000714884739821,100.00837867404773,0.20000006016829408,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024346983615246,0.40498425920187897,300.0006187745407,0.10120224568007724,0.10397998795739616,3.287264488111162,0.016400419927858574,0.005000357442369911,0.7153222127719402,0.46168052385367414,0.34667392325106694,0.1739277664602428,0.9120154913508556,0.005392831206156904,0.0651859621309299,0.05068977870964331,0.3290636148550586,0.001043641201745101,0.0007724042651345208,0.03290636148550586,0.23031606744271188,0.00835127729161162,0.025723513478474867,0.0010612073045853192,16.50003403259974,1989.9992851152601,2149.978364386891,12.333305832299358,1.0
0.02,29.99794121384745,10.00204962299474,3699.9987630711425,50.04325419339166,10.001429779461814,100.01675404223829,0.20000012034084694,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024348068782553,0.40498525225178034,300.00123692885745,0.10126320042005829,0.10397987035759855,3.2872644920344603,0.016407391640951008,0.005000714889730908,0.7153368419946139,0.46168053062564385,0.34657378777989023,0.17394248880817245,0.9120022608461005,0.005392831098898108,0.0651840149802481,0.050702729003226726,0.329198721964964,0.0010438041524878556,0.0007724719423343702,0.032919872196496405,0.23045538893160317,0.008349571879577094,0.025720845652451686,0.0010612950238694807,16.50006803108716,1989.998570220538,2149.9567458066085,12.333278358944112,1.0
0.03,29.996911864118612,10.003074425718964,3699.998145322152,50.064861642438935,10.00214468070732,100.0251272499958,0.20000018051618296,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024349153999658,0.4049862446492675,300.00185467784786,0.10132416689248401,0.10397975283606378,3.2872644959709576,0.016414359665610306,0.00500107234035366,0.7153514698577937,0.461680537397922,0.34647375964331684,0.17395721055994467,0.9119890319918742,0.005392830991709609,0.06518206785866563,0.05071567926354987,0.32933375160854095,0.0010439671129637003,0.0007725396026826408,0.032933375160854095,0.2305947374748302,0.008347868616614115,0.025718180019722776,0.0010613827207937947,16.500102007281633,1989.9978553192927,2149.935138357561,12.333250903716364,1.0
0.04,29.995882542307008,10.004099222749376,3699.9975280339986,50.086456453402725,10.00285958932097,100.03349798195218,0.20000024069468156,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024350239273401,0.4049872363051669,300.0024719660014,0.10138514278340036,0.10397963540334987,3.2872644999224345,0.016421323516069293,0.005001429794660485,0.715366096378947,0.4616805441705515,0.3463738456784986,0.1739719317052031,0.911975805287539,0.00539283088460104,0.0651801207725281,0.050728629000952506,0.3294686942239989,0.0010441300831980501,0.0007726072436428415,0.03294686942239989,0.2307341077552162,0.008346167667654955,0.025715516802207884,0.0010614703921181918,16.500135958130077,1989.997140410679,2149.9135435465973,12.333223469082984,1.0
0.05,29.99485326166883,10.005124011230938,3699.99691142575,50.108032679632224,10.003574508636026,100.04186499353361,0.20000030087783982,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024351324630782,0.40498822686755526,300.0030885742499,0.10144611900142052,0.10397951810112906,3.2872645038959263,0.016428281274880115,0.005001787254318013,0.7153807216264421,0.4616805509437006,0.3462740732320796,0.1739866522029742,0.9119625827012662,0.005392830777610414,0.06517817374687566,0.05074157628722018,0.32960351205721544,0.001044293063292357,0.0007726748552058859,0.03296035120572154,0.23087347888204127,0.008344469690457238,0.025712856878921126,0.0010615580250552658,16.500169871583743,1989.9964254913639,2149.8919673203677,12.333196064779886,1.0
0.06,29.993824013772972,10.00614879297949,3699.9962953580766,50.12959410327118,10.004289436532494,100.05022907630448,0.20000036106470556,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024352410054628,0.40498921656026593,300.0037046419234,0.1015071012875969,0.10397940090289207,3.287264507886958,0.01643523416191407,0.005002144718266246,0.7153953455570778,0.46168055771726235,0.3461744246396455,0.17400137207938132,0.911949362983875,0.0053928306707135545,0.06517622676578493,0.05075452234414053,0.3297382291378638,0.0010444560531815484,0.0007727424437368018,0.03297382291378639,0.23101286404696272,0.008342774261453237,0.025710199688175065,0.0010616456277386032,16.500203755305787,1989.9957105634676,2149.8704058967287,12.333168684614398,1.0
0.07,29.992794798619435,10.00717356799503,3699.995679830978,50.15114072431959,10.00500437301037,100.05859023026481,0.20000042125527878,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024353495544939,0.404990205383302,300.00432016902187,0.1015680896181897,0.10397928380863589,3.2872645118955277,0.016442182177375704,0.005002502186505186,0.7154099681710285,0.4616805644912366,0.34607489974103633,0.17401609133446283,0.9119361461368619,0.0053928305639104595,0.06517427982925728,0.05076746716908676,0.3298728454761563,0.0010446190528652839,0.0007728100092350798,0.03298728454761563,0.23115226319517204,0.008341081377567984,0.02570754522843337,0.0010617332001685786,16.500237609296203,1989.9949956269895,2149.8488592756803,12.333141328586226,1.0
0.08,29.991765620769637,10.00819833510938,3699.9950649200377,50.17267056414956,10.005719319010673,100.06694794502995,0.2000004814500687,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024354581110901,0.40499119321524546,300.00493507996225,0.1016290802440726,0.10397916683273575,3.2872645159240617,0.016449124683446132,0.005002859659505336,0.7154245894877128,0.4616805712656807,0.3459755075081905,0.17403080995147896,0.9119229329686739,0.005392830457214247,0.0651723329459109,0.05078040996894657,0.33000734857410335,0.0010447820623407525,0.000772877547594232,0.033000734857410334,0.23129166772442966,0.008339391255042222,0.025704893790776864,0.0010618207370738254,16.500271429397923,1989.9942806809893,2149.8273294358505,12.333114000054213,1.0
0.09,29.99073647930121,10.009223094558761,3699.9944506099723,50.19418402286326,10.006434274343118,100.07530232380577,0.2000005416489724,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024355666750655,0.40499218008065185,300.0055493900277,0.10169007389013353,0.10397904997228094,3.287264519972068,0.016456061809370696,0.005003217137171559,0.7154392095034084,0.46168057804058305,0.34587624592088323,0.17404552793386255,0.9119097233179319,0.005392830350622263,0.06517038611400496,0.05079335090037435,0.3301417409726924,0.0010449450816081268,0.0007729450596439435,0.03301417409726924,0.2314310792974668,0.008337703846178407,0.025702245314333797,0.001061908239520776,16.500305216451522,1989.993565725657,2149.8058159771367,12.333086698338793,1.0
