Time,G3P,PYR,ATP,NADHm,NADHc,Vm,Cam,ai,am,Ao,ATP_init,Cac_init,Cam_init,CaR,Cmit,F,fi,fm,G3P_init,Glu,hCa,hgl,hp,kACa,KAD,kat,kATP,kATPCa,kbt,kCaA,KCaj,KCam,KgNc,kgpd,Klnc,klp,Kmadp,KmATP,Kmg3p,Kmgl,KmLD,KmNh,Kmph,Kmpyr,knadhc,knadhm,KNaj,KpCam,KPNm,KTNc,KTNm,NADHc_init,NADHm_init,Nam,Ni,Ntc,Ntm,PCa,Plb,Plr,PYR_init,Tnadh,Tv,u1,u2,Vi,Vm_init,Vme,Vmglu,Vmgpd,Vmldh,Vmmit,Vmnc,Vmpdh,Vmph,ZCa,ACa,AD,ADP,AT,Cac,DelJNCa,FDe,FLNADc,FNADc,FPCa,FPNAD,FPYR,FTe,JGlu,Jgpd,Jhl,Jhres,JLDH,JNCa,JO2,Jph,JPYR,Jtnadh,Juni,MgADP,NADc,NADm,ID,compartment
0.1,29.989707373301005,10.010247846577029,3699.99383688565,50.21568149656009,10.007149238819325,100.08365346876562,0.20000060185188792,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024356752462362,0.40499316600383317,300.0061631143499,0.10175107127506489,0.1039789332243896,3.28726452403906,0.01646299368309661,0.005003574619409662,0.7154538282144336,0.4616805848159322,0.3457771129817917,0.17406024528501193,0.9118965170248055,0.005392830244131885,0.0651684393318161,0.05080629011858718,0.3302760251871778,0.0010451081106675672,0.0007730125462056187,0.03302760251871778,0.2315704995628267,0.008336019103812743,0.02569959973887539,0.0010619957085651805,16.500338971289242,1989.9928507611808,2149.78431850344,12.333059422767146,1.0
0.11,29.988678303901885,10.011272590668371,3699.993223765995,50.23716256906072,10.007864212443511,100.09200116467709,0.2000006620589348,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024357838248179,0.4049941509543931,300.006776234005,0.10181207079897883,0.10397881659265829,3.2872645281256427,0.016469920170649452,0.005003932106221755,0.7154684456210462,0.4616805915917417,0.3456781104406012,0.17407496199784622,0.9118833144314151,0.0053928301377463945,0.06516649260148667,0.05081922728698853,0.33041019865991805,0.0010452711494764256,0.0007730800055458117,0.033041019865991804,0.231709924861172,0.008334337070604384,0.02569695712413304,0.0010620831419591635,16.500372692870275,1989.9921357875564,2149.7628374309393,12.333032174179973,1.0
0.12,29.987649272600926,10.01229732617758,3699.9926112760145,50.25862669038837,10.008579195221253,100.10034512711266,0.20000072227027108,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024358924110956,0.40499513489216155,300.0073887239855,0.1018730703531927,0.10397870008184064,3.287264532232613,0.016476841094920636,0.005004289597610627,0.7154830617235304,0.4616805983680292,0.34557924065924545,0.17408967806299633,0.9118701159895211,0.005392830031470129,0.06516454592584726,0.05083216196136326,0.33054425800805615,0.0010454341979784425,0.0007731474353739169,0.033054425800805615,0.23184935036956544,0.008332657803880254,0.025694317549514758,0.0010621705367320736,16.500406379819204,1989.9914208047787,2149.741373309612,12.333004953688333,1.0
0.13,29.98662027767355,10.013322053859433,3699.991999386901,50.280074494099466,10.009294187146127,100.10868568372412,0.20000078248571468,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024360010047408,0.4049961178634201,300.00800061309883,0.10193407230298204,0.10397858368645337,3.2872645363590505,0.016483756660423586,0.005004647093573065,0.7154976765219263,0.46168060514477427,0.3454805005472484,0.1741043934913422,0.9118569211827462,0.005392829925298096,0.06516259930164062,0.050845094646244725,0.3306782071537876,0.0010455972562376965,0.0007732148383273212,0.03306782071537876,0.23198878149643481,0.008330981230474797,0.025691680919918566,0.0010622578963069315,16.500440033720437,1989.9907058128538,2149.7199255059004,12.332977760011623,1.0
0.14,29.985591319119752,10.014346773713935,3699.9913880986546,50.301505980194015,10.010009188218133,100.11702283451146,0.20000084270526566,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024361096057539,0.404997099868173,300.0086119013454,0.10199507661988913,0.10397846740649302,3.287264540504955,0.01649066686738233,0.005005004594109067,0.7155122900164047,0.4616806119219768,0.3453818899352437,0.17411910828292396,0.9118437300128881,0.005392829819230288,0.06516065272886838,0.050858025338439604,0.3308120461085847,0.00104576032425385,0.0007732822144054287,0.03308120461085847,0.23212821817606907,0.008329307347124544,0.025689047233684818,0.0010623452206841547,16.500473654573995,1989.9899908117818,2149.698494019806,12.332950593149496,1.0
0.15,29.98456239693953,10.015371485741083,3699.990777411275,50.32292114867201,10.01072419843727,100.12535657947467,0.200000902928924,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024362182141344,0.4049980809064241,300.00922258872515,0.10205608327545247,0.10397835124195631,3.287264544670327,0.016497571716020714,0.005005362099218634,0.7155269022071364,0.46168061869963695,0.34528340865421414,0.17413382243778155,0.9118305424817436,0.0053928297132667105,0.0651587062075321,0.05087095403475431,0.330945774883914,0.0010459234020265672,0.0007733495636076525,0.033094577488391404,0.23226766034274737,0.008327636150572998,0.025686416489156125,0.0010624325098641592,16.500507242379882,1989.9892758015628,2149.677078851328,12.332923453101627,1.0
0.16,29.98353351113289,10.01639618994088,3699.990167324762,50.344319999533454,10.011439217803542,100.13368691861378,0.20000096315668972,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024363268298827,0.4049990609781771,300.00983267523816,0.102117092241207,0.10397823519283986,3.287264548855165,0.016504471206562395,0.0050057196089017715,0.7155415130942927,0.4616806254777547,0.3451850565354913,0.1741485359559551,0.9118173585911102,0.00539282960740736,0.06515675973763342,0.05088388073199519,0.33107939349123666,0.0010460864895555117,0.0007734168859333988,0.03310793934912367,0.2324071079307402,0.008325967637570632,0.025683788684677373,0.0010625197638473626,16.5005407971381,1989.9885607821964,2149.6556800004664,12.332896339867688,1.0
0.17,29.98250466169983,10.017420886313321,3699.9895578391156,50.36570253277835,10.012154246316944,100.14201385192875,0.2000010233885628,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024364354529985,0.40500004008343543,300.0104421608844,0.10217810348868356,0.10397811925914036,3.2872645530594675,0.016511365339230873,0.0050060771231584715,0.7155561226780439,0.4616806322563299,0.34508683341075475,0.17416324883748463,0.9118041783427844,0.005392829501652241,0.06515481331917394,0.050896805426968304,0.33121290194200853,0.0010462495868403456,0.0007734841813820773,0.033121290194200854,0.2325465608743076,0.008324301804874857,0.02568116381859568,0.0010626069826341813,16.500574318848642,1989.9878457536831,2149.6342974672216,12.332869253447349,1.0
0.18,29.981475850113984,10.0184455726916,3699.9889489796046,50.387068765177766,10.012869282278333,100.15033646343825,0.20000108362464394,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024365440836637,0.4050010181816105,300.01105102039537,0.1022391102735445,0.10397800344566087,3.2872645572840207,0.01651825411965665,0.005006434641139166,0.7155707309238495,0.461680639035374,0.3449887390350548,0.17417796105130007,0.9117910031887088,0.005392829396005733,0.06515286695494521,0.05090972669419252,0.33134630088313066,0.0010464126935162605,0.0007735514425722715,0.03313463008831307,0.23268600379980203,0.00832263864590671,0.025678541885545525,0.0010626941565495148,16.500607806121746,1989.9871307177216,2149.612931234822,12.33284219496325,1.0
0.19,29.980447075609188,10.019470250202275,3699.9883407330917,50.4084186880122,10.013584326571117,100.15865522937382,0.2000011438648808,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024366527217836,0.4050019952938101,300.0116592669083,0.10230011605156333,0.10397788774989908,3.287264561528415,0.01652513754525139,0.005006792163285559,0.7155853378499354,0.4616806458148811,0.34489077328088974,0.17419267261361887,0.9117778323772054,0.005392829290465559,0.06515092064349835,0.05092264526904535,0.3314795899963787,0.0010465758097723606,0.0007736186733406497,0.03314795899963787,0.23282544458323232,0.008320978159178998,0.025675922885811928,0.0010627812906242584,16.500641259679956,1989.9864156734288,2149.5915813119877,12.33281516383122,1.0
0.2,29.979418337773588,10.020494919450927,3699.9877330925146,50.42975229659439,10.01429937967018,100.16697040573732,0.20000120410924524,0.341,0.2,4000.0,3700.0,0.1,0.2,0.09,5200.0,96480.0,0.01,0.0003,30.0,8.0,4.0,1.7,8.0,0.25,25.0,-0.00492,4e-05,9e-05,-0.00443,30.0,8.0,0.05,0.09,1e-05,1.0,0.0305,20.0,500.0,200.0,7.0,47.5,3000.0,131.4,47.5,0.0001,0.0001,8000.0,0.165,81.0,0.002,16.78,10.0,50.0,5000.0,10000.0,2000.0,2200.0,0.004,0.0012,0.0012,10.0,0.05,26.73,1.5,1.1,0.53,100.0,22.0,0.011,0.5,1.2,0.0144,0.025,0.3,8.0,2.0,0.7024367613673077,0.4050029714313832,300.01226690748535,0.10236112266860037,0.10397777217050831,3.2872645657924298,0.01653201561472676,0.005007149689835089,0.7155999434661777,0.46168065259484803,0.3447929360025285,0.17420738353317666,0.9117646655049484,0.005392829185030496,0.0651489743840553,0.050935561545520563,0.3316127691158464,0.0010467389357101534,0.0007736858757493945,0.033161276911584645,0.23296488743109803,0.008319320342405442,0.025673306818787767,0.0010628683875629913,16.500674679911693,1989.98570062033,2149.5702477034056,12.332788159737076,1.0
