Time,PX,PY,PZ,X,Y,Z,beta,alpha0,alpha,eff,n,KM,tau_mRNA,tau_prot,t_ave,kd_mRNA,kd_prot,k_tl,a_tr,ps_a,ps_0,a0_tr,cell,Reaction1,Reaction2,Reaction3,Reaction4,Reaction5,Reaction6,Reaction7,Reaction8,Reaction9,Reaction10,Reaction11,Reaction12
0.1,1.025390738275896,14.603473003519438,1.0045392194897078,2.94822743027743,22.266942639752784,2.8292275280808736,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,1.0217777654731466,7.717134255217334,0.9805355421259205,20.43555530946293,154.34268510434669,19.61071084251841,0.0710746699208218,1.0122356138772775,0.06962935277511789,29.98111022707394,29.980318407213986,26.47516635689884
0.11,1.2389867112450694,16.143950391425133,1.2086293067644882,3.2372792036185527,22.48914607625615,3.080402858619683,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,1.1219554763367725,7.794144097978854,1.0675862782205146,22.43910952673545,155.88288195957708,21.35172556441029,0.0858800145650759,1.1190133696915956,0.08377579963259262,29.97266263344906,29.97127344269893,25.801955658147588
0.12,1.4724254148918556,17.69872691305463,1.4297146718146003,3.5252346586348997,22.710476957814322,3.323805354843653,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,1.2217532322224909,7.8708515362403,1.1519431552199633,24.43506464444982,157.417030724806,23.038863104399265,0.10206075249170973,1.2267822659284242,0.09910026937734777,29.96176060361075,29.959444917455535,25.093178863959416
0.13,1.7256163757300305,19.267731287046544,1.6672343366623612,3.812071194208736,22.930908021086942,3.55914137290492,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,1.3211632001797846,7.9472471212479245,1.2335044039216492,26.42326400359569,158.9449424249585,24.670088078432983,0.11961061255653417,1.3355373617402957,0.11556387797902462,29.948023598357064,29.944326598653735,24.35573758840197
0.14,1.9984674820383612,20.850890209642124,1.9206098748763065,4.097762448547372,23.150406854446985,3.786186711307392,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,1.4201762439075143,8.02331961998778,1.312192322008125,28.40352487815029,160.4663923997556,26.243846440162503,0.13852321006156232,1.4452735760978404,0.13312653197261012,29.931064175011006,29.92537605398409,23.59642006699039
0.15,2.290884733075594,22.44812800088077,2.189249979079503,4.382278270177696,23.368935578578668,4.004784583865222,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,1.518781913701392,8.099055904489399,1.387952571528056,30.37563827402784,161.98111808978797,27.759051430561122,0.15879202937191708,1.5559856632659268,0.15174724505398768,29.910492695207694,29.90201693056547,22.82175791392703
0.16,2.6027719663633726,24.059366201500264,2.4725552526827017,4.66558472808383,23.586450525002242,4.2148420797869734,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,1.6169684499674228,8.174440840410973,1.4607529520548783,32.33936899934846,163.48881680821947,29.215059041097568,0.18041040501252364,1.667668184862915,0.17138447021756978,29.88592183859983,29.873641612760963,22.037908635782003
0.17,2.934030613386874,25.684523182134665,2.769922214659255,4.947644174639989,23.802901976937843,4.416325928655064,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,1.714722805032773,8.249457197229606,1.5305819329405197,34.29445610065546,164.98914394459214,30.611638658810396,0.20337150473456786,1.7803154827723195,0.19199637734614222,29.856970929956965,29.839614295570776,21.250565477352296
0.18,3.2845594415050847,27.323513711313524,3.080747376862966,5.228415343149002,24.01823391896134,4.609257245465156,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,1.8120306769500447,8.324085561478649,1.5974468320848363,36.2406135390009,166.481711229573,31.948936641696726,0.22766831162607978,1.8939216491987976,0.2135411358290012,29.823269964795195,29.79927451319679,20.46489435863906
0.19,3.654254299172187,28.9762485003057,3.4044310045348585,5.507853482076733,24.232383819759008,4.793705730503105,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,1.9088765560193823,8.398304261456197,1.6613718057661402,38.17753112038765,167.96608522912393,33.2274361153228,0.25329360645202603,2.008480495119124,0.23597717522041994,29.784463308288984,29.751941153144745,19.685496135714097
0.2,4.043007885002495,30.642633752593643,3.7403802141943765,5.785910527903001,24.44528247309623,4.969783829265698,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,2.0052437846940347,8.47208931210905,1.7223958246239637,40.1048756938807,169.441786242181,34.44791649247927,0.28023995164711063,2.1239855190541297,0.25926339996910364,29.740213077098257,29.696916977055327,18.91639135214943
0.21,4.450709543578551,32.322570719897804,4.088011442581284,6.062535317412848,24.656853906763867,5.1376409540127845,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,2.1011146311549043,8.545414383475924,1.7805706710016345,42.02229262309808,170.90828766951847,35.61141342003269,0.30849967716227134,2.24042987629466,0.2833593605522012,29.69020219937823,29.633493661031807,18.161024022441953
0.22,4.877245049701159,34.015955221222825,4.446752997456304,6.337673813331736,24.867015307233263,5.297457584096095,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,2.196470367509745,8.61825077457487,1.8359588942760536,43.9294073501949,172.3650154914974,36.71917788552108,0.33806486551003084,2.357806345564395,0.30822543028333227,29.634137046205716,29.5609573640613,17.422280743743897
0.23,5.322496418880036,35.72267717077356,4.816047046628894,6.61126935905035,25.07567701589434,5.4494397173269205,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,2.2912913580740537,8.690567412099492,1.88863188784827,45.82582716148107,173.81134824198983,37.7726377569654,0.3689273386287102,2.4761072962974815,0.3338229431814869,29.57174970275287,29.47859481011297,16.702521425760484
0.24,5.786341738451072,37.442620111269264,5.1953511856081,6.883262953053104,25.282742589662117,5.5938137284179374,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,2.385557154480741,8.762330871423574,1.9386681072152043,47.71114308961482,175.24661742847147,38.77336214430409,0.4010786461763693,2.5953246562903396,0.3601143026323023,29.5027998723092,29.38569985953984,16.003618208829412
0.25,6.268655017407203,39.17566073922316,5.5841396142527095,7.153593556401774,25.488108944280146,5.730821503508958,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,2.479246602245841,8.833505426266253,1.9861513837247704,49.58493204491682,176.67010852532508,39.723027674495405,0.4345100551218757,2.7154498787965475,0.3870630629472366,29.427076423105188,29.281580529032613,15.326999541765028
0.26,6.769306063367423,40.92166848196491,5.981904077157263,7.4221983733802475,25.691666539526988,5.860716476816381,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,2.5723379380325655,8.904053112879708,2.031169550983245,51.446758760651306,178.0810622575942,40.62339101966491,0.46921254121704714,2.836473913208275,0.4146339945461598,29.344398565875032,29.165566399782495,14.673696834817587
0.27,7.288160375142343,42.68050506738701,6.388154499733769,7.68901316411902,25.893299652350724,5.983759865041024,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,2.664808897998701,8.973933824710357,2.073813139800472,53.296177959974024,179.47867649420715,41.47626279600944,0.5051767815498628,2.9583871752333764,0.44279312804717896,29.25461669141461,29.037016339474924,14.044391645290874
0.28,7.8250790431730595,44.45202404182603,6.802419441252048,7.953972620607447,26.092886787825066,6.10021675674818,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,2.7566368481125254,9.043105454825396,2.1141740228722674,55.13273696225051,180.8621090965079,42.28348045744535,0.5423931476434121,3.0811795134774616,0.47150778566900153,29.15761286497784,28.895326445971463,13.439461815205265
0.29,8.379918709349463,46.23607051757938,7.22424620839138,8.217010579773396,26.290300975050748,6.2103542956712525,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,2.8477988580005853,9.111523998464403,2.1523447851614366,56.955977160011706,182.23047996928807,43.046895703228735,0.5808517026707115,3.2048401919430956,0.500746589101736,29.053301037477897,28.73993808683949,12.859025301503001
0.3,8.95253150907746,48.03248071596412,7.6532009192730035,8.47806043192753,26.485410404418502,6.314438576999814,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,2.9382718425036995,9.179143773897863,2.188417648233187,58.76543685007399,183.58287547795726,43.76835296466374,0.6205421974391113,3.329357858357047,0.5304794639452863,28.941626935348534,28.57034592502927,12.302981063446527
0.31,9.542765053596892,49.84108165993535,8.088868350131765,8.737055435073517,26.678079003619477,6.41273262649214,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,3.028032670608577,9.245917622057158,2.2224837698688997,60.56065341217154,184.91835244114316,44.449675397377995,0.661454069164666,3.454720522864218,0.5606776290814409,28.82256769260674,28.386105773501267,11.771046399967805
0.32,10.150462447026587,51.66169096412341,8.530851598997122,8.99392898879433,26.868167066167047,6.505495208358585,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,3.117058260369575,9.311797124363633,2.2546328309099937,62.3411652073915,186.23594248727267,45.092656618199875,0.7035764426536082,3.580915543474134,0.5913135733620156,28.696131250234984,28.186842124344047,11.262790530899922
0.33,10.775462286638001,53.49411655178324,8.978771876733042,9.248614954388163,27.055531962961663,6.592978989540964,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,3.205325689859351,9.376732849338179,2.2849523990456384,64.10651379718702,187.5346569867636,45.699047980912766,0.7468981303213151,3.7079296064413656,0.6223610411248436,28.562355462720003,27.972255207523595,10.777664428028713
0.34,11.417598746137834,55.338156569377034,9.432267774785087,9.501047942568265,27.240029016588977,6.675430244323084,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,3.292812296878031,9.440674655609874,2.313527826438566,65.85624593756062,188.8134931121975,46.27055652877132,0.7914076379650206,3.8357487203448506,0.6537949814378712,28.42130712750094,27.742127382641367,10.315026913016766
0.35000000000000003,12.076701603376923,57.193599197434764,9.890995040178202,9.75116360118541,27.42151229224812,6.753087329392849,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,3.3794957786702153,9.503571966030833,2.3404417212218718,67.5899155734043,190.0714393206167,46.808834424437435,0.8370931666844484,3.9643582029777455,0.6855915325031924,28.273080665225574,27.49632874825733,9.874167297373743
0.36,12.752596326790725,59.06022261393073,10.354625966992566,9.998898869393345,27.59983547793399,6.826180252164505,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,3.465354280012011,9.565374072724147,2.3657737978909017,69.30708560024023,191.30748145448297,47.31547595781803,0.8839426188734105,4.093742678808881,0.7177279794773694,28.11779673471999,27.234821778019434,9.454324746831876
0.37,13.445104207197557,60.93779506800124,10.822848591977271,10.244192233101892,27.774852909563,6.89493080742446,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,3.550366481744333,9.626030492365393,2.3896009246610856,71.00732963488666,192.52060984730787,47.79201849322172,0.9319436073553645,4.22388608409248,0.7501826987156219,27.955600773024198,26.95766484553684,9.054704675527839
0.38,14.15404244636055,62.826074899220885,11.295366303489939,10.48698396271446,27.94642048306176,6.959551748308396,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,3.634511683166445,9.685491282288481,2.4119968361505015,72.6902336633289,193.70982564576966,48.239936723010025,0.9810834615220606,4.3547716682042905,0.7829351306655862,27.78666127857335,26.66501455307219,8.674492508112278
0.39,14.879224267787896,64.72481061417733,11.771897213290998,10.727216364712193,28.114396767054853,7.020247051557874,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,3.7177698892283813,9.743707426113856,2.4330322253108045,74.35539778456763,194.87414852227712,48.660644506216094,1.0313492350136295,4.486381998949343,0.8159657363234132,27.611168072632534,26.357126746496238,8.312865081091326
0.4,15.620459223728748,66.63374153689037,12.252173061634753,10.964833841393505,28.278643641715256,7.077211778031485,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,3.800121831235091,9.800631055157176,2.4527746950840803,76.00243662470183,196.01262110314354,49.05549390168161,1.0827277269979172,4.618699007645567,0.8492559213404641,27.429330669604497,26.034356073805025,7.968999883534621
0.41000000000000003,16.377553091508158,68.55259739842221,12.73593944109569,11.199783263312248,28.439027684472734,7.130632013423987,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,3.881549095923674,9.856215928679253,2.471288737857661,77.63098191847348,197.12431857358504,49.42577475715323,1.1352054749849696,4.751703960677739,0.8827880515377683,27.24137610883245,25.697154315939134,7.642082715067781
0.42,17.150308332115078,70.48109942635313,13.222954199965638,11.432013928998606,28.595420693477614,7.180685414228789,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,3.962034111503703,9.910417615304763,2.488635924680304,79.24068223007406,198.20835230609524,49.77271849360608,1.1887687866139303,4.885377535014184,0.9165453422379469,27.047547444119594,25.346067075991677,7.331313534909573
0.43,17.938523873469315,72.41895973198127,13.712988281552718,11.661477992079831,28.74770123308867,7.227540502002344,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,4.0415602956859935,9.963194028647537,2.504874660672868,80.83120591371987,199.26388057295074,50.09749321345736,1.2434037246302523,5.019699775730703,0.9505119164409835,26.848101281057726,24.98172940948676,7.035911296004078
0.44,18.741995899198365,74.36588331980104,14.205822940451531,11.88813015833654,28.895754466333965,7.271358400008893,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,4.1201119506903146,10.014505369245917,2.5200607869035196,82.4022390138063,200.29010738491834,50.40121573807039,1.2990961615595402,5.154650235296995,0.984672611870777,26.64330677323796,24.604859715040686,6.755117253663599
0.45,19.560517360139688,76.32156685146083,14.701251705733693,12.111928260523628,29.0394741270575,7.312291340027245,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,4.197674462463138,10.064314808056691,2.5342470628863945,83.95348924926276,201.28629616113383,50.68494125772789,1.3558317458474687,5.2902078879007455,1.0190131170531396,26.43344273027036,24.216253039876193,6.488197851332504
0.46,20.393878738875046,78.28570066549851,15.199077763726677,12.332832963847512,29.178762217800372,7.350484384580312,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,4.274234198603828,10.112588381748692,2.547483763460874,85.48468397207657,202.25176763497385,50.94967526921748,1.413595954853265,5.4263512694450124,1.0535197899038504,26.21879664364284,23.81677277331664,6.234446344187527
0.47000000000000003,21.24186800873948,80.25796875287968,15.699114347526145,12.550807986850332,29.31353003150804,7.386075101333617,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,4.349778584917275,10.15929534679954,2.5598185659467045,86.9955716983455,203.18590693599083,51.19637131893409,1.472374092008427,5.5630584758526735,1.088179684727593,25.999662539542772,23.407341849691075,5.993184092075975
0.48,22.104270863512806,82.2380494711478,16.20118419557406,12.76582016706267,29.443698749956642,7.419193874287077,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,4.42429612816739,10.204408386894416,2.571296657994852,88.48592256334778,204.0881677378883,51.42593315989705,1.5321513027377247,5.70030721256754,1.1229805146894505,25.77633928071896,22.988933147061385,5.763761219884427
0.49,22.98087095753554,84.22561628079195,16.705118921373174,12.977839428842021,29.56919963245131,7.449964338484501,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,4.497776404930769,10.247903678323897,2.581960888246335,89.95552809861537,204.95807356647796,51.6392177649267,1.5929125911027688,5.838074845595477,1.1579106081268409,25.549128993958025,22.562559400665975,5.545556855356302
0.5,23.871450116535645,86.22033847765577,17.210758649711195,13.186838859913612,29.68997457382258,7.478503595366773,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,4.570210088123722,10.289761083370793,2.591851840967946,91.40420176247444,205.79522166741586,51.83703681935893,1.6546428344154058,5.9763384522711265,1.1929588833345006,25.31833547235445,22.12926285661388,5.33797903017246
0.51,24.77578858251968,88.22188196926645,17.71795138997712,13.392794622372481,29.805975987578677,7.504922677967335,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,4.641588916157941,10.329964109813796,2.601007997276726,92.83177832315883,206.5992821962759,52.02015994553453,1.71732680021228,6.115074875068931,1.2281148051260804,25.084262795078633,21.690104840687194,5.140464309065175
0.52,25.693665196119117,90.22990994090699,18.226552772586043,13.595685997494867,29.91716711449911,7.529326729497142,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,4.7119057084709475,10.368500017877887,2.609465797032789,94.23811416941895,207.37000035755773,52.18931594065578,1.7809491588941158,6.254260767771746,1.2633683665645068,24.84721388650798,21.246155487555782,4.95247722106982
0.53,26.624857598247868,92.2440836057396,18.736425784166435,13.795495425076693,30.02352226909742,7.551815187221486,0.2,0.21640425613334452,216.18785187721116,20.0,2.0,40.0,2.0,10.0,2.8853900817779268,0.34657359027997264,0.06931471805599453,6.931471805599453,29.97,0.5,0.0005,0.03,1.0,4.781154379159767,10.405359905651803,2.617259702566174,95.62308758319534,208.10719811303608,52.34519405132348,1.8454944977035546,6.393872647465428,1.2987100706065626,24.607489179425205,20.798483775525465,4.773509521245473
