Time,G_alpha,PLC,Ca_cyt,Ca_ER,Ca_mit,k1,k2,k3,K4,k5,K6,k7,k8,K9,k10,K11,k12,k13,k14,K15,k16,K17,k18,K19,k20,K21,cytoplasm,ER,mit
2.62,0.9256286255586803,3.462709558744236,0.0020015826171140318,10.828704456448675,0.001000546191358967,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.63,0.9291125579534255,3.4823014270555843,0.0020132250474406963,10.836621517878688,0.0010005663759053939,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.64,0.9325963711229327,3.501922738663941,0.0020248876210600592,10.844581735091072,0.0010005869120043144,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.65,0.9360800647192747,3.5215734355403425,0.0020365703102643165,10.852585164095785,0.001000607802965339,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.66,0.9395636383952053,3.5412534607036057,0.0020482730862332434,10.860631860797545,0.001000629052110979,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.67,0.943047091804149,3.5609627582076717,0.0020599959234940566,10.86872188099241,0.0010006506627766984,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.68,0.9465304246001899,3.5807012731291246,0.002071738795287607,10.876855280367392,0.0010006726383109254,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.69,0.9500136364380617,3.6004689515548614,0.0020835016783071285,10.885032114497152,0.001000694982075095,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.7,0.9534967269731373,3.6202657405699377,0.002095284547781043,10.893252438843808,0.0010007176974436702,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.71,0.9569796958614191,3.640091588245558,0.0021070873824986813,10.901516308753726,0.0010007407878041784,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.72,0.9604625427595276,3.6599464436272324,0.002118910159602376,10.909823779457547,0.001000764256557241,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.73,0.9639452673246934,3.679830256723083,0.002130752859907763,10.91817490606707,0.0010007881071166032,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.74,0.9674278692147449,3.699742978492307,0.0021426154623977066,10.926569743575502,0.0010008123429091713,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.75,0.9709103480881011,3.719684560833783,0.002154497949844847,10.935008346854438,0.0010008369673750366,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.7600000000000002,0.9743927036037593,3.7396549565748374,0.002166400302999823,10.943490770654332,0.0010008619839675216,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.77,0.9778749354212884,3.7596541194601447,0.002178322506523873,10.952017069601569,0.0010008873961531968,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.7800000000000002,0.9813570432008163,3.779682004140784,0.002190264542863671,10.960587298199162,0.0010009132074119346,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.79,0.9848390266030232,3.799738566163424,0.0022022263985018876,10.969201510823922,0.0010009394212369196,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.8000000000000003,0.9883208852891306,3.8198237619596704,0.002214208057510814,10.977859761727364,0.0010009660411347122,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.81,0.9918026189208934,3.8399375488355236,0.002226209508128917,10.98656210503299,0.0010009930706252508,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.82,0.995284227160589,3.860079884961004,0.0022382307359852735,10.995308594737379,0.0010010205132419227,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.83,0.9987657096710122,3.8802507293598865,0.0022502717310102743,11.004099284707575,0.0010010483725315614,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.84,1.0022470661154594,3.900450041899583,0.0022623324803713383,11.012934228682331,0.0010010766520545365,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.85,1.0057282961577332,3.9206777832811555,0.002274412975375458,11.021813480270147,0.0010011053553846423,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.86,1.0092093994621094,3.940933915029449,0.00228651320513838,11.030737092949002,0.0010011344861094896,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.87,1.012690375693359,3.9612183994833745,0.0022986331620023894,11.039705120066602,0.0010011640478300565,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.88,1.0161712245167165,3.9815311997862812,0.002310772836717526,11.048717614839758,0.001001194044161087,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.89,1.0196519455978827,4.001872279876498,0.002322932223072458,11.057774630353324,0.0010012244787309952,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.9,1.023132538603012,4.022241604477963,0.0023351113131369534,11.066876219561374,0.0010012553551819096,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.91,1.0266130031987066,4.042639139090993,0.0023473101021417985,11.076022435285438,0.0010012866771697375,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.92,1.0300933390520073,4.063064849983164,0.0023595285834133255,11.085213330216048,0.0010013184483641752,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.93,1.0335735458303863,4.083518704180317,0.002371766753569763,11.094448956911025,0.0010013506724487692,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.94,1.037053623201738,4.1040006694576725,0.0023840246071404857,11.103729367797177,0.0010013833531209394,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.95,1.0405335708343733,4.124510714331067,0.0023963021420807676,11.113054615168654,0.0010014164940920281,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.96,1.044013388397009,4.145048808048298,0.0024085993540694304,11.122424751188811,0.001001450099087334,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.97,1.047493075558765,4.165614920580586,0.0024209162423499873,11.131839827888598,0.0010014841718461538,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.98,1.0509726319891506,4.186209022614139,0.002433252803699197,11.141299897168597,0.0010015187161218245,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
2.99,1.0544520573580631,4.206831085541838,0.0024456090386027075,11.150805010797443,0.0010015537356817556,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.0,1.0579313513357758,4.227481081455017,0.002457984944886165,11.160355220414004,0.0010015892343074827,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.0100000000000002,1.0614105135929344,4.248158983135361,0.002470380524233602,11.16995057752585,0.001001625215794691,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.02,1.0648895438005463,4.268864764046896,0.0024827957754726755,11.179591133511567,0.0010016616839532769,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.0300000000000002,1.068368441629978,4.289598398328098,0.0024952307014443026,11.189276939619246,0.0010016986426073643,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.04,1.0718472067529423,4.310359860784089,0.0025076853019334495,11.19900804696895,0.0010017360955953747,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.0500000000000003,1.0753258388414986,4.331149126878944,0.0025201595808986596,11.208784506551195,0.0010017740467700355,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.06,1.078804337568038,4.351966172728087,0.0025326535390396334,11.218606369229574,0.0010018124999984599,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.0700000000000003,1.0822827026052848,4.372810975090801,0.0025451671813954495,11.228473685739225,0.0010018514591621456,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.08,1.0857609336262823,4.393683511362815,0.0025577005095400247,11.238386506689594,0.0010018909281570654,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.09,1.089239030304393,4.414583759569005,0.00257025352955797,11.248344882562892,0.001001930910893656,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.1,1.092716992313282,4.435511698356172,0.0025828262439707515,11.258348863716625,0.001001971411296998,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.11,1.0961948193269317,4.456467306985923,0.002595418659422002,11.268398500383684,0.0010020124333064554,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.12,1.0996725110196053,4.477450565327653,0.002608030779930224,11.278493842672376,0.0010020539808763581,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.13,1.103150067065864,4.498461453851587,0.002620662612624127,11.288634940567704,0.0010020960579755144,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.14,1.1066274871405524,4.5194999536219465,0.002633314162447986,11.29882184393278,0.0010021386685874789,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.15,1.1101047709187917,4.540566046290175,0.0026459854374485865,11.309054602508143,0.0010021818167105655,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.16,1.1135819180759756,4.561659714088273,0.002658676443323467,11.319333265914334,0.0010022255063578652,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.17,1.1170589282877632,4.582780939822203,0.0026713871890257507,11.329657883650883,0.001002269741557323,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.18,1.1205358012300737,4.603929706865388,0.0026841176809714986,11.34002850509903,0.0010023145263517554,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.19,1.1240125365790798,4.625105999152287,0.0026968679289943367,11.350445179520689,0.0010023598647989145,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.2,1.1274891340112019,4.646309801172056,0.0027096379401987643,11.360907956061256,0.0010024057609715196,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.21,1.130965593203103,4.6675410979622916,0.00272242772527475,11.371416883748543,0.0010024522189573096,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.22,1.1344419138316824,4.688799875102854,0.002735237291987239,11.38197201149567,0.0010024992428590862,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.23,1.13791809557407,4.7100861187097625,0.0027480666518597606,11.392573388099963,0.0010025468367947554,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.24,1.1413941381076202,4.731399815429187,0.0027609158132910175,11.40322106224594,0.0010025950048973829,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.25,1.1448700411099084,4.752740952431485,0.002773784788616696,11.413915082504147,0.0010026437513152246,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.2600000000000002,1.148345804258722,4.774109517405355,0.002786673586843908,11.424655497334232,0.001002693080211793,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.27,1.1518214272320586,4.795505498552026,0.0027995822211004996,11.435442355083751,0.0010027429957658784,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.2800000000000002,1.155296909708117,4.816928884579549,0.002812510700977913,11.4462757039913,0.0010027935021716247,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.29,1.1587722513652956,4.838379664697144,0.002825459040377455,11.457155592185268,0.0010028446036385423,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.3000000000000003,1.1622474518821837,4.859857828609632,0.002838427249451995,11.468082067687071,0.0010028963043915938,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.31,1.1657225109375589,4.881363366511926,0.002851415342858837,11.47905517840981,0.0010029486086711966,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.3200000000000003,1.169197428210379,4.902896269083605,0.0028644233312904808,11.49007497216161,0.001003001520733321,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.33,1.172672203379781,4.924456527483542,0.0028774512301439296,11.5011414966442,0.0010030550448494806,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.34,1.1761468361250695,4.946044133344615,0.0028904990506305574,11.512254799456345,0.0010031091853068435,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.35,1.1796213261257216,4.9676590787684765,0.0029035668088088613,11.523414928092423,0.0010031639464081954,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.36,1.1830956730613644,4.989301356320389,0.0029166545167181412,11.534621929945226,0.0010032193324722037,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.37,1.1865698766117994,5.010970959024133,0.0029297621904472225,11.545875852306546,0.0010032753478329602,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.38,1.1900439364569624,5.032667880356975,0.0029428898432106317,11.557176742367472,0.001003331996840718,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.39,1.1935178522769445,5.054392114244695,0.002956037491440141,11.568524647219606,0.0010033892838614293,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.4,1.1969916237519753,5.0761436550566845,0.0029692051488980483,11.579919613857037,0.001003447213276986,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.41,1.200465250562423,5.097922497601112,0.002982392832677621,11.591361689175578,0.001003505789485254,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.42,1.203938732388786,5.119728637120125,0.0029956005570044497,11.602850919975737,0.0010035650169000932,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.43,1.2074120689116916,5.141562069285147,0.003008828339628411,11.614387352961623,0.0010036248999514396,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.44,1.2108852598118878,5.163422790192203,0.0030220761952239996,11.625971034744023,0.00100368544308533,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.45,1.2143583047702424,5.185310796357327,0.0030353441421836483,11.63760201183924,0.00100374665076397,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.46,1.2178312034677339,5.207226084712012,0.003048632195614702,11.649280330672221,0.0010038085274657752,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.47,1.2213039555854517,5.229168652598729,0.003061940374541924,11.66100603757533,0.0010038710776854227,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.48,1.2247765608045866,5.251138497766491,0.0030752686944911503,11.672779178791513,0.0010039343059339086,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.49,1.2282490188064317,5.273135618366487,0.0030886171751102224,11.684599800473013,0.0010039982167385866,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.5,1.2317213292723719,5.295160012947753,0.003101985832329277,11.696467948684592,0.0010040628146432379,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.5100000000000002,1.2351934918838854,5.317211680452919,0.0031153746864104265,11.708383669402151,0.0010041281042080985,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.52,1.238665506322533,5.339290620213991,0.0031287837536744445,11.720347008516033,0.0010041940900099421,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.5300000000000002,1.2421373722699607,5.3613968319482,0.00314221305498963,11.732358011829533,0.001004260776642095,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.54,1.2456090894078877,5.383530315753887,0.003155662607054301,11.744416725062283,0.0010043281687145311,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.5500000000000003,1.2490806574181101,5.405691072106463,0.003169132431335459,11.756523193848667,0.001004396270853877,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
3.56,1.2525520759824884,5.427879101854391,0.0031826225448963585,11.768677463741273,0.0010044650877035182,0.35,0.0,0.0001,0.783,1.24,0.7,5.82,32.24,29.09,0.93,2.667,0.76,0.0,149.0,0.16,20.9,0.05,79.0,2.0,1.5,1.5,1.0,1.0,1.0
