E,T,Time
994.9697746453306,123.01374238217386,0.5
994.8695642837562,123.52470240191998,0.51
994.7693689925245,124.03779721607138,0.52
994.6691887483519,124.55303579307488,0.53
994.5690235278762,125.07042713918418,0.54
994.468873307657,125.58998029860949,0.55
994.3687380641722,126.11170435457532,0.56
994.2686177738233,126.63560842762048,0.57
994.1685124129276,127.16170167866609,0.58
994.0684219577255,127.68999330599927,0.59
993.9683463843763,128.2204925467437,0.6
993.868285668959,128.75320867701137,0.61
993.7682397874711,129.28815101205456,0.62
993.6682087158293,129.825328906419,0.63
993.5681924298683,130.36475175409737,0.64
993.4681909053406,130.9064289886834,0.65
993.3682041179094,131.45037008725438,0.66
993.2682320431252,131.99658458190137,0.67
993.1682746564838,132.5450820304851,0.68
993.0683319334022,133.09587202890424,0.69
992.9684038492132,133.64896421354317,0.7
992.8684903791661,134.20436826143268,0.71
992.7685914984253,134.7620938904111,0.72
992.6687071820705,135.3221508592863,0.73
992.5688374050962,135.88454896799834,0.74
992.4689821424117,136.44929805778276,0.75
992.3691413688404,137.01640801133453,0.76
992.2693150591193,137.58588875297272,0.77
992.1695031878995,138.15775024880577,0.78
992.0697057297449,138.73200250689757,0.79
991.9699226591324,139.3086555774341,0.8
991.8701539504515,139.88771955289076,0.81
991.7703995780038,140.46920456820035,0.82
991.6706595160026,141.0531208009219,0.83
991.570933738573,141.63947847140997,0.84
991.4712222197512,142.22828784298468,0.85
991.3715249334841,142.81955922210244,0.86
991.2718418536292,143.41330295852734,0.87
991.1721729539539,144.00952944550332,0.88
991.0725182081355,144.6082491199268,0.89
990.9728775897609,145.20947246252015,0.9
990.8732510723255,145.81320999800585,0.91
990.7736386292341,146.41947229528117,0.92
990.6740402337995,147.02826996759367,0.93
990.5744558592423,147.6396136727173,0.94
990.4748854786912,148.25351411312926,0.95
990.3753290651819,148.86998203618745,0.96
990.2757865916568,149.48902823430856,0.97
990.1762580309653,150.110663545147,0.98
990.0767433558627,150.7348988517743,0.99
989.9772425390101,151.36174508285936,1.0
989.8777555529745,151.99121321284932,1.01
989.7782823702273,152.62331426215098,1.02
989.678822963145,153.25805929731317,1.03
989.5793773040083,153.89545943120947,1.04
989.4799453650022,154.5355258232218,1.05
989.3805271182149,155.17826967942474,1.06
989.2811225356381,155.82370225277037,1.07
989.1817315891661,156.4718348432738,1.08
989.0823542505959,157.12267879819947,1.09
988.9829904916267,157.7762455122482,1.1
988.8836402838588,158.43254642774454,1.11
988.7843035987534,159.09159305594335,1.12
988.6849804074844,159.75339705190885,1.13
988.585670681298,160.4179700316897,1.14
988.486374391369,161.0853236445361,1.15
988.3870915087714,161.75546958891465,1.16
988.2878220044772,162.4284196127156,1.17
988.1885658493561,163.10418551346092,1.18
988.0893230141751,163.78277913851304,1.19
987.990093469598,164.4642123852846,1.2
987.8908771861848,165.14849720144915,1.21
987.7916741343919,165.8356455851523,1.22
987.692484284571,166.52566958522408,1.23
987.5933076069692,167.2185813013921,1.24
987.4941440717281,167.91439288449516,1.25
987.3949936488835,168.6131165366983,1.26
987.2958563083653,169.31476451170826,1.27
987.1967320199965,170.01934911498978,1.28
987.0976207534933,170.72688270398305,1.29
986.9985224784646,171.43737768832173,1.3
986.8994371644109,172.15084653005187,1.31
986.8003647807245,172.86730174385164,1.32
986.7013052966893,173.5867558972521,1.33
986.6022586814794,174.30922161085843,1.34
986.5032249041595,175.0347115585724,1.35
986.4042039336842,175.7632384678155,1.36
986.3051957388973,176.49481511975273,1.37
986.2062002885316,177.22945434951754,1.38
986.1072175512086,177.96716904643745,1.39
986.0082474954374,178.70797215426057,1.4
985.9092900896154,179.4518766713829,1.41
985.8103453020261,180.19889565107644,1.42
985.7114131008408,180.94904220171816,1.43
985.6124934541162,181.70232948702,1.44
985.5135863297949,182.4587707262594,1.45
985.4146916957048,183.2183791945109,1.46
985.315809519559,183.98116822287838,1.47
985.216939768954,184.7471511987284,1.48
985.1180824113712,185.5163415659241,1.49
985.0192374141747,186.2887528250602,1.5
984.9204047446117,187.06439853369847,1.51
984.8215843698117,187.84329230660464,1.52
984.7227762567866,188.6254478159855,1.53
984.6239803724291,189.41087879172713,1.54
984.5251966835136,190.19959902163416,1.55
984.4264251566946,190.99162235166946,1.56
984.3276657585067,191.78696268619504,1.57
984.2289184553479,192.585633996741,1.58
984.1301832134149,193.38765035708798,1.59
984.031459998853,194.19302586219698,1.6
983.9327487777005,195.00177465890286,1.61
983.8340495158719,195.81391095394198,1.62
983.7353621791586,196.62944901420477,1.63
983.6366867332282,197.44840316698938,1.64
983.5380231436234,198.27078780025613,1.65
983.4393713757622,199.09661736288297,1.66
983.3407313949372,199.92590636492173,1.67
983.2421031663145,200.7586693778554,1.68
983.1434866549342,201.59492103485627,1.69
983.044881825709,202.43467603104492,1.7
982.9462886434243,203.27794912375026,1.71
982.8477070727369,204.12475513277033,1.72
982.7491370781754,204.9751089406342,1.73
982.6505786241394,205.82902549286447,1.74
982.5520316748981,206.68651979824108,1.75
982.4534961945911,207.54760692906567,1.76
982.3549721472273,208.41230202142717,1.77
982.2564594966838,209.28062027546795,1.78
982.1579582067061,210.15257695565128,1.79
982.0594682409077,211.02818739102926,1.8
981.9609895627688,211.90746697551205,1.81
981.8625221356361,212.79043116813793,1.82
981.7640659227228,213.67709549334393,1.83
981.6656208871071,214.5674755412379,1.84
981.5671869917323,215.46158696787103,1.85
981.4687641994062,216.3594454955117,1.86
981.3703524728002,217.2610669129198,1.87
981.2719517744489,218.16646707562228,1.88
981.1735620667502,219.07566190618954,1.89
981.0751833119634,219.98866739451267,1.9
980.9768154722102,220.90549959808166,1.91
980.8784585094726,221.8261746422644,1.92
980.7801123855935,222.75070872058686,1.93
980.6817770622758,223.67911809501388,1.94
980.5834525010816,224.61141909623097,1.95
980.4851386634318,225.54762812392724,1.96
980.3868355106056,226.4877616470788,1.97
980.2885430037396,227.43183620423363,1.98
980.1902611038281,228.37986840379673,1.99
980.0919897717212,229.33187492431668,2.0
979.9937289681252,230.28787251477294,2.01
979.8954786536021,231.24787799486415,2.02
979.7972387885684,232.21190825529692,2.03
979.6990093332817,233.17998026573494,2.04
979.6007902477783,234.15211111116344,2.05
979.502581492011,235.12831791168333,2.06
979.4043830257987,236.108617851342,2.07
979.3061948088114,237.09302818693823,2.08
979.2080168005704,238.08156624832358,2.09
979.1098489604468,239.07424943870475,2.1
979.0116912476616,240.0710952349469,2.11
978.9135436212845,241.07212118787837,2.12
978.8154060402335,242.0773449225955,2.13
978.7172784632745,243.08678413876962,2.14
978.6191608490208,244.10045661095384,2.15
978.5210531559316,245.11838018889185,2.16
978.4229553423124,246.14057279782665,2.17
978.3248673663139,247.16705243881145,2.18
978.2267891859316,248.19783718902045,2.19
978.1287207590049,249.23294520206144,2.2
978.0306620432165,250.2723947082888,2.21
977.932612996092,251.31620401511788,2.22
977.8345735749994,252.36439150733997,2.23
977.7365437371476,253.41697564743885,2.24
977.6385234395873,254.47397497590765,2.25
977.5405126392088,255.53540811156705,2.26
977.4425112927421,256.60129375188467,2.27
977.3445193567565,257.67165067329466,2.28
977.2465367876592,258.74649773151964,2.29
977.1485635416957,259.8258538618917,2.3
977.0505995749479,260.90973807967646,2.31
976.9526448433347,261.9981694803966,2.32
976.8546993026106,263.09116724015695,2.33
976.7567629083651,264.1887506159705,2.34
976.6588356160222,265.29093894608576,2.35
976.5609173808397,266.39775165031415,2.36
976.463008157909,267.5092082303594,2.37
976.3651079021533,268.62532827014735,2.38
976.2672165683284,269.74613143615693,2.39
976.1693341110205,270.8716374777521,2.4
976.0714604846471,272.0018662275145,2.41
975.973595643455,273.13683760157784,2.42
975.8757395415207,274.2765715999623,2.43
975.7778921327487,275.4210883069105,2.44
975.6800533708719,276.5704078912246,2.45
975.5822232094498,277.7245506066036,2.46
975.4844016018691,278.88353679198286,2.47
975.3865885013416,280.0473868718731,2.48
975.2887838609049,281.2161213567016,2.49
975.1909876333826,282.3897608637432,2.5
975.0931997711751,283.568326229179,2.51
974.9954202267052,284.7518382693634,2.52
974.8976489522685,285.9403178609089,2.53
974.7998858999808,287.13378596891044,2.54
974.7021310217774,288.3322636473123,2.55
974.6043842694123,289.5357720392768,2.56
974.5066455944573,290.7443323775536,2.57
974.4089149483016,291.95796598485043,2.58
974.3111922821508,293.1766942742051,2.59
974.2134775470267,294.4005387493585,2.6
974.1157706937655,295.6295210051289,2.61
974.0180716730181,296.8636627277877,2.62
973.9203804352487,298.1029856954357,2.63
973.8226969307347,299.3475117783815,2.64
973.7250211095649,300.59726293952014,2.65
973.62735292164,301.8522612347138,2.66
973.5296923166709,303.11252881317296,2.67
973.4320392441786,304.3780879178395,2.68
973.3343936534925,305.64896088576995,2.69
973.236755493751,306.9251701485217,2.7
973.1391247138996,308.20673823253776,2.71
973.0415012626905,309.49368775953565,2.72
972.943885088682,310.7860414468954,2.73
972.8462761402375,312.08382210804956,2.74
972.7486743655247,313.38705265287416,2.75
972.6510797125155,314.69575608808134,2.76
972.5534921289839,316.0099555176126,2.77
972.4559115625063,317.32967414303346,2.78
972.3583379604607,318.65493526392953,2.79
972.2607712700252,319.9857622783031,2.8
972.1632114381777,321.32217868297244,2.81
972.0656584116952,322.66420807397,2.82
971.9681121371526,324.01187414694397,2.83
971.8705725609227,325.36520069756,2.84
971.7730396291739,326.7242116219041,2.85
971.6755132878714,328.08893091688685,2.86
971.5779934827746,329.45938268064924,2.87
971.4804801594373,330.8355911129689,2.88
971.3829732632067,332.2175805156685,2.89
971.2854727392228,333.6053752930241,2.9
971.1879785324164,334.9989999521761,2.91
971.0904905875105,336.3984791035404,2.92
970.9930088490172,337.80383746122095,2.93
970.8955332612383,339.21509984342384,2.94
970.7980637682638,340.6322911728723,2.95
970.7006003139304,342.0554364997125,2.96
970.6031428415625,343.48456114255873,2.97
970.5056912945017,344.9196903996,2.98
970.4082456159412,346.3608496390821,2.99
970.3108057488562,347.8080643368951,3.0
970.213371636004,349.2613600770203,3.01
970.1159432199223,350.72076255197913,3.02
970.0185204429288,352.1862975632829,3.03
969.9211032471196,353.657991021885,3.04
969.8236915743696,355.13586894863306,3.05
969.7262853663301,356.61995747472463,3.06
969.628884564429,358.110282842162,3.07
969.5314891098693,359.60687140421055,3.08
969.4340989436287,361.10974962585686,3.09
969.336714006458,362.6189440842699,3.1
969.2393342388809,364.13448146926214,3.11
969.1419595811931,365.65638858375326,3.12
969.0445899734605,367.18469234423463,3.13
968.947225355519,368.71941978123584,3.14
968.8498656669736,370.26059803979194,3.15
968.7525108471975,371.808254379913,3.16
968.6551608353307,373.3624161770543,3.17
968.5578155702794,374.92311092258893,3.18
968.4604749907152,376.49036622428036,3.19
968.3631390350738,378.06420980675864,3.2
968.2658076415547,379.6446695119958,3.21
968.1684807481194,381.2317732997843,3.22
968.0711582924911,382.8255492482162,3.23
967.9738402121535,384.42602555416414,3.24
967.87652644435,386.03323053376323,3.25
967.7792169260828,387.64719262289526,3.26
967.6819115941113,389.26794037767377,3.27
967.584610384952,390.89550247493037,3.28
967.4873132348774,392.52990771270345,3.29
967.3900200799147,394.17118501072713,3.3
967.2927308558448,395.81936341092313,3.31
967.1954454982015,397.47447207789213,3.32
967.0981639422707,399.1365402994091,3.33
967.0008861230895,400.8055974869174,3.34
966.9036119754443,402.48167317602673,3.35
966.8063414338714,404.1647970270109,3.36
966.7090744326543,405.85499882530786,3.37
966.6118109058243,407.55230848202075,3.38
966.5145507871581,409.25675603442124,3.39
966.4172940101782,410.9683716464527,3.4
966.3200405081503,412.68718560923696,3.41
966.2227902140407,414.4132283656936,3.42
966.1255430601998,416.1465306850696,3.43
966.0282989789837,417.88712331863036,3.44
965.9310579025746,419.63503709933883,3.45
965.8338197628914,421.3903029911315,3.46
965.7365844915886,423.1529520894639,3.47
965.6393520200556,424.92301562185605,3.48
965.5421222794157,426.7005249484412,3.49
965.4448952005243,428.4855115625152,3.5
965.3476707139688,430.2780070910884,3.51
965.2504487500664,432.0780432954391,3.52
965.1532292388642,433.8856520716683,3.53
965.0560121101374,435.70086545125736,3.54
964.9587972933883,437.52371560162607,3.55
964.8615847178453,439.3542348266937,3.56
964.7643743124617,441.1924555674409,3.57
964.6671660059149,443.03841040247414,3.58
964.569959726605,444.8921320485911,3.59
964.4727554026535,446.7536533613489,3.6
964.375552961903,448.6230073356329,3.61
964.2783523319151,450.5002271062285,3.62
964.18115343997,452.3853459483935,3.63
964.0839562130648,454.27839727843326,3.64
963.986760577913,456.17941465427714,3.65
963.889566460943,458.0884317760568,3.66
963.792373788297,460.0054824866861,3.67
963.69518248583,461.93060077244337,3.68
963.5979924791085,463.8638207635544,3.69
963.5008036934091,465.80517673477874,3.7
963.4036160537185,467.75470310599593,3.71
963.3064294847306,469.7124344427954,3.72
963.2092439108471,471.6784054570663,3.73
963.112059256175,473.65265100759086,3.74
963.0148754445264,475.6352061006382,3.75
962.9176923994163,477.6261058905604,3.76
962.8205100440629,479.6253856803909,3.77
962.7233283013848,481.6330809224433,3.78
962.6261470940012,483.6492272189136,3.79
962.5289663442297,485.67386032248277,3.8
962.4317859740862,487.7070161369222,3.81
962.3346059052825,489.7487307177,3.82
962.2374260592259,491.7990402725901,3.83
962.1402463570178,493.8579811622818,3.84
962.0430667194526,495.9255899009928,3.85
961.9458870670164,498.0019031570821,3.86
961.8487073198861,500.0869577536664,3.87
961.7515273978684,502.18079070240213,3.88
961.6543472199075,504.2834394793582,3.89
961.5571667050327,506.3949414944278,3.9
961.4599857721039,508.51533423349713,3.91
961.3628043396625,510.64465534176855,3.92
961.265622325931,512.7829426244184,3.93
961.1684396488112,514.9302340472545,3.94
961.0712562258828,517.0865677373787,3.95
960.9740719744027,519.251981983849,3.96
960.8768868113027,521.426515238345,3.97
960.7797006531895,523.6102061158354,3.98
960.6825134163422,525.803093395247,3.99
960.5853250167119,528.0052160201357,4.0
960.4881353699197,530.2166130993606,4.01
960.3909443912563,532.4373239077594,4.02
960.2937519956794,534.6673878868255,4.03
960.1965580978135,536.906844645387,4.04
960.0993626119483,539.1557339602903,4.05
960.002165452037,541.4140957770816,4.06
959.9049665316953,543.6819702106945,4.07
959.8077657642002,545.9593975461363,4.08
959.7105630624881,548.2464182391788,4.09
959.6133583391542,550.5430729170497,4.1
959.5161515064507,552.8494023791275,4.11
959.4189424762852,555.1654475976362,4.12
959.3217311602206,557.4912497183448,4.13
959.2245174694717,559.8268500612661,4.14
959.127301314906,562.1722901213604,4.15
959.0300826070405,564.5276115692385,4.16
958.9328612560421,566.8928562518686,4.17
958.8356371717242,569.268066193285,4.18
958.7384102635474,571.6532835952983,4.19
958.6411804406165,574.0485508382073,4.2
958.5439476116802,576.453910481515,4.21
958.4467116851292,578.8694052646435,4.22
958.3494725689945,581.295078107655,4.23
958.2522301709471,583.7309721119694,4.24
958.1549843982953,586.1771305610905,4.25
958.0577351579844,588.6335969213286,4.26
957.9604823565944,591.1004148425282,4.27
957.8632259003393,593.5776281587973,4.28
957.7659656950651,596.0652808892374,4.29
957.6687016462492,598.5634172386782,4.3
957.571433658998,601.0720815984114,4.31
957.474161638046,603.5913185469287,4.32
957.3768854877544,606.1211728506606,4.33
957.2796051121097,608.6616894647183,4.34
957.1823204147221,611.2129135336368,4.35
957.0850312988238,613.7748903921205,4.36
956.9877376672683,616.3476655657901,4.37
956.8904394225283,618.9312847719335,4.38
956.7931364666946,621.5257939202564,4.39
956.6958287014744,624.1312391136368,4.4
956.5985160280736,626.7476667152486,4.41
956.5011983462088,629.3751239119734,4.42
956.403875556,632.0136576348161,4.43
956.3065475574718,634.6633148434521,4.44
956.2092142502528,637.3241426974911,4.45
956.1118755335737,639.9961885573074,4.46
956.0145313062666,642.6794999848702,4.47
955.9171814667624,645.3741247445772,4.48
955.8198259130896,648.0801108040907,4.49
955.7224645428731,650.7975063351773,4.5
955.6250972533318,653.5263597145494,4.51
955.5277239412777,656.2667195247087,4.52
955.4303445031139,659.0186345547949,4.53
955.3329588348329,661.7821538014321,4.54
955.2355668320155,664.5573264695844,4.55
955.138168389828,667.3442019734089,4.56
955.0407634030225,670.1428299371133,4.57
954.943351765933,672.9532601958159,4.58
954.8459333724758,675.7755427964086,4.59
954.7485081161461,678.6097279984224,4.6
954.6510758900176,681.4558662748949,4.61
954.5536365867404,684.3140083132407,4.62
954.456190098539,687.1842050161254,4.63
954.3587363172113,690.0665075023409,4.64
954.2612751341263,692.9609671076844,4.65
954.1638064402227,695.8676353858383,4.66
954.0663301260074,698.7865641092558,4.67
953.9688460815534,701.7178052700457,4.68
953.8713541964983,704.6614110808626,4.69
953.7738543600427,707.617433975797,4.7
953.6763464609483,710.5859266112715,4.71
953.5788303875363,713.5669418669362,4.72
953.4813060276856,716.5605328465696,4.73
953.3837732688315,719.5667528789787,4.74
953.2862319979629,722.5856555189066,4.75
953.1886821016219,725.6172945479374,4.76
953.0911234659012,728.6617239754079,4.77
952.9935559764425,731.71899803932,4.78
952.8959795184351,734.7891712072549,4.79
952.7983939766139,737.8722981772926,4.8
952.7007992352571,740.968433878932,4.81
952.6031951781857,744.0776334740142,4.82
952.5055816887606,747.1999523576475,4.83
952.4079586498815,750.3354461591368,4.84
952.3103259439845,753.4841707429152,4.85
952.2126834530411,756.6461822094772,4.86
952.1150310585557,759.8215368963135,4.87
952.0173686415641,763.0102913788533,4.88
951.9196960826321,766.2125024714035,4.89
951.8220132618528,769.428227228094,4.9
951.7243200588457,772.6575229438238,4.91
951.6266163527545,775.9004471552117,4.92
951.5289020222449,779.1570576415479,4.93
951.4311769453728,782.4274125019351,4.94
951.333440998453,785.7115708160229,4.95
951.2356940582144,789.0095913845408,4.96
951.1379360012414,792.3215330565321,4.97
951.040166703625,795.6474549319788,4.98
950.9423860409618,798.9874163628411,4.99
950.8445938883519,802.3414769541031,5.0
950.7467901203966,805.7096965648196,5.01
950.6489746111965,809.0921353091676,5.02
950.5511472343499,812.4888535574997,5.03
950.4533078629503,815.8999119374016,5.04
950.3554563695844,819.3253713347539,5.05
950.2575926263308,822.7652928947954,5.06
950.159716504757,826.2197380231906,5.07
950.0618278759181,829.6887683871003,5.08
949.9639266103542,833.1724459162556,5.09
949.8660125780891,836.6708328040357,5.1
949.7680856486274,840.1839915085485,5.11
949.6701456909535,843.7119847537127,5.12
949.5721925735282,847.2548755303482,5.13
949.4742261642878,850.8127270972635,5.14
949.3762463306416,854.3856029823522,5.15
949.2782529394697,857.9735669836872,5.16
949.1802458571212,861.5766831706239,5.17
949.0822249494117,865.1950158849028,5.18
948.984190081622,868.828629741756,5.19
948.886141118495,872.4775896310177,5.2
948.7880779242342,876.141960718239,5.21
948.6900003625018,879.8218084458033,5.22
948.5919082964158,883.5171985340478,5.23
948.4938015885486,887.2281969823854,5.24
948.3956801009248,890.9548700704337,5.25
948.2975436950184,894.6972843591434,5.26
948.1993922317516,898.4555066919328,5.27
948.1012255714923,902.2296041958242,5.28
948.0030435740512,906.0196442825829,5.29
947.9048460986809,909.8256946498625,5.3
947.806633004073,913.6478232823503,5.31
947.708404148356,917.486098452918,5.32
947.6101593890934,921.3405887237734,5.33
947.5118985832809,925.2113629476191,5.34
947.4136215873451,929.0984902688111,5.35
947.3153282571405,933.0020401245224,5.36
947.2170184479482,936.9220822459084,5.37
947.1186920144723,940.8586866592786,5.38
947.0203488108392,944.8119236872684,5.39
946.9219886905945,948.7818639500158,5.4
946.8236115067009,952.7685783663401,5.41
946.7252171115362,956.7721381549271,5.42
946.6268053568909,960.7926148355136,5.43
946.528376093966,964.8300802300777,5.44
946.4299291733707,968.8846064640304,5.45
946.3314644451204,972.9562659674142,5.46
946.2329817584756,977.0451315717164,5.47
946.1344809605391,981.1512773570149,5.48
946.0359618989165,985.2747770452505,5.49
945.937424421035,989.4157044114487,5.5
945.8388683737088,993.5741335457285,5.51
945.7402936031373,997.7501388546112,5.52
945.6416999549019,1001.9437950623345,5.53
945.5430872739645,1006.1551772121684,5.54
945.4444554046642,1010.3843606677399,5.55
945.3458041907147,1014.6314211143567,5.56
945.2471334752032,1018.8964345603393,5.57
945.1484431005861,1023.179477338352,5.58
945.0497329086876,1027.480626106745,5.59
944.9510027406972,1031.7999578508957,5.6
944.8522524371666,1036.1375498845548,5.61
944.7534818380078,1040.4934798511974,5.62
944.6546907824902,1044.8678257253787,5.63
944.555879109238,1049.260665814094,5.64
944.4570466562282,1053.6720787581394,5.65
944.3581932607873,1058.102143533482,5.66
944.2593187595894,1062.550939452631,5.67
944.1604229886532,1067.0185461660126,5.68
944.0615057833397,1071.5050436633524,5.69
943.9625669783495,1076.0105122750554,5.7
943.8636064077202,1080.535032673599,5.71
943.764623904824,1085.0786858749234,5.72
943.6656193023646,1089.641553239828,5.73
943.5665924323754,1094.2237164753722,5.74
943.4675431262159,1098.8252576362818,5.75
943.3684712145703,1103.4462591263568,5.76
943.2693765274433,1108.086803699886,5.77
943.1702588941591,1112.7469744630632,5.78
943.0711181433579,1117.4268548754085,5.79
942.9719541029929,1122.1265287511962,5.8
942.8727666003284,1126.8460802608838,5.81
942.7735554619367,1131.5855939325454,5.82
942.6743205136956,1136.3451546533097,5.83
942.575061580786,1141.124847670805,5.84
942.4757784876884,1145.9247585946025,5.85
942.3764710581808,1150.7449733976707,5.86
942.277139115336,1155.5855784178254,5.87
942.1777824815186,1160.4466603591943,5.88
942.0784009783828,1165.3283062936764,5.89
941.9789944268689,1170.2306036624118,5.9
941.8795626472013,1175.1536402772504,5.91
941.7801054588853,1180.0975043222306,5.92
941.6806226807045,1185.0622843550582,5.93
941.5811141307181,1190.04806930859,5.94
941.4815796262583,1195.054948492321,5.95
941.3820189839269,1200.0830115938802,5.96
941.2824320195931,1205.1323486805236,5.97
941.1828185483909,1210.203050200637,5.98
941.0831783847154,1215.2952069852395,5.99
940.9835113420268,1220.4089103702165,6.0
940.8838172310908,1225.544253289111,6.01
940.7840958632974,1230.7013282107969,6.02
940.6843470498234,1235.880227659198,6.03
940.5845706010845,1241.0810445541604,6.04
940.4847663267313,1246.3038722131057,6.05
940.3849340356472,1251.548804352684,6.06
940.2850735359447,1256.8159350904355,6.07
940.1851846349624,1262.1053589464532,6.08
940.0852671392623,1267.4171708450592,6.09
939.9853208546264,1272.7514661164766,6.1
939.8853455860536,1278.1083404985122,6.11
939.7853411377571,1283.487890138243,6.12
939.6853073131603,1288.8902115937094,6.13
939.5852439148947,1294.315401835611,6.14
939.4851507447964,1299.7635582490113,6.15
939.3850276039029,1305.234778635041,6.16
939.28487429245,1310.7291612126169,6.17
939.1846906098683,1316.246804620156,6.18
939.084476354781,1321.7878079173008,6.19
938.9842313249999,1327.3522705866474,6.2
938.883955317522,1332.9402925354805,6.21
938.7836481285274,1338.5519740975121,6.22
938.6833095533751,1344.187416034627,6.23
938.5829393866004,1349.8467195386302,6.24
938.4825374219112,1355.5299862330057,6.25
938.3821034521851,1361.2373181746746,6.26
938.281637269466,1366.9688178557608,6.27
938.1811386649614,1372.724588205364,6.28
938.0806074290382,1378.5047325913317,6.29
937.98004335122,1384.3093548220456,6.3
937.879446220184,1390.1385591482056,6.31
937.7788158237572,1395.9924502646227,6.32
937.6781519489136,1401.8711333120139,6.33
937.5774543817707,1407.7747138788088,6.34
937.476722907586,1413.7032980029546,6.35
937.3759573107542,1419.6569921737305,6.36
937.2751573748033,1425.6359033335636,6.37
937.1743228823913,1431.640138879856,6.38
937.0734536153037,1437.669806666811,6.39
936.972549354449,1443.7250150072691,6.4
936.8716098798562,1449.8058726745446,6.41
936.7706349706707,1455.9124889042737,6.42
936.6696244051518,1462.0449733962619,6.43
936.5685779606683,1468.203436316341,6.44
936.467495413696,1474.3879882982258,6.45
936.3663765398139,1480.5987404453854,6.46
936.2652211137004,1486.8358043329101,6.47
936.1640289091307,1493.0992920093893,6.48
936.0627996989729,1499.3893159987902,6.49
935.9615332551842,1505.7059893023493,6.5
935.8602293488084,1512.0494254004607,6.51
935.7588877499713,1518.419738254575,6.52
935.6575082276502,1524.8170424577902,6.53
935.5560905475636,1531.241454610142,6.54
935.4546344761314,1537.6930907361457,6.55
935.3531397794917,1544.172066925383,6.56
935.2516062228367,1550.6784997652187,6.57
935.1500335704089,1557.212506342876,6.58
935.0484215854977,1563.7742042475265,6.59
934.9467700304351,1570.3637115723825,6.6
934.8450786665923,1576.9811469167955,6.61
934.7433472543757,1583.626629388361,6.62
934.6415755532232,1590.3002786050354,6.63
934.5397633216005,1597.0022146972522,6.64
934.4379103169967,1603.7325583100503,6.65
934.3360162959212,1610.4914306052028,6.66
934.2340810138998,1617.2789532633624,6.67
934.1321042254698,1624.095248486203,6.68
934.0300856841775,1630.940438998574,6.69
933.9280251425736,1637.8146480506596,6.7
933.8259223522093,1644.7179994201438,6.71
933.7237770636326,1651.6506174143858,6.72
933.6215890263842,1658.6126268725964,6.73
933.5193579889934,1665.6041531680246,6.74
933.417083698975,1672.6253222101518,6.75
933.3147659028243,1679.6762604468895,6.76
933.2124043460137,1686.7570948667862,6.77
933.1099987729885,1693.8679530012391,6.78
933.0075489271634,1701.008962926713,6.79
932.9050545509177,1708.1802532669676,6.8
932.8025153855918,1715.3819531952897,6.81
932.6999311714834,1722.6141924367319,6.82
932.5973016478428,1729.8771012703564,6.83
932.494626552869,1737.170810531492,6.84
932.3919056237066,1744.495451613989,6.85
932.2891385964406,1751.8511564724888,6.86
932.1863252060923,1759.2380576246906,6.87
932.0834651866163,1766.6562881536368,6.88
931.9805582708954,1774.1059817099947,6.89
931.8776041907367,1781.5872725143513,6.9
931.7746026768677,1789.1002953595084,6.91
931.6715534589323,1796.6451856127928,6.92
931.5684562654858,1804.222079218366,6.93
931.465310823992,1811.8311126995443,6.94
931.362116860818,1819.4724231611222,6.95
931.2588741012303,1827.1461482917075,6.96
931.155582269391,1834.8524263660588,6.97
931.0522410883532,1842.591396247431,6.98
