T,C0,C1,C2,C3,C4,IK,O0,O1,O2,O3,O4
8.1499996,0.0015237402,0.022148812,0.12007906,0.28616652,0.24874486,2.8301754,9.3533352e-08,5.8833575e-06,0.00051925879,0.020121157,0.30109429
8.1999998,0.0015132666,0.021998847,0.11928288,0.28433195,0.24726002,2.8677902,9.4403305e-08,5.9388094e-06,0.00052469812,0.020367511,0.30511862
8.25,0.001502944,0.021850992,0.11849763,0.2825219,0.24579442,2.9049039,9.5261782e-08,5.9935282e-06,0.00053006527,0.020610586,0.30908933
8.3000002,0.0014927686,0.021705203,0.11772312,0.28073603,0.2443479,2.9415233,9.610892e-08,6.0475231e-06,0.00053536112,0.020850424,0.31300718
8.3500004,0.0014827371,0.021561438,0.11695915,0.27897403,0.24292026,2.9776549,9.6944845e-08,6.1008022e-06,0.00054058665,0.021087071,0.31687281
8.3999996,0.001472846,0.021419656,0.11620557,0.27723551,0.24151134,3.0133049,9.7769693e-08,6.1533756e-06,0.00054574269,0.021320565,0.32068697
8.4499998,0.0014630925,0.021279819,0.11546218,0.27552024,0.24012095,3.04848,9.8583605e-08,6.2052504e-06,0.00055083015,0.02155095,0.32445025
8.5,0.0014534738,0.021141894,0.11472883,0.27382785,0.23874885,3.0831861,9.938671e-08,6.2564368e-06,0.00055584993,0.021778263,0.32816342
8.5500002,0.0014439872,0.021005847,0.11400537,0.27215803,0.23739485,3.11743,1.0017916e-07,6.3069429e-06,0.00056080293,0.02200255,0.33182707
8.6000004,0.0014346306,0.020871645,0.11329165,0.27051049,0.23605876,3.151217,1.0096107e-07,6.3567772e-06,0.00056568993,0.022223849,0.33544192
8.6499996,0.0014254014,0.020739261,0.11258753,0.26888496,0.23474033,3.1845539,1.0173259e-07,6.4059486e-06,0.00057051191,0.022442197,0.33900857
8.6999998,0.0014162976,0.020608664,0.11189285,0.26728109,0.23343939,3.2174463,1.0249385e-07,6.4544661e-06,0.00057526969,0.022657637,0.34252769
8.75,0.0014073172,0.020479828,0.11120749,0.26569861,0.23215568,3.2499003,1.0324497e-07,6.5023378e-06,0.00057996402,0.022870203,0.34599987
8.8000002,0.0013984581,0.020352727,0.11053132,0.26413727,0.23088902,3.2819216,1.039861e-07,6.5495719e-06,0.00058459584,0.023079937,0.34942579
8.8500004,0.0013897186,0.020227334,0.1098642,0.26259673,0.22963917,3.3135161,1.0471737e-07,6.5961772e-06,0.00058916595,0.023286877,0.35280603
8.8999996,0.0013810968,0.020103622,0.10920601,0.26107675,0.22840594,3.3446894,1.0543889e-07,6.6421617e-06,0.00059367518,0.023491057,0.35614121
8.9499998,0.0013725909,0.019981571,0.10855661,0.25957704,0.22718911,3.375447,1.0615081e-07,6.6875332e-06,0.00059812434,0.023692515,0.35943192
9.0,0.0013641991,0.019861154,0.1079159,0.25809732,0.22598846,3.4057946,1.0685324e-07,6.7323008e-06,0.00060251413,0.023891287,0.36267877
9.0500002,0.00135592,0.019742351,0.10728376,0.25663733,0.22480379,3.4357374,1.0754631e-07,6.7764718e-06,0.00060684548,0.02408741,0.36588231
9.1000004,0.0013477518,0.019625137,0.10666005,0.25519681,0.22363488,3.4652812,1.0823015e-07,6.8200543e-06,0.00061111909,0.024280919,0.36904317
9.1499996,0.001339693,0.019509491,0.10604468,0.25377551,0.22248155,3.494431,1.0890489e-07,6.8630557e-06,0.00061533571,0.024471847,0.37216187
9.1999998,0.001331742,0.019395389,0.10543752,0.25237316,0.22134356,3.5231922,1.0957062e-07,6.905484e-06,0.0006194961,0.02466023,0.37523901
9.25,0.0013238975,0.019282814,0.10483847,0.25098953,0.22022074,3.5515697,1.1022748e-07,6.9473472e-06,0.00062360108,0.024846101,0.3782751
9.3000002,0.0013161578,0.019171741,0.10424741,0.24962433,0.21911289,3.5795691,1.1087559e-07,6.9886519e-06,0.00062765129,0.025029495,0.38127074
9.3500004,0.0013085215,0.019062152,0.10366424,0.24827734,0.21801978,3.6071951,1.1151506e-07,7.0294063e-06,0.00063164753,0.025210444,0.38422641
9.3999996,0.0013009872,0.018954026,0.10308886,0.2469483,0.21694124,3.6344528,1.12146e-07,7.0696174e-06,0.00063559052,0.02538898,0.38714269
9.4499998,0.0012935535,0.018847344,0.10252114,0.245637,0.21587707,3.6613469,1.1276854e-07,7.1092923e-06,0.00063948095,0.025565136,0.39002007
9.5,0.0012862191,0.018742086,0.101961,0.24434318,0.21482709,3.6878827,1.1338278e-07,7.1484387e-06,0.00064331945,0.025738943,0.3928591
9.5500002,0.0012789827,0.018638231,0.10140834,0.24306661,0.21379112,3.7140644,1.1398883e-07,7.1870631e-06,0.00064710685,0.025910433,0.39566028
9.6000004,0.0012718427,0.018535763,0.10086304,0.24180706,0.21276893,3.739897,1.1458679e-07,7.2251723e-06,0.00065084372,0.026079636,0.39842412
9.6499996,0.0012647982,0.018434662,0.10032502,0.2405643,0.21176039,3.7653854,1.1517679e-07,7.2627736e-06,0.00065453077,0.026246583,0.40115109
9.6999998,0.0012578476,0.01833491,0.099794179,0.23933813,0.21076527,3.7905338,1.1575892e-07,7.2998737e-06,0.00065816863,0.026411306,0.40384173
9.75,0.0012509897,0.018236488,0.099270411,0.23812829,0.20978343,3.8153467,1.1633329e-07,7.336479e-06,0.00066175801,0.026573831,0.4064965
9.8000002,0.0012442233,0.018139379,0.098753631,0.23693459,0.20881468,3.839829,1.169e-07,7.3725964e-06,0.00066529954,0.02673419,0.40911585
9.8500004,0.0012375473,0.018043566,0.098243743,0.23575681,0.20785885,3.8639848,1.1745917e-07,7.4082322e-06,0.00066879386,0.026892411,0.41170028
9.8999996,0.0012309601,0.01794903,0.097740658,0.23459473,0.20691577,3.8878186,1.1801087e-07,7.4433933e-06,0.00067224161,0.027048523,0.41425025
9.9499998,0.001224461,0.017855754,0.097244278,0.23344815,0.20598525,3.9113345,1.1855521e-07,7.4780851e-06,0.00067564339,0.027202552,0.41676623
10.0,0.0012180485,0.017763725,0.096754514,0.23231687,0.20506713,3.9345369,1.1909231e-07,7.5123148e-06,0.00067899976,0.027354527,0.41924867
10.05,0.0012117215,0.017672921,0.096271284,0.23120065,0.20416127,3.9574299,1.1962223e-07,7.546088e-06,0.00068231142,0.027504478,0.421698
10.1,0.0012054788,0.017583327,0.095794499,0.23009932,0.20326747,3.9800177,1.201451e-07,7.579411e-06,0.00068557897,0.027652428,0.42411467
10.15,0.0011993195,0.01749493,0.095324069,0.22901268,0.2023856,4.0023041,1.20661e-07,7.6122892e-06,0.00068880292,0.027798407,0.42649913
10.2,0.0011932423,0.01740771,0.09485992,0.22794054,0.20151548,4.0242934,1.2117e-07,7.6447295e-06,0.00069198385,0.027942438,0.42885178
10.25,0.0011872461,0.017321654,0.094401956,0.22688268,0.20065697,4.04599,1.2167224e-07,7.6767374e-06,0.00069512241,0.02808455,0.43117309
10.3,0.0011813298,0.017236747,0.093950093,0.22583893,0.19980991,4.0673966,1.2216778e-07,7.7083187e-06,0.00069821911,0.028224766,0.43346345
10.35,0.0011754925,0.017152969,0.093504265,0.22480911,0.19897413,4.0885181,1.226567e-07,7.739478e-06,0.00070127455,0.028363114,0.43572325
10.4,0.0011697331,0.01707031,0.093064375,0.223793,0.1981495,4.1093578,1.231391e-07,7.7702225e-06,0.00070428924,0.028499616,0.43795294
10.45,0.0011640504,0.016988754,0.092630349,0.22279045,0.19733587,4.12992,1.2361508e-07,7.8005578e-06,0.00070726371,0.028634299,0.44015288
10.5,0.0011584435,0.016908284,0.09220212,0.22180127,0.19653308,4.150208,1.2408472e-07,7.8304874e-06,0.00071019854,0.028767187,0.44232351
10.55,0.0011529113,0.016828887,0.09177959,0.22082528,0.19574101,4.1702251,1.2454808e-07,7.8600187e-06,0.00071309425,0.028898302,0.44446519
10.6,0.001147453,0.01675055,0.0913627,0.2198623,0.19495949,4.1899757,1.2500527e-07,7.8891562e-06,0.00071595132,0.029027669,0.44657832
10.65,0.0011420674,0.016673258,0.090951368,0.21891217,0.1941884,4.2094626,1.2545637e-07,7.9179054e-06,0.00071877032,0.029155312,0.44866329
10.7,0.0011367536,0.016596995,0.09054552,0.21797469,0.19342758,4.2286897,1.2590145e-07,7.9462707e-06,0.00072155177,0.029281253,0.45072046
10.75,0.0011315107,0.01652175,0.090145089,0.21704973,0.1926769,4.2476606,1.2634061e-07,7.9742586e-06,0.00072429609,0.029405514,0.45275018
10.8,0.0011263377,0.016447507,0.089749992,0.2161371,0.19193625,4.2663784,1.267739e-07,8.0018726e-06,0.00072700385,0.029528119,0.45475286
10.85,0.0011212337,0.016374255,0.089360163,0.21523663,0.19120546,4.2848468,1.2720142e-07,8.0291193e-06,0.00072967552,0.02964909,0.45672882
10.9,0.0011161978,0.01630198,0.088975534,0.21434817,0.19048442,4.3030686,1.2762322e-07,8.0560021e-06,0.00073231151,0.029768446,0.45867845
10.95,0.001111229,0.016230667,0.088596031,0.21347156,0.18977299,4.3210478,1.2803942e-07,8.0825266e-06,0.00073491241,0.029886212,0.46060207
11.0,0.0011063264,0.016160307,0.088221595,0.21260664,0.18907106,4.3387871,1.2845007e-07,8.1086973e-06,0.00073747861,0.030002408,0.46250007
11.05,0.0011014892,0.016090885,0.087852143,0.21175325,0.18837848,4.3562903,1.2885523e-07,8.1345188e-06,0.00074001058,0.030117055,0.46437275
11.1,0.0010967165,0.016022388,0.087487623,0.21091124,0.18769513,4.3735595,1.29255e-07,8.1599965e-06,0.00074250886,0.030230174,0.46622044
11.15,0.0010920075,0.015954804,0.087127961,0.21008046,0.1870209,4.3905988,1.2964944e-07,8.1851349e-06,0.00074497377,0.030341784,0.46804354
11.2,0.0010873612,0.015888121,0.086773098,0.20926075,0.18635567,4.4074106,1.3003861e-07,8.2099377e-06,0.00074740587,0.030451905,0.46984231
11.25,0.0010827769,0.015822329,0.086422965,0.20845197,0.18569928,4.4239984,1.3042261e-07,8.2344104e-06,0.00074980548,0.030560561,0.4716171
11.3,0.0010782537,0.015757412,0.086077504,0.20765398,0.18505166,4.4403653,1.3080148e-07,8.2585557e-06,0.00075217313,0.030667765,0.47336823
11.35,0.0010737908,0.015693363,0.08573664,0.20686664,0.18441269,4.4565134,1.311753e-07,8.2823799e-06,0.00075450924,0.030773541,0.47509599
11.4,0.0010693875,0.015630165,0.085400328,0.20608979,0.18378222,4.4724469,1.3154414e-07,8.3058867e-06,0.00075681414,0.030877907,0.47680074
11.45,0.0010650429,0.015567812,0.085068502,0.20532329,0.18316017,4.4881673,1.3190805e-07,8.3290797e-06,0.00075908838,0.030980881,0.47848275
11.5,0.0010607562,0.01550629,0.084741101,0.20456703,0.18254641,4.5036783,1.3226712e-07,8.3519635e-06,0.00076133222,0.031082483,0.48014235
11.55,0.0010565267,0.015445588,0.084418058,0.20382084,0.18194082,4.5189824,1.3262141e-07,8.3745417e-06,0.00076354621,0.031182729,0.48177981
11.6,0.0010523535,0.015385696,0.08409933,0.2030846,0.18134332,4.5340829,1.3297095e-07,8.3968198e-06,0.00076573069,0.031281639,0.48339546
11.65,0.001048236,0.015326602,0.083784848,0.20235819,0.18075378,4.5489817,1.3331585e-07,8.4188005e-06,0.000767886,0.03137923,0.48498955
11.7,0.0010441734,0.015268296,0.083474562,0.20164144,0.18017212,4.5636816,1.3365616e-07,8.4404874e-06,0.00077001262,0.031475522,0.48656237
11.75,0.001040165,0.015210768,0.08316841,0.20093428,0.1795982,4.578186,1.3399192e-07,8.461886e-06,0.00077211083,0.031570528,0.48811424
11.8,0.00103621,0.015154007,0.082866348,0.20023653,0.17903194,4.5924964,1.343232e-07,8.4829999e-06,0.0007741811,0.031664267,0.48964542
11.85,0.0010323077,0.015098003,0.082568303,0.19954808,0.17847322,4.6066165,1.3465007e-07,8.5038309e-06,0.00077622378,0.031756759,0.49115619
11.9,0.0010284575,0.015042745,0.082274243,0.19886881,0.17792195,4.6205482,1.3497258e-07,8.5243855e-06,0.00077823922,0.031848017,0.49264681
11.95,0.0010246587,0.014988224,0.081984095,0.19819862,0.17737804,4.634294,1.3529079e-07,8.5446654e-06,0.00078022777,0.031938057,0.49411759
12.0,0.0010209105,0.014934431,0.081697822,0.19753735,0.17684138,4.6478567,1.3560475e-07,8.5646743e-06,0.00078218983,0.032026898,0.49556872
12.05,0.0010172123,0.014881354,0.081415363,0.19688489,0.17631188,4.6612382,1.3591453e-07,8.5844176e-06,0.0007841257,0.032114554,0.49700052
12.1,0.0010135634,0.014828986,0.081136674,0.19624114,0.17578943,4.6744418,1.3622019e-07,8.6038972e-06,0.00078603579,0.032201041,0.49841323
12.15,0.0010099631,0.014777315,0.080861695,0.19560598,0.17527395,4.687469,1.3652176e-07,8.6231175e-06,0.00078792043,0.032286372,0.49980709
12.2,0.0010064108,0.014726333,0.08059039,0.19497928,0.17476535,4.7003226,1.3681932e-07,8.6420805e-06,0.00078977994,0.032370571,0.50118238
12.25,0.0010029059,0.014676032,0.080322698,0.19436094,0.17426354,4.7130046,1.3711292e-07,8.6607915e-06,0.00079161464,0.032453645,0.50253934
12.3,0.00099944777,0.014626401,0.080058575,0.19375084,0.1737684,4.7255177,1.3740259e-07,8.6792534e-06,0.0007934249,0.032535609,0.50387818
12.35,0.00099603576,0.014577432,0.079797976,0.19314888,0.17327987,4.737864,1.376884e-07,8.6974687e-06,0.000795211,0.032616485,0.50519919
12.4,0.00099266914,0.014529116,0.079540849,0.19255495,0.17279786,4.7500458,1.379704e-07,8.7154413e-06,0.0007969733,0.032696281,0.50650263
12.45,0.00098934758,0.014481444,0.079287156,0.19196893,0.17232227,4.7620649,1.3824865e-07,8.7331737e-06,0.00079871208,0.032775011,0.50778866
12.5,0.00098607014,0.014434407,0.079036839,0.19139074,0.17185304,4.7739239,1.3852319e-07,8.7506705e-06,0.00080042769,0.032852691,0.50905752
12.55,0.00098283647,0.014387999,0.078789867,0.19082025,0.17139004,4.7856245,1.3879406e-07,8.7679337e-06,0.00080212048,0.032929339,0.51030946
12.6,0.00097964599,0.014342208,0.078546181,0.19025737,0.17093323,4.7971697,1.3906133e-07,8.7849667e-06,0.00080379064,0.033004962,0.51154476
12.65,0.00097649801,0.014297029,0.078305751,0.18970199,0.1704825,4.8085604,1.3932502e-07,8.8017723e-06,0.00080543855,0.033079579,0.51276356
12.7,0.00097339199,0.014252452,0.078068525,0.18915401,0.17003779,4.8197994,1.3958521e-07,8.8183542e-06,0.00080706453,0.033153199,0.51396608
12.75,0.00097032735,0.01420847,0.077834457,0.18861336,0.16959901,4.8308883,1.3984193e-07,8.8347151e-06,0.00080866879,0.033225842,0.51515263
12.8,0.00096730364,0.014165073,0.077603519,0.18807989,0.16916609,4.8418298,1.4009522e-07,8.8508577e-06,0.00081025169,0.033297513,0.51632333
12.85,0.00096432021,0.014122255,0.077375658,0.18755355,0.16873893,4.8526249,1.4034514e-07,8.8667857e-06,0.00081181346,0.033368226,0.51747841
12.9,0.00096137659,0.014080008,0.077150829,0.18703423,0.16831747,4.8632765,1.4059172e-07,8.8825009e-06,0.00081335439,0.033438001,0.51861811
12.95,0.0009584722,0.014038325,0.076929003,0.18652184,0.16790162,4.873786,1.4083503e-07,8.8980059e-06,0.00081487483,0.033506844,0.51974261
13.0,0.00095560652,0.013997198,0.076710135,0.18601628,0.16749133,4.8841553,1.4107508e-07,8.9133055e-06,0.00081637496,0.033574767,0.52085215
13.05,0.00095277908,0.013956619,0.076494187,0.18551745,0.1670865,4.8943863,1.4131193e-07,8.9284003e-06,0.00081785512,0.033641789,0.52194685
13.1,0.00094998936,0.013916581,0.076281115,0.18502527,0.16668707,4.9044809,1.4154563e-07,8.9432942e-06,0.00081931555,0.033707913,0.523027
13.15,0.00094723684,0.013877077,0.07607089,0.18453968,0.16629298,4.9144406,1.4177621e-07,8.9579889e-06,0.00082075648,0.033773158,0.52409273
13.2,0.00094452099,0.0138381,0.075863458,0.18406053,0.16590413,4.9242678,1.4200371e-07,8.9724881e-06,0.0008221782,0.033837534,0.52514422
13.25,0.0009418414,0.013799642,0.075658798,0.18358779,0.16552047,4.9339643,1.4222819e-07,8.9867945e-06,0.00082358101,0.033901051,0.5261817
13.3,0.00093919749,0.013761697,0.075456873,0.18312135,0.16514193,4.943531,1.4244966e-07,9.0009098e-06,0.00082496507,0.033963721,0.52720541
13.35,0.00093658885,0.013724259,0.075257629,0.18266113,0.16476843,4.95297,1.426682e-07,9.0148369e-06,0.00082633074,0.034025554,0.52821541
13.4,0.00093401497,0.013687319,0.075061053,0.18220705,0.16439991,4.9622836,1.4288382e-07,9.0285785e-06,0.00082767813,0.034086566,0.52921194
13.45,0.00093147549,0.013650873,0.074867092,0.18175901,0.16403632,4.9714727,1.4309656e-07,9.0421363e-06,0.00082900759,0.03414676,0.53019524
13.5,0.00092896982,0.013614912,0.074675716,0.18131697,0.16367756,4.9805398,1.4330647e-07,9.0555141e-06,0.00083031936,0.034206156,0.53116536
13.55,0.00092649757,0.01357943,0.074486896,0.1808808,0.1633236,4.9894857,1.4351357e-07,9.0687136e-06,0.00083161361,0.034264758,0.53212261
13.6,0.00092405826,0.013544422,0.074300595,0.18045047,0.16297434,4.998312,1.4371791e-07,9.0817366e-06,0.00083289057,0.034322578,0.53306711
13.65,0.00092165149,0.013509881,0.074116774,0.18002586,0.16262975,5.007021,1.4391954e-07,9.0945859e-06,0.00083415053,0.034379628,0.53399897
13.7,0.00091927685,0.0134758,0.073935404,0.17960691,0.16228975,5.0156136,1.4411847e-07,9.1072643e-06,0.00083539373,0.03443592,0.53491843
13.75,0.00091693382,0.013442174,0.073756456,0.17919356,0.1619543,5.0240917,1.4431475e-07,9.1197744e-06,0.00083662034,0.034491457,0.53582561
13.8,0.0009146221,0.013408995,0.073579893,0.17878571,0.1616233,5.0324569,1.4450842e-07,9.1321162e-06,0.00083783059,0.034546256,0.53672069
13.85,0.00091234117,0.01337626,0.073405683,0.17838331,0.16129673,5.0407104,1.4469951e-07,9.1442944e-06,0.00083902472,0.034600325,0.53760386
13.9,0.00091009063,0.013343961,0.073233798,0.17798626,0.1609745,5.0488539,1.4488805e-07,9.1563106e-06,0.00084020291,0.034653671,0.53847528
13.95,0.00090787013,0.013312092,0.073064201,0.17759453,0.16065659,5.0568891,1.4507407e-07,9.1681659e-06,0.00084136543,0.034706309,0.53933501
14.0,0.00090567925,0.013280649,0.072896868,0.17720801,0.1603429,5.064817,1.4525762e-07,9.1798629e-06,0.00084251241,0.034758244,0.54018337
14.05,0.00090351759,0.013249625,0.072731771,0.17682664,0.16003339,5.072639,1.454387e-07,9.1914044e-06,0.00084364408,0.034809485,0.54102033
14.1,0.00090138469,0.013219015,0.072568871,0.17645036,0.15972802,5.0803566,1.4561739e-07,9.2027922e-06,0.00084476074,0.034860045,0.54184622
14.15,0.00089928031,0.013188813,0.07240814,0.17607909,0.15942672,5.0879717,1.4579369e-07,9.2140281e-06,0.00084586244,0.03490993,0.54266101
14.2,0.00089720392,0.013159013,0.072249554,0.17571278,0.15912944,5.0954852,1.4596765e-07,9.2251148e-06,0.00084694952,0.034959152,0.54346502
14.25,0.0008951553,0.013129611,0.072093084,0.17535135,0.15883611,5.1028981,1.4613927e-07,9.2360524e-06,0.00084802206,0.035007715,0.54425824
14.3,0.00089313393,0.013100601,0.071938701,0.17499474,0.15854672,5.1102123,1.4630862e-07,9.2468454e-06,0.00084908033,0.03505563,0.54504097
14.35,0.00089113956,0.013071978,0.071786381,0.17464289,0.15826117,5.1174293,1.464757e-07,9.2574937e-06,0.00085012446,0.035102908,0.5458132
14.4,0.00088917173,0.013043736,0.071636088,0.17429572,0.15797941,5.1245499,1.4664056e-07,9.2680002e-06,0.00085115468,0.035149556,0.54657513
14.45,0.00088723021,0.013015872,0.071487799,0.17395319,0.15770143,5.1315756,1.4680322e-07,9.2783675e-06,0.00085217122,0.035195582,0.54732692
14.5,0.00088531454,0.012988378,0.071341485,0.17361523,0.15742716,5.1385074,1.4696371e-07,9.2885957e-06,0.00085317413,0.035240993,0.5480687
14.55,0.00088342442,0.012961252,0.07119713,0.17328177,0.15715654,5.1453471,1.4712207e-07,9.2986875e-06,0.00085416372,0.035285801,0.54880059
14.6,0.00088155951,0.012934486,0.07105469,0.17295276,0.15688953,5.1520953,1.4727831e-07,9.3086455e-06,0.0008551401,0.035330012,0.54952276
14.65,0.00087971945,0.012908079,0.070914157,0.17262813,0.15662608,5.1587534,1.4743247e-07,9.3184699e-06,0.00085610349,0.035373632,0.55023521
14.7,0.00087790395,0.012882022,0.070775494,0.17230785,0.15636614,5.1653233,1.4758457e-07,9.3281642e-06,0.00085705402,0.03541667,0.55093825
14.75,0.00087611267,0.012856314,0.070638679,0.17199183,0.15610968,5.1718054,1.4773465e-07,9.3377284e-06,0.00085799186,0.035459135,0.55163187
14.8,0.00087434525,0.012830948,0.070503689,0.17168002,0.15585662,5.1782007,1.4788273e-07,9.3471654e-06,0.00085891719,0.035501033,0.55231625
14.85,0.00087260141,0.012805921,0.070370503,0.17137237,0.15560696,5.1845112,1.4802883e-07,9.3564768e-06,0.00085983024,0.035542373,0.55299151
14.9,0.00087088079,0.012781228,0.070239089,0.17106882,0.15536061,5.1907372,1.4817299e-07,9.3656645e-06,0.00086073112,0.035583165,0.55365777
14.95,0.00086918316,0.012756864,0.070109434,0.17076932,0.15511754,5.1968803,1.4831522e-07,9.3747285e-06,0.00086161995,0.035623409,0.55431515
15.0,0.00086750818,0.012732824,0.069981501,0.17047381,0.15487772,5.2029414,1.4845557e-07,9.3836725e-06,0.00086249691,0.035663117,0.55496377
15.05,0.00086585549,0.012709105,0.06985528,0.17018224,0.15464111,5.2089219,1.4859403e-07,9.3924973e-06,0.00086336222,0.035702299,0.55560374
15.1,0.00086422486,0.012685702,0.069730736,0.16989456,0.15440764,5.2148223,1.4873065e-07,9.4012048e-06,0.00086421601,0.035740957,0.55623519
15.15,0.00086261594,0.012662612,0.069607854,0.16961072,0.15417728,5.2206445,1.4886545e-07,9.4097959e-06,0.00086505839,0.035779096,0.55685818
15.2,0.00086102856,0.01263983,0.069486611,0.16933067,0.15395001,5.2263885,1.4899845e-07,9.4182724e-06,0.00086588954,0.035816729,0.55747294
15.25,0.00085946225,0.012617351,0.069366992,0.16905434,0.15372576,5.2320561,1.4912969e-07,9.4266352e-06,0.00086670963,0.035853863,0.55807942
15.3,0.00085791689,0.012595172,0.069248959,0.16878171,0.15350449,5.2376485,1.4925917e-07,9.4348879e-06,0.00086751877,0.035890501,0.55867791
15.35,0.00085639214,0.012573289,0.069132499,0.1685127,0.15328619,5.243166,1.4938692e-07,9.4430297e-06,0.00086831715,0.035926647,0.55926836
15.4,0.00085488771,0.012551697,0.069017597,0.1682473,0.15307079,5.24861,1.4951299e-07,9.4510633e-06,0.00086910487,0.035962317,0.55985093
15.45,0.0008534033,0.012530394,0.068904229,0.16798542,0.15285826,5.2539816,1.4963736e-07,9.4589896e-06,0.00086988206,0.035997506,0.56042576
15.5,0.00085193873,0.012509374,0.068792373,0.16772704,0.15264857,5.2592812,1.4976007e-07,9.4668103e-06,0.00087064895,0.03603223,0.5609929
15.55,0.00085049367,0.012488635,0.068682,0.16747211,0.15244168,5.2645106,1.4988115e-07,9.4745265e-06,0.00087140559,0.036066487,0.56155252
15.6,0.00084906793,0.012468173,0.06857311,0.16722056,0.15223755,5.26967,1.5000062e-07,9.4821407e-06,0.00087215216,0.036100291,0.56210464
15.65,0.00084766117,0.012447983,0.068465665,0.16697238,0.15203613,5.2747607,1.5011848e-07,9.4896523e-06,0.00087288872,0.036133643,0.56264943
15.7,0.00084627315,0.012428063,0.068359651,0.16672751,0.15183741,5.2797832,1.5023478e-07,9.4970646e-06,0.0008736155,0.036166552,0.56318694
15.75,0.00084490364,0.012408408,0.068255059,0.16648591,0.15164132,5.284739,1.5034954e-07,9.5043779e-06,0.00087433262,0.036199022,0.56371731
15.8,0.00084355241,0.012389015,0.068151854,0.16624752,0.15144786,5.289629,1.5046277e-07,9.5115938e-06,0.00087504013,0.036231056,0.56424057
15.85,0.00084221922,0.012369881,0.068050027,0.16601232,0.15125699,5.2944531,1.5057448e-07,9.5187133e-06,0.00087573827,0.036262665,0.56475693
15.9,0.00084090378,0.012351003,0.067949563,0.16578025,0.15106866,5.2992134,1.506847e-07,9.5257383e-06,0.00087642705,0.036293853,0.56526631
15.95,0.00083960587,0.012332375,0.067850433,0.16555128,0.15088283,5.3039103,1.5079345e-07,9.5326695e-06,0.00087710668,0.036324624,0.56576896
16.0,0.0008383253,0.012313996,0.06775263,0.16532534,0.15069948,5.3085442,1.5090076e-07,9.539508e-06,0.00087777723,0.036354989,0.56626493
16.049999,0.00083706179,0.012295863,0.06765613,0.16510244,0.15051858,5.3131166,1.5100663e-07,9.5462556e-06,0.00087843888,0.036384944,0.56675422
16.1,0.00083581515,0.012277971,0.067560911,0.16488251,0.1503401,5.3176279,1.511111e-07,9.5529131e-06,0.00087909168,0.036414504,0.56723702
16.15,0.00083458511,0.012260318,0.067466967,0.16466551,0.15016398,5.3220792,1.5121417e-07,9.5594814e-06,0.0008797358,0.036443666,0.56771338
16.200001,0.00083337148,0.0122429,0.067374274,0.16445139,0.14999023,5.3264709,1.5131587e-07,9.5659634e-06,0.00088037131,0.036472443,0.56818342
16.25,0.00083217403,0.012225715,0.067282818,0.16424014,0.14981878,5.3308039,1.5141622e-07,9.5723581e-06,0.00088099838,0.036500834,0.56864721
16.299999,0.00083099253,0.012208759,0.067192584,0.16403171,0.14964962,5.3350797,1.5151521e-07,9.5786681e-06,0.00088161707,0.036528848,0.56910473
16.35,0.00082982681,0.012192029,0.06710355,0.16382605,0.14948273,5.3392978,1.5161289e-07,9.5848936e-06,0.0008822275,0.036556486,0.56955624
16.4,0.00082867668,0.012175521,0.067015707,0.16362314,0.14931805,5.3434601,1.5170929e-07,9.5910364e-06,0.00088282983,0.036583759,0.57000166
16.450001,0.00082754181,0.012159234,0.066929027,0.16342293,0.14915557,5.3475671,1.5180439e-07,9.5970972e-06,0.00088342407,0.036610667,0.57044119
16.5,0.00082642213,0.012143165,0.06684351,0.1632254,0.14899527,5.3516188,1.5189822e-07,9.6030772e-06,0.00088401046,0.036637217,0.57087487
16.549999,0.00082531734,0.012127309,0.066759132,0.16303049,0.14883709,5.3556166,1.5199079e-07,9.6089771e-06,0.00088458898,0.036663409,0.57130277
16.6,0.00082422735,0.012111665,0.066675879,0.16283819,0.14868103,5.3595614,1.5208214e-07,9.6147987e-06,0.00088515982,0.036689255,0.57172489
16.65,0.00082315184,0.01209623,0.066593736,0.16264845,0.14852704,5.3634534,1.5217228e-07,9.6205431e-06,0.00088572304,0.036714759,0.57214147
16.700001,0.00082209066,0.012081,0.066512696,0.16246124,0.14837512,5.3672934,1.5226119e-07,9.6262102e-06,0.00088627881,0.036739919,0.57255244
16.75,0.00082104368,0.012065974,0.066432729,0.16227652,0.14822522,5.3710823,1.5234895e-07,9.6318026e-06,0.00088682707,0.036764748,0.57295799
16.799999,0.00082001061,0.012051148,0.066353828,0.16209428,0.14807731,5.3748207,1.5243552e-07,9.6373196e-06,0.00088736811,0.036789242,0.57335812
16.85,0.00081899134,0.01203652,0.066275984,0.16191447,0.14793138,5.3785095,1.5252094e-07,9.6427639e-06,0.00088790187,0.036813412,0.57375288
16.9,0.00081798568,0.012022086,0.066199169,0.16173704,0.14778741,5.3821487,1.5260522e-07,9.6481353e-06,0.00088842859,0.036837261,0.5741424
16.950001,0.00081699342,0.012007846,0.066123389,0.16156198,0.14764534,5.3857398,1.5268837e-07,9.653435e-06,0.00088894821,0.03686079,0.57452673
17.0,0.00081601442,0.011993795,0.066048615,0.16138926,0.14750516,5.3892827,1.5277043e-07,9.6586637e-06,0.00088946096,0.036884002,0.57490593
17.049999,0.00081504841,0.011979932,0.065974839,0.16121885,0.14736687,5.3927784,1.5285138e-07,9.6638232e-06,0.0008899669,0.036906909,0.57528007
