data_generator_IPULSE,data_generator_T,data_generator_VR
0.0,840.0,-58.587921
0.0,850.0,-54.44759
0.0,860.0,-51.555538
0.0,870.0,15.362128
0.0,880.0,-70.507973
0.0,890.0,-64.20504
0.0,900.0,-58.173298
0.0,910.0,-54.22897
0.0,920.0,-51.253876
0.0,930.0,5.8570948
0.0,940.0,-70.084908
0.0,950.0,-63.192791
0.0,960.0,-57.413559
0.0,970.0,-53.697926
0.0,980.0,-49.662872
0.0,990.0,-31.884792
0.0,1000.0,-69.317665
0.0,1010.0,-61.998306
0.0,1020.0,-57.292198
0.0,1030.0,-53.526894
0.0,1040.0,-49.564682
0.0,1050.0,-35.481106
0.0,1060.0,-68.60598
0.0,1070.0,-61.442982
0.0,1080.0,-56.960804
0.0,1090.0,-53.755016
0.0,1100.0,-50.078686
0.0,1110.0,-24.34104
0.0,1120.0,-69.66317
0.0,1130.0,-62.419003
0.0,1140.0,-56.860695
0.0,1150.0,-53.646736
0.0,1160.0,-49.70982
0.0,1170.0,-33.098408
0.0,1180.0,-68.669472
0.0,1190.0,-61.533718
0.0,1200.0,-56.120853
0.0,1210.0,-52.997074
0.0,1220.0,37.332104
0.0,1230.0,-63.192814
0.0,1240.0,-68.122719
0.0,1250.0,-61.089565
0.0,1260.0,-56.951397
0.0,1270.0,-53.323036
0.0,1280.0,-45.744934
0.0,1290.0,-61.56646
0.0,1300.0,-67.866417
0.0,1310.0,-60.937317
0.0,1320.0,-56.825603
0.0,1330.0,-53.311951
0.0,1340.0,-45.501659
0.0,1350.0,-58.86866
0.0,1360.0,-67.8237
0.0,1370.0,-61.446426
0.0,1380.0,-56.757523
0.0,1390.0,-53.271343
0.0,1400.0,-45.074001
0.0,1410.0,-61.628658
0.0,1420.0,-67.771126
0.0,1430.0,-61.366333
0.0,1440.0,-57.283886
0.0,1450.0,-53.534889
0.0,1460.0,-49.607521
0.0,1470.0,-29.735792
0.0,1480.0,-69.595848
0.0,1490.0,-62.411964
0.0,1500.0,-56.782822
0.0,1510.0,-53.254574
0.0,1520.0,-39.831417
0.0,1530.0,-62.575428
0.0,1540.0,-67.556084
0.0,1550.0,-61.093945
0.0,1560.0,-56.668808
0.0,1570.0,-53.607201
0.0,1580.0,-50.466759
0.0,1590.0,6.1118016
0.0,1600.0,-70.694221
0.0,1610.0,-64.521744
0.0,1620.0,-58.395035
0.0,1630.0,-54.804302
0.0,1640.0,-51.986263
0.0,1650.0,26.894297
0.0,1660.0,-70.933846
0.0,1670.0,-64.28978
0.0,1680.0,-58.48386
0.0,1690.0,-54.437126
0.0,1700.0,-51.614716
0.0,1710.0,17.863821
0.0,1720.0,-70.798416
0.0,1730.0,-64.117653
0.0,1740.0,-58.221401
0.0,1750.0,-54.245354
0.0,1760.0,-51.334896
0.0,1770.0,8.6283751
0.0,1780.0,-70.267487
0.0,1790.0,-63.706715
0.0,1800.0,-57.826366
0.0,1810.0,-53.801903
0.0,1820.0,-50.216049
0.0,1830.0,-1.0899193
0.0,1840.0,-69.834602
0.0,1850.0,-62.502609
0.0,1860.0,-56.862209
0.0,1870.0,-53.482967
0.0,1880.0,-48.631184
0.0,1890.0,-48.654572
0.0,1900.0,-68.633736
0.0,1910.0,-62.237133
0.0,1920.0,-57.393093
0.0,1930.0,-54.019836
0.0,1940.0,-50.755089
0.0,1950.0,8.2930412
0.0,1960.0,-70.255356
0.0,1970.0,-63.374149
0.0,1980.0,-57.976009
0.0,1990.0,-54.224094
0.0,2000.0,-51.248695
0.0,2010.0,6.0012417
0.0,2020.0,-70.097534
0.0,2030.0,-62.974689
0.0,2040.0,-57.528587
0.0,2050.0,-54.256126
0.0,2060.0,-51.204144
0.0,2070.0,15.544811
0.0,2080.0,-70.841942
0.0,2090.0,-64.055565
0.0,2100.0,-58.015179
0.0,2110.0,-54.106506
0.0,2120.0,-50.917503
0.0,2130.0,12.903179
0.0,2140.0,-70.419975
0.0,2150.0,-64.094444
0.0,2160.0,-58.027454
0.0,2170.0,-54.481728
0.0,2180.0,-51.907112
0.0,2190.0,28.780066
0.0,2200.0,-70.904327
0.0,2210.0,-65.719009
0.0,2220.0,-59.554176
0.0,2230.0,-55.38776
0.0,2240.0,-52.554398
0.0,2250.0,37.657501
0.0,2260.0,-70.668571
0.0,2270.0,-66.605721
0.0,2280.0,-60.236446
0.0,2290.0,-56.015743
0.0,2300.0,-52.918991
0.0,2310.0,-40.929409
0.0,2320.0,-64.118546
0.0,2330.0,-68.207001
0.0,2340.0,-61.561855
0.0,2350.0,-56.9048
0.0,2360.0,-53.292095
0.0,2370.0,-42.913399
0.0,2380.0,-63.445465
0.0,2390.0,-68.070511
0.0,2400.0,-61.515682
0.0,2410.0,-56.906231
0.0,2420.0,-53.318703
0.0,2430.0,-46.118073
0.0,2440.0,-61.037239
0.0,2450.0,-68.464233
0.0,2460.0,-61.316723
0.0,2470.0,-57.241356
0.0,2480.0,-53.863518
0.0,2490.0,-50.813595
0.0,2500.0,-3.8693836
0.0,2510.0,-69.713867
0.0,2520.0,-62.580048
0.0,2530.0,-57.310944
0.0,2540.0,-53.921528
0.0,2550.0,-50.547161
0.0,2560.0,5.8359404
0.0,2570.0,-70.117226
0.0,2580.0,-63.565342
0.0,2590.0,-57.954334
0.0,2600.0,-54.075401
0.0,2610.0,-50.740688
0.0,2620.0,7.2857723
0.0,2630.0,-70.728806
0.0,2640.0,-64.757195
0.0,2650.0,-58.574257
0.0,2660.0,-54.44022
0.0,2670.0,-51.704792
0.0,2680.0,22.085785
0.0,2690.0,-71.022636
0.0,2700.0,-64.794807
0.0,2710.0,-58.656723
0.0,2720.0,-54.541794
0.0,2730.0,-51.741905
0.0,2740.0,29.196638
0.0,2750.0,-70.979584
0.0,2760.0,-65.070404
0.0,2770.0,-58.875507
0.0,2780.0,-54.808025
0.0,2790.0,-52.215946
0.0,2800.0,32.624195
0.0,2810.0,-71.021408
0.0,2820.0,-65.002266
0.0,2830.0,-58.805912
0.0,2840.0,-54.771881
0.0,2850.0,-52.043751
0.0,2860.0,35.770416
0.0,2870.0,-70.959541
0.0,2880.0,-65.580498
0.0,2890.0,-59.523926
0.0,2900.0,-55.417274
0.0,2910.0,-52.532551
0.0,2920.0,37.685535
0.0,2930.0,-70.771759
0.0,2940.0,-66.246048
0.0,2950.0,-60.095024
0.0,2960.0,-55.864601
0.0,2970.0,-52.849773
0.0,2980.0,40.718849
0.0,2990.0,-69.575981
0.0,3000.0,-66.390305
0.0,3010.0,-60.258038
0.0,3020.0,-56.073399
0.0,3030.0,-53.016403
0.0,3040.0,17.58297
0.0,3050.0,-56.484211
0.0,3060.0,-68.65802
0.0,3070.0,-61.460831
0.0,3080.0,-56.597301
0.0,3090.0,-53.716774
0.0,3100.0,-50.11908
0.0,3110.0,-21.799772
0.0,3120.0,-69.17868
0.0,3130.0,-61.921638
0.0,3140.0,-57.820297
0.0,3150.0,-53.990177
0.0,3160.0,-50.580452
0.0,3170.0,-10.901916
0.0,3180.0,-70.078949
0.0,3190.0,-63.056736
0.0,3200.0,-57.361614
0.0,3210.0,-53.708591
0.0,3220.0,-49.961407
0.0,3230.0,-27.327606
0.0,3240.0,-69.463448
0.0,3250.0,-62.103123
0.0,3260.0,-56.568089
0.0,3270.0,-53.307869
0.0,3280.0,-44.292
0.0,3290.0,-62.355885
0.0,3300.0,-67.705688
0.0,3310.0,-61.113235
0.0,3320.0,-56.469765
0.0,3330.0,-53.188972
0.0,3340.0,-41.601028
0.0,3350.0,-63.847244
0.0,3360.0,-68.219276
0.0,3370.0,-61.524326
0.0,3380.0,-56.814781
0.0,3390.0,-53.287323
0.0,3400.0,-45.3629
0.0,3410.0,-62.04826
0.0,3420.0,-68.409233
0.0,3430.0,-61.666847
0.0,3440.0,-56.559731
0.0,3450.0,-53.169823
0.0,3460.0,-24.891701
0.0,3470.0,-64.434433
0.0,3480.0,-68.014404
0.0,3490.0,-61.316051
0.0,3500.0,-56.787643
0.0,3510.0,-53.294167
0.0,3520.0,-46.451221
0.0,3530.0,-59.377098
0.0,3540.0,-67.780472
0.0,3550.0,-61.267269
0.0,3560.0,-56.991386
0.0,3570.0,-53.36755
0.0,3580.0,-48.312527
0.0,3590.0,-51.777973
0.0,3600.0,-68.79657
0.0,3610.0,-61.553722
0.0,3620.0,-57.65118
0.0,3630.0,-53.777378
0.0,3640.0,-50.393494
0.0,3650.0,-15.90669
0.0,3660.0,-69.997398
0.0,3670.0,-63.317791
0.0,3680.0,-57.528324
0.0,3690.0,-53.624744
0.0,3700.0,-49.552425
0.0,3710.0,-33.112717
0.0,3720.0,-68.812698
0.0,3730.0,-61.616577
0.0,3740.0,-56.789886
0.0,3750.0,-53.298893
0.0,3760.0,-47.51194
0.0,3770.0,-56.524689
0.0,3780.0,-67.993614
0.0,3790.0,-61.123131
0.0,3800.0,-57.096523
0.0,3810.0,-53.401508
0.0,3820.0,-46.221584
0.0,3830.0,-58.731102
0.0,3840.0,-67.86515
0.0,3850.0,-61.41338
0.0,3860.0,-56.381447
0.0,3870.0,-53.191967
0.0,3880.0,-8.7259903
0.0,3890.0,-64.859138
0.0,3900.0,-68.119156
0.0,3910.0,-61.181362
0.0,3920.0,-56.695156
0.0,3930.0,-53.286304
0.0,3940.0,-47.970051
0.0,3950.0,-31.519571
0.0,3960.0,-69.400398
0.0,3970.0,-62.073471
0.0,3980.0,-57.259357
0.0,3990.0,-53.669746
0.0,4000.0,-50.127438
0.0,4010.0,-4.8494015
0.0,4020.0,-69.688141
0.0,4030.0,-63.278217
0.0,4040.0,-57.888981
0.0,4050.0,-54.032379
0.0,4060.0,-50.619766
0.0,4070.0,-11.411858
0.0,4080.0,-69.970284
0.0,4090.0,-63.302631
0.0,4100.0,-57.785297
0.0,4110.0,-54.272541
0.0,4120.0,-51.301567
0.0,4130.0,10.211339
0.0,4140.0,-70.798271
0.0,4150.0,-63.911652
0.0,4160.0,-58.066841
0.0,4170.0,-54.2099
0.0,4180.0,-51.214993
0.0,4190.0,14.64931
0.0,4200.0,-70.491272
0.0,4210.0,-63.594105
0.0,4220.0,-57.688229
0.0,4230.0,-53.825546
0.0,4240.0,-50.467957
0.0,4250.0,-15.198226
0.0,4260.0,-69.937843
0.0,4270.0,-63.025326
0.0,4280.0,-57.417194
0.0,4290.0,-53.58728
0.0,4300.0,-49.354683
0.0,4310.0,-34.076225
0.0,4320.0,-68.711922
0.0,4330.0,-62.300434
0.0,4340.0,-57.153793
0.0,4350.0,-54.040451
0.0,4360.0,-50.800625
0.0,4370.0,10.418714
0.0,4380.0,-70.741188
0.0,4390.0,-64.444756
0.0,4400.0,-58.325943
0.0,4410.0,-54.333988
0.0,4420.0,-51.412945
0.0,4430.0,22.838919
0.0,4440.0,-70.772293
0.0,4450.0,-64.762337
0.0,4460.0,-58.611324
0.0,4470.0,-54.519562
0.0,4480.0,-51.976624
0.0,4490.0,30.986292
0.0,4500.0,-70.874161
0.0,4510.0,-66.063065
0.0,4520.0,-59.94043
0.0,4530.0,-55.622566
0.0,4540.0,-52.794861
0.0,4550.0,40.650749
0.0,4560.0,-69.516602
0.0,4570.0,-66.483299
0.0,4580.0,-60.319813
0.0,4590.0,-56.136566
0.0,4600.0,-52.981289
0.0,4610.0,38.050991
0.0,4620.0,-68.463295
0.0,4630.0,-67.627235
0.0,4640.0,-61.297115
0.0,4650.0,-56.786854
0.0,4660.0,-53.294422
0.0,4670.0,-46.472946
0.0,4680.0,-59.332161
0.0,4690.0,-68.002327
0.0,4700.0,-61.463455
0.0,4710.0,-56.89106
0.0,4720.0,-53.910267
0.0,4730.0,-50.382988
0.0,4740.0,-16.018326
0.0,4750.0,-69.264229
0.0,4760.0,-61.979568
0.0,4770.0,-56.951431
0.0,4780.0,-53.90591
0.0,4790.0,-50.231018
0.0,4800.0,-21.455721
0.0,4810.0,-69.053253
0.0,4820.0,-61.756001
0.0,4830.0,-57.031868
0.0,4840.0,-53.962814
0.0,4850.0,-50.748924
0.0,4860.0,-7.9940367
0.0,4870.0,-69.81105
0.0,4880.0,-62.636261
0.0,4890.0,-57.520214
0.0,4900.0,-53.566616
0.0,4910.0,-49.500946
0.0,4920.0,-35.69875
0.0,4930.0,-68.596001
0.0,4940.0,-61.706429
0.0,4950.0,-57.411823
0.0,4960.0,-54.200989
0.0,4970.0,-51.031898
0.0,4980.0,-0.35752603
0.0,4990.0,-70.49601
0.0,5000.0,-64.287308
0.0,5010.0,-58.212608
0.0,5020.0,-54.076283
0.0,5030.0,-51.024685
0.0,5040.0,1.718304
0.0,5050.0,-69.956718
0.0,5060.0,-63.577641
0.0,5070.0,-57.710896
0.0,5080.0,-53.732491
0.0,5090.0,-50.203892
0.0,5100.0,-20.25461
0.0,5110.0,-69.16201
0.0,5120.0,-62.398716
0.0,5130.0,-56.799728
0.0,5140.0,-53.812748
0.0,5150.0,-49.856689
0.0,5160.0,-27.861063
0.0,5170.0,-69.395485
0.0,5180.0,-62.980957
0.0,5190.0,-57.556873
0.0,5200.0,-54.294987
0.0,5210.0,-51.246422
0.0,5220.0,7.6712809
0.0,5230.0,-70.149391
0.0,5240.0,-62.990562
0.0,5250.0,-57.478374
0.0,5260.0,-53.807537
0.0,5270.0,-50.188602
0.0,5280.0,-20.758707
0.0,5290.0,-69.069916
0.0,5300.0,-62.641968
0.0,5310.0,-57.019119
0.0,5320.0,-53.31638
0.0,5330.0,-42.97036
0.0,5340.0,-46.956955
0.0,5350.0,-68.811081
0.0,5360.0,-61.727749
0.0,5370.0,-57.107658
0.0,5380.0,-53.484013
0.0,5390.0,-49.518394
0.0,5400.0,-12.476635
0.0,5410.0,-69.923775
0.0,5420.0,-62.786594
0.0,5430.0,-57.408588
0.0,5440.0,-54.016914
0.0,5450.0,-50.566998
0.0,5460.0,2.5174711
0.0,5470.0,-70.074753
0.0,5480.0,-63.501865
0.0,5490.0,-57.665489
0.0,5500.0,-53.952801
0.0,5510.0,-50.6171
0.0,5520.0,0.65790766
0.0,5530.0,-69.871407
0.0,5540.0,-62.903275
0.0,5550.0,-57.978634
0.0,5560.0,-53.857624
0.0,5570.0,-50.514954
0.0,5580.0,0.61688584
0.0,5590.0,-69.86544
0.0,5600.0,-62.74691
0.0,5610.0,-57.477428
0.0,5620.0,-54.128174
0.0,5630.0,-50.891121
0.0,5640.0,8.6938438
0.0,5650.0,-70.254211
0.0,5660.0,-63.216331
0.0,5670.0,-58.136242
0.0,5680.0,-54.509407
0.0,5690.0,-51.876881
0.0,5700.0,33.512283
0.0,5710.0,-71.013275
0.0,5720.0,-65.085892
0.0,5730.0,-58.897251
0.0,5740.0,-54.697323
0.0,5750.0,-51.846939
0.0,5760.0,30.02932
0.0,5770.0,-70.92495
0.0,5780.0,-65.596878
0.0,5790.0,-59.500267
0.0,5800.0,-55.405888
0.0,5810.0,-52.676086
0.0,5820.0,39.420135
0.0,5830.0,-69.406631
0.0,5840.0,-66.410965
0.0,5850.0,-60.294804
0.0,5860.0,-56.110283
0.0,5870.0,-53.018097
0.0,5880.0,37.713882
0.0,5890.0,-68.550217
0.0,5900.0,-66.914757
0.0,5910.0,-60.749825
0.0,5920.0,-56.438019
0.0,5930.0,-53.158302
0.0,5940.0,-39.239525
0.0,5950.0,-64.3778
0.0,5960.0,-68.078842
0.0,5970.0,-61.005478
0.0,5980.0,-56.811108
0.0,5990.0,-53.376766
0.0,6000.0,-49.293873
0.0,6010.0,-39.814541
0.0,6020.0,-68.484947
0.0,6030.0,-61.532722
0.0,6040.0,-56.343998
0.0,6050.0,-53.083706
0.0,6060.0,-47.030693
0.0,6070.0,-59.529804
0.0,6080.0,-68.486313
0.0,6090.0,-61.795868
0.0,6100.0,-57.902802
0.0,6110.0,-53.845589
0.0,6120.0,-50.223324
0.0,6130.0,-20.749891
0.0,6140.0,-69.064957
0.0,6150.0,-62.634361
0.0,6160.0,-56.947342
0.0,6170.0,-53.404091
0.0,6180.0,-46.263893
0.0,6190.0,-59.894341
0.0,6200.0,-67.798485
0.0,6210.0,-61.273224
0.0,6220.0,-56.756927
0.0,6230.0,-53.271652
0.0,6240.0,-45.101017
0.0,6250.0,-61.450157
0.0,6260.0,-67.697571
0.0,6270.0,-61.174702
0.0,6280.0,-56.709911
0.0,6290.0,-53.496227
0.0,6300.0,-49.673409
0.0,6310.0,-33.611279
0.0,6320.0,-68.660591
0.0,6330.0,-62.192814
0.0,6340.0,-56.95623
0.0,6350.0,-53.802906
0.0,6360.0,-50.208572
0.0,6370.0,-7.8815899
0.0,6380.0,-70.239235
0.0,6390.0,-63.737305
0.0,6400.0,-58.862995
0.0,6410.0,-54.559055
0.0,6420.0,-51.711872
0.0,6430.0,18.947309
0.0,6440.0,-70.990509
0.0,6450.0,-65.454407
0.0,6460.0,-59.791836
0.0,6470.0,-55.00732
0.0,6480.0,-52.235493
0.0,6490.0,36.772953
0.0,6500.0,-70.87159
0.0,6510.0,-66.101852
0.0,6520.0,-59.963024
0.0,6530.0,-55.7981
0.0,6540.0,-52.820602
0.0,6550.0,40.667587
0.0,6560.0,-66.336006
0.0,6570.0,-68.008698
0.0,6580.0,-61.540859
0.0,6590.0,-56.190079
0.0,6600.0,-53.13203
0.0,6610.0,-44.643562
0.0,6620.0,-62.763378
0.0,6630.0,-68.038368
0.0,6640.0,-60.972878
0.0,6650.0,-56.890045
0.0,6660.0,-53.728813
0.0,6670.0,-49.879765
0.0,6680.0,-13.797576
0.0,6690.0,-69.331764
0.0,6700.0,-62.054028
0.0,6710.0,-57.870876
0.0,6720.0,-54.387543
0.0,6730.0,-51.494118
0.0,6740.0,22.366192
0.0,6750.0,-71.022911
0.0,6760.0,-64.737328
0.0,6770.0,-58.874325
0.0,6780.0,-55.094116
0.0,6790.0,-52.505943
0.0,6800.0,39.238609
0.0,6810.0,-68.558723
0.0,6820.0,-66.857651
0.0,6830.0,-60.645401
0.0,6840.0,-56.347027
0.0,6850.0,-53.035706
0.0,6860.0,-44.269199
0.0,6870.0,-63.409294
0.0,6880.0,-68.208519
0.0,6890.0,-61.116611
0.0,6900.0,-56.641041
0.0,6910.0,-53.215572
0.0,6920.0,-42.701431
0.0,6930.0,-63.80238
0.0,6940.0,-68.200661
0.0,6950.0,-61.766277
0.0,6960.0,-57.067425
0.0,6970.0,-53.447216
0.0,6980.0,-48.436924
0.0,6990.0,-51.699692
0.0,7000.0,-68.70771
0.0,7010.0,-61.490894
0.0,7020.0,-57.544643
0.0,7030.0,-53.631538
0.0,7040.0,-49.615067
0.0,7050.0,-33.097965
0.0,7060.0,-68.773766
0.0,7070.0,-61.738422
0.0,7080.0,-56.533741
0.0,7090.0,-53.119301
0.0,7100.0,-44.560997
0.0,7110.0,-45.892735
0.0,7120.0,-69.155846
0.0,7130.0,-61.984585
0.0,7140.0,-57.403168
0.0,7150.0,-53.691578
0.0,7160.0,-50.290634
0.0,7170.0,-18.004133
0.0,7180.0,-69.946907
0.0,7190.0,-63.030098
0.0,7200.0,-57.388294
0.0,7210.0,-53.632542
0.0,7220.0,-49.438862
0.0,7230.0,-38.429985
0.0,7240.0,-68.527466
0.0,7250.0,-61.47694
0.0,7260.0,-56.930302
0.0,7270.0,-53.781483
0.0,7280.0,-49.969639
0.0,7290.0,-12.170232
0.0,7300.0,-69.923271
0.0,7310.0,-62.73571
0.0,7320.0,-57.843876
0.0,7330.0,-54.050739
0.0,7340.0,-50.729416
0.0,7350.0,9.2939959
0.0,7360.0,-70.604118
0.0,7370.0,-64.526207
0.0,7380.0,-58.41544
0.0,7390.0,-54.658901
0.0,7400.0,-51.864822
0.0,7410.0,24.332964
0.0,7420.0,-70.860123
0.0,7430.0,-64.228943
0.0,7440.0,-58.173775
0.0,7450.0,-54.042618
0.0,7460.0,-50.662018
0.0,7470.0,-10.124413
0.0,7480.0,-70.195442
0.0,7490.0,-63.588741
0.0,7500.0,-58.422066
0.0,7510.0,-54.324226
0.0,7520.0,-51.465912
0.0,7530.0,12.971525
0.0,7540.0,-70.416039
0.0,7550.0,-64.081367
0.0,7560.0,-58.032227
0.0,7570.0,-54.630283
0.0,7580.0,-51.976112
0.0,7590.0,30.777376
0.0,7600.0,-71.012207
0.0,7610.0,-64.757881
0.0,7620.0,-58.576481
0.0,7630.0,-54.490616
0.0,7640.0,-51.636799
0.0,7650.0,25.834158
0.0,7660.0,-70.920349
0.0,7670.0,-64.283363
0.0,7680.0,-59.260101
0.0,7690.0,-54.821201
0.0,7700.0,-51.968773
0.0,7710.0,33.805164
0.0,7720.0,-71.016251
0.0,7730.0,-65.093918
0.0,7740.0,-58.905918
0.0,7750.0,-54.761692
0.0,7760.0,-51.964146
0.0,7770.0,25.944197
0.0,7780.0,-70.896812
0.0,7790.0,-64.199921
0.0,7800.0,-58.868652
0.0,7810.0,-54.805824
0.0,7820.0,-52.247204
0.0,7830.0,35.142696
0.0,7840.0,-70.164406
0.0,7850.0,-66.731499
0.0,7860.0,-60.549187
0.0,7870.0,-56.369751
0.0,7880.0,-53.179962
0.0,7890.0,-46.69223
0.0,7900.0,-34.893963
0.0,7910.0,-68.663673
0.0,7920.0,-61.623158
0.0,7930.0,-57.734489
0.0,7940.0,-53.865955
0.0,7950.0,-50.294735
0.0,7960.0,-4.7225027
0.0,7970.0,-69.681221
0.0,7980.0,-62.394905
0.0,7990.0,-57.531815
0.0,8000.0,-54.299683
0.0,8010.0,-51.246284
0.0,8020.0,15.431197
0.0,8030.0,-70.513641
0.0,8040.0,-64.062004
0.0,8050.0,-58.186817
0.0,8060.0,-54.301823
0.0,8070.0,-51.367611
0.0,8080.0,22.947227
0.0,8090.0,-70.843567
0.0,8100.0,-64.655434
0.0,8110.0,-58.484917
0.0,8120.0,-54.266571
0.0,8130.0,-51.231201
0.0,8140.0,5.8216758
0.0,8150.0,-70.091385
0.0,8160.0,-63.425793
0.0,8170.0,-58.418716
0.0,8180.0,-54.418491
0.0,8190.0,-51.525955
0.0,8200.0,13.817163
0.0,8210.0,-70.443947
0.0,8220.0,-63.800079
0.0,8230.0,-57.872986
0.0,8240.0,-53.893505
0.0,8250.0,-50.384235
0.0,8260.0,-16.190889
0.0,8270.0,-69.813461
0.0,8280.0,-62.478588
0.0,8290.0,-56.823265
0.0,8300.0,-53.257637
0.0,8310.0,-47.952335
0.0,8320.0,-55.228329
0.0,8330.0,-68.860954
0.0,8340.0,-62.068035
0.0,8350.0,-56.687141
0.0,8360.0,-53.524368
0.0,8370.0,-49.006123
0.0,8380.0,-20.824469
0.0,8390.0,-69.060249
0.0,8400.0,-61.777901
0.0,8410.0,-57.164246
0.0,8420.0,-53.947937
0.0,8430.0,-50.594498
0.0,8440.0,-0.034745634
0.0,8450.0,-69.848709
0.0,8460.0,-62.824547
0.0,8470.0,-58.318325
0.0,8480.0,-54.161434
0.0,8490.0,-50.994503
0.0,8500.0,13.442595
0.0,8510.0,-70.439476
0.0,8520.0,-64.253189
0.0,8530.0,-58.147507
0.0,8540.0,-53.965435
0.0,8550.0,-50.632381
0.0,8560.0,-10.241404
0.0,8570.0,-70.145447
0.0,8580.0,-63.275311
0.0,8590.0,-57.552349
0.0,8600.0,-54.30267
0.0,8610.0,-51.234787
0.0,8620.0,20.271454
0.0,8630.0,-70.698792
0.0,8640.0,-64.693451
0.0,8650.0,-58.456367
0.0,8660.0,-54.396038
0.0,8670.0,-51.528797
0.0,8680.0,24.801882
0.0,8690.0,-70.86866
0.0,8700.0,-64.125595
0.0,8710.0,-58.041904
0.0,8720.0,-54.113926
0.0,8730.0,-51.083824
0.0,8740.0,2.5646014
0.0,8750.0,-70.526718
0.0,8760.0,-64.308723
0.0,8770.0,-58.192654
0.0,8780.0,-53.956245
0.0,8790.0,-50.800259
0.0,8800.0,6.1379628
0.0,8810.0,-70.642502
0.0,8820.0,-64.19709
0.0,8830.0,-58.097595
0.0,8840.0,-54.228485
0.0,8850.0,-51.461903
0.0,8860.0,15.896531
0.0,8870.0,-70.911743
0.0,8880.0,-64.627449
0.0,8890.0,-58.476669
0.0,8900.0,-54.472404
0.0,8910.0,-51.58186
0.0,8920.0,16.710194
0.0,8930.0,-70.537964
0.0,8940.0,-63.669666
0.0,8950.0,-57.765987
0.0,8960.0,-54.181385
0.0,8970.0,-51.007389
0.0,8980.0,-0.11236095
0.0,8990.0,-69.854195
0.0,9000.0,-62.988083
0.0,9010.0,-57.199558
0.0,9020.0,-53.439373
0.0,9030.0,-49.064957
0.0,9040.0,-43.234066
0.0,9050.0,-68.581871
0.0,9060.0,-61.507198
0.0,9070.0,-57.369152
0.0,9080.0,-54.179287
0.0,9090.0,-51.029636
0.0,9100.0,0.088444129
0.0,9110.0,-69.871017
0.0,9120.0,-62.547848
0.0,9130.0,-57.350891
0.0,9140.0,-53.693325
0.0,9150.0,-49.495026
0.0,9160.0,-35.343624
0.0,9170.0,-68.61821
0.0,9180.0,-61.439838
0.0,9190.0,-57.388424
0.0,9200.0,-53.962994
0.0,9210.0,-50.926205
0.0,9220.0,0.49820501
0.0,9230.0,-69.860001
0.0,9240.0,-63.424957
0.0,9250.0,-57.622341
0.0,9260.0,-53.658764
0.0,9270.0,-49.683479
0.0,9280.0,-16.026337
0.0,9290.0,-69.358978
0.0,9300.0,-62.752052
0.0,9310.0,-57.033596
0.0,9320.0,-53.549152
0.0,9330.0,-49.169594
0.0,9340.0,-15.641918
0.0,9350.0,-69.745804
0.0,9360.0,-62.5411
0.0,9370.0,-57.34193
0.0,9380.0,-53.732365
