s130,s137,s149,s153,s157,s161,s166,s4,s46,s47,s48,s49,s50,s51,s52,s55,s56,s57,s60,s61,s63,s64,s65,s66,s67,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s88,s89,s9,s90,s91,s92,s93,s94,Time
0.0,0.0432273,0.0,0.0,0.0,0.0165018,0.0,0.0,0.0,0.00239076,6.33821e-05,0.0,0.00127807,0.0,0.0,0.0,0.0439902,0.0,0.1147007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.024905306531022436,7.843485688552438e-09,3.1620797527416677e-13,0.0,0.009541925485326504,0.033001601454965515,0.0,0.0,0.002858393250484584,6.343802448560861e-05,0.0,0.0012799083518289988,0.0,0.0,0.0,0.05126273441931949,0.0,0.13296369654227838,0.0,6.691429875166868e-10,0.0,0.0,0.0,2.0236209943664793e-05,0.0,0.0012318890735624221,0.0024886412298879422,0.0,0.0,1.4992436694929519e-05,0.0,0.0,0.0,0.0,0.0022894608819839977,1.5002009133797803e-05,0.0,0.0004565791940282018,5.0456732764712765e-05,0.0,0.0,0.0,0.0,1.2373427183999886e-07,8.098209349931965e-10,0.0,0.0,0.0,0.01
0.0,0.024626713695645182,4.1464875365056236e-08,6.689940454921662e-12,0.0,0.009496065445593891,0.04065953413939022,0.0,0.0,0.0028728208807964842,6.351693247830175e-05,0.0,0.0012842786514003783,0.0,0.0,0.0,0.051621084446051485,0.0,0.1331831233992047,0.0,5.36990931736135e-09,0.0,0.0,0.0,4.0929193526396664e-05,0.0,0.0024538524437924536,0.004954070043133091,0.0,0.0,2.9969753938367945e-05,0.0,0.0,0.0,0.0,0.004544423881132631,2.9989033636594507e-05,0.0,0.0009041862419761534,0.00010182098961726523,0.0,0.0,0.0,0.0,5.067535857389245e-07,6.681118036460312e-09,0.0,0.0,0.0,0.02
0.0,0.026518174076217874,1.0461356752879244e-07,3.780922546977765e-11,0.0,0.010286709853472274,0.04505393905583476,0.0,0.0,0.002872993602596348,6.362000520122564e-05,0.0,0.0012883238343794061,0.0,0.0,0.0,0.05114279732392478,0.0,0.13123256718586107,0.0,1.817668000550867e-08,0.0,0.0,0.0,6.206742074771502e-05,0.0,0.003667690527100597,0.007396886517072282,0.0,0.0,4.493196757659655e-05,0.0,0.0,0.0,0.0,0.006770557459968471,4.496109235141238e-05,0.0,0.0013172921916904587,0.0001540861174022645,0.0,0.0,0.0,0.0,1.1417381847024567e-06,2.2729046433357854e-08,0.0,0.0,0.0,0.03
0.0,0.02856232886287763,2.0048575378663843e-07,1.2795980964026127e-10,0.0,0.011142182379896955,0.04900207231529441,0.0,0.0,0.002872765765404256,6.373810514950223e-05,0.0,0.0012917498182250043,0.0,0.0,0.0,0.05059949791716616,0.0,0.12912944673758647,0.0,4.320520152116739e-08,0.0,0.0,0.0,8.36404742352776e-05,0.0,0.004874715993671162,0.009817708353731941,0.0,0.0,5.987909280729435e-05,0.0,0.0,0.0,0.0,0.008972431331791578,5.991820318489217e-05,0.0,0.0016961853535147485,0.0002072466436232026,0.0,0.0,0.0,0.0,2.0209506533154624e-06,5.388554125857758e-08,0.0,0.0,0.0,0.04
0.0,0.030531142621138936,3.3278755792246e-07,3.2938042883451984e-10,0.0,0.011975856054200694,0.05283203626126526,0.0,0.0,0.002872507172089238,6.386298022856839e-05,0.0,0.0012945696273228137,0.0,0.0,0.0,0.05007776179890525,0.0,0.12710184912963504,0.0,8.460649453135151e-08,0.0,0.0,0.0,0.00010563782988016518,0.0,0.006075915829898827,0.012217044421460625,0.0,0.0,7.481114466646238e-05,0.0,0.0,0.0,0.0,0.011153530867374462,7.486038268914411e-05,0.0,0.0020438398680712564,0.00026129786592302286,0.0,0.0,0.0,0.0,3.138631918846322e-06,1.0493821456648016e-07,0.0,0.0,0.0,0.05
0.0,0.03240457322939751,5.052166852700809e-07,7.144341337387111e-10,0.0,0.012780023538814382,0.05658233822331616,0.0,0.0,0.0028722187293744495,6.398817333851113e-05,0.0,0.0012968277560688856,0.0,0.0,0.0,0.049585248785706956,0.0,0.12516986407309566,0.0,1.4656099431947366e-07,0.0,0.0,0.0,0.0001280492698712761,0.0,0.0072720509610730575,0.014595358092724234,0.0,0.0,8.97281381780398e-05,0.0,0.0,0.0,0.0,0.013316645736595127,8.978764629814803e-05,0.0,0.0023631674388087404,0.0003162357010804895,0.0,0.0,0.0,0.0,4.489804605894899e-06,1.805549727333364e-07,0.0,0.0,0.0,0.06
0.0,0.034186073156007066,7.21329259085728e-07,1.377469203619928e-09,0.0,0.013555635667695048,0.060258277248424585,0.0,0.0,0.002871900231719747,6.410879096762533e-05,0.0,0.001298569020359486,0.0,0.0,0.0,0.049120964228144555,0.0,0.1233300829985953,0.0,2.332731716177921e-07,0.0,0.0,0.0,0.0001508649425590765,0.0,0.008463720329344194,0.016953084503900998,0.0,0.0,0.00010463008837361567,0.0,0.0,0.0,0.0,0.015464061160714124,0.00010470000858374175,0.0,0.002656764334593656,0.00037205655559863687,0.0,0.0,0.0,0.0,6.069942197112353e-06,2.8529453258435904e-07,0.0,0.0,0.0,0.07
0.0,0.03588130387943767,9.845168510107852e-07,2.4364371828644063e-09,0.0,0.014304397123603067,0.06386140859209802,0.0,0.0,0.0028715526663962744,6.422120664566879e-05,0.0,0.0012998353736039863,0.0,0.0,0.0,0.048683162964416514,0.0,0.1215768849985281,0.0,3.4896658392266174e-07,0.0,0.0,0.0,0.0001740753331647497,0.0,0.009651403516457662,0.019290634835408035,0.0,0.0,0.00011951701030110743,0.0,0.0,0.0,0.0,0.017597673188645652,0.00011959748346778473,0.0,0.0029269312431794577,0.0004287572248319621,0.0,0.0,0.0,0.0,7.874888919805687e-06,4.2361347743095674e-07,0.0,0.0,0.0,0.08
0.0,0.037495765366210444,1.2980045254038517e-06,4.034216501779353e-09,0.0,0.0150279498264603,0.06739283104369122,0.0,0.0,0.0028711771363188433,6.432280334510753e-05,0.0,0.0013006658317557995,0.0,0.0,0.0,0.04827016558244127,0.0,0.1199048076949823,0.0,4.978791798904316e-07,0.0,0.0,0.0,0.00019767122700621204,0.0,0.010835490609259042,0.02160839831140861,0.0,0.0,0.0001343889190299198,0.0,0.0,0.0,0.0,0.019719071544233628,0.00013448008439523378,0.0,0.003175715445880016,0.0004863348153087777,0.0,0.0,0.0,0.0,9.900826220845567e-06,5.998727619827641e-07,0.0,0.0,0.0,0.09
0.0,0.03903452556457271,1.6648514612541219e-06,6.339726284242659e-09,0.0,0.015727796849273,0.07085360167592632,0.0,0.0,0.0028707739673055357,6.441177410531716e-05,0.0,0.0013010966709201697,0.0,0.0,0.0,0.047880434216148605,0.0,0.11830881803136457,0.0,6.842591126900363e-07,0.0,0.0,0.0,0.00022164368133867156,0.0,0.012016302482828495,0.02390674371232439,0.0,0.0,0.00014924582965348168,0.0,0.0,0.0,0.0,0.021829598826993455,0.00014934782446528595,0.0,0.0034049458497882896,0.0005447866881669785,0.0,0.0,0.0,0.0,1.2144249357113738e-05,8.18343356034287e-07,0.0,0.0,0.0,0.1
0.0,0.04050219487896988,2.0879501613487964e-06,9.549174556884456e-09,0.0,0.016405298772020387,0.07424481892459674,0.0,0.0,0.00287034610647287,6.44869563142718e-05,0.0,0.0013011616092783354,0.0,0.0,0.0,0.04751257595711284,0.0,0.11678433803308243,0.0,9.123608067205125e-07,0.0,0.0,0.0,0.0002459840052927578,0.0,0.013194105454273332,0.02618602057826184,0.0,0.0,0.00016408775729048007,0.0,0.0,0.0,0.0,0.023930395114765062,0.00016420071654058225,0.0,0.0036162610041862837,0.0006041104156232846,0.0,0.0,0.0,0.0,1.460194954190599e-05,1.0832107890122323e-06,0.0,0.0,0.0,0.11
0.0,0.0419031261915261,2.5700319873812585e-06,1.388625701245973e-08,0.0,0.017061744154940956,0.07756741664472522,0.0,0.0,0.002869894349532965,6.454767704185212e-05,0.0,0.0013008920857497956,0.0,0.0,0.0,0.04716527209219209,0.0,0.11532704507078809,0.0,1.1864409300341996e-06,0.0,0.0,0.0,0.0002706837357453146,0.0,0.01436912412478314,0.028446560932521053,0.0,0.0,0.00017891471708326062,0.0,0.0,0.0,0.0,0.026022439826875698,0.00017903877334068117,0.0,0.003811139139729069,0.0006643037397936276,0.0,0.0,0.0,0.0,1.7270989121284328e-05,1.3985823365462544e-06,0.0,0.0,0.0,0.12
0.0,0.043241249430705134,3.113665590629043e-06,1.960305126236193e-08,0.0,0.017698290277759984,0.08082242940548623,0.0,0.0,0.0028694180870746946,6.459365937984559e-05,0.0,0.0013003173699570893,0.0,0.0,0.0,0.046837337204419335,0.0,0.11393303745124152,0.0,1.5107550304530275e-06,0.0,0.0,0.0,0.0002957346283315993,0.0,0.015541548748392336,0.030688680320589436,0.0,0.0,0.0001937267241966857,0.0,0.0,0.0,0.0,0.028106576584578703,0.0001938620075004647,0.0,0.003990915342117383,0.0007253645487646877,0.0,0.0,0.0,0.0,2.0148686693059336e-05,1.7684907533060784e-06,0.0,0.0,0.0,0.13
