Time,species_1,species_2,species_3,parameter_1,parameter_2,parameter_3,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6
0.0,0.0,0.0,0.33,1.0,0.3,5.0,1.0,1.0,1.0,0.996101716784566,0.0,0.0,0.5238095238095238
0.01,0.009838668036519081,0.009798891618254386,0.3347440429026824,1.0,0.3,5.0,1.0,0.9999999999078104,0.9999999999096589,0.9958145442929363,0.031754164510413685,0.0316298472440274,0.5273685458659825
0.02,0.019374388018684983,0.019293086327609853,0.33945289114048516,1.0,0.3,5.0,1.0,0.9999999972701425,0.9999999973269411,0.9955131190426793,0.060663562093625015,0.060424378584302434,0.5308489426563697
0.03,0.028633533284797022,0.028508730245822955,0.3441273165077505,1.0,0.3,5.0,1.0,0.9999999807524834,0.999999981168307,0.9951970857270246,0.08712906744054912,0.08678226062512823,0.5342535670952402
0.04,0.037638858319359786,0.03746836669049422,0.3487680628087119,1.0,0.3,5.0,1.0,0.9999999244590964,0.9999999261545439,0.9948660909084135,0.11147667808945919,0.11102778923530324,0.5375851291119205
0.05,0.046410156929609356,0.04619159020218676,0.3533758470783247,1.0,0.3,5.0,1.0,0.9999997846895587,0.9999997897120065,0.9945197832045122,0.13397458475514595,0.13342782294396413,0.5408462046133197
0.06,0.05496477306275582,0.05469555438163407,0.3579513606924171,1.0,0.3,5.0,1.0,0.9999994983255559,0.999999510491846,0.9941578134785143,0.1548457121209556,0.15420422868560818,0.5440392437454876
0.07,0.06331801548699632,0.06299538430836288,0.362495270397654,1.0,0.3,5.0,1.0,0.9999989822619031,0.999999007927942,0.9937798350329354,0.17427711478090074,0.17354321027632846,0.5471665785328113
0.08,0.07148346894340755,0.07110448617978621,0.36700821925027477,1.0,0.3,5.0,1.0,0.9999981335030347,0.9999981824589731,0.9933855038090259,0.19242705239811753,0.19160233526613513,0.5502304299380244
0.09,0.0794732500145425,0.0790348020131603,0.37149082749272305,1.0,0.3,5.0,1.0,0.9999968296771476,0.9999969161694308,0.9929744785906854,0.20943044077941428,0.20851595049685215,0.5532329144090191
0.1,0.08729822505122199,0.08679702663831823,0.3759436933835945,1.0,0.3,5.0,1.0,0.999994929802619,0.9999950736858795,0.9925464212122581,0.2254031116194152,0.22439941535403635,0.5561760499631564
0.11,0.094968182461724,0.09440077933472207,0.3803673939712405,1.0,0.3,5.0,1.0,0.9999922751994131,0.9999925032221355,0.9921009967717043,0.24044514641613518,0.23935241581915218,0.5590617618388085
0.12,0.10249197618533266,0.1018547468101423,0.38476248582320305,1.0,0.3,5.0,1.0,0.9999886904734796,0.999989037701923,0.9916378738487135,0.25464352645414945,0.25346159929339823,0.5618918877552879
0.13,0.1098776406828626,0.10916679784389678,0.3891295057059153,1.0,0.3,5.0,1.0,0.9999839845305843,0.9999844959155983,0.9911567247289487,0.26807424893879234,0.2668026790520416,0.5646681828073918
0.14,0.11713249279677262,0.11634408486147778,0.3934689712364626,1.0,0.3,5.0,1.0,0.9999779515860364,0.9999786836775194,0.9906572256326759,0.28080404864034336,0.2794421467526955,0.5673923240356424
0.15,0.12426324813781998,0.12339315995882932,0.3977813815583562,1.0,0.3,5.0,1.0,0.9999703721156883,0.9999713949304792,0.9901390569415256,0.29289185118729316,0.2914387184970774,0.570065914728178
0.16,0.13127602886313097,0.13031998285210414,0.4020672178042535,1.0,0.3,5.0,1.0,0.9999610138614584,0.9999624129063003,0.9896019034519611,0.3043898108809393,0.3028443670878598,0.5726904883292181
0.17,0.13817649126115808,0.1371300480376853,0.4063269437853285,1.0,0.3,5.0,1.0,0.9999496326702559,0.9999515111279378,0.9890454546037979,0.3153443738240246,0.3137053804772149,0.5752675122482968
0.18,0.14496982693762464,0.14382838614055837,0.41056100639958776,1.0,0.3,5.0,1.0,0.9999359734213964,0.9999384544995852,0.9884694047450082,0.32579698254000117,0.32406306273301005,0.5777983912738192
0.19,0.1516608522824872,0.15041965314571137,0.4147698362469235,1.0,0.3,5.0,1.0,0.9999197707713607,0.9999230002220748,0.9878734533722001,0.33578480737496447,0.33395446245559457,0.5802844709071322
0.2,0.1582540124838472,0.15690813452887378,0.4189538480057169,1.0,0.3,5.0,1.0,0.9999007499931707,0.9999048988011334,0.9872573054047805,0.3453412478072419,0.3434128715844917,0.5827270403626597
0.21,0.1647534462898414,0.16329780989133275,0.42311344098497805,1.0,0.3,5.0,1.0,0.9998786276321068,0.9998838948794019,0.9866206714368683,0.3544964488269629,0.3524683398128614,0.5851273354961297
0.22,0.1711629921740172,0.16959235921106847,0.4272489994747959,1.0,0.3,5.0,1.0,0.9998531122587335,0.9998597281628363,0.9859632680201316,0.3632776661516757,0.36114803804727474,0.5874865414505159
0.23,0.17748623537655336,0.1757952098256263,0.43136089324215193,1.0,0.3,5.0,1.0,0.9998239050485799,0.999832134180265,0.985284817926754,0.3717096373188325,0.3694766281696138,0.5898057952345688
0.24,0.18372651511141963,0.18190954370677073,0.43544947785866056,1.0,0.3,5.0,1.0,0.9997907004568619,0.9998008451340387,0.9845850504402047,0.3798148527564192,0.37747653285210286,0.5920861880635473
0.25,0.18988695472355424,0.1879383276108607,0.4395150951199105,1.0,0.3,5.0,1.0,0.9997531867644793,0.9997655906260533,0.9838637016333333,0.3876138217044552,0.38516820052050676,0.5943287676212266
0.26,0.19597047228823652,0.19388432372705452,0.4435580733704073,1.0,0.3,5.0,1.0,0.9997110466809078,0.9997260984369625,0.9831205146637803,0.39512528111622536,0.39257031335581494,0.5965345401467339
0.27,0.20197982611273618,0.19975013514237444,0.44757872802768073,1.0,0.3,5.0,1.0,0.9996639576570662,0.9996820950262124,0.9823552400332636,0.40236642113058724,0.3997000122580605,0.5987044725155799
0.28,0.20791760047239108,0.20553819167574713,0.4515773617372618,1.0,0.3,5.0,1.0,0.9996115925457868,0.9996333063628179,0.9815676359145159,0.409353013715249,0.4065730246698742,0.6008394940122282
0.29,0.21378620052614616,0.21125074487004383,0.45555426458239245,1.0,0.3,5.0,1.0,0.9995536202946935,0.9995794587825941,0.980757468474386,0.4160995377205869,0.41320378892306986,0.6029404980384632
