Time,Ti,Tm,I,u,a1,a4,d1,d2,d3,c1,c3,c2,c4,k,k1,k2,k3,k4,alpha,p,n,gamma,d,compartment,Increase_in_the_population_of_tumor_cell_during_interphase,Decrease_in_the_population_of_tumor_cell_during_interphase,Increase_in_population_of_tumor_cell_during_mitosis,Decrease_in_the_population_of_tumor_cell_during_mitosis,induction_of_immune_response_due_to_tumor_cell_formation,Decrease_in_the_popoulation_of_immune_response,Decrease_in_drug
0.6,0.9664966536264532,0.7687887682002864,0.7368250890213079,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,1.2300620291204583,1.71373637008776,0.9664966536264532,1.4323630891513257,0.09996626243924181,0.32236043182644286,0.0
0.66,0.9380263198605903,0.7417716293678711,0.7237125367428932,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,1.1868346069885938,1.6521844817753726,0.9380263198605903,1.3732724400578034,0.09844119678500439,0.3132103566348283,0.0
0.72,0.9106513475882991,0.7164985658656873,0.711043758167472,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,1.1463977053850998,1.5935846567355234,0.9106513475882991,1.3183139287340928,0.09694983813251032,0.3045455469815238,0.0
0.78,0.8843573608304153,0.6927995902954771,0.6987927118021329,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,1.1084793444727634,1.5378209010609378,0.8843573608304153,1.2670704823487573,0.09548958958936837,0.29632887796188045,0.0
0.84,0.8591217438808688,0.6705271036072342,0.6869353303697854,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,1.0728433657715748,1.484770106772368,0.8591217438808688,1.2191804060231788,0.09405810007647229,0.2885266819011529,0.0
0.9,0.834915956099447,0.6495523844879258,0.6754493379226455,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,1.0392838151806814,1.4343057980619678,0.834915956099447,1.1743286166291118,0.09265324819831462,0.28110837641200104,0.0
0.96,0.8117077497380029,0.629762356220325,0.6643140890260949,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,1.00761976995252,1.3863016070995438,0.8117077497380029,1.132238832842279,0.09127312860594533,0.2740461423429022,0.0
1.02,0.7894621437433238,0.6110575425815362,0.6535104233070387,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.977692068130458,1.340632545323413,0.7894621437433238,1.0926682770835203,0.0899160385442789,0.2673146308691412,0.0
1.08,0.7681425674343666,0.5933500290363235,0.6430205372979179,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.9493600464581177,1.2971765516418907,0.7681425674343666,1.0554026638725928,0.08858046624611088,0.2608907103937224,0.0
1.14,0.7477116830516864,0.5765618081237739,0.632827869387814,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.9224988929980382,1.2558154803591495,0.7477116830516864,1.0202521122933468,0.08726508007004087,0.25475324173458896,0.0
1.2,0.728132114632362,0.5606233078659295,0.6229169968844601,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.8969972925854872,1.2164359304056522,0.728132114632362,0.9870475780264647,0.08596871852616063,0.2488828799840954,0.0
1.26,0.7093667880940824,0.5454723379664255,0.6132735435144235,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.8727557407462808,1.1789294301917441,0.7093667880940824,0.9556381837941008,0.0846903804315416,0.24326189679645477,0.0
1.32,0.6913793292915572,0.5310530662833103,0.6038840963007138,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.8496849060532965,1.1431927388368317,0.6913793292915572,0.9258887304581703,0.08342921568284865,0.2378740239388949,0.0
1.38,0.6741342521087175,0.5173152609318403,0.5947361327462037,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.8277044174909446,1.10912781808648,0.6741342521087175,0.8976777830456848,0.0821845164842683,0.23270431493498664,0.0
1.44,0.6575972677585681,0.5042134615753066,0.5858179518945363,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.8067415385204906,1.0766420233248013,0.6575972677585681,0.8708957215302985,0.08095570843139921,0.2277390205149503,0.0
1.5,0.6417353500612305,0.4917064131843742,0.5771186118832374,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.7867302610949988,1.0456479115493327,0.6417353500612305,0.8454433261891956,0.07974234124816092,0.2229654760957962,0.0
1.56,0.6265167707917781,0.479756624213642,0.5686278792907475,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.7676105987418272,1.0160630280227483,0.6265167707917781,0.8212306416784327,0.07854408082563719,0.2183720060283219,0.0
1.62,0.6119111629061689,0.4683298796702091,0.560336175784638,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.7493278074723346,0.9878097556743435,0.6119111629061689,0.7981758120063273,0.07736069970073242,0.21394783242898796,0.0
1.68,0.5978895162679818,0.45739489093300295,0.5522345341901347,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.7318318254928048,0.9608150777195323,0.5978895162679818,0.7762041982014045,0.07619206841815748,0.20968299682428265,0.0
1.74,0.5844241976201309,0.44692296050449953,0.5443145584881811,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.7150767368071993,0.9350103985460152,0.5844241976201309,0.7552475591381133,0.07503814703059952,0.20556829016849762,0.0
1.8,0.5714889399798526,0.43688765804767504,0.5365683821780898,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.6990202528762801,0.9103313297395312,0.5714889399798526,0.7352432831422041,0.07389897517461566,0.20159518581718555,0.0
1.86,0.5590587672519544,0.4272646513054565,0.5289886380922842,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.6836234420887304,0.8867173939616158,0.5590587672519544,0.7161339129656912,0.07277466408321911,0.19775578500836535,0.0
1.92,0.5471099781366695,0.4180314508805207,0.5215684239076348,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.6688503214088332,0.8641118358324981,0.5471099781366695,0.6978665455382423,0.07166538701318885,0.19404276292155304,0.0
1.98,0.5356200958676056,0.40916721271245277,0.5143012710270571,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.6546675403399245,0.8424613928961516,0.5356200958676056,0.6803923510594948,0.07057136974588595,0.19044932025834788,0.0
2.04,0.5245678152480981,0.400652592131221,0.5071811187498968,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.6410441474099536,0.8217160771833365,0.5245678152480981,0.6636661974739082,0.06949288212552139,0.18696914174838472,0.0
2.1,0.5139329371483524,0.39246963591185985,0.500202291558904,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.6279514174589758,0.8018289498169549,0.5139329371483524,0.6476463532195927,0.06843023016557802,0.1835963593022486,0.0
2.16,0.5036963321470099,0.3846015991424452,0.4933594705170463,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.6153625586279123,0.7827559488396654,0.5036963321470099,0.6322940761525677,0.06738374614396835,0.18032551319854345,0.0
2.22,0.4938398777673111,0.3770328802557253,0.48664767524145325,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.6032526084091605,0.7644556899330022,0.4938398777673111,0.6175734135063045,0.06635378175053927,0.1771515230854784,0.0
2.28,0.48434641298652475,0.369748878446216,0.48006223893468036,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.5915982055139456,0.7468892995095057,0.48434641298652475,0.6034508811228889,0.06534069890791909,0.17406965560990273,0.0
2.34,0.4751996860821767,0.36273594792003166,0.4735987931005795,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.5803775166720507,0.73002024958048,0.4751996860821767,0.5898953139382475,0.06434486393263988,0.1710755009207183,0.0
2.4,0.46638430163066763,0.3559812795531987,0.467253244515489,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.569570047285118,0.713814195125259,0.46638430163066763,0.5768776025360451,0.06336663896321303,0.16816494471830412,0.0
2.46,0.4578856695769588,0.34947287587234477,0.4610217620745092,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.5591566013957516,0.6982388256257568,0.4578856695769588,0.5643705919755369,0.06240637722795901,0.16533414903776844,0.0
2.52,0.44968996122758065,0.34319944511965617,0.4549007558975166,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.5491191121914499,0.6832637299163707,0.44968996122758065,0.5523488524512733,0.06146441556848313,0.16257952838497156,0.0
2.58,0.4417840727699131,0.33715037924054647,0.4488868657164831,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.5394406067848744,0.6688602817488376,0.4417840727699131,0.5407885943998271,0.06054107093797981,0.15989773386251283,0.0
2.64,0.43415557706347074,0.3313156784477316,0.4429769428554708,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.5301050855163706,0.6550015097665587,0.43415557706347074,0.529667499860254,0.05963663454071301,0.1572856333399443,0.0
2.7,0.4267926937623581,0.3256859309150453,0.4371680395321202,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.5210974894640724,0.6416620027730678,0.4267926937623581,0.5189646490272458,0.058751369418538105,0.1547402979012188,0.0
2.76,0.4196842293088808,0.3202522087120692,0.4314573866001303,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.5124035339393108,0.6288177692302672,0.4196842293088808,0.5086603133759291,0.057885503354663026,0.1522589806669297,0.0
2.82,0.4128195636190215,0.315006095088538,0.4258423898320673,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.5040097521416608,0.6164461782039736,0.4128195636190215,0.498735967615999,0.05703923003054075,0.1498391095715352,0.0
2.88,0.406188621630572,0.3099396689416033,0.420320620137846,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.4959034703065653,0.604525878012964,0.406188621630572,0.489174233199292,0.0562127081782275,0.14747827625125726,0.0
2.94,0.39978180936672253,0.30504538675594495,0.4148897891579976,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.4880726188095119,0.5930366599346881,0.39978180936672253,0.47995865868244836,0.05540605457408701,0.1451742154331526,0.0
3.0,0.39359002147289285,0.300316125179257,0.4095477504829555,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.4805058002868112,0.5819594409509963,0.39359002147289285,0.47107376436593856,0.054619348204416884,0.14292480225971022,0.0
3.06,0.3876046044233603,0.29574513982390027,0.404292486304459,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.47319222371824043,0.5712761772127689,0.3876046044233603,0.4625049518913584,0.05385262880462418,0.1407280402332586,0.0
3.12,0.3818173074324975,0.2913260036687488,0.3991220903056665,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.46612160586999807,0.5609697609216779,0.3818173074324975,0.45423838359269914,0.05310589398303012,0.13858204724781387,0.0
3.18,0.37622029845048105,0.28705263550442006,0.39403477008444665,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.4592842168070721,0.5510240222009675,0.37622029845048105,0.44626100991511086,0.05237910429883373,0.13648505415739276,0.0
3.24,0.37080612075780056,0.2829192524961193,0.38902883188145376,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.45267080399379095,0.541423638852769,0.37080612075780056,0.4385604746791486,0.051672181838618395,0.13443539280352196,0.0
3.3,0.3655676601831314,0.2789203374455523,0.38410266888001016,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.4462725399128837,0.5321540653425811,0.3655676601831314,0.4311250463506374,0.05098501019399405,0.1324314865709794,0.0
3.36,0.36049814890528753,0.2750506669752848,0.37925476431756155,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.4400810671604557,0.523201521734862,0.36049814890528753,0.42394364866153156,0.05031743969051658,0.13047184954431565,0.0
3.42,0.35559112709347374,0.27130526107170816,0.3744836754724682,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.43408841771473305,0.5145529160891813,0.35559112709347374,0.41700576549308555,0.04966928637328513,0.12855507529135932,0.0
3.48,0.3508404249308897,0.26767936680368326,0.3697880266761619,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.42828698688589323,0.5061958012453653,0.3508404249308897,0.41030140251345265,0.049040333936936416,0.1266798308619696,0.0
3.54,0.34624017274523916,0.2641684696955789,0.365166512329336,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.42266955151292623,0.4981183764259327,0.34624017274523916,0.40382109450619585,0.04843033872114359,0.12484485615525028,0.0
3.6,0.34178475733004865,0.26076825581635565,0.36061788122468286,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.4172292093061691,0.4903094061572831,0.34178475733004865,0.397555833292462,0.04783902910124005,0.12304895378390243,0.0
3.66,0.33746881739410867,0.2574746077370329,0.35614093475828523,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.4119593723792527,0.4827582013781204,0.33746881739410867,0.39149705201283025,0.047266108845222435,0.12129098622203527,0.0
3.72,0.3332872512521173,0.2542836109787215,0.3517345300653158,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.4068537775659544,0.47545462011618206,0.3332872512521173,0.3856366269442868,0.046711261672194804,0.11956987541302268,0.0
3.78,0.32923516490738325,0.2511915092659823,0.3473975597906801,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.40190641482557177,0.4683889766446918,0.32923516490738325,0.3799667967424051,0.046174149549644855,0.11788459121014325,0.0
3.84,0.32530786659973815,0.24819469967403227,0.34312895014524925,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.39711151947845164,0.46155202399203243,0.32530786659973815,0.37448014766652826,0.045654415729189886,0.1162341488871679,0.0
3.9,0.32150087323973026,0.24528974296327435,0.3389276655146687,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.392463588741239,0.4549349556813629,0.32150087323973026,0.3691696235174413,0.04515168918114479,0.11461760973200483,0.0
3.96,0.31780993103891536,0.24247338956041634,0.3347927199562377,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.38795742329666616,0.44852942957065656,0.31780993103891536,0.36402856051964577,0.044665590483307045,0.11303408481952179,0.0
4.02,0.314230941622469,0.23974250292286634,0.33072314342143916,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.38358800467658616,0.4423274454972361,0.314230941622469,0.3590505582679761,0.044195726566863804,0.11148271790314038,0.0
4.08,0.31075997028147717,0.23709407208120392,0.3267179873237071,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.3793505153299263,0.436321351840465,0.31075997028147717,0.35422949473052234,0.04374169493030233,0.10996268677964588,0.0
4.14,0.3073932543546235,0.23452521988522937,0.3227763302451818,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.375240351816367,0.4305038522580703,0.3073932543546235,0.3495595347043241,0.043303087442270634,0.10847320456571538,0.0
4.2,0.3041272129876744,0.2320332122120406,0.3188972843126999,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.371253139539265,0.4248680144929421,0.3041272129876744,0.3450351397747437,0.04287949402618937,0.10701352125261415,0.0
4.26,0.300958392748066,0.2296154115743576,0.31507997060441767,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.3673846585189722,0.41940718133654536,0.300958392748066,0.340650989305482,0.04247049953010748,0.10558291166217869,0.0
4.32,0.2978834742394123,0.22726928360258483,0.311323524007396,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.36363085376413573,0.41411497605514985,0.2978834742394123,0.3364019871659155,0.04207568682974189,0.10418067657529856,0.0
4.38,0.2948992831267585,0.22499240342580648,0.30762709944717936,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.35998784548129037,0.4089853142583055,0.2948992831267585,0.3322832685281452,0.041694639938083,0.10280614442235576,0.0
4.44,0.29200279346776653,0.2227824567620838,0.30398987466873634,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.35645193081933413,0.40401240407948935,0.29200279346776653,0.3282901981130497,0.04132694616722422,0.10145867146832185,0.0
4.5,0.289191085236289,0.22063720993407532,0.3004110325673807,0.0,1.0,0.8,0.29,0.11,0.4,0.9,0.9,0.085,0.085,0.029,0.0,0.57,0.0,0.061,0.2,0.1,3.0,0.0,1.4414414414414414,1.0,0.3530195358945205,0.39919067788488427,0.289191085236289,0.32441831877406374,0.040972194003661075,0.10013763323419711,0.0
