Time,BCG,Effector_cells,Tumor_infected_cells,Tumor_uninfected_cells,mu1,mu2,p1,p2,p3,p4,p5,alpha,beta,r,b,mu,Bladder,BCG_production,Effector_cell_activation_recruitment,Effector_cell_inactivation_death,Tumor_growth,Tumor_infection,Infected_tumor_cell_death,BCG_killing
5.04,1.2788767565760342,0.38053112555405,0.28553050363020277,0.17457055798370927,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1898413168758127,0.15634372120893972,0.02089178368177569,0.06362745526154426,0.11951856831905741,1.887192271107023
5.06,1.2778682748906762,0.3811929395719826,0.2844116684853486,0.17371843740452383,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.18929878856014648,0.15661435238438834,0.02079008123092352,0.0632669447780045,0.11925729195435247,1.8867612300048702
5.08,1.2768756335896623,0.38183853403929174,0.28329095425174966,0.17287146778575865,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.18875392341774114,0.15687831316414383,0.02068899088175465,0.06290957901317691,0.11898854294588818,1.8863260336901229
5.1,1.2758988505643782,0.3824679965393805,0.2821685712296958,0.1720295987450648,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1882068475982336,0.15713563992551982,0.020588506669317212,0.06255532468103561,0.11871249293706136,1.8858869470171984
5.12,1.2749379392111668,0.383081416387039,0.28104472569286043,0.17119278043428185,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.18765768504276728,0.15738636975344558,0.020488622691498377,0.06220414864799322,0.11842931274518062,1.8854442286594
5.14,1.2739929085680617,0.383678884561796,0.2799196199239509,0.1703609635350479,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.18710655749887223,0.15763054041295452,0.02038933310851809,0.06185601794053485,0.11813917229332171,1.8849981311918518
5.16,1.2730637634512747,0.3842604936412198,0.27879345225350843,0.16953409925401447,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.18655358453716994,0.15786819032166072,0.02029063214237538,0.06151089975244671,0.1178422405455603,1.8845489011769445
5.18,1.272150504591436,0.3848263377341675,0.2776664171018581,0.16871213931766738,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.18599888356989686,0.1580993585222239,0.020192514076247236,0.06116876145164629,0.11753868544558345,1.8840967792521806
5.2,1.2712531287695896,0.38537651241398363,0.27653870502420885,0.16789503596675248,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1854425698712387,0.1583240846548024,0.020094973253840062,0.06082957058662081,0.1172286738586799,1.8836420002203262
5.22,1.270371628952941,0.3859111146516467,0.27541050275890416,0.1670827419503074,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.18488475659947007,0.1585424089294945,0.019998004078693687,0.060493294892480724,0.11691237151710504,1.883184793141763
5.24,1.2695059944303586,0.3864302427488651,0.2742819932788213,0.1662752105192981,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1843255548208904,0.15875437209876783,0.01990160101343795,0.06015990229663434,0.11658994296881527,1.8827253814289373
5.26,1.2686562104883081,0.38693399648982735,0.27315335541610164,0.16547239549296844,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.18376507332052272,0.15896001551922648,0.019805758587729674,0.0598293609288616,0.11626155141233428,1.8822639826081589
5.28,1.2678222553856366,0.38742247857893153,0.2720247609626006,0.16467425175467704,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.18320341714977026,0.15915938173874283,0.019710471457466055,0.059501639160113674,0.11592735783966931,1.8818008061094298
5.3,1.2670041058073298,0.3878957920410957,0.27089637970810493,0.16388073439776565,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1826406901452382,0.15935251343415305,0.01961573430283332,0.05917670555323652,0.11558752234473485,1.8813360572341478
5.32,1.2662017356853807,0.3883540407801397,0.2697683782750582,0.163091798926701,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.182076994345211,0.15953945363919073,0.019521541852332625,0.058854528879956375,0.11524220375560651,1.8808699363056858
5.34,1.26541511564751,0.3887973298380483,0.2686409195441928,0.16230740135785285,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1815124297015191,0.15972024585021186,0.019427888894826238,0.05853507813201284,0.11489155942442214,1.8804026382730812
5.36,1.26464421312677,0.38922576533938713,0.26751416270197925,0.16152749821464985,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1809470941026142,0.1598949340032991,0.01933477027897414,0.058218322525230445,0.11453574518848354,1.8799343527971373
5.38,1.2638889924700423,0.38963945443607606,0.26638826329042115,0.16075204652247813,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.18038108339799105,0.16006356245152115,0.019242180912639607,0.05790423150328578,0.11417491533431884,1.8794652643372787
5.4,1.2631494150454288,0.39003850525252204,0.2652633732591938,0.15998100380332173,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1798144914239487,0.16022617594234678,0.019150115762263678,0.057592774741175704,0.11380922256468357,1.8789955522390747
5.42,1.2624254393485352,0.3904230268311096,0.264139641020129,0.1592143280701461,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1792474100306862,0.1603828195952144,0.019058569852208673,0.05728392214839276,0.11343881796847763,1.8785253908223458
5.44,1.261717021107648,0.39079312907805025,0.26301721150404334,0.15845197782102324,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17867992911072655,0.16053353887925573,0.018967538264070556,0.05697764387181262,0.11306385099355332,1.8780549494697656
5.46,1.261024113387805,0.3911489227095903,0.2618962262199128,0.15769391203299982,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17811213662866343,0.1606783795911749,0.01887701613596035,0.05667391029829941,0.11268446942238866,1.8775843927158753
5.48,1.2603466666937588,0.39149051919857697,0.260776823316391,0.15694009015570715,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17754411865222486,0.16081738783328184,0.018786998661754425,0.056372692057033595,0.11230081935059845,1.8771138803364282
5.5,1.259684629071833,0.39181803072138305,0.25965913764567305,0.1561904721047141,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17697595938464833,0.16095060999168045,0.018697481090313786,0.056073960021567656,0.11191304516825419,1.876643567437985
5.52,1.259037945574685,0.39213157051378034,0.2585432996219716,0.1554450184047685,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17640774059287004,0.16107809288102964,0.01860845874260306,0.05577768533731526,0.11152128913923645,1.8761736042429908
5.54,1.2584065575148888,0.392431253362133,0.2574294336834119,0.15470369038237655,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17583954083677328,0.1611998839444126,0.018519927034703842,0.05548383945794667,0.111125690843954,1.8757041357707576
5.56,1.2577904051783866,0.3927171938714438,0.2563176633286241,0.15396644954104122,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17527143799489153,0.16131603054773827,0.0184318814032182,0.05519239404134959,0.11072638883031302,1.8752353031784894
5.58,1.2571894267323183,0.39298950717797176,0.25520810893094864,0.1532332578344302,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.174703508169569,0.1614265802698382,0.01834431733790144,0.05490332099835995,0.11032351985225522,1.8747672432834315
5.6,1.2566035582241897,0.3932483089603658,0.254100887629531,0.15250407768137747,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1741358256333016,0.16153158090684688,0.018257230383465724,0.05461659249756339,0.10991721880220509,1.874300088605741
5.62,1.2560327336647084,0.39349371539669387,0.2529961133837426,0.15177887196061257,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17356846285706148,0.16163108045455335,0.018170616138962547,0.054332180966451676,0.10950761869992133,1.8738339674516986
5.64,1.2554768851090778,0.3937258431221091,0.25189389702912734,0.151057604005335,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17300149053948696,0.16172512709102005,0.01808447025714643,0.05405005909236768,0.1090948506836176,1.8733690039964417
5.66,1.2549359427367561,0.39394480918715086,0.2507943463348714,0.1503402375976326,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17243497763693308,0.16181376915946816,0.017998788443819812,0.05377019982324309,0.10867904400331786,1.872905318366167
5.68,1.2544098349296737,0.39415073101668235,0.2496975660627986,0.1496267369627445,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17186899139437925,0.16189705515142996,0.01791356645715908,0.05349257636813308,0.10826032601641225,1.8724430267197323
5.7,1.2538984883489124,0.3943437263694644,0.24860365802788967,0.14891706676316813,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17130359737718925,0.16197503369016777,0.01782880010702175,0.05321716219755181,0.10783882218537784,1.8719822413295981
5.72,1.2534018280098471,0.39452391329836467,0.24751272116032644,0.148211192092611,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1707388595037201,0.1620477535143594,0.017744485254234905,0.0529439310436132,0.10741465607762885,1.871523070662058
5.74,1.2529197773557468,0.39469141011120323,0.24642485156906008,0.14750907846978636,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.17017484007877537,0.16211526346205002,0.017660617809864693,0.052672856899980094,0.10698794936745991,1.8710656194566897
5.76,1.2524522583298374,0.3948463353322349,0.24534014260689954,0.14681069183205428,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1696115998278978,0.16217761245487097,0.01757719373446717,0.05240391402162632,0.10655882184004441,1.8706099888049847
5.78,1.2519991909784896,0.39498880799654207,0.2442586828487167,0.14611599874307638,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16904919686619713,0.1622348496165259,0.017494209062904206,0.052137076981373494,0.10612739057934203,1.8701562760500252
5.8,1.251560493783989,0.3951189474252381,0.24318055733837565,0.14542496626525842,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16848768733610534,0.16228702418189708,0.017411659889118362,0.05187232063742803,0.10569377043480395,1.8697045749626653
5.82,1.251136084259333,0.3952368728139101,0.24210585001500678,0.14473756171124885,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16792712664742399,0.1623341853308528,0.017329542336457445,0.051609620068326804,0.10525807495487333,1.8692549760184574
5.84,1.2507258786366293,0.3953427034650542,0.24103464209719375,0.14405375280996222,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16736756865362312,0.16237638228177853,0.017247852577516005,0.05134895061793098,0.10482041573897997,1.8688075663290171
5.86,1.2503297919270007,0.3954365587559104,0.23996701213574173,0.14337350770148652,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16680906568010226,0.16241366427840492,0.017166586833536612,0.0510902878948895,0.10438090244328505,1.8683624297140091
5.88,1.249947737978792,0.39551855810704756,0.2389030360672572,0.1426967949319086,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16625166855290946,0.16244608057694765,0.01708574137380109,0.05083360777195937,0.10393964278798931,1.8679196467719639
5.9,1.2495796295340789,0.3955888209516973,0.23784278726853758,0.1420235834480567,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16569542662791437,0.16247368043355814,0.017005312515011712,0.05057888638518563,0.10349674256616877,1.867479294949885
5.92,1.249225378283477,0.3956474667058378,0.23678633661177217,0.1413538425921612,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.165140387820434,0.16249651309208651,0.016925296620662382,0.050326100132944446,0.10305230565410378,1.8670414486116016
5.94,1.248884894919254,0.39569461473902706,0.23573375252055306,0.14068754209643194,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16458659863530709,0.16251462777215492,0.01684569010039972,0.0500752256748519,0.10260643402306593,1.8666061791048345
5.96,1.2485580891867412,0.3957303843459862,0.23468510102669743,0.1400246520775542,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1640341041974162,0.16252807365754304,0.016766489409374148,0.04982623993054196,0.10215922775252873,1.86617355482694
5.98,1.2482448699340492,0.39575489471893127,0.23364044582787957,0.13936514303110142,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16348294828265403,0.1625368998848839,0.016687691047580902,0.04957912007831624,0.10171078504476631,1.8657436412892938
6.0,1.2479451451600818,0.395768264920656,0.2325998483460745,0.13870898582586594,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1629331733493325,0.16254115553267115,0.01660929155919107,0.04933384355366838,0.10126120224080698,1.865316501180284
6.02,1.2476588220787919,0.39577061386211715,0.23156336766926772,0.13805615170876012,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16238482050991104,0.16254088961197935,0.016531287533145398,0.04909038805217955,0.10081057378748974,1.8648921944595536
6.04,1.2473858074867292,0.3957620603446074,0.23053105849542244,0.13740661249076475,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1618379284809431,0.16253615108133976,0.01645367562538126,0.04884873160860547,0.10035899135192876,1.8644707790061914
6.06,1.2471260073732675,0.39574272294452073,0.22950297402870962,0.13676034028404316,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16129253506601915,0.16252698880285146,0.016376452527430408,0.04860885248645273,0.0999065450525859,1.8640523098892992
6.08,1.2468793269759157,0.3957127199923815,0.22847916594886608,0.13611730750430961,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16074867714170268,0.16251345153353405,0.01629961496670902,0.04837072917966299,0.09945332344113818,1.8636368394508027
6.1,1.2466456709263243,0.39567216957196266,0.22745968377592285,0.13547748692798692,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.16020639033422757,0.162495587924214,0.01622315971335479,0.04813434043722448,0.09899941322674916,1.8632244175549664
6.12,1.2464249432904688,0.3956211894983584,0.2264445749180552,0.13484085168744298,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15966570904561364,0.16247344651058054,0.016147083579665298,0.04789966526156149,0.09854489929298424,1.8628150916467177
6.14,1.246217047607217,0.3955598972968245,0.22543388471969603,0.1342073752661951,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15912666647993226,0.16244707570455885,0.016071383419532348,0.04766668290683518,0.09808986471564186,1.8624089068085452
6.16,1.2460218869252826,0.39548841018238584,0.22442765650991178,0.13357703149408115,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15858929466971974,0.16241652378600038,0.015996056127872187,0.04743537287715787,0.09763439078146996,1.8620059058159533
6.18,1.2458393638385636,0.39540684504021045,0.22342593165104174,0.13294979454239794,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15805362450253801,0.16238183889468918,0.015921098640051663,0.047205714924723106,0.09717855700773893,1.8616061291914503
6.2,1.2456693805198642,0.39531531840675116,0.2224287495875997,0.1323256389190069,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15751968574768066,0.16234306902266607,0.015846507931310327,0.04697768904785335,0.09672244116264125,1.8612096152570525
6.22,1.2455118387530044,0.3952139464516539,0.22143614789543928,0.13170453946340704,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15698750708302406,0.16230026200686853,0.015772281016178447,0.04675127548896793,0.09626611928648952,1.8608164001852932
6.24,1.245366639963312,0.39510284496043346,0.22044816233118136,0.13108647134177492,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15645711612202157,0.16225346552208775,0.01569841494789095,0.04652645473247267,0.09580966571368414,1.8604265180487127
6.26,1.2452336852465022,0.3949821293179161,0.21946482688190522,0.13047141004197194,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15592853944084073,0.16220272707424221,0.01562490681779732,0.04630320750257358,0.09535315309542303,1.8600400008678262
6.28,1.2451128756029053,0.3948519144414714,0.2184861734860774,0.1298593313973624,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15540180243610052,0.16214809397264318,0.015551753758214682,0.04608151477891155,0.09489665226796604,1.8596568788873213
6.3,1.2450041127048166,0.39471231458330247,0.2175122309046525,0.12925021168512152,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15487692874469244,0.16208961324748566,0.015478952954184175,0.045861357858044155,0.09444023172160844,1.8592771814441278
6.32,1.2449072974070605,0.3945634436889696,0.21654302717758622,0.1286440274102213,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15435394151111376,0.16202733180000758,0.015406501617660278,0.04564271821988324,0.09398395876102482,1.8589009353301331
6.34,1.2448223302980748,0.3944054152536861,0.21557858883413286,0.12804075537398368,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15383286298210233,0.1619612963425581,0.015334396995709704,0.04542557757116391,0.09352789913382283,1.8585281654209165
6.36,1.2447491118396043,0.3942383422803127,0.21461894075484314,0.12744037268549274,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1533137144370741,0.16189155338120362,0.015262636371881324,0.04520991785314095,0.0930721169676606,1.8581588948477759
6.38,1.2446875423925963,0.3940623372657507,0.2136641062121736,0.12684285675733992,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1527965162105974,0.16181814921020907,0.015191217065703514,0.044995721239494614,0.0926166747921434,1.8577931450435834
6.4,1.2446375222417119,0.39387751218804473,0.21271410691098375,0.12624818530136878,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15228128771481048,0.16174112990681053,0.015120136432181339,0.04478297013418732,0.09216163356114006,1.857430935787284
6.42,1.2445989516184621,0.3936839784941945,0.21176896302892323,0.12565633632442,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15176804746178316,0.1616605413262802,0.015049391861293636,0.04457164716927314,0.09170705267549814,1.8570722852470367
6.44,1.244571730722962,0.39348184708867545,0.21082869325670714,0.1250672881240763,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15125681308582148,0.16157642909728276,0.014978980777489952,0.04436173520266156,0.091252990006135,1.856717210021988
6.46,1.2445557597443038,0.39327122832266886,0.20989331483828072,0.12448101928440744,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15074760136571502,0.16148883861752372,0.014908900639187412,0.044153217315836546,0.09079950191748405,1.8563657251826722
6.48,1.244550938879554,0.39305223198400085,0.20896284361087272,0.12389750867171488,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.15024042824692718,0.16139781504968925,0.014839148938267379,0.04394607681153282,0.09034664329127497,1.8560178443100446
6.5,1.2445571683513668,0.3928249672877905,0.208037294044938,0.123316735430277,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14973530886372768,0.16130340331767762,0.014769723199572083,0.04374029721137046,0.08989446755062755,1.8556735795331303
6.52,1.2445743484242209,0.3925895428678072,0.2071166792839887,0.12273867897809378,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14923225756126757,0.16120564810312213,0.014700620980401098,0.043535862253449034,0.08944302668443929,1.8553329415653006
6.54,1.244602379882427,0.3923460665774563,0.20620101073356767,0.12216331903962441,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14873128767843916,0.1611045937632139,0.014631839874430003,0.04333275591915003,0.08899237103417224,1.8549959401321912
6.56,1.2446411641886268,0.3920946454227239,0.20529029795972079,0.12159063565311552,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1482324114948954,0.16100028430307853,0.0145633775125918,0.04313096243941272,0.08854254924596627,1.854662584127459
6.58,1.2446906023135595,0.3918353860434488,0.20438454987915355,0.12102060907191126,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1477356408634457,0.16089276357482363,0.014495231551283896,0.042930466217450246,0.08809360890353612,1.8543328806412926
6.6,1.244750595381948,0.39156839444546837,0.2034837741804638,0.12045321981093027,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14724098690393495,0.16078207516689666,0.014427399677928785,0.042731251866468506,0.08764559622670332,1.8540068355303858
6.62,1.2448210447026395,0.39129377598693754,0.20258797734316944,0.11988844864407211,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14674846001427264,0.1606682623985169,0.014359879610668647,0.042533304208334385,0.08719855608658142,1.8536844534647647
6.64,1.2449018517831123,0.39101163537123984,0.20169716467050153,0.11932627660048527,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14625806988876477,0.16055136831683098,0.014292669097923788,0.04233660827130347,0.08675253202831057,1.8533657379611117
6.66,1.2449929183428265,0.39072207664051295,0.20081134032186396,0.11876668496085287,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14576982553626883,0.16043143569432086,0.014225765917953085,0.04214114928772486,0.08630756629387581,1.8530506914148788
6.68,1.2450941463254266,0.3904252031697901,0.19993050734496148,0.1182096552536971,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14528373529817276,0.16030850702646393,0.014159167878416585,0.04194691269172461,0.08586369984499538,1.852739315131203
6.7,1.2452054379097877,0.39012111766175656,0.19905466770759464,0.1176551692517012,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14479980686619762,0.16018262452964582,0.014092872815940082,0.04175388411686821,0.08542097238606403,1.852431609354617
6.72,1.2453266955199127,0.38980992214212096,0.19818382232912266,0.11710320896805022,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14431804730002415,0.1600538301393254,0.014026878595681884,0.041562049393803535,0.08497942238713757,1.852127573297565
6.74,1.2454578218336765,0.38949171795560267,0.19731797111159355,0.11655375665278936,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14383846304474418,0.1599221655084524,0.01396118311090155,0.04137139454788489,0.08453908710694541,1.8518272051677285
6.76,1.2455987197904166,0.3891666057625338,0.19645711297054214,0.11600679478920095,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14336105994813642,0.1597876720061368,0.013895784282530802,0.0411819057967792,0.0841000026159178,1.851530502194159
6.78,1.2457492926120288,0.3888346855299349,0.19560124585980512,0.11546230609076312,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14288584327466333,0.15965039071404277,0.01383068005881387,0.04099356954873768,0.08366220381547688,1.8512374606644502
6.8,1.2459094450674355,0.3884960560016454,0.19475036631621617,0.11492027354600981,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1424128174556637,0.15951036220833079,0.013765868420675462,0.040806372458601484,0.08322572414059824,1.8509480769973072
6.82,1.24607908214839,0.38815081525345324,0.19390447000150235,0.11438068036385458,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14194198638730587,0.15936762678825292,0.013701347375187224,0.040620301362940585,0.0827905959236091,1.8506623466561054
6.84,1.246258108520009,0.38779906092368105,0.1930635519447325,0.11384350994878481,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.1414733535642304,0.1592222245711375,0.013637114952605302,0.04043534325217465,0.08235685055703335,1.8503802637107372
6.86,1.2464464292086825,0.3874408899253394,0.1922276063069554,0.11330874592372583,1.0,0.41,1.25,0.285,1.1,0.085,0.003,0.52,0.0155,0.12,1.9,0.41,1.0,1.9,0.14100692195065107,0.1590741953739565,0.013573169209107878,0.04025148530010145,0.08192451834136305,1.8501018214297744
