X,Z1,Z2,Z3,Time
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.01
0.0,0.0,0.0,0.0,0.02
0.0,0.0,0.0,0.0,0.03
0.0,0.0,0.0,0.0,0.04
0.0,0.0,0.0,0.0,0.05
0.0,0.0,0.0,0.0,0.06
0.0,0.0,0.0,0.0,0.07
0.0,0.0,0.0,0.0,0.08
0.0,0.0,0.0,0.0,0.09
0.0,0.0,0.0,0.0,0.1
0.0,0.0,0.0,0.0,0.11
0.0,0.0,0.0,0.0,0.12
0.0,0.0,0.0,0.0,0.13
0.0,0.0,0.0,0.0,0.14
0.0,0.0,0.0,0.0,0.15
0.0,0.0,0.0,0.0,0.16
0.0,0.0,0.0,0.0,0.17
0.0,0.0,0.0,0.0,0.18
0.0,0.0,0.0,0.0,0.19
0.0,0.0,0.0,0.0,0.2
0.0,0.0,0.0,0.0,0.21
0.0,0.0,0.0,0.0,0.22
0.0,0.0,0.0,0.0,0.23
0.0,0.0,0.0,0.0,0.24
0.0,0.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.26
0.0,0.0,0.0,0.0,0.27
0.0,0.0,0.0,0.0,0.28
0.0,0.0,0.0,0.0,0.29
0.0,0.0,0.0,0.0,0.3
0.0,0.0,0.0,0.0,0.31
0.0,0.0,0.0,0.0,0.32
0.0,0.0,0.0,0.0,0.33
0.0,0.0,0.0,0.0,0.34
0.0,0.0,0.0,0.0,0.35000000000000003
0.0,0.0,0.0,0.0,0.36
0.0,0.0,0.0,0.0,0.37
0.0,0.0,0.0,0.0,0.38
0.0,0.0,0.0,0.0,0.39
0.0,0.0,0.0,0.0,0.4
0.0,0.0,0.0,0.0,0.41000000000000003
0.0,0.0,0.0,0.0,0.42
0.0,0.0,0.0,0.0,0.43
0.0,0.0,0.0,0.0,0.44
0.0,0.0,0.0,0.0,0.45
0.0,0.0,0.0,0.0,0.46
0.0,0.0,0.0,0.0,0.47000000000000003
0.0,0.0,0.0,0.0,0.48
0.0,0.0,0.0,0.0,0.49
0.0,0.0,0.0,0.0,0.5
0.0,0.0,0.0,0.0,0.51
0.0,0.0,0.0,0.0,0.52
0.0,0.0,0.0,0.0,0.53
0.0,0.0,0.0,0.0,0.54
0.0,0.0,0.0,0.0,0.55
0.0,0.0,0.0,0.0,0.56
0.0,0.0,0.0,0.0,0.5700000000000001
0.0,0.0,0.0,0.0,0.58
0.0,0.0,0.0,0.0,0.59
0.0,0.0,0.0,0.0,0.6
0.0,0.0,0.0,0.0,0.61
0.0,0.0,0.0,0.0,0.62
0.0,0.0,0.0,0.0,0.63
0.0,0.0,0.0,0.0,0.64
0.0,0.0,0.0,0.0,0.65
0.0,0.0,0.0,0.0,0.66
0.0,0.0,0.0,0.0,0.67
0.0,0.0,0.0,0.0,0.68
0.0,0.0,0.0,0.0,0.6900000000000001
0.0,0.0,0.0,0.0,0.7000000000000001
0.0,0.0,0.0,0.0,0.71
0.0,0.0,0.0,0.0,0.72
0.0,0.0,0.0,0.0,0.73
0.0,0.0,0.0,0.0,0.74
0.0,0.0,0.0,0.0,0.75
0.0,0.0,0.0,0.0,0.76
0.0,0.0,0.0,0.0,0.77
0.0,0.0,0.0,0.0,0.78
0.0,0.0,0.0,0.0,0.79
0.0,0.0,0.0,0.0,0.8
0.0,0.0,0.0,0.0,0.81
0.0,0.0,0.0,0.0,0.8200000000000001
0.0,0.0,0.0,0.0,0.8300000000000001
0.0,0.0,0.0,0.0,0.84
0.0,0.0,0.0,0.0,0.85
0.0,0.0,0.0,0.0,0.86
0.0,0.0,0.0,0.0,0.87
0.0,0.0,0.0,0.0,0.88
0.0,0.0,0.0,0.0,0.89
0.0,0.0,0.0,0.0,0.9
0.0,0.0,0.0,0.0,0.91
0.0,0.0,0.0,0.0,0.92
0.0,0.0,0.0,0.0,0.93
0.0,0.0,0.0,0.0,0.9400000000000001
0.0,0.0,0.0,0.0,0.9500000000000001
0.0,0.0,0.0,0.0,0.96
0.0,0.0,0.0,0.0,0.97
0.0,0.0,0.0,0.0,0.98
0.0,0.0,0.0,0.0,0.99
0.0,0.0,0.0,0.0,1.0
0.009950166098691652,0.0,0.0,0.0,1.01
0.019801326578267393,0.0,0.0,0.0,1.02
0.029554466072533144,0.0,0.0,0.0,1.03
0.03921055997028949,0.0,0.0,0.0,1.04
0.048770574478121685,0.0,0.0,0.0,1.05
0.05823546519818497,0.0,0.0,0.0,1.06
0.06760617722533482,0.0,0.0,0.0,1.07
0.07688364843102405,0.0,0.0,0.0,1.08
0.0860688082202504,0.0,0.0,0.0,1.09
0.09516257528128803,0.0,0.0,0.0,1.1
0.10416585822484362,0.004628731360936703,0.0,0.0,1.11
0.11307955696112244,0.014532841067913166,0.0,0.0,1.12
0.12190456262991875,0.024338402922131297,0.0,0.0,1.1300000000000001
0.1306417581428777,0.03404639793653016,0.0,0.0,1.1400000000000001
0.13929201725789428,0.04365779695321527,0.0,0.0,1.1500000000000001
0.147856204910167,0.05317356101129606,0.0,0.0,1.16
0.1563351772892193,0.06259464143246532,0.0,0.0,1.17
0.16472978256372828,0.07192198062636418,0.0,0.0,1.18
0.17304086006473973,0.08115651118304358,0.0,0.0,1.19
0.18126924102377076,0.09029915669307804,0.0,0.0,1.2
0.1894157481560937,0.09935083128454797,0.0,0.0,1.21
0.19748119626389707,0.10831244029321839,0.0,0.0,1.22
0.20546639174069417,0.11718487971188184,0.0,0.0,1.23
0.21337213328159133,0.12596903697954534,0.0,0.0,1.24
0.22119921128962033,0.13466579032179982,0.0,0.0,1.25
0.22894840866350744,0.14327600962611883,0.0,0.0,1.26
0.23662050014052416,0.15180055571169299,0.0,0.0,1.27
0.24421625312651035,0.1602402812516776,0.0,0.0,1.28
0.2517364270148095,0.1685960300164545,0.0,0.0,1.29
0.25918177400854064,0.17686863778726689,0.0,0.0,1.3
0.2665530384843004,0.18505893164922219,0.0,0.0,1.31
0.2738509577029802,0.19316773078108856,0.0,0.0,1.32
0.2810762613873773,0.2011958459859742,0.0,0.0,1.33
0.2882296720323506,0.20914408003594448,0.0,0.0,1.34
0.29531190501083215,0.21701322778981266,0.0,0.0,1.35
