Time,D_Dendritic_Cells,H_CD4_T_Cells,L_CD8_T_Cells,T_Tumor_Cells,a_1,a_2,a_3,b_1__1,b_2__1,b_3__1,e,alpha_1,alpha_2,beta_1,beta_2,beta_3,u_1,u_2,compartment,Tumor_Growth,Tumor_Death_CD8,Tumor_Death_Chemotherapy,CD8_Activation,CD8_Inactivation,CD8_Death,DC_Growth,DC_Inactivation,DC_Immunotherapy,CD4_Growth,CD4_Inactivation
0.36,10.877996884114262,5.030254469505157,9.997997234432603,1167644.6998929072,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,502655.4903197354,0.49031255617382524,0.0,0.0031810130607629137,0.009339286784263339,1.0397917123809907e-07,2.545105153245321,0.0021751636552708176,0.0,0.08529924657134988,0.001005849405492096
0.39,10.954552869787532,5.0327839058195645,9.997810904880135,1182822.0200892303,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,509181.2324145406,0.49667649742117914,0.0,0.0031967673991031174,0.009460504712784364,1.0397723341075341e-07,2.563014365011695,0.0021904309627929553,0.0,0.08534203063126986,0.0010063364363101616
0.42,11.031647570329575,5.03531461136912,9.997621389425534,1198196.3839091137,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,515791.4902084246,0.5031227794530875,0.0,0.003212628095416841,0.009583291037201668,1.0397526245002556e-07,2.5810495670063816,0.0022058047141946236,0.0,0.08538483605077357,0.0010068233812222168
0.44999999999999996,11.109284766892172,5.037846586795264,9.997428644009275,1213770.3377441578,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,522487.3504879099,0.5096524583561147,0.0,0.0032285958702787006,0.009707665873449805,1.0397325789769647e-07,2.599211643044275,0.0022212856348596743,0.0,0.08542766284054677,0.0010073102354190267
0.48,11.187468272110351,5.040379832741124,9.997232623933622,1229546.463854511,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,529269.9152164249,0.5162666048857186,0.0,0.0032446714498012117,0.009833649616870832,1.0397121928890966e-07,2.6175014842932796,0.002236874455783278,0.0,0.08547051101130354,0.001007796994017933
0.51,11.266201929571777,5.04291434985134,9.997033283862548,1245527.380351369,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,536140.3015197628,0.52296630444806,0.0,0.003260855565515548,0.009961262941867811,1.039691461521705e-07,2.6359199891499863,0.00225257191345291,0.0,0.08551338057378331,0.0010082836520626383
0.54,11.345489610756697,5.045450138771241,9.996830577848595,1261715.7396132287,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,543099.6409980739,0.529752656425372,0.0,0.003277148953755098,0.010090526789054704,1.0396703800962539e-07,2.654468062523632,0.0022683787492295223,0.0,0.08555627153873707,0.0010087702045255757
0.57,11.425335213598041,5.047987200146438,9.996624459342472,1278114.227705947,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,550149.0794693468,0.536626773921793,0.0,0.0032935523553574535,0.010221462360415106,1.0396489437716171e-07,2.673146615499068,0.0022842957090488205,0.0,0.08559918391692029,0.001009256646308632
0.6,11.505742662774097,5.050525534622851,9.996414881184156,1294725.564878334,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,557289.7771751177,0.5435897839595724,0.0,0.0033100665157066965,0.010354091123039474,1.0396271476431523e-07,2.6919565654050395,0.0023003235434646083,0.0,0.08564211771909352,0.0010097429722420888
0.63,11.586715910451671,5.053065142846854,9.996201795589108,1311552.5063420443,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,564522.9091081799,0.550642827794041,0.0,0.003326692184863847,0.01048843481512459,1.0396049867412673e-07,2.710898835987842,0.002316463007780758,0.0,0.08568507295602476,0.0010102291770830892
0.6599999999999999,11.668258936738683,5.055606025465339,9.995985154137461,1328597.8428778334,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,571849.6652654291,0.5577870611554869,0.0,0.003343430117639821,0.010624515450580702,1.039582456030296e-07,2.729974357517004,0.0023327148621254327,0.0,0.08572804963849065,0.0010107152555143886
0.69,11.750375749843615,5.0581481831257165,9.995764907766226,1345864.4012658556,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,579271.250824857,0.5650236544169718,0.0,0.0033602810736104716,0.010762355322228034,1.0395595504076876e-07,2.749184066822388,0.0023490798714670812,0.0,0.08577104777727629,0.0010112012021433908
0.72,11.83307038617077,5.060691616475883,9.995541006762107,1363355.0446808022,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,586788.8863072204,0.5723537927470835,0.0,0.003377245817118683,0.010901977004706354,1.0395362647032591e-07,2.7685289073162753,0.002365558805617445,0.0,0.08581406738317493,0.0010116870115012382
0.75,11.916346910474525,5.063236326164219,9.9953134007536,1381072.6731279383,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,594403.8077550754,0.5797786762794717,0.0,0.003394325117287729,0.011043403357704222,1.0395125936783745e-07,2.788009829029243,0.002382152439245896,0.0,0.08585710846698773,0.001012172678041833
0.78,12.000209416066786,5.065782312839591,9.995082038702453,1399020.223916743,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,602117.2669277509,0.5872995202977722,0.0,0.003411519748044735,0.011186657529481376,1.0394885320250551e-07,2.807627788658492,0.002398861551903944,0.0,0.0859001710395239,0.0010126581961407914
0.8099999999999999,12.084662025035719,5.068329577151361,9.994846868894896,1417200.6721465336,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,609930.5315012408,0.59491755542518,0.0,0.003428830488146,0.01133176296047962,1.0394640743650693e-07,2.8273837496187997,0.0024156869280516267,0.0,0.08594325511160081,0.0010131435600943736
0.84,12.1697088884454,5.070878119749386,9.994607838933302,1435617.031169136,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,617844.885257996,0.6026340278040264,0.0,0.0034462581211983055,0.011478743386743361,1.0394392152490634e-07,2.8472786820890175,0.0024326293570798535,0.0,0.08598636069404406,0.0010136287641184516
0.87,12.255354186547171,5.073427941284026,9.994364895727035,1454272.3530955515,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,625861.6282953816,0.6104501992933903,0.0,0.0034638034356819633,0.011627622843683625,1.0394139491556117e-07,2.867313563061293,0.002449689633334568,0.0,0.08602948779768754,0.0010141138023473952
0.8999999999999999,12.341602128996085,5.075979042406145,9.994117985482974,1473169.7293210577,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,633982.0772418047,0.61836734767402,0.0,0.003481467224974413,0.011778425669981335,1.0393882704902294e-07,2.887489376391486,0.002466868556141495,0.0,0.08607263643337341,0.001014598668832918
0.9299999999999999,12.428456955047622,5.078531423767106,9.993867053696835,1492312.2910059134,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,642207.5654535084,0.6263867668342553,0.0,0.003499250287369798,0.011931176511128674,1.0393621735844709e-07,2.9078071128449645,0.002484166929826795,0.0,0.08611580661195219,0.0010150833575430032
0.96,12.515922933752991,5.081085086018786,9.99361204514461,1511703.2095496175,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,650539.4432083352,0.6345097669528307,0.0,0.003517153426097951,0.01208590032291106,1.0393356526950395e-07,2.9282677701420656,0.0025015855637371114,0.0,0.08615899834428278,0.0010155678623608396
0.99,12.604004364168299,5.083640029813569,9.993352903873413,1531345.6970985597,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,658979.0779135742,0.6427376746952258,0.0,0.0035351774493455807,0.012242622375147158,1.039308702002835e-07,2.9488723530067973,0.002519125272261889,0.0,0.08620221164123254,0.0010160521770836912
1.02,12.692705575572214,5.086196255804354,9.99308957319186,1551243.0070787377,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,667527.8543243008,0.6510718334200635,0.0,0.0035533231702786173,0.012401368255620257,1.0392813156119534e-07,2.969621873217526,0.0025367868748568975,0.0,0.08624544651367727,0.0010165362954217194
1.05,12.782030927681635,5.088753764644556,9.99282199566046,1571398.4347287032,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,676187.1747615328,0.659513603385143,0.0,0.003571591407063788,0.012562163874002724,1.0392534875486879e-07,2.9905173496571917,0.0025545711960669863,0.0,0.08628870297250141,0.0010170202109968018
1.08,12.871984810863637,5.091312556988109,9.992550113082112,1591815.3176264593,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,684958.4593274967,0.6680643619504728,0.0,0.0035899829828890915,0.01272503546572329,1.0392252117605396e-07,3.0115598083626507,0.002572479065547734,0.0,0.08633198102859783,0.0010175039173413582
1.1099999999999999,12.962571646348303,5.093872633489471,9.992273866492523,1612497.0362203799,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,693843.146122326,0.6767255037825051,0.0,0.003608498725984028,0.01289000959585724,1.0391964821152225e-07,3.0327502825742196,0.0025905113180868626,0.0,0.08637528069286819,0.0010179874078971658
1.14,13.05379588644538,5.096433994803623,9.991993196150426,1633447.0143717872,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,702842.6914654623,0.6854984410627553,0.0,0.0036271394696401242,0.013057113163100102,1.0391672923996443e-07,3.0540898127861125,0.0026086687936259737,0.0,0.08641860197622278,0.001018470676014151
1.17,13.14566201476367,5.0989966415860755,9.991708041527618,1654668.7199075313,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,711958.5701210418,0.6943846037001001,0.0,0.0036459060522315246,0.013226373403811434,1.0391376363188723e-07,3.075579446797515,0.002626952337282366,0.0,0.0864619448895806,0.0010189537149491582
1.2,13.238174546431317,5.10156057449287,9.991418341298889,1676165.6651781828,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,721192.2755253711,0.7033854395449034,0.0,0.0036647993172353073,0.013397817896093399,1.0391075074950845e-07,3.097220239763862,0.0026453627993705997,0.0,0.08650530944386943,0.0010194365178647074
1.23,13.331338028316747,5.104125794180584,9.991124033331882,1697941.4076209236,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,730545.3200160931,0.7125024146045725,0.0,0.003683820113251471,0.01357147456389662,1.0390768994665158e-07,3.119013254248265,0.0026639010354237345,0.0,0.08654869565002596,0.0010199190778277364
1.26,13.425157039251092,5.106692301306331,9.990825054676822,1719999.5503290317,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,740019.2350638467,0.7217370132613267,0.0,0.003702969294022745,0.013747371681168128,1.0390458056863896e-07,3.1409595602732847,0.0026825679062144146,0.0,0.08659210351899575,0.0010204013878083308
1.29,13.519636190252614,5.109260096527764,9.990521341556112,1742343.7426293052,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,749615.5715069921,0.7310907384927225,0.0,0.0037222477184542958,0.013925537876051858,1.0390142195218358e-07,3.1630602353731656,0.0027013642777758626,0.0,0.08663553306173326,0.0010208834406784336
1.3199999999999998,13.614780124752892,5.111829180503085,9.99021282935379,1764977.6806671307,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,759335.899789263,0.7405651120948024,0.0,0.003741656250633287,0.014106002135139094,1.0389821342527943e-07,3.1853163646464795,0.002720291021422747,0.0,0.08667898428920198,0.0010213652292105399
1.3499999999999999,13.710593518824476,5.114399553891038,9.989899452604863,1787905.1079984817,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,769181.810200031,0.7501616749075458,0.0,0.003761195759848222,0.014288793807762778,1.0389495430709059e-07,3.20772904080911,0.0027393490137718485,0.0,0.0867224572123745,0.0010218467460763726
1.38,13.807081081409974,5.11697121735092,9.989581144984516,1811129.8161887832,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,779154.9131171469,0.759881987042587,0.0,0.003780867120608055,0.014473942610334993,1.0389164390783897e-07,3.2302993642475673,0.00275853913676251,0.0,0.08676595184223247,0.0010223279838455443
1.41,13.904247554552743,5.119544171542583,9.989257839297197,1834655.6454190651,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,789256.8392525273,0.7697276281133567,0.0,0.003800671212661098,0.014661478630730605,1.0388828152869086e-07,3.253028443072672,0.002777862277676898,0.0,0.08680946818976673,0.0010228089349842006
1.44,14.002097713629274,5.122118417126436,9.988929467465564,1858486.4850996973,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,799489.2399006041,0.7797001974677524,0.0,0.0038206089210137194,0.014851432332719095,1.0388486646164187e-07,3.275917393173633,0.002797319329160073,0.0,0.08685300626597736,0.0010232895918536465
1.47,14.100636367583233,5.124693954763448,9.988595960519294,1882626.2744917131,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,809853.7871896315,0.7898013144233273,0.0,0.0038406811359488232,0.015043834560444332,1.0388139798940067e-07,3.2989673382725124,0.002816911189239867,0.0,0.08689656608187371,0.0010237699467089566
1.5,14.199868359161124,5.127270785115152,9.98825724858377,1907079.0033356685,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,820352.1743358126,0.8000326185049549,0.0,0.0038608887530440926,0.015238716542951522,1.0387787538527121e-07,3.3221794099790567,0.002836638761346528,0.0,0.08694014764847448,0.0010242499916975642
1.53,14.299798565149569,5.12984890884365,9.987913260868611,1931848.7124881,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,830986.1159002669,0.8103957696849776,0.0,0.0038812326731899843,0.015436109898761478,1.0387429791303356e-07,3.3455547478459127,0.0028565029543321466,0.0,0.08698375097680776,0.0010247297188578375
1.56,14.400431896614252,5.132428326611616,9.987563925656097,1956939.494565731,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,841757.3480488884,0.8208924486258875,0.0,0.0039017138026074716,0.015636046640493097,1.0387066482682342e-07,3.369094499424219,0.0028765046824898383,0.0,0.08702737607791113,0.0010252091201176333
1.5899999999999999,14.501773299140554,5.135009039082297,9.987209170289422,1982355.4945975493,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,852667.6288151375,0.8315243569255673,0.0,0.003922333052865532,0.015838559179534615,1.0386697537100999e-07,3.3927998203195924,0.0028966448655726967,0.0,0.08707102296283167,0.0010256881872928356
1.6199999999999999,14.60382775307587,5.13759104691952,9.986848921160824,2008100.910684829,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,863718.738365786,0.8422932173651038,0.0,0.00394309134089836,0.016043680330763883,1.0386322878007257e-07,3.416671874248508,0.002916924428812486,0.0,0.08711469164262606,0.0010261669120858745
1.65,14.706600273773628,5.140174350787696,9.986483103699573,2034179.9946691575,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,874912.4792696288,0.8532007741591836,0.0,0.003963989589022302,0.016251443317317784,1.0385942427847556e-07,3.440711833095062,0.002937344302938077,0.0,0.08715838212836062,0.0010266452860842252
1.68,14.810095911839,5.14275895135182,9.986111642359813,2060597.0528085583,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,886250.6767691909,0.8642487932090822,0.0,0.003985028724952509,0.01646188177541109,1.0385556108054206e-07,3.4649208769681414,0.002957905424193618,0.0,0.08720209443111142,0.0010271233007588911
1.71,14.914319753376347,5.145344849277478,9.985734460608255,2087356.4464618114,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,897735.1790554582,0.8754390623582728,0.0,0.004006209681819278,0.0166750297592052,1.0385163839032585e-07,3.489300194258975,0.002978608734356412,0.0,0.08724582856196425,0.001027600947462866
1.74,15.019276920238388,5.14793204523085,9.985351480911731,2114462.5927810655,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,909367.8575456616,0.8867733916506726,0.0,0.004027533398184093,0.016890921745727098,1.0384765540148201e-07,3.513850981699103,0.002999455180754516,0.0,0.08728958453201478,0.0010280782174295767
1.77,15.124972570277116,5.150520539878713,9.984962624724597,2141919.965412832,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,921150.60716414,0.8982536135915381,0.0,0.004049000818055341,0.01710959263983882,1.0384361129713581e-07,3.5385744444187344,0.0030204457162840348,0.0,0.08733336235236856,0.001028555101771306
1.7999999999999998,15.231411897596477,5.153110333888446,9.98456781247598,2169733.09520745,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,933085.3466263056,0.9098815834110318,0.0,0.004070612890903709,0.01733107777925775,1.0383950524975019e-07,3.563471796005522,0.0030415812994261096,0.0,0.08737716203414116,0.0010290315914775986
1.8299999999999998,15.338600132806809,5.155701427928035,9.984166963556891,2197906.570937119,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,945174.01872574,0.9216591793304698,0.0,0.004092370571677226,0.017555412939627996,1.0383533642099167e-07,3.5885442585637435,0.003062862894263582,0.0,0.08742098358845812,0.0010295076774136437
1.8599999999999999,15.446542543281065,5.158293822666075,9.983759996307167,2226445.040022583,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,957418.5906244435,0.9335883028312669,0.0,0.004114274820815964,0.01778263433964318,1.0383110396159455e-07,3.6137930627738863,0.0030842914704973254,0.0,0.08746482702645518,0.0010299833503186388
1.89,15.555244433412831,5.1608875187717755,9.98334682800227,2255353.2092685797,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,969821.0541462697,0.9456708789266011,0.0,0.004136326604266374,0.018012778646220973,1.0382680701122362e-07,3.6392194479526565,0.0031058680034622395,0.0,0.08750869235927816,0.0010304586008041342
1.92,15.664711144876145,5.1634825169149625,9.982927374839928,2284635.8456081343,0.431,0.234,0.017,1.02e-09,1.25e-05,0.0005,1.04e-08,4.2e-08,8e-10,2e-05,2e-05,2e-05,0.0,0.0,1.0,982383.4260735692,0.9579088564358044,0.0,0.004158526893495239,0.018245882979729608,1.0382244469833525e-07,3.664824662113405,0.003127593474142884,0.0,0.08755257959808324,0.001030933419352355
