T,BBS,HHS,NNS,VVS,ZZS
39.5,0.049650878,0.68403965,0.1693365,-50.403427,0.023258898
40.0,0.048156764,0.57857561,0.23589927,-37.667431,0.024510371
40.5,0.046581399,0.040270392,0.84783769,-33.074715,0.030608909
41.0,0.045274455,0.34781232,0.43994018,-53.826298,0.031621791
41.5,0.04424322,0.55811208,0.247998,-54.421944,0.031704385
42.0,0.043217815,0.66425073,0.17647897,-53.437424,0.031809226
42.5,0.042134102,0.70131481,0.16041993,-51.266243,0.032018941
43.0,0.040933706,0.6495015,0.1969088,-43.717995,0.032716822
43.5,0.039606456,0.026643511,0.88629377,-9.1369324,0.037917282
44.0,0.038441945,0.27943891,0.51552767,-52.972527,0.040249132
44.5,0.037640095,0.52306545,0.27661857,-54.944069,0.040273018
45.0,0.036891028,0.65418792,0.18218818,-54.553974,0.040275559
45.5,0.036114905,0.71608484,0.1500923,-53.584187,0.040316466
46.0,0.035277855,0.73167616,0.14812136,-51.682121,0.040449586
46.5,0.034329407,0.68545926,0.17991054,-45.899471,0.040933736
47.0,0.033232536,0.053446595,0.84514987,8.8284225,0.04533127
47.5,0.032231484,0.23362501,0.57064778,-52.021473,0.04850908
48.0,0.031635825,0.49931043,0.2976611,-55.391075,0.048481584
48.5,0.031139636,0.64792132,0.18629961,-55.440235,0.048397008
49.0,0.030643556,0.72507608,0.14386185,-55.097736,0.048321657
49.5,0.030125387,0.76126194,0.13027155,-54.506275,0.048269838
50.0,0.029567005,0.7718181,0.13029633,-53.529205,0.04826102
50.5,0.028942479,0.76019377,0.14075252,-51.671425,0.048344024
51.0,0.028202979,0.70064205,0.17650764,-46.045052,0.048768234
51.5,0.027308257,0.056877863,0.84192908,10.198461,0.053054705
52.0,0.026501136,0.23164462,0.57417518,-52.150635,0.056223422
52.5,0.026116256,0.50072211,0.29744101,-55.795128,0.056129802
53.0,0.025849808,0.65330976,0.18318313,-56.10067,0.055971473
53.5,0.025603522,0.73573321,0.13760991,-56.117668,0.055809308
54.0,0.025362929,0.77953982,0.11981124,-56.061787,0.055649202
54.5,0.025122404,0.80218607,0.11328452,-55.958099,0.055493459
55.0,0.024877517,0.81304991,0.11149164,-55.804596,0.055344123
55.5,0.024623513,0.81704402,0.11191645,-55.587788,0.05520371
56.0,0.024354542,0.8165648,0.11370777,-55.281689,0.055075884
56.5,0.024062788,0.81245095,0.11679844,-54.838787,0.054966554
57.0,0.023737127,0.80424553,0.12170625,-54.16452,0.054886479
57.5,0.023360446,0.78951025,0.12994263,-53.033291,0.054859001
58.0,0.022903044,0.75950485,0.14649191,-50.676617,0.054954778
58.5,0.022304818,0.64670956,0.20906846,-40.856922,0.055736534
59.0,0.02157994,0.025524508,0.88075733,-24.957911,0.061376635
59.5,0.021079892,0.32679954,0.46596968,-54.478207,0.062626481
60.0,0.020949969,0.55843145,0.25068003,-56.251003,0.062439822
60.5,0.020897277,0.68785626,0.16233815,-56.587746,0.0622219
61.0,0.020873241,0.75928742,0.12608469,-56.804432,0.061995883
61.5,0.020873349,0.79940319,0.11058101,-57.020054,0.061763775
62.0,0.020899219,0.82285357,0.10321145,-57.259605,0.061525457
62.5,0.020954516,0.83757949,0.098923557,-57.533009,0.061280351
63.0,0.021044141,0.84786433,0.095695995,-57.845051,0.061027799
63.5,0.021173965,0.85599881,0.092727669,-58.197372,0.060767204
64.0,0.021350646,0.86318231,0.089715868,-58.589134,0.060498163
64.5,0.021581464,0.87001121,0.08656697,-59.017342,0.060220499
65.0,0.021874152,0.87674743,0.083278127,-59.477295,0.059934292
65.5,0.022236696,0.88346893,0.079886317,-59.963097,0.05963986
66.0,0.022677112,0.89015722,0.076444216,-60.468201,0.05933772
66.5,0.023203246,0.89674914,0.073007405,-60.98597,0.059028547
67.0,0.023822563,0.90316814,0.069627158,-61.510086,0.058713097
67.5,0.024541963,0.90934199,0.066346578,-62.034863,0.058392175
68.0,0.025367629,0.9152118,0.063198991,-62.555389,0.058066577
68.5,0.026304897,0.92073584,0.060207885,-63.067608,0.057737067
69.0,0.027358163,0.92588931,0.057387881,-63.568275,0.057404362
69.5,0.028530812,0.93066227,0.05474611,-64.054893,0.057069108
70.0,0.029825192,0.93505704,0.052283812,-64.52562,0.056731891
70.5,0.031242594,0.93908489,0.049997795,-64.979164,0.056393232
71.0,0.032783274,0.94276345,0.047881778,-65.414696,0.056053579
71.5,0.034446482,0.94611442,0.045927439,-65.831749,0.055713329
72.0,0.036230516,0.94916135,0.044125266,-66.230148,0.055372834
72.5,0.038132776,0.95192868,0.042465173,-66.609947,0.055032384
73.0,0.040149856,0.95444053,0.040936965,-66.971375,0.054692242
73.5,0.042277612,0.95672005,0.039530639,-67.314774,0.054352626
74.0,0.044511247,0.95878911,0.038236585,-67.640617,0.054013737
74.5,0.046845406,0.96066791,0.037045728,-67.949425,0.05367573
75.0,0.049274258,0.96237499,0.035949584,-68.241768,0.053338755
75.5,0.051791586,0.96392721,0.034940284,-68.518242,0.053002935
76.0,0.054390866,0.96533984,0.034010578,-68.779472,0.052668378
76.5,0.057065345,0.9666267,0.033153825,-69.026077,0.052335173
77.0,0.05980812,0.96780002,0.032363944,-69.25869,0.052003399
77.5,0.062612191,0.96887088,0.031635392,-69.477921,0.051673122
78.0,0.065470539,0.96984917,0.03096313,-69.684372,0.05134441
78.5,0.068376169,0.97074372,0.03034256,-69.878639,0.051017307
79.0,0.071322158,0.97156233,0.02976951,-70.061295,0.050691858
79.5,0.074301712,0.97231215,0.029240189,-70.232887,0.050368104
80.0,0.077308185,0.97299933,0.028751144,-70.393959,0.050046071
80.5,0.08033511,0.97362965,0.02829924,-70.545013,0.049725793
81.0,0.083376244,0.97420806,0.027881622,-70.686546,0.049407288
81.5,0.086425565,0.97473907,0.02749569,-70.819023,0.049090579
82.0,0.089477316,0.97522682,0.027139073,-70.942902,0.048775684
82.5,0.092525989,0.97567487,0.026809614,-71.058609,0.048462614
83.0,0.09556634,0.9760865,0.026505338,-71.16655,0.048151381
83.5,0.098593429,0.97646463,0.026224442,-71.267113,0.047841992
84.0,0.10160257,0.97681201,0.025965275,-71.36068,0.047534458
84.5,0.10458937,0.97713101,0.025726328,-71.447594,0.04722878
85.0,0.1075497,0.97742385,0.025506211,-71.528198,0.046924967
85.5,0.11047975,0.97769243,0.025303658,-71.602806,0.046623018
86.0,0.11337593,0.97793859,0.025117496,-71.671722,0.046322938
86.5,0.11623496,0.9781639,0.024946652,-71.735245,0.046024721
87.0,0.11905379,0.97836995,0.024790134,-71.793625,0.045728371
87.5,0.12182962,0.978558,0.024647029,-71.847145,0.045433883
88.0,0.12455992,0.97872937,0.024516497,-71.896034,0.045141257
88.5,0.12724239,0.97888511,0.024397755,-71.940536,0.044850495
89.0,0.1298749,0.97902632,0.024290087,-71.980865,0.04456158
89.5,0.13245563,0.97915387,0.024192825,-72.017235,0.04427452
90.0,0.13498288,0.97926867,0.02410535,-72.04985,0.043989304
90.5,0.13745521,0.97937161,0.024027091,-72.078888,0.043705929
91.0,0.13987131,0.97946328,0.023957513,-72.104538,0.043424387
91.5,0.14223008,0.9795444,0.023896124,-72.126961,0.043144673
92.0,0.14453058,0.97961569,0.023842463,-72.146332,0.042866781
92.5,0.14677203,0.97967762,0.023796102,-72.162788,0.042590708
93.0,0.1489538,0.97973078,0.023756642,-72.176483,0.042316437
93.5,0.15107538,0.97977567,0.02372371,-72.187546,0.042043969
94.0,0.1531364,0.97981274,0.023696959,-72.196121,0.041773297
94.5,0.15513663,0.97984236,0.023676066,-72.202316,0.041504409
95.0,0.15707593,0.97986501,0.023660725,-72.206261,0.041237298
95.5,0.15895428,0.97988099,0.023650656,-72.208054,0.040971957
96.0,0.16077176,0.9798907,0.023645591,-72.207809,0.040708378
96.5,0.16252851,0.9798944,0.02364528,-72.205627,0.040446553
97.0,0.16422482,0.97989243,0.023649493,-72.201607,0.040186472
97.5,0.16586098,0.9798851,0.023658011,-72.195824,0.039928131
98.0,0.16743742,0.97987258,0.023670627,-72.18837,0.039671514
98.5,0.16895458,0.97985518,0.023687148,-72.179329,0.039416619
99.0,0.170413,0.97983307,0.023707395,-72.16877,0.039163433
99.5,0.17181328,0.97980648,0.023731198,-72.156776,0.03891195
100.0,0.17315602,0.97977567,0.023758397,-72.14341,0.038662158
100.5,0.1744419,0.97974074,0.023788838,-72.128738,0.038414054
101.0,0.17567167,0.97970194,0.02382238,-72.112831,0.038167622
101.5,0.17684606,0.97965932,0.023858894,-72.095726,0.037922859
102.0,0.17796585,0.97961318,0.023898249,-72.077507,0.03767975
102.5,0.17903188,0.97956353,0.02394033,-72.058205,0.037438296
103.0,0.18004498,0.97951061,0.023985023,-72.03788,0.037198476
103.5,0.18100601,0.97945446,0.02403222,-72.016571,0.036960289
104.0,0.18191588,0.97939521,0.024081826,-71.994339,0.036723722
104.5,0.18277545,0.97933304,0.024133744,-71.971222,0.036488771
105.0,0.18358567,0.97926801,0.024187885,-71.94725,0.036255419
105.5,0.18434745,0.97920024,0.024244167,-71.922478,0.036023665
106.0,0.18506172,0.97912979,0.024302507,-71.896935,0.035793498
106.5,0.18572943,0.97905678,0.024362832,-71.870651,0.035564907
107.0,0.18635152,0.97898132,0.024425071,-71.843666,0.035337884
107.5,0.18692896,0.97890335,0.024489155,-71.816017,0.035112422
108.0,0.18746267,0.97882313,0.024555022,-71.787727,0.034888506
108.5,0.18795362,0.97874057,0.024622612,-71.758827,0.034666136
109.0,0.18840277,0.97865587,0.024691865,-71.72934,0.034445297
109.5,0.18881103,0.97856903,0.024762729,-71.699295,0.034225982
110.0,0.18917938,0.97848004,0.024835153,-71.668724,0.034008183
110.5,0.18950872,0.97838908,0.024909085,-71.637642,0.033791889
111.0,0.18979999,0.97829616,0.024984483,-71.606071,0.033577096
111.5,0.19005413,0.97820127,0.025061302,-71.574036,0.033363789
112.0,0.19027205,0.97810453,0.025139499,-71.541557,0.033151962
112.5,0.19045463,0.97800595,0.025219036,-71.508652,0.03294161
113.0,0.19060279,0.97790557,0.025299875,-71.475342,0.032732721
113.5,0.1907174,0.97780347,0.025381982,-71.441643,0.032525286
114.0,0.19079934,0.97769964,0.025465321,-71.40757,0.032319296
114.5,0.19084947,0.97759414,0.025549861,-71.373146,0.032114748
115.0,0.19086865,0.97748697,0.025635572,-71.338371,0.031911626
115.5,0.19085769,0.97737819,0.025722424,-71.303276,0.031709928
116.0,0.19081745,0.9772678,0.025810391,-71.267868,0.031509642
116.5,0.19074872,0.97715592,0.025899446,-71.232162,0.031310763
117.0,0.19065231,0.9770425,0.025989564,-71.196167,0.031113278
117.5,0.19052899,0.97692752,0.026080724,-71.159897,0.030917184
118.0,0.19037956,0.97681111,0.026172901,-71.123367,0.030722469
118.5,0.19020475,0.97669321,0.026266074,-71.086578,0.030529127
119.0,0.19000532,0.97657388,0.026360223,-71.049553,0.030337149
119.5,0.18978199,0.97645313,0.02645533,-71.012291,0.030146528
120.0,0.1895355,0.976331,0.026551375,-70.974808,0.029957257
120.5,0.18926653,0.97620749,0.026648341,-70.937111,0.029769326
121.0,0.18897578,0.97608256,0.026746213,-70.899208,0.029582726
121.5,0.18866393,0.97595632,0.026844975,-70.861107,0.029397452
122.0,0.18833163,0.97582877,0.026944611,-70.822815,0.029213497
122.5,0.18797953,0.9756999,0.027045107,-70.784348,0.02903085
123.0,0.18760827,0.97556967,0.027146451,-70.745705,0.028849507
123.5,0.18721846,0.97543818,0.027248628,-70.706894,0.028669458
124.0,0.18681072,0.97530544,0.027351627,-70.667923,0.028490696
124.5,0.18638563,0.97517139,0.027455438,-70.628799,0.028313212
125.0,0.1859438,0.97503608,0.027560048,-70.589523,0.028137002
125.5,0.18548575,0.97489953,0.027665446,-70.550102,0.027962057
126.0,0.18501207,0.97476172,0.027771624,-70.510551,0.027788369
126.5,0.1845233,0.97462267,0.027878573,-70.470863,0.027615931
127.0,0.18401995,0.97448242,0.027986282,-70.431053,0.027444735
127.5,0.18350255,0.97434092,0.028094744,-70.391121,0.027274776
128.0,0.18297161,0.97419822,0.028203951,-70.351067,0.027106045
128.5,0.1824276,0.97405428,0.028313896,-70.310905,0.026938537
129.0,0.18187101,0.9739092,0.028424568,-70.27063,0.026772242
129.5,0.18130232,0.97376287,0.028535968,-70.230255,0.026607156
130.0,0.18072198,0.97361535,0.028648082,-70.189774,0.026443269
130.5,0.18013044,0.97346669,0.028760906,-70.1492,0.026280576
131.0,0.17952812,0.97331679,0.028874436,-70.108528,0.02611907
131.5,0.17891544,0.97316575,0.028988669,-70.067772,0.025958745
132.0,0.17829284,0.97301346,0.029103594,-70.026924,0.025799593
132.5,0.17766069,0.97286004,0.029219208,-69.985992,0.025641609
133.0,0.17701942,0.97270548,0.02933551,-69.944984,0.025484784
133.5,0.17636937,0.97254968,0.029452493,-69.903893,0.025329111
134.0,0.17571093,0.97239274,0.029570155,-69.862724,0.025174586
134.5,0.17504446,0.97223467,0.029688489,-69.821487,0.025021203
135.0,0.17437032,0.9720754,0.029807495,-69.780182,0.024868952
135.5,0.17368884,0.97191495,0.029927168,-69.738808,0.02471783
136.0,0.17300037,0.9717533,0.030047506,-69.697365,0.024567828
136.5,0.17230523,0.97159052,0.030168507,-69.655861,0.024418943
137.0,0.17160371,0.97142661,0.030290168,-69.614296,0.024271164
137.5,0.17089614,0.9712615,0.030412486,-69.57267,0.02412449
138.0,0.17018282,0.9710952,0.03053546,-69.530983,0.023978911
138.5,0.16946404,0.97092772,0.030659087,-69.48925,0.023834422
139.0,0.16874006,0.97075909,0.030783368,-69.447456,0.023691019
139.5,0.16801119,0.97058928,0.0309083,-69.405609,0.023548692
140.0,0.16727766,0.97041827,0.031033881,-69.363708,0.023407439
140.5,0.16653976,0.97024614,0.031160111,-69.321762,0.023267252
141.0,0.16579773,0.97007275,0.031286988,-69.27977,0.023128126
141.5,0.1650518,0.96989822,0.031414513,-69.237724,0.022990054
142.0,0.16430223,0.96972251,0.031542689,-69.195641,0.022853032
142.5,0.16354924,0.9695456,0.031671509,-69.153503,0.022717051
143.0,0.16279306,0.9693675,0.031800974,-69.111328,0.022582108
143.5,0.16203389,0.96918821,0.031931087,-69.069115,0.022448199
144.0,0.16127194,0.96900773,0.032061849,-69.026855,0.022315314
144.5,0.16050744,0.968826,0.032193258,-68.98455,0.022183452
145.0,0.15974058,0.96864307,0.032325316,-68.942215,0.022052603
145.5,0.15897153,0.96845895,0.032458022,-68.899834,0.021922765
146.0,0.15820052,0.96827358,0.032591376,-68.857414,0.021793932
146.5,0.15742768,0.96808702,0.032725386,-68.814957,0.021666098
147.0,0.15665321,0.9678992,0.032860044,-68.772469,0.021539258
147.5,0.15587729,0.96771014,0.032995362,-68.729935,0.021413404
148.0,0.15510006,0.96751988,0.033131331,-68.68737,0.021288536
148.5,0.1543217,0.96732831,0.033267956,-68.644768,0.021164646
149.0,0.15354235,0.96713555,0.033405244,-68.602135,0.021041729
149.5,0.15276217,0.96694148,0.033543192,-68.559464,0.020919779
150.0,0.15198131,0.96674615,0.033681802,-68.516762,0.020798793
150.5,0.15119989,0.96654958,0.03382108,-68.474022,0.020678766
151.0,0.15041806,0.96635169,0.033961028,-68.431244,0.020559691
151.5,0.14963594,0.96615249,0.034101646,-68.388435,0.020441564
152.0,0.14885367,0.96595204,0.034242939,-68.345596,0.020324381
152.5,0.14807136,0.96575028,0.03438491,-68.302719,0.020208135
153.0,0.14728913,0.96554714,0.034527563,-68.259811,0.020092824
153.5,0.1465071,0.96534276,0.034670897,-68.216866,0.019978443
154.0,0.14572538,0.965137,0.034814924,-68.173889,0.019864986
154.5,0.14494409,0.96492994,0.03495964,-68.130875,0.019752448
155.0,0.1441633,0.9647215,0.035105053,-68.08783,0.019640828
155.5,0.14338312,0.96451169,0.035251167,-68.044746,0.019530118
156.0,0.14260365,0.96430051,0.035397984,-68.001625,0.019420313
156.5,0.14182501,0.96408796,0.035545509,-67.958473,0.019311411
157.0,0.14104724,0.96387398,0.03569375,-67.915283,0.019203406
157.5,0.14027044,0.96365863,0.035842713,-67.872063,0.019096294
158.0,0.13949472,0.96344185,0.035992399,-67.828796,0.018990073
158.5,0.13872012,0.96322364,0.036142815,-67.7855,0.018884735
159.0,0.13794674,0.96300399,0.036293965,-67.742165,0.018780278
159.5,0.13717465,0.96278292,0.036445856,-67.698784,0.018676698
160.0,0.13640392,0.96256036,0.036598496,-67.655373,0.018573992
160.5,0.13563462,0.9623363,0.036751892,-67.611916,0.018472152
161.0,0.13486679,0.96211076,0.036906049,-67.56842,0.018371178
161.5,0.13410053,0.96188366,0.037060969,-67.524879,0.018271064
162.0,0.13333587,0.96165514,0.037216667,-67.4813,0.018171806
162.5,0.13257287,0.96142501,0.037373148,-67.437675,0.018073402
163.0,0.1318116,0.96119332,0.037530418,-67.394012,0.017975846
163.5,0.13105211,0.96096009,0.037688483,-67.350296,0.017879136
164.0,0.13029443,0.96072525,0.037847359,-67.306534,0.017783267
164.5,0.12953863,0.96048886,0.038007043,-67.262726,0.017688237
165.0,0.12878473,0.96025079,0.038167555,-67.218864,0.017594041
165.5,0.12803279,0.96001107,0.038328897,-67.174957,0.017500676
166.0,0.12728284,0.95976973,0.038491081,-67.130997,0.017408138
166.5,0.12653494,0.95952666,0.038654119,-67.086983,0.017316423
167.0,0.12578911,0.95928192,0.038818017,-67.042908,0.01722553
167.5,0.12504537,0.95903546,0.038982786,-66.998787,0.017135452
168.0,0.12430378,0.95878726,0.039148439,-66.954597,0.017046191
168.5,0.12356435,0.95853734,0.039314985,-66.910355,0.016957739
169.0,0.12282712,0.95828557,0.039482437,-66.866051,0.016870094
169.5,0.12209211,0.95803201,0.039650805,-66.821678,0.016783256
170.0,0.12135935,0.95777661,0.039820105,-66.777245,0.016697217
170.5,0.12062886,0.95751935,0.039990351,-66.732742,0.016611978
171.0,0.11990066,0.95726025,0.040161546,-66.688171,0.016527534
171.5,0.11917477,0.95699918,0.040333718,-66.643532,0.016443882
172.0,0.11845122,0.95673621,0.04050687,-66.598816,0.016361019
172.5,0.11773,0.95647126,0.040681019,-66.554024,0.016278945
173.0,0.11701114,0.95620435,0.040856186,-66.509155,0.016197653
173.5,0.11629467,0.95593536,0.041032381,-66.464203,0.016117144
174.0,0.11558057,0.95566434,0.041209623,-66.419167,0.016037414
174.5,0.11486888,0.95539123,0.041387927,-66.374046,0.01595846
175.0,0.11415958,0.95511597,0.041567311,-66.328835,0.015880281
175.5,0.11345271,0.95483863,0.041747794,-66.283531,0.015802873
176.0,0.11274824,0.95455903,0.041929394,-66.238136,0.015726235
176.5,0.11204621,0.95427722,0.042112131,-66.192642,0.015650364
177.0,0.11134659,0.95399314,0.042296022,-66.147049,0.015575257
177.5,0.11064941,0.9537068,0.042481095,-66.101349,0.015500913
178.0,0.10995466,0.95341808,0.042667367,-66.055542,0.015427331
178.5,0.10926233,0.95312697,0.042854857,-66.009621,0.015354506
179.0,0.10857243,0.95283341,0.043043591,-65.963585,0.015282438
179.5,0.10788496,0.95253742,0.043233596,-65.917435,0.015211126
180.0,0.1071999,0.95223886,0.043424897,-65.871155,0.015140567
180.5,0.10651726,0.95193774,0.043617513,-65.824753,0.015070759
181.0,0.10583702,0.95163399,0.043811478,-65.778221,0.015001701
181.5,0.10515918,0.95132762,0.044006817,-65.731544,0.014933392
182.0,0.10448373,0.95101845,0.044203557,-65.684738,0.014865831
182.5,0.10381066,0.95070654,0.044401735,-65.637779,0.014799015
183.0,0.10313996,0.95039183,0.044601373,-65.590675,0.014732943
183.5,0.10247161,0.95007414,0.044802509,-65.543411,0.014667614
184.0,0.1018056,0.94975352,0.045005176,-65.495987,0.014603029
184.5,0.10114191,0.94942987,0.045209408,-65.448402,0.014539184
185.0,0.10048054,0.94910312,0.045415241,-65.400635,0.01447608
185.5,0.099821463,0.94877315,0.045622714,-65.352699,0.014413716
186.0,0.099164657,0.94844002,0.04583187,-65.304573,0.014352091
186.5,0.098510101,0.94810349,0.046042744,-65.256264,0.014291205
187.0,0.097857781,0.94776362,0.04625538,-65.207748,0.014231057
187.5,0.097207673,0.94742024,0.046469823,-65.159027,0.014171646
188.0,0.096559748,0.94707334,0.046686124,-65.1101,0.014112974
188.5,0.095913991,0.94672275,0.046904325,-65.060951,0.01405504
189.0,0.095270365,0.9463684,0.047124479,-65.011574,0.013997843
189.5,0.094628856,0.94601023,0.04734664,-64.961967,0.013941384
190.0,0.093989432,0.94564807,0.047570862,-64.912109,0.013885664
190.5,0.093352057,0.94528186,0.047797203,-64.862,0.013830682
191.0,0.092716709,0.94491148,0.04802572,-64.811623,0.013776441
191.5,0.092083357,0.94453686,0.048256483,-64.760979,0.01372294
192.0,0.091451958,0.94415778,0.048489552,-64.710045,0.013670181
192.5,0.090822481,0.94377416,0.048724998,-64.658821,0.013618165
193.0,0.090194896,0.9433859,0.048962891,-64.6073,0.013566892
193.5,0.089569166,0.94299281,0.049203306,-64.55545,0.013516366
194.0,0.088945247,0.94259477,0.049446329,-64.503281,0.013466585
194.5,0.088323101,0.9421916,0.049692038,-64.45076,0.013417556
195.0,0.087702684,0.94178319,0.049940523,-64.397896,0.013369278
195.5,0.087083966,0.9413693,0.050191868,-64.34465,0.013321754
196.0,0.086466879,0.9409498,0.050446179,-64.291031,0.013274986
196.5,0.085851401,0.94052446,0.050703555,-64.237007,0.013228979
197.0,0.085237466,0.9400931,0.050964102,-64.182564,0.013183734
197.5,0.084625036,0.93965554,0.051227931,-64.127693,0.013139256
198.0,0.084014051,0.93921155,0.051495165,-64.072365,0.013095548
198.5,0.083404459,0.93876088,0.051765922,-64.016571,0.013052614
199.0,0.082796209,0.93830329,0.052040342,-63.960285,0.01301046
199.5,0.08218924,0.93783849,0.052318562,-63.903488,0.012969088
200.0,0.0815835,0.93736625,0.052600726,-63.846161,0.012928505
200.5,0.080978908,0.93688631,0.052886996,-63.788269,0.012888717
201.0,0.080375418,0.93639821,0.053177539,-63.729801,0.01284973
201.5,0.079772957,0.93590182,0.053472526,-63.670719,0.012811548
202.0,0.079171456,0.93539661,0.053772148,-63.611004,0.012774181
202.5,0.078570835,0.93488234,0.054076605,-63.550621,0.012737634
203.0,0.077971034,0.93435854,0.054386102,-63.489536,0.012701917
203.5,0.077371962,0.93382484,0.05470087,-63.427723,0.012667037
