G2_c,G2_n,G4_c,G4_n,GG_c,GG_n,G_c,G_n,PPase,R,R_act,R_inact,S22_c,S22_n,S24_c,S24_n,S2_c,S2_n,S4_c,S4_n,SB,TGFb_c,pG_c,pG_n,pS2_c,pS2_n,Time
2.2133988558364986e-17,1.5008169147868618e-20,2.481100521601603e-09,2.7584108581572108e-12,2.213398855836497e-17,1.5008169147868612e-20,60.589916292230875,28.51477468372676,1.0,0.9994611952561038,0.0005388047438962566,0.0,2.2133988558364986e-17,1.5008169147868612e-20,2.4811005216016035e-09,2.7584108581572108e-12,60.589916292230875,28.51477468372676,50.78103403772126,50.780939032002955,0.0,0.0659999824780232,7.223869432886699e-07,1.5716700154792793e-10,7.223869432886699e-07,1.571670015479279e-10,0.11
3.452662041318152e-17,2.5858862930902718e-20,3.217476160292327e-09,3.907668214598456e-12,3.452662041318151e-17,2.5858862930902712e-20,60.589916101401464,28.514774804139595,1.0,0.9994122274045737,0.0005877725954263476,0.0,3.452662041318152e-17,2.5858862930902712e-20,3.217476160292328e-09,3.907668214598455e-12,60.589916101401464,28.514774804139595,50.78103403376591,50.780939037636166,0.0,0.0659999824780232,8.59413633882062e-07,2.0377029685234942e-10,8.59413633882062e-07,2.0377029685234942e-10,0.12
5.134161569344897e-17,4.1389505226641027e-20,4.087259456921236e-09,5.369839501314359e-12,5.134161569344896e-17,4.1389505226641015e-20,60.58991589860634,28.514774924525582,1.0,0.9993632619521855,0.0006367380478146369,0.0,5.134161569344897e-17,4.1389505226641027e-20,4.087259456921237e-09,5.369839501314359e-12,60.58991589860634,28.514774924525582,50.78103402954377,50.780939043268695,0.0,0.0659999824780232,1.0082806152902827e-06,2.58803046444776e-10,1.0082806152902827e-06,2.58803046444776e-10,0.13
7.407899290471034e-17,6.413873086220355e-20,5.101395648799541e-09,7.20563962366861e-12,7.407899290471038e-17,6.413873086220355e-20,60.589915683846385,28.514775044884022,1.0,0.999314298898822,0.0006857011011781859,0.0,7.407899290471034e-17,6.41387308622036e-20,5.1013956487995385e-09,7.20563962366861e-12,60.589915683846385,28.514775044884022,50.7810340250329,50.78093904890053,0.0,0.0659999824780232,1.1689760280279667e-06,3.229523244764687e-10,1.1689760280279667e-06,3.229523244764687e-10,0.14
1.061526803143682e-16,1.0077515637495692e-19,6.270304510232535e-09,9.523530769185387e-12,1.061526803143682e-16,1.0077515637495697e-19,60.589915457122466,28.514775165214235,1.0,0.9992653382443699,0.0007346617556301664,0.0,1.0615268031436817e-16,1.0077515637495697e-19,6.270304510232534e-09,9.523530769185387e-12,60.589915457122466,28.514775165214235,50.7810340202124,50.78093905453159,0.0,0.0659999824780232,1.3414885535419807e-06,3.9686573023426277e-10,1.3414885535419807e-06,3.968657302342627e-10,0.15
1.478542581825771e-16,1.5133674961034582e-19,7.605345362810337e-09,1.2352825747585504e-11,1.478542581825771e-16,1.5133674961034586e-19,60.58991521843549,28.5147752855155,1.0,0.9992163799887093,0.0007836200112909136,0.0,1.4785425818257706e-16,1.5133674961034582e-19,7.605345362810334e-09,1.2352825747585503e-11,60.58991521843549,28.5147752855155,50.78103401505954,50.78093906016187,0.0,0.0659999824780232,1.525805902598432e-06,4.812606528329808e-10,1.525805902598432e-06,4.812606528329808e-10,0.16
2.004158136226776e-16,2.1788975795568376e-19,9.11761837505788e-09,1.5746314959930647e-11,2.0041581362267765e-16,2.178897579556838e-19,60.589914967786385,28.514775405787105,1.0,0.9991674241317213,0.0008325758682788415,0.0,2.0041581362267758e-16,2.1788975795568376e-19,9.117618375057879e-09,1.5746314959930647e-11,60.589914967786385,28.514775405787105,50.781034009552066,50.78093906579133,0.0,0.0659999824780232,1.7219160527853223e-06,5.768350218091515e-10,1.7219160527853223e-06,5.768350218091515e-10,0.17
2.649843067792883e-16,3.0234475620492295e-19,1.0818268642949748e-08,1.9754336538746367e-11,2.649843067792883e-16,3.02344756204923e-19,60.58991470517605,28.514775526028338,1.0,0.9991184706732874,0.0008815293267127516,0.0,2.649843067792882e-16,3.0234475620492295e-19,1.0818268642949746e-08,1.9754336538746367e-11,60.58991470517605,28.514775526028338,50.78103400366768,50.78093907141994,0.0,0.0659999824780232,1.929806934530778e-06,6.842899342281061e-10,1.929806934530778e-06,6.842899342281061e-10,0.18
3.432664932656102e-16,4.0808458358956917e-19,1.2718366811233412e-08,2.4438091621888658e-11,3.432664932656102e-16,4.0808458358956917e-19,60.589914430605376,28.514775646238487,1.0,0.9990695196132892,0.0009304803867110328,0.0,3.4326649326561006e-16,4.0808458358956917e-19,1.2718366811233405e-08,2.4438091621888658e-11,60.589914430605376,28.514775646238487,50.781033997384185,50.78093907704766,0.0,0.0659999824780232,2.1494665526102277e-06,8.043203776050363e-10,2.1494665526102272e-06,8.043203776050362e-10,0.19
4.441650049456378e-16,5.567153839357812e-19,1.4827680698516471e-08,3.000665498809411e-11,4.441650049456378e-16,5.567153839357814e-19,60.589914144075216,28.514775766416896,1.0,0.9990205709516168,0.0009794290483834333,0.0,4.441650049456378e-16,5.567153839357812e-19,1.4827680698516466e-08,3.000665498809411e-11,60.589914144075216,28.514775766416896,50.78103399068192,50.78093908267438,0.0,0.0659999824780232,2.3808842364229866e-06,9.375197712238852e-10,2.3808842364229866e-06,9.37519771223885e-10,0.2
5.661588202882194e-16,7.435907383061067e-19,1.7157936768743826e-08,3.645319664105754e-11,5.661588202882194e-16,7.435907383061067e-19,60.5899138455865,28.51477588656283,1.0,0.9989716246881473,0.001028375311852907,0.0,5.661588202882194e-16,7.435907383061067e-19,1.7157936768743823e-08,3.645319664105754e-11,60.5899138455865,28.51477588656283,50.78103398353744,50.780939088300094,0.0,0.0659999824780232,2.6240473203694062e-06,1.0846334195109488e-09,2.6240473203694062e-06,1.0846334195109488e-09,0.21
7.117303731796632e-16,9.742291058056008e-19,1.9720149594308477e-08,4.385284848894346e-11,7.117303731796632e-16,9.74229105805601e-19,60.58991353514014,28.514776006675575,1.0,0.9989226808227625,0.0010773191772377262,0.0,7.11730373179663e-16,9.74229105805601e-19,1.9720149594308473e-08,4.385284848894346e-11,60.58991353514014,28.514776006675575,50.781033975928665,50.78093909392475,0.0,0.0659999824780232,2.878943862002897e-06,1.2463509809898765e-09,2.878943862002897e-06,1.2463509809898762e-09,0.22
8.834366280532632e-16,1.2543962863426903e-18,2.2525349121572098e-08,5.228158651125546e-11,8.834366280532632e-16,1.2543962863426907e-18,60.58991321273703,28.514776126754427,1.0,0.9988737393553438,0.0011262606446563518,0.0,8.83436628053263e-16,1.2543962863426905e-18,2.252534912157209e-08,5.228158651125546e-11,60.58991321273703,28.514776126754427,50.7810339678335,50.78093909954832,0.0,0.0659999824780232,3.145561901797406e-06,1.4233629850720157e-09,3.145561901797406e-06,1.4233629850720157e-09,0.23
1.083909079889302e-15,1.5901054206291735e-18,2.5584580670865055e-08,6.181623075883623e-11,1.083909079889302e-15,1.5901054206291738e-18,60.589912878378094,28.514776246798668,1.0,0.9988248002857727,0.0011751997142274337,0.0,1.083909079889302e-15,1.5901054206291735e-18,2.5584580670865052e-08,6.181623075883623e-11,60.589912878378094,28.514776246798668,50.7810339592298,50.780939105170745,0.0,0.0659999824780232,3.4238894631474197e-06,1.6163608320564146e-09,3.4238894631474197e-06,1.6163608320564146e-09,0.24
1.3235919455650817e-15,2.0132356045069355e-18,2.8907853272244055e-08,7.265658056219809e-11,1.3235919455650825e-15,2.013235604506937e-18,60.58991253206417,28.514776366807638,1.0,0.9987758636139371,0.0012241363860629397,0.0,1.3235919455650819e-15,2.0132356045069363e-18,2.890785327224405e-08,7.265658056219809e-11,60.58991253206417,28.514776366807638,50.78103395009742,50.78093911079192,0.0,0.0659999824780232,3.7139156199700638e-06,1.825954579923798e-09,3.7139156199700638e-06,1.8259545799237985e-09,0.25
1.6041007374376749e-15,2.5264375825467303e-18,3.2506401330048286e-08,8.486275572787648e-11,1.6041007374376757e-15,2.526437582546732e-18,60.58991217379618,28.514776486780608,1.0,0.9987269293397172,0.0012730706602829328,0.0,1.6041007374376753e-15,2.5264375825467303e-18,3.250640133004828e-08,8.486275572787647e-11,60.58991217379618,28.514776486780608,50.78103394041386,50.78093911641179,0.0,0.0659999824780232,4.015628200765267e-06,2.052849748573719e-09,4.015628200765267e-06,2.0528497485737193e-09,0.26
1.929302595031339e-15,3.1398170931958535e-18,3.639117874276511e-08,9.853008218777578e-11,1.92930259503134e-15,3.139817093195855e-18,60.58991180357503,28.514776606716875,1.0,0.9986779974629945,0.0013220025370057318,0.0,1.9293025950313394e-15,3.1398170931958535e-18,3.6391178742765106e-08,9.853008218777578e-11,60.58991180357503,28.514776606716875,50.781033930157164,50.78093912203031,0.0,0.0659999824780232,4.329015317317344e-06,2.2977295985702456e-09,4.329015317317344e-06,2.2977295985702456e-09,0.27
2.303991343038e-15,3.866548420245727e-18,4.057303897018805e-08,1.1376817986869642e-10,2.3039913430380007e-15,3.866548420245728e-18,60.58991142140161,28.514776726615732,1.0,0.998629067983651,0.0013709320163490886,0.0,2.303991343038e-15,3.866548420245727e-18,4.057303897018804e-08,1.1376817986869642e-10,60.58991142140161,28.514776726615732,50.78103391930554,50.78093912764741,0.0,0.0659999824780232,4.654065181898938e-06,2.5612692077814038e-09,4.654065181898938e-06,2.561269207781404e-09,0.28
2.7332180223318096e-15,4.7206580005296295e-18,4.50628260180618e-08,1.3069039617487496e-10,2.7332180223318103e-15,4.720658000529631e-18,60.589911027276834,28.51477684647648,1.0,0.9985801409015693,0.0014198590984307808,0.0,2.7332180223318096e-15,4.7206580005296295e-18,4.506282601806179e-08,1.3069039617487496e-10,60.589911027276834,28.51477684647648,50.78103390783725,50.780939133263026,0.0,0.0659999824780232,4.990766014907515e-06,2.8441425840479067e-09,4.990766014907515e-06,2.844142584047907e-09,0.29
3.2259998674221355e-15,5.737212207753634e-18,4.987112034904953e-08,1.4944318722344378e-10,3.2259998674221367e-15,5.737212207753639e-18,60.58991062120157,28.514776966298417,1.0,0.9985312162166332,0.0014687837833669583,0.0,3.2259998674221343e-15,5.737212207753634e-18,4.987112034904951e-08,1.4944318722344375e-10,60.58991062120157,28.514776966298417,50.78103389573102,50.78093913887707,0.0,0.0659999824780232,5.3391063027635295e-06,3.1470029658012777e-09,5.3391063027635295e-06,3.1470029658012773e-09,0.3
3.789132594218227e-15,6.938637935838442e-18,5.500866278118917e-08,1.7015710093008004e-10,3.789132594218228e-15,6.938637935838446e-18,60.58991020317673,28.514777086080844,1.0,0.9984822939287252,0.0015177060712749035,0.0,3.789132594218227e-15,6.938637935838442e-18,5.500866278118915e-08,1.7015710093008e-10,60.58991020317673,28.514777086080844,50.78103388296529,50.78093914448947,0.0,0.0659999824780232,5.699074367657162e-06,3.4705156866762148e-09,5.699074367657162e-06,3.4705156866762148e-09,0.31
4.4283214222784195e-15,8.34087869799631e-18,6.04862770055272e-08,1.929557365757424e-10,4.42832142227842e-15,8.340878697996316e-18,60.58990977320321,28.514777205823055,1.0,0.9984333740377276,0.001566625962272528,0.0,4.428321422278418e-15,8.34087869799631e-18,6.048627700552718e-08,1.9295573657574236e-10,60.58990977320321,28.514777205823055,50.78103386951833,50.780939150100146,0.0,0.0659999824780232,6.070658446192259e-06,3.815352168345688e-09,6.070658446192259e-06,3.815352168345688e-09,0.32
5.150865821539921e-15,9.968007572565607e-18,6.631468566353934e-08,2.1797701244089527e-10,5.150865821539923e-15,9.96800757256561e-18,60.5899093312819,28.514777325524353,1.0,0.9983844565435229,0.0016155434564771734,0.0,5.15086582153992e-15,9.968007572565607e-18,6.631468566353932e-08,2.1797701244089522e-10,60.5899093312819,28.514777325524353,50.78103385536863,50.78093915570902,0.0,0.0659999824780232,6.453846876066147e-06,4.182175661105299e-09,6.453846876066147e-06,4.182175661105299e-09,0.33
5.964444479915275e-15,1.1845613840750896e-17,7.250459358473769e-08,2.4536354073941134e-10,5.964444479915277e-15,1.1845613840750902e-17,60.5899088774137,28.514777445184034,1.0,0.998335541445994,0.0016644585540061538,0.0,5.9644444799152735e-15,1.1845613840750898e-17,7.250459358473766e-08,2.453635407394113e-10,60.5899088774137,28.514777445184034,50.781033840494665,50.780939161316006,0.0,0.0659999824780232,6.848628011584186e-06,4.571647697238839e-09,6.848628011584186e-06,4.571647697238839e-09,0.34
6.8785733980364726e-15,1.4015225784940403e-17,7.906671488965934e-08,2.752587777402739e-10,6.878573398036474e-15,1.4015225784940406e-17,60.589908411599495,28.514777564801395,1.0,0.9982866287450232,0.0017133712549769163,0.0,6.87857339803647e-15,1.4015225784940394e-17,7.906671488965934e-08,2.7525877774027386e-10,60.589908411599495,28.514777564801395,50.78103382487493,50.780939166921016,0.0,0.0659999824780232,7.254990196435607e-06,4.984430438085534e-09,7.2549901964356075e-06,4.984430438085534e-09,0.35000000000000003
7.903482189271753e-15,1.6523195568586137e-17,8.601175210259016e-08,3.0780999072716254e-10,7.903482189271754e-15,1.652319556858614e-17,60.58990793384021,28.514777684375737,1.0,0.998237718440493,0.001762281559506917,0.0,7.903482189271748e-15,1.652319556858613e-17,8.601175210259016e-08,3.078099907271626e-10,60.58990793384021,28.514777684375737,50.78103380848793,50.780939172523965,0.0,0.0659999824780232,7.672921784674173e-06,5.421184865241653e-09,7.672921784674175e-06,5.421184865241652e-09,0.36
9.047508183332838e-15,1.9394922915247565e-17,9.335034771329912e-08,3.4317513847313477e-10,9.04750818333284e-15,1.9394922915247568e-17,60.58990744413671,28.514777803906355,1.0,0.9981888105322867,0.001811189467713335,0.0,9.047508183332835e-15,1.939492291524756e-17,9.335034771329912e-08,3.4317513847313477e-10,60.58990744413671,28.514777803906355,50.78103379131228,50.78093917812476,0.0,0.0659999824780232,8.102411189373012e-06,5.882566585898869e-09,8.102411189373012e-06,5.882566585898869e-09,0.37
1.0320569079854238e-14,2.266920499045138e-17,1.01093148726541e-07,3.815137022248902e-10,1.0320569079854238e-14,2.2669204990451383e-17,60.58990694248991,28.514777923392558,1.0,0.9981399050202866,0.0018600949797134534,0.0,1.0320569079854235e-14,2.2669204990451377e-17,1.01093148726541e-07,3.8151370222489023e-10,60.58990694248991,28.514777923392558,50.78103377332659,50.78093918372331,0.0,0.0659999824780232,8.543446817786502e-06,6.369231422708376e-09,8.543446817786503e-06,6.369231422708376e-09,0.38
1.1733035573708202e-14,2.6387084933121852e-17,1.0925078570647484e-07,4.229896623648518e-10,1.1733035573708202e-14,2.6387084933121852e-17,60.58990642890069,28.514778042833637,1.0,0.9980910019043755,0.0019089980956245372,0.0,1.17330355737082e-14,2.6387084933121845e-17,1.0925078570647484e-07,4.229896623648518e-10,60.58990642890069,28.514778042833637,50.781033754509494,50.78093918931952,0.0,0.0659999824780232,8.996017092399565e-06,6.8818335990674075e-09,8.996017092399566e-06,6.8818335990674075e-09,0.39
1.3296366029508324e-14,3.060045915101417e-17,1.178339004459709e-07,4.677678460151237e-10,1.3296366029508324e-14,3.0600459151014185e-17,60.589905903369946,28.514778162228897,1.0,0.9980421011844359,0.001957898815563999,0.0,1.3296366029508324e-14,3.060045915101417e-17,1.1783390044597087e-07,4.677678460151237e-10,60.589905903369946,28.514778162228897,50.7810337348396,50.78093919491328,0.0,0.0659999824780232,9.46011042303382e-06,7.421028027662611e-09,9.460110423033823e-06,7.421028027662611e-09,0.4
1.5024065091348937e-14,3.5385077744058076e-17,1.2685318775821714e-07,5.160084104736515e-10,1.5024065091348937e-14,3.538507774405808e-17,60.58990536589858,28.51477828157763,1.0,0.9979932028603502,0.0020067971396496606,0.0,1.5024065091348937e-14,3.5385077744058076e-17,1.2685318775821714e-07,5.160084104736515e-10,60.58990536589858,28.51477828157763,50.78103371429543,50.7809392005045,0.0,0.0659999824780232,9.935715164716857e-06,7.987473767076525e-09,9.935715164716861e-06,7.987473767076525e-09,0.41000000000000003
1.692718206558931e-14,4.077949470783334e-17,1.3631919922395072e-07,5.678927489167573e-10,1.692718206558931e-14,4.077949470783335e-17,60.589904816487504,28.514778400879145,1.0,0.9979443069320012,0.0020556930679985447,0.0,1.692718206558931e-14,4.077949470783334e-17,1.3631919922395072e-07,5.678927489167573e-10,60.589904816487504,28.514778400879145,50.781033692855765,50.78093920609308,0.0,0.0659999824780232,1.0422819815527526e-05,8.581817789614567e-09,1.0422819815527528e-05,8.581817789614567e-09,0.42
1.9018485968516068e-14,4.684168887623327e-17,1.462425252070811e-07,6.235994640242562e-10,1.9018485968516068e-14,4.684168887623328e-17,60.58990425513759,28.514778520132733,1.0,0.9978954133992719,0.002104586600727995,0.0,1.9018485968516068e-14,4.6841688876233274e-17,1.462425252070811e-07,6.235994640242562e-10,60.58990425513759,28.514778520132733,50.78103367049931,50.78093921167891,0.0,0.0659999824780232,1.0921412833103326e-05,9.204710035916027e-09,1.0921412833103326e-05,9.204710035916027e-09,0.43
2.1311260016715353e-14,5.3632715104149546e-17,1.5663374229922147e-07,6.833113053915719e-10,2.1311260016715353e-14,5.363271510414956e-17,60.589903681849734,28.514778639337703,1.0,0.9978465222620444,0.0021534777379553513,0.0,2.1311260016715353e-14,5.3632715104149546e-17,1.5663374229922147e-07,6.833113053915719e-10,60.589903681849734,28.514778639337703,50.78103364720481,50.78093921726188,0.0,0.0659999824780232,1.1431482687622332e-05,9.856799068062708e-09,1.1431482687622334e-05,9.856799068062708e-09,0.44
2.3819444844847947e-14,6.121874493887794e-17,1.6750341498528985e-07,7.472149069739981e-10,2.3819444844847943e-14,6.121874493887794e-17,60.58990309662485,28.514778758493346,1.0,0.9977976335202019,0.0022023664797979608,0.0,2.3819444844847947e-14,6.121874493887794e-17,1.6750341498528988e-07,7.47214906973998e-10,60.58990309662485,28.514778758493346,50.781033622951014,50.78093922284189,0.0,0.0659999824780232,1.1953017860142048e-05,1.0538732220985905e-08,1.1953017860142048e-05,1.0538732220985905e-08,0.45
2.656045841418694e-14,6.971124673545406e-17,1.7886212843862052e-07,8.154956174548191e-10,2.6560458414186933e-14,6.971124673545406e-17,60.58990249946382,28.51477887759897,1.0,0.9977487471736266,0.0022512528263733543,0.0,2.656045841418694e-14,6.971124673545404e-17,1.7886212843862057e-07,8.15495617454819e-10,60.58990249946382,28.51477887759897,50.78103359771662,50.78093922841881,0.0,0.0659999824780232,1.2486006809891691e-05,1.1251158583616965e-08,1.2486006809891691e-05,1.1251158583616965e-08,0.46
2.9548132111547986e-14,7.916633403767125e-17,1.907204063688591e-07,8.883504502284964e-10,2.9548132111547986e-14,7.916633403767125e-17,60.58990189036753,28.514778996653874,1.0,0.9976998632222012,0.0023001367777988,0.0,2.9548132111547986e-14,7.916633403767125e-17,1.9072040636885915e-07,8.883504502284963e-10,60.58990189036753,28.514778996653874,50.781033571480485,50.78093923399254,0.0,0.0659999824780232,1.3030438056205341e-05,1.1994721531073195e-08,1.3030438056205341e-05,1.1994721531073195e-08,0.47000000000000003
3.2798431490017146e-14,8.966627886802444e-17,2.0308877755331494e-07,9.65977595782636e-10,3.2798431490017146e-14,8.966627886802444e-17,60.58990126933689,28.514779115657355,1.0,0.9976509816658082,0.002349018334191665,0.0,3.2798431490017146e-14,8.966627886802444e-17,2.03088777553315e-07,9.65977595782636e-10,60.58990126933689,28.514779115657355,50.781033544221415,50.780939239562954,0.0,0.0659999824780232,1.3586300112167917e-05,1.277006477250986e-08,1.3586300112167917e-05,1.277006477250986e-08,0.48
3.6327903049811606e-14,1.0129738032758686e-16,2.1597775777325696e-07,1.0485792691560088e-09,3.6327903049811606e-14,1.0129738032758686e-16,60.5899006363728,28.514779234608714,1.0,0.9976021025043305,0.002397897495669319,0.0,3.6327903049811606e-14,1.0129738032758686e-16,2.15977757773257e-07,1.0485792691560086e-09,60.5899006363728,28.514779234608714,50.78103351591825,50.78093924512994,0.0,0.0659999824780232,1.4153581502630737e-05,1.3577830709088174e-08,1.4153581502630737e-05,1.3577830709088174e-08,0.49
4.0153674238279576e-14,1.141499645960096e-16,2.2939784981391323e-07,1.1363617099385458e-09,4.0153674238279576e-14,1.141499645960096e-16,60.58989999147615,28.514779353507258,1.0,0.9975532257376508,0.0024467742623491317,0.0,4.0153674238279576e-14,1.141499645960096e-16,2.2939784981391328e-07,1.1363617099385458e-09,60.58989999147615,28.514779353507258,50.78103348654987,50.78093925069337,0.0,0.0659999824780232,1.473227076421151e-05,1.4418660433975282e-08,1.473227076421151e-05,1.4418660433975282e-08,0.5
4.4299340305049713e-14,1.284099719812813e-16,2.4335950432028405e-07,1.2295378287315528e-09,4.4299340305049713e-14,1.284099719812813e-16,60.58989933464782,28.514779472352284,1.0,0.9975043513656517,0.002495648634348176,0.0,4.429934030504971e-14,1.2840997198128129e-16,2.433595043202841e-07,1.2295378287315528e-09,60.58989933464782,28.514779472352284,50.78103345609523,50.780939256253134,0.0,0.0659999824780232,1.5322356485774487e-05,1.5293191353356577e-08,1.532235648577449e-05,1.5293191353356574e-08,0.51
4.87817926904778e-14,1.4415403442509558e-16,2.578732073807523e-07,1.3283212857949672e-09,4.87817926904778e-14,1.4415403442509558e-16,60.58989866588871,28.514779591143093,1.0,0.997455479388216,0.0025445206117838963,0.0,4.87817926904778e-14,1.4415403442509555e-16,2.578732073807524e-07,1.328321285794967e-09,60.58989866588871,28.514779591143093,50.78103342453323,50.78093926180909,0.0,0.0659999824780232,1.592382721785771e-05,1.6202062509328996e-08,1.592382721785771e-05,1.6202062509328996e-08,0.52
5.361974684577944e-14,1.614821503975135e-16,2.7294942382200433e-07,1.4329303247643557e-09,5.361974684577944e-14,1.614821503975135e-16,60.58989798519973,28.51477970987899,1.0,0.9974066098052263,0.002593390194773674,0.0,5.361974684577944e-14,1.614821503975135e-16,2.7294942382200433e-07,1.4329303247643555e-09,60.58989798519973,28.51477970987899,50.7810333918428,50.780939267361106,0.0,0.0659999824780232,1.6536671531313347e-05,1.7145911133650223e-08,1.6536671531313347e-05,1.714591113365022e-08,0.53
