Time,PPase,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,TGFb_c,R_act,R,R_inact,SB,kin,kex,kphos,kdephos,kin_CIF,kon,koff,CIF,K_diss,kon_SB,koff_SB,k_TGFb,K_dissSB,ntoN,SB_0,SB_add,t_SB,nucleus,cytosol,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26
0.1,1.0,28.514774563287805,1.1826960063247447e-10,28.514774563287805,1.1826960063247447e-10,8.672496378903776e-21,1.8941555960673988e-12,50.780939026369104,8.672496378903776e-21,1.894155596067399e-12,8.672496378903773e-21,1.387039446499743e-17,1.866678928583578e-09,50.78103404143275,60.58991647109362,5.972129338104102e-07,60.58991647109362,5.972129338104102e-07,1.387039446499743e-17,1.866678928583578e-09,1.3870394464997431e-17,0.0659999824780232,0.000489834493103091,0.999510165506897,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.6343932742303485e-19,1.2045176158820843e-17,3.5399825005277635e-21,2.7198384598393198e-17,1.2655116937428979e-19,1.1015972874385171e-23,6.278533901357011e-23,4.665276954712346e-31,1.488605030921552e-27,-1.1303298478489941e-34,7.76604322897074e-25,1.1116519255529556e-14,0.0,2.7198384598393198e-17,7.76604322897074e-25,1.2045176158820843e-17,3.5399825005277635e-21,1.488605030921552e-27,-1.1303298478489937e-34,1.488605030921552e-27,-1.1303298478489941e-34,1.2655116937428979e-19,1.1015972874385171e-23,4.665276954712347e-31,4.665276954712346e-31,6.278533901357011e-23
0.11,1.0,28.51477468372676,1.571670015479279e-10,28.51477468372676,1.5716700154792793e-10,1.5008169147868612e-20,2.7584108581572108e-12,50.780939032002955,1.5008169147868618e-20,2.7584108581572108e-12,1.5008169147868612e-20,2.2133988558364986e-17,2.4811005216016035e-09,50.78103403772126,60.589916292230875,7.223869432886699e-07,60.589916292230875,7.223869432886699e-07,2.2133988558364986e-17,2.481100521601603e-09,2.213398855836497e-17,0.0659999824780232,0.0005388047438962566,0.9994611952561038,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.633839095531681e-19,1.2042597971904502e-17,4.281774269482308e-21,2.9917490113510974e-17,1.5306780290907386e-19,1.463512870945269e-23,8.345127541226628e-23,7.444718821644994e-31,2.177948086735948e-27,-1.9469838787929937e-34,1.0320198272942982e-24,1.1115974610007502e-14,0.0,2.991749011351098e-17,1.0320198272942984e-24,1.2042597971904502e-17,4.281774269482308e-21,2.177948086735948e-27,-1.9469838787929937e-34,2.177948086735948e-27,-1.946983878792995e-34,1.5306780290907386e-19,1.4635128709452693e-23,7.444718821644989e-31,7.444718821644994e-31,8.345127541226625e-23
0.12,1.0,28.514774804139595,2.0377029685234942e-10,28.514774804139595,2.0377029685234942e-10,2.5858862930902712e-20,3.907668214598455e-12,50.780939037636166,2.5858862930902718e-20,3.907668214598456e-12,2.5858862930902712e-20,3.452662041318152e-17,3.217476160292328e-09,50.78103403376591,60.589916101401464,8.59413633882062e-07,60.589916101401464,8.59413633882062e-07,3.452662041318152e-17,3.217476160292327e-09,3.452662041318151e-17,0.0659999824780232,0.0005877725954263476,0.9994122274045737,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.633270494183746e-19,1.2039949151771103e-17,5.0937553431802876e-21,3.263646238545903e-17,1.8209297046129966e-19,1.8969448445380985e-23,1.0821910956337713e-22,1.1612953542467722e-30,3.082448686828651e-27,-3.3737160812045523e-34,1.3380352395482986e-24,1.1115429991169974e-14,0.0,3.263646238545903e-17,1.3380352395482986e-24,1.2039949151771103e-17,5.0937553431802876e-21,3.082448686828651e-27,-3.3737160812045523e-34,3.082448686828651e-27,-3.373716081204553e-34,1.8209297046129966e-19,1.8969448445380985e-23,1.161295354246772e-30,1.1612953542467722e-30,1.0821910956337708e-22
0.13,1.0,28.514774924525582,2.58803046444776e-10,28.514774924525582,2.58803046444776e-10,4.1389505226641027e-20,5.369839501314359e-12,50.780939043268695,4.1389505226641027e-20,5.369839501314359e-12,4.1389505226641015e-20,5.134161569344897e-17,4.087259456921237e-09,50.78103402954377,60.58991589860634,1.0082806152902827e-06,60.58991589860634,1.0082806152902827e-06,5.134161569344897e-17,4.087259456921236e-09,5.134161569344896e-17,0.0659999824780232,0.0006367380478146369,0.9993632619521855,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.63268611208361e-19,1.2037229713263852e-17,5.975843130286172e-21,3.5355301419361914e-17,2.1362362908716176e-19,2.4086065367670298e-23,1.3747408121971015e-22,1.7268640565110966e-30,4.242677488138577e-27,-5.390405297670317e-34,1.6994017361445126e-24,1.1114885399015623e-14,0.0,3.535530141936191e-17,1.6994017361445126e-24,1.2037229713263852e-17,5.975843130286172e-21,4.242677488138577e-27,-5.390405297670315e-34,4.242677488138577e-27,-5.390405297670317e-34,2.1362362908716176e-19,2.4086065367670298e-23,1.726864056511096e-30,1.7268640565110966e-30,1.374740812197101e-22
0.14,1.0,28.514775044884022,3.229523244764687e-10,28.514775044884022,3.229523244764687e-10,6.41387308622036e-20,7.20563962366861e-12,50.78093904890053,6.413873086220355e-20,7.20563962366861e-12,6.413873086220355e-20,7.407899290471034e-17,5.1013956487995385e-09,50.7810340250329,60.589915683846385,1.1689760280279667e-06,60.589915683846385,1.1689760280279667e-06,7.407899290471034e-17,5.101395648799541e-09,7.407899290471038e-17,0.0659999824780232,0.0006857011011781859,0.999314298898822,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.632084650198243e-19,1.2034439670418163e-17,6.927958646917438e-21,3.807400722011062e-17,2.476568668484047e-19,3.0048180175157484e-23,1.715843310532606e-22,2.4916307845373784e-30,5.70261926019615e-27,-8.343886039147207e-34,2.120630913919039e-24,1.1114340833543146e-14,0.0,3.8074007220110624e-17,2.120630913919039e-24,1.2034439670418163e-17,6.927958646917438e-21,5.70261926019615e-27,-8.3438860391472e-34,5.70261926019615e-27,-8.3438860391472e-34,2.476568668484047e-19,3.0048180175157484e-23,2.4916307845373795e-30,2.4916307845373784e-30,1.7158433105326067e-22
0.15,1.0,28.514775165214235,3.968657302342627e-10,28.514775165214235,3.9686573023426277e-10,1.0077515637495697e-19,9.523530769185387e-12,50.78093905453159,1.0077515637495692e-19,9.523530769185387e-12,1.0077515637495697e-19,1.0615268031436817e-16,6.270304510232534e-09,50.7810340202124,60.589915457122466,1.3414885535419807e-06,60.589915457122466,1.3414885535419807e-06,1.061526803143682e-16,6.270304510232535e-09,1.061526803143682e-16,0.0659999824780232,0.0007346617556301664,0.9992653382443699,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.631464872098616e-19,1.2031579036815066e-17,7.950026614302993e-21,4.0792579792380497e-17,2.841899055779861e-19,3.691454269167642e-23,2.1090032590231848e-22,3.570422271704732e-30,7.509638891790872e-27,-1.3227152645559694e-33,2.6059751623529604e-24,1.1113796294751283e-14,0.0,4.0792579792380497e-17,2.6059751623529608e-24,1.2031579036815066e-17,7.950026614302993e-21,7.509638891790872e-27,-1.3227152645559694e-33,7.509638891790872e-27,-1.3227152645559686e-33,2.841899055779861e-19,3.6914542691676423e-23,3.570422271704734e-30,3.570422271704734e-30,2.109003259023185e-22
0.16,1.0,28.5147752855155,4.812606528329808e-10,28.5147752855155,4.812606528329808e-10,1.5133674961034582e-19,1.2352825747585503e-11,50.78093906016187,1.5133674961034582e-19,1.2352825747585504e-11,1.5133674961034586e-19,1.4785425818257706e-16,7.605345362810334e-09,50.78103401505954,60.58991521843549,1.525805902598432e-06,60.58991521843549,1.525805902598432e-06,1.478542581825771e-16,7.605345362810337e-09,1.478542581825771e-16,0.0659999824780232,0.0007836200112909136,0.9992163799887093,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.630825431798699e-19,1.2028647827146304e-17,9.041965118183005e-21,4.3511019141244963e-17,3.2321972718405547e-19,4.475168744127401e-23,2.5580413407337102e-22,4.9730457565281214e-30,9.714637503642187e-27,-1.9953945880218084e-33,3.160145138155957e-24,1.11132517826387e-14,0.0,4.3511019141244963e-17,3.160145138155957e-24,1.2028647827146304e-17,9.041965118183005e-21,9.714637503642187e-27,-1.995394588021809e-33,9.714637503642187e-27,-1.9953945880218084e-33,3.2321972718405547e-19,4.475168744127401e-23,4.973045756528123e-30,4.973045756528123e-30,2.558041340733711e-22
0.17,1.0,28.514775405787105,5.768350218091515e-10,28.514775405787105,5.768350218091515e-10,2.1788975795568376e-19,1.5746314959930647e-11,50.78093906579133,2.1788975795568376e-19,1.5746314959930647e-11,2.178897579556838e-19,2.0041581362267758e-16,9.117618375057879e-09,50.781034009552066,60.589914967786385,1.7219160527853223e-06,60.589914967786385,1.7219160527853223e-06,2.004158136226776e-16,9.11761837505788e-09,2.0041581362267765e-16,0.0659999824780232,0.0008325758682788415,0.9991674241317213,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.630165011585236e-19,1.2025646055699728e-17,1.0203694071742165e-20,4.6229325271671104e-17,3.6474337955767126e-19,5.362395579862447e-23,3.066691073160278e-22,6.740942220592971e-30,1.237190356771328e-26,-2.8742446064712486e-33,3.7877237188573946e-24,1.1112707297204075e-14,0.0,4.6229325271671104e-17,3.7877237188573946e-24,1.2025646055699728e-17,1.0203694071742165e-20,1.237190356771328e-26,-2.8742446064712492e-33,1.237190356771328e-26,-2.8742446064712486e-33,3.6474337955767126e-19,5.362395579862447e-23,6.740942220592974e-30,6.740942220592973e-30,3.0666910731602786e-22
0.18,1.0,28.514775526028338,6.842899342281061e-10,28.514775526028338,6.842899342281061e-10,3.0234475620492295e-19,1.9754336538746367e-11,50.78093907141994,3.0234475620492295e-19,1.9754336538746367e-11,3.02344756204923e-19,2.649843067792882e-16,1.0818268642949746e-08,50.78103400366768,60.58991470517605,1.929806934530778e-06,60.58991470517605,1.929806934530778e-06,2.649843067792883e-16,1.0818268642949748e-08,2.649843067792883e-16,0.0659999824780232,0.0008815293267127516,0.9991184706732874,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.629482291220614e-19,1.2022573736914648e-17,1.1435133068596239e-20,4.8947498188647824e-17,4.0875789895928293e-19,6.35960242192038e-23,3.638701085048774e-22,8.91268941844091e-30,1.5539135307006158e-26,-3.976279518619405e-33,4.493314581216094e-24,1.111216283844609e-14,0.0,4.8947498188647824e-17,4.493314581216094e-24,1.2022573736914648e-17,1.1435133068596239e-20,1.5539135307006158e-26,-3.976279518619406e-33,1.5539135307006158e-26,-3.976279518619405e-33,4.0875789895928293e-19,6.35960242192038e-23,8.912689418440914e-30,8.912689418440914e-30,3.6387010850487745e-22
0.19,1.0,28.514775646238487,8.043203776050362e-10,28.514775646238487,8.043203776050363e-10,4.0808458358956917e-19,2.4438091621888658e-11,50.78093907704766,4.0808458358956917e-19,2.4438091621888658e-11,4.0808458358956917e-19,3.4326649326561006e-16,1.2718366811233405e-08,50.781033997384185,60.589914430605376,2.1494665526102272e-06,60.589914430605376,2.1494665526102277e-06,3.432664932656102e-16,1.2718366811233412e-08,3.432664932656102e-16,0.0659999824780232,0.0009304803867110328,0.9990695196132892,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.628775956020806e-19,1.2019430884977937e-17,1.2736202220220824e-20,5.166553789714143e-17,4.552603401160751e-19,7.473182472368279e-23,4.277794963637074e-22,1.1545693703219911e-29,1.9277407187612477e-26,-5.3394811637324735e-33,5.281481284301933e-24,1.1111618406363427e-14,0.0,5.166553789714143e-17,5.281481284301934e-24,1.2019430884977937e-17,1.2736202220220826e-20,1.927740718761248e-26,-5.339481163732473e-33,1.927740718761248e-26,-5.339481163732473e-33,4.552603401160751e-19,7.47318247236828e-23,1.1545693703219917e-29,1.1545693703219917e-29,4.277794963637076e-22
