Time,PPase,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,TGFb_c,R_act,R,R_inact,SB,kin,kex,kphos,kdephos,kin_CIF,kon,koff,CIF,K_diss,kon_SB,koff_SB,k_TGFb,K_dissSB,ntoN,SB_0,SB_add,t_SB,nucleus,cytosol,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19,reaction_20,reaction_21,reaction_22,reaction_23,reaction_24,reaction_25,reaction_26
0.44,1.0,28.514778639337703,9.856799068062708e-09,28.514778639337703,9.856799068062708e-09,5.3632715104149546e-17,6.833113053915719e-10,50.78093921726188,5.3632715104149546e-17,6.833113053915719e-10,5.363271510414956e-17,2.1311260016715353e-14,1.5663374229922147e-07,50.78103364720481,60.589903681849734,1.1431482687622334e-05,60.589903681849734,1.1431482687622332e-05,2.1311260016715353e-14,1.5663374229922147e-07,2.1311260016715353e-14,0.0659999824780232,0.0021534777379553513,0.9978465222620444,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.59969561530755e-19,1.1917977713871604e-17,6.766449666934285e-20,1.1957325219549734e-16,2.4179734410919575e-18,9.096836100796437e-22,5.2683417917418666e-21,7.167995869386632e-28,5.448244501328638e-25,-6.794277953127071e-31,6.472358683253628e-23,1.1098016269963265e-14,0.0,1.1957325219549734e-16,6.472358683253628e-23,1.1917977713871604e-17,6.766449666934284e-20,5.448244501328637e-25,-6.794277953127073e-31,5.448244501328638e-25,-6.794277953127071e-31,2.417973441091957e-18,9.096836100796437e-22,7.167995869386632e-28,7.167995869386632e-28,5.2683417917418666e-21
0.45,1.0,28.514778758493346,1.0538732220985905e-08,28.514778758493346,1.0538732220985905e-08,6.121874493887794e-17,7.47214906973998e-10,50.78093922284189,6.121874493887794e-17,7.472149069739981e-10,6.121874493887794e-17,2.3819444844847947e-14,1.6750341498528988e-07,50.781033622951014,60.58990309662485,1.1953017860142048e-05,60.58990309662485,1.1953017860142048e-05,2.3819444844847947e-14,1.6750341498528985e-07,2.3819444844847943e-14,0.0659999824780232,0.0022023664797979608,0.9977976335202019,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.59792647116042e-19,1.1913005969185122e-17,7.074860788465793e-20,1.2228783020633523e-16,2.528152689240542e-18,9.72353124994482e-22,5.6339408640361e-21,8.01161837099429e-28,5.956523361235452e-25,-7.75223185815276e-31,6.920142586855963e-23,1.1097472530981086e-14,0.0,1.2228783020633523e-16,6.920142586855963e-23,1.1913005969185122e-17,7.074860788465793e-20,5.956523361235452e-25,-7.75223185815276e-31,5.956523361235452e-25,-7.75223185815276e-31,2.528152689240542e-18,9.72353124994482e-22,8.011618370994289e-28,8.01161837099429e-28,5.633940864036099e-21
0.46,1.0,28.51477887759897,1.1251158583616965e-08,28.51477887759897,1.1251158583616965e-08,6.971124673545404e-17,8.15495617454819e-10,50.78093922841881,6.971124673545406e-17,8.154956174548191e-10,6.971124673545406e-17,2.656045841418694e-14,1.7886212843862057e-07,50.78103359771662,60.58990249946382,1.2486006809891691e-05,60.58990249946382,1.2486006809891691e-05,2.656045841418694e-14,1.7886212843862052e-07,2.6560458414186933e-14,0.0659999824780232,0.0022512528263733543,0.9977487471736266,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.596099360251796e-19,1.1907964073433368e-17,7.390025578450415e-20,1.2500227514134107e-16,2.6407425644577242e-18,1.037800645851891e-21,6.015988715975216e-21,8.933552312372892e-28,6.499366509640996e-25,-8.825511708173757e-31,7.387949521187661e-23,1.109692881863899e-14,0.0,1.2500227514134104e-16,7.387949521187661e-23,1.1907964073433368e-17,7.390025578450415e-20,6.499366509640996e-25,-8.82551170817376e-31,6.499366509640996e-25,-8.82551170817376e-31,2.6407425644577242e-18,1.037800645851891e-21,8.93355231237289e-28,8.933552312372892e-28,6.015988715975214e-21
0.47000000000000003,1.0,28.514778996653874,1.1994721531073195e-08,28.514778996653874,1.1994721531073195e-08,7.916633403767125e-17,8.883504502284963e-10,50.78093923399254,7.916633403767125e-17,8.883504502284964e-10,7.916633403767125e-17,2.9548132111547986e-14,1.9072040636885915e-07,50.781033571480485,60.58990189036753,1.3030438056205341e-05,60.58990189036753,1.3030438056205341e-05,2.9548132111547986e-14,1.907204063688591e-07,2.9548132111547986e-14,0.0659999824780232,0.0023001367777988,0.9976998632222012,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.59421303504549e-19,1.1902852040601266e-17,7.711936418200614e-20,1.2771658700542778e-16,2.7557402504210255e-18,1.1060831111234317e-21,6.41483931024003e-21,9.938449850339294e-28,7.078285708391164e-25,-1.0020414425054298e-30,7.876201951442371e-23,1.109638513293567e-14,0.0,1.2771658700542778e-16,7.876201951442371e-23,1.1902852040601266e-17,7.711936418200614e-20,7.078285708391164e-25,-1.0020414425054298e-30,7.078285708391164e-25,-1.0020414425054298e-30,2.7557402504210255e-18,1.1060831111234317e-21,9.938449850339294e-28,9.938449850339294e-28,6.4148393102400276e-21
0.48,1.0,28.514779115657355,1.277006477250986e-08,28.514779115657355,1.277006477250986e-08,8.966627886802444e-17,9.65977595782636e-10,50.780939239562954,8.966627886802444e-17,9.65977595782636e-10,8.966627886802444e-17,3.2798431490017146e-14,2.03088777553315e-07,50.781033544221415,60.58990126933689,1.3586300112167917e-05,60.58990126933689,1.3586300112167917e-05,3.2798431490017146e-14,2.0308877755331494e-07,3.2798431490017146e-14,0.0659999824780232,0.002349018334191665,0.9976509816658082,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.592266246490697e-19,1.1897669885128128e-17,8.040585684902212e-20,1.3043076580351423e-16,2.873142929298506e-18,1.1772574716460592e-21,6.83084677996112e-21,1.103168096388505e-27,7.6948226692348485e-25,-1.1347246210316702e-30,8.385322562156102e-23,1.1095841473869826e-14,0.0,1.304307658035142e-16,8.385322562156102e-23,1.1897669885128128e-17,8.040585684902212e-20,7.6948226692348485e-25,-1.1347246210316702e-30,7.6948226692348485e-25,-1.1347246210316702e-30,2.873142929298506e-18,1.1772574716460592e-21,1.103168096388505e-27,1.103168096388505e-27,6.830846779961119e-21
0.49,1.0,28.514779234608714,1.3577830709088174e-08,28.514779234608714,1.3577830709088174e-08,1.0129738032758686e-16,1.0485792691560086e-09,50.78093924512994,1.0129738032758686e-16,1.0485792691560088e-09,1.0129738032758686e-16,3.6327903049811606e-14,2.15977757773257e-07,50.78103351591825,60.5899006363728,1.4153581502630737e-05,60.5899006363728,1.4153581502630737e-05,3.6327903049811606e-14,2.1597775777325696e-07,3.6327903049811606e-14,0.0659999824780232,0.002397897495669319,0.9976021025043305,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.590257746546358e-19,1.1892417620897904e-17,8.375965764366576e-20,1.3314481154051965e-16,2.9929477862244356e-18,1.2513804916984094e-21,7.26436482115008e-21,1.2218811032303387e-27,8.350549528127007e-25,-1.2816774846513876e-30,8.915733178984949e-23,1.1095297841440148e-14,0.0,1.3314481154051965e-16,8.915733178984949e-23,1.1892417620897904e-17,8.375965764366576e-20,8.350549528127007e-25,-1.2816774846513876e-30,8.350549528127007e-25,-1.2816774846513876e-30,2.9929477862244356e-18,1.2513804916984094e-21,1.2218811032303387e-27,1.2218811032303387e-27,7.264364821150079e-21
0.5,1.0,28.514779353507258,1.4418660433975282e-08,28.514779353507258,1.4418660433975282e-08,1.141499645960096e-16,1.1363617099385458e-09,50.78093925069337,1.141499645960096e-16,1.1363617099385458e-09,1.141499645960096e-16,4.0153674238279576e-14,2.2939784981391328e-07,50.78103348654987,60.58989999147615,1.473227076421151e-05,60.58989999147615,1.473227076421151e-05,4.0153674238279576e-14,2.2939784981391323e-07,4.0153674238279576e-14,0.0659999824780232,0.0024467742623491317,0.9975532257376508,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.588186290705508e-19,1.1887095262147957e-17,8.718069051030616e-20,1.3585872422136363e-16,3.1151520092992743e-18,1.3285087490007985e-21,7.715746692699499e-21,1.350560083518917e-27,9.047068738484246e-25,-1.4440222298069989e-30,9.467854768705095e-23,1.1094754235645337e-14,0.0,1.3585872422136363e-16,9.467854768705095e-23,1.1887095262147957e-17,8.718069051030616e-20,9.047068738484246e-25,-1.4440222298069989e-30,9.047068738484246e-25,-1.4440222298069989e-30,3.1151520092992743e-18,1.3285087490007985e-21,1.350560083518917e-27,1.350560083518917e-27,7.715746692699496e-21
0.51,1.0,28.514779472352284,1.5293191353356574e-08,28.514779472352284,1.5293191353356577e-08,1.2840997198128129e-16,1.2295378287315528e-09,50.780939256253134,1.284099719812813e-16,1.2295378287315528e-09,1.284099719812813e-16,4.429934030504971e-14,2.433595043202841e-07,50.78103345609523,60.58989933464782,1.532235648577449e-05,60.58989933464782,1.5322356485774487e-05,4.4299340305049713e-14,2.4335950432028405e-07,4.4299340305049713e-14,0.0659999824780232,0.002495648634348176,0.9975043513656517,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.586050636480667e-19,1.1881702822762239e-17,9.066887974959043e-20,1.3857250385094951e-16,3.2397527995938503e-18,1.4086983701764473e-21,8.185343899776765e-21,1.4899986583340943e-27,9.786010878405116e-25,-1.6243912450314633e-30,1.0042105877076706e-22,1.1094210656484084e-14,0.0,1.3857250385094954e-16,1.0042105877076709e-22,1.1881702822762239e-17,9.06688797495904e-20,9.786010878405112e-25,-1.6243912450314636e-30,9.786010878405114e-25,-1.6243912450314636e-30,3.239752799593849e-18,1.4086983701764474e-21,1.4899986583340945e-27,1.4899986583340945e-27,8.185343899776762e-21
0.52,1.0,28.514779591143093,1.6202062509328996e-08,28.514779591143093,1.6202062509328996e-08,1.4415403442509555e-16,1.328321285794967e-09,50.78093926180909,1.4415403442509558e-16,1.3283212857949672e-09,1.4415403442509558e-16,4.87817926904778e-14,2.578732073807524e-07,50.78103342453323,60.58989866588871,1.592382721785771e-05,60.58989866588871,1.592382721785771e-05,4.87817926904778e-14,2.578732073807523e-07,4.87817926904778e-14,0.0659999824780232,0.0025445206117838963,0.997455479388216,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.583849541384354e-19,1.1876240317079085e-17,9.422414941427867e-20,1.4128615043420172e-16,3.3667473487653838e-18,1.4920056226467987e-21,8.673509139679717e-21,1.6407649675915934e-27,1.056903921814397e-24,-1.8236473081336334e-30,1.0638906124063281e-22,1.1093667103955087e-14,0.0,1.4128615043420172e-16,1.0638906124063281e-22,1.1876240317079085e-17,9.422414941427867e-20,1.056903921814397e-24,-1.823647308133634e-30,1.056903921814397e-24,-1.823647308133634e-30,3.3667473487653838e-18,1.4920056226467987e-21,1.6407649675915934e-27,1.6407649675915934e-27,8.673509139679714e-21
0.53,1.0,28.51477970987899,1.714591113365022e-08,28.51477970987899,1.7145911133650223e-08,1.614821503975135e-16,1.4329303247643555e-09,50.780939267361106,1.614821503975135e-16,1.4329303247643557e-09,1.614821503975135e-16,5.361974684577944e-14,2.7294942382200433e-07,50.7810333918428,60.58989798519973,1.6536671531313347e-05,60.58989798519973,1.6536671531313347e-05,5.361974684577944e-14,2.7294942382200433e-07,5.361974684577944e-14,0.0659999824780232,0.002593390194773674,0.9974066098052263,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.581581763938832e-19,1.1870707759083422e-17,9.784642370040415e-20,1.4399966397604137e-16,3.496132853549735e-18,1.5784865314151733e-21,9.180594394573665e-21,1.8034885014149538e-27,1.1397846585436276e-24,-2.043005775807129e-30,1.1258673940888947e-22,1.1093123578057041e-14,0.0,1.4399966397604137e-16,1.125867394088895e-22,1.1870707759083422e-17,9.784642370040415e-20,1.1397846585436276e-24,-2.043005775807129e-30,1.1397846585436276e-24,-2.043005775807129e-30,3.496132853549735e-18,1.5784865314151735e-21,1.8034885014149538e-27,1.8034885014149538e-27,9.180594394573665e-21
0.54,1.0,28.514779828559274,1.8125372832964042e-08,28.514779828559274,1.8125372832964046e-08,1.8051055403066108e-16,1.5435875666004547e-09,50.78093927290906,1.8051055403066108e-16,1.5435875666004547e-09,1.8051055403066108e-16,5.883328388900511e-14,2.8859860025675277e-07,50.78103335800291,60.58989729258177,1.7160878014155994e-05,60.58989729258177,1.7160878014155994e-05,5.883328388900513e-14,2.885986002567527e-07,5.883328388900513e-14,0.0659999824780232,0.0026422573834348514,0.9973577426165651,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.579246065190717e-19,1.1865105163012611e-17,1.015356269262497e-19,1.4671304448138787e-16,3.627906514982484e-18,1.668196899663467e-21,9.706951034000883e-21,1.9788446838341275e-27,1.2274155423954657e-24,-2.2839196952775117e-30,1.1901826691664676e-22,1.1092580078788636e-14,0.0,1.4671304448138787e-16,1.1901826691664678e-22,1.1865105163012611e-17,1.015356269262497e-19,1.2274155423954657e-24,-2.2839196952775117e-30,1.2274155423954657e-24,-2.2839196952775117e-30,3.627906514982484e-18,1.6681968996634673e-21,1.978844683834128e-27,1.978844683834128e-27,9.706951034000881e-21
0.55,1.0,28.51477994718325,1.91410819044352e-08,28.51477994718325,1.91410819044352e-08,2.0135956370499816e-16,1.6605196584671164e-09,50.78093927845283,2.0135956370499816e-16,1.6605196584671166e-09,2.0135956370499816e-16,6.444306955998341e-14,3.0483117027723533e-07,50.78103332299255,60.5898965880357,1.779643526619191e-05,60.5898965880357,1.779643526619191e-05,6.444306955998341e-14,3.0483117027723533e-07,6.444306955998341e-14,0.0659999824780232,0.0026911221778847735,0.9973088778221151,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.576841205681756e-19,1.1859432542750604e-17,1.0529168349652214e-19,1.4942629195516086e-16,3.762065537071607e-18,1.7611923438501287e-21,1.0252929989562807e-20,2.167528602505185e-27,1.3199717965067132e-24,-2.5478845624551525e-30,1.2568780880646426e-22,1.1092036606148569e-14,0.0,1.4942629195516089e-16,1.2568780880646426e-22,1.1859432542750604e-17,1.0529168349652214e-19,1.3199717965067132e-24,-2.5478845624551525e-30,1.3199717965067132e-24,-2.5478845624551525e-30,3.762065537071607e-18,1.7611923438501287e-21,2.167528602505185e-27,2.167528602505185e-27,1.0252929989562807e-20
0.56,1.0,28.514780065750212,2.0193671335749378e-08,28.514780065750212,2.0193671335749378e-08,2.241535820493185e-16,1.7839572737313087e-09,50.78093928399225,2.241535820493185e-16,1.7839572737313087e-09,2.241535820493185e-16,7.047035422032086e-14,3.2165755445521504e-07,50.78103328679075,60.589895871562454,1.8443331899019017e-05,60.589895871562454,1.8443331899019017e-05,7.047035422032086e-14,3.21657554455215e-07,7.047035422032086e-14,0.0659999824780232,0.0027399845782407855,0.9972600154217591,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.574365951002402e-19,1.1853689912686224e-17,1.0911451790235231e-19,1.5213940640228063e-16,3.89860712679746e-18,1.8575282937101536e-21,1.0818881754920041e-20,2.3702550087103076e-27,1.4176316122803138e-24,-2.83643750719152e-30,1.3259952152235135e-22,1.1091493160135538e-14,0.0,1.521394064022806e-16,1.3259952152235135e-22,1.1853689912686224e-17,1.0911451790235231e-19,1.4176316122803138e-24,-2.83643750719152e-30,1.4176316122803138e-24,-2.83643750719152e-30,3.89860712679746e-18,1.8575282937101536e-21,2.3702550087103076e-27,2.3702550087103076e-27,1.081888175492004e-20
0.5700000000000001,1.0,28.51478018425947,2.1283772805113198e-08,28.51478018425947,2.12837728051132e-08,2.490210959407498e-16,1.9141351119631144e-09,50.780939289527204,2.490210959407498e-16,1.9141351119631144e-09,2.490210959407498e-16,7.693697285340202e-14,3.390881603419797e-07,50.78103324937653,60.5898951431629,1.91015565360269e-05,60.5898951431629,1.91015565360269e-05,7.693697285340202e-14,3.390881603419796e-07,7.693697285340202e-14,0.0659999824780232,0.002788844584620233,0.9972111554153797,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.5718190652285e-19,1.1847877286652936e-17,1.130040547212951e-19,1.5485238782766743e-16,4.0375284941127775e-18,1.9572599922550932e-21,1.1405156385792348e-20,2.587758317357792e-27,1.5205761389095693e-24,-3.151156466385121e-30,1.3975755290976724e-22,1.1090949740748237e-14,0.0,1.5485238782766746e-16,1.3975755290976727e-22,1.1847877286652936e-17,1.130040547212951e-19,1.5205761389095693e-24,-3.151156466385121e-30,1.5205761389095693e-24,-3.151156466385121e-30,4.0375284941127775e-18,1.9572599922550932e-21,2.587758317357792e-27,2.587758317357792e-27,1.1405156385792345e-20
0.58,1.0,28.514780302710324,2.2412016681254227e-08,28.514780302710324,2.241201668125423e-08,2.760946765047535e-16,2.0512918989357313e-09,50.78093929505754,2.760946765047535e-16,2.0512918989357313e-09,2.760946765047535e-16,8.38653450643894e-14,3.57133382468342e-07,50.78103321072897,60.58989440283794,1.9771097812396804e-05,60.58989440283794,1.9771097812396804e-05,8.38653450643894e-14,3.57133382468342e-07,8.38653450643894e-14,0.0659999824780232,0.002837702197140463,0.9971622978028595,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.569199315969988e-19,1.1841994678888101e-17,1.1696021861732924e-19,1.575652362362423e-16,4.178826851942664e-18,2.0604424957730445e-21,1.2012103499958643e-20,2.820792606982048e-27,1.6289894729299136e-24,-3.4936593450437926e-30,1.4716604221562095e-22,1.1090406347985357e-14,0.0,1.575652362362423e-16,1.4716604221562097e-22,1.1841994678888101e-17,1.1696021861732924e-19,1.6289894729299136e-24,-3.4936593450437926e-30,1.6289894729299136e-24,-3.4936593450437926e-30,4.178826851942664e-18,2.060442495773045e-21,2.820792606982048e-27,2.820792606982048e-27,1.2012103499958643e-20
0.59,1.0,28.514780421102078,2.357903044251184e-08,28.514780421102078,2.3579030442511844e-08,3.056070697230587e-16,2.1956718996814254e-09,50.780939300583135,3.056070697230588e-16,2.1956718996814245e-09,3.056070697230587e-16,9.128415687737208e-14,3.7580357357745164e-07,50.78103317082719,60.58989365058847,2.0451944405009475e-05,60.58989365058847,2.0451944405009478e-05,9.128415687737207e-14,3.7580357357745154e-07,9.128415687737207e-14,0.0659999824780232,0.0028865574159185965,0.9971134425840815,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.56650547285629e-19,1.183604210347762e-17,1.2098293453813054e-19,1.6027795163291374e-16,4.322499423570357e-18,2.167130501964202e-21,1.2640071309678902e-20,3.0703227257526263e-27,1.7430584465429566e-24,-3.8671407522581384e-30,1.5482910970740533e-22,1.1089862981845601e-14,0.0,1.6027795163291374e-16,1.5482910970740535e-22,1.183604210347762e-17,1.2098293453813056e-19,1.7430584465429574e-24,-3.8671407522581384e-30,1.743058446542957e-24,-3.8671407522581405e-30,4.322499423570357e-18,2.167130501964203e-21,3.070322725752626e-27,3.070322725752626e-27,1.26400713096789e-20
0.6,1.0,28.514780539434035,2.47854387724454e-08,28.514780539434035,2.4785438772445404e-08,3.378853851870775e-16,2.347524826986832e-09,50.780939306103825,3.378853851870776e-16,2.3475248269868312e-09,3.3788538518707757e-16,9.922801711880418e-14,3.9510904636453966e-07,50.78103312965044,60.589892886415385,2.114408503063639e-05,60.589892886415385,2.1144085030636398e-05,9.922801711880413e-14,3.951090463645396e-07,9.922801711880413e-14,0.0659999824780232,0.0029354102410715415,0.9970645897589285,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.563736314099636e-19,1.1830019574355932e-17,1.25072127703141e-19,1.6299053402257885e-16,4.468543442190554e-18,2.2773783603346524e-21,1.3289406680210088e-20,3.337512734006048e-27,1.862972630248346e-24,-4.276278184912314e-30,1.6275085730099776e-22,1.1089319642327663e-14,0.0,1.6299053402257887e-16,1.6275085730099776e-22,1.1830019574355932e-17,1.2507212770314101e-19,1.8629726302483475e-24,-4.276278184912314e-30,1.8629726302483467e-24,-4.276278184912316e-30,4.468543442190556e-18,2.2773783603346528e-21,3.337512734006047e-27,3.337512734006047e-27,1.3289406680210087e-20
0.61,1.0,28.5147806577055,2.603187027343714e-08,28.5147806577055,2.6031870273437144e-08,3.7294303079285693e-16,2.507099415940464e-09,50.78093931161946,3.7294303079285703e-16,2.5070994159404627e-09,3.72943030792857e-16,1.07713328688002e-13,4.1506019564173776e-07,50.78103308717774,60.58989211031956,2.184750831893111e-05,60.58989211031956,2.1847508318931112e-05,1.0771332868800199e-13,4.150601956417376e-07,1.0771332868800199e-13,0.0659999824780232,0.0029842606727169593,0.9970157393272832,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.560890605795352e-19,1.1823927105659424e-17,1.2922772276581618e-19,1.6570298341017688e-16,4.616956119544427e-18,2.391240802048374e-21,1.396045923879322e-20,3.622914339686626e-27,1.9889251765164884e-24,-4.720701501866014e-30,1.709354126447949e-22,1.1088776329430238e-14,0.0,1.6570298341017688e-16,1.7093541264479492e-22,1.1823927105659424e-17,1.2922772276581618e-19,1.988925176516489e-24,-4.720701501866015e-30,1.9889251765164887e-24,-4.7207015018660154e-30,4.616956119544428e-18,2.3912408020483744e-21,3.6229143396866255e-27,3.6229143396866255e-27,1.3960459238793214e-20
0.62,1.0,28.51478077591577,2.7318949649199348e-08,28.51478077591577,2.731894964919934e-08,4.109548745371573e-16,2.6746509058957963e-09,50.78093931712991,4.109548745371574e-16,2.674650905895795e-09,4.109548745371573e-16,1.1676638467388306e-13,4.356673560862036e-07,50.781033043388284,60.58989132230192,2.2562202960321433e-05,60.58989132230192,2.256220296032144e-05,1.1676638467388306e-13,4.3566735608620347e-07,1.1676638467388306e-13,0.0659999824780232,0.0030331087109721393,0.9969668912890279,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.557967121611829e-19,1.1817764711675945e-17,1.3344964478912618e-19,1.6841529980062684e-16,4.7677346824418e-18,2.508772090068694e-21,1.4653576590042565e-20,3.927411905110836e-27,2.121111813965214e-24,-5.202595293099296e-30,1.793868777870061e-22,1.1088233043152021e-14,0.0,1.684152998006268e-16,1.7938687778700607e-22,1.1817764711675945e-17,1.3344964478912623e-19,2.1211118139652153e-24,-5.2025952930992965e-30,2.121111813965215e-24,-5.2025952930992986e-30,4.767734682441802e-18,2.508772090068693e-21,3.927411905110836e-27,3.927411905110836e-27,1.4653576590042562e-20
0.63,1.0,28.514780894064156,2.8647300267093637e-08,28.514780894064156,2.8647300267093637e-08,4.521015019715697e-16,2.8504385881276904e-09,50.78093932263501,4.521015019715697e-16,2.8504385881276896e-09,4.521015019715697e-16,1.2641415936386756e-13,4.569408488656476e-07,50.781032998261274,60.58989052236333,2.328815765753521e-05,60.58989052236333,2.3288157657535215e-05,1.2641415936386754e-13,4.569408488656475e-07,1.2641415936386756e-13,0.0659999824780232,0.003081954355954369,0.9969180456440456,0.0,0.0,5.93e-15,1.26e-14,0.0004037081673984,0.00656639,3.36347821e-14,0.00183925592901392,0.016,5.67197,8.699169999999988,0.146422317103884,100.0,0.07423555020288,682.9559999999985,602214150000000.0,0.0,10000.0,2700.0,1e-12,2.27e-12,5.554964637741814e-19,1.1811532406188473e-17,1.3773781892581841e-19,1.711274831988477e-16,4.9208763607903636e-18,2.6300262977142082e-21,1.5369105884185087e-20,4.25191270455836e-27,2.2597311635390916e-24,-5.7242058914825124e-30,1.8810934600084097e-22,1.1087689783491706e-14,0.0,1.7112748319884768e-16,1.8810934600084097e-22,1.1811532406188473e-17,1.3773781892581844e-19,2.259731163539092e-24,-5.7242058914825124e-30,2.2597311635390916e-24,-5.7242058914825124e-30,4.920876360790364e-18,2.6300262977142082e-21,4.25191270455836e-27,4.251912704558359e-27,1.5369105884185087e-20
