CO2,NADP,NADPH,O2,PGA,RuBP,Time
35.0,0.29000000000000004,0.21,21.0,2.4,2.0,0.0
35.0,0.2949198549194207,0.2050801450805793,21.0,2.4087029919243657,2.0,0.01
35.0,0.2996954206696365,0.2003045793303635,21.0,2.417496729384862,2.0,0.02
35.0,0.30433054220824185,0.19566945779175818,21.0,2.426378909041895,2.0,0.03
35.0,0.30882908748613225,0.19117091251386778,21.0,2.435347201595206,2.0,0.04
35.0,0.3131950212110977,0.1868049787889023,21.0,2.444399217906787,2.0,0.05
35.0,0.3174323672393352,0.18256763276066482,21.0,2.4535325325787714,2.0,0.06
35.0,0.32154496611697914,0.17845503388302084,21.0,2.4627448296983143,2.0,0.07
35.0,0.3255364730648266,0.17446352693517345,21.0,2.472033903259096,2.0,0.08
35.0,0.32941047700372916,0.17058952299627086,21.0,2.4813975861437876,2.0,0.09
35.0,0.3331704387943749,0.16682956120562506,21.0,2.4908337863028938,2.0,0.1
35.0,0.33681971719178516,0.16318028280821487,21.0,2.5003404708543253,2.0,0.11
35.0,0.34036158093283203,0.15963841906716797,21.0,2.5099156592453316,2.0,0.12
35.0,0.34379918178235885,0.15620081821764115,21.0,2.5195574384634436,2.0,0.13
35.0,0.347135598068319,0.152864401931681,21.0,2.5292639372902705,2.0,0.14
35.0,0.3503737871666486,0.1496262128333514,21.0,2.539033355119181,2.0,0.15
35.0,0.35351666051249325,0.14648333948750675,21.0,2.5488639160590605,2.0,0.16
35.0,0.3565670036604749,0.1434329963395251,21.0,2.5587539178701935,2.0,0.17
35.0,0.3595275431619884,0.1404724568380116,21.0,2.5687016908316718,2.0,0.18
35.0,0.362400926868914,0.137599073131086,21.0,2.5787056099063257,2.0,0.19
35.0,0.36518971039346926,0.13481028960653071,21.0,2.5887641032493733,2.0,0.2
35.0,0.36789639703267973,0.1321036029673203,21.0,2.598875627707679,2.0,0.21
35.0,0.3705233923927348,0.12947660760726523,21.0,2.609038696413787,2.0,0.22
35.0,0.37307305510717514,0.12692694489282486,21.0,2.619251848310471,2.0,0.23
35.0,0.3755476517384735,0.12445234826152651,21.0,2.6295136750496164,2.0,0.24
35.0,0.37794940161366064,0.12205059838633937,21.0,2.6398227946381705,2.0,0.25
35.0,0.38028044346164314,0.11971955653835685,21.0,2.6501778708666555,2.0,0.26
35.0,0.3825428604904761,0.11745713950952391,21.0,2.6605775988849363,2.0,0.27
35.0,0.3847386751534319,0.1152613248465681,21.0,2.671020708186692,2.0,0.28
35.0,0.3868698483992737,0.11313015160072631,21.0,2.6815059631855362,2.0,0.29
35.0,0.38893830758821374,0.11106169241178625,21.0,2.6920321474492797,2.0,0.3
35.0,0.39094588899643473,0.10905411100356527,21.0,2.702598095929562,2.0,0.31
35.0,0.3928943720586991,0.10710562794130092,21.0,2.7132026757879277,2.0,0.32
35.0,0.3947854689263217,0.1052145310736783,21.0,2.7238447922427698,2.0,0.33
35.0,0.39662090886967927,0.10337909113032073,21.0,2.734523341222978,2.0,0.34
35.0,0.3984023137901378,0.10159768620986223,21.0,2.7452372791956923,2.0,0.35000000000000003
