EpoR,SAv,SAv_EpoR,SAv_EpoRi,dSAve,dSAvi,Time
76.0,999.293,0.0,0.0,0.0,0.0,0.0
75.99825814500193,999.2912578581414,0.0017418549980472522,2.8684061864781346e-07,1.681303521452681e-11,3.2579316983923953e-12,0.01
75.99651702495918,999.2895158777161,0.0034829750408108366,1.1470902405444319e-06,1.280560669892282e-10,2.4813956224584524e-11,0.02
75.99477663956908,999.2877740587206,0.00522336043090466,2.5803398672258054e-06,4.2604674636669807e-10,8.255684843779559e-11,0.03
75.99303698851926,999.2860324011507,0.006963011480720933,4.586167927900784e-06,1.0057421576304067e-09,1.9488683714422829e-10,0.04
75.99129807149959,999.2842909050022,0.008701928500414288,7.164155932633698e-06,1.9613869410127396e-09,3.8006609790581703e-10,0.05
75.98955988820174,999.2825495702708,0.01044011179825033,1.0313888002129661e-05,3.386618853611924e-09,6.56239208017749e-10,0.06
75.98782243831651,999.2808083969526,0.01217756168347301,1.4034946962816721e-05,5.3753583050458665e-09,1.0416055155284835e-09,0.07
75.98608572153485,999.2790673850432,0.013914278465137615,1.8326915944895183e-05,8.021441307349326e-09,1.554348014416087e-09,0.08
75.98434973754858,999.2773265345381,0.015650262451402747,2.3189379372614003e-05,1.1418388254088207e-08,2.2125885399563962e-09,0.09
75.9826144860485,999.2755858454336,0.017385513951466165,2.8621920286740323e-05,1.566002460377476e-08,3.034508041127568e-09,0.1
75.98087996672699,999.2738453177251,0.019120033272982753,3.462412390473137e-05,2.08396564950062e-08,4.038186836129841e-09,0.11
75.97914617927593,999.2721049514086,0.020853820724038494,4.11955749001732e-05,2.705070069589413e-08,5.241726680304167e-09,0.12
75.97741312338762,999.2703647464795,0.022586876612355113,4.8335858496692644e-05,3.438643139423938e-08,6.6632017006121985e-09,0.13
75.97568079875401,999.2686247029336,0.024319201245972602,5.6044559529019973e-05,4.2940197823466346e-08,8.320700565917916e-09,0.14
75.97394920506747,999.2668848207666,0.02605079493251529,6.432126345456868e-05,5.280518964980735e-08,1.023228102508742e-08,0.15
75.97221834202081,999.265145099974,0.027781657979170378,7.316555638343533e-05,6.407443000393602e-08,1.2415968556699591e-08,0.16
75.97048820930654,999.2634055405517,0.029511790693436426,8.257702404682054e-05,7.684101492965629e-08,1.4889802768013542e-08,0.17
75.96875880661693,999.2616661424952,0.031241193383050123,9.255525189812174e-05,9.119808993058875e-08,1.7671832850322585e-08,0.18
75.96703013364537,999.2599269058,0.03296986635462047,0.00010309982699400684,1.0723841322911642e-07,2.0780032949825327e-08,0.19
75.96530219008496,999.2581878304617,0.034697809915040366,0.00011421033604978943,1.2505480730535344e-07,2.4232389664207936e-08,0.2
75.96357497562732,999.256448916476,0.03642502437267757,0.00012588636379333234,1.44740541578908e-07,2.8046976196479587e-08,0.21
75.9618484899664,999.2547101638384,0.03815151003360881,0.00013812749816476873,1.663881240408764e-07,3.2241718204482635e-08,0.22
75.96012273279572,999.2529715725444,0.039877267204283987,0.00015093332663785957,1.9009015613878943e-07,3.6834559455501106e-08,0.23
75.95839770380921,999.2512331425895,0.04160229619080098,0.0001643034372211949,2.1593910011987362e-07,4.1843416743397626e-08,0.24
75.95667340270117,999.2494948739692,0.04332659729885333,0.00017823741853032954,2.4402726227713697e-07,4.7286176642137855e-08,0.25
75.95494982916222,999.2477567666791,0.04505017083778718,0.00019273485419475666,2.744480930435761e-07,5.318094743044743e-08,0.26
75.9532269828876,999.2460188207144,0.04677301711241365,0.0002077953341455021,3.0729356324188514e-07,5.954555067681525e-08,0.27
75.95150486357204,999.2442810360708,0.04849513642798316,0.00022341844775749454,3.426557581316283e-07,6.639783012463808e-08,0.28
75.94978347091026,999.2425434127435,0.05021652908975999,0.00023960378443600288,3.806267411075034e-07,7.375562528046671e-08,0.29
75.94806280459741,999.2408059507281,0.05193719540261753,0.00025635093417473087,4.2129842398590245e-07,8.16367462788937e-08,0.3
75.94634286432567,999.23906865002,0.0536571356743562,0.00027365948298258913,4.647636299632711e-07,9.005917985641173e-08,0.31
75.94462364978916,999.2373315106145,0.05537635021087519,0.00029152901953858446,5.111145468471312e-07,9.904078962756149e-08,0.32
75.94290516068395,999.2355945325069,0.057094839316098094,0.0003099591352943672,5.604427032340405e-07,1.0859931146883583e-07,0.33
75.94118739670516,999.2338577156925,0.05881260329490812,0.0003289494204285757,6.128399088454731e-07,1.1875253573147082e-07,0.34
75.93947035754813,999.2321210601667,0.06052964245196071,0.00034849946548338355,6.683978741614272e-07,1.2951823353626935e-07,0.35000000000000003
75.9377540429074,999.230384565925,0.062245957092730474,0.0003686088599115806,7.272085480560891e-07,1.4091422219866684e-07,0.36
75.93603845247695,999.2286482329623,0.06396154752320884,0.00038927719249598215,7.89364020349241e-07,1.529583463457124e-07,0.37
75.934323585953,999.2269120612742,0.06567641404718311,0.00041050405512548345,8.549556443532553e-07,1.6566830788835394e-07,0.38
75.93260944303096,999.2251760508558,0.0673905569692579,0.0004322890386017721,9.240750113051351e-07,1.7906185484118367e-07,0.39
75.9308960234063,999.2234402017023,0.06910397659393434,0.000454631733917228,9.968136534250147e-07,1.9315672378284997e-07,0.4
75.92918332677466,999.221704513809,0.07081667322559758,0.0004775317322748596,1.0732630392538022e-06,2.0797063895261294e-07,0.41000000000000003
75.92747135283182,999.2199689871711,0.07252864716846806,0.0005009886251651173,1.1535145556759044e-06,2.23521308766813e-07,0.42
75.92576010127354,999.2182336217837,0.07423989872676771,0.0005250020041059735,1.23765956877076e-06,2.3982643761032556e-07,0.43
75.92404957179573,999.2164984176421,0.07595042820458298,0.0005495714608578867,1.3257893734944912e-06,2.569037160861654e-07,0.44
75.92233976409442,999.2147633747413,0.07766023590590607,0.0005746965873596401,1.417995208704832e-06,2.747708239269295e-07,0.45
75.92063067786569,999.2130284930766,0.0793693221346376,0.0006003769757247694,1.5143682580019608e-06,2.9344543015772867e-07,0.46
