Time,s1,s19,s3,s4,s16,s17,s5,s42,s2,s45,default,re3,re2,re4,re5,re8,re1,re14
1.33,7.342722089087351e-08,5.5423824734281454e-06,0.0,4.650986880622329e-19,7.112693472818691e-06,2.8873065269973563e-06,0.0,2.112530073512972e-06,8.474249355927405e-09,1.8394813669670504e-16,1.0,3.857498201505989e-07,3.025307020066084e-07,2.4746446244453217e-17,4.442179588580453e-17,1.3171594845922435e-22,2.7122820403065896e-07,1.4147912206856982e-16
1.34,7.076441701800913e-08,5.5414953962645776e-06,0.0,2.164403352042338e-19,7.112693472818248e-06,2.887306526996385e-06,0.0,2.112530073512778e-06,8.166934660766624e-09,1.8536283166558038e-16,1.0,3.8568807958001457e-07,2.9155956738936846e-07,1.1514269962562146e-17,4.979198477139679e-17,6.129590292983902e-23,2.6139223988329925e-07,1.414598721430603e-16
1.35,6.819817676166791e-08,5.540501265988479e-06,0.0,-3.2541601987990813e-19,7.112693472818005e-06,2.8873065269952133e-06,0.0,2.112530073513076e-06,7.870764390727741e-09,1.8677733414829684e-16,1.0,3.8561888811279813e-07,2.8098628874898037e-07,-1.7308491553128605e-17,6.489288815504646e-17,-9.215781682998998e-23,2.519129660200947e-07,1.4144062483673303e-16
1.36,6.572499525840348e-08,5.539404065140985e-06,0.0,-1.1383280257715987e-18,7.112693472817944e-06,2.887306526993861e-06,0.0,2.112530073513828e-06,7.58533404886204e-09,1.8819164417104448e-16,1.0,3.855425229338125e-07,2.7079642554437486e-07,-6.053432537686181e-17,8.89113544073894e-17,-3.2237449689851675e-22,2.427774360458746e-07,1.4142138014923174e-16
1.37,6.334150473436548e-08,5.538207620416929e-06,0.0,-2.176350204141006e-18,7.112693472818036e-06,2.8873065269923538e-06,0.0,2.1125300735149586e-06,7.310254959756838e-09,1.8960576176000975e-16,1.0,3.8545925038101823e-07,2.6097610206331915e-07,-1.1570956113858872e-16,1.2043114444061642e-16,-6.163423778127329e-22,2.3397320995212535e-07,1.414021380802001e-16
1.38,6.10444590535381e-08,5.536915620230925e-06,0.0,-3.3259241044231643e-18,7.112693472818213e-06,2.887306526990762e-06,0.0,2.112530073516285e-06,7.045152486244774e-09,1.9101968694137552e-16,1.0,3.853693271680723e-07,2.5151194375893846e-07,-1.767874668046384e-16,1.5589133174447045e-16,-9.419017063726401e-22,2.2548829704069809e-07,1.4138289862928186e-16
1.39,5.88307288038857e-08,5.535531620303619e-06,0.0,-4.363600763040707e-18,7.112693472818337e-06,2.8873065269892257e-06,0.0,2.1125300735174463e-06,6.7896654622949785e-09,1.9243341974132127e-16,1.0,3.8527300077313185e-07,2.423910570039308e-07,-2.318865600210512e-16,1.882649309885298e-16,-1.2357717360931282e-21,2.1731113777283056e-07,1.4136366179612089e-16
1.4,5.669729032300045e-08,5.534059056137671e-06,0.0,-4.959453302370894e-18,7.1126934728182e-06,2.8873065269879488e-06,0.0,2.112530073517905e-06,6.543444926460979e-09,1.9384696018602268e-16,1.0,3.8517051030718184e-07,2.3360098387465696e-07,-2.634807116301842e-16,2.0711649626262152e-16,-1.404517175231437e-21,2.0943056323167526e-07,1.4134442758036115e-16
1.41,5.4641217693786574e-08,5.532501252117321e-06,0.0,-4.6580983976760275e-18,7.112693472817517e-06,2.8873065269872178e-06,0.0,2.112530073516921e-06,6.3061531981011395e-09,1.95260308301652e-16,1.0,3.850620871473655e-07,2.251296691722107e-07,-2.4740097808923177e-16,1.9802952680447738e-16,-1.319173466221851e-21,2.018357655556599e-07,1.413251959816468e-16
1.42,5.265968190720032e-08,5.53086142246002e-06,0.0,-3.0683274699443184e-18,7.112693472816042e-06,2.8873065269872805e-06,0.0,2.1125300735138553e-06,6.077463780750302e-09,1.9667346411437793e-16,1.0,3.8494795500321736e-07,2.169654569727858e-07,-1.6291674273589812e-16,1.4854247389409214e-16,-8.68950339488231e-22,1.945162948457849e-07,1.4130596699962184e-16
1.43,5.0750006415616703e-08,5.529142608059753e-06,0.0,-1.7823083995986233e-18,7.112693472814759e-06,2.887306526987151e-06,0.0,2.1125300735112863e-06,5.8570677735442775e-09,1.9808642765036555e-16,1.0,3.8482832552095877e-07,2.0909731951553072e-07,-9.460451820406595e-17,1.0873531350492904e-16,-5.047497387663301e-22,1.8746226437071937e-07,1.412867406339296e-16
1.44,4.890958453086846e-08,5.52734777039461e-06,0.0,-1.2256534016031561e-18,7.1126934728138984e-06,2.8873065269865978e-06,0.0,2.1125300735098696e-06,5.644664338112048e-09,1.9949919893577646e-16,1.0,3.847034048194648e-07,2.0151451687060014e-07,-6.503628092762664e-17,9.106620622520434e-17,-3.471050433340138e-22,1.8066404544859986e-07,1.412675168842139e-16
1.45,4.7135904006874316e-08,5.525479763580618e-06,0.0,-5.550572109766406e-19,7.112693472812977e-06,2.887306526986106e-06,0.0,2.1125300735082776e-06,5.439963535661458e-09,2.0091177799676856e-16,1.0,3.8457339154521094e-07,1.9420669822311407e-07,-2.9442790914056885e-17,7.007334166045376e-17,-1.571922021485846e-22,1.741123582512585e-07,1.412482957501191e-16
1.46,4.542654525637424e-08,5.523541336396322e-06,0.0,-3.310090758135799e-19,7.11269347281232e-06,2.8873065269853497e-06,0.0,2.1125300735073975e-06,5.242686121172321e-09,2.0232416485949637e-16,1.0,3.84438477013184e-07,1.8716389452585188e-07,-1.7552086204595068e-17,6.279902270943383e-17,-9.374177027040583e-23,1.6779826521713344e-07,1.412290772312892e-16
1.47,4.377917548933129e-08,5.5215351389486555e-06,0.0,-3.047663870634227e-19,7.11269347281178e-06,2.8873065269844793e-06,0.0,2.112530073506829e-06,5.05256286690827e-09,2.0373635955011077e-16,1.0,3.842988456708264e-07,1.8037649434862525e-07,-1.6154671827274708e-17,6.151830889318533e-17,-8.63098408163613e-23,1.6171314939947895e-07,1.4120986132736838e-16
1.48,4.21915467130875e-08,5.519463724945721e-06,0.0,-1.0749728180241398e-19,7.112693472811146e-06,2.887306526983701e-06,0.0,2.1125300735059982e-06,4.8693343316143784e-09,2.0514836209475896e-16,1.0,3.8415467525622215e-07,1.7383523563863333e-07,-5.6959425354114406e-18,5.524348881992547e-17,-3.044323020644364e-23,1.558487070792669e-07,1.4119064803800098e-16
1.49,4.066149243421544e-08,5.517329555445412e-06,0.0,-7.679414855575037e-20,7.112693472810611e-06,2.8873065269828255e-06,0.0,2.1125300735054316e-06,4.69275047987722e-09,2.065601725195848e-16,1.0,3.8400613705900063e-07,1.6753119213161677e-07,-4.067506804914308e-18,5.4061030825558465e-17,-2.1748102870988503e-23,1.501969355823632e-07,1.4117143736283124e-16
1.5,3.918692476477573e-08,5.515135002146299e-06,0.0,-5.269744354682453e-20,7.11269347281008e-06,2.8873065269819437e-06,0.0,2.112530073504877e-06,4.522570348157515e-09,2.0797179085072843e-16,1.0,3.838533961493824e-07,1.614557614292233e-07,-2.7900817481157175e-18,5.3129294583578734e-17,-1.4923916012460707e-23,1.4475012259051377e-07,1.4115222930150339e-16
1.51,3.7765831468729264e-08,5.512882350744719e-06,0.0,-2.0992555528033035e-20,7.112693472809548e-06,2.887306526981065e-06,0.0,2.112530073504313e-06,4.358561703915998e-09,2.093832171143265e-16,1.0,3.836966116118324e-07,1.5560065282980115e-07,-1.1110030931282094e-18,5.2024763620359127e-17,-5.9450917255389554e-24,1.3950083523127232e-07,1.4113302385366193e-16
1.52,3.6396274775454526e-08,5.5105738022837305e-06,0.0,-1.9085377922627502e-20,7.112693472809034e-06,2.8873065269801675e-06,0.0,2.112530073503797e-06,4.200500908681243e-09,2.1079445133651202e-16,1.0,3.8353593663894764e-07,1.4995788243992037e-07,-1.0096452824363078e-18,5.185196889911925e-17,-5.404979027688109e-24,1.344419156953261e-07,1.4111382101895111e-16
1.53,3.507638567945001e-08,5.508211479633448e-06,0.0,-1.1268616669269536e-20,7.112693472808517e-06,2.8873065269792735e-06,0.0,2.1125300735032725e-06,4.048172260177236e-09,2.1220549354341456e-16,1.0,3.83371518982488e-07,1.4451974968832734e-07,-5.958712674936892e-19,5.1519931983795564e-17,-3.191272240737133e-24,1.2956646018052465e-07,1.4109462079701548e-16
1.54,3.3804361904784853e-08,5.505797429805013e-06,0.0,-3.654876018627649e-21,7.112693472808001e-06,2.887306526978379e-06,0.0,2.1125300735027494e-06,3.901367757400251e-09,2.136163437611601e-16,1.0,3.832035011144289e-07,1.3927882893918896e-07,-1.9318086710031445e-19,5.121838825457303e-17,-1.0350608884753502e-24,1.2486781137289136e-07,1.4107542318749955e-16
1.55,3.257846746345215e-08,5.503333624452743e-06,0.0,-2.0981617258430045e-21,7.112693472807489e-06,2.88730652697748e-06,0.0,2.1125300735022357e-06,3.759887049648312e-09,2.1502700201587112e-16,1.0,3.830320202619109e-07,1.3422796767244475e-07,-1.108500861635674e-19,5.1106579905535465e-17,-5.941994007587389e-25,1.203395568152527e-07,1.4105622819004785e-16
1.56,3.139702860872121e-08,5.500821964474475e-06,0.0,-2.2724273412221078e-21,7.11269347280698e-06,2.8873065269765795e-06,0.0,2.1125300735017262e-06,3.6235369694968285e-09,2.164374683336665e-16,1.0,3.8285720872742344e-07,1.2936026981103678e-07,-1.2000209502016228e-19,5.1082862983012345e-17,-6.43551423034101e-25,1.159755139595801e-07,1.41037035804305e-16
1.57,3.025843236084438e-08,5.4982642816876085e-06,0.0,-2.7084469075232737e-21,7.112693472806469e-06,2.887306526975679e-06,0.0,2.1125300735012167e-06,3.4921313626501327e-09,2.1784774274066146e-16,1.0,3.826791940054575e-07,1.2466908964660975e-07,-1.429608661486318e-19,5.1045593533333156e-17,-7.670321642105911e-25,1.1176972472119066e-07,1.4101784602991554e-16
1.58,2.9161123693623655e-08,5.4956623420273945e-06,0.0,4.345579526326038e-21,7.112693472805957e-06,2.887306526974782e-06,0.0,2.1125300735006962e-06,3.36549076324261e-09,2.1925782526296802e-16,1.0,3.8249809900510663e-07,1.2014802024776118e-07,2.292656424683064e-19,5.0815200571679986e-17,1.2306681218555341e-24,1.0771644508638231e-07,1.4099865886652426e-16
1.59,2.8103604736763787e-08,5.493017846453849e-06,0.0,2.284422096663997e-20,7.1126934728054366e-06,2.8873065269738923e-06,0.0,2.1125300735001575e-06,3.2434423017821176e-09,2.206677159266944e-16,1.0,3.823140421131879e-07,1.157908901736216e-07,1.2046436491976502e-18,5.022566564039099e-17,6.4694833777524396e-24,1.038101421660558e-07,1.409794743137759e-16
1.6,2.7084430400750615e-08,5.490332435925492e-06,0.0,4.7098120194343865e-20,7.112693472804914e-06,2.8873065269730054e-06,0.0,2.1125300734996103e-06,3.125819200216375e-09,2.2207741475794525e-16,1.0,3.821271375404142e-07,1.1159174544772461e-07,2.482409634951586e-18,4.948027664680721e-17,1.3338187639038183e-23,1.000454780347275e-07,1.4096029237131524e-16
1.61,2.6102225081024336e-08,5.487607672409754e-06,0.0,7.553122039013515e-20,7.112693472804389e-06,2.8873065269721215e-06,0.0,2.112530073499057e-06,3.012462699764736e-09,2.234869217828211e-16,1.0,3.819374939997189e-07,1.0754491838160108e-07,3.979062763386026e-18,4.860613864524077e-17,2.1390441614486272e-23,9.641737143302674e-08,1.409411130387871e-16
1.62,2.5155639818344783e-08,5.484845087583805e-06,0.0,9.576258670152301e-20,7.112693472803869e-06,2.8873065269712326e-06,0.0,2.112530073498516e-06,2.903217116787897e-09,2.2489623702741976e-16,1.0,3.817452180958328e-07,1.0364485106932793e-07,5.042332351144e-18,4.7982722396061606e-17,2.7119964553871315e-23,9.292083952505722e-08,1.4092193631583636e-16
1.63,2.424338220860955e-08,5.482046148832558e-06,0.0,9.267187418783612e-20,7.112693472803361e-06,2.88730652697033e-06,0.0,2.1125300734980124e-06,2.7979332946856304e-09,2.263053605178352e-16,1.0,3.8155041195874604e-07,9.988621862027701e-08,4.8771023135666144e-18,4.807081382257605e-17,2.6244674769995188e-23,8.955110838039747e-08,1.4090276220210798e-16
1.64,2.3364207764544802e-08,5.479212269068959e-06,0.0,6.17617008879625e-20,7.112693472802871e-06,2.8873065269694123e-06,0.0,2.1125300734975525e-06,2.6964676069478903e-09,2.2771429228015805e-16,1.0,3.813531739271995e-07,9.626389356803969e-08,3.248692504933357e-18,4.89856094056107e-17,1.749091369147098e-23,8.630358106559242e-08,1.40883590697247e-16
1.65,2.2516914677359547e-08,5.47634481268905e-06,0.0,1.303456147097134e-20,7.112693472802391e-06,2.887306526968484e-06,0.0,2.112530073497121e-06,2.5986813525963553e-09,2.291230323404752e-16,1.0,3.8115359896315785e-07,9.277292428768989e-08,6.852648297334124e-19,5.0452670470255145e-17,3.691387808579084e-24,8.317381829455702e-08,1.4086442180089828e-16
1.66,2.1700350245955274e-08,5.473445088263048e-06,0.0,-4.37262077441319e-20,7.112693472801914e-06,2.887306526967551e-06,0.0,2.112530073496702e-06,2.504441498180716e-09,2.3053158072486987e-16,1.0,3.809517781431081e-07,8.940856148505158e-08,-2.2975967712526886e-18,5.215351262834178e-17,-1.2383262033138153e-23,8.01575621770301e-08,1.408452555127071e-16
1.67,2.0913396166757617e-08,5.470514365258308e-06,0.0,-8.621798247708182e-20,7.112693472801429e-06,2.887306526966627e-06,0.0,2.1125300734962608e-06,2.4136189800753886e-09,2.3193993745942197e-16,1.0,3.8074779982197816e-07,8.616619758869138e-08,-4.527904432170865e-18,5.342406204922323e-17,-2.4416932637509572e-23,7.72506818816067e-08,1.4082609183231846e-16
1.68,2.0154981252649604e-08,5.467553859580056e-06,0.0,-8.715405127941591e-20,7.112693472800923e-06,2.8873065269657264e-06,0.0,2.112530073495754e-06,2.3260901723739863e-09,2.333481025702077e-16,1.0,3.805417486267719e-07,8.304141915375132e-08,-4.5745869067277625e-18,5.34376145763793e-17,-2.4682027322330587e-23,7.444922061740747e-08,1.408069307593776e-16
1.69,1.942406934421185e-08,5.464564747314244e-06,0.0,-2.4436216848880242e-20,7.112693472800379e-06,2.887306526964863e-06,0.0,2.1125300734951473e-06,2.241735491723282e-09,2.347560760832998e-16,1.0,3.803337064130713e-07,8.002995705452118e-08,-1.2819195758411263e-18,5.154026077452967e-17,-6.920336611602884e-24,7.174935098016735e-08,1.4078777229352976e-16
1.7,1.8719660462781552e-08,5.461548163416713e-06,0.0,1.1915451088590022e-19,7.112693472799788e-06,2.8873065269640455e-06,0.0,2.112530073494413e-06,2.1604395303979597e-09,2.3616385802476745e-16,1.0,3.8012375217380316e-07,7.712769123520717e-08,6.247373760880368e-18,4.71932876892206e-17,3.374455748288694e-23,6.914737921144783e-08,1.4076861643442024e-16
1.71,1.8040795918712118e-08,5.45850519590599e-06,0.0,3.688685795165548e-19,7.112693472799136e-06,2.8873065269632895e-06,0.0,2.1125300734935113e-06,2.082091645845824e-09,2.375714484206762e-16,1.0,3.7991196163505685e-07,7.433067175669592e-08,1.932932215581673e-17,3.963436566792322e-17,1.0446358171908832e-22,6.66397640677167e-08,1.4074946318169432e-16
1.72,1.738655246853256e-08,5.455436892505594e-06,0.0,7.516838764443974e-19,7.112693472798408e-06,2.8873065269626106e-06,0.0,2.1125300734924004e-06,2.006585286364461e-09,2.389788472970881e-16,1.0,3.796984077183893e-07,7.163509472321127e-08,3.936733393014126e-17,2.806050747664046e-17,2.1287687380905335e-22,6.422309523784575e-08,1.4073031253499738e-16
1.73,1.675603997695752e-08,5.45234426330192e-06,0.0,1.2821850981721529e-18,7.112693472797595e-06,2.8873065269620177e-06,0.0,2.112530073491056e-06,1.933817721273383e-09,2.403860546800617e-16,1.0,3.794831607258136e-07,6.903729264945977e-08,6.711277981929741e-17,1.2000762796698927e-17,3.631148198023537e-22,6.189408470695625e-08,1.407111644939749e-16
1.74,1.6148398803169658e-08,5.449228283715546e-06,0.0,1.9221264105241957e-18,7.112693472796717e-06,2.887306526961488e-06,0.0,2.1125300734895387e-06,1.863689739264379e-09,2.4179307059565193e-16,1.0,3.7926628854660197e-07,6.653372369173834e-08,1.0055141377060882e-16,-7.382739168268482e-18,5.4434619946045225e-22,5.964955710177149e-08,1.4069201905827233e-16
1.75,1.556279821309526e-08,5.446089896306274e-06,0.0,2.6379195849093507e-18,7.112693472795795e-06,2.887306526961003e-06,0.0,2.112530073487901e-06,1.7961054651619544e-09,2.4319989506991034e-16,1.0,3.7904785678291663e-07,6.412096510628178e-08,1.3791693310697523e-16,-2.9087111408712674e-17,7.470588264463281e-22,5.748644382582133e-08,1.406728762275351e-16
1.76,1.4998433975529525e-08,5.442930013505894e-06,0.0,3.3802250236161648e-18,7.1126934727948554e-06,2.887306526960535e-06,0.0,2.11253007348622e-06,1.7309720824916926e-09,2.4460652812888468e-16,1.0,3.7882792894001023e-07,6.179570334495343e-08,1.7662395104106331e-16,-5.1638516596411166e-17,9.572797266880978e-22,5.540177417992013e-08,1.4065373600140882e-16
1.77,1.4454527191778944e-08,5.439749518948446e-06,0.0,3.8623290482656945e-18,7.112693472794067e-06,2.8873065269599175e-06,0.0,2.1125300734849486e-06,1.6681996984090612e-09,2.4601296979861933e-16,1.0,3.786065665188118e-07,5.955472923320349e-08,2.0169698479030963e-16,-6.632945603358975e-17,1.0938115864688446e-21,5.3392671039056224e-08,1.406345983795389e-16
1.78,1.3930340688166552e-08,5.436549248833696e-06,0.0,2.25255031000084e-18,7.112693472794493e-06,2.887306526958084e-06,0.0,2.1125300734869853e-06,1.6077032355615055e-09,2.474192201051551e-16,1.0,3.783838277188252e-07,5.739500550954575e-08,1.175625666796337e-16,-1.7472595635961707e-17,6.379222477922379e-22,5.1456411403638506e-08,1.406154633615704e-16
1.79,1.3425164724292161e-08,5.433330008179389e-06,0.0,1.342885798395807e-18,7.112693472794513e-06,2.887306526956658e-06,0.0,2.1125300734879154e-06,1.549400782676144e-09,2.4882527907452925e-16,1.0,3.7815976856928544e-07,5.5313607941538344e-08,7.0044880377426e-17,1.012034965379438e-17,3.8030525810569258e-22,4.9590373608135635e-08,1.4059633094715001e-16
1.8,1.2938307567791382e-08,5.430092581531152e-06,0.0,8.115083087951747e-19,7.1126934727943125e-06,2.8873065269554515e-06,0.0,2.1125300734882474e-06,1.493212506790864e-09,2.502311467327754e-16,1.0,3.7793444367456817e-07,5.330768649243385e-08,4.230302637541987e-17,2.6227528178782156e-17,2.298191530507935e-22,4.77920025057698e-08,1.405772011359235e-16
1.81,1.2469104617450288e-08,5.426837722590996e-06,0.0,4.5466100367220833e-20,7.11269347279425e-06,2.8873065269541094e-06,0.0,2.1125300734889496e-06,1.4390617061547192e-09,2.5163682310592383e-16,1.0,3.777079054923333e-07,5.137450290972348e-08,2.3686766262906466e-18,4.9449783460706054e-17,1.287599962399694e-23,4.605884316781753e-08,1.4055807392753626e-16
1.82,1.2016917562323984e-08,5.423566155173961e-06,0.0,-4.23836799301073e-19,7.1126934727940135e-06,2.8873065269529396e-06,0.0,2.1125300734891834e-06,1.3868747131816593e-09,2.5304230822000103e-16,1.0,3.774802044001077e-07,4.951142726058524e-08,-2.206758643206296e-17,6.36596081838442e-17,-1.2003058156206387e-22,4.438853777753054e-08,1.405389493216345e-16
1.83,1.1581129930158027e-08,5.420278578271274e-06,0.0,-3.867136061933409e-19,7.112693472793484e-06,2.887306526952064e-06,0.0,2.1125300734886167e-06,1.3365803806930018e-09,2.5444760210103026e-16,1.0,3.772513890476806e-07,4.7715919590740166e-08,-2.0122516565527673e-17,6.24974789802113e-17,-1.0951729327395414e-22,4.277880918672891e-08,1.4051982731786417e-16
1.84,1.1161146399266676e-08,5.416975666831195e-06,0.0,-1.7328575060479032e-19,7.112693472792853e-06,2.88730652695129e-06,0.0,2.112530073487772e-06,1.2881100025011665e-09,2.5585270477503093e-16,1.0,3.770215064114511e-07,4.598552708929165e-08,-9.011373066573391e-18,5.600243034066532e-17,-4.9074524571276617e-23,4.122745837399137e-08,1.4050070791587106e-16
1.85,1.0756393233448664e-08,5.413658071263251e-06,0.0,8.309528595365934e-20,7.112693472792197e-06,2.8873065269505417e-06,0.0,2.112530073486859e-06,1.2413973636033908e-09,2.572576162680191e-16,1.0,3.767906017599222e-07,4.431788588064105e-08,4.318554868674775e-18,4.819617469876969e-17,2.3532584982076325e-23,3.973236605116333e-08,1.4048159111530111e-16
1.86,1.0366317955712062e-08,5.410326417809625e-06,0.0,2.5996264856980016e-19,7.112693472791587e-06,2.8873065269497463e-06,0.0,2.1125300734860722e-06,1.196378702526253e-09,2.5866233660600723e-16,1.0,3.7655871867954985e-07,4.2710719680187234e-08,1.3502234737929112e-17,4.2812433286021356e-17,7.36214220749674e-23,3.82914914581497e-08,1.4046247691580035e-16
1.87,9.990387770517898e-09,5.406981310339921e-06,0.0,2.8466266787903935e-19,7.112693472791066e-06,2.887306526948863e-06,0.0,2.1125300734855263e-06,1.1529925292365171e-09,2.6006686581500413e-16,1.0,3.763258991996585e-07,4.1161833293743665e-08,1.4775990959745274e-17,4.205687989707052e-17,8.061646754334395e-23,3.690286653493952e-08,1.4044336531701483e-16
1.88,9.628090457036157e-09,5.403623329334943e-06,0.0,2.260242091758159e-19,7.112693472790594e-06,2.887306526947931e-06,0.0,2.112530073485113e-06,1.1111797282319723e-09,2.6147120392101535e-16,1.0,3.76092183721712e-07,3.966911629788142e-08,1.172495702109043e-17,4.3842425349882586e-17,6.401005603859107e-23,3.556459922114828e-08,1.4042425631859069e-16
1.89,9.278930752840897e-09,5.400253035997957e-06,0.0,1.023778267950099e-19,7.112693472790159e-06,2.887306526946962e-06,0.0,2.1125300734848017e-06,1.0708831411830087e-09,2.6287535095004263e-16,1.0,3.758576113054578e-07,3.8230528140233413e-08,5.307515231698802e-18,4.7582922844957576e-17,2.8993400548346805e-23,3.4274860097976224e-08,1.4040514992017414e-16
1.9,8.942433817246619e-09,5.396870968317436e-06,0.0,2.024517586484193e-20,7.1126934727896995e-06,2.8873065269460164e-06,0.0,2.112530073484425e-06,1.0320479666369184e-09,2.6427930692808433e-16,1.0,3.7562221939489356e-07,3.684411240893799e-08,1.048901777985084e-18,5.0076587841674236e-17,5.733433804923234e-24,3.303189518120923e-08,1.4038604612141145e-16
1.91,8.618138959555778e-09,5.393477648197067e-06,0.0,-5.4099990872144954e-20,7.112693472789236e-06,2.887306526945076e-06,0.0,2.112530073484036e-06,9.946210361937585e-10,2.6568307188113517e-16,1.0,3.753860443145158e-07,3.5507970992117184e-08,-2.80115607875116e-18,5.232630734958166e-17,-1.532111741499145e-23,3.1834002754385846e-08,1.4036694492194895e-16
1.92,8.30560544723193e-09,5.39007357485277e-06,0.0,-5.921308809218729e-20,7.112693472788733e-06,2.887306526944176e-06,0.0,2.112530073483538e-06,9.585514848287104e-10,2.6708664583518645e-16,1.0,3.751491208097528e-07,3.422028800838496e-08,-3.0639638535468284e-18,5.248216141187645e-17,-1.676914654770744e-23,3.0679554823243634e-08,1.4034784632143295e-16
1.93,8.00440515367839e-09,5.386659233170765e-06,0.0,-4.4379878817653786e-20,7.112693472788218e-06,2.8873065269432873e-06,0.0,2.1125300734830077e-06,9.237899023708281e-10,2.6849002881622585e-16,1.0,3.749114826286852e-07,3.2979299514638564e-08,-2.2949691264010982e-18,5.201798735678109e-17,-1.2568381681159552e-23,2.9566969957810066e-08,1.4032875031950983e-16
1.94,7.714128470481454e-09,5.383235086986616e-06,0.0,-1.6365879803120476e-20,7.112693472787695e-06,2.8873065269424068e-06,0.0,2.112530073482457e-06,8.902890158361437e-10,2.698932208502375e-16,1.0,3.746731620542685e-07,3.178331786535033e-08,-8.457732325014122e-19,5.116079001415974e-17,-4.634817160243719e-24,2.8494735131266773e-08,1.40309656915826e-16
1.95,7.434378198849479e-09,5.379801586029473e-06,0.0,1.867429376602951e-20,7.112693472787169e-06,2.8873065269415305e-06,0.0,2.112530073481895e-06,8.580029844375016e-10,2.71296221963202e-16,1.0,3.7443419038765125e-07,3.063070654441881e-08,9.644543541164722e-19,5.008336410525227e-17,5.2885599945395574e-24,2.7461383155919704e-08,1.4029056611002798e-16
1.96,7.164773829481413e-09,5.376359161056612e-06,0.0,2.848767580215579e-20,7.112693472786656e-06,2.8873065269406394e-06,0.0,2.1125300734813733e-06,8.268878935249903e-10,2.726990321810964e-16,1.0,3.7419459760954015e-07,2.9519897798842155e-08,1.470335777050858e-18,4.977843224424072e-17,8.06770978717052e-24,2.64655084923369e-08,1.4027147790176224e-16
1.97,6.904947399278111e-09,5.372908228563744e-06,0.0,3.9441207593079857e-20,7.112693472786144e-06,2.8873065269397496e-06,0.0,2.1125300734808494e-06,7.969012764082183e-10,2.7410165152989446e-16,1.0,3.739544127080366e-07,2.8449375567773397e-08,2.0343742926849558e-18,4.9426066538182933e-17,1.1169749990360215e-23,2.5505751944714405e-08,1.4025239229067534e-16
1.98,6.654543756839223e-09,5.369449190483014e-06,0.0,4.136076851432121e-20,7.112693472785636e-06,2.8873065269388547e-06,0.0,2.1125300734803403e-06,7.680021449973579e-10,2.75504080035566e-16,1.0,3.737136636576178e-07,2.7417676576405676e-08,2.1320116321629828e-18,4.935830390240259e-17,1.1713369643255766e-23,2.4580801641578577e-08,1.4023330927641397e-16
1.99,6.413221802902026e-09,5.365982432773021e-06,0.0,3.847468224775671e-20,7.1126934727851315e-06,2.8873065269379573e-06,0.0,2.112530073479838e-06,7.401511329624244e-10,2.7690631772407764e-16,1.0,3.734723773210022e-07,2.6423395446758553e-08,1.9819629028606703e-18,4.94192902746049e-17,1.08960300125647e-23,2.368939761776524e-08,1.4021422885862476e-16
2.0,6.180651370570629e-09,5.362508328965335e-06,0.0,3.190379126147475e-20,7.112693472784629e-06,2.8873065269370578e-06,0.0,2.1125300734793425e-06,7.133101356799421e-10,2.7830836462139225e-16,1.0,3.732305796959873e-07,2.5465171843773937e-08,1.6424097251062061e-18,4.9605637523000845e-17,9.035153685249649e-24,2.2830320290494108e-08,1.4019515103695446e-16
2.01,5.9565145153390585e-09,5.359027238697992e-06,0.0,2.415927681788695e-20,7.112693472784127e-06,2.887306526936157e-06,0.0,2.112530073478849e-06,6.87442459114753e-10,2.7971022075346928e-16,1.0,3.7298829581338024e-07,2.4541695790396686e-08,1.2429141363292908e-18,4.983941861644303e-17,6.841907194825585e-24,2.200239522450411e-08,1.4017607581104977e-16
2.02,5.740505881505474e-09,5.355539507298971e-06,0.0,1.988076113925438e-20,7.112693472783624e-06,2.8873065269352587e-06,0.0,2.11253007347835e-06,6.625128621079488e-10,2.8111188614626464e-16,1.0,3.7274554970800837e-07,2.3651709177253773e-08,1.022133136477929e-18,4.9958003229058634e-17,5.63023155463684e-24,2.1204494485527876e-08,1.4015700318055757e-16
2.03,5.532329937950396e-09,5.352045468928605e-06,0.0,1.664316422604992e-20,7.11269347278312e-06,2.8873065269343612e-06,0.0,2.1125300734778496e-06,6.384872373575162e-10,2.825133608257306e-16,1.0,3.7250236463743087e-07,2.2793994373663327e-08,8.55119728172785e-19,5.00494827873621e-17,4.713344108817337e-24,2.0435526429706362e-08,1.401379331451247e-16
2.04,5.331703088545705e-09,5.348545444180438e-06,0.0,1.634873594057253e-20,7.112693472782615e-06,2.887306526933465e-06,0.0,2.1125300734773444e-06,6.153328549810369e-10,2.8391464481781614e-16,1.0,3.7225876291495846e-07,2.1967382922823017e-08,8.394427884773585e-19,5.005964718272915e-17,4.62996201837014e-24,1.969444349909626e-08,1.401188657043981e-16
2.05,5.138351652834575e-09,5.345039742376827e-06,0.0,1.4116093533036693e-20,7.11269347278211e-06,2.887306526932568e-06,0.0,2.1125300734768425e-06,5.930181294655799e-10,2.853157381484664e-16,1.0,3.7201476606942715e-07,2.1170747221921206e-08,7.243303770354206e-19,5.012063355493146e-17,3.997677688555991e-24,1.8980234762630283e-08,1.4009980085802466e-16
