s1,s16,s17,s19,s2,s3,s4,s42,s45,s5,Time
8.725784904789087e-10,7.112693472757933e-06,2.887306526889717e-06,5.174080033052391e-06,1.007044474953955e-10,0.0,5.751965800772358e-23,2.112530073452679e-06,3.5234450781864227e-16,0.0,2.53
8.409350719111107e-10,7.112693472757431e-06,2.8873065268888277e-06,5.1705154092942256e-06,9.705247461443776e-11,0.0,-2.897981381599487e-23,2.1125300734521765e-06,3.537362904485607e-16,0.0,2.54
8.104391612134429e-10,7.112693472756929e-06,2.887306526887938e-06,5.166951986157631e-06,9.353293583232493e-11,0.0,-9.264249139347058e-23,2.1125300734516746e-06,3.5512788370981774e-16,0.0,2.55
7.810491001347776e-10,7.112693472756427e-06,2.887306526887048e-06,5.1633898092580056e-06,9.014102336246933e-11,0.0,-1.0876239013258398e-22,2.112530073451172e-06,3.565192876281795e-16,0.0,2.56
7.527249336662775e-10,7.112693472755924e-06,2.887306526886159e-06,5.159828922275664e-06,8.687212598979539e-11,0.0,-1.1973656520975769e-22,2.1125300734506705e-06,3.57910502229408e-16,0.0,2.57
7.254279132956177e-10,7.112693472755423e-06,2.88730652688527e-06,5.156269367520551e-06,8.372177174121725e-11,0.0,-1.0794957592512375e-22,2.1125300734501686e-06,3.5930152753926236e-16,0.0,2.58
6.991207295261174e-10,7.112693472754921e-06,2.887306526884381e-06,5.152711185667904e-06,8.068565472071478e-11,0.0,-8.6510873381443e-23,2.1125300734496667e-06,3.606923635834978e-16,0.0,2.59
6.737676379951233e-10,7.112693472754419e-06,2.8873065268834922e-06,5.149154415614883e-06,7.775964966467952e-11,0.0,-3.963078245359639e-23,2.112530073449165e-06,3.620830103878662e-16,0.0,2.6
6.493339533150991e-10,7.1126934727539175e-06,2.8873065268826033e-06,5.1455990950559754e-06,7.493975352602053e-11,0.0,7.219888301315892e-24,2.1125300734486626e-06,3.634734679781159e-16,0.0,2.61
6.257862850076723e-10,7.112693472753415e-06,2.8873065268817147e-06,5.142045260214788e-06,7.22221127033565e-11,0.0,3.168036086759372e-23,2.112530073448161e-06,3.648637363799919e-16,0.0,2.62
6.03092592880435e-10,7.112693472752914e-06,2.8873065268808266e-06,5.13849294578109e-06,6.960302943206313e-11,0.0,5.375857929024841e-23,2.1125300734476597e-06,3.6625381561923524e-16,0.0,2.63
5.812218868232527e-10,7.112693472752412e-06,2.8873065268799385e-06,5.1349421852520895e-06,6.707892713770837e-11,0.0,6.696090226059478e-23,2.112530073447158e-06,3.6764370572158405e-16,0.0,2.64
5.601442676432023e-10,7.112693472751912e-06,2.88730652687905e-06,5.131393010886015e-06,6.464635514882042e-11,0.0,6.49014085422559e-23,2.1125300734466564e-06,3.690334067127724e-16,0.0,2.65
5.398310204923529e-10,7.11269347275141e-06,2.887306526878162e-06,5.127845453595897e-06,6.230199947940567e-11,0.0,4.9065532729458786e-23,2.112530073446155e-06,3.704229186185314e-16,0.0,2.66
5.202544473410546e-10,7.112693472750909e-06,2.8873065268772738e-06,5.124299543140025e-06,6.00426634946594e-11,0.0,2.5375101499230466e-23,2.112530073445654e-06,3.718122414645881e-16,0.0,2.67
5.013877780614948e-10,7.112693472750407e-06,2.887306526876386e-06,5.120755308223019e-06,5.786525764910199e-11,0.0,5.313144562324896e-24,2.112530073445153e-06,3.7320137527666656e-16,0.0,2.68
4.832052841013536e-10,7.112693472749906e-06,2.887306526875498e-06,5.1172127763666125e-06,5.576681260567725e-11,0.0,-9.746937435059688e-24,2.1125300734446515e-06,3.74590320080487e-16,0.0,2.69
4.656822006585067e-10,7.112693472749405e-06,2.8873065268746103e-06,5.113671973998116e-06,5.374447025391994e-11,0.0,-2.646421160264163e-23,2.112530073444151e-06,3.7597907590176624e-16,0.0,2.7
4.487945600999931e-10,7.112693472748904e-06,2.887306526873723e-06,5.110132926639798e-06,5.179546448480785e-11,0.0,-3.2076523359639835e-23,2.1125300734436494e-06,3.7736764276621767e-16,0.0,2.71
4.325193139913103e-10,7.1126934727484025e-06,2.8873065268728353e-06,5.106595658770149e-06,4.991713527418555e-11,0.0,-2.527258607911846e-23,2.1125300734431484e-06,3.787560206995511e-16,0.0,2.72
4.16834317823418e-10,7.112693472747902e-06,2.8873065268719485e-06,5.103060193841254e-06,4.810692692010527e-11,0.0,-1.526156871729751e-23,2.112530073442648e-06,3.801442097274729e-16,0.0,2.73
4.0171811479385513e-10,7.112693472747401e-06,2.887306526871061e-06,5.099526554524588e-06,4.63623630889645e-11,0.0,-3.745614849759277e-24,2.1125300734421464e-06,3.8153220987568583e-16,0.0,2.74
3.8715006049491846e-10,7.112693472746901e-06,2.887306526870174e-06,5.09599476256927e-06,4.468106120579243e-11,0.0,3.393777360401497e-24,2.1125300734416458e-06,3.829200211698893e-16,0.0,2.75
3.731103461218856e-10,7.1126934727464e-06,2.887306526869287e-06,5.0924648387756735e-06,4.306073513271482e-11,0.0,1.5512058439112903e-23,2.1125300734411447e-06,3.843076436357791e-16,0.0,2.76
3.595797650918514e-10,7.112693472745899e-06,2.8873065268684007e-06,5.088936803260746e-06,4.149916823439088e-11,0.0,2.2385069758129045e-23,2.1125300734406446e-06,3.8569507729904763e-16,0.0,2.77
3.4653982860444497e-10,7.112693472745398e-06,2.8873065268675142e-06,5.085410675326632e-06,3.999422671489677e-11,0.0,1.946372503245772e-23,2.112530073440144e-06,3.8708232218538383e-16,0.0,2.78
3.3397281441743113e-10,7.1126934727448974e-06,2.8873065268666274e-06,5.081886473405227e-06,3.854386524692704e-11,0.0,1.5662572065635505e-23,2.1125300734396434e-06,3.8846937832047287e-16,0.0,2.79
3.2186153071496633e-10,7.112693472744398e-06,2.887306526865741e-06,5.0783642153266115e-06,3.714609971978569e-11,0.0,9.018643743209986e-24,2.112530073439143e-06,3.8985624572999667e-16,0.0,2.8
3.101894260343539e-10,7.112693472743897e-06,2.8873065268648546e-06,5.074843918194085e-06,3.579901992605359e-11,0.0,3.6311383426191876e-24,2.1125300734386426e-06,3.912429244396337e-16,0.0,2.81
2.9894062756421745e-10,7.1126934727433965e-06,2.887306526863969e-06,5.071325598340629e-06,3.45007939815884e-11,0.0,-4.6420553545206995e-24,2.1125300734381424e-06,3.926294144750587e-16,0.0,2.82
2.8809976259843076e-10,7.112693472742897e-06,2.8873065268630826e-06,5.067809271531882e-06,3.324964771948829e-11,0.0,-1.1419444754519869e-23,2.1125300734376423e-06,3.9401571586194317e-16,0.0,2.83
2.776520132776969e-10,7.112693472742397e-06,2.8873065268621966e-06,5.064294952903903e-06,3.2043871007828326e-11,0.0,-1.2450558234999975e-23,2.1125300734371417e-06,3.954018286259549e-16,0.0,2.84
2.675831535128937e-10,7.112693472741896e-06,2.8873065268613106e-06,5.0607826569212e-06,3.088182201099063e-11,0.0,-1.0905604090450791e-23,2.112530073436642e-06,3.967877527927584e-16,0.0,2.85
2.5787944537857586e-10,7.112693472741397e-06,2.887306526860425e-06,5.057272397494508e-06,2.9761915232419014e-11,0.0,-8.149000962489346e-24,2.1125300734361417e-06,3.9817348838801444e-16,0.0,2.86
2.4852762059654215e-10,7.112693472740896e-06,2.8873065268595394e-06,5.053764188001844e-06,2.868261937763398e-11,0.0,-4.470575202307308e-24,2.112530073435642e-06,3.995590354373805e-16,0.0,2.87
2.3951493151945383e-10,7.112693472740397e-06,2.887306526858654e-06,5.050258041230538e-06,2.7642463238261573e-11,0.0,3.357445230869083e-26,2.1125300734351422e-06,4.0094439396651053e-16,0.0,2.88
2.3082909732586088e-10,7.112693472739897e-06,2.8873065268577687e-06,5.046753969438406e-06,2.6640029482391314e-11,0.0,5.201513138090228e-24,2.112530073434642e-06,4.023295640010549e-16,0.0,2.89
2.2245823857234511e-10,7.112693472739398e-06,2.887306526856883e-06,5.043251984428153e-06,2.567394710122689e-11,0.0,7.681028970020706e-24,2.1125300734341427e-06,4.0371454556666056e-16,0.0,2.9
2.1439093454996163e-10,7.112693472738898e-06,2.8873065268559984e-06,5.03975209748216e-06,2.474289802860366e-11,0.0,7.045872658134303e-24,2.1125300734336434e-06,4.0509933868897104e-16,0.0,2.91
2.066162039507756e-10,7.112693472738398e-06,2.8873065268551133e-06,5.036254319384471e-06,2.3845614909710023e-11,0.0,6.361923678897173e-24,2.1125300734331432e-06,4.064839433936262e-16,0.0,2.92
1.991234117113091e-10,7.112693472737898e-06,2.8873065268542285e-06,5.03275866052669e-06,2.2980870349872247e-11,0.0,4.39398567832151e-24,2.112530073432644e-06,4.0786835970626257e-16,0.0,2.93
1.9190232757251684e-10,7.1126934727373995e-06,2.8873065268533434e-06,5.029265130841409e-06,2.214748367297217e-11,0.0,1.830587659439327e-24,2.112530073432144e-06,4.092525876525131e-16,0.0,2.94
1.849431299423841e-10,7.1126934727369e-06,2.8873065268524587e-06,5.025773739797815e-06,2.13443213672305e-11,0.0,-1.7233575883923848e-24,2.112530073431645e-06,4.1063662725800737e-16,0.0,2.95
1.7823629849894148e-10,7.112693472736401e-06,2.8873065268515748e-06,5.022284496523784e-06,2.057028469050035e-11,0.0,-4.234665378350725e-24,2.1125300734311455e-06,4.1202047854837125e-16,0.0,2.96
1.7177267064580035e-10,7.112693472735901e-06,2.8873065268506905e-06,5.018797409741695e-06,1.9824316185811325e-11,0.0,-4.173682951185295e-24,2.1125300734306458e-06,4.1340414154922743e-16,0.0,2.97
1.6554346019045905e-10,7.112693472735401e-06,2.887306526849806e-06,5.015312487747201e-06,1.9105401837036428e-11,0.0,-4.4659199381678055e-24,2.112530073430147e-06,4.1478761628619483e-16,0.0,2.98
1.5954014532489646e-10,7.1126934727349024e-06,2.887306526848922e-06,5.011829738536573e-06,1.8412558140711155e-11,0.0,-3.693354616900348e-24,2.1125300734296475e-06,4.161709027848891e-16,0.0,2.99
1.5375452124308882e-10,7.1126934727344035e-06,2.887306526848038e-06,5.008349169746876e-06,1.7744838178631097e-11,0.0,-2.2459117833161727e-24,2.1125300734291486e-06,4.1755400107092214e-16,0.0,3.0
1.481787250849489e-10,7.112693472733905e-06,2.887306526847154e-06,5.004870788627624e-06,1.7101334496636563e-11,0.0,5.36822808189385e-27,2.1125300734286497e-06,4.189369111699027e-16,0.0,3.01
1.428051307163008e-10,7.112693472733407e-06,2.8873065268462702e-06,5.001394602160384e-06,1.6481166961149817e-11,0.0,2.0251376430041595e-24,2.1125300734281504e-06,4.203196331074358e-16,0.0,3.02
1.3762639476253897e-10,7.112693472732907e-06,2.8873065268453864e-06,4.997920617006449e-06,1.588348807192824e-11,0.0,2.5848503710352654e-24,2.112530073427652e-06,4.2170216690912305e-16,0.0,3.03
1.3263546942579694e-10,7.112693472732409e-06,2.887306526844503e-06,4.994448839492264e-06,1.5307484441296157e-11,0.0,2.90291241035704e-24,2.1125300734271535e-06,4.230845126005627e-16,0.0,3.04
1.2782554050688813e-10,7.11269347273191e-06,2.8873065268436194e-06,4.990979275679888e-06,1.4752369641245428e-11,0.0,2.808363891182874e-24,2.1125300734266546e-06,4.244666702073492e-16,0.0,3.05
1.2319003218756244e-10,7.112693472731412e-06,2.887306526842736e-06,4.987511931361551e-06,1.4217384755356571e-11,0.0,2.0244802436883404e-24,2.112530073426156e-06,4.2584863975507383e-16,0.0,3.06
1.1872262859512158e-10,7.112693472730914e-06,2.8873065268418525e-06,4.984046812035138e-06,1.3701800867575078e-11,0.0,7.089234084112131e-25,2.112530073425657e-06,4.2723042126932425e-16,0.0,3.07
1.1441723905887477e-10,7.112693472730414e-06,2.88730652684097e-06,4.980583922943692e-06,1.3204915052452426e-11,0.0,-7.364197471827359e-25,2.1125300734251587e-06,4.286120147756847e-16,0.0,3.08
1.1026797575044613e-10,7.112693472729916e-06,2.887306526840087e-06,4.977123269100826e-06,1.272604779460973e-11,0.0,-1.5688050413598716e-24,2.1125300734246606e-06,4.2999342029973577e-16,0.0,3.09
1.0626917978594611e-10,7.112693472729417e-06,2.887306526839204e-06,4.97366485526105e-06,1.226454600119431e-11,0.0,-1.7614080533218707e-24,2.1125300734241617e-06,4.313746378670549e-16,0.0,3.1
1.0241540565491592e-10,7.112693472728919e-06,2.8873065268383212e-06,4.970208685937475e-06,1.181978120482122e-11,0.0,-1.9841033708054828e-24,2.1125300734236633e-06,4.327556675032157e-16,0.0,3.11
9.870138205899638e-11,7.112693472728421e-06,2.887306526837439e-06,4.966754765446328e-06,1.1391145043956632e-11,0.0,-1.6756659226654183e-24,2.1125300734231648e-06,4.341365092337885e-16,0.0,3.12
9.512203961879409e-11,7.112693472727922e-06,2.8873065268365565e-06,4.9633030978754535e-06,1.0978052460572498e-11,0.0,-8.983522653909137e-25,2.1125300734226667e-06,4.355171630843401e-16,0.0,3.13
9.167250841403368e-11,7.112693472727424e-06,2.8873065268356743e-06,4.959853687087112e-06,1.0579941416255055e-11,0.0,5.963734822626315e-26,2.1125300734221687e-06,4.3689762908043386e-16,0.0,3.14
8.834806953442118e-11,7.112693472726926e-06,2.887306526834792e-06,4.956406536773057e-06,1.019626730068086e-11,0.0,8.239796681454309e-25,2.1125300734216706e-06,4.3827790724762947e-16,0.0,3.15
8.514418239031441e-11,7.112693472726428e-06,2.88730652683391e-06,4.952961650423482e-06,9.826506083546391e-12,0.0,9.937482794585159e-25,2.1125300734211726e-06,4.3965799761148354e-16,0.0,3.16
8.205649082032267e-11,7.112693472725931e-06,2.8873065268330277e-06,4.949519031320083e-06,9.470155019447252e-12,0.0,1.3227840882364934e-24,2.112530073420675e-06,4.4103790019754876e-16,0.0,3.17
7.908077074208768e-11,7.112693472725433e-06,2.887306526832146e-06,4.946078682595565e-06,9.126726606245014e-12,0.0,1.2918908135004122e-24,2.112530073420177e-06,4.4241761503137466e-16,0.0,3.18
7.621295575652646e-11,7.1126934727249346e-06,2.887306526831264e-06,4.942640607204535e-06,8.79575154005766e-12,0.0,8.470848238070846e-25,2.1125300734196792e-06,4.437971421385071e-16,0.0,3.19
7.344914847963808e-11,7.112693472724437e-06,2.887306526830383e-06,4.939204807910623e-06,8.476780023065536e-12,0.0,2.495620625862156e-25,2.112530073419181e-06,4.451764815444886e-16,0.0,3.2
7.07855680112856e-11,7.11269347272394e-06,2.8873065268295015e-06,4.935771287346193e-06,8.169375700873612e-12,0.0,-3.442225437153075e-25,2.1125300734186835e-06,4.46555633274858e-16,0.0,3.21
6.821857435699002e-11,7.112693472723442e-06,2.8873065268286198e-06,4.932340047984581e-06,7.873118481035309e-12,0.0,-5.661024951189264e-25,2.1125300734181863e-06,4.479345973551511e-16,0.0,3.22
6.574467610268004e-11,7.112693472722945e-06,2.8873065268277384e-06,4.928911092131374e-06,7.587605418796817e-12,0.0,-8.36504518860334e-25,2.1125300734176883e-06,4.493133738108996e-16,0.0,3.23
6.336049309727297e-11,7.112693472722447e-06,2.8873065268268575e-06,4.925484421966827e-06,7.312446410286741e-12,0.0,-9.412378253598004e-25,2.112530073417191e-06,4.506919626676323e-16,0.0,3.24
6.106276639009043e-11,7.11269347272195e-06,2.8873065268259766e-06,4.922060039534568e-06,7.047265339395107e-12,0.0,-7.3997718192686965e-25,2.112530073416694e-06,4.520703639508743e-16,0.0,3.25
5.884836687563987e-11,7.112693472721452e-06,2.8873065268250957e-06,4.918637946731768e-06,6.791701075469234e-12,0.0,-3.5518396526280477e-25,2.1125300734161962e-06,4.534485776861469e-16,0.0,3.26
5.67142737216413e-11,7.112693472720956e-06,2.8873065268242148e-06,4.915218145333666e-06,6.5454049836882475e-12,0.0,6.597298364834525e-26,2.112530073415699e-06,4.5482660389896855e-16,0.0,3.27
5.4657568799688826e-11,7.112693472720459e-06,2.8873065268233343e-06,4.911800636999898e-06,6.308040282304665e-12,0.0,3.430723351467055e-25,2.1125300734152022e-06,4.562044426148539e-16,0.0,3.28
5.2675448269175107e-11,7.112693472719962e-06,2.8873065268224538e-06,4.908385423261327e-06,6.079283379547309e-12,0.0,4.9995422143382485e-25,2.1125300734147046e-06,4.575820938593142e-16,0.0,3.29
5.0765211614626425e-11,7.1126934727194636e-06,2.8873065268215733e-06,4.904972505532505e-06,5.858822608418079e-12,0.0,6.5441990981333105e-25,2.112530073414208e-06,4.589595576578568e-16,0.0,3.3
4.892424616591023e-11,7.112693472718966e-06,2.887306526820693e-06,4.901561885129273e-06,5.646356440166208e-12,0.0,6.03949512082494e-25,2.1125300734137106e-06,4.603368340359864e-16,0.0,3.31
4.715003998474693e-11,7.112693472718469e-06,2.8873065268198127e-06,4.898153563254105e-06,5.44159497152299e-12,0.0,3.5965785028248905e-25,2.112530073413214e-06,4.617139230192036e-16,0.0,3.32
4.544017825991307e-11,7.112693472717973e-06,2.8873065268189327e-06,4.8947475410002095e-06,5.244259508671523e-12,0.0,8.594990813297917e-26,2.112530073412717e-06,4.630908246330058e-16,0.0,3.33
4.379232202389662e-11,7.1126934727174764e-06,2.8873065268180526e-06,4.891343819375723e-06,5.054080110931877e-12,0.0,-1.4663185102352411e-25,2.1125300734122203e-06,4.644675389028866e-16,0.0,3.34
4.2204221213037085e-11,7.112693472716979e-06,2.8873065268171725e-06,4.887942399288862e-06,4.870797098034334e-12,0.0,-2.3542146229530313e-25,2.1125300734117235e-06,4.658440658543367e-16,0.0,3.35
4.067371597795229e-11,7.112693472716483e-06,2.8873065268162933e-06,4.884543281546433e-06,4.694161201355976e-12,0.0,-3.9156442018291454e-25,2.112530073411227e-06,4.672204055128427e-16,0.0,3.36
3.9198712548759926e-11,7.1126934727159865e-06,2.8873065268154132e-06,4.881146466881266e-06,4.52393077852138e-12,0.0,-4.414837981339318e-25,2.1125300734107303e-06,4.685965579038884e-16,0.0,3.37
3.777719572456145e-11,7.11269347271549e-06,2.887306526814534e-06,4.8777519559380225e-06,4.3598732548162926e-12,0.0,-3.497296724177365e-25,2.112530073410234e-06,4.699725230529534e-16,0.0,3.38
3.6407233291826114e-11,7.112693472714994e-06,2.887306526813655e-06,4.8743597492681595e-06,4.201765633114184e-12,0.0,-2.1797401450613973e-25,2.1125300734097376e-06,4.713483009855146e-16,0.0,3.39
3.508695110160274e-11,7.112693472714498e-06,2.8873065268127756e-06,4.8709698473582755e-06,4.0493916175325455e-12,0.0,-6.413259684622409e-26,2.112530073409241e-06,4.727238917270446e-16,0.0,3.4
3.381454474758319e-11,7.112693472714001e-06,2.887306526811896e-06,4.867582250616825e-06,3.9025429612004045e-12,0.0,1.598735058611448e-26,2.112530073408745e-06,4.740992953030134e-16,0.0,3.41
3.258828469139103e-11,7.1126934727135055e-06,2.887306526811017e-06,4.864196959368292e-06,3.7610200577688546e-12,0.0,1.4711019319050848e-25,2.112530073408248e-06,4.75474511738887e-16,0.0,3.42
3.1406494115876375e-11,7.112693472713009e-06,2.8873065268101383e-06,4.860813973878371e-06,3.6246293854556487e-12,0.0,2.325879130292368e-25,2.112530073407752e-06,4.768495410601278e-16,0.0,3.43
3.026755793827252e-11,7.112693472712514e-06,2.8873065268092595e-06,4.857433294343712e-06,3.4931845472553013e-12,0.0,2.245863903640993e-25,2.1125300734072562e-06,4.782243832921952e-16,0.0,3.44
2.9169925949258897e-11,7.112693472712018e-06,2.887306526808381e-06,4.854054920888359e-06,3.366506633218923e-12,0.0,1.7189293653395453e-25,2.11253007340676e-06,4.79599038460545e-16,0.0,3.45
2.811209979719135e-11,7.112693472711521e-06,2.887306526807503e-06,4.850678853578541e-06,3.2444227183018064e-12,0.0,9.631997565379272e-26,2.1125300734062643e-06,4.809735065906292e-16,0.0,3.46
2.7092633231126647e-11,7.1126934727110254e-06,2.8873065268066244e-06,4.847305092422395e-06,3.1267658904109234e-12,0.0,2.9471837159751816e-26,2.1125300734057684e-06,4.823477877078967e-16,0.0,3.47
2.6110137064395577e-11,7.112693472710529e-06,2.887306526805746e-06,4.8439336373643295e-06,3.013375823251829e-12,0.0,-3.9845935177794356e-26,2.112530073405272e-06,4.837218818377929e-16,0.0,3.48
2.5163271996599217e-11,7.1126934727100336e-06,2.887306526804868e-06,4.840564488293171e-06,2.9040979479139035e-12,0.0,-1.1558278685616682e-25,2.1125300734047765e-06,4.850957890057597e-16,0.0,3.49
2.425074310619631e-11,7.112693472709538e-06,2.88730652680399e-06,4.837197645048436e-06,2.7987828172588237e-12,0.0,-1.428578895305304e-25,2.112530073404281e-06,4.864695092372353e-16,0.0,3.5
2.3371305736463346e-11,7.1126934727090425e-06,2.887306526803112e-06,4.833833107413632e-06,2.697286785220327e-12,0.0,-1.221653275472397e-25,2.112530073403785e-06,4.878430425576548e-16,0.0,3.51
2.2523762417455334e-11,7.112693472708546e-06,2.8873065268022343e-06,4.8304708751197595e-06,2.5994716515671245e-12,0.0,-9.355111838618337e-26,2.1125300734032896e-06,4.892163889924496e-16,0.0,3.52
2.1706953837043996e-11,7.1126934727080515e-06,2.8873065268013567e-06,4.827110947855574e-06,2.5052036198687195e-12,0.0,-5.30941809493537e-26,2.112530073402794e-06,4.905895485670478e-16,0.0,3.53
2.0919765019396384e-11,7.112693472707556e-06,2.887306526800479e-06,4.823753325260563e-06,2.4143540105547887e-12,0.0,-1.4430755830108528e-26,2.1125300734022985e-06,4.91962521306874e-16,0.0,3.54
2.0161125036317786e-11,7.1126934727070605e-06,2.8873065267996017e-06,4.820398006925269e-06,2.3267992276012133e-12,0.0,4.157313786544323e-26,2.1125300734018035e-06,4.933353072373492e-16,0.0,3.55
1.9429996072333076e-11,7.112693472706566e-06,2.887306526798724e-06,4.817044992403726e-06,2.242419496529061e-12,0.0,7.704528580653425e-26,2.112530073401308e-06,4.947079063838911e-16,0.0,3.56
1.872537947162851e-11,7.112693472706071e-06,2.887306526797847e-06,4.8136942812065796e-06,2.1610995622832766e-12,0.0,7.335876998928247e-26,2.112530073400813e-06,4.960803187719139e-16,0.0,3.57
1.804631726234391e-11,7.112693472705575e-06,2.8873065267969695e-06,4.810345872799353e-06,2.082728865151526e-12,0.0,7.047595003469246e-26,2.112530073400318e-06,4.974525444268281e-16,0.0,3.58
1.7391880461117135e-11,7.11269347270508e-06,2.8873065267960924e-06,4.806999766615751e-06,2.0072001909894803e-12,0.0,5.329622343611326e-26,2.1125300733998227e-06,4.988245833740413e-16,0.0,3.59
1.6761174717444275e-11,7.112693472704585e-06,2.887306526795216e-06,4.803655962051226e-06,1.934410322637487e-12,0.0,3.279796320967896e-26,2.112530073399328e-06,5.001964356389573e-16,0.0,3.6
1.6153342933699488e-11,7.11269347270409e-06,2.887306526794339e-06,4.800314458460015e-06,1.864260342297543e-12,0.0,-2.7549305906432396e-27,2.1125300733988333e-06,5.015681012469762e-16,0.0,3.61
1.556755359789393e-11,7.112693472703595e-06,2.8873065267934624e-06,4.796975255168395e-06,1.796654285014823e-12,0.0,-3.283334691367181e-26,2.112530073398338e-06,5.029395802234951e-16,0.0,3.62
1.5003006196670905e-11,7.1126934727031e-06,2.887306526792586e-06,4.7936383514685245e-06,1.731499763392457e-12,0.0,-3.9851434751689125e-26,2.112530073397843e-06,5.043108725939073e-16,0.0,3.63
1.4458932762405923e-11,7.112693472702605e-06,2.8873065267917094e-06,4.790303746616695e-06,1.6687081461426444e-12,0.0,-4.448019742275091e-26,2.112530073397349e-06,5.05681978383603e-16,0.0,3.64
1.3934590057476888e-11,7.11269347270211e-06,2.887306526790833e-06,4.786971439842205e-06,1.6081936560718063e-12,0.0,-4.1750441025413066e-26,2.112530073396854e-06,5.070528976179685e-16,0.0,3.65
1.3429261322639643e-11,7.112693472701616e-06,2.887306526789957e-06,4.783641430345377e-06,1.5498735718609338e-12,0.0,-3.1121564378138106e-26,2.1125300733963596e-06,5.084236303223872e-16,0.0,3.66
1.2942258298842943e-11,7.112693472701122e-06,2.887306526789081e-06,4.7803137172952565e-06,1.493668461403637e-12,0.0,-1.2907979552839352e-26,2.112530073395865e-06,5.097941765222383e-16,0.0,3.67
1.247291673338563e-11,7.112693472700627e-06,2.8873065267882053e-06,4.77698829983472e-06,1.4395016631708996e-12,0.0,7.798005241725626e-27,2.1125300733953702e-06,5.111645362428984e-16,0.0,3.68
1.2020594834547538e-11,7.112693472700133e-06,2.887306526787329e-06,4.773665177082233e-06,1.3872991078597398e-12,0.0,1.960218849600709e-26,2.112530073394876e-06,5.125347095097399e-16,0.0,3.69
1.1584675899569805e-11,7.112693472699638e-06,2.887306526786454e-06,4.77034434812886e-06,1.336989621688913e-12,0.0,2.3668782326185874e-26,2.112530073394382e-06,5.139046963481323e-16,0.0,3.7
1.1164566091296823e-11,7.112693472699144e-06,2.887306526785578e-06,4.767025812040788e-06,1.2885046698007414e-12,0.0,2.7663732639976327e-26,2.1125300733938875e-06,5.152744967834411e-16,0.0,3.71
1.0759690804751772e-11,7.11269347269865e-06,2.887306526784703e-06,4.763709567863464e-06,1.241777936926914e-12,0.0,2.4801347283202002e-26,2.1125300733933937e-06,5.166441108410291e-16,0.0,3.72
1.0369497551464835e-11,7.112693472698156e-06,2.887306526783828e-06,4.7603956146183075e-06,1.1967456602693476e-12,0.0,1.593473346271603e-26,2.1125300733928994e-06,5.180135385462549e-16,0.0,3.73
9.993455304867532e-12,7.112693472697662e-06,2.8873065267829524e-06,4.757083951303459e-06,1.1533465539520227e-12,0.0,3.7880612607137814e-27,2.112530073392405e-06,5.193827799244741e-16,0.0,3.74
9.631049660201578e-12,7.112693472697167e-06,2.8873065267820774e-06,4.753774576899282e-06,1.111521250425158e-12,0.0,-6.297834189752846e-27,2.1125300733919114e-06,5.207518350010386e-16,0.0,3.75
9.281785735374871e-12,7.112693472696673e-06,2.887306526781203e-06,4.750467490365058e-06,1.071212635253543e-12,0.0,-9.843352008159485e-27,2.1125300733914176e-06,5.221207038012971e-16,0.0,3.76
8.945188559203344e-12,7.1126934726961795e-06,2.887306526780328e-06,4.747162690638551e-06,1.0323658919236036e-12,0.0,-1.5674379502298654e-26,2.1125300733909233e-06,5.234893863505948e-16,0.0,3.77
8.620797656433906e-12,7.112693472695686e-06,2.887306526779453e-06,4.7438601766421585e-06,9.949278768998829e-13,0.0,-1.7142347186761854e-26,2.11253007339043e-06,5.248578826742731e-16,0.0,3.78
8.308169807707167e-12,7.112693472695192e-06,2.8873065267785783e-06,4.7405599472797805e-06,9.588474381528564e-13,0.0,-1.3361141036931756e-26,2.112530073389936e-06,5.262261927976704e-16,0.0,3.79
8.006880091751531e-12,7.112693472694698e-06,2.887306526777704e-06,4.737262001435621e-06,9.240755354387512e-13,0.0,-7.375089608631534e-27,2.112530073389442e-06,5.275943167461214e-16,0.0,3.8
7.71651633670801e-12,7.112693472694204e-06,2.88730652677683e-06,4.733966337980506e-06,8.905645999258962e-13,0.0,-7.369448337263391e-28,2.1125300733889485e-06,5.289622545449575e-16,0.0,3.81
7.436681715185976e-12,7.11269347269371e-06,2.8873065267759555e-06,4.730672955768931e-06,8.582688336905976e-13,0.0,2.3605239190411256e-27,2.112530073388455e-06,5.303300062195065e-16,0.0,3.82
7.166995795253707e-12,7.112693472693217e-06,2.8873065267750818e-06,4.72738185363786e-06,8.271443310121532e-13,0.0,7.26084984907352e-27,2.1125300733879612e-06,5.316975717950928e-16,0.0,3.83
6.907089879833856e-12,7.112693472692724e-06,2.8873065267742076e-06,4.724093030412027e-06,7.971485404916084e-13,0.0,1.0289714638460764e-26,2.1125300733874683e-06,5.330649512970376e-16,0.0,3.84
6.656608752680774e-12,7.112693472692231e-06,2.8873065267733335e-06,4.720806484901953e-06,7.682404665553278e-13,0.0,9.64363704657209e-27,2.112530073386975e-06,5.344321447506583e-16,0.0,3.85
6.415211435666145e-12,7.112693472691738e-06,2.88730652677246e-06,4.717522215903078e-06,7.403807568534711e-13,0.0,6.98367753290894e-27,2.1125300733864815e-06,5.357991521812689e-16,0.0,3.86
6.182568460302762e-12,7.112693472691244e-06,2.8873065267715865e-06,4.714240222198867e-06,7.135313873660413e-13,0.0,3.427554736573012e-27,2.1125300733859885e-06,5.371659736141802e-16,0.0,3.87
