Time,E,I,T,S,a,c,aa,g2,u2,p1,g1,p2,g3,u3,alpha,g4,gamma,u1,p3,p4,q1,q2,theta,k,tumor_microenvironment,tumor_growth,tumor_death,tumor_killing,immune_death,immune_stimulation_tumor,immune_stimulation_IL2,IL2_loss,IL2_production,tumor_stimulation,tgfb_production,tgfb_loss
147.0,9740.198318933777,1477.4476297130423,437.31650725537173,5.342957113740095e-08,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,78.71697130596691,3.442423095324677e-06,42.410029030425775,292.2059495680133,15.306069575970678,0.011151669627136446,14774.476297130423,14817.715816528822,3.154360513584673e-13,5.431377622784503e-07,5.342957113740094e-07
148.0,9468.07606322369,1521.7853831740053,475.8296332237522,6.322043870780227e-08,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,85.64933398027539,4.075449117369309e-06,44.83855646620719,284.04228189671073,16.65402663408263,0.011165319025797281,15217.853831740053,15263.24942524873,4.061091351948053e-13,6.43015159597404e-07,6.322043870780227e-07
149.0,9205.405526086473,1568.1533170571838,519.1340493940651,7.521186545793625e-08,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,93.44412889093171,4.851002902325033e-06,47.5415898899756,276.1621657825942,18.16967806303846,0.011186203039432243,15681.533170571838,15728.827382344823,5.271080437484088e-13,7.653802516522928e-07,7.521186545793626e-07
150.0,8952.083209220747,1616.2761068356294,567.8587088629517,8.994727812355617e-08,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,102.2145675953313,5.804343238166975e-06,50.54814210112835,268.5624962766224,19.875036933148568,0.011212056672009349,16162.761068356294,16211.659837802737,6.895441604832194e-13,9.157960822666339e-07,8.994727812355617e-07
151.0,8708.031913352856,1665.8436075951352,622.7228612840087,1.0811490756975164e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,112.09011503112156,6.980107715383368e-06,53.89131197245713,261.24095740058567,21.79527658099718,0.011240694111721098,16658.43607595135,16708.61574094814,9.088959319554354e-13,1.101305456914336e-06,1.0811490756975163e-06
152.0,8473.20329195249,1716.5148224700279,684.5490500016072,1.305872949993975e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,123.21882900028929,8.434933233445853e-06,57.608871656127015,254.1960987585747,23.959185462404054,0.01127005360249982,17165.14822470028,17216.24924846678,1.2068110179105742e-12,1.3308443976334767e-06,1.305872949993975e-06
153.0,8247.580742189914,1767.9205443577928,754.2776437973785,1.584739446698212e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,135.7699758835281,1.024082575078545e-05,61.74393697944016,247.4274222656974,26.39967569630079,0.011298227648781614,17679.20544357793,17730.847195873834,1.6137002734491765e-12,1.6157738102984795e-06,1.5847394466982118e-06
154.0,8031.18287053093,1819.6723609813553,832.9840732123569,1.9318794688430214e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,149.93713317822423,1.2489524392058084e-05,66.34582405446643,240.9354861159279,29.15438623967229,0.011323528797684303,18196.723609813555,18248.51485804679,2.1724535190314283e-12,1.9705680367770777e-06,1.9318794688430215e-06
155.0,7824.067429853195,1871.3740891535033,921.8981323111909,2.3653254908445723e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,165.94166381601437,1.5298130994459517e-05,71.47104131158989,234.72202289559584,32.26635831045188,0.011344560080964452,18713.74089153503,18765.284766363606,2.94379535562881e-12,2.41370306106219e-06,2.3653254908445723e-06
156.0,7626.335854359579,1922.6341974074194,1022.4258939738716,2.908134150047093e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,184.03666091529686,1.8816384756028867e-05,77.18447844265938,228.79007563078736,35.78480222208012,0.011360280259006829,19226.341974074196,19277.253309019743,4.014024738513031e-12,2.968804269164366e-06,2.908134150047093e-06
157.0,7438.138455831568,1973.0817684841625,1136.1745155852775,3.5898309011819613e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,204.51141280534995,2.323606553757792e-05,83.56083663821332,223.14415367494703,39.76596529239369,0.011370079059395142,19730.817684841626,19780.741910876688,5.506210419997593e-12,3.666130052237951e-06,3.5898309011819614e-06
158.0,7259.680424188744,2022.384730614994,1264.980414934733,4.448292498583566e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,227.69647468825195,2.880315810303209e-05,90.68637072416261,217.79041272566232,44.27411757849056,0.01137385354990362,20223.84730614994,20272.478937667627,7.596453902322385e-12,4.544491006495454e-06,4.448292498583566e-06
159.0,7091.228606863915,2070.2690870048395,1410.9405742137676,5.532120422088731e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,253.96930335847816,3.583355947132817e-05,98.66097391264866,212.73685820591746,49.382646906732425,0.011372078713105496,20702.690870048395,20749.790069333092,1.0537415772697848e-11,5.65372812807605e-06,5.5321204220887315e-06
160.0,6933.119278183892,2116.5377758237064,1576.447734052535,6.903842245060754e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,283.7605921294563,4.4733374247588696e-05,107.6007324515333,207.99357834551674,55.17528977034234,0.011365866776423225,21165.377758237064,21210.79349681151,1.4692787725700453e-11,7.057914841044771e-06,6.903842245060755e-06
161.0,6785.766944507617,2161.09023270322,1764.2293798417568,8.643834538072353e-07,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,317.5612883715162,5.602509548454293e-05,117.64103635644297,203.5730083352285,61.74749455933538,0.011357024532998286,21610.9023270322,21654.587504957006,2.0587104242852608e-11,8.839487552387097e-06,8.643834538072353e-06
162.0,6649.6743177084045,2203.938731967879,1977.3907037020074,1.0855633316965174e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,355.93032666636134,7.038133191156815e-05,128.94038656752227,199.49022953125214,69.20792333373193,0.011348091072681931,22039.38731967879,22081.422078498792,2.8978868345080803e-11,1.1104566726369835e-05,1.0855633316965174e-05
163.0,6525.443512125206,2245.225878844988,2219.461336952818,1.3672507169790523e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,399.5030406515072,8.8668155272111e-05,141.68505089153547,195.7633053637562,77.68008471183346,0.011342384543581805,22452.25878844988,22492.84592362524,4.096656140745356e-11,1.3989795584634897e-05,1.3672507169790523e-05
164.0,6413.788667658595,2285.2327572898203,2494.446019047836,1.7266042620185834e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,449.0002834286105,0.00011200069695498476,156.09479567392205,192.41366002975784,87.3041032703063,0.011344009130295705,22852.327572898204,22891.82533400642,5.8143435226149303e-11,1.767111112085529e-05,1.7266042620185833e-05
165.0,6315.549605728555,2324.390881638858,2806.876660567676,2.1857086583636198e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,505.2377989021817,0.00014181401857751185,172.42979616533935,189.46648817185667,98.2385359116834,0.011357895938419167,23243.90881638858,23282.825172470206,8.282269736947164e-11,2.2374924426788075e-05,2.1857086583636197e-05
166.0,6231.707812508378,2363.2870972492437,3161.870093442983,2.7729680103922603e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,569.1366168197369,0.00017995360478056447,190.99935417608933,186.95123437525135,110.66238463797887,0.011389829782362356,23632.870972492437,23671.87113774942,1.183648223987842e-10,2.8392396014599553e-05,2.7729680103922603e-05
167.0,6163.402765491632,2402.665953913139,3565.181797881472,3.5248607990761535e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,641.732723618665,0.00022878938253501657,212.17218925398137,184.90208296474896,124.77696471153612,0.011446488261395231,24026.659539131393,24066.56760666811,1.696513890725554e-10,3.6097421538481235e-05,3.5248607990761535e-05
168.0,6111.950503078987,2443.430665151028,4023.2615534766956,4.488159468998018e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,724.1870796258052,0.00029135940349830686,236.3891989980426,183.3585150923696,140.80783469151856,0.01153550702899538,24434.306651510276,24476.10492072358,2.4377003240608875e-10,4.596929513048794e-05,4.488159468998018e-05
169.0,6078.863200645147,2486.641961991242,4543.303382322754,5.722693893657517e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,817.7946088180958,0.0003715489012288568,264.1787550864628,182.3658960193544,159.0065189249474,0.011665570804028818,24866.41961991242,24911.246667637588,3.5099911606110115e-10,5.862094994113409e-05,5.722693893657517e-05
170.0,6065.869495237967,2533.515824986249,5133.286518054653,7.304762828432625e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,923.9915732498375,0.00047431134857594994,296.1749521150631,181.97608485713903,179.65190498633686,0.011846538641246643,25335.15824986249,25384.307239738835,5.062154473543447e-10,7.483381863479234e-05,7.304762828432625e-05
171.0,6074.935685106884,2585.4213903112804,5802.003583751304,9.331315777818376e-06,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1044.3606450752347,0.0006059384205455336,333.1392357626572,182.24807055320653,203.05117808467799,0.012089612490531062,25854.213903112803,25909.12945955199,7.308944223838926e-10,9.5600399244133e-05,9.331315777818375e-05
172.0,6108.286700709981,2643.878598415231,6559.068438799255,1.192497959964897e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1180.6323189838658,0.0007743848181273449,375.9855552488681,183.24860102129944,229.54002275708712,0.012407545628279587,26438.78598415231,26501.06316695679,1.0559262238920347e-09,0.00012217545959225575,0.0001192497959964897
173.0,6168.426263723811,2710.5566256000466,7414.8960593857255,1.524001712466234e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1334.6812906894306,0.0009896523042868912,425.8090942080335,185.05278791171432,259.4818170051535,0.012814891111002612,27105.566256000464,27176.948221143193,1.5255424294543393e-09,0.00015613655684841682,0.0001524001712466234
174.0,6258.154974474313,2787.2723059008504,8380.645077906398,1.946923183562325e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1508.5161140231517,0.0012642338145930612,483.91828306523973,187.7446492342294,293.2654811902972,0.013328273907229031,27872.723059008502,27955.100223341393,2.202723746374622e-09,0.00019945399316453774,0.0001946923183562325
175.0,6380.584961089355,2875.9887157636017,9468.112927175634,2.4851738952167753e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1704.260326891614,0.0016136129232315064,551.8693739904157,191.41754883268064,331.30161823783845,0.013966663694829478,28759.887157636018,28855.295062233567,3.176537456279538e-09,0.0002545694403021526,0.0002485173895216775
176.0,6539.149247954503,2978.8127827780845,10689.571140134587,3.168143773044736e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,1924.1228052242257,0.0020568047608799686,631.5021402826826,196.17447743863508,374.0164961013966,0.014751600453423434,29788.127827780845,29898.743944257232,4.571923262951134e-09,0.0003244810070455002,0.0003168143773044736
177.0,6737.603607075353,3097.9910314641593,12057.528965934685,4.0315722111146624e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,2170.3552138682435,0.002616912085758371,724.9744966087336,202.12810821226057,421.8434445768544,0.015707300540669163,30979.910314641595,31108.047927764655,6.562457826346045e-09,0.00041283055457145255,0.00040315722111146623
178.0,6980.018645298077,3235.901890803777,13584.416094772329,5.118388939530785e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,2445.1948970590192,0.0033216544914463704,834.7930190342561,209.4005593589423,475.21133167463324,0.016860529165063372,32359.018908037768,32507.119982594315,9.386593887053978e-09,0.000523986569631401,0.0005118388939530785
179.0,7270.759084968,3395.043947605879,15282.172539887795,6.479410690202296e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,2750.791057179803,0.004203806355700211,963.8350178904933,218.12277254903998,534.5296951539716,0.018240082427245743,33950.43947605879,34121.05705205129,1.3367628736759463e-08,0.0006631123585689501,0.0006479410690202296
180.0,7614.447011620731,3578.0168392921914,17161.738278477693,8.17377149698195e-05,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,3089.1128901259844,0.005301454693301396,1115.3568448956398,228.43341034862192,600.1702742785958,0.019875643981009054,35780.168392921914,35975.94405993014,1.8937277169126084e-08,0.0008362054568684491,0.0008173771496981949
181.0,8015.906563408356,3787.4942301255196,19232.445639708993,0.00010268911257114615,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,3461.8402151476184,0.006657965375118505,1292.98268106978,240.47719690225068,672.4450695154011,0.021795729408210944,37874.9423012552,38098.575463376284,2.6661997466609202e-08,0.001050090566594635,0.0010268911257114615
182.0,8480.087008429626,4026.187196013488,21501.317013339984,0.0001283989265379482,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,3870.237062401197,0.008321519399546581,1500.667182471219,254.40261025288876,751.5810734365446,0.024024363532394927,40261.87196013488,40516.07635888402,3.727007131923792e-08,0.0013123441331971673,0.001283989265379482
183.0,9011.960900856455,4296.795292998564,23972.278095646052,0.00015967817124527096,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,4315.010057216289,0.010344062107709846,1742.6253370591821,270.35882702569364,837.6921218867175,0.026576086427508964,42967.95292998564,43255.40456872884,5.167596861268111e-08,0.0016311257733106306,0.0015967817124527095
184.0,9616.397974587062,4601.946878365727,26645.3189056025,0.0001973712056543162,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,4796.15740300845,0.012779514352462645,2023.2251217042585,288.49193923761186,930.7491309147841,0.029448937064040483,46019.46878365727,46342.73546602645,7.099675268477326e-08,0.002014892856045633,0.001973712056543162
185.0,10298.012075909046,4944.124775981234,29515.624234952236,0.0002423140882176872,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,5312.812362291403,0.015681097331620195,2346.8385115307547,308.9403622772714,1030.5496811597957,0.03261518992641057,49441.24775981234,49802.713981432,9.655269625685255e-08,0.002471975174360603,0.002423140882176872
186.0,11060.983301473758,5325.581461375631,32572.718284483402,0.0002952788930124181,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,5863.089291207012,0.01909767557592575,2717.650340812605,331.8294990442127,1136.6887380342548,0.03600991960790896,53255.81461375631,53657.58345666787,1.2984348866362575e-07,0.003009995262367964,0.002952788930124181
187.0,11908.857617778036,5748.240346754765,35799.674044062616,0.00035690201000073346,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,6443.94132793127,0.023069099909900352,3139.4274246584296,357.2657285333411,1248.5325537623005,0.039518038806149895,57482.40346754764,57926.20177613537,1.724891709168319e-07,0.0036351324727731593,0.0035690201000073344
188.0,12844.328641413937,6213.590481469461,39172.42977876458,0.0004275952292117842,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,7051.037360177624,0.027620626585900355,3615.2531256440957,385.3298592424181,1365.1975227800353,0.04296144611519336,62135.904814694615,62622.966720005636,2.261242452106159e-07,0.004351244189611759,0.0042759522921178425
189.0,13869.011328111896,6722.5743156593635,42659.29933755856,0.0005074519588843859,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,7678.67388076054,0.03275668475948563,4147.239671785992,416.07033984335686,1485.537089752646,0.0460885433112285,67225.74315659364,67756.69954728894,2.92241857674558e-07,0.005158888701446479,0.005074519588843859
190.0,14983.213635936549,7275.475060624985,46220.697273529055,0.0005961433936032442,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,8319.72550923523,0.03845435141612189,4736.228143925068,449.49640907809646,1608.1375985198908,0.04857033361559772,72754.75060624986,73329.51531719403,3.71981204908135e-07,0.006054307974186965,0.005961433936032442
191.0,16185.70410384028,7871.800755778592,49809.08023017726,0.0006928205072049497,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,8965.634441431906,0.04465700052077223,5381.483105372484,485.57112311520837,1731.3228483171383,0.05000772965121531,78718.00755778592,79335.66914513812,4.6586815506838833e-07,0.007028445122305894,0.006928205072049497
192.0,17473.51893357512,8510.187289866431,53369.32322511764,0.0007960320925921585,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,9606.478180521175,0.051269123907127456,6080.4198664772985,524.2055680072535,1853.1744495291473,0.04995579476712337,85101.87289866431,85760.59827394735,5.735298696132613e-07,0.008066153736714468,0.007960320925921584
193.0,18841.782146108813,9188.306934682621,56839.341286336894,0.0009036694439470325,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,10231.08143154064,0.05815279292156427,6828.353632844444,565.2534643832644,1971.5605547198752,0.047969819639265256,91883.06934682622,92580.02375543168,6.934136750849547e-07,0.00914567142005685,0.009036694439470326
194.0,20283.57207061504,9902.79911999027,60151.148045311646,0.001012951606623777,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,10827.206648156096,0.06512689100104198,7618.304092095023,608.5071621184511,2084.17846236646,0.04367635217617451,99027.9911999027,99759.28086602477,8.225577276706413e-07,0.010238531484386935,0.01012951606623777
195.0,21789.83811463265,10649.225482739237,63232.2875669468,0.0011204661067791423,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,11381.811762050424,0.07196979943708298,8440.862590598572,653.6951434389795,2188.6074600429174,0.0368677350839606,106492.25482739237,107252.89555235543,9.56470073430242e-07,0.011310013942568798,0.011204661067791423
196.0,23349.38142462878,11422.055682078217,66007.62986191719,0.0012222689803052331,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,11881.373375145093,0.0784261295997815,9284.135481384807,700.4814427388634,2282.370340479731,0.02761353315388743,114220.55682078216,115004.47381539806,1.0891675589232629e-06,0.012320221155684765,0.012222689803052331
197.0,24948.89383082474,12214.681705049901,68401.57610955743,0.0013140545858405725,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,12312.283699720336,0.0842179610568884,10133.774871015436,748.4668149247423,2363.00400139064,0.016373704824345716,122146.81705049901,122946.87767867849,1.2134259642543475e-06,0.013225841997515097,0.013140545858405725
198.0,26573.072878436713,13019.469049968719,70340.59090441074,0.0013913906157074038,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,12661.306362793932,0.08906037711807006,10973.10769259994,797.1921863531013,2428.1358276123483,0.00409188956518857,130194.69049968719,131002.77303448309,1.3212617140921743e-06,0.013982565470081967,0.013913906157074038
199.0,28204.81123411216,13827.844112334773,71756.0407572562,0.001450010736731975,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,12916.087336306115,0.09268072893282621,11783.37353110049,846.1443370233648,2475.5654615171406,-0.007758773015337052,138278.44112334773,139085.54044299416,1.4046348984640455e-06,0.014548052558530486,0.01450010736731975
200.0,29825.461198093326,14630.41798973522,72587.26878660775,0.0014861451398578574,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,13065.708381589395,0.09484040861818631,12544.081518245417,894.7638359427998,2503.3509786287955,-0.017205152865461107,146304.1798973522,147100.5506078269,1.4563154256492214e-06,0.014885279692622488,0.014861451398578574
201.0,31415.180102756676,15417.149269820953,72784.81459177054,0.0014968661931657786,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,13101.266626518696,0.09535732623285145,13233.501245746213,942.4554030827003,2509.898685801494,-0.021902024409852415,154171.49269820953,154946.83080425358,1.4708132324564376e-06,0.014965982799836602,0.014968661931657787
202.0,32953.354674186565,16177.544737313654,72313.65867080483,0.0014804128530899285,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,13016.458560744868,0.094126774146438,13829.302101463923,988.6006402255969,2494.0557318604806,-0.01936649173344272,161775.44737313653,162519.11017575127,1.4452299415209585e-06,0.014773856838332796,0.014804128530899286
203.0,34419.10427878821,16900.89768980294,71156.31709541829,0.0014364542614172559,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,12808.137077175292,0.0911379863265069,14309.356147435376,1032.5731283636462,2455.203226959526,-0.00730572894529172,169008.9768980294,169710.2401232062,1.3798727313002541e-06,0.01430710889292358,0.01436454261417256
204.0,35791.859205507804,17576.56206264398,69315.5734871389,0.0013662457742252981,0.18,0.035,1.0,100000.0,10.0,0.1245,20000000.0,0.27,20000000.0,10.0,0.001,1000.0,10.0,0.03,5.0,2.84,10.0,0.1121,1000000.0,10000000000.0,1.0,12476.803227685,0.08648367710131716,14652.717383904177,1073.755776165234,2393.3460823373407,0.01600336955432132,175765.6206264398,176413.96737627024,1.2784784763375536e-06,0.01357995547131717,0.01366245774225298
