E_1_task1,I_2_task1,T_3_task1,_1_task1
1.0,10.0,1.0,0.0
1.0082406432110258,0.0010455085580127579,1.1972053484236413,1.0
1.0236911329967102,0.0007183773940734884,1.4333004779126919,2.0
1.04760832993767,0.0008791594430826114,1.7159550833652089,3.0
1.0815016126511459,0.0010852609065619074,2.054349959396597,4.0
1.1271828909478405,0.001352321531968594,2.45947714480601,5.0
1.1868259042918188,0.0017021273129219634,2.9444957075649105,6.0
1.2630374849820132,0.0021651249381869305,3.5251592933397755,7.0
1.358942899734269,0.002784027904743967,4.220328079940629,8.0
1.478287806286629,0.003618942319847664,5.052580327617734,9.0
1.625560744302325,0.004754661636410291,6.048947022094681,10.0
1.8061381013071502,0.006310996845577282,7.241781165510249,11.0
2.0264617824007076,0.008457569389116095,8.66982310133339,12.0
2.294246075645448,0.011434622560972666,10.379440575148184,13.0
2.6187304381053833,0.015582668064720702,12.426143877204558,14.0
3.0109785070722612,0.021384336410390142,14.876377572124436,15.0
3.4842386963492276,0.029523502958263326,17.809680719191835,16.0
4.054373453752094,0.04096848475040432,21.32125756082852,17.0
4.740374254771556,0.057088808388442096,25.5250605068778,18.0
5.564977528133749,0.07981841869897262,30.55747566303213,19.0
6.555401593126887,0.11188273896505266,36.58173007025047,20.0
7.744228273130159,0.15711279628801683,43.79316076076267,21.0
9.170457431672101,0.22087690264943635,52.42551241650855,22.0
10.880768124456573,0.3106691946509757,62.75846193868598,23.0
12.931026529121818,0.4369045213284642,75.12660538923943,24.0
15.388088482665612,0.6139801780607308,89.93018640581417,25.0
18.331953524425593,0.8616756688625771,107.64789621848067,26.0
21.858338050217515,1.2069701018631853,128.85213481965383,27.0
26.081747808786695,1.6863601468748672,154.2271917161545,28.0
31.139144628158586,2.3487559786274192,184.59088285057675,29.0
37.19431968047389,3.259014702461556,220.92027088310024,30.0
44.44310536988067,4.502137282121773,264.38219494497974,31.0
53.119581147101165,6.188106742842746,316.36944730358255,32.0
63.50345461518607,8.457287819432288,378.54355123202987,33.0
75.92882934474355,11.486255391829745,452.8852189427441,34.0
90.7946032956433,15.49389034523467,541.7536851241742,35.0
108.57677797598292,20.74760241397025,647.9562195614559,36.0
129.84302820389755,27.569627165930747,774.8293838237936,37.0
155.26974457639736,36.34353325163691,926.3325845791074,38.0
185.66238806743328,47.52115597093424,1107.1578569544026,39.0
221.97872453614283,61.63063762751453,1322.8520131065432,40.0
265.3560060921067,79.28589134075135,1579.9555019433074,41.0
317.14301020335057,101.19885172414087,1886.1606805882373,42.0
378.9362585319148,128.1945293094787,2250.4820710382714,43.0
452.6209270924524,161.22939957051406,2683.4370359802397,44.0
540.4180016876792,201.41390201162963,3197.239353136585,45.0
644.9363528718274,250.0385055245729,3805.990321333338,46.0
769.2285040444025,308.602374740257,4525.850628219901,47.0
916.850673380459,378.844745545017,5375.184063453875,48.0
1091.9261014639228,462.7781974549035,6374.652448487302,49.0
1299.2064379577653,562.7211642881148,7547.2179169357905,50.0
1544.129923472945,681.3288634418049,8918.028407532373,51.0
1832.8703385449721,821.6196542525377,10514.139089379709,52.0
2172.3711860495223,986.9940874737036,12364.02879097797,53.0
2570.3558518324735,1181.2421308484186,14496.862262327888,54.0
3035.301469988038,1408.5325871052007,16941.454555742137,55.0
3576.3779898751727,1673.385258234209,19724.95752488997,56.0
4203.330469053747,1980.6151994607815,22871.227590892395,57.0
4926.299948546222,2335.2465316162643,26398.92584951478,58.0
5755.57702576374,2742.3927496138517,30319.41901698284,59.0
6701.2846522695545,3207.10157983497,34634.57784195093,60.0
7772.991778604247,3734.1649053632545,39334.59859376368,61.0
8979.266387844576,4327.897689072197,44395.99055699396,62.0
10327.182418750379,4991.892794504248,49779.87422687701,63.0
11821.800374372948,5728.761263300755,55430.64808012305,64.0
13465.64682094025,6539.870522857971,61275.592374427724,65.0
15258.233652145598,7425.100410552723,67224.43371482019,66.0
17195.615176901854,8382.616733894532,73170.28950356676,67.0
19270.051430040647,9408.695939041312,78991.08229589976,68.0
21469.76727856313,10497.596468426918,84551.76308788793,69.0
23778.839854396847,11641.49294662297,89707.28896555286,70.0
26177.20656178216,12830.469536864079,94306.45944282298,71.0
28640.811466621763,14052.58225986216,98196.47956212595,72.0
31141.867222612764,15293.976743328345,101228.1914600159,73.0
33649.23485005579,16539.064393998426,103262.15572790147,74.0
36128.92202197655,17770.753848424996,104175.43229418166,75.0
38544.69492354483,18970.735350639334,103868.9493363249,76.0
40858.83501970199,20119.830547953792,102275.4437324128,77.0
43033.069531791516,21198.419241344614,99367.67812368079,78.0
45029.72909722744,22186.967782132524,95166.5302347681,79.0
46813.11915615204,23066.64746692379,89747.78271494768,80.0
48351.18313845664,23820.07961205221,83247.10346935152,81.0
49617.36285432224,24432.157700877404,75861.10743371691,82.0
50592.544195671675,24890.889722363903,67842.80439765328,83.0
51266.84656316598,25188.14329435301,59489.49948199545,84.0
51640.9186989846,25320.133504106238,51122.01239670973,85.0
51726.35528372652,25287.48364544853,43055.87190832195,86.0
51544.95842435806,25094.744389001713,35568.513616018885,87.0
51126.773644378954,24749.403421927334,28869.201214743673,88.0
50507.171999131664,24260.576937162008,23079.835101229844,89.0
49723.51967810706,23637.73471100246,18232.393561352692,90.0
48812.11473604207,22889.85711395694,14282.854590924431,91.0
47805.89356525231,22025.296984298264,11135.53259083849,92.0
46733.127519696536,21052.408235851657,8669.352821897766,93.0
45617.02425731496,19980.75184658816,6759.349131725361,94.0
44475.97483166607,18822.50192669233,5290.546321424136,95.0
43324.15844907186,17593.594207898925,4164.682539574335,96.0
42172.27404932677,16314.16567995073,3301.8264528424706,97.0
41028.25470606285,15008.041078736727,2639.0803411291267,98.0
39897.89149080947,13701.280507929589,2128.0247438967835,99.0
38785.34649432509,12420.064449763635,1731.8919550577555,100.0
