Time,RuBP,PGA,DPGA,GAP,Ru5P,ADP,ATP,Pi,chloroplast,RuBisCO,PGA_K,GAP_DH,GAP2Ru5P,Ru5P_K,PGA2sink,GAP2sink
0.0,2.0,2.4,0.0011,0.02,0.0501,0.82,0.68,6.3477,1.0,2.52,6.7884451996601545,0.01106365994811415,0.07093023255813953,1.8430838707844992,2.2857142857142856,0.0003984063745019921
0.01,1.9908604405070003,2.3597216215889776,0.06578717657550388,0.022406168898063326,0.03449794473391671,0.82,0.68,6.290079030614034,1.0,2.516149654860115,6.777927628767033,0.586028428476219,0.0792420295722291,1.3764364056124214,2.27646256681641,0.00044612419116591144
0.02,1.9774789252864298,2.3195476968086957,0.1254318484085976,0.02957793458432065,0.02328730749482435,0.82,0.68,6.241765513722104,1.0,2.5104696036979104,6.767107599580204,1.0107840168163742,0.10374308833549445,0.9892521101606232,2.2669929832531195,0.0005880798541948665
0.03,1.9607565265950864,2.279450307156245,0.1812258681334046,0.04018519187282903,0.015664261151854177,0.82,0.68,6.200735450362091,1.0,2.5032992763687134,6.755964107201958,1.340786394232305,0.13924891755033864,0.6960421636978907,2.2572910026994033,0.0007972959393957714
0.04,1.9416373162425444,2.239409024987904,0.2339472483734984,0.05335501292233845,0.010752413403190272,0.82,0.68,6.165314419454482,1.0,2.4950013432558964,6.744476535254936,1.6065107327746297,0.18215914956451812,0.49238284467565185,2.2473428757347436,0.0010558334568994277
0.05,1.9209526077457035,2.199410720280367,0.2841364809898416,0.0684824086222693,0.007766366979690064,0.82,0.68,6.134162326646582,1.0,2.4859016329206103,6.732624778699655,1.8262737404859417,0.22991237289303013,0.36237476330077173,2.237135749006121,0.0013511422769421114
0.06,1.899350741332663,2.1594484647997056,0.33218659474724077,0.08513158024671,0.006087667189844931,0.82,0.68,6.106257615603933,1.0,2.476259839793459,6.720389105171885,2.0118329808407966,0.2806642052833423,0.28710236705443254,2.2266575513462836,0.0016741273830043106
0.07,1.877296800717296,2.1195201398201466,0.3783935563461343,0.10297942902824125,0.005269414702182786,0.82,0.68,6.080850302322569,1.0,2.466266915857389,6.707749886731635,2.17112649586994,0.33307965037986975,0.24982213998972666,2.215896773548687,0.002018025556647239
0.08,1.8551061223900922,2.079627156243277,0.42298644481284486,0.12178101734241258,0.005006000843665817,0.82,0.68,6.057400691164771,1.0,2.4560562171903957,6.694687308981549,2.3097323843028015,0.3861919669829805,0.23773704932771955,2.204842236887779,0.0023777083973340637
0.09,1.83298447005354,2.0397734491812747,0.4661465251094253,0.1413473192485519,0.005095331567289773,0.82,0.68,6.0355219096769535,1.0,2.4457180651863712,6.68118111161782,2.4316999807926796,0.43930351186794603,0.24184002871541238,2.1934828970931974,0.002749227205860329
0.1,1.8110623572539024,1.9999647559245362,0.5080198351042029,0.1615303012047298,0.005406258292028674,0.82,0.68,6.014934299862494,1.0,2.4353126471044764,6.66721037553373,2.540049193238844,0.49191464110651634,0.2560841788583471,2.1818076958431596,0.003129504076863169
0.11,1.7894204624446306,1.9602081249074943,0.548725781944041,0.18221260318817806,0.0058544369273416585,0.82,0.68,5.995432346199642,1.0,2.4248798053602747,6.652753352624238,2.6370839628557308,0.5436720678170273,0.276516099620934,2.1698054554106254,0.003516115936194474
0.12,1.768107115177363,1.9205115916077806,0.5883632215610928,0.20330017822012694,0.006385768753980514,0.82,0.68,5.9768617879412,1.0,2.4144459073586817,6.637787327844681,2.724596511461091,0.5943309092779229,0.3005871560721167,2.1574648067169075,0.003907139147402968
0.13,1.7471498573816084,1.8808839720162593,0.6270148076118284,0.2247169941506842,0.006965509404916053,0.82,0.68,5.959104194441267,1.0,2.4040284672337338,6.622288504870163,2.804004533942246,0.6437267705173749,0.32666538004998924,2.1447741428613276,0.004301036676288217
0.14,1.7265629351910334,1.8413347312623727,0.6647502412998113,0.24640107175617107,0.007571268047525969,0.82,0.68,5.942066575952241,1.0,2.3936391897606577,6.606231906199251,2.876446037403016,0.69175490377737,0.35370895339714314,2.131721590091949,0.0046965732963624
0.15,1.7063521107024013,1.8018739038909186,0.7016286981713015,0.2683015280402362,0.008188551970050747,0.82,0.68,5.92567439835139,1.0,2.3832859563795097,6.589591283255919,2.942846358583927,0.7383547164910268,0.3810539960700675,2.118294992331182,0.005092751935556773
0.16,1.6865177409218348,1.7625120471880331,0.7377006876376347,0.29037632078513587,0.008807947366924912,0.82,0.68,5.9098668275409665,1.0,2.3729741157402686,6.5723390324496025,3.003966550903471,0.7834981696887563,0.40827890344316375,2.1044819058606437,0.005488764941811203
0.17,1.6670567593743977,1.723260216433353,0.7730094946948506,0.3125905110598177,0.009423326585876192,0.82,0.68,5.894593437782456,1.0,2.3627073283259774,6.554446115039676,3.0604389594092845,0.8271810756586768,0.43511778706502136,2.0902696024259484,0.0058839564315951495
0.18,1.6479639483981177,1.6841299545674475,0.8075923105999221,0.33491491271714535,0.010030712004637793,0.82,0.68,5.879811902714689,1.0,2.3524881177907626,6.53588197949088,3.11279380616438,0.8694165617703858,0.46140562554173514,2.0756450797632815,0.006277792958211748
0.19,1.629232771159003,1.6451332915300079,0.841481136392805,0.3573250243181802,0.010627542192394526,0.82,0.68,5.865486326855802,1.0,2.342318239197314,6.516614485804511,3.161479362150265,0.9102301397158741,0.48704297660537776,2.0605950792146928,0.006669840315758264
0.2,1.61085591369055,1.6062827502219246,0.8747035070464282,0.3798001831343328,0.011212199054733685,0.82,0.68,5.8515860261150525,1.0,2.3321989244297985,6.496609831892362,3.2068774487858414,0.949655996593784,0.5119733541572907,2.045106110551424,0.007059745161632693
0.21,1.5928256363429385,1.5675913569130948,0.9072830706440348,0.4023228970297397,0.011783703493075335,0.82,0.68,5.838084628590142,1.0,2.3221310453673554,6.475832482426929,3.2493154870066503,0.9877342185952893,0.5361687456082876,2.0291644843736054,0.007447220477156994
0.22,1.5751340126515445,1.5290726548404454,0.93924007029982,0.4248782955672643,0.012341508677396897,0.82,0.68,5.824959375012163,1.0,2.3121152291768157,6.454245101132579,3.2890759866941184,1.0245086867420623,0.5596198832749498,2.012756352799328,0.007832033686625517
0.23,1.5577730836516994,1.4907407193578133,0.9705917283880591,0.44745369791089123,0.01288536546164534,0.82,0.68,5.812190593190133,1.0,2.302151935931962,6.431808487419849,3.326404070311061,1.0600255223490573,0.5823299613113,1.9958677590128144,0.008213997267796706
