Time,C,S,V_C,r,K,d,phi,beta,eta,mu,r_tilde,phi_tilde,alpha,d_tilde,N,compartment,Susceptible_Logistic_Growth,Susceptible_Absorption_Virus,Susceptible_Death,Chronic_Infected_Death,Chronic_Infected_Logistic_Growth,Virus_Chronic_Release_From_Chronic_Infected,Virus_Chronic_Decay
351.0,1608.1939602421812,784730201.2204342,2276.0011252664294,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731809.4143944,1.0,32697135.52089449,8.930234105041299,32697091.71751809,80.40969801210906,39.532844510681144,160.81939602421812,197.10169744807277
352.0,1576.5625571014841,784730235.7494842,2231.234700173657,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731812.3120413,1.0,32697136.098041717,8.754586661398518,32697093.156228505,78.82812785507421,38.75527599891455,157.65625571014843,193.2249250350387
353.0,1545.5533082236072,784730269.5993863,2187.3487801547935,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731815.1526946,1.0,32697136.66383704,8.5823939897938,32697094.566641096,77.27766541118037,37.99300142843367,154.55533082236073,189.42440436140512
354.0,1515.1539765538978,784730302.7834988,2144.326046707406,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731817.9374753,1.0,32697137.218503788,8.413588139496227,32697095.94931245,75.7576988276949,37.2457199835559,151.5153976553898,185.69863564486135
355.0,1485.3525657255284,784730335.3149167,2102.149521962184,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731820.6674825,1.0,32697137.762260776,8.248102496257381,32697097.304788195,74.26762828627642,36.51313676533359,148.53525657255284,182.04614860192513
356.0,1456.1373153254979,784730367.206478,2060.8025619831724,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731823.3437933,1.0,32697138.29532269,8.085871756025528,32697098.63360325,72.8068657662749,35.794962675178034,145.6137315325498,178.46550186774272
357.0,1427.4966962537424,784730398.4707676,2020.2688501997814,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731825.9674639,1.0,32697138.817899823,7.9268318991767694,32697099.936281983,71.37483481268713,35.09091430077163,142.74966962537425,174.95528242730106
358.0,1399.4194061735236,784730429.1201236,1980.5323909679719,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731828.5395298,1.0,32697139.330198392,7.770920165253005,32697101.213338483,69.97097030867619,34.40071380422474,139.94194061735237,171.51410505782636
359.0,1371.8943650513022,784730459.1666409,1941.577503258085,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731831.061006,1.0,32697139.8324206,7.618075028196685,32697102.465276703,68.59471825256512,33.72408881243223,137.18943650513023,168.14061178215016
360.0,1344.910710784334,784730488.6221765,1903.3888144668197,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731833.5328873,1.0,32697140.32476462,7.468236172072663,32697103.692590687,67.2455355392167,33.06077230958632,134.4910710784334,164.83347133282658
361.0,1318.457794914264,784730517.4983546,1865.9512543509168,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731835.9561495,1.0,32697140.80742479,7.321344467267494,32697104.89576477,65.9228897457132,32.41050253180402,131.8457794914264,161.59137862678938
362.0,1292.5251784250281,784730545.8065703,1829.25004908016,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731838.3317487,1.0,32697141.2805915,7.1773419471568465,32697106.07527376,64.6262589212514,31.77302286382673,129.2525178425028,158.41305425034184
363.0,1267.102627623402,784730573.5579948,1793.2707154073407,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731840.6606225,1.0,32697141.7444515,7.03617178523179,32697107.23158312,63.355131381170104,31.148081737752133,126.71026276234021,155.2972439542757
364.0,1242.180110100574,784730600.7635797,1757.999054952894,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731842.9436898,1.0,32697142.199187882,6.89777827267495,32697108.365149155,62.109005505028705,30.535432533757582,124.21801101005741,152.2427181589206
365.0,1217.747790773148,784730627.4340609,1723.4211486019426,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731845.1818517,1.0,32697142.644980077,6.762106796377662,32697109.476419203,60.8873895386574,29.93483348277625,121.7747790773148,149.24827146892824
366.0,1193.796028002012,784730653.5799633,1689.523351011543,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731847.3759913,1.0,32697143.08200403,6.629103817389489,32697110.565831803,59.689801400100606,29.34604757108765,119.37960280020121,146.3127221975996
367.0,1170.3153697875448,784730679.2116048,1656.2922852259655,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731849.5269747,1.0,32697143.510432143,6.498716849791564,32697111.633816868,58.515768489377244,28.768842446784618,117.03153697875449,143.4349119005686
368.0,1147.2965500396544,784730704.3391002,1623.7148373978832,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731851.6356503,1.0,32697143.930433586,6.370894439985443,32697112.68079584,57.364827501982724,28.202990328080308,114.72965500396545,140.61370491865668
369.0,1124.7304849211812,784730728.9723657,1591.7781516133844,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731853.7028507,1.0,32697144.34217401,6.24558614638928,32697113.707181904,56.23652424605906,27.648267913418156,112.47304849211812,137.84798792971907
370.0,1102.6082692632197,784730753.1211221,1560.4696248187709,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731855.7293913,1.0,32697144.745815966,6.122742519533344,32697114.713380087,55.130413463160984,27.10445629335058,110.26082692632197,135.13666950930556
371.0,1080.9211730509464,784730776.7948991,1529.776901847137,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731857.7160722,1.0,32697145.141518693,6.002315082546989,32697115.69978746,54.04605865254732,26.57134086415035,108.09211730509465,132.47867969996204
372.0,1059.660637978565,784730800.0030392,1499.6878705427682,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731859.6636772,1.0,32697145.529438376,5.884256312029404,32697116.6667933,52.98303189892826,26.048711243121538,105.96606379785652,129.87296958900373
373.0,1038.8182740720115,784730822.7547009,1470.190656981435,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731861.5729749,1.0,32697145.90972808,5.768519619296578,32697117.614779204,51.94091370360058,25.536361185576,103.88182740720116,127.31851089459227
374.0,1018.3858563780849,784730845.0588624,1441.2736207846951,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731863.4447188,1.0,32697146.282537885,5.6550593319971005,32697118.54411927,50.919292818904246,25.034088503442984,101.83858563780849,124.81429555995459
375.0,998.3553217186989,784730866.9243257,1412.9253505263584,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731865.2796475,1.0,32697146.648014944,5.54383067608953,32697119.455180235,49.91776608593494,24.541694985479552,99.83553217186989,122.35933535558263
376.0,978.7187655089716,784730888.3597195,1385.134659229297,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731867.078485,1.0,32697147.006303456,5.434789758174218,32697120.348321646,48.935938275448585,24.058986319050334,97.87187655089717,119.95266148925712
377.0,959.4684386378993,784730909.3735029,1357.8905799508273,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731868.8419415,1.0,32697147.357544776,5.3278935481726295,32697121.223895952,47.97342193189497,23.585772013445872,95.94684386378994,117.59332422374163
378.0,940.5967444103827,784730929.9739683,1331.18236145492,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731870.5707127,1.0,32697147.70187756,5.223099862347312,32697122.082248677,47.02983722051914,23.121865324709344,94.05967444103828,115.28039250199608
379.0,922.0962355493989,784730950.1692452,1304.999463969533,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731872.2654808,1.0,32697148.0394377,5.120367346655836,32697122.92371855,46.10481177746995,22.667083181941575,92.2096235549399,113.01295357976156
380.0,903.9596112571367,784730969.9673034,1279.3315550273892,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731873.9269147,1.0,32697148.370358348,5.019655460432109,32697123.74863764,45.197980562856834,22.221246115055763,90.39596112571367,110.7901126653719
381.0,886.1797143339346,784730989.3759556,1254.1685053885599,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731875.5556699,1.0,32697148.694770202,4.9209244603886395,32697124.55733148,44.30898571669673,21.78417818395329,88.61797143339346,108.61099256664929
382.0,868.7495283538861,784731008.402861,1229.5003850432458,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731877.1523894,1.0,32697149.012801126,4.82413538493346,32697125.350119207,43.43747641769431,21.355706909092184,86.87495283538863,106.47473334474509
383.0,851.6621748959955,784731027.055528,1205.3174592931782,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731878.717703,1.0,32697149.32457682,4.729250038795477,32697126.127313666,42.58310874479977,20.935663203421864,85.16621748959955,104.38049197478922
384.0,834.9109108297939,784731045.3413177,1181.6101849100903,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731880.2522285,1.0,32697149.630220193,4.636230977952214,32697126.889221568,41.7455455414897,20.523881305655916,83.4910910829794,102.32744201321381
385.0,818.4891256543432,784731063.2674459,1158.3692063697476,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731881.7565715,1.0,32697149.929851905,4.545041494853997,32697127.63614358,40.92445628271716,20.12019871485798,81.84891256543432,100.31477327162014
386.0,802.390338889578,784731080.8409871,1135.5853521600504,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731883.231326,1.0,32697150.223590128,4.455645603938746,32697128.36837446,40.1195169444789,19.72445612631386,80.2390338889578,98.34169149706037
387.0,786.6081975189555,784731098.0688759,1113.2496311617476,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731884.6770735,1.0,32697150.51155086,4.368008027431647,32697129.08620316,39.33040987594778,19.336497368665228,78.66081975189556,96.40741805860733
388.0,771.1364734824069,784731114.9579111,1091.3532291003396,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731886.0943847,1.0,32697150.793847702,4.282094181424131,32697129.78991296,38.55682367412035,18.956169342279612,77.1136473482407,94.51118964008941
389.0,755.9690612185962,784731131.5147576,1069.887505067765,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731887.4838189,1.0,32697151.070592087,4.197870162226641,32697130.479781568,37.79845306092981,18.583321958832773,75.59690612185962,92.65225793886844
390.0,741.0999752555215,784731147.7459493,1048.8439881125016,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731888.8459245,1.0,32697151.341893163,4.115302732989811,32697131.15608122,37.05499876277607,18.2178080820793,74.10999752555215,90.82988937054263
391.0,726.5233478485055,784731163.6578912,1028.2143738967352,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731890.181239,1.0,32697151.607858058,4.0343593105887745,32697131.819078796,36.326167392425276,17.859483469788394,72.65233478485055,89.04336477945726
392.0,712.2334266646426,784731179.2568626,1007.9905214192771,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731891.4902893,1.0,32697151.86859168,3.955007952765446,32697132.469035942,35.61167133323213,17.50820671682139,71.22334266646426,87.2919791549094
393.0,698.2245725127905,784731194.5490195,988.1644498029367,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731892.773592,1.0,32697152.124196965,3.877217345523665,32697133.106209144,34.911228625639524,17.163839199329257,69.82245725127905,85.57504135293432
394.0,684.4912571182097,784731209.5403963,968.7283351450824,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731894.0316534,1.0,32697152.37477479,3.8009567907722746,32697133.730849847,34.224562855910484,16.826245020047402,68.44912571182097,83.89187382356413
395.0,671.028060940973,784731224.2369092,949.6745074301474,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731895.2649701,1.0,32697152.62042404,3.7261961942112163,32697134.343204547,33.55140304704865,16.49529095466659,67.1028060940973,82.24181234345076
396.0,657.8296710372831,784731238.6443578,930.9954475028624,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731896.4740288,1.0,32697152.861241575,3.6529060534558964,32697134.943514906,32.891483551864155,16.17084639925863,65.78296710372831,80.62420575374787
397.0,644.8908789628564,784731252.7684277,912.68378410102,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731897.6593066,1.0,32697153.097322542,3.5810574463951133,32697135.53201782,32.24454394814282,15.852783318736359,64.48908789628564,79.03841570314833
398.0,632.2065787175434,784731266.6146927,894.7322909466014,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731898.8212714,1.0,32697153.328759994,3.510622019777961,32697136.108945526,31.61032893587717,15.540976196326959,63.22065787175434,77.48381639597568
399.0,619.7717647303766,784731280.1886169,877.1338838941156,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731899.9603816,1.0,32697153.55564533,3.4415719780252148,32697136.6745257,30.988588236518833,15.235301984039545,61.977176473037666,75.9597943452304
400.0,607.5815298842491,784731293.4955567,859.8816181350271,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731901.0770866,1.0,32697153.77806813,3.3738800722607607,32697137.22898153,30.379076494212455,14.935640054106676,60.75815298842491,74.46574813049334
401.0,595.6310635794454,784731306.5407637,842.9686854571697,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731902.1718273,1.0,32697153.996116027,3.3075195895587743,32697137.772531822,29.78155317897227,14.641872151381017,59.56310635794454,73.0010881605909
402.0,583.9156498352601,784731319.3293859,826.3884115580624,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731903.2450358,1.0,32697154.209875178,3.242464342402369,32697138.305391077,29.195782491763005,14.35388234666854,58.39156498352601,71.5652364409282
403.0,572.4306654289551,784731331.8664697,810.1342534110696,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731904.2971351,1.0,32697154.41942995,3.1786886583495835,32697138.82776957,28.621533271447756,14.07155699097931,57.24306654289551,70.15762634539863
404.0,561.1715780713215,784731344.156963,794.1997966833652,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731905.328541,1.0,32697154.624862976,3.1161673699026196,32697139.339873455,28.058578903566076,13.794784670678244,56.11715780713215,68.77770239277942
405.0,550.1339446181253,784731356.2057155,778.5787532046818,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731906.3396602,1.0,32697154.82625537,3.0548758045763247,32697139.84190481,27.506697230906266,13.523456163518096,55.01339446181253,67.42492002752545
406.0,539.3134093167315,784731368.0174824,763.2649584858458,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731907.3308917,1.0,32697155.02368658,2.994789775162023,32697140.334061764,26.965670465836578,13.257464395537061,53.931340931673155,66.09874540487424
407.0,528.705702087216,784731379.5969248,748.2523692861207,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731908.3026268,1.0,32697155.217234522,2.9358855701828257,32697140.81653853,26.4352851043608,12.996704398804292,52.8705702087216,64.79865518017805
408.0,518.3066368372838,784731390.9486121,733.5350612283964,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731909.2552489,1.0,32697155.40697562,2.878139944536674,32697141.2895255,25.91533184186419,12.741073269996459,51.83066368372838,63.52413630237913
409.0,508.11210981033315,784731402.0770242,719.1072264612849,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731910.189134,1.0,32697155.59298471,2.8215301103234207,32697141.75320934,25.40560549051666,12.490470129789058,50.81121098103332,62.274685811547265
410.0,498.1180979660086,784731412.9865527,704.9631713671995,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731911.1046507,1.0,32697155.77533511,2.7660337278523186,32697142.20777303,24.90590489830043,12.244796083046454,49.81180979660086,61.04981064039947
411.0,488.32065739260815,784731423.6815027,691.0973143155132,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731912.0021601,1.0,32697155.95409897,2.711628896826378,32697142.653395943,24.41603286963041,12.003954179795103,48.83206573926082,59.84902741972344
412.0,478.71592175071606,784731434.1660947,677.5041834599098,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731912.8820164,1.0,32697156.1293467,2.6582941477001194,32697143.09025394,23.935796087535806,11.767849376964026,47.87159217507161,58.67186228762819
413.0,469.30010074744695,784731444.4444661,664.1784145790568,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731913.7445669,1.0,32697156.301147502,2.6060084332072937,32697143.51851942,23.46500503737235,11.536388500878218,46.9300100747447,57.51785070254632
414.0,460.06947864069986,784731454.5206732,651.1147489597518,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731914.5901518,1.0,32697156.469569195,2.5547511200552444,32697143.93836138,23.003473932034993,11.309480210489506,46.006947864069986,56.3865372599145
415.0,451.0204127728319,784731464.3986924,638.308031321702,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731915.4191052,1.0,32697156.63467818,2.504501980782628,32697144.349945515,22.551020638641596,11.087034961330698,45.10204127728319,55.27747551245939
416.0,442.1493321331723,784731474.0824217,625.7532077831228,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731916.2317538,1.0,32697156.796539668,2.4552411857772687,32697144.753434233,22.10746660665862,10.868964970178787,44.21493321331724,54.19022779401843
417.0,433.4527359488105,784731483.5756826,613.4453238663492,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731917.0284185,1.0,32697156.955217533,2.4069492954510263,32697145.148986775,21.67263679744053,10.655184180413054,43.34527359488106,53.12436504682584
418.0,424.9271923031012,784731492.8822216,601.3795225426747,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731917.8094139,1.0,32697157.11077429,2.3596072525685536,32697145.53675923,21.24635961515506,10.445608228054633,42.49271923031012,52.079466652195634
419.0,416.5693367813419,784731502.005711,589.5510423156458,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731918.5750477,1.0,32697157.2632715,2.3131963747269455,32697145.91690462,20.828466839067097,10.240154408474119,41.656933678134195,51.05512026453492
420.0,408.3758711430885,784731510.9497513,577.9552153420548,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731919.3256224,1.0,32697157.41276922,2.2676983469832974,32697146.28957297,20.418793557154427,10.038741643753744,40.83758711430885,50.050921648621944
421.0,400.34356202058416,784731519.7178721,566.5874655898915,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731920.0614341,1.0,32697157.55932648,2.2230952146272656,32697146.65491134,20.01717810102921,9.841290450691803,40.03435620205842,49.066474520084604
422.0,392.46923964278926,784731528.3135335,555.4433070325251,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731920.7827731,1.0,32697157.703001168,2.1793693760957833,32697147.013063896,19.623461982139464,9.647722909436247,39.24692396427893,48.10139038901667
423.0,384.7497965845075,784731536.7401278,544.5183418784039,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731921.4899244,1.0,32697157.84384984,2.1365035760271307,32697147.36417199,19.237489829225378,9.457962632735162,38.474979658450756,47.155288406669776
424.0,377.1821865401154,784731545.0009801,533.8082588355749,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731922.1831666,1.0,32697157.981928207,2.0944808984516188,32697147.708374172,18.859109327005772,9.271934735792279,37.718218654011544,46.22779521516078
425.0,369.763423121411,784731553.0993506,523.3088314103383,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731922.8627737,1.0,32697158.117290698,2.0532847601162048,32697148.045806274,18.48817115607055,9.08956580671514,36.9763423121411,45.31854480013529
426.0,362.4905786791073,784731561.0384347,513.015916239365,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731923.5290134,1.0,32697158.249990787,2.012898903940399,32697148.376601446,18.124528933955364,8.910783877544706,36.24905786791073,44.42717834632901
427.0,355.36078314750563,784731568.8213658,502.9254514546193,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731924.1821489,1.0,32697158.380080815,1.9733073926008853,32697148.700890243,17.76803915737528,8.73551839585466,35.53607831475056,43.553344095970026
428.0,348.3712229118929,784731576.4512151,493.03345508044174,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731924.822438,1.0,32697158.50761211,1.934494602242322,32697149.01880063,17.418561145594648,8.56370019690941,34.837122291189296,42.69669720996625
429.0,341.51913969821555,784731583.9309937,483.336023462159,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731925.4501333,1.0,32697158.632634994,1.8964452163118397,32697149.330458067,17.07595698491078,8.395261476369667,34.15191396982156,41.85689963182297
430.0,334.8018294845924,784731591.2636532,473.82932972560127,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731926.0654826,1.0,32697158.755198795,1.8591442195148065,32697149.635985546,16.740091474229622,8.230135763534896,33.480182948459245,41.03361995423707
431.0,328.21664143423686,784731598.4520873,464.509622266919,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731926.6687287,1.0,32697158.875351872,1.822576891889473,32697149.935503636,16.410832071711845,8.068257895112048,32.82166414342369,40.22653328831518
432.0,321.760976849367,784731605.4991326,455.37322327210313,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731927.2601094,1.0,32697158.99314172,1.7867288029981625,32697150.229130525,16.08804884246835,7.909563989500266,32.1760976849367,39.43532113536413
433.0,315.4322881456909,784731612.4075702,446.4165272656244,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731927.8398584,1.0,32697159.108614735,1.7515858062327072,32697150.516982093,15.771614407284545,7.753991421581292,31.54322881456909,38.65967126120307
434.0,309.2280778470632,784731619.1801264,437.63599968761906,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731928.4082043,1.0,32697159.221816532,1.717134033231893,32697150.799171932,15.461403892353161,7.601478798005859,30.922807784706322,37.89927757294781
435.0,303.14589759991486,784731625.8194739,429.02817549906007,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731928.9653715,1.0,32697159.332791787,1.6833598884086998,32697151.07581141,15.157294879995744,7.451965932966059,30.314589759991488,37.1538399982186
436.0,297.18334720706815,784731632.3282325,420.58965781436206,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731929.5115798,1.0,32697159.441584274,1.6502500435851855,32697151.34700969,14.859167360353409,7.305393824444292,29.718334720706817,36.42306436672375
437.0,291.33807368055557,784731638.708971,412.3171165608821,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731930.0470448,1.0,32697159.548236925,1.617791432732894,32697151.612873793,14.566903684027778,7.161704630929378,29.133807368055557,35.70666229417239
438.0,285.6077703130684,784731644.9642073,404.20728716478584,0.339,894700000.0,0.041666666666666664,1.739252713092609e-10,20.0,1.5,0.0866,0.2,5e-12,0.1,0.05,784731930.5719776,1.0,32697159.65279184,1.5859712468167104,32697151.873508636,14.28038851565342,7.020841648590627,28.56077703130684,35.004351068470456
