Time,M,Mp,Mpp,MAPKK1,MAPKK2,MKP3,k1cat,Km1,k2cat,Km2,k3cat,Km3,k4cat,Km4,Km5,uVol,v1,v2,v3,v4
0.0,500.0,0.0,0.0,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090909090909091,0.0,0.0,0.0
0.01,499.9909111425059,0.009087495245359864,1.3622487247378514e-06,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090894067755881,0.00027261990249666045,3.0882303112127274e-07,0.0004087586267751453
0.02,499.98182638586945,0.018168170678303747,5.443452211100401e-06,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090879050884859,0.0005450253161231777,1.233970847226562e-06,0.0008171676203390869
0.03,499.97274572659086,0.027242038095052063,1.2235314100025595e-05,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090864040290887,0.0008172166175591071,2.7734657693665345e-06,0.0012252275304819738
0.04,499.96366916117563,0.03630910926281778,2.1729561542693497e-05,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090849035968834,0.0010891941825433686,4.925335755715478e-06,0.0016329389058655287
0.05,499.954596686135,0.04536939591988314,3.391794513555088e-05,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090834037913579,0.0013609583858768155,7.68761438680149e-06,0.0020403022940252724
0.06,499.94552829798556,0.05442290977567576,4.879223885449826e-05,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090819046120006,0.0016325096014247803,1.1058340850539597e-05,0.0024473182413727317
0.07,499.9364639932492,0.06346966251084503,6.634423998998454e-05,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.909080406058301,0.00190384820211963,1.503555992746348e-05,0.0028539872931976663
0.08,499.92740376845353,0.07250966577733545,8.656576908467428e-05,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090789081297493,0.002174974559963229,1.9617321976533097e-05,0.0032603099936701547
0.09,499.91834762013167,0.08154293119846831,0.00010944866986345957,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090774108258366,0.0024458890460296503,2.480168291920043e-05,0.0036662868858430794
0.1,499.9092955448219,0.09056947036901665,0.00013498480916943607,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090759141460546,0.0027165920304676834,3.058670422482006e-05,0.004071918511654303
0.11,499.9002475390679,0.09958929485528098,0.00016316607689950444,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.909074418089896,0.002987083882503365,3.6970452895968036e-05,0.004477205411928886
0.12,499.89120359941893,0.10860241619516502,0.0001939843859395984,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.909072922656854,0.0032573649704425115,4.395100145366934e-05,0.004882148126381323
0.13,499.8821637224297,0.11760884589825153,0.00022743167210008983,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.909071427846423,0.003527435661673246,5.1526427922658694e-05,0.005286747193617768
0.14,499.8731279046601,0.1266085954458777,0.00026349989405136993,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090699336580979,0.0037972963226685203,5.96948158166749e-05,0.005691003151138272
0.15,499.8640961426755,0.13560167629121034,0.0003021810332596077,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090684400913743,0.004066947318988624,6.84542541237885e-05,0.006094916535338993
0.16,499.85506843304677,0.14458809985932133,0.0003434670939226845,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090669471457491,0.004336389015283699,7.780283729176306e-05,0.006498487881514447
0.17,499.8460447723499,0.15356787754725876,0.00038735010290959974,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090654548207194,0.0046056217752961275,8.773866521419627e-05,0.006901717723859548
0.18,499.8370251571663,0.16254102072410073,0.0004338221097185927,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090639631157834,0.004874645961862402,9.825984322089336e-05,0.007304606595470896
0.19,499.82800958408257,0.17150754073106325,0.00048287518637910243,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.90906247203044,0.005143461936916609,0.00010936448205551335,0.00770715502835049
0.2,499.8189980496911,0.1804674488815661,0.0005345014273967805,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.909060981564189,0.005412070061492651,0.00012105069786296128,0.008109363553407557
0.21,499.8099905505891,0.18942075646130294,0.0005886929496946806,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090594917165308,0.005680470695726606,0.00013331661217590849,0.008511232700460596
0.22,499.8009870833792,0.19836747472831454,0.0006454418925505944,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090580024869666,0.005948664198859166,0.0001461603519004332,0.008912762998239539
0.23,499.7919876446695,0.20730761491306213,0.0007047404175345758,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090565138749985,0.00621665092923809,0.00015958004930169826,0.009313954974387943
0.24,499.7829922310732,0.21624118821850039,0.0007665807084466593,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090550258801293,0.006484431244320625,0.00017357384198966663,0.009714809155465175
0.25,499.77400083920884,0.22516820582015037,0.0008309549712547693,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090535385018628,0.006752005500675961,0.00018813987290485415,0.010115326066948581
0.26,499.7650134657,0.23408867886617185,0.0008978554340328193,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090520517397029,0.007019374053987624,0.0002032762903041195,0.010515506233235659
0.27,499.7560301071759,0.2430026184774385,0.0009672743468977459,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090505655931552,0.007286537259055988,0.00021898124774620708,0.010915350177646338
0.28,499.7470507602706,0.251910035747628,0.0010392039819396535,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090490800617254,0.007553495469801205,0.00023525290407572496,0.011314858422425961
0.29,499.73807542162376,0.26081094174326513,0.0011136366331736657,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090475951449201,0.007820249039264761,0.00025208942341203096,0.011714031488746147
0.3,499.72910408788,0.26970534750380143,0.0011905646164755976,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090461108422468,0.008086798319612074,0.00026948897513445053,0.012112869896707287
0.31,499.720136755689,0.27859326404168916,0.0012699802695193396,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090446271532138,0.008353143662134988,0.00028744973386787625,0.012511374165340832
0.32,499.71117342170606,0.28747470234245337,0.0013518759517159797,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.90904314407733,0.008619285417254142,0.00030596987946875527,0.012909544812611452
0.33,499.70221408259135,0.296349673364763,0.001436244044153106,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.909041661614105,0.008885223934521352,0.0003250475970111127,0.0133073823554192
0.34,499.69325873501026,0.305218188040502,0.0015230769495342988,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090401797630496,0.009150959562621987,0.000344681076772612,0.013704887309601647
0.35,499.6843073756333,0.31408025727484024,0.0016123670921188065,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090386985236748,0.009416492649377321,0.000364868514220652,0.014102060189936044
0.36,499.6753600011363,0.3229358919463043,0.0017041069176614093,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090372178954926,0.009681823541746886,0.0003856081099985007,0.014498901510141451
0.37,499.66641660820017,0.3317851029068523,0.0017982888933486484,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.909035737878016,0.00994695258583097,0.0004068980699106021,0.014895411782881096
0.38,499.6574771935106,0.34062790098197604,0.001894905507713768,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090342584707582,0.010211880126873888,0.00042873660490306154,0.015291591519765932
0.39,499.648541753759,0.34946429697072096,0.001993949270617108,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090327796732337,0.010476606509264831,0.0004511219310589347,0.015687441231354512
0.4,499.63961028564137,0.3582943016457681,0.002095412713177008,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090313014849575,0.010741132076540545,0.000474052269582315,0.01608296142715566
0.41,499.6306827858591,0.3671179257535101,0.0021992883877055384,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090298239054452,0.011005457171387845,0.0004975258467835057,0.016478152615630896
0.42,499.62175925111853,0.3759351800141213,0.002305568867649082,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090283469342135,0.011269582135645943,0.0005215408940652872,0.016873015304196576
0.43,499.61283967813114,0.3847460751216268,0.0024142467475290826,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090268705707796,0.011533507310308748,0.0005460956479092161,0.017267549999225976
0.44,499.6039240636135,0.3935506217439724,0.0025253146428829685,100.0,1.0,100.0,0.01,50.0,15.0,500.0,0.084,5.0,0.06,18.0,78.0,1.0,0.9090253948146615,0.011797233035527191,0.000571188349861959,0.017661757206051495
