mw08818dfe_fb12_45cc_8c1d_d965f142d0ce,mw15abaa48_d7d0_4845_ae04_c573d289d495,mw73259e20_240e_4f3a_b2e0_9ca248658898,mw812f63db_4cb0_40ad_b92b_9874be969dfe,mw849ed3fd_87d9_44d2_9f3e_4d631b900d41,mw8796c919_9251_4970_8f87_0bca9ecfeb5c,mw919f8a86_e702_4b24_9cd7_adad694fcf9b,mwcb834e43_dc57_45ae_9452_f4c10955caf1,mwee54b5b4_b8c0_41df_8dda_5b160c5e10a5,mwf166ad55_4ff0_49fb_95d2_b657ad7653d5,mwfcfaf604_14d4_47a6_b021_226d1fb5497c,Time
0.0,8.779918531885172e-08,0.0001,9.14526019059063e-09,1.8257962971317985e-12,5.741869928280291e-10,5e-05,1.0023961752424478e-11,5.292978832473728e-15,3.4401221051561018e-15,8.645260265645848e-12,0.12
0.0,9.506339028978624e-08,0.0001,9.906460740616159e-09,2.3196883547054727e-12,6.733096036523427e-10,5e-05,1.1762897322451976e-11,6.724842087019717e-15,4.5153721838549284e-15,1.0141758147377602e-11,0.13
0.0,1.0231959851552849e-07,0.0001,1.0667522293123611e-08,2.895174245618943e-12,7.802280970458448e-10,5e-05,1.3640637131230418e-11,8.393286296165744e-15,5.8162376110411336e-15,1.1756923096645648e-11,0.14
0.0,1.0956782354357954e-07,0.0001,1.142844488044782e-08,3.558405328243428e-12,8.949228684734189e-10,5e-05,1.565713787105551e-11,1.0316156225624594e-14,7.370782053674832e-15,1.3490600492282737e-11,0.15
0.0,1.168080788868202e-07,0.0001,1.2189228534913395e-08,4.3155154055718696e-12,1.0173743633267866e-09,5e-05,1.781235678885462e-11,1.2511248052388363e-14,9.208566542368375e-15,1.5342636002521265e-11,0.16
0.0,1.2404037802477046e-07,0.0001,1.2949873288834745e-08,5.172621191787641e-12,1.1475630752686683e-09,5e-05,2.0106251668352293e-11,1.4996312076534787e-14,1.1360601303092291e-14,1.7312875577360366e-11,0.17
0.0,1.31264734401524e-07,0.0001,1.3710379174516028e-08,6.135821535642395e-12,1.2854695489575758e-09,5e-05,2.2538780859835287e-11,1.778904825427385e-14,1.3859426152778211e-14,1.9401165461171172e-11,0.18
0.0,1.3848116142661284e-07,0.0001,1.4470746224251185e-08,7.2111977393338866e-12,1.4310743789123935e-09,5e-05,2.5109903267972966e-11,2.0907108056918463e-14,1.6739077604398763e-14,2.160735218746827e-11,0.19
0.0,1.4568967247531537e-07,0.0001,1.523097447032395e-08,8.404813669332632e-12,1.5843582091100678e-09,5e-05,2.7819578347603494e-11,2.4368095128471596e-14,2.003507748753901e-14,2.393128257706795e-11,0.2
0.0,1.52890280888798e-07,0.0001,1.5991063945007836e-08,9.722715804994252e-12,1.7453017328025194e-09,5e-05,3.06677661019022e-11,2.8189565583958873e-14,2.3784428002832208e-14,2.6372803737259367e-11,0.21
0.0,1.6008299997425691e-07,0.0001,1.6751014680566164e-08,1.1170933287171801e-11,1.9138856923335633e-09,5e-05,3.365442708054994e-11,3.238902830776124e-14,2.8025606776395742e-14,2.8931763060975626e-11,0.22
0.0,1.6726784300505986e-07,0.0001,1.751082670925205e-08,1.2755477966828051e-11,2.090090878955817e-09,5e-05,3.6779522377901343e-11,3.698394525194746e-14,3.279856191426682e-14,3.16080082259649e-11,0.23
0.0,1.7444482322088755e-07,0.0001,1.827050006330842e-08,1.4482344453647845e-11,2.2738981326476194e-09,5e-05,4.004301363115319e-11,4.199173173460678e-14,3.814470705683833e-14,3.4401387193961515e-11,0.24
0.0,1.8161395382787578e-07,0.0001,1.9030034774968003e-08,1.635751016465042e-11,2.4652883419299446e-09,5e-05,4.344486301851277e-11,4.7429756738181495e-14,4.410691643329471e-14,3.7311748209857136e-11,0.25
0.0,1.8877524799812117e-07,0.0001,1.9789430876453337e-08,1.8386935180817593e-11,2.6642424444829297e-09,5e-05,4.6985033264388385e-11,5.3315341907460954e-14,5.0729538864592887e-14,4.033893980439819e-11,0.26
0.0,1.959287188674177e-07,0.0001,2.054868839997666e-08,2.0576561568911083e-11,2.8707414299898984e-09,5e-05,5.066348766414215e-11,5.966575692521715e-14,5.805846455148315e-14,4.34828108067069e-11,0.27
0.0,2.0307437954010233e-07,0.0001,2.1307807377740113e-08,2.2932314851339976e-11,3.0847663340347354e-09,5e-05,5.448019003027225e-11,6.649822943692213e-14,6.614097985317887e-14,4.6743210317346546e-11,0.28
0.0,2.1021224308763576e-07,0.0001,2.2066787841935645e-08,2.5460103583166025e-11,3.3062982398830487e-09,5e-05,5.843510470783157e-11,7.382994215481188e-14,7.502580888870543e-14,5.011998771615513e-11,0.29
0.0,2.1734232254837325e-07,0.0001,2.2825629824745065e-08,2.816581928859062e-11,3.5353182787660892e-09,5e-05,6.252819657669733e-11,8.167803239677636e-14,8.476311965794208e-14,5.36129926634761e-11,0.3
0.0,2.2446463092769068e-07,0.0001,2.358433335833998e-08,3.1055336504938876e-11,3.771807629716936e-09,5e-05,6.675943104990851e-11,9.005959235334455e-14,9.540451955284858e-14,5.722207509941433e-11,0.31
0.0,2.31579181198111e-07,0.0001,2.4342898474881864e-08,3.4134512826643924e-11,4.015747519406694e-09,5e-05,7.112877407200365e-11,9.899166935467022e-14,1.070030508686927e-13,6.094708524309234e-11,0.32
0.0,2.3868598629943083e-07,0.0001,2.5101325206522003e-08,3.740918894923099e-11,4.267119221980679e-09,5e-05,7.563619211735838e-11,1.0849126613751721e-13,1.19613186315277e-13,6.478787359190638e-11,0.33
0.0,2.457850591388465e-07,0.0001,2.5859613585401553e-08,4.088518871330162e-11,4.5259040588946106e-09,5e-05,8.028165218852302e-11,1.1857534111224487e-13,1.332908245281659e-13,6.874429092078258e-11,0.34
0.0,2.528764125910806e-07,0.0001,2.6617763643651497e-08,4.456831914851782e-11,4.792083398750804e-09,5e-05,8.506512181456018e-11,1.2926080862979343e-13,1.4809328557991261e-13,7.281618828143305e-11,0.35
0.0,2.5996005949816947e-07,0.0001,2.7375775413392694e-08,4.846437043158589e-11,5.0656386575471945e-09,5e-05,8.998656905243278e-11,1.4056453858718844e-13,1.6407931471615108e-13,7.700341700334793e-11,0.36
0.0,2.6703601266830563e-07,0.0001,2.8133648926735802e-08,5.2579115604668557e-11,5.346551300076387e-09,5e-05,9.50459624968887e-11,1.525033541903545e-13,1.8130910900371768e-13,8.130582869962283e-11,0.37
0.0,2.7410428487847447e-07,0.0001,2.889138421578138e-08,5.691831125602857e-11,5.634802836705653e-09,5e-05,1.0024327125621774e-10,1.6509403711803427e-13,1.9984425195335333e-13,8.572327525336453e-11,0.38
0.0,2.8116488887374763e-07,0.0001,2.964898131261985e-08,6.148769735275382e-11,5.930374824227245e-09,5e-05,1.0557846495808199e-10,1.7835332616385213e-13,2.1974772923522724e-13,9.025560882121119e-11,0.39
0.0,2.8821783736721135e-07,0.0001,3.04064402493315e-08,6.629299723451421e-11,6.233248865935697e-09,5e-05,1.1105151374963492e-10,1.9229791711697178e-13,2.4108392899376735e-13,9.490268183360223e-11,0.4
0.0,2.952631430400847e-07,0.0001,3.116376105798649e-08,7.133991765547279e-11,6.543406611473956e-09,5e-05,1.1666238829593255e-10,2.0694446301313516e-13,2.639186375571638e-13,9.966434699407633e-11,0.41
0.0,3.0230081854183793e-07,0.0001,3.192094377064488e-08,7.663414882619663e-11,6.860829756679544e-09,5e-05,1.2241105977834466e-10,2.2230957438570225e-13,2.88319035146872e-13,1.0454045727856945e-10,0.42
0.0,3.093308764903102e-07,0.0001,3.267798841935657e-08,8.218136445556773e-11,7.185500043430684e-09,5e-05,1.2829749989296577e-10,2.3840981951668943e-13,3.1435369158711574e-13,1.0953086593471272e-10,0.43
0.0,3.1635332947182843e-07,0.0001,3.343489503616138e-08,8.798722179269411e-11,7.517399259492446e-09,5e-05,1.3432168084902632e-10,2.552617246878091e-13,3.420925620143906e-13,1.1463542648113043e-10,0.44
0.0,3.2336819004132506e-07,0.0001,3.419166365308902e-08,9.40573616688207e-11,7.856509238362904e-09,5e-05,1.4048357536730404e-10,2.7288177443150867e-13,3.716069825869667e-13,1.19853992706738e-10,0.45
0.0,3.303754707222397e-07,0.0001,3.494829430215908e-08,1.0039740849184816e-10,8.202811859376772e-09,5e-05,1.4678315668013075e-10,2.912864113621242e-13,4.029696704943637e-13,1.251864186711003e-10,0.46
0.0,3.373751840058174e-07,0.0001,3.5704787015381056e-08,1.0701297010883139e-10,8.556289048526447e-09,5e-05,1.5322039853584533e-10,3.1049203483735785e-13,4.3625473594526264e-13,1.3063255870774365e-10,0.47
0.0,3.443673423528304e-07,0.0001,3.6461141824754346e-08,1.1390963819873361e-10,8.916922776401758e-09,5e-05,1.5979527518539046e-10,3.3051500431772203e-13,4.715376460444068e-13,1.3619226741560433e-10,0.48
0.0,3.513519581931643e-07,0.0001,3.721735876226825e-08,1.2109298819791892e-10,9.284695058668689e-09,5e-05,1.6650776138464366e-10,3.513716385861335e-13,5.088952310649392e-13,1.41865399660931e-10,0.49
0.0,3.583290439258096e-07,0.0001,3.797343785990201e-08,1.285685793143847e-10,9.659587956065924e-09,5e-05,1.7335783239376082e-10,3.7307821575372533e-13,5.48405682669235e-13,1.4765181057720213e-10,0.5
0.0,3.652986119189746e-07,0.0001,3.872937914962474e-08,1.363419545685301e-10,1.0041583574257202e-08,5e-05,1.8034546397562577e-10,3.9565097350076396e-13,5.901485497220655e-13,1.5355135556444958e-10,0.51
0.0,3.722606745101988e-07,0.0001,3.9485182663395514e-08,1.4441864083392456e-10,1.0430664063683657e-08,5e-05,1.874706323943e-10,4.1910610931756617e-13,6.342047341037587e-13,1.5956389028858186e-10,0.52
0.0,3.7921524400646544e-07,0.0001,4.0240848433163306e-08,1.528041488780763e-10,1.0826811619416188e-08,5e-05,1.9473331441347202e-10,4.434597807454158e-13,6.806564865233624e-13,1.6568927068070797e-10,0.53
0.0,3.8616233268431474e-07,0.0001,4.099637649086704e-08,1.6150397340320068e-10,1.1230008481007786e-08,5e-05,2.0213348729490724e-10,4.687281056174813e-13,7.295874023318063e-13,1.7192735293646068e-10,0.54
0.0,3.931019527899566e-07,0.0001,4.175176686843556e-08,1.7052359308698892e-10,1.1640236932345903e-08,5e-05,2.0967112879689747e-10,4.949271622997319e-13,7.810824173350648e-13,1.782779935153202e-10,0.55
0.0,4.0003411653869286e-07,0.0001,4.2507019597787634e-08,1.7986847046926683e-10,1.2057479302328888e-08,5e-05,2.1734621717796035e-10,5.220729885582473e-13,8.352278177591026e-13,1.8474104914335656e-10,0.56
0.0,4.069588361164372e-07,0.0001,4.3262134710832005e-08,1.8954405230661467e-10,1.248171796304003e-08,5e-05,2.251587311845975e-10,5.501815845975513e-13,8.921112072422696e-13,1.9131637680559034e-10,0.57
0.0,4.138761236776082e-07,0.0001,4.401711223946735e-08,1.9955576911792898e-10,1.2912935332248029e-08,5e-05,2.3310865006661375e-10,5.792689088876539e-13,9.5182154812301e-13,1.9800383375630255e-10,0.58
0.0,4.2078599134765045e-07,0.0001,4.477195221558229e-08,2.0990903576241673e-10,1.3351113870386507e-08,5e-05,2.4119595355726547e-10,6.093508831933692e-13,1.0144491079198707e-12,2.048032775064394e-10,0.59
0.0,4.2768845122214316e-07,0.0001,4.552665467105539e-08,2.206092512562024e-10,1.3796236081605104e-08,5e-05,2.494206218793469e-10,6.404433908172357e-13,1.0800854757292984e-12,2.1171456582790934e-10,0.6
0.0,4.3458351536691134e-07,0.0001,4.62812196377552e-08,2.316617988127599e-10,1.4248284513623598e-08,5e-05,2.5778263574365064e-10,6.725622768374331e-13,1.1488235580697099e-12,2.1873755675291365e-10,0.61
0.0,4.414711958181366e-07,0.0001,4.703564714754023e-08,2.4307204588323423e-10,1.4707241757586652e-08,5e-05,2.6628197634743316e-10,7.057233483447176e-13,1.2207575747356788e-12,2.258721085732802e-10,0.62
0.0,4.4835150458246794e-07,0.0001,4.778993723225895e-08,2.5484534419665315e-10,1.5173090447919144e-08,5e-05,2.7491862537288283e-10,7.399423746783757e-13,1.2959830546622313e-12,2.331180798397991e-10,0.63
0.0,4.5522445363713144e-07,0.0001,4.854408992374979e-08,2.669870298000289e-10,1.5645813262182095e-08,5e-05,2.836925649855925e-10,7.752350876611967e-13,1.3745968317992532e-12,2.4047532936156113e-10,0.64
0.0,4.6209005493004e-07,0.0001,4.929810525384119e-08,2.7950242309834927e-10,1.6125392920929153e-08,5e-05,2.9260377783303566e-10,8.116171818334633e-13,1.4566970409960091e-12,2.4794371620529845e-10,0.65
0.0,4.689483203760764e-07,0.0001,5.005198325435152e-08,2.9239682802431497e-10,1.6611812192137284e-08,5e-05,3.0165224707338095e-10,8.491043069147963e-13,1.542383195740219e-12,2.5552309971368386e-10,0.66
0.0,4.7579926184571145e-07,0.0001,5.0805723957089076e-08,3.056755294647281e-10,1.7105053904800697e-08,5e-05,3.10837956465085e-10,8.877120446963454e-13,1.6317564298735105e-12,2.632133395616082e-10,0.67
0.0,4.826428911953786e-07,0.0001,5.155932739385219e-08,3.19343800184058e-10,1.7605100912606506e-08,5e-05,3.201608901253905e-10,9.274559707512474e-13,1.7249188460167897e-12,2.7101429560556417e-10,0.68
0.0,4.894792202549278e-07,0.0001,5.2312793596429234e-08,3.3340689798586736e-10,1.8111936108921353e-08,5e-05,3.2962103262915597e-10,9.68351628960463e-13,1.821973782207285e-12,2.7892582794569625e-10,0.69
0.0,4.963082608253677e-07,0.0001,5.306612259659858e-08,3.4787006521465403e-10,1.862554242947656e-08,5e-05,3.392183690260922e-10,1.010414526940627e-12,1.9230258583992656e-12,2.8694779693686535e-10,0.7
0.0,5.031300246789718e-07,0.0001,5.381931442612858e-08,3.627385287948849e-10,1.9145902852229673e-08,5e-05,3.489528848392711e-10,1.0536601362694972e-12,2.028180972437192e-12,2.950800631880102e-10,0.71
0.0,5.099445235593828e-07,0.0001,5.45723691167776e-08,3.7801750026991667e-10,1.9673000397226725e-08,5e-05,3.588245660636387e-10,1.0981038927103983e-12,2.1375462960392203e-12,3.033224875615123e-10,0.72
0.0,5.16751769181717e-07,0.0001,5.5325286700294024e-08,3.937121758408037e-10,2.0206818126465022e-08,5e-05,3.688333991645314e-10,1.1437611964356572e-12,2.2512302707910405e-12,3.116749311725624e-10,0.73
0.0,5.235517732326675e-07,0.0001,5.6078067208416234e-08,4.098277364049944e-10,2.0747339143756555e-08,5e-05,3.7897937107619703e-10,1.1906474122490417e-12,2.3693426041500956e-12,3.201372553885297e-10,0.74
0.0,5.303445473706082e-07,0.0001,5.683071067287265e-08,4.263693475949137e-10,2.1294546594591973e-08,5e-05,3.892624692003187e-10,1.2387778698071963e-12,2.491994265460093e-12,3.2870932182833475e-10,0.75
0.0,5.371301032256961e-07,0.0001,5.758321712538171e-08,4.4334215981643337e-10,2.184842366600527e-08,5e-05,3.996826814045431e-10,1.288167863840059e-12,2.6192974819759127e-12,3.373909923618228e-10,0.76
0.0,5.439084523999728e-07,0.0001,5.833558659765187e-08,4.6075130828723003e-10,2.240895358643892e-08,5e-05,4.1023999602101224e-10,1.3388326543702922e-12,2.7513657348988564e-12,3.46182129109141e-10,0.77
0.0,5.506796064674676e-07,0.0001,5.908781912138163e-08,4.786019130750296e-10,2.297611962560975e-08,5e-05,4.209344018449002e-10,1.3907874669317057e-12,2.8883137554222174e-12,3.5508259444011826e-10,0.78
0.0,5.574435769742979e-07,0.0001,5.983991472825953e-08,4.968990791357401e-10,2.3549905094375318e-08,5e-05,4.317658881329517e-10,1.4440474927866618e-12,3.030257520787224e-12,3.640922509736462e-10,0.79
0.0,5.642003754387694e-07,0.0001,6.059187344996414e-08,5.156478963514721e-10,2.4130293344600954e-08,5e-05,4.4273444460202576e-10,1.4986278891424994e-12,3.1773142503493178e-12,3.732109615770644e-10,0.8
0.0,5.709500133514774e-07,0.0001,6.134369531816407e-08,5.348534395684443e-10,2.471726776902739e-08,5e-05,4.538400614276437e-10,1.554543779366933e-12,3.329602401654801e-12,3.824385893655467e-10,0.81
0.0,5.776925021754054e-07,0.0001,6.209538036451797e-08,5.545207686347804e-10,2.531081180113897e-08,5e-05,4.6508272924254e-10,1.6118102532024585e-12,3.4872416665277873e-12,3.9177499770149087e-10,0.82
0.0,5.844278533460251e-07,0.0001,6.284692862067463e-08,5.74654928438189e-10,2.591090891503247e-08,5e-05,4.764624391352172e-10,1.6704423669797594e-12,3.650352967167571e-12,4.0122005019391073e-10,0.83
0.0,5.911560782713946e-07,0.0001,6.359834011827273e-08,5.95260948943534e-10,2.6517542625286543e-08,5e-05,4.879791826485049e-10,1.7304551438300973e-12,3.8190584522562494e-12,4.107736106978299e-10,0.84
0.0,5.978771883322566e-07,0.0001,6.434961488894119e-08,6.163438452302911e-10,2.713069648683174e-08,5e-05,4.996329517781222e-10,1.7918635738967047e-12,3.993481493076792e-12,4.2043554331367895e-10,0.85
0.0,6.045911948821359e-07,0.0001,6.510075296429887e-08,6.379086175298909e-10,2.7750354094821127e-08,5e-05,5.114237389712445e-10,1.8546826145451752e-12,4.173746679641392e-12,4.302057123866948e-10,0.86
0.0,6.112981092474372e-07,0.0001,6.585175437595477e-08,6.599602512629526e-10,2.8376499084501568e-08,5e-05,5.23351537125074e-10,1.91892719057285e-12,4.3599798168301815e-12,4.400839825063227e-10,0.87
0.0,6.179979427275411e-07,0.0001,6.660261915550794e-08,6.825037170764011e-10,2.9009115131085498e-08,5e-05,5.354163395854136e-10,1.9846121944171925e-12,4.5523079205403115e-12,4.5007021850562044e-10,0.88
0.0,6.246907065949001e-07,0.0001,6.735334733454748e-08,7.055439708804725e-10,2.9648185949623405e-08,5e-05,5.476181401452451e-10,2.051752486363172e-12,4.750859213845357e-12,4.6016428546066516e-10,0.89
0.0,6.313764120951352e-07,0.0001,6.810393894465263e-08,7.290859538856099e-10,3.0293695294876864e-08,5e-05,5.599569330433111e-10,2.120362894749635e-12,4.955763123165084e-12,4.703660486899627e-10,0.9
0.0,6.380550704471299e-07,0.0001,6.88543940173927e-08,7.531345926392428e-10,3.094562696119216e-08,5e-05,5.724327129627008e-10,2.190458216174669e-12,5.167150274445564e-12,4.806753737538599e-10,0.91
0.0,6.447266928431254e-07,0.0001,6.960471258432706e-08,7.776947990624558e-10,3.160396478237454e-08,5e-05,5.850454750294395e-10,2.2620532156999743e-12,5.385152489349623e-12,4.910921264539581e-10,0.92
0.0,6.513912904488146e-07,0.0001,7.03548946770052e-08,8.027714704865443e-10,3.226869263156308e-08,5e-05,5.977952148110819e-10,2.3351626270542225e-12,5.60990278145766e-12,5.016161728325305e-10,0.93
0.0,6.580488744034359e-07,0.0001,7.11049403269667e-08,8.283694896894568e-10,3.2939794421106105e-08,5e-05,6.106819283153094e-10,2.4098011528354127e-12,5.841535352478793e-12,5.122473791719419e-10,0.94
0.0,6.646994558198661e-07,0.0001,7.185484956574128e-08,8.544937249321276e-10,3.361725410243728e-08,5e-05,6.237056119885314e-10,2.4859834647122294e-12,6.080185588472374e-12,5.2298561199407e-10,0.95
0.0,6.713430457847127e-07,0.0001,7.260462242484872e-08,8.81149029994692e-10,3.430105566595219e-08,5e-05,6.368662627144905e-10,2.563724203624386e-12,6.325990056079826e-12,5.338307380597296e-10,0.96
0.0,6.779796553584069e-07,0.0001,7.335425893579895e-08,9.083402442125931e-10,3.4991183140885674e-08,5e-05,6.501638778128697e-10,2.643037979981974e-12,6.579086498766847e-12,5.447826243680997e-10,0.97
0.0,6.846092955752941e-07,0.0001,7.410375913009196e-08,9.36072192512573e-10,3.568762059518963e-08,5e-05,6.635984550379074e-10,2.7239393738638043e-12,6.839613833075966e-12,5.558411381561531e-10,0.98
0.0,6.912319774437255e-07,0.0001,7.485312303921794e-08,9.643496854485546e-10,3.639035213541149e-08,5e-05,6.771699925770117e-10,2.806442935214745e-12,7.1077121448894175e-12,5.670061468980877e-10,0.99
0.0,6.978477119461494e-07,0.0001,7.560235069465716e-08,9.93177519237407e-10,3.709936190657329e-08,5e-05,6.908784890493819e-10,2.890563184042055e-12,7.383522685702408e-12,5.782775183047613e-10,1.0
0.0,7.044565100392e-07,0.0001,7.635144212788001e-08,1.0225604757946025e-09,3.781463409205132e-08,5e-05,7.047239435046325e-10,2.9763146106107155e-12,7.667187868906694e-12,5.896551203231282e-10,1.01
0.0,7.110583826537872e-07,0.0001,7.710039737034703e-08,1.0525033227697555e-09,3.853615291345639e-08,5e-05,7.187063554214206e-10,3.0637116756377533e-12,7.958851266084517e-12,6.011388211356783e-10,1.02
0.0,7.176533406951868e-07,0.0001,7.784921645350892e-08,1.0830108135820542e-09,3.92639026305147e-08,5e-05,7.32825724706078e-10,3.1527688104855654e-12,8.258657603312905e-12,6.127284891598796e-10,1.03
0.0,7.242413950431276e-07,0.0001,7.859789940880648e-08,1.114087687455578e-09,3.99978675409493e-08,5e-05,7.470820516912476e-10,3.2435004173542366e-12,8.566752757478292e-12,6.244239930476216e-10,1.04
0.0,7.308225565518806e-07,0.0001,7.934644626767066e-08,1.145738669454499e-09,4.073803198036217e-08,5e-05,7.614753371345209e-10,3.3359208694728538e-12,8.883283752601505e-12,6.36225201684663e-10,1.05
0.0,7.373968360503457e-07,0.0001,8.009485706152262e-08,1.1779684705181764e-09,4.148438032211692e-08,5e-05,7.76005582217084e-10,3.4300445112898174e-12,9.20839875617311e-12,6.481319841900806e-10,1.06
0.0,7.439642443421394e-07,0.0001,8.084313182177358e-08,1.210781787496133e-09,4.2236896977221994e-08,5e-05,7.906727885423623e-10,3.5258856586621457e-12,9.542247075499056e-12,6.601442099157209e-10,1.07
0.0,7.505247922056808e-07,0.0001,8.159127057982503e-08,1.2441833031829233e-09,4.2995566394214604e-08,5e-05,8.05476958134673e-10,3.6234585990437824e-12,9.884979154056747e-12,6.722617484456551e-10,1.08
0.0,7.57078490394278e-07,0.0001,8.233927336706851e-08,1.2781776863528863e-09,4.376037305904521e-08,5e-05,8.204180934378792e-10,3.722777591672888e-12,1.0236746567861375e-11,6.844844695956347e-10,1.09
0.0,7.636253496362137e-07,0.0001,8.308714021488579e-08,1.3127695917947874e-09,4.453130149496256e-08,5e-05,8.354961973140489e-10,3.8238568677581424e-12,1.0597702021842673e-11,6.968122434125524e-10,1.1
0.0,7.701653806348298e-07,0.0001,8.383487115464882e-08,1.3479636603463452e-09,4.5308336262399404e-08,5e-05,8.507112730421175e-10,3.926710630664031e-12,1.0967999346231962e-11,7.092449401739025e-10,1.11
0.0,7.766985940686122e-07,0.0001,8.45824662177197e-08,1.383764518928649e-09,4.609146195885878e-08,5e-05,8.66063324316554e-10,4.031353056095134e-12,1.134779349295959e-11,7.217824303872464e-10,1.12
0.0,7.832250005912749e-07,0.0001,8.532992543545068e-08,1.42017678058046e-09,4.688066321880088e-08,5e-05,8.815523552460311e-10,4.1377982922794066e-12,1.1737240532062677e-11,7.344245847896775e-10,1.13
0.0,7.897446108318434e-07,0.0001,8.607724883918431e-08,1.4572050444924063e-09,4.7675924713530594e-08,5e-05,8.971783703521001e-10,4.246060460150466e-12,1.2136497648103269e-11,7.471712743472937e-10,1.14
0.0,7.962574353947375e-07,0.0001,8.682443646025318e-08,1.4948538960410543e-09,4.847723115108551e-08,5e-05,9.129413745678671e-10,4.3561536535288586e-12,1.2545723136596744e-11,7.600223702546657e-10,1.15
0.0,8.027634848598545e-07,0.0001,8.757148832998018e-08,1.5331279068228785e-09,4.9284567276124666e-08,5e-05,9.28841373236676e-10,4.468091939302333e-12,1.2965076400450666e-11,7.729777439343135e-10,1.16
0.0,8.0926276978265e-07,0.0001,8.831840447967834e-08,1.5720316346881136e-09,5.009791786981785e-08,5e-05,9.44878372110794e-10,4.58188935760511e-12,1.3394717946413925e-11,7.860372670361823e-10,1.17
0.0,8.157553006942207e-07,0.0001,8.906518494065092e-08,1.611569623774493e-09,5.091726774973548e-08,5e-05,9.610523773501002e-10,4.697559921996147e-12,1.3834809381536252e-11,7.992008114371224e-10,1.18
0.0,8.222410881013842e-07,0.0001,8.981182974419137e-08,1.6517464045408776e-09,5.174260176973909e-08,5e-05,9.773633955207794e-10,4.8151176196363945e-12,1.4285513409638064e-11,8.124682492403701e-10,1.19
0.0,8.287201424867608e-07,0.0001,9.055833892158334e-08,1.6925664938007704e-09,5.257390481987247e-08,5e-05,9.938114335940192e-10,4.934576411465057e-12,1.4746993827790674e-11,8.25839452775033e-10,1.2
0.0,8.35192474308852e-07,0.0001,9.130471250410072e-08,1.7340343947557182e-09,5.341116182625334e-08,5e-05,1.0103964989447105e-09,5.055950232374836e-12,1.521941552280684e-11,8.393142945955761e-10,1.21
