mw08818dfe_fb12_45cc_8c1d_d965f142d0ce,mw15abaa48_d7d0_4845_ae04_c573d289d495,mw73259e20_240e_4f3a_b2e0_9ca248658898,mw812f63db_4cb0_40ad_b92b_9874be969dfe,mw849ed3fd_87d9_44d2_9f3e_4d631b900d41,mw8796c919_9251_4970_8f87_0bca9ecfeb5c,mw919f8a86_e702_4b24_9cd7_adad694fcf9b,mwcb834e43_dc57_45ae_9452_f4c10955caf1,mwee54b5b4_b8c0_41df_8dda_5b160c5e10a5,mwf166ad55_4ff0_49fb_95d2_b657ad7653d5,mwfcfaf604_14d4_47a6_b021_226d1fb5497c,Time
0.0,1.5487243986766714e-06,0.0001,1.7770289400418236e-07,1.218370652156461e-08,1.8862578315453747e-07,5e-05,3.901890675797556e-09,3.6096822471948846e-11,1.9959905218072946e-10,3.0981745214912968e-09,2.38
0.0,1.5544705836388905e-06,0.0001,1.784334842504852e-07,1.2329632900975084e-08,1.9006925631294094e-07,5e-05,3.934801299831467e-09,3.6535642584068174e-11,2.0280245321541885e-10,3.1230440443254145e-09,2.39
0.0,1.5602111354939714e-06,0.0001,1.791639425547757e-07,1.247665370441887e-08,1.9151712340149923e-07,5e-05,3.967852399319841e-09,3.6977885592508734e-11,2.0604335561060138e-10,3.1480035342734807e-09,2.4
0.0,1.5659460622647276e-06,0.0001,1.798942689471824e-07,1.2624772007354912e-08,1.9296937304250188e-07,5e-05,4.001044022020578e-09,3.7423563259059016e-11,2.0932203325368827e-10,3.173052887915526e-09,2.41
0.0,1.5716753719471415e-06,0.0001,1.806244634578244e-07,1.2773990873089311e-08,1.944259938958255e-07,5e-05,4.034376216024825e-09,3.787268731683928e-11,2.1263876093088382e-10,3.1981920020545825e-09,2.42
0.0,1.5773990725203573e-06,0.0001,1.8135452611681172e-07,1.2924313354665276e-08,1.9588697464730776e-07,5e-05,4.067849029695854e-09,3.8325269487999275e-11,2.1599381416281343e-10,3.223420773670542e-09,2.43
0.0,1.5831171719467214e-06,0.0001,1.8208445695424486e-07,1.307574249488644e-08,1.9735230400868206e-07,5e-05,4.101462511668117e-09,3.8781321483806587e-11,2.193874692020085e-10,3.2487390999198233e-09,2.44
0.0,1.5888296781718306e-06,0.0001,1.8281425600021516e-07,1.3228281326340251e-08,1.9882197071751407e-07,5e-05,4.135216710846332e-09,3.924085500473468e-11,2.2282000303040136e-10,3.274146878135073e-09,2.45
0.0,1.5945365991245734e-06,0.0001,1.835439232848046e-07,1.3381932871421134e-08,2.0029596353713774e-07,5e-05,4.169111676404543e-09,3.9703881740549865e-11,2.2629169335682603e-10,3.299644005824839e-09,2.46
0.0,1.6002379427171753e-06,0.0001,1.8427345883808597e-07,1.3536700142353703e-08,2.017742712565922e-07,5e-05,4.2031474577852125e-09,4.017041337039807e-11,2.298028186145275e-10,3.3252303806732693e-09,2.47
0.0,1.6059337168452411e-06,0.0001,1.8500286269012262e-07,1.3692586141215807e-08,2.0325688269055812e-07,5e-05,4.237324104698287e-09,4.064046156289046e-11,2.3335365795867773e-10,3.3509059005397923e-09,2.48
0.0,1.6116239293877999e-06,0.0001,1.857321348709688e-07,1.3849593859961566e-08,2.047437866792959e-07,5e-05,4.271641667120292e-09,4.1114037976188836e-11,2.3694449126390065e-10,3.37667046345882e-09,2.49
0.0,1.6173085882073456e-06,0.0001,1.8646127541066935e-07,1.400772628044425e-08,2.0623497208858254e-07,5e-05,4.306100195293408e-09,4.159115425808997e-11,2.4057559912180225e-10,3.402523967639426e-09,2.5
0.0,1.6229877011498828e-06,0.0001,1.871902843392599e-07,1.4166986374439187e-08,2.077304278096503e-07,5e-05,4.340699739724567e-09,4.2071822046109595e-11,2.4424726283851107e-10,3.428466311465053e-09,2.51
0.0,1.6286612760449663e-06,0.0001,1.8791916168676685e-07,1.4327377103666499e-08,2.0923014275912476e-07,5e-05,4.37544035118454e-09,4.255605296756554e-11,2.4795976443222424e-10,3.4544973934932046e-09,2.52
0.0,1.6343293207057436e-06,0.0001,1.8864790748320722e-07,1.4488901419813793e-08,2.1073410587896347e-07,5e-05,4.4103220807070275e-09,4.3043858639660175e-11,2.5171338663076113e-10,3.4806171124551362e-09,2.53
0.0,1.6399918429289987e-06,0.0001,1.893765217585889e-07,1.4651562264558812e-08,2.1224230613639552e-07,5e-05,4.445344979587765e-09,4.353525066956242e-11,2.5550841286912624e-10,3.506825367255567e-09,2.54
0.0,1.6456488504951908e-06,0.0001,1.9010500454291038e-07,1.4815362569591931e-08,2.1375473252386032e-07,5e-05,4.480509099383613e-09,4.403024065448871e-11,2.593451272870771e-10,3.533122056972368e-09,2.55
0.0,1.6513003511684984e-06,0.0001,1.9083335586616108e-07,1.4980305256638678e-08,2.1527137405894796e-07,5e-05,4.515814491911667e-09,4.4528840181783734e-11,2.6322381472670225e-10,3.559507080856274e-09,2.56
0.0,1.6569463526968576e-06,0.0001,1.9156157575832104e-07,1.5146393237482067e-08,2.16792219784339e-07,5e-05,4.551261209248357e-09,4.503106082900007e-11,2.671447607300047e-10,3.5859803383305786e-09,2.57
0.0,1.6625868628120047e-06,0.0001,1.922896642493611e-07,1.531362941398495e-08,2.183172587677454e-07,5e-05,4.5868493037285645e-09,4.553691416397755e-11,2.711082515364947e-10,3.6125417289908497e-09,2.58
0.0,1.6682218892295153e-06,0.0001,1.9301762136924283e-07,1.548201667811221e-08,2.198464801018506e-07,5e-05,4.622578827944718e-09,4.60464117449216e-11,2.751145740807876e-10,3.6391911526046256e-09,2.59
0.0,1.6738514396488453e-06,0.0001,1.9374544714791858e-07,1.565155791195296e-08,2.213798729042517e-07,5e-05,4.6584498347459215e-09,4.65595651204812e-11,2.7916401599021284e-10,3.665928509111132e-09,2.6
0.0,1.67947552175337e-06,0.0001,1.944731416153315e-07,1.58222559877426e-08,2.2291742631740015e-07,5e-05,4.694462377237064e-09,4.7076385829825957e-11,2.832568655824264e-10,3.692753698620986e-09,2.61
0.0,1.6850941432104242e-06,0.0001,1.9520070480141552e-07,1.599411376788482e-08,2.2445912950854437e-07,5e-05,4.730616508777941e-09,4.7596885402722756e-11,2.873934118630348e-10,3.719666621415914e-09,2.62
0.0,1.6907073116713404e-06,0.0001,1.9592813673609524e-07,1.616713410497351e-08,2.2600497166967141e-07,5e-05,4.7669122829823685e-09,4.812107535961135e-11,2.915739445232226e-10,3.746667177948455e-09,2.63
0.0,1.6963150347714895e-06,0.0001,1.9665543744928616e-07,1.6341319841814658e-08,2.2755494201745002e-07,5e-05,4.803349753717323e-09,4.864896721167983e-11,2.9579875393739126e-10,3.773755268841688e-09,2.64
0.0,1.7019173201303176e-06,0.0001,1.9738260697089448e-07,1.6516673811448057e-08,2.291090297931733e-07,5e-05,4.8399289751020525e-09,4.918057246093883e-11,3.0006813116080253e-10,3.800930794888935e-09,2.65
0.0,1.7075141753513857e-06,0.0001,1.9810964533081727e-07,1.669319883716906e-08,2.306672242627023e-07,5e-05,4.876650001507222e-09,4.971590260029563e-11,3.043823679272319e-10,3.828193657053491e-09,2.66
0.0,1.7131056080224063e-06,0.0001,1.9883655255894226e-07,1.6870897732550138e-08,2.3222951471640937e-07,5e-05,4.913512887554031e-09,5.025496911362708e-11,3.0874175664662644e-10,3.855543756468331e-09,2.67
0.0,1.7186916257152835e-06,0.0001,1.9956332868514814e-07,1.704977330146247e-08,2.3379589046912262e-07,5e-05,4.950517688113365e-09,5.079778347585226e-11,3.131465904027744e-10,3.882980994435843e-09,2.68
0.0,1.7242722359861477e-06,0.0001,2.0028997373930426e-07,1.722982833809737e-08,2.3536634086006974e-07,5e-05,4.987664458304919e-09,5.134435715300418e-11,3.175971629509776e-10,3.9105052724275396e-09,2.69
0.0,1.7298474463753954e-06,0.0001,2.010164877512709e-07,1.741106562698772e-08,2.369408552528233e-07,5e-05,5.024953253496356e-09,5.1894701602301114e-11,3.22093768715736e-10,3.9381164920837915e-09,2.7
0.0,1.7354172644077238e-06,0.0001,2.0174287075089893e-07,1.75934879430292e-08,2.385194230352453e-07,5e-05,5.062384129302432e-09,5.244882827221687e-11,3.266367027884355e-10,3.965814555213544e-09,2.71
0.0,1.7409816975921702e-06,0.0001,2.0246912276803032e-07,1.7777098051501614e-08,2.401020336194332e-07,5e-05,5.09995714158416e-09,5.3006748602550815e-11,3.312262609250474e-10,3.993599363794052e-09,2.72
0.0,1.7465407534221452e-06,0.0001,2.0319524383249757e-07,1.796189870808996e-08,2.4168867644166495e-07,5e-05,5.137672346447948e-09,5.356847402449685e-11,3.3586273954383116e-10,4.021470819970601e-09,2.73
0.0,1.7520944393754713e-06,0.0001,2.0392123397412427e-07,1.814789265890558e-08,2.4327934096234603e-07,5e-05,5.175529800244761e-09,5.413401596071209e-11,3.405464357230491e-10,4.049428826056245e-09,2.74
0.0,1.7576427629144168e-06,0.0001,2.0464709322272457e-07,1.8335082640507092e-08,2.44874016665955e-07,5e-05,5.213529559569266e-09,5.470338582538447e-11,3.452776471986844e-10,4.077473284531531e-09,2.75
0.0,1.7631857314857333e-06,0.0001,2.0537282160810365e-07,1.852347137992138e-08,2.4647269306099107e-07,5e-05,5.251671681259e-09,5.527659502430008e-11,3.500566723621703e-10,4.105604098044237e-09,2.76
0.0,1.7687233525206895e-06,0.0001,2.0609841916005742e-07,1.87130615946644e-08,2.4807535967992106e-07,5e-05,5.289956222393527e-09,5.585365495490958e-11,3.5488381025812454e-10,4.133821169409108e-09,2.77
0.0,1.774255633435106e-06,0.0001,2.0682388590837262e-07,1.8903855992761943e-08,2.4968200607912677e-07,5e-05,5.3283832402935975e-09,5.643457700639392e-11,3.597593605820912e-10,4.162124401607582e-09,2.78
0.0,1.7797825816293907e-06,0.0001,2.0754922188282685e-07,1.909585727277037e-08,2.5129262183885315e-07,5e-05,5.3669527925203236e-09,5.701937255972969e-11,3.646836236782927e-10,4.190513697787545e-09,2.79
0.0,1.7853042044885725e-06,0.0001,2.0827442711318853e-07,1.9289068123797167e-08,2.5290719656315626e-07,5e-05,5.405664936874341e-09,5.760805298775334e-11,3.696569005373854e-10,4.218988961263052e-09,2.8
0.0,1.7908205093823365e-06,0.0001,2.0899950162921696e-07,1.948349122552156e-08,2.545257198798523e-07,5e-05,5.444519731394987e-09,5.8200629655225297e-11,3.746794927942271e-10,4.2475500955140845e-09,2.81
0.0,1.796331503665056e-06,0.0001,2.0972444546066226e-07,1.9679129248214894e-08,2.5614818144046607e-07,5e-05,5.483517234359468e-09,5.879711391889278e-11,3.797517027256476e-10,4.276197004186278e-09,2.82
0.0,1.8018371946758282e-06,0.0001,2.1044925863726541e-07,1.9875984852761087e-08,2.577745709201807e-07,5e-05,5.5226575042820444e-09,5.939751712755256e-11,3.84873833248231e-10,4.30492959109068e-09,2.83
0.0,1.8073375897385047e-06,0.0001,2.1117394118875825e-07,2.0074060690676886e-08,2.594048780177869e-07,5e-05,5.561940599913208e-09,6.000185062211257e-11,3.9004618791610187e-10,4.3337477602034846e-09,2.84
0.0,1.8128326961617268e-06,0.0001,2.1189849314486344e-07,2.027335940413214e-08,2.610390924556337e-07,5e-05,5.601366580238868e-09,6.061012573565315e-11,3.952690709187224e-10,4.362651415665788e-09,2.85
0.0,1.8183225212389572e-06,0.0001,2.1262291453529456e-07,2.0473883625969906e-08,2.626772039795776e-07,5e-05,5.640935504479528e-09,6.122235379348746e-11,4.005427870786935e-10,4.391640461783328e-09,2.86
0.0,1.8238070722485125e-06,0.0001,2.1334720538975603e-07,2.0675635979726586e-08,2.6431920235893465e-07,5e-05,5.680647432089488e-09,6.183854611322133e-11,4.0586764184956716e-10,4.420714803026246e-09,2.87
0.0,1.8292863564535945e-06,0.0001,2.1407136573794308e-07,2.0878619079651854e-08,2.659650773864306e-07,5e-05,5.720502422756027e-09,6.245871400481233e-11,4.112439413136626e-10,4.449874344028826e-09,2.88
0.0,1.8347603811023232e-06,0.0001,2.14795395609542e-07,2.1082835530728658e-08,2.676148188781526e-07,5e-05,5.7605005363986e-09,6.308286877062836e-11,4.166719921798938e-10,4.47911898958926e-09,2.89
0.0,1.8402291534277673e-06,0.0001,2.155192950342297e-07,2.128828792869298e-08,2.692684166735011e-07,5e-05,5.800641833168034e-09,6.371102170550521e-11,4.2215210178160066e-10,4.508448644669392e-09,2.9
0.0,1.8456926806479765e-06,0.0001,2.1624306404167419e-07,2.1494978860053684e-08,2.709258606351418e-07,5e-05,5.8409263734457335e-09,6.434318409680403e-11,4.2768457807439157e-10,4.537863214394487e-09,2.91
0.0,1.8511509699660107e-06,0.0001,2.1696670266153423e-07,2.170291090211214e-08,2.7258714064895814e-07,5e-05,5.881354217842873e-09,6.497936722446745e-11,4.332697296339895e-10,4.567362604052974e-09,2.92
0.0,1.8566040285699726e-06,0.0001,2.1769021092345955e-07,2.19120866229819e-08,2.742522466240043e-07,5e-05,5.921925427199615e-09,6.561958236107564e-11,4.389078656540902e-10,4.596946719096219e-09,2.93
0.0,1.8620518636330365e-06,0.0001,2.184135888570907e-07,2.2122508581608166e-08,2.759211684924582e-07,5e-05,5.962640062584305e-09,6.626384077190122e-11,4.445992959442227e-10,4.626615465138276e-09,2.94
0.0,1.867494482313479e-06,0.0001,2.191368364920592e-07,2.2334179327787335e-08,2.775938962095751e-07,5e-05,6.003498185292697e-09,6.691215371496396e-11,4.503443309276229e-10,4.65636874795566e-09,2.95
0.0,1.8729318917566565e-06,0.0001,2.198599538579874e-07,2.254710140250872e-08,2.792704197514112e-07,5e-05,6.044499856837795e-09,6.756453244424429e-11,4.5614328161396056e-10,4.6862064734784945e-09,2.96
0.0,1.8783640991938498e-06,0.0001,2.2058294098448882e-07,2.276127735433566e-08,2.8095072900161226e-07,5e-05,6.085645138474269e-09,6.822098837008713e-11,4.6199645832110186e-10,4.716128547353754e-09,2.97
0.0,1.8837911118054685e-06,0.0001,2.2130579790116763e-07,2.29767097167695e-08,2.826348139080623e-07,5e-05,6.126934091855111e-09,6.888153283722556e-11,4.679041724399831e-10,4.746134875549469e-09,2.98
0.0,1.8892129367026094e-06,0.0001,2.2202852463761904e-07,2.3193401005210378e-08,2.8432266450399326e-07,5e-05,6.168366779119628e-09,6.954617709485927e-11,4.738667366710542e-10,4.776225364436107e-09,2.99
0.0,1.8946295809820506e-06,0.0001,2.22751121223429e-07,2.3411353726077596e-08,2.8601427084498994e-07,5e-05,6.209943262628536e-09,7.02149323859015e-11,4.79884464312331e-10,4.8063999205435056e-09,3.0
0.0,1.9000410517262905e-06,0.0001,2.2347358768817456e-07,2.363057037683003e-08,2.8770962300893623e-07,5e-05,6.251663604963154e-09,7.088780994704353e-11,4.859576692572027e-10,4.836658450560613e-09,3.01
0.0,1.9054473560035828e-06,0.0001,2.241959240614236e-07,2.385105344598647e-08,2.8940871109596177e-07,5e-05,6.29352786892459e-09,7.156482100881811e-11,4.920866659922456e-10,4.867000861335225e-09,3.02
0.0,1.9108485008679726e-06,0.0001,2.2491813037273483e-07,2.407280541314584e-08,2.911115252283877e-07,5e-05,6.3355361175329325e-09,7.224597679566254e-11,4.982717695950425e-10,4.897427059873713e-09,3.03
0.0,1.916244493359334e-06,0.0001,2.2564020665165816e-07,2.4295828749007458e-08,2.928180555506741e-07,5e-05,6.377688414026451e-09,7.293128852598118e-11,5.045132957320104e-10,4.927936953340773e-09,3.04
0.0,1.9216353405034055e-06,0.0001,2.2636215292773409e-07,2.4520125915391117e-08,2.9452829222936644e-07,5e-05,6.419984821860781e-09,7.362076741220732e-11,5.10811560656233e-10,4.958530449059158e-09,3.05
0.0,1.9270210493118245e-06,0.0001,2.2708396923049436e-07,2.4745699365257222e-08,2.9624222545304387e-07,5e-05,6.462425404708144e-09,7.431442466086483e-11,5.171668812053023e-10,4.9892074545094256e-09,3.06
0.0,1.9324016267821634e-06,0.0001,2.2780565558946144e-07,2.497255154272671e-08,2.979598454322656e-07,5e-05,6.505010226456522e-09,7.501227147262864e-11,5.235795747991627e-10,5.019967877329669e-09,3.07
0.0,1.9377770798979666e-06,0.0001,2.2852721203414892e-07,2.5200684883101073e-08,2.996811423995198e-07,5e-05,6.547739351208888e-09,7.571431904238535e-11,5.300499594379669e-10,5.050811625315272e-09,3.08
0.0,1.9431474156287833e-06,0.0001,2.2924863859406116e-07,2.5430101812882166e-08,3.0140610660917107e-07,5e-05,6.590612843282395e-09,7.642057855929277e-11,5.36578353699934e-10,5.0817386064186484e-09,3.09
0.0,1.9485126409302037e-06,0.0001,2.299699352986936e-07,2.566080474979208e-08,3.031347283374093e-07,5e-05,6.633630767207597e-09,7.713106120683927e-11,5.431650767392169e-10,5.112748728748989e-09,3.1
0.0,1.953872762743893e-06,0.0001,2.3069110217753264e-07,2.589279610279282e-08,3.0486699788219796e-07,5e-05,6.676793187727654e-09,7.784577816290227e-11,5.498104482837745e-10,5.1438419005720025e-09,3.11
0.0,1.959227787997625e-06,0.0001,2.3141213926005554e-07,2.612607827210605e-08,3.066029055632234e-07,5e-05,6.720100169797546e-09,7.856474059980648e-11,5.565147886332524e-10,5.175018030309676e-09,3.12
0.0,1.964577723605319e-06,0.0001,2.3213304657573058e-07,2.6360653649232624e-08,3.083424417218438e-07,5e-05,6.763551778583292e-09,7.92879596843812e-11,5.632784186568682e-10,5.206277026540011e-09,3.13
0.0,1.9699225764670715e-06,0.0001,2.3285382415401708e-07,2.6596524616972258e-08,3.100855967210388e-07,5e-05,6.807148079461172e-09,8.001544657801766e-11,5.701016597913061e-10,5.237618797996786e-09,3.14
0.0,1.975262353469189e-06,0.0001,2.3357447202436518e-07,2.6833693549442872e-08,3.1183236094535933e-07,5e-05,6.85088913801694e-09,8.07472124367251e-11,5.769848340386138e-10,5.269043253569296e-09,3.15
0.0,1.9805970614842254e-06,0.0001,2.3429499021621618e-07,2.7072162812100135e-08,3.1358272480087755e-07,5e-05,6.89477502004506e-09,8.148326841118687e-11,5.839282639641116e-10,5.300550302302121e-09,3.16
0.0,1.985926707371012e-06,0.0001,2.3501537875900215e-07,2.7311934761756716e-08,3.153366787151369e-07,5e-05,6.938805791547917e-09,8.222362564681563e-11,5.909322726943024e-10,5.332139853394865e-09,3.17
0.0,1.991251297974692e-06,0.0001,2.3573563768214633e-07,2.755301174660165e-08,3.1709421313710316e-07,5e-05,6.982981518735061e-09,8.296829528380832e-11,5.979971839147936e-10,5.363811816201923e-09,3.18
0.0,1.9965708401267523e-06,0.0001,2.3645576701506283e-07,2.7795396106219505e-08,3.1885531853711497e-07,5e-05,7.02730226802243e-09,8.371728845720009e-11,6.051233218682209e-10,5.3955661002322275e-09,3.19
0.0,2.0018853406450584e-06,0.0001,2.3717576678715677e-07,2.80390901716096e-08,3.2061998540683513e-07,5e-05,7.071768106031586e-09,8.447061629691829e-11,6.123110113521831e-10,5.427402615149022e-09,3.2
0.0,2.007194806333884e-06,0.0001,2.3789563702782435e-07,2.8284096265205014e-08,3.223882042592016e-07,5e-05,7.1163790995889466e-09,8.52282899278353e-11,6.195605777171786e-10,5.4593212707695995e-09,3.21
0.0,2.012499243983947e-06,0.0001,2.3861537776645265e-07,2.8530416700891714e-08,3.2415996562837985e-07,5e-05,7.1611353157250365e-09,8.599032046982137e-11,6.268723468645543e-10,5.491321977065086e-09,3.22
0.0,2.017798660372436e-06,0.0001,2.3933498903241977e-07,2.877805378402742e-08,3.259352600697139e-07,5e-05,7.206036821673709e-09,8.67567190377964e-11,6.342466452444552e-10,5.52340464416018e-09,3.23
0.0,2.0230930622630492e-06,0.0001,2.40054470855095e-07,2.9027009811460583e-08,3.2771407815967946e-07,5e-05,7.251083684871411e-09,8.752749674178165e-11,6.416837998537862e-10,5.5555691823329344e-09,3.24
0.0,2.0283824564060195e-06,0.0001,2.407738232638382e-07,2.9277287071549148e-08,3.2949641049583533e-07,5e-05,7.2962759729564084e-09,8.830266468695036e-11,6.491841382341747e-10,5.5878155020145075e-09,3.25
0.0,2.03366684953815e-06,0.0001,2.414930462880008e-07,2.9528887844179392e-08,3.3128224769677723e-07,5e-05,7.341613753768052e-09,8.908223397367842e-11,6.567479884699458e-10,5.620143513788935e-09,3.26
0.0,2.0389462483828446e-06,0.0001,2.422121399569249e-07,2.9781814400784573e-08,3.330715804020902e-07,5e-05,7.3870970953460194e-09,8.9866215697594e-11,6.643756791861001e-10,5.652553128392898e-09,3.27
0.0,2.0442206596501367e-06,0.0001,2.4293110429994363e-07,3.003606900436356e-08,3.348643992723015e-07,5e-05,7.432726065929565e-09,9.065462094962679e-11,6.720675395462975e-10,5.6850442567154825e-09,3.28
0.0,2.049490090036723e-06,0.0001,2.4364993934638124e-07,3.029165390949947e-08,3.366606949888354e-07,5e-05,7.478500733956788e-09,9.144746081605685e-11,6.798238992508528e-10,5.7176168097979616e-09,3.29
0.0,2.0547545462259912e-06,0.0001,2.4436864512555296e-07,3.054857136237809e-08,3.3846045825396535e-07,5e-05,7.524421168063875e-09,9.22447463785626e-11,6.876450885347309e-10,5.750270698833551e-09,3.3
0.0,2.060014034888054e-06,0.0001,2.450872216667651e-07,3.08068236008064e-08,3.402636797907697e-07,5e-05,7.570487437084377e-09,9.304648871426866e-11,6.955314381655553e-10,5.7830058351671956e-09,3.31
0.0,2.065268562679774e-06,0.0001,2.4580566899931487e-07,3.1066412854230855e-08,3.420703503430847e-07,5e-05,7.616699610048454e-09,9.385269889579254e-11,7.03483279441617e-10,5.815822130295329e-09,3.32
0.0,2.0705181362448e-06,0.0001,2.465239871524908e-07,3.1327341343755814e-08,3.438804606754601e-07,5e-05,7.663057756182164e-09,9.466338799129156e-11,7.115009441898961e-10,5.8487194958656585e-09,3.33
0.0,2.0757627622135915e-06,0.0001,2.472421761555721e-07,3.1589611282161655e-08,3.456940015731133e-07,5e-05,7.709561944906706e-09,9.547856706450843e-11,7.195847647640842e-10,5.881697843676931e-09,3.34
0.0,2.08100244720345e-06,0.0001,2.4796023603782935e-07,3.1853224873923086e-08,3.475109638418853e-07,5e-05,7.756212245837709e-09,9.629824717481698e-11,7.27735074042619e-10,5.914757085678722e-09,3.35
0.0,2.086237197818548e-06,0.0001,2.4867816682852384e-07,3.2118184315227126e-08,3.4933133830819516e-07,5e-05,7.803008728784492e-09,9.712243937726666e-11,7.359522054267197e-10,5.9478971339711936e-09,3.36
0.0,2.0914670206499593e-06,0.0001,2.4939596855690837e-07,3.238449179399129e-08,3.511551158189969e-07,5e-05,7.849951463749356e-09,9.79511547226272e-11,7.442364928384349e-10,5.9811179008049e-09,3.37
0.0,2.0966919222756867e-06,0.0001,2.501136412522263e-07,3.2652149489881463e-08,3.5298228724173406e-07,5e-05,7.897040520926838e-09,9.878440425743199e-11,7.525882707186919e-10,6.014419298580542e-09,3.38
0.0,2.1019119092606905e-06,0.0001,2.508311849437124e-07,3.292115957432989e-08,3.5481284346429754e-07,5e-05,7.944275970703012e-09,9.96221990240216e-11,7.610078740253572e-10,6.047801239848766e-09,3.39
0.0,2.1071269881569173e-06,0.0001,2.5154859966059237e-07,3.319152421055298e-08,3.566467753949806e-07,5e-05,7.991657883654762e-09,1.0046455006058613e-10,7.694956382312988e-10,6.081263637309939e-09,3.4
0.0,2.1123371655033287e-06,0.0001,2.522658854320829e-07,3.346324555356916e-08,3.584840739624367e-07,5e-05,8.039186330549072e-09,1.0131146840120761e-10,7.780518993224606e-10,6.114806403813936e-09,3.41
0.0,2.117542447825927e-06,0.0001,2.5298304228739204e-07,3.373632575021651e-08,3.603247301156361e-07,5e-05,8.086861382342303e-09,1.0216296507590117e-10,7.866769937959373e-10,6.148429452359921e-09,3.42
0.0,2.1227428416377873e-06,0.0001,2.5370007025571855e-07,3.401076693917053e-08,3.621687348238234e-07,5e-05,8.134683110179503e-09,1.030190511106564e-10,7.953712586580625e-10,6.182132696096138e-09,3.43
0.0,2.1279383534390795e-06,0.0001,2.544169693662525e-07,3.428657125096161e-08,3.640160790764747e-07,5e-05,8.182651585393669e-09,1.0387973752747743e-10,8.041350314224966e-10,6.215916048319696e-09,3.44
0.0,2.133128989717101e-06,0.0001,2.55133739648175e-07,3.4563740807992683e-08,3.658667538832562e-07,5e-05,8.230766879505078e-09,1.0474503534442313e-10,8.129686501083284e-10,6.24977942247636e-09,3.45
0.0,2.1383147569463002e-06,0.0001,2.5585038113065823e-07,3.484227772455659e-08,3.677207502739817e-07,5e-05,8.279029064220556e-09,1.0561495557564618e-10,8.218724532381759e-10,6.283722732160337e-09,3.46
0.0,2.1434956615883048e-06,0.0001,2.565668938428654e-07,3.512218410685355e-08,3.695780592985712e-07,5e-05,8.327438211432789e-09,1.0648950923143205e-10,8.308467798363006e-10,6.317745891114075e-09,3.47
0.0,2.148671710091947e-06,0.0001,2.572832778139509e-07,3.5403462053008425e-08,3.7143867202700965e-07,5e-05,8.375994393219627e-09,1.0736870731823702e-10,8.39891969426723e-10,6.351848813228046e-09,3.48
0.0,2.1538429088932943e-06,0.0001,2.5799953307306025e-07,3.568611365308807e-08,3.7330257954930613e-07,5e-05,8.424697681843383e-09,1.0825256083872612e-10,8.49008362031349e-10,6.386031412540549e-09,3.49
0.0,2.15900926441567e-06,0.0001,2.587156596493299e-07,3.5970140989118445e-08,3.7516977297545226e-07,5e-05,8.47354814975014e-09,1.0914108079180993e-10,8.581962981680987e-10,6.420293603237496e-09,3.5
0.0,2.1641707830696832e-06,0.0001,2.5943165757188755e-07,3.625554613510182e-08,3.770402434353828e-07,5e-05,8.522545869569071e-09,1.1003427817268144e-10,8.674561188490461e-10,6.454635299652219e-09,3.51
0.0,2.169327471253252e-06,0.0001,2.60147526869852e-07,3.654233115703385e-08,3.7891398207893457e-07,5e-05,8.57169091411174e-09,1.1093216397285197e-10,8.767881655785629e-10,6.4890564162652585e-09,3.52
0.0,2.1744793353516337e-06,0.0001,2.6086326757233314e-07,3.683049811292048e-08,3.8079098007580666e-07,5e-05,8.620983356371414e-09,1.1183474918018646e-10,8.861927803514671e-10,6.523556867704165e-09,3.53
0.0,2.1796263817549953e-06,0.0001,2.615788797084319e-07,3.712004905667334e-08,3.8267122859460906e-07,5e-05,8.670423269396334e-09,1.1274204481925061e-10,8.956703053097491e-10,6.5581365686487e-09,3.54
0.0,2.1847686169112384e-06,0.0001,2.6229436330724055e-07,3.741098604979113e-08,3.845547187399259e-07,5e-05,8.720010725909884e-09,1.1365406207259095e-10,9.052210817137979e-10,6.5927954335460905e-09,3.55
0.0,2.189906047187035e-06,0.0001,2.6300971839784254e-07,3.770331113066732e-08,3.8644144171786333e-07,5e-05,8.769745799308072e-09,1.1457081196156843e-10,9.148454526441515e-10,6.627533377359937e-09,3.56
0.0,2.1950386789259384e-06,0.0001,2.63724945009312e-07,3.79970263274409e-08,3.883313887668079e-07,5e-05,8.819628563241696e-09,1.1549230547979262e-10,9.245437618697841e-10,6.662350315256941e-09,3.57
0.0,2.2001665184592723e-06,0.0001,2.6444004317071457e-07,3.82921336604138e-08,3.902245511444438e-07,5e-05,8.869659091537658e-09,1.164185536181076e-10,9.34316353634947e-10,6.697246162548164e-09,3.58
0.0,2.2052895721061618e-06,0.0001,2.651550129111068e-07,3.858863514206867e-08,3.9212092012770694e-07,5e-05,8.919837458198224e-09,1.1734956736463763e-10,9.44163572657238e-10,6.732220834688785e-09,3.59
0.0,2.2104078461735637e-06,0.0001,2.6586985425953654e-07,3.888653277708699e-08,3.9402048701274017e-07,5e-05,8.970163737400339e-09,1.1828535770483294e-10,9.540857641256856e-10,6.7672742472778975e-09,3.6
0.0,2.2155213469562946e-06,0.0001,2.665845672450427e-07,3.91858285623667e-08,3.9592324311484763e-07,5e-05,9.020638003494893e-09,1.1922593562151446e-10,9.640832736988292e-10,6.80240631605826e-09,3.61
0.0,2.2206300807370633e-06,0.0001,2.672991518966553e-07,3.9486524487040115e-08,3.978291797684505e-07,5e-05,9.071260331006039e-09,1.2017131209491884e-10,9.741564475028139e-10,6.837616956916097e-09,3.62
