Time,mw73259e20_240e_4f3a_b2e0_9ca248658898,mw15abaa48_d7d0_4845_ae04_c573d289d495,mwfcfaf604_14d4_47a6_b021_226d1fb5497c,mw8796c919_9251_4970_8f87_0bca9ecfeb5c,mw849ed3fd_87d9_44d2_9f3e_4d631b900d41,mwcb834e43_dc57_45ae_9452_f4c10955caf1,mwf166ad55_4ff0_49fb_95d2_b657ad7653d5,mwee54b5b4_b8c0_41df_8dda_5b160c5e10a5,mw919f8a86_e702_4b24_9cd7_adad694fcf9b,mw812f63db_4cb0_40ad_b92b_9874be969dfe,mw08818dfe_fb12_45cc_8c1d_d965f142d0ce,mwee07eca4_0806_4cc3_a6ab_9226ee79be6c,mw8f20c25d_9700_4822_b5f9_fe243e001091,mw7ce1b6a3_e65e_4aaa_9c32_aeefb420f0ea,mw85485398_9f97_408c_bca6_90f0a8377eae,mw798d0b02_925e_471b_a372_526d681cc370,mwd3807289_133c_4621_8087_366621f553d3,mw2439178f_a48f_4425_82f9_13267b917b85,mw5c4edb54_cfd9_43af_b70b_e9ff1b44dc55,mw961dacfa_f443_4814_ad6c_a27c04e74268,mw15ba24b5_7a87_479e_9be7_261b12cbdb63,mw9f56ecc5_c22b_4f8c_8b82_90e2a6d9e364,mw18bbabcb_d229_4d91_99f1_484f2ba8f020,mwba0debe9_c575_4f5a_a980_e2b6857ff053,mwffba86ff_a560_401a_93d6_c0e30bf42c87,mw231a5907_d1ee_4a43_83ab_abb72f19502c,mwaf289d12_4291_4651_8bd1_82e321e476a4,mw1a53a2cb_a3a7_40d7_ae07_4d93ad1123a3,mw4035a2c9_3cda_467c_83cc_8f9c2902abaf,mwf7d1ff9f_1734_4232_9a96_037b31b193b0,mw7d57aa6b_1bfb_4472_b555_919263d9eaf9,mw5ffad843_5f02_419d_ba99_6e1f9b7e6b7b,mw3046ca21_42a2_4a4b_89c4_9d6ca3d927c5,mw87bb1238_3292_467e_bfe3_ff7f1e64a351,mw371071cd_ec20_4517_acc1_08dfdc871e87,mw5b225cdc_783f_4a15_93db_e960a2398b8e,mw27f524cb_75b3_401c_8533_99d6f27af654,mwc623d82f_a94e_4460_9aed_444597a728c2,mwbf296afc_5e4f_4819_8028_06b20d7af7ca,mw91e15e1e_c73e_4866_ab2b_8225a32b7610,mwf5cecb8f_89f8_4fba_b39b_b517d0bef2ce,mwff26437c_166b_4946_ad35_f13df6145780,mw284c519a_cc2b_4a98_99ce_5a4471af99e1,mw2cd81e51_eb11_4e2c_b609_b2f802438a6b,mwff99ad6c_8951_4d58_a836_cf2d3d08ac86,mw81b30d38_6ef3_4391_b826_e6c3cc210196,mw79830677_2d7e_4f49_9d0b_f05fe026749f,mw155447fb_ce5b_4ba2_bd74_434951481a78,mw4c9aa283_577e_4b6c_ae5a_c96f62dbbb08,mw55fba323_0865_4254_a6e9_09acd2b4a10f,mwb8420f59_69c3_4707_918c_2e06bedff243,mwc9170c21_608b_4bd7_b2d0_f359d045da17,mwb47b4c45_fac9_49e6_a6a4_87b9050ddfbb,mw4f62d07e_217b_4602_b6fe_548af112eec8,mw307551ca_91cc_4634_bba5_0e3ecd38cfdd,mw15bb92b6_4cff_4a41_b815_c1d904618e57,mw106407fc_e33f_45aa_b5ae_258bd4790633,mwfb854977_51ea_4daa_b84e_3bcb2fcccd39,mwd71cb6c2_6420_46b9_ab17_eedc7b0fd8dc,mwdd7079dc_8d70_41b7_a369_3334522cdd13,mwa25d1a3d_bbd9_41b8_8274_236f9d67bb60,mw185e644d_6f10_499f_a3a6_5a47d7ba2eef,mw5194cffd_f75a_4c61_b60e_23d5b0fea120
0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,3.40936490738966e-06,0.000362894258752347,1.30568052867489e-06,0.000796722533770371,2.620389955953e-06,2.39591245105385e-05,8.62083015294042e-06,0.000108608492867695,1.0780611108133e-06,0.000122223738254533,2.24518521682572e-06,0.000203868171233541,5.61352652271706e-06,0.000227368268903121,4.12788404046025e-07,3.10498877738431e-05,0.00141678261342411,0.321125432799976,6.97333029651601e-07,3.76085190209901e-06,8.99054709659885e-05,0.171122974053956,1.5662833197895e-06,2.41308392167819e-05,1.53754224136353e-06,0.000203777063277265,0.00077375270429582,0.155164586398126,2.32432741134546e-07,0.000102326862282225,5.55658410000431e-07,3.04072645117622e-05,0.0005,0.000132810241970949,1.0,7.365321221695481e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.629407500822281e-08,0.0,0.0
0.01,0.0001,7.361235510698839e-09,6.032555582497807e-14,4.024314952168059e-12,1.0648844467805745e-15,6.970092529581159e-14,1.2793911242598102e-18,3.086881524021972e-18,5e-05,7.628710460921906e-10,0.0,3.40936490738966e-06,0.000362894258752347,1.30568052867489e-06,0.000796722533770371,2.620389955953e-06,2.39591245105385e-05,8.62083015294042e-06,0.000108608492867695,1.0780611108133e-06,0.000122223738254533,2.24518521682572e-06,0.000203868171233541,5.61352652271706e-06,0.000227368268903121,4.12788404046025e-07,3.10498877738431e-05,0.00141678261342411,0.321125432799976,6.97333029651601e-07,3.76085190209901e-06,8.99054709659885e-05,0.171122974053956,1.5662833197895e-06,2.41308392167819e-05,1.53754224136353e-06,0.000203777063277265,0.00077375270429582,0.155164586398126,2.32432741134546e-07,0.000102326862282225,5.55658410000431e-07,3.04072645117622e-05,0.0005,0.000132810241970949,1.0,7.365321221695481e-07,1.2063588844295441e-11,8.048450573868375e-10,3.1943113731768865e-13,9.392696754073413e-18,6.643609214495873e-16,2.6291078849488427e-17,9.266292315890467e-16,5.644582818669104e-21,5.723661822787075e-19,6.721731094973606e-22,2.003631534654175e-19,4.551694326901581e-16,3.0082290709003455e-16,7.629407500822281e-08,1.394025686607376e-11,-5.34470242564748e-16
0.02,0.0001,1.4714308935254556e-08,2.411966238173991e-13,1.6083752862119803e-11,8.513151200983819e-15,2.7876998354799364e-13,1.074410407850502e-17,2.4677925275030576e-17,5e-05,1.5256027058481734e-09,0.0,3.40936490738966e-06,0.000362894258752347,1.30568052867489e-06,0.000796722533770371,2.620389955953e-06,2.39591245105385e-05,8.62083015294042e-06,0.000108608492867695,1.0780611108133e-06,0.000122223738254533,2.24518521682572e-06,0.000203868171233541,5.61352652271706e-06,0.000227368268903121,4.12788404046025e-07,3.10498877738431e-05,0.00141678261342411,0.321125432799976,6.97333029651601e-07,3.76085190209901e-06,8.99054709659885e-05,0.171122974053956,1.5662833197895e-06,2.41308392167819e-05,1.53754224136353e-06,0.000203777063277265,0.00077375270429582,0.155164586398126,2.32432741134546e-07,0.000102326862282225,5.55658410000431e-07,3.04072645117622e-05,0.0005,0.000132810241970949,1.0,7.365321221695481e-07,2.4113579120323077e-11,1.6083042700450128e-09,1.276652289814497e-12,7.508931874184896e-17,2.656280724086461e-15,2.1018236312119788e-16,3.706068647002052e-15,4.7402224490660525e-20,4.5757538040345105e-18,5.644792831738778e-21,1.601793554629937e-18,1.8198809580938045e-15,1.2027650398692908e-15,7.629407500822281e-08,2.787726741619429e-11,-2.1360871094190746e-15
0.03,0.0001,2.205923424982415e-08,5.424550321102116e-13,3.615809293082372e-11,2.871144268722961e-14,6.271570366025263e-13,3.801724732352221e-17,8.322896764030681e-17,5e-05,2.2881950117259553e-09,0.0,3.40936490738966e-06,0.000362894258752347,1.30568052867489e-06,0.000796722533770371,2.620389955953e-06,2.39591245105385e-05,8.62083015294042e-06,0.000108608492867695,1.0780611108133e-06,0.000122223738254533,2.24518521682572e-06,0.000203868171233541,5.61352652271706e-06,0.000227368268903121,4.12788404046025e-07,3.10498877738431e-05,0.00141678261342411,0.321125432799976,6.97333029651601e-07,3.76085190209901e-06,8.99054709659885e-05,0.171122974053956,1.5662833197895e-06,2.41308392167819e-05,1.53754224136353e-06,0.000203777063277265,0.00077375270429582,0.155164586398126,2.32432741134546e-07,0.000102326862282225,5.55658410000431e-07,3.04072645117622e-05,0.0005,0.000132810241970949,1.0,7.365321221695481e-07,3.614999447797519e-11,2.4103812588824247e-09,2.8700580019535494e-12,2.532461388532937e-16,5.9740174656825395e-15,7.088607649053946e-16,8.337651616714105e-15,1.677293964186276e-19,1.5432223780392258e-17,1.997369753738635e-20,5.402221719964197e-18,4.092941130251713e-15,2.7050376493495683e-15,7.629407500822281e-08,4.181103267932438e-11,-4.8021650713507584e-15
0.04,0.0001,2.9396025394175377e-08,9.639429086531676e-13,6.422716657834833e-11,6.800823110529554e-14,1.1148125241293646e-12,9.428191634127259e-17,1.971435284047421e-16,5e-05,3.0506479961732464e-09,0.0,3.40936490738966e-06,0.000362894258752347,1.30568052867489e-06,0.000796722533770371,2.620389955953e-06,2.39591245105385e-05,8.62083015294042e-06,0.000108608492867695,1.0780611108133e-06,0.000122223738254533,2.24518521682572e-06,0.000203868171233541,5.61352652271706e-06,0.000227368268903121,4.12788404046025e-07,3.10498877738431e-05,0.00141678261342411,0.321125432799976,6.97333029651601e-07,3.76085190209901e-06,8.99054709659885e-05,0.171122974053956,1.5662833197895e-06,2.41308392167819e-05,1.53754224136353e-06,0.000203777063277265,0.00077375270429582,0.155164586398126,2.32432741134546e-07,0.000102326862282225,5.55658410000431e-07,3.04072645117622e-05,0.0005,0.000132810241970949,1.0,7.365321221695481e-07,4.8172858504962734e-11,3.2110796317119188e-09,5.098046683310081e-12,5.998591613712814e-16,1.0615832501189158e-14,1.6790645889164233e-15,1.4820719143185496e-14,4.1596512200210695e-19,3.6554136538785625e-17,4.953431962657078e-20,1.2796182402455699e-17,7.273158762179086e-15,4.8068534816237e-15,7.629407500822281e-08,5.5741553683986735e-11,-8.53002553437889e-15
0.05,0.0001,3.672469627191296e-08,1.5055026796723385e-12,1.0027085713870457e-10,1.32733910098113e-13,1.741687460443823e-12,1.922726112935993e-16,3.847732226874567e-16,5e-05,3.8129616916275e-09,0.0,3.40936490738966e-06,0.000362894258752347,1.30568052867489e-06,0.000796722533770371,2.620389955953e-06,2.39591245105385e-05,8.62083015294042e-06,0.000108608492867695,1.0780611108133e-06,0.000122223738254533,2.24518521682572e-06,0.000203868171233541,5.61352652271706e-06,0.000227368268903121,4.12788404046025e-07,3.10498877738431e-05,0.00141678261342411,0.321125432799976,6.97333029651601e-07,3.76085190209901e-06,8.99054709659885e-05,0.171122974053956,1.5662833197895e-06,2.41308392167819e-05,1.53754224136353e-06,0.000203777063277265,0.00077375270429582,0.155164586398126,2.32432741134546e-07,0.000102326862282225,5.55658410000431e-07,3.04072645117622e-05,0.0005,0.000132810241970949,1.0,7.365321221695481e-07,6.018219472719635e-11,4.010402983322333e-09,7.959020586702438e-12,1.1707649303735572e-15,1.6579990465792302e-14,3.2770857954774665e-15,2.315461981866234e-14,8.482931119569795e-19,7.134422839895683e-17,1.0101717649414499e-19,2.4974841329524888e-17,1.1359344914256295e-14,7.507426770183702e-15,7.629407500822281e-08,6.966883145826486e-11,-1.3316996799225813e-14
0.06,0.0001,4.404526075063549e-08,2.166977069037335e-12,1.442690996740574e-10,2.292008300293428e-13,2.5077334328284137e-12,3.462707053583012e-16,6.644181683084959e-16,5e-05,4.575136130515883e-09,0.0,3.40936490738966e-06,0.000362894258752347,1.30568052867489e-06,0.000796722533770371,2.620389955953e-06,2.39591245105385e-05,8.62083015294042e-06,0.000108608492867695,1.0780611108133e-06,0.000122223738254533,2.24518521682572e-06,0.000203868171233541,5.61352652271706e-06,0.000227368268903121,4.12788404046025e-07,3.10498877738431e-05,0.00141678261342411,0.321125432799976,6.97333029651601e-07,3.76085190209901e-06,8.99054709659885e-05,0.171122974053956,1.5662833197895e-06,2.41308392167819e-05,1.53754224136353e-06,0.000203777063277265,0.00077375270429582,0.155164586398126,2.32432741134546e-07,0.000102326862282225,5.55658410000431e-07,3.04072645117622e-05,0.0005,0.000132810241970949,1.0,7.365321221695481e-07,7.217802660905387e-11,4.808354895541679e-09,1.1451385795783373e-11,2.021640840691909e-15,2.386475926796423e-14,5.658770871188282e-15,3.333870980292368e-14,1.527721770935921e-18,1.231956871052775e-16,1.8192548966071076e-19,4.3126021644299026e-17,1.63503128894684e-14,1.0805973232765318e-14,7.629407500822281e-08,8.359286702980277e-11,-1.916041403664252e-14
0.07,0.0001,5.135773266257908e-08,2.9482090944211247e-12,1.9620188013809967e-10,3.637035244360568e-13,3.4129025930819388e-12,5.720816265579571e-16,1.0543283147042904e-15,5e-05,5.337171345255313e-09,0.0,3.40936490738966e-06,0.000362894258752347,1.30568052867489e-06,0.000796722533770371,2.620389955953e-06,2.39591245105385e-05,8.62083015294042e-06,0.000108608492867695,1.0780611108133e-06,0.000122223738254533,2.24518521682572e-06,0.000203868171233541,5.61352652271706e-06,0.000227368268903121,4.12788404046025e-07,3.10498877738431e-05,0.00141678261342411,0.321125432799976,6.97333029651601e-07,3.76085190209901e-06,8.99054709659885e-05,0.171122974053956,1.5662833197895e-06,2.41308392167819e-05,1.53754224136353e-06,0.000203777063277265,0.00077375270429582,0.155164586398126,2.32432741134546e-07,0.000102326862282225,5.55658410000431e-07,3.04072645117622e-05,0.0005,0.000132810241970949,1.0,7.365321221695481e-07,8.416037755444526e-11,5.604938937353044e-09,1.5573552160956477e-11,3.2080071350537518e-15,3.246841004719215e-14,8.97952641945618e-15,4.5372352710988336e-14,2.5239835253769953e-18,1.9549239823130385e-16,3.0056319644412283e-19,6.843429016270992e-17,2.2244878204444045e-14,1.4701710052198375e-14,7.629407500822281e-08,9.751366142580569e-11,-2.605761917629615e-14
0.08,0.0001,5.866212580352198e-08,3.849042073697694e-12,2.560492367918265e-10,5.425183333812186e-13,4.457147671746241e-12,8.870732716864354e-16,1.5727011440457815e-15,5e-05,6.099067368252411e-09,0.0,3.40936490738966e-06,0.000362894258752347,1.30568052867489e-06,0.000796722533770371,2.620389955953e-06,2.39591245105385e-05,8.62083015294042e-06,0.000108608492867695,1.0780611108133e-06,0.000122223738254533,2.24518521682572e-06,0.000203868171233541,5.61352652271706e-06,0.000227368268903121,4.12788404046025e-07,3.10498877738431e-05,0.00141678261342411,0.321125432799976,6.97333029651601e-07,3.76085190209901e-06,8.99054709659885e-05,0.171122974053956,1.5662833197895e-06,2.41308392167819e-05,1.53754224136353e-06,0.000203777063277265,0.00077375270429582,0.155164586398126,2.32432741134546e-07,0.000102326862282225,5.55658410000431e-07,3.04072645117622e-05,0.0005,0.000132810241970949,1.0,7.365321221695481e-07,9.612927090502791e-11,6.400158664820747e-09,2.0323933414062548e-11,4.785223581588282e-15,4.238921724445538e-14,1.339430986091861e-14,5.925491980230551e-14,3.913704303020479e-18,2.916085189218117e-16,4.660551320663838e-19,1.0208080815768391e-16,2.9041858637741064e-14,1.9193855908309714e-14,7.629407500822281e-08,1.1143121567303943e-10,-3.4005961094799296e-14
0.09,0.0001,6.595845393329563e-08,4.869319621958229e-12,3.2379125954337283e-10,7.71903578783175e-13,5.64042197149028e-12,1.3101581428314457e-15,2.2376827441948247e-15,5e-05,6.860824231903532e-09,0.0,3.40936490738966e-06,0.000362894258752347,1.30568052867489e-06,0.000796722533770371,2.620389955953e-06,2.39591245105385e-05,8.62083015294042e-06,0.000108608492867695,1.0780611108133e-06,0.000122223738254533,2.24518521682572e-06,0.000203868171233541,5.61352652271706e-06,0.000227368268903121,4.12788404046025e-07,3.10498877738431e-05,0.00141678261342411,0.321125432799976,6.97333029651601e-07,3.76085190209901e-06,8.99054709659885e-05,0.171122974053956,1.5662833197895e-06,2.41308392167819e-05,1.53754224136353e-06,0.000203777063277265,0.00077375270429582,0.155164586398126,2.32432741134546e-07,0.000102326862282225,5.55658410000431e-07,3.04072645117622e-05,0.0005,0.000132810241970949,1.0,7.365321221695481e-07,1.0808472994105434e-10,7.194017621191447e-09,2.5700947118273628e-11,6.808491019929916e-15,5.362545856938491e-14,1.9057633761618682e-14,7.498578989285446e-14,5.78032472051446e-18,4.1490867683706295e-16,6.883376444477006e-19,1.452434010024268e-16,3.6740074207346733e-14,2.428163096304395e-14,7.629407500822281e-08,1.253455307978311e-10,-4.30027955280337e-14
