Time,RuBP,PGA,TP,Ru5P,Pi,ATP,ADP,E_RuBisCO,totRuBP,TPc,Pic,V6,P_0,chloroplast,cytosol,RuBisCO,PGA_red,TP_red,RuBP_reg,TPT,ATP_S
0.0,2.0,2.4,0.5,0.0500747384155456,5.0,0.68,0.82,3.56,3.684962630792227,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6411313807638137,1.8660347575710836,0.5888888888888889,0.2523445758437641,-0.20042514424536895,4.8704095134153444
0.01,1.9865029900412348,2.4138468475899555,0.49165327525848723,0.06477372094390585,4.980021832643164,0.7067730818975643,0.7932269181024357,3.56,3.6714656208334615,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.638427954237627,1.9228034819177673,0.5844788397406112,0.327115022356281,-0.20696760865090813,4.8540708164732695
0.02,1.973757778175879,2.42710117235422,0.48411934377192506,0.07862055787787613,4.960600113792425,0.7321179942673409,0.7678820057326591,3.56,3.6587204089681062,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.635822497573764,1.974033374515642,0.5804267353872323,0.397418934825658,-0.21280636297109085,4.837708972673742
0.03,1.9617198690605533,2.4398161019014175,0.47732309577796306,0.09166910395550276,4.94169745866496,0.7561292399945959,0.7438707600054041,3.56,3.6466824998527807,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.633314256918877,2.0204399983763945,0.5767116857626784,0.4633994572570768,-0.2179950628881963,4.821331355707471
0.04,1.950345564964048,2.452039321266275,0.4711959615417851,0.10397199194202619,4.923281184189598,0.7788951495477657,0.7211048504522343,3.56,3.6353081957562745,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.630901651041137,2.0626304800478636,0.5733127118155681,0.5252592356898097,-0.22258481467570207,4.804944714868045
0.05,1.93959386819368,2.4638122314056834,0.46567738514583523,0.11557845163059956,4.905323700265411,0.8004952335806568,0.6995047664193432,3.56,3.624556498985907,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.628582748155639,2.101116362240248,0.5702101460943544,0.5832260607656107,-0.2266220141118458,4.788557303427801
0.06,1.9294261181790144,2.4751715051272596,0.460712894537684,0.12653482373595995,4.887801194338091,0.8210020843185222,0.6789979156814778,3.56,3.6143887489712414,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6263552822704073,2.1363327704405943,0.5673850959003656,0.6375396314888161,-0.23014968444331754,4.772178173801286
0.07,1.9198060036667766,2.48614987067747,0.4562532104637707,0.13688458663334638,4.870692902116933,0.8404821611904719,0.6595178388095281,3.56,3.6047686344590035,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.624216742318802,2.1686518117903715,0.5648193749015554,0.6884410140708273,-0.2332078977774509,4.755817074169091
0.08,1.9106997386093916,2.4967763319335052,0.45225406081022873,0.1466681620199043,4.853980843921439,0.8589958625116835,0.6410041374883165,3.56,3.5956623694016194,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6221644944633367,2.198392180063299,0.5624957703376529,0.7361645662661296,-0.23583356177793244,4.739484881012778
0.09,1.9020758618064837,2.507076907522334,0.44867530200812605,0.15592316853312813,4.837649167954691,0.8765984687842975,0.6234015312157025,3.56,3.5870384925987118,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.620195816245251,2.225828612735543,0.5603978565221164,0.7809345729963404,-0.23806097675109147,4.72319331385298
0.1,1.893905082694291,2.5170750825187973,0.44548038104377413,0.16468460888162176,4.821683742084394,0.8933407584983738,0.6066592415016262,3.56,3.5788677134865194,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6183079328154013,2.2511991155976085,0.5585099483011567,0.822963171794388,-0.23992211073584296,4.706954814599048
0.11,1.8861601835811523,2.5267920762621014,0.4426360215479592,0.17298498473503457,4.806071905240305,0.9092693834678387,0.5907306165321613,3.56,3.57112281437338,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6164980589777707,2.27471057113404,0.5568171438706199,0.8624490517379367,-0.24144669048293563,4.690782580686017
0.12,1.878815909154505,2.536247074365575,0.44011194542814697,0.18085442488496983,4.790802257878755,0.9244272175490883,0.5755727824509117,3.56,3.5637785399467328,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6147634320008157,2.2965433912512396,0.5553053550691789,0.8995769895747681,-0.24266229187746916,4.6746905906323475
0.13,1.871848817024144,2.5454575114202527,0.43788052734057126,0.18832085911564944,4.775864413380855,0.9388537931099283,0.5611462068900717,3.56,3.556811447816372,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6131013290160376,2.3168555777202213,0.5539612675499526,0.9345181267677588,-0.24359453103593087,4.6586934966858315
0.14,1.8652371319812544,2.5544392926635324,0.43591650461354686,0.1954101917840742,4.761248803631252,0.9525856817606306,0.5474143182393694,3.56,3.550199762773482,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6115090791160045,2.3357860672945403,0.5527723072102522,0.9674305660701166,-0.24426722658593286,4.642806512811604
0.15,1.8589606321206242,2.5632069622565252,0.4341967680703764,0.20214643179484004,4.746946539751753,0.9656567723008025,0.5343432276991975,3.56,3.543923262912852,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6099840775694834,2.3534574315127172,0.5517266330571188,0.9984599805425957,-0.2447024995221744,4.627045360715844
0.16,1.853000508349923,2.5717738872048033,0.43270011838915207,0.20855185751869537,4.732949259351947,0.9780985992511022,0.5219014007488978,3.56,3.5379631391421498,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6085237886907264,2.3699782556006257,0.5508130902872662,1.0277405142968081,-0.2449209286224689,4.611426114000128
0.17,1.8473392586614417,2.580152362695555,0.4314071149225356,0.21464714179944033,4.719249045946297,0.9899405557288351,0.5100594442711649,3.56,3.5323018894536684,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6071257526225415,2.3854450165352663,0.5500212033433161,1.0553955666183545,-0.24494162538375233,4.595965129466163
0.18,1.8419605908888068,2.588353716616272,0.43029992771664466,0.2204514674252148,4.705838349429459,1.001210095450343,0.4987899045496571,3.56,3.5269232216810336,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6057875903455068,2.399943692758414,0.549341157518807,1.0815385796582873,-0.24478231816180235,4.580678959359118
0.19,1.8368493209466916,2.5963884181263635,0.42936218283683375,0.22598264826994033,4.692709905960119,1.0119329413289067,0.48806705867109357,3.56,3.5218119517389184,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6045070040927498,2.4135511695249665,0.5487637647647403,1.1062738669921257,-0.24445945496194257,4.5655842214511875
0.2,1.8319912255367332,2.6042662248842907,0.42857874712447386,0.23125730540141703,4.679856635460982,1.0221333744709171,0.47786662552908316,3.56,3.5169538563289597,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6032817630544531,2.4263365683225486,0.5482803819534798,1.1296976696982164,-0.24398838264432254,4.5506973188347
0.21,1.8273731722010635,2.6119960500739756,0.42793592044840745,0.2362907119865557,4.6672717359431495,1.0318339755613315,0.4681660244386688,3.56,3.51233580299329,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6021097563755373,2.4383617045408887,0.5478830721943276,1.1518977939069754,-0.24338309137068118,4.536034888219022
0.22,1.8229826824250879,2.6195863819765197,0.42742080550196815,0.24109731992757105,4.654948401709413,1.041056464449899,0.4589435355501011,3.56,3.5079453132173146,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.6009889004858517,2.449682871943184,0.5475642512484641,1.1729561180032553,-0.24265686231542918,4.521612699747132
0.23,1.8188084168165197,2.6270448115715377,0.4270220113685761,0.24569017636903756,4.642880145317678,1.0498207601556786,0.4501792398443216,3.56,3.503771047608746,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.5999172784382385,2.4603502096621117,0.5473171521779033,1.1929464114374004,-0.24182146473607316,4.507447074823106
0.24,1.8148394400702808,2.6343787185311975,0.42672860174729527,0.25008181514409933,4.631060352487763,1.05814637036463,0.44185362963537017,3.56,3.4998020708625077,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.5988929662507696,2.4704099788594727,0.5471351987775992,1.2119382906826206,-0.2408882806940853,4.493552887845675
0.25,1.8110657863487383,2.641594741959212,0.42653090659523996,0.254283570669695,4.619482628731437,1.0660513177624902,0.4339486822375101,3.56,3.4960284171409626,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.5979141902616525,2.47990363112054,0.5470125283679963,1.2299946035623908,-0.239867388618978,4.479945213431308
0.26,1.8074778834952419,2.648699311747755,0.4264197140064155,0.2583062721288781,4.608140498287266,1.0735531752547536,0.42644682474524676,3.56,3.492440514287466,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.596979189733436,2.488869478274311,0.5469435072591837,1.2471744740002046,-0.23876843558725835,4.466637746377917
0.27,1.8040668099887442,2.6556984023477614,0.42638662769470626,0.2621599392429847,4.597027529629126,1.080668619523486,0.4193313804765142,3.56,3.4890294407809677,0.2,1.4,5.8801285588795,16.0,1.0,1.0,1.596086292776242,2.4973424400600455,0.5469229658485723,1.2635322459657168,-0.2376002229223246,4.453643500853676
