data_generator_IK,data_generator_T
0.0,0.0
0.0,0.050000001
0.0,0.1
0.0,0.15000001
0.0,0.2
0.0,0.25
0.0,0.30000001
0.0,0.34999999
0.0,0.40000001
0.0,0.44999999
0.0,0.5
0.0,0.55000001
0.0,0.60000002
0.0,0.64999998
0.0,0.69999999
0.0,0.75
0.0,0.80000001
0.0,0.85000002
0.0,0.89999998
0.0,0.94999999
0.0,1.0
0.0,1.05
0.0,1.1
0.0,1.15
0.0,1.2
0.0,1.25
0.0,1.3
0.0,1.35
0.0,1.4
0.0,1.45
0.0,1.5
0.0,1.55
0.0,1.6
0.0,1.65
0.0,1.7
0.0,1.75
0.0,1.8
0.0,1.85
0.0,1.9
0.0,1.95
0.0,2.0
0.0,2.05
0.0,2.0999999
0.0,2.1500001
0.0,2.2
0.0,2.25
0.0,2.3
0.0,2.3499999
0.0,2.4000001
0.0,2.45
0.0,2.5
0.0,2.55
0.0,2.5999999
0.0,2.6500001
0.0,2.7
0.0,2.75
0.0,2.8
0.0,2.8499999
0.0,2.9000001
0.0,2.95
0.0,3.0
0.0,3.05
0.0,3.0999999
0.0,3.1500001
0.0,3.2
0.0,3.25
0.0,3.3
0.0,3.3499999
0.0,3.4000001
0.0,3.45
0.0,3.5
0.0,3.55
0.0,3.5999999
0.0,3.6500001
0.0,3.7
0.0,3.75
0.0,3.8
0.0,3.8499999
0.0,3.9000001
0.0,3.95
0.0,4.0
0.0,4.0500002
0.0,4.0999999
0.0,4.1500001
0.0,4.1999998
0.0,4.25
0.0,4.3000002
0.0,4.3499999
0.0,4.4000001
0.0,4.4499998
0.0,4.5
0.0,4.5500002
0.0,4.5999999
0.0,4.6500001
0.0,4.6999998
0.0,4.75
0.0,4.8000002
0.0,4.8499999
0.0,4.9000001
0.0,4.9499998
0.0,5.0
0.00093812885,5.0500002
0.0020572862,5.0999999
0.0052589797,5.1500001
0.011703155,5.1999998
0.022357207,5.25
0.037885223,5.3000002
0.05862866,5.3499999
0.084642775,5.4000001
0.11575776,5.4499998
0.15164423,5.5
0.19187227,5.5500002
0.23595941,5.5999999
0.28340694,5.6500001
0.33372539,5.6999998
0.38645142,5.75
0.44115767,5.8000002
0.49745786,5.8499999
0.55500817,5.9000001
0.61350632,5.9499998
0.67268944,6.0
0.73233074,6.0500002
0.79223591,6.0999999
0.85223985,6.1500001
0.91220284,6.1999998
0.97200739,6.25
1.0315553,6.3000002
1.0907648,6.3499999
1.1495682,6.4000001
1.2079102,6.4499998
1.2657454,6.5
1.3230373,6.5500002
1.3797566,6.5999999
1.4358801,6.6500001
1.4913901,6.6999998
1.5462731,6.75
1.6005191,6.8000002
1.6541213,6.8499999
1.7070755,6.9000001
1.7593795,6.9499998
1.811033,7.0
1.8620369,7.0500002
1.9123938,7.0999999
1.9621068,7.1500001
2.0111802,7.1999998
2.0596185,7.25
2.1074271,7.3000002
2.1546121,7.3499999
2.201179,7.4000001
2.2471349,7.4499998
2.2924857,7.5
2.3372388,7.5500002
2.3814006,7.5999999
2.4249783,7.6500001
2.467979,7.6999998
2.5104096,7.75
2.5522771,7.8000002
2.5935888,7.8499999
2.6343515,7.9000001
2.6745725,7.9499998
2.7142584,8.0
2.7534163,8.0500002
2.792053,8.1000004
2.8301754,8.1499996
2.8677902,8.1999998
2.9049039,8.25
2.9415233,8.3000002
2.9776549,8.3500004
3.0133049,8.3999996
3.04848,8.4499998
3.0831861,8.5
3.11743,8.5500002
3.151217,8.6000004
3.1845539,8.6499996
3.2174463,8.6999998
3.2499003,8.75
3.2819216,8.8000002
3.3135161,8.8500004
3.3446894,8.8999996
3.375447,8.9499998
3.4057946,9.0
3.4357374,9.0500002
3.4652812,9.1000004
3.494431,9.1499996
3.5231922,9.1999998
3.5515697,9.25
3.5795691,9.3000002
3.6071951,9.3500004
3.6344528,9.3999996
3.6613469,9.4499998
3.6878827,9.5
3.7140644,9.5500002
3.739897,9.6000004
3.7653854,9.6499996
3.7905338,9.6999998
3.8153467,9.75
3.839829,9.8000002
3.8639848,9.8500004
3.8878186,9.8999996
3.9113345,9.9499998
3.9345369,10.0
3.9574299,10.05
3.9800177,10.1
4.0023041,10.15
4.0242934,10.2
4.04599,10.25
4.0673966,10.3
4.0885181,10.35
4.1093578,10.4
4.12992,10.45
4.150208,10.5
4.1702251,10.55
4.1899757,10.6
4.2094626,10.65
4.2286897,10.7
4.2476606,10.75
4.2663784,10.8
4.2848468,10.85
4.3030686,10.9
4.3210478,10.95
4.3387871,11.0
4.3562903,11.05
4.3735595,11.1
4.3905988,11.15
4.4074106,11.2
4.4239984,11.25
4.4403653,11.3
4.4565134,11.35
4.4724469,11.4
4.4881673,11.45
4.5036783,11.5
4.5189824,11.55
4.5340829,11.6
4.5489817,11.65
4.5636816,11.7
4.578186,11.75
4.5924964,11.8
4.6066165,11.85
4.6205482,11.9
4.634294,11.95
4.6478567,12.0
4.6612382,12.05
4.6744418,12.1
4.687469,12.15
4.7003226,12.2
4.7130046,12.25
4.7255177,12.3
4.737864,12.35
4.7500458,12.4
4.7620649,12.45
4.7739239,12.5
4.7856245,12.55
4.7971697,12.6
4.8085604,12.65
4.8197994,12.7
4.8308883,12.75
4.8418298,12.8
4.8526249,12.85
4.8632765,12.9
4.873786,12.95
4.8841553,13.0
4.8943863,13.05
4.9044809,13.1
4.9144406,13.15
4.9242678,13.2
4.9339643,13.25
4.943531,13.3
4.95297,13.35
4.9622836,13.4
4.9714727,13.45
4.9805398,13.5
4.9894857,13.55
4.998312,13.6
5.007021,13.65
5.0156136,13.7
5.0240917,13.75
5.0324569,13.8
5.0407104,13.85
5.0488539,13.9
5.0568891,13.95
5.064817,14.0
5.072639,14.05
5.0803566,14.1
5.0879717,14.15
5.0954852,14.2
5.1028981,14.25
5.1102123,14.3
5.1174293,14.35
5.1245499,14.4
5.1315756,14.45
5.1385074,14.5
5.1453471,14.55
5.1520953,14.6
5.1587534,14.65
5.1653233,14.7
5.1718054,14.75
5.1782007,14.8
5.1845112,14.85
5.1907372,14.9
5.1968803,14.95
5.2029414,15.0
5.2089219,15.05
5.2148223,15.1
5.2206445,15.15
5.2263885,15.2
5.2320561,15.25
5.2376485,15.3
5.243166,15.35
5.24861,15.4
5.2539816,15.45
5.2592812,15.5
5.2645106,15.55
5.26967,15.6
5.2747607,15.65
5.2797832,15.7
5.284739,15.75
5.289629,15.8
5.2944531,15.85
5.2992134,15.9
5.3039103,15.95
5.3085442,16.0
5.3131166,16.049999
5.3176279,16.1
5.3220792,16.15
5.3264709,16.200001
5.3308039,16.25
5.3350797,16.299999
5.3392978,16.35
5.3434601,16.4
5.3475671,16.450001
5.3516188,16.5
5.3556166,16.549999
5.3595614,16.6
5.3634534,16.65
5.3672934,16.700001
5.3710823,16.75
5.3748207,16.799999
5.3785095,16.85
5.3821487,16.9
5.3857398,16.950001
5.3892827,17.0
5.3927784,17.049999
5.3962274,17.1
5.3996305,17.15
5.4029884,17.200001
5.4063015,17.25
5.4095702,17.299999
5.4127955,17.35
5.4159775,17.4
5.4191175,17.450001
5.4222155,17.5
5.425272,17.549999
5.4282875,17.6
5.4312634,17.65
5.4341993,17.700001
5.4370961,17.75
5.4399543,17.799999
5.4427743,17.85
5.4455571,17.9
5.4483023,17.950001
5.4510112,18.0
5.4536839,18.049999
5.4563208,18.1
5.4589224,18.15
5.4614897,18.200001
5.4640226,18.25
5.4665217,18.299999
5.4689875,18.35
5.4714208,18.4
5.4738212,18.450001
5.4761896,18.5
5.4785266,18.549999
5.4808321,18.6
5.4831071,18.65
5.485352,18.700001
5.4875669,18.75
5.4897518,18.799999
5.4919081,18.85
5.4940352,18.9
5.4961343,18.950001
5.4982052,19.0
5.5002489,19.049999
5.502265,19.1
5.5042539,19.15
5.506217,19.200001
5.5081534,19.25
5.5100641,19.299999
5.5119491,19.35
5.5138092,19.4
5.5156446,19.450001
5.5174556,19.5
5.5192423,19.549999
5.5210052,19.6
5.5227447,19.65
5.5244608,19.700001
5.526154,19.75
5.5278244,19.799999
5.5294728,19.85
5.5310993,19.9
5.5327044,19.950001
5.5342875,20.0
5.53585,20.049999
5.5373912,20.1
5.5389123,20.15
5.5404129,20.200001
5.5418935,20.25
5.543354,20.299999
5.5447955,20.35
5.5462174,20.4
5.5476208,20.450001
5.5490055,20.5
5.5503712,20.549999
5.5517192,20.6
5.5530491,20.65
5.5543609,20.700001
5.5556555,20.75
5.5569329,20.799999
5.5581932,20.85
5.5594368,20.9
5.5606637,20.950001
5.5618744,21.0
5.5630689,21.049999
5.5642471,21.1
5.5654101,21.15
5.5665574,21.200001
5.5676889,21.25
5.5688062,21.299999
5.5699081,21.35
5.5709953,21.4
5.5720682,21.450001
5.5731268,21.5
5.5741711,21.549999
5.5752015,21.6
5.5762181,21.65
5.5772214,21.700001
5.5782113,21.75
5.5791879,21.799999
5.5801511,21.85
5.5811019,21.9
5.5820398,21.950001
5.5829654,22.0
5.5838785,22.049999
5.5847797,22.1
5.5856686,22.15
5.5865459,22.200001
5.5874114,22.25
5.5882654,22.299999
5.589108,22.35
5.5899391,22.4
5.5907593,22.450001
5.5915685,22.5
5.5923672,22.549999
5.5931549,22.6
5.5939322,22.65
5.5946989,22.700001
5.5954556,22.75
5.5962024,22.799999
5.5969391,22.85
5.5976663,22.9
5.5983834,22.950001
5.5990911,23.0
5.5997891,23.049999
5.6004777,23.1
5.6011577,23.15
5.6018281,23.200001
5.6024899,23.25
5.6031427,23.299999
5.6037869,23.35
5.6044226,23.4
5.6050496,23.450001
5.6056681,23.5
5.6062789,23.549999
5.6068811,23.6
5.6074753,23.65
5.6080618,23.700001
5.6086402,23.75
5.609211,23.799999
5.6097741,23.85
5.6103301,23.9
5.6108785,23.950001
5.6114192,24.0
5.6119533,24.049999
5.6124797,24.1
5.6129994,24.15
5.613512,24.200001
5.614018,24.25
5.6145172,24.299999
5.6150098,24.35
5.6154957,24.4
5.6159749,24.450001
5.6164479,24.5
5.6169147,24.549999
5.6173754,24.6
5.6178298,24.65
5.618278,24.700001
5.6187205,24.75
5.6191568,24.799999
5.6195874,24.85
5.6200123,24.9
5.6204314,24.950001
5.6208453,25.0
5.621253,25.049999
5.6216559,25.1
5.6220531,25.15
5.6224451,25.200001
5.6228318,25.25
5.6232138,25.299999
5.62359,25.35
5.6239614,25.4
5.6243281,25.450001
5.6246901,25.5
5.6250467,25.549999
5.6253986,25.6
5.6257463,25.65
5.6260891,25.700001
5.6264272,25.75
5.626761,25.799999
5.62709,25.85
5.6274147,25.9
5.6277351,25.950001
5.6280518,26.0
5.6283636,26.049999
5.6286716,26.1
5.6289754,26.15
5.6292748,26.200001
5.6295705,26.25
5.6298623,26.299999
5.6301503,26.35
5.6304345,26.4
5.6307144,26.450001
5.630991,26.5
5.6312637,26.549999
5.6315331,26.6
5.6317987,26.65
5.6320605,26.700001
5.6323195,26.75
5.6325746,26.799999
5.6328259,26.85
5.6330743,26.9
5.6333194,26.950001
5.6335611,27.0
5.6338,27.049999
5.6340351,27.1
5.6342673,27.15
5.6344967,27.200001
5.6347227,27.25
5.6349459,27.299999
5.6351657,27.35
5.6353831,27.4
5.6355972,27.450001
5.6358085,27.5
