data_set_value_component_environment_variable_time,data_set_value_component_parameters_variable_k0_12,data_set_value_component_parameters_variable_k0_21,data_set_value_component_parameters_variable_k0_23,data_set_value_component_parameters_variable_k0_32,data_set_value_component_parameters_variable_k0_34,data_set_value_component_parameters_variable_k0_43,data_set_value_component_parameters_variable_k0_45,data_set_value_component_parameters_variable_k0_54,data_set_value_component_parameters_variable_k0_25,data_set_value_component_parameters_variable_k0_52,data_set_value_component_parameters_variable_k0_56,data_set_value_component_parameters_variable_k0_65,data_set_value_component_parameters_variable_k0_61,data_set_value_component_parameters_variable_k0_16,data_set_value_component_parameters_variable_delta,data_set_value_component_parameters_variable_alpha_p,data_set_value_component_parameters_variable_alpha_pp,data_set_value_component_parameters_variable_N_C,data_set_value_component_parameters_variable_N_Avo,data_set_value_component_parameters_variable_area,data_set_value_component_parameters_variable_C_T,data_set_value_component_parameters_variable_n,data_set_value_component_parameters_variable_z_c,data_set_value_component_parameters_variable_z_Na,data_set_value_component_parameters_variable_F,data_set_value_component_parameters_variable_R,data_set_value_component_parameters_variable_T,data_set_value_component_parameters_variable_mu,data_set_value_component_ion_concentrations_variable_V,data_set_value_component_ion_concentrations_variable_Na_i,data_set_value_component_ion_concentrations_variable_Na_o,data_set_value_component_ion_concentrations_variable_glucose_i,data_set_value_component_ion_concentrations_variable_glucose_o,data_set_value_component_rate_constants_variable_k_12,data_set_value_component_rate_constants_variable_k_21,data_set_value_component_rate_constants_variable_k_23,data_set_value_component_rate_constants_variable_k_32,data_set_value_component_rate_constants_variable_k_34,data_set_value_component_rate_constants_variable_k_43,data_set_value_component_rate_constants_variable_k_45,data_set_value_component_rate_constants_variable_k_54,data_set_value_component_rate_constants_variable_k_25,data_set_value_component_rate_constants_variable_k_52,data_set_value_component_rate_constants_variable_k_56,data_set_value_component_rate_constants_variable_k_65,data_set_value_component_rate_constants_variable_k_61,data_set_value_component_rate_constants_variable_k_16,data_set_value_component_rate_constants_variable_ks_12,data_set_value_component_rate_constants_variable_k0_54_temp,data_set_value_component_rate_constants_variable_k_52_temp,data_set_value_component_kinetic_equations_variable_C_1,data_set_value_component_kinetic_equations_variable_C_2,data_set_value_component_kinetic_equations_variable_C_3,data_set_value_component_kinetic_equations_variable_C_4,data_set_value_component_kinetic_equations_variable_C_5,data_set_value_component_kinetic_equations_variable_C_6,data_set_value_component_kinetic_equations_variable_C_6_temp,data_set_value_component_king_altman_states_variable_C1_sum,data_set_value_component_king_altman_states_variable_C2_sum,data_set_value_component_king_altman_states_variable_C3_sum,data_set_value_component_king_altman_states_variable_C4_sum,data_set_value_component_king_altman_states_variable_C5_sum,data_set_value_component_king_altman_states_variable_C6_sum,data_set_value_component_king_altman_states_variable_C_sum,data_set_value_component_king_altman_states_variable_C1,data_set_value_component_king_altman_states_variable_C2,data_set_value_component_king_altman_states_variable_C3,data_set_value_component_king_altman_states_variable_C4,data_set_value_component_king_altman_states_variable_C5,data_set_value_component_king_altman_states_variable_C6,data_set_value_component_NBC_current_variable_I_NaGl_pSS,data_set_value_component_NBC_current_variable_I_NaGl_SS,data_set_value_component_NBC_current_variable_J_Na,data_set_value_component_phenomonological_constants_variable_epsilon,data_set_value_component_phenomonological_constants_variable_lambda,data_set_value_component_phenomonological_constants_variable_chi,data_set_value_component_phenomonological_constants_variable_alpha,data_set_value_component_phenomonological_constants_variable_beta,data_set_value_component_phenomonological_constants_variable_gamma,data_set_value_component_phenomonological_constants_variable_phi,data_set_value_component_phenomonological_constants_variable_Imax_Na,data_set_value_component_phenomonological_constants_variable_Imax_gluc,data_set_value_component_phenomonological_constants_variable_Khalf_Na,data_set_value_component_phenomonological_constants_variable_Khalf_gluc
0.0,20000.0,400.0,10000.0,20.0,50.0,50.0,800.0,6700000.0,0.01,0.17,48.0,50.0,35.0,100.0,0.7,0.30000000000000004,0.0,84000000000.0,6.022e+23,1000000.0,1.3948854201262039e-07,1.0,-1.0,1.0,96485.34,8.314,310.0,-5.615402314013672,-0.15,0.01,0.1,0.0,0.001,4643.4495506343,172.28570942279734,10.0,20.0,50.0,50.0,800.0,0.0,0.01,0.168,48.0,0.5,249.8195535361937,14.010112300888897,46434.495506343,6720000.0,0.17,3.923e-09,1.016e-07,1.515e-08,8.912e-10,1.485e-08,3.074342012620382e-09,3.06798e-09,122974717208.9235,3184957708977.222,474949833794.849,27938225517.344063,465672622363.76746,96177766105.86229,4372670873967.9683,3.9229030728125845e-09,1.0160039939021095e-07,1.515093675117181e-08,8.912315735983421e-10,1.485499298276052e-08,3.068078242066161e-09,-0.0687704768090838,-0.06864986204851846,7.115056240514718e-07,-21.071783861386873,1.0569807674457736e+16,0.0030140068032831323,1.1814267974316411e-05,0.00047951129805558034,1.0933971276671187e-09,-3.002729200247629e-05,-0.14150490364983132,-0.5644866182494414,0.0030627200886447618,0.003117202146550357
0.1,20000.0,400.0,10000.0,20.0,50.0,50.0,800.0,6700000.0,0.01,0.17,48.0,50.0,35.0,100.0,0.7,0.30000000000000004,0.0,84000000000.0,6.022e+23,1000000.0,1.3948854201262039e-07,1.0,-1.0,1.0,96485.34,8.314,310.0,-5.615027953859404,-0.14998999999999998,0.01,0.1,0.0,0.001,4643.188809581682,172.29538423014813,10.0,20.0,50.0,50.0,800.0,0.0,0.01,0.168,48.0,0.5,249.78682281021915,14.011948110886536,46431.88809581682,6720000.0,0.17,3.923373360712757e-09,1.0160111258908197e-07,1.515076257022243e-08,8.912206991596236e-10,1.485332244683365e-08,3.068750346609964e-09,3.068219803964348e-09,122965240594.05301,3184361607072.8755,474860941405.6042,27932996553.270836,465585614370.49365,96174028621.08421,4371880428617.382,3.923309982684036e-09,1.0159974982482169e-07,1.5150839886157617e-08,8.912258756563304e-10,1.485490273372571e-08,3.0685137095749995e-09,-0.06865507691669302,-0.06864942307038034,7.115010743640467e-07,-21.071548532702423,1.0567947424530756e+16,0.0030139731616677635,1.1815628959787589e-05,0.0004795396097994119,1.0937943130319056e-09,-3.002695665910095e-05,-0.14150450928696873,-0.5644801550381107,0.003063091872910901,0.0031171813320690954
0.2,20000.0,400.0,10000.0,20.0,50.0,50.0,800.0,6700000.0,0.01,0.17,48.0,50.0,35.0,100.0,0.7,0.30000000000000004,0.0,84000000000.0,6.022e+23,1000000.0,1.3948854201262039e-07,1.0,-1.0,1.0,96485.34,8.314,310.0,-5.614653593705136,-0.14997999999999997,0.01,0.1,0.0,0.001,4642.928083170311,172.3050595807935,10.0,20.0,50.0,50.0,800.0,0.0,0.01,0.168,48.0,0.5,249.75409637254145,14.013784161438874,46429.28083170311,6720000.0,0.17,3.923758078573232e-09,1.0160000778855305e-07,1.515070215079926e-08,8.912173855654992e-10,1.4853776058570972e-08,3.0690805505583776e-09,3.06874831593213e-09,122955764724.0309,3183765616736.323,474772065653.6623,27927768567.86249,465498622659.9546,96170291654.67734,4371090129996.5107,3.923716931779566e-09,1.0159910017431176e-07,1.515074300845e-08,8.912201769676473e-10,1.4854812473009298e-08,3.0689492481021263e-09,-0.06865216305455722,-0.06864898403471512,7.114965240803952e-07,-21.071313178439024,1.0566087516145668e+16,0.0030139395163957332,1.1816990127418358e-05,0.0004795679242446735,1.0941916412127557e-09,-3.0026621279275608e-05,-0.14150411487462947,-0.5644736911300187,0.0030634637122545815,0.0031171605156894507
0.30000000000000004,20000.0,400.0,10000.0,20.0,50.0,50.0,800.0,6700000.0,0.01,0.17,48.0,50.0,35.0,100.0,0.7,0.30000000000000004,0.0,84000000000.0,6.022e+23,1000000.0,1.3948854201262039e-07,1.0,-1.0,1.0,96485.34,8.314,310.0,-5.614279233550868,-0.14996999999999996,0.01,0.1,0.0,0.001,4642.667371399366,172.31473547476406,10.0,20.0,50.0,50.0,800.0,0.0,0.01,0.168,48.0,0.5,249.72137422259888,14.015620452577432,46426.67371399366,6720000.0,0.17,3.924142796433708e-09,1.015989029880241e-07,1.515064173137609e-08,8.912140719713749e-10,1.4854229670308293e-08,3.0694107545068178e-09,3.0692768278999126e-09,122946289598.79688,3183169737946.6895,474683206535.90985,27922541560.93587,465411647229.1043,96166555206.67009,4370299978078.1064,3.924123920102007e-09,1.0159845043866762e-07,1.5150646118046926e-08,8.912144775321721e-10,1.4854722200609436e-08,3.0693848576622446e-09,-0.06864924333950004,-0.06864854494151358,7.114919732004221e-07,-21.071077798594512,1.0564227949238924e+16,0.003013905867466734,1.1818351477243473e-05,0.0004795962413919677,1.0945891122603248e-09,-3.002628586299718e-05,-0.14150372041280757,-0.564467226525105,0.003063835606687247,0.0031171396974114473
0.4,20000.0,400.0,10000.0,20.0,50.0,50.0,800.0,6700000.0,0.01,0.17,48.0,50.0,35.0,100.0,0.7,0.30000000000000004,0.0,84000000000.0,6.022e+23,1000000.0,1.3948854201262039e-07,1.0,-1.0,1.0,96485.34,8.314,310.0,-5.613904873396602,-0.14995999999999998,0.01,0.1,0.0,0.001,4642.406674268027,172.32441191209017,10.0,20.0,50.0,50.0,800.0,0.0,0.01,0.168,48.0,0.5,249.68865635982976,14.017456984333728,46424.06674268027,6720000.0,0.17,3.924532634445137e-09,1.0159789926767017e-07,1.5150573001142668e-08,8.912102157067993e-10,1.4854561812016108e-08,3.0697650816395053e-09,3.0697850385650313e-09,122936815218.29053,3182573970683.0967,474594364049.2337,27917315532.307865,465324688074.89764,96162819277.0907,4369509972834.917,3.924530947654194e-09,1.0159780061787566e-07,1.515054921494637e-08,8.912087773497864e-10,1.485463191652431e-08,3.0698205382700613e-09,-0.06864690357621818,-0.06864810579076659,7.114874217240318e-07,-21.070842393166753,1.0562368723746996e+16,0.003013872214880458,1.1819713009297683e-05,0.00047962456124189665,1.0949867262252834e-09,-3.0025950410262617e-05,-0.1415033259014972,-0.5644607612233102,0.003064207556220342,0.003117118877235108
0.5,20000.0,400.0,10000.0,20.0,50.0,50.0,800.0,6700000.0,0.01,0.17,48.0,50.0,35.0,100.0,0.7,0.30000000000000004,0.0,84000000000.0,6.022e+23,1000000.0,1.3948854201262039e-07,1.0,-1.0,1.0,96485.34,8.314,310.0,-5.613530513242334,-0.14994999999999997,0.01,0.1,0.0,0.001,4642.145991775467,172.33408889280247,10.0,20.0,50.0,50.0,800.0,0.0,0.01,0.168,48.0,0.5,249.65594278367212,14.019293756739307,46421.45991775467,6720000.0,0.17,3.924940161174329e-09,1.0159724475160783e-07,1.5150475559338398e-08,8.912044846645973e-10,1.485447430807517e-08,3.0702027477600293e-09,3.0702231137954146e-09,122927341582.45132,3181978314924.6675,474505538190.52057,27912090481.79532,465237745194.2885,96159083865.9674,4368720114239.6904,3.924938014438965e-09,1.0159715071192236e-07,1.5150452299146317e-08,8.912030764203713e-10,1.4854541620752086e-08,3.0702562899402924e-09,-0.06864658109452393,-0.06864766658246496,7.114828696511301e-07,-21.07060696215358,1.0560509839606332e+16,0.003013838558636599,1.182107472361577e-05,0.0004796528837950641,1.0953844831583273e-09,-3.0025614921068856e-05,-0.14150293134069233,-0.5644542952245741,0.0030645795608653186,0.0031170980551604595
0.6000000000000001,20000.0,400.0,10000.0,20.0,50.0,50.0,800.0,6700000.0,0.01,0.17,48.0,50.0,35.0,100.0,0.7,0.30000000000000004,0.0,84000000000.0,6.022e+23,1000000.0,1.3948854201262039e-07,1.0,-1.0,1.0,96485.34,8.314,310.0,-5.613156153088065,-0.14993999999999996,0.01,0.1,0.0,0.001,4641.885323920867,172.3437664169314,10.0,20.0,50.0,50.0,800.0,0.0,0.01,0.168,48.0,0.5,249.62323349356438,14.021130769825696,46418.85323920867,6720000.0,0.17,3.9253476879035196e-09,1.0159659023554552e-07,1.515037811753413e-08,8.911987536223954e-10,1.4854386804134232e-08,3.0706404138805797e-09,3.0706611890257983e-09,122917868691.21901,3181382770650.5317,474416728956.6582,27906866409.21519,465150818584.2327,96155348973.32849,4367930402265.1855,3.92534512045916e-09,1.015965007207941e-07,1.5150355370644734e-08,8.911973747438079e-10,1.485445131329094e-08,3.0706921126876512e-09,-0.06864625168449044,-0.06864722731659947,7.114783169816213e-07,-21.07037150555285,1.0558651296753428e+16,0.0030138048987348475,1.1822436620232502e-05,0.00047968120905207245,1.0957823831101623e-09,-3.0025279395412816e-05,-0.14150253673038715,-0.5644478285288369,0.0030649516206336298,0.0031170772311875255
0.7000000000000001,20000.0,400.0,10000.0,20.0,50.0,50.0,800.0,6700000.0,0.01,0.17,48.0,50.0,35.0,100.0,0.7,0.30000000000000004,0.0,84000000000.0,6.022e+23,1000000.0,1.3948854201262039e-07,1.0,-1.0,1.0,96485.34,8.314,310.0,-5.612781792933799,-0.14992999999999998,0.01,0.1,0.0,0.001,4641.624670703407,172.3534444845075,10.0,20.0,50.0,50.0,800.0,0.0,0.01,0.168,48.0,0.5,249.59052848894532,14.022968023624419,46416.246707034064,6720000.0,0.17,3.925755214632711e-09,1.0159593571948319e-07,1.515028067572986e-08,8.911930225801935e-10,1.4854299300193292e-08,3.07107808000113e-09,3.0710992642561816e-09,122908396544.53328,3180787337839.8306,474327936344.5362,27901643314.38448,465063908241.687,96151614599.2024,4367140836884.174,3.925752265717608e-09,1.015958506444773e-07,1.51502584294396e-08,8.911916723199764e-10,1.4854360994139038e-08,3.0711280065268576e-09,-0.06864591534671904,-0.06864678799316103,7.114737637154107e-07,-21.070136023362426,1.0556793095124788e+16,0.003013771235174899,1.1823798699182675e-05,0.000479709537013525,1.0961804261315134e-09,-3.0024943833291453e-05,-0.14150214207057576,-0.5644413611360392,0.003065323735536731,0.003117056405316332
0.8,20000.0,400.0,10000.0,20.0,50.0,50.0,800.0,6700000.0,0.01,0.17,48.0,50.0,35.0,100.0,0.7,0.30000000000000004,0.0,84000000000.0,6.022e+23,1000000.0,1.3948854201262039e-07,1.0,-1.0,1.0,96485.34,8.314,310.0,-5.6124074327795315,-0.14991999999999997,0.01,0.1,0.0,0.001,4641.364032122262,172.36312309556126,10.0,20.0,50.0,50.0,800.0,0.0,0.01,0.168,48.0,0.5,249.55782776925318,14.024805518167033,46413.640321222614,6720000.0,0.17,3.926162741361903e-09,1.0159528120342086e-07,1.515018323392559e-08,8.911872915379915e-10,1.4854211796252354e-08,3.071515746121707e-09,3.071537339486565e-09,122898925142.33363,3180192016471.697,474239160351.0425,27896421197.120148,464977014163.6074,96147880743.61732,4366351418069.4175,3.926159450217148e-09,1.015952004829584e-07,1.5150161475528884e-08,8.91185969148758e-10,1.4854270663294557e-08,3.071563971472637e-09,-0.06864557208181071,-0.0686463486121404,7.114692098524024e-07,-21.06990051558013,1.0554935234656912e+16,0.0030137375679564434,1.1825160960501083e-05,0.00047973786768002515,1.0965786122731262e-09,-3.0024608234701685e-05,-0.14150174736125204,-0.5644348930461203,0.003065695905586082,0.003117035577546903
0.9,20000.0,400.0,10000.0,20.0,50.0,50.0,800.0,6700000.0,0.01,0.17,48.0,50.0,35.0,100.0,0.7,0.30000000000000004,0.0,84000000000.0,6.022e+23,1000000.0,1.3948854201262039e-07,1.0,-1.0,1.0,96485.34,8.314,310.0,-5.6120330726252625,-0.14990999999999996,0.01,0.1,0.0,0.001,4641.103408176609,172.37280225012333,10.0,20.0,50.0,50.0,800.0,0.0,0.01,0.168,48.0,0.5,249.5251313339265,14.026643253485085,46411.03408176609,6720000.0,0.17,3.926570268091095e-09,1.0159462668735853e-07,1.515008579212132e-08,8.911815604957896e-10,1.4854124292311416e-08,3.071953412242231e-09,3.0719754147169482e-09,122889454484.55974,3179596806525.271,474150400973.0669,27891200057.239223,464890136346.95087,96144147406.60162,4365562145793.6895,3.926566673960619e-09,1.0159455023622379e-07,1.515006450891057e-08,8.911802652300333e-10,1.4854180320755659e-08,3.072000007539717e-09,-0.0686452218903647,-0.06864590917352839,7.114646553925021e-07,-21.06966498220384,1.0553077715286308e+16,0.0030137038970791752,1.1826523404222553e-05,0.000479766201052177,1.0969769415857645e-09,-3.0024272599640468e-05,-0.14150135260241029,-0.5644284242590208,0.00306606813079315,0.0031170147478792646
