data_set_T,data_set_B10,data_set_B11,data_set_B20,data_set_B21,data_set_B30,data_set_B31,data_set_B40,data_set_B41,data_set_IK1,data_set_O0,data_set_O1
8.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
9.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
9.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
10.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
10.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
11.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
11.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
12.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
12.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
13.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
13.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
14.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
14.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
15.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
15.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
16.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
16.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
17.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
17.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
18.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
18.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
19.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
19.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
20.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
20.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
21.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
21.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
22.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
22.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
23.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
23.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
24.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
24.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
25.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
25.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
26.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
26.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
27.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
27.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
28.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
28.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
29.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
29.5,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,17.377361,0.0038234019,0.073331095
30.0,0.013724537,0.26323032,0.01847467,0.3543357,0.011052822,0.21198805,0.0024797102,0.047559701,-23.169815,0.0038234019,0.073331095
30.5,0.0022611872,0.012722738,1.2899946e-05,7.2582501e-05,3.2708211e-08,1.8403513e-07,3.1099751e-11,1.74985e-10,-900.71832,0.14863339,0.83629698
31.0,0.0036163344,0.011367585,2.0630974e-05,6.4851396e-05,5.231044e-08,1.6443262e-07,4.9737995e-11,1.5634639e-10,-1440.5267,0.23771068,0.74721968
31.5,0.0048255799,0.010158339,2.7529648e-05,5.7952722e-05,6.9802226e-08,1.4694082e-07,6.6369597e-11,1.3971478e-10,-1922.2163,0.31719741,0.66773295
32.0,0.0059046312,0.0090792878,3.368557e-05,5.17968e-05,8.5410754e-08,1.313323e-07,8.1210552e-11,1.2487383e-10,-2352.0444,0.38812613,0.59680426
32.5,0.0068675056,0.0081164129,3.9178714e-05,4.6303659e-05,9.9338777e-08,1.1740428e-07,9.4453639e-11,1.1163075e-10,-2735.5947,0.45141828,0.53351212
33.0,0.0077267112,0.0072572073,4.4080432e-05,4.1401938e-05,1.1176723e-07,1.0497583e-07,1.062709e-10,9.9813484e-11,-3077.8499,0.50789601,0.47703436
33.5,0.0084934104,0.0064905086,4.8454403e-05,3.7027967e-05,1.2285756e-07,9.3885497e-08,1.1681585e-10,8.9268537e-11,-3383.2559,0.55829304,0.42663732
34.0,0.0091775618,0.0058063571,5.2357449e-05,3.3124925e-05,1.3275384e-07,8.3989214e-08,1.2622547e-10,7.9858918e-11,-3655.78,0.60326403,0.38166633
34.5,0.009788054,0.0051958649,5.5840268e-05,2.9642102e-05,1.4158464e-07,7.5158418e-08,1.3462199e-10,7.1462392e-11,-3898.9629,0.64339322,0.34153718
35.0,0.010332817,0.0046511022,5.894811e-05,2.6534262e-05,1.4946465e-07,6.72784e-08,1.421145e-10,6.3969885e-11,-4115.9629,0.67920184,0.30572855
35.5,0.010818928,0.0041649914,6.1721345e-05,2.3761029e-05,1.5649627e-07,6.0246791e-08,1.4880032e-10,5.7284059e-11,-4309.6001,0.71115512,0.27377528
36.0,0.0112527,0.0037312184,6.4195992e-05,2.128638e-05,1.6277082e-07,5.397224e-08,1.5476631e-10,5.1318071e-11,-4482.3887,0.73966807,0.2452623
36.5,0.011639771,0.0033441477,6.6404209e-05,1.9078165e-05,1.6836981e-07,4.8373245e-08,1.6008997e-10,4.5994417e-11,-4636.5737,0.76511121,0.21981917
37.0,0.011985168,0.0029987511,6.8374677e-05,1.7107699e-05,1.7336599e-07,4.3377071e-08,1.6484045e-10,4.1243935e-11,-4774.1587,0.78781497,0.19711539
37.5,0.012293377,0.002690542,7.0132985e-05,1.5349384e-05,1.7782425e-07,3.8918813e-08,1.6907946e-10,3.700492e-11,-4896.9307,0.80807436,0.17685604
38.0,0.012568402,0.0024155166,7.1701994e-05,1.3780379e-05,1.8180251e-07,3.4940555e-08,1.7286209e-10,3.32223e-11,-5006.4839,0.82615244,0.15877794
38.5,0.012813817,0.002170102,7.310207e-05,1.2380303e-05,1.8535243e-07,3.139062e-08,1.7623744e-10,2.9846937e-11,-5104.2422,0.84228414,0.14264621
39.0,0.013032809,0.00195111,7.4351403e-05,1.1130966e-05,1.8852016e-07,2.8222892e-08,1.7924939e-10,2.6834987e-11,-5191.4751,0.85667908,0.12825133
39.5,0.013228223,0.0017556959,7.5466232e-05,1.0016141e-05,1.9134684e-07,2.5396218e-08,1.8193706e-10,2.4147321e-11,-5269.3159,0.86952412,0.11540627
40.0,0.013402598,0.0015813212,7.646103e-05,9.0213443e-06,1.9386917e-07,2.2873882e-08,1.8433537e-10,2.1749024e-11,-5338.7764,0.88098621,0.10394419
40.5,0.013558198,0.0014257208,7.7348719e-05,8.133653e-06,1.9611994e-07,2.0623114e-08,1.8647545e-10,1.9608941e-11,-5400.7578,0.89121419,0.093716182
41.0,0.013697046,0.0012868731,7.8140838e-05,7.3415354e-06,1.9812838e-07,1.8614678e-08,1.8838511e-10,1.7699273e-11,-5456.0664,0.90034097,0.084589384
41.5,0.013820944,0.0011629746,7.8847668e-05,6.6347015e-06,1.9992058e-07,1.6822479e-08,1.9008918e-10,1.5995209e-11,-5505.4199,0.90848517,0.076445222
42.0,0.013931504,0.0010524158,7.9478399e-05,6.0039697e-06,2.0151981e-07,1.5223241e-08,1.9160977e-10,1.4474615e-11,-5549.46,0.91575247,0.069177911
42.5,0.014030159,0.00095376029,8.0041224e-05,5.4411462e-06,2.0294686e-07,1.3796185e-08,1.9296664e-10,1.3117737e-11,-5588.7583,0.92223734,0.062693045
43.0,0.014118193,0.00086572662,8.0543454e-05,4.9389191e-06,2.0422029e-07,1.2522774e-08,1.9417744e-10,1.1906948e-11,-5623.8257,0.92802399,0.056906372
43.5,0.014196748,0.00078717113,8.0991609e-05,4.4907647e-06,2.0535659e-07,1.1386466e-08,1.9525787e-10,1.0826519e-11,-5655.1172,0.93318766,0.051742725
44.0,0.014266846,0.00071707345,8.139151e-05,4.0908612e-06,2.0637056e-07,1.0372499e-08,1.9622197e-10,9.8624156e-12,-5683.04,0.93779534,0.047135025
44.5,0.014329396,0.0006545228,8.174836e-05,3.7340139e-06,2.0727535e-07,9.4677013e-09,1.9708227e-10,9.0021133e-12,-5707.9561,0.94190699,0.043023419
45.0,0.014385212,0.00059870677,8.2066785e-05,3.4155867e-06,2.0808274e-07,8.6603196e-09,1.9784994e-10,8.2344357e-12,-5730.1899,0.94557589,0.039354488
45.5,0.014435018,0.00054890016,8.2350925e-05,3.131443e-06,2.0880319e-07,7.9398657e-09,1.9853498e-10,7.5494107e-12,-5750.0298,0.9488498,0.03608058
46.0,0.014479463,0.00050445605,8.2604478e-05,2.877892e-06,2.0944607e-07,7.2969795e-09,1.9914624e-10,6.9381393e-12,-5767.7334,0.9517712,0.033159155
46.5,0.014519121,0.00046479705,8.2830731e-05,2.6516398e-06,2.1001975e-07,6.7233104e-09,1.9969171e-10,6.3926811e-12,-5783.5312,0.95437813,0.030552272
47.0,0.014554511,0.00042940798,8.3032624e-05,2.4497472e-06,2.1053165e-07,6.2114056e-09,2.0017843e-10,5.9059502e-12,-5797.6284,0.95670432,0.028226057
47.5,0.01458609,0.00039782908,8.3212777e-05,2.2695913e-06,2.1098845e-07,5.7546155e-09,2.0061276e-10,5.4716232e-12,-5810.2075,0.95878011,0.026150297
48.0,0.014614269,0.00036965014,8.3373539e-05,2.1088322e-06,2.1139606e-07,5.3470055e-09,2.0100033e-10,5.0840586e-12,-5821.4321,0.96063238,0.024298025
48.5,0.014639414,0.0003445051,8.3516992e-05,1.9653812e-06,2.1175977e-07,4.9832818e-09,2.0134616e-10,4.7382211e-12,-5831.4482,0.96228522,0.022645181
49.0,0.014661851,0.00032206732,8.3644998e-05,1.8373751e-06,2.1208433e-07,4.6587183e-09,2.0165476e-10,4.4296186e-12,-5840.3862,0.96376008,0.02117029
49.5,0.014681874,0.00030204534,8.3759223e-05,1.7231508e-06,2.1237396e-07,4.3690993e-09,2.0193014e-10,4.1542421e-12,-5848.3618,0.96507621,0.019854194
50.0,0.01469974,0.00028417903,8.3861145e-05,1.6212246e-06,2.1263239e-07,4.1106625e-09,2.0217587e-10,3.9085141e-12,-5855.4785,0.9662506,0.018679796
50.5,0.014715683,0.0002682363,8.3952102e-05,1.5302722e-06,2.12863e-07,3.8800501e-09,2.0239514e-10,3.6892429e-12,-5861.8291,0.96729857,0.017631842
51.0,0.014729909,0.00025401005,8.4033258e-05,1.4491125e-06,2.1306879e-07,3.6742669e-09,2.0259081e-10,3.4935793e-12,-5867.4961,0.96823364,0.016696716
51.5,0.014742604,0.00024131552,8.4105683e-05,1.3766908e-06,2.1325242e-07,3.4906396e-09,2.027654e-10,3.318982e-12,-5872.5527,0.96906811,0.015862271
52.0,0.014753931,0.00022998772,8.4170308e-05,1.3120664e-06,2.1341627e-07,3.3267826e-09,2.0292121e-10,3.163183e-12,-5877.0649,0.96981269,0.015117667
52.5,0.01476404,0.00021987954,8.422797e-05,1.2543998e-06,2.1356249e-07,3.1805674e-09,2.0306022e-10,3.0241582e-12,-5881.0913,0.97047716,0.014453231
53.0,0.01477306,0.00021085967,8.4279432e-05,1.2029419e-06,2.1369296e-07,3.0500946e-09,2.0318429e-10,2.9001016e-12,-5884.6846,0.97107005,0.013860333
53.5,0.014781108,0.00020281093,8.4325344e-05,1.1570244e-06,2.1380939e-07,2.9336691e-09,2.0329498e-10,2.7894015e-12,-5887.8906,0.9715991,0.013331269
54.0,0.01478829,0.00019562876,8.4366322e-05,1.1160505e-06,2.1391328e-07,2.8297789e-09,2.0339376e-10,2.6906201e-12,-5890.7515,0.97207123,0.012859167
54.5,0.014794699,0.00018921986,8.4402884e-05,1.0794881e-06,2.1400598e-07,2.7370739e-09,2.0348191e-10,2.602474e-12,-5893.3047,0.97249252,0.012437894
55.0,0.014800418,0.00018350099,8.4435509e-05,1.0468623e-06,2.140887e-07,2.6543501e-09,2.0356057e-10,2.5238184e-12,-5895.5825,0.97286838,0.012061978
55.5,0.014805521,0.00017839784,8.446462e-05,1.0177491e-06,2.1416253e-07,2.5805327e-09,2.0363075e-10,2.453631e-12,-5897.6152,0.97320384,0.011726536
56.0,0.014810075,0.00017384414,8.4490603e-05,9.9177043e-07,2.1422839e-07,2.5146631e-09,2.0369338e-10,2.3910006e-12,-5899.4292,0.97350317,0.011427209
56.5,0.014814138,0.00016978069,8.4513784e-05,9.6858878e-07,2.1428717e-07,2.4558853e-09,2.0374927e-10,2.3351134e-12,-5901.0479,0.97377026,0.011160108
57.0,0.014817764,0.00016615474,8.4534469e-05,9.47903e-07,2.1433962e-07,2.4034359e-09,2.0379914e-10,2.2852432e-12,-5902.4922,0.97400862,0.010921766
57.5,0.014820999,0.0001629192,8.4552928e-05,9.2944435e-07,2.1438642e-07,2.3566333e-09,2.0384364e-10,2.2407423e-12,-5903.7812,0.97422129,0.010709086
58.0,0.014823887,0.000160032,8.4569401e-05,9.1297312e-07,2.1442818e-07,2.3148701e-09,2.0388335e-10,2.2010328e-12,-5904.9312,0.97441107,0.010519302
58.5,0.014826464,0.00015745565,8.4584099e-05,8.9827523e-07,2.1446546e-07,2.277603e-09,2.0391878e-10,2.1655984e-12,-5905.9575,0.97458041,0.010349954
59.0,0.014828762,0.0001551567,8.459721e-05,8.8515981e-07,2.1449871e-07,2.2443485e-09,2.0395041e-10,2.1339792e-12,-5906.873,0.97473156,0.010198837
59.5,0.014830814,0.00015310525,8.4608917e-05,8.7345643e-07,2.1452838e-07,2.2146744e-09,2.0397863e-10,2.1057643e-12,-5907.6904,0.97486639,0.010063991
60.0,0.014832644,0.00015127468,8.4619358e-05,8.6301316e-07,2.1455486e-07,2.1881952e-09,2.040038e-10,2.0805872e-12,-5908.4194,0.97498673,0.0099436622
60.5,0.014834277,0.0001496412,8.4628678e-05,8.5369425e-07,2.1457849e-07,2.1645667e-09,2.0402627e-10,2.0581208e-12,-5909.0703,0.97509408,0.00983629
61.0,0.014835735,0.00014818359,8.4636995e-05,8.4537862e-07,2.1459957e-07,2.1434823e-09,2.0404631e-10,2.0380733e-12,-5909.6509,0.97518992,0.0097404774
61.5,0.014837036,0.00014688291,8.4644416e-05,8.3795834e-07,2.1461838e-07,2.124668e-09,2.040642e-10,2.0201842e-12,-5910.1689,0.9752754,0.0096549811
62.0,0.014838196,0.00014572228,8.4651037e-05,8.3133699e-07,2.1463518e-07,2.1078792e-09,2.0408017e-10,2.004221e-12,-5910.6313,0.97535169,0.009578689
62.5,0.014839232,0.00014468661,8.4656946e-05,8.2542851e-07,2.1465016e-07,2.0928981e-09,2.0409441e-10,1.9899768e-12,-5911.0439,0.97541976,0.0095106112
63.0,0.014840157,0.00014376243,8.4662213e-05,8.2015617e-07,2.1466353e-07,2.0795301e-09,2.0410712e-10,1.977266e-12,-5911.4121,0.9754805,0.0094498638
63.5,0.014840981,0.00014293776,8.4666921e-05,8.1545147e-07,2.1467545e-07,2.0676012e-09,2.0411846e-10,1.9659237e-12,-5911.7402,0.97553474,0.0093956562
64.0,0.014841717,0.00014220188,8.4671119e-05,8.1125336e-07,2.146861e-07,2.0569566e-09,2.0412859e-10,1.9558027e-12,-5912.0337,0.97558308,0.0093472851
64.5,0.014842373,0.00014154523,8.4674866e-05,8.0750721e-07,2.146956e-07,2.0474582e-09,2.0413761e-10,1.9467713e-12,-5912.2949,0.97562629,0.0093041211
65.0,0.01484296,0.00014095928,8.4678206e-05,8.0416436e-07,2.1470407e-07,2.0389823e-09,2.0414567e-10,1.9387122e-12,-5912.5283,0.97566479,0.0092656054
65.5,0.014843483,0.00014043642,8.4681189e-05,8.0118144e-07,2.1471163e-07,2.031419e-09,2.0415286e-10,1.9315209e-12,-5912.7368,0.97569913,0.0092312358
66.0,0.014843949,0.00013996985,8.4683852e-05,7.9851969e-07,2.1471838e-07,2.02467e-09,2.0415929e-10,1.9251037e-12,-5912.9229,0.97572982,0.0092005674
66.5,0.014844365,0.00013955351,8.4686224e-05,7.9614449e-07,2.1472441e-07,2.0186477e-09,2.04165e-10,1.9193776e-12,-5913.0884,0.97575718,0.0091732005
67.0,0.014844737,0.000139182,8.4688349e-05,7.9402508e-07,2.1472978e-07,2.0132738e-09,2.0417011e-10,1.914268e-12,-5913.2363,0.97578162,0.0091487803
67.5,0.014845069,0.00013885049,8.469024e-05,7.9213379e-07,2.1473457e-07,2.0084785e-09,2.0417468e-10,1.9097085e-12,-5913.3687,0.97580338,0.0091269892
68.0,0.014845364,0.00013855466,8.4691928e-05,7.9044617e-07,2.1473886e-07,2.0041995e-09,2.0417874e-10,1.9056399e-12,-5913.4863,0.97582287,0.0091075441
68.5,0.014845628,0.00013829069,8.4693434e-05,7.8894021e-07,2.1474267e-07,2.000381e-09,2.0418238e-10,1.9020094e-12,-5913.5913,0.97584021,0.0090901926
69.0,0.014845864,0.00013805514,8.4694773e-05,7.8759643e-07,2.1474608e-07,1.9969737e-09,2.0418561e-10,1.8987696e-12,-5913.6855,0.97585565,0.0090747094
69.5,0.014846074,0.00013784495,8.4695974e-05,7.8639732e-07,2.1474912e-07,1.9939335e-09,2.0418851e-10,1.8958786e-12,-5913.769,0.97586948,0.0090608932
70.0,0.014846262,0.00013765739,8.4697043e-05,7.853273e-07,2.1475184e-07,1.9912203e-09,2.0419108e-10,1.8932991e-12,-5913.8438,0.97588181,0.0090485644
70.5,0.014846429,0.00013749003,8.4697996e-05,7.843725e-07,2.1475425e-07,1.9887993e-09,2.0419338e-10,1.8909971e-12,-5913.9106,0.97589284,0.0090375626
71.0,0.014846578,0.00013734068,8.4698848e-05,7.8352048e-07,2.1475641e-07,1.9866391e-09,2.0419544e-10,1.8889432e-12,-5913.9702,0.97590262,0.0090277456
71.5,0.014846711,0.00013720742,8.4699612e-05,7.827602e-07,2.1475834e-07,1.9847115e-09,2.0419727e-10,1.8871103e-12,-5914.0229,0.97591138,0.0090189856
72.0,0.014846831,0.0001370885,8.4700288e-05,7.8208177e-07,2.1476006e-07,1.9829913e-09,2.0419891e-10,1.8854746e-12,-5914.0703,0.97591919,0.009011169
72.5,0.014846937,0.00013698239,8.4700892e-05,7.8147639e-07,2.147616e-07,1.9814563e-09,2.0420036e-10,1.8840151e-12,-5914.1128,0.97592616,0.0090041943
73.0,0.014847031,0.0001368877,8.4701438e-05,7.809362e-07,2.1476296e-07,1.9800865e-09,2.0420167e-10,1.8827127e-12,-5914.1504,0.97593242,0.0089979693
73.5,0.014847116,0.0001368032,8.4701918e-05,7.8045417e-07,2.1476419e-07,1.9788644e-09,2.0420284e-10,1.8815507e-12,-5914.1841,0.97593796,0.0089924159
74.0,0.014847191,0.0001367278,8.4702348e-05,7.8002404e-07,2.1476528e-07,1.9777737e-09,2.0420388e-10,1.8805138e-12,-5914.2139,0.97594291,0.0089874594
74.5,0.014847258,0.00013666053,8.4702733e-05,7.7964017e-07,2.1476626e-07,1.9768005e-09,2.0420479e-10,1.8795883e-12,-5914.2407,0.97594732,0.0089830374
75.0,0.014847319,0.00013660049,8.4703075e-05,7.7929769e-07,2.1476713e-07,1.9759321e-09,2.0420562e-10,1.8787626e-12,-5914.2646,0.97595131,0.0089790905
75.5,0.014847372,0.00013654691,8.4703381e-05,7.7899205e-07,2.1476789e-07,1.9751571e-09,2.0420636e-10,1.8780257e-12,-5914.2861,0.97595483,0.0089755692
76.0,0.01484742,0.0001364991,8.470365e-05,7.7871937e-07,2.1476859e-07,1.9744657e-09,2.0420701e-10,1.8773683e-12,-5914.3052,0.97595793,0.0089724269
76.5,0.014847462,0.00013645645,8.4703897e-05,7.7847596e-07,2.147692e-07,1.9738486e-09,2.0420761e-10,1.8767817e-12,-5914.3223,0.97596073,0.0089696227
77.0,0.0148475,0.00013641838,8.4704116e-05,7.7825882e-07,2.1476976e-07,1.973298e-09,2.0420812e-10,1.876258e-12,-5914.3374,0.97596323,0.0089671211
77.5,0.014847535,0.00013638442,8.4704305e-05,7.7806504e-07,2.1477025e-07,1.9728068e-09,2.0420859e-10,1.875791e-12,-5914.3511,0.9759655,0.0089648878
78.0,0.014847565,0.00013635411,8.4704479e-05,7.7789213e-07,2.1477069e-07,1.9723683e-09,2.0420901e-10,1.875374e-12,-5914.3628,0.97596747,0.0089628957
78.5,0.014847592,0.00013632706,8.4704632e-05,7.7773785e-07,2.1477108e-07,1.971977e-09,2.0420939e-10,1.8750021e-12,-5914.3735,0.97596925,0.0089611178
79.0,0.014847616,0.00013630293,8.470477e-05,7.7760018e-07,2.1477143e-07,1.971628e-09,2.0420972e-10,1.8746701e-12,-5914.3833,0.97597086,0.0089595318
79.5,0.014847637,0.00013628139,8.4704894e-05,7.7747728e-07,2.1477175e-07,1.9713164e-09,2.0421001e-10,1.8743739e-12,-5914.3921,0.97597229,0.0089581162
80.0,0.014847657,0.00013626217,8.4705003e-05,7.7736763e-07,2.1477202e-07,1.9710384e-09,2.0421027e-10,1.8741096e-12,-5914.3994,0.97597355,0.0089568533
80.5,0.014847673,0.00013624503,8.4705105e-05,7.772698e-07,2.1477227e-07,1.9707904e-09,2.0421051e-10,1.8738739e-12,-5914.4062,0.97597468,0.0089557255
81.0,0.014847689,0.00013622972,8.4705192e-05,7.7718255e-07,2.1477248e-07,1.970569e-09,2.0421072e-10,1.8736633e-12,-5914.4126,0.97597563,0.0089547196
81.5,0.014847703,0.00013621607,8.4705265e-05,7.7710462e-07,2.1477268e-07,1.9703716e-09,2.0421091e-10,1.8734756e-12,-5914.418,0.97597659,0.0089538228
82.0,0.014847715,0.00013620389,8.4705338e-05,7.770351e-07,2.1477285e-07,1.9701953e-09,2.0421108e-10,1.8733079e-12,-5914.4229,0.97597736,0.0089530218
82.5,0.014847726,0.00013619302,8.4705396e-05,7.7697308e-07,2.1477301e-07,1.9700381e-09,2.0421123e-10,1.8731583e-12,-5914.4272,0.97597808,0.0089523066
83.0,0.014847736,0.00013618331,8.4705454e-05,7.7691777e-07,2.1477315e-07,1.9698978e-09,2.0421136e-10,1.873025e-12,-5914.4312,0.97597873,0.0089516686
