Time,M,C,e,f,g,i,cell,Cylin_synthesis,Cyclin_degradation,MPF_synthesis_1,MPF_synthesis_2,MPF_degradation
0.0,0.4,0.8,3.46616,1.0,10.0,1.2,1.0,1.2,0.4,2.7729280000000003,0.12800000000000003,2.857142857142857
10.0,0.35721139385627226,0.8827212766108136,3.46616,1.0,10.0,1.2,1.0,1.2,0.35721139385627226,3.0596531801373374,0.11263521715349614,2.6319510392653003
20.0,0.4141537621173082,0.9652978249145153,3.46616,1.0,10.0,1.2,1.0,1.2,0.4141537621173082,3.3458767088056964,0.16557110574594125,2.9286331742117375
30.0,0.4753206196044409,1.0418571025504608,3.46616,1.0,10.0,1.2,1.0,1.2,0.4753206196044409,3.6112434145763053,0.23538645368415864,3.2218123524355176
40.0,0.5408534710047764,1.1119936082730553,3.46616,1.0,10.0,1.2,1.0,1.2,0.5408534710047764,3.8543477652517333,0.3252831248090821,3.5100902271524292
50.0,0.611156787754605,1.1752544514429104,3.46616,1.0,10.0,1.2,1.0,1.2,0.611156787754605,4.073619969413358,0.43897236840667503,3.793279415135917
60.0,0.686886376493535,1.2311510324727621,3.46616,1.0,10.0,1.2,1.0,1.2,0.686886376493535,4.267366462715789,0.5808729318435809,4.071918453223501
70.0,0.7688242326118865,1.279046068178612,3.46616,1.0,10.0,1.2,1.0,1.2,0.7688242326118865,4.433378319677978,0.7560322366049301,4.346527023075792
80.0,0.8580992991348464,1.3182739762570639,3.46616,1.0,10.0,1.2,1.0,1.2,0.8580992991348464,4.569348525543185,0.9706904868024172,4.6181563037798234
90.0,0.9561632512183723,1.3480222131325286,3.46616,1.0,10.0,1.2,1.0,1.2,0.9561632512183723,4.672460674271445,1.2324268320133063,4.887952222918193
100.0,1.064915793696301,1.3673245511389447,3.46616,1.0,10.0,1.2,1.0,1.2,1.064915793696301,4.739365666175765,1.55060845616301,5.157187508310202
110.0,1.1866467890013632,1.3749715746274063,3.46616,1.0,10.0,1.2,1.0,1.2,1.1866467890013632,4.76587147311053,1.936139550902945,5.426787695983136
120.0,1.324445056823701,1.369493723297131,3.46616,1.0,10.0,1.2,1.0,1.2,1.324445056823701,4.746884363943583,2.4023038630441245,5.697897882918874
130.0,1.482099045894616,1.3490785656310214,3.46616,1.0,10.0,1.2,1.0,1.2,1.482099045894616,4.676122161047621,2.9634096965509253,5.97115191009804
140.0,1.6641454384139927,1.3114829110985706,3.46616,1.0,10.0,1.2,1.0,1.2,1.6641454384139927,4.545809607133421,3.6319945970520346,6.24645116748838
150.0,1.8749031849716515,1.2540458252851787,3.46616,1.0,10.0,1.2,1.0,1.2,1.8749031849716515,4.346723477770475,4.408299576964596,6.521621996777395
160.0,2.116777066167687,1.1736791641677569,3.46616,1.0,10.0,1.2,1.0,1.2,2.116777066167687,4.068159771671712,5.258957219981404,6.791557500679458
170.0,2.384973959913211,1.0673764356277102,3.46616,1.0,10.0,1.2,1.0,1.2,2.384973959913211,3.699697506115344,6.071344746149359,7.04576752482421
180.0,2.657256901737135,0.9333317055635331,3.46616,1.0,10.0,1.2,1.0,1.2,2.657256901737135,3.235077024556096,6.590268465335254,7.265710266279033
190.0,2.8794812513748607,0.7736542086749619,3.46616,1.0,10.0,1.2,1.0,1.2,2.8794812513748607,2.681609271940806,6.414686003975256,7.42233578356486
200.0,2.9639004055406164,0.5976723015301654,3.46616,1.0,10.0,1.2,1.0,1.2,2.9639004055406164,2.071627824671798,5.2503752225627265,7.477232277071767
210.0,2.8287483823720674,0.4237908012115862,3.46616,1.0,10.0,1.2,1.0,1.2,2.8287483823720674,1.4689267235275516,3.391096611660135,7.3881804179034125
220.0,2.465809698614252,0.2754055749118153,3.46616,1.0,10.0,1.2,1.0,1.2,2.465809698614252,0.9545997875363376,1.6745257878536532,7.114671355441605
230.0,1.9570915300909508,0.17212069157917972,3.46616,1.0,10.0,1.2,1.0,1.2,1.9570915300909508,0.5965978563240896,0.6592579219928946,6.618298791822507
240.0,1.4151145491232127,0.12305692707814735,3.46616,1.0,10.0,1.2,1.0,1.2,1.4151145491232127,0.4265349983611912,0.246427549292314,5.859409648444867
250.0,0.9310622533475755,0.12659696167690784,3.46616,1.0,10.0,1.2,1.0,1.2,0.9310622533475755,0.4388053246860309,0.10974398417029409,4.821503044417863
260.0,0.5632281931108986,0.17364532271111033,3.46616,1.0,10.0,1.2,1.0,1.2,0.5632281931108986,0.6018824717683422,0.05508481071084044,3.602981289571343
270.0,0.33426684608852314,0.2508620047927322,3.46616,1.0,10.0,1.2,1.0,1.2,0.33426684608852314,0.8695278465323766,0.0280298966216324,2.505247335407043
280.0,0.22503845030043934,0.34496505591767934,3.46616,1.0,10.0,1.2,1.0,1.2,0.22503845030043934,1.1957040782196233,0.017469825270356187,1.8369909144096572
290.0,0.19350051464380794,0.4458399511031583,3.46616,1.0,10.0,1.2,1.0,1.2,0.19350051464380794,1.5453526049157231,0.016693339705984366,1.6212855568106463
300.0,0.20373606342613773,0.5475889763665681,3.46616,1.0,10.0,1.2,1.0,1.2,0.20373606342613773,1.8980310063227437,0.02272953325350716,1.692531025831803
310.0,0.23506202572026005,0.6470309945812921,3.46616,1.0,10.0,1.2,1.0,1.2,0.23506202572026005,2.2427129521778912,0.03575115146983367,1.9032406537086852
320.0,0.2776474923580303,0.7427182628743247,3.46616,1.0,10.0,1.2,1.0,1.2,0.2776474923580303,2.5743803340444695,0.057254762011264504,2.1731149946970367
330.0,0.32708334156798274,0.8337234477031394,3.46616,1.0,10.0,1.2,1.0,1.2,0.32708334156798274,2.8898188654907138,0.08919466274822416,2.4646782257211175
340.0,0.3815469544261576,0.9194844669165249,3.46616,1.0,10.0,1.2,1.0,1.2,0.3815469544261576,3.1870802798473816,0.1338567818416659,2.7617371469262713
350.0,0.4403020402122991,0.9994408297078038,3.46616,1.0,10.0,1.2,1.0,1.2,0.4403020402122991,3.464221826300001,0.1937574825706476,3.0570118483439694
360.0,0.5033461113113812,1.0732609334344834,3.46616,1.0,10.0,1.2,1.0,1.2,0.5033461113113812,3.720094117033269,0.2719185006321349,3.3481718383021475
370.0,0.5709103809576086,1.1404693934691637,3.46616,1.0,10.0,1.2,1.0,1.2,0.5709103809576086,3.9530493928670762,0.37172306939688454,3.6342644868740908
380.0,0.6435141910698169,1.200601752223085,3.46616,1.0,10.0,1.2,1.0,1.2,0.6435141910698169,4.161477769485568,0.49718180885235647,3.9154769369586795
390.0,0.7217881520514187,1.2530532303018453,3.46616,1.0,10.0,1.2,1.0,1.2,0.7217881520514187,4.343282984743044,0.6528133367850354,4.19208455576516
400.0,0.8067808797022289,1.2972642111817574,3.46616,1.0,10.0,1.2,1.0,1.2,0.8067808797022289,4.49652531822976,0.8443832918850988,4.465294539951034
410.0,0.8997089877097179,1.3324710437789742,3.46616,1.0,10.0,1.2,1.0,1.2,0.8997089877097179,4.618557833104929,1.0786036804951482,4.736035853546198
420.0,1.0022065581005308,1.3578061440712648,3.46616,1.0,10.0,1.2,1.0,1.2,1.0022065581005308,4.706373344334055,1.3638049113840698,5.005510315835306
430.0,1.1162327906461524,1.3721682532072663,3.46616,1.0,10.0,1.2,1.0,1.2,1.1162327906461524,4.756154712536898,1.7096882214756886,5.274621939419678
440.0,1.244560315019658,1.3742938127453197,3.46616,1.0,10.0,1.2,1.0,1.2,1.244560315019658,4.763522241985317,2.1286854344763824,5.5447844581924635
450.0,1.3905375560089204,1.362535105224181,3.46616,1.0,10.0,1.2,1.0,1.2,1.3905375560089204,4.722764680323847,2.6345906507648253,5.816840452950121
460.0,1.5583205210697233,1.3349312320987186,3.46616,1.0,10.0,1.2,1.0,1.2,1.5583205210697233,4.6270852394512945,3.2416974065101676,6.091185636185004
470.0,1.752273008176223,1.289051606838694,3.46616,1.0,10.0,1.2,1.0,1.2,1.752273008176223,4.468059117560007,3.9579822928606343,6.366639512035022
480.0,1.97658818362582,1.2220032370439755,3.46616,1.0,10.0,1.2,1.0,1.2,1.97658818362582,4.235658740112346,4.774245482637196,6.6404489357950505
490.0,2.2312635581211335,1.1306374827204972,3.46616,1.0,10.0,1.2,1.0,1.2,2.2312635581211335,3.9189704171064785,5.628920615706103,6.9052354225742425
500.0,2.505764092987464,1.0122579570281267,3.46616,1.0,10.0,1.2,1.0,1.2,2.505764092987464,3.5086480403326115,6.355819608419591,7.147554788411783
510.0,2.764811459814502,0.8665313515972096,3.46616,1.0,10.0,1.2,1.0,1.2,2.764811459814502,3.003536309652184,6.6239237141385265,7.3438244898211416
520.0,2.9389512643545195,0.6980281748359123,3.46616,1.0,10.0,1.2,1.0,1.2,2.9389512643545195,2.4194773384892456,6.029172663207923,7.461253179115251
530.0,2.9346115563224116,0.5202365519632104,3.46616,1.0,10.0,1.2,1.0,1.2,2.9346115563224116,1.8032231269528012,4.480248565474161,7.458453050103182
540.0,2.695174423468688,0.3544562895425993,3.46616,1.0,10.0,1.2,1.0,1.2,2.695174423468688,1.228602212560976,2.574758142559809,7.29376780254586
550.0,2.2551760392951845,0.22405023384330364,3.46616,1.0,10.0,1.2,1.0,1.2,2.2551760392951845,0.7765939585383053,1.1394789291124097,6.9279695232196365
560.0,1.718688913740954,0.14393885029825093,3.46616,1.0,10.0,1.2,1.0,1.2,1.718688913740954,0.49891508534978546,0.4251797582498611,6.32175643581087
570.0,1.1926519473957258,0.11859124792153881,3.46616,1.0,10.0,1.2,1.0,1.2,1.1926519473957258,0.411056239895721,0.16868640486075678,5.439312649744853
580.0,0.7538263454453493,0.14246115940434267,3.46616,1.0,10.0,1.2,1.0,1.2,0.7538263454453493,0.49379317228095637,0.08095414633994377,4.298181216190649
590.0,0.4465702011902384,0.20446149720000176,3.46616,1.0,10.0,1.2,1.0,1.2,0.4465702011902384,0.7086962631347581,0.04077472275012165,3.087096642961401
600.0,0.27424192243492557,0.29052106040305514,3.46616,1.0,10.0,1.2,1.0,1.2,0.27424192243492557,1.0069924787266535,0.021849691526147068,2.152196671656209
610.0,0.2042289203357239,0.3886210972066476,3.46616,1.0,10.0,1.2,1.0,1.2,0.2042289203357239,1.3470229022937936,0.01620917296184706,1.6959310384174084
620.0,0.19434410390733137,0.49035554317013735,3.46616,1.0,10.0,1.2,1.0,1.2,0.19434410390733137,1.6996507695146033,0.018520547788778735,1.6272036113506068
630.0,0.215572432742484,0.5913622521995578,3.46616,1.0,10.0,1.2,1.0,1.2,0.215572432742484,2.0497561840840195,0.027481475384866772,1.7734231785441656
640.0,0.2525925228170626,0.6892865480545981,3.46616,1.0,10.0,1.2,1.0,1.2,0.2525925228170626,2.3891774614049255,0.043978537620284586,2.016557804839723
650.0,0.29853826436669856,0.7830704119608315,3.46616,1.0,10.0,1.2,1.0,1.2,0.29853826436669856,2.7142473391221555,0.06979122508563501,2.299033248067562
660.0,0.3502830496900628,0.8718194820946498,3.46616,1.0,10.0,1.2,1.0,1.2,0.3502830496900628,3.021865816057191,0.10697069416820512,2.59414535175025
670.0,0.40666019621664895,0.9550979642669221,3.46616,1.0,10.0,1.2,1.0,1.2,0.40666019621664895,3.3105223598234343,0.1579469526007694,2.890962560186188
680.0,0.46726088606285354,1.0324155410301956,3.46616,1.0,10.0,1.2,1.0,1.2,0.46726088606285354,3.578517451697223,0.2254101093947538,3.1845794466495265
690.0,0.5322678952471991,1.1034479088463127,3.46616,1.0,10.0,1.2,1.0,1.2,0.5322678952471991,3.824727003726735,0.31261684753654934,3.4737260820917277
700.0,0.601933150951193,1.1676097855246885,3.46616,1.0,10.0,1.2,1.0,1.2,0.601933150951193,4.047122334194254,0.4230524853924362,3.7575422582008384
710.0,0.6769083166096491,1.2244582382071207,3.46616,1.0,10.0,1.2,1.0,1.2,0.6769083166096491,4.244168166943994,0.5610527267503664,4.036644758123767
720.0,0.7579630497566309,1.2733883395270291,3.46616,1.0,10.0,1.2,1.0,1.2,0.7579630497566309,4.413767726935007,0.731571768804873,4.311598300439601
730.0,0.8462969900043162,1.3137936671353319,3.46616,1.0,10.0,1.2,1.0,1.2,0.8462969900043162,4.553819057277802,0.9409634547770457,4.583753288805058
740.0,0.9431447543457199,1.3448017114581439,3.46616,1.0,10.0,1.2,1.0,1.2,0.9431447543457199,4.66129790018776,1.1962307451632344,4.853703010218032
750.0,1.0503846966680983,1.3654904246375683,3.46616,1.0,10.0,1.2,1.0,1.2,1.0503846966680983,4.733008290261754,1.5065565244389554,5.122866447330527
760.0,1.170260946004127,1.3746852017694275,3.46616,1.0,10.0,1.2,1.0,1.2,1.170260946004127,4.764878858965119,1.882646067856539,5.39225915740135
770.0,1.3059064930796884,1.3709766306486846,3.46616,1.0,10.0,1.2,1.0,1.2,1.3059064930796884,4.752024358089244,2.338052260944031,5.663310706652139
780.0,1.460805512211834,1.3525808067642053,3.46616,1.0,10.0,1.2,1.0,1.2,1.460805512211834,4.688261489173818,2.8863435247639684,5.936289987008462
790.0,1.6394437659668497,1.3173245530979334,3.46616,1.0,10.0,1.2,1.0,1.2,1.6394437659668497,4.566057672965933,3.5406731359303727,6.211322957912339
800.0,1.8462087602206174,1.2625953978443372,3.46616,1.0,10.0,1.2,1.0,1.2,1.8462087602206174,4.376357664192128,4.303539730014995,6.486554275370556
810.0,2.0843488821833964,1.1852784699972434,3.46616,1.0,10.0,1.2,1.0,1.2,2.0843488821833964,4.108364821565645,5.149454477011988,6.757824622965141
820.0,2.3499703913118557,1.082414816501702,3.46616,1.0,10.0,1.2,1.0,1.2,2.3499703913118557,3.7518229403655394,5.977485195330676,7.014898989574658
830.0,2.6239454899398797,0.9519288207681008,3.46616,1.0,10.0,1.2,1.0,1.2,2.6239454899398797,3.2995376013935602,6.554115541922323,7.240576595933871
840.0,2.856555547837748,0.795291888930054,3.46616,1.0,10.0,1.2,1.0,1.2,2.856555547837748,2.756608933733796,6.489509917598542,7.4070125852052895
850.0,2.9640956274611807,0.6203931855898356,3.46616,1.0,10.0,1.2,1.0,1.2,2.9640956274611807,2.1503820441640644,5.450689465697506,7.477356517152303
860.0,2.859440764951632,0.4449458283914455,3.46616,1.0,10.0,1.2,1.0,1.2,2.859440764951632,1.5422534325372925,3.6380557334580854,7.408951034872192
