Time,M,Mp,Mpp,MAPKK,MKP3,k1cat,Km1,k2cat,Km2,k3cat,Km3,k4cat,Km4,Km5,uVol,v1,v2,v3,v4
5.01,497.9183161038406,1.5361409442707927,0.5455429518889029,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45424540892261733,0.21021067577504193,0.02779641979861697,0.06833026700535048
5.02,497.9144574006001,1.5381745683005852,0.5473680310995965,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542449182358926,0.21049036755968675,0.02788886585515401,0.06841938892306615
5.03,497.910599592855,1.5402054267098229,0.5491949804354531,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45424442784660246,0.21076968437530588,0.027981403794087176,0.068508384864739
5.04,497.90674267934395,1.5422335254230994,0.5510237952332334,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542439377541583,0.21104862702446667,0.028074033374183602,0.06859725510238522
5.05,497.9028866588082,1.544258870351863,0.5528544708401218,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45424344795797256,0.21132719630796232,0.02816675435476035,0.06868599990740651
5.06,497.89903152999216,1.546281467394444,0.5546870026137039,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542429584574592,0.21160539302481554,0.028259566495683168,0.06877461955059146
5.07,497.89517729164226,1.548301322436087,0.5565213859219422,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542424692520334,0.21188321797228302,0.02835246955736528,0.0688631143021171
5.08,497.8913239425081,1.5503184413489781,0.558357616143153,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45424198034111146,0.21216067194585875,0.02844546330076603,0.06895148443155025
5.09,497.88747148134195,1.5523328299922747,0.560195688665984,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45424149172411116,0.21243775573927845,0.02853854748738972,0.06903973020784875
5.1,497.8836199068987,1.5543444942121367,0.5620355988893898,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542410034004515,0.21271447014452344,0.02863172187928427,0.06912785189936325
5.11,497.8797692179359,1.5563534398417531,0.5638773422226101,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45424051536955284,0.21299081595182429,0.02872498623904007,0.0692158497738383
5.12,497.87591941321375,1.5583596727013729,0.5657209140851451,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45424002763083654,0.21326679394966516,0.028818340329788646,0.06930372409841384
5.13,497.87207049149515,1.5603631985983344,0.567566309906734,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542395401837256,0.21354240492478754,0.02891178391520143,0.06939147513962672
5.14,497.86822245154576,1.5623640233270926,0.5694135251273309,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45423905302764417,0.21381764966219383,0.029005316759488572,0.06947910316341187
5.15,497.8643752921339,1.5643621526692506,0.5712625551970827,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542385661620174,0.21409252894515182,0.029098938627397635,0.06956660843510389
5.16,497.8605290120304,1.5663575923935866,0.5731133955763047,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45423807958627205,0.2143670435551982,0.029192649284212384,0.06965399121943837
5.17,497.8566836100087,1.5683503482560839,0.5749660417354597,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45423759329983604,0.21464119427214254,0.029286448495751568,0.06974125178055328
5.18,497.85283908484513,1.5703404259999596,0.5768204891551342,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542371073021384,0.21491498187407126,0.02938033602836767,0.06982839038199035
5.19,497.84899543531856,1.572327831355693,0.578676733326015,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45423662159260975,0.21518840713735132,0.029474311648945678,0.06991540728669646
5.2,497.8451526602104,1.5743125700410547,0.5805347697488675,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542361361706816,0.21546147083663422,0.02956837512490184,0.07000230275702499
5.21,497.8413107583046,1.5762946477611357,0.5823945939345128,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45423565103578684,0.21573417374485987,0.029662526224182507,0.07008907705473731
5.22,497.8374697283881,1.5782740702083748,0.5842562014038046,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542351661873597,0.21600651663326023,0.029756764715262823,0.07017573044100396
5.23,497.8336295692501,1.5802508430625892,0.5861195876876074,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45423468162483566,0.21627850027136358,0.02985109036714558,0.07026226317640624
5.24,497.82979027968247,1.582224971991,0.5879847483267728,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542341973476512,0.21655012542699786,0.029945502949359947,0.07034867552093735
5.25,497.82595185847987,1.584196462648264,0.589851678872118,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542337133552444,0.21682139286629465,0.030040002231960284,0.07043496773400398
5.26,497.82211430443937,1.5861653206765,0.5917203748844031,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45423322964705415,0.21709230335369323,0.03013458798552495,0.0705211400744275
5.27,497.81827761636055,1.5881315517053176,0.5935908319343086,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542327462225211,0.21736285765194419,0.03022925998115505,0.07060719280044539
5.28,497.814441793046,1.5900951613518461,0.595463045602413,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542322630810866,0.21763305652211315,0.030324017990473247,0.0706931261697126
5.29,497.81060683330037,1.5920561552207617,0.5973370114791702,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542317802221937,0.2179029007235848,0.030418861785622565,0.07077894043930295
5.3,497.8067727359311,1.5940145389043168,0.5992127251648878,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542312976452862,0.21817239101406638,0.030513791139265202,0.07086463586571036
5.31,497.80293949974816,1.5959703179823668,0.6010901822697046,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45423081534980947,0.21844152814959178,0.030608805824581288,0.07095021270485025
5.32,497.79910712356434,1.5979234980224002,0.6029693784135687,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45423033333521007,0.21871031288452503,0.03070390561526774,0.07103567121206097
5.33,497.7952756061945,1.5998740845795638,0.6048503092262141,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45422985160093565,0.21897874597156428,0.030799090285537005,0.07112101164210498
5.34,497.7914449464564,1.6018220831966938,0.6067329703471405,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542293701464351,0.21924682816174546,0.030894359610115954,0.07120623424917034
5.35,497.78761514317034,1.6037674994043414,0.6086173574255898,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45422888897115865,0.2195145602044461,0.0309897133642446,0.07129133928687204
5.36,497.78378619515894,1.6057103387208018,0.6105034661205246,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542284080745576,0.2197819428473889,0.03108515132367499,0.07137632700825315
5.37,497.77995810124753,1.6076506066521408,0.6123912921006064,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542279274560845,0.22004897683664557,0.03118067326466998,0.07146119766578637
5.38,497.77613086026383,1.6095883086922242,0.614280831044173,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.454227447115193,0.22031566291664073,0.03127627896400204,0.07154595151137527
5.39,497.77230447103824,1.6115234503227447,0.6161720786392174,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45422696705133825,0.22058200183015544,0.03137196819895213,0.07163058879635557
5.4,497.7684789324037,1.6134560370132494,0.6180650305833657,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45422648726397624,0.2208479943183308,0.031467740747308466,0.07171510977149657
5.41,497.76465424319525,1.615386074221167,0.6199596825838546,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45422600775256444,0.221113641120672,0.03156359638736537,0.0717995146870024
5.42,497.76083040225086,1.6173135673918364,0.6218560303575107,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542255285165612,0.22137894297505176,0.03165953489792211,0.07188380379251329
5.43,497.75700740841097,1.619238521958534,0.6237540696307282,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45422504955542653,0.2216439006177141,0.031755556058281696,0.07196797733710701
5.44,497.75318526051836,1.6211609433425,0.6256537961394474,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542245708686212,0.22190851478327797,0.031851659648249764,0.07205203556930008
5.45,497.74936395741815,1.623080836952967,0.6275552056291326,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542240924556073,0.22217278620474118,0.03194784544813337,0.07213597873704913
5.46,497.74554349795835,1.6249982081871868,0.629458293854751,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542236143158481,0.22243671561348347,0.032044113238739805,0.07221980708775218
5.47,497.741723880989,1.6269130624304575,0.6313630565807513,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542231364488081,0.2227003037392711,0.032140462801375516,0.07230352086825
5.48,497.7379051053631,1.628825405056152,0.6332694895810417,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542226588539529,0.22296355131025977,0.032236893917844886,0.0723871203248273
5.49,497.73408716993555,1.630735241425743,0.6351775886389681,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542221815307495,0.22322645905299843,0.03233340637044907,0.07247060570321416
5.5,497.73027007356416,1.6326425768888317,0.637087349547294,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542217044786657,0.22348902769243298,0.03242999994198488,0.07255397724858723
5.51,497.72645381510887,1.6345474167831748,0.6389987681081774,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45422122769717066,0.22375125795191003,0.03252667441574362,0.07263723520557105
5.52,497.7226383934323,1.6364497664347109,0.6409118401331511,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542207511857348,0.22401315055318052,0.03262342957550995,0.0727203798182394
5.53,497.71882380739953,1.638349631157588,0.6428265614431001,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542202749438295,0.22427470621640302,0.032720265205560685,0.07280341133011647
5.54,497.71501005587777,1.6402470162541896,0.6447429278682407,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542197989709275,0.22453592566014774,0.032817181090663713,0.0728863299841783
5.55,497.7111971377369,1.6421419270151627,0.6466609352480996,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542193232665025,0.22479680960139983,0.032914177016076844,0.0729691360228539
5.56,497.70738505184926,1.644034368719444,0.6485805794314926,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45421884783002964,0.22505735875556346,0.033011252767546635,0.07305182968802663
5.57,497.7035737970895,1.6459243466342874,0.650501856276503,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542183726609848,0.22531757383646478,0.03310840813130729,0.07313441122103549
5.58,497.69976337233453,1.6478118660152883,0.6524247616504605,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45421789775884547,0.225577455556356,0.03320564289407947,0.07321688086267632
5.59,497.6959537764639,1.6496969321064137,0.654349291429921,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45421742312308994,0.22583700462591882,0.03330295684306927,0.0732992388532032
5.6,497.69214500835955,1.6515795501400266,0.6562754415006449,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45421694875319774,0.2260962217542678,0.03340034976596694,0.07338148543232952
5.61,497.6883370669058,1.6534597253369134,0.6582032077575755,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542164746486496,0.22635510764895447,0.03349782145094588,0.07346362083922946
5.62,497.6845299509891,1.6553374629063096,0.660132586104819,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45421600080892743,0.2266136630159703,0.03359537168666145,0.07354564531253911
5.63,497.68072365949865,1.6572127680459272,0.6620635724556235,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542155272335141,0.22687188855975063,0.03369300026224987,0.07362755909035783
5.64,497.6769181913259,1.6590856459419812,0.6639961627323577,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45421505392189376,0.227129784983178,0.03379070696732707,0.07370936241024945
5.65,497.6731135453646,1.6609561017692152,0.66593035286649,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45421458087355165,0.2273873529875861,0.03388849159198761,0.07379105550924352
5.66,497.6693097205107,1.6628241406909279,0.667866138798568,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45421410808797413,0.2276445932727628,0.03398635392680355,0.07387263862383667
5.67,497.665506715663,1.6646897678589998,0.6698035164781976,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542136355646488,0.22790150653695382,0.03408429376282328,0.0739541119899937
5.68,497.66170452972233,1.6665529884139194,0.671742481864022,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45421316330306405,0.22815809347686658,0.03418231089157048,0.07403547584314894
5.69,497.6579031615918,1.6684138074848094,0.6736830309237017,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45421269130270986,0.2284143547876735,0.03428040510504301,0.07411673041820756
5.7,497.6541026101769,1.6702722301894521,0.6756251596338932,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.454212219563077,0.22867029116301532,0.03437857619571173,0.07419787594954663
5.71,497.65030287438566,1.6721282616343165,0.6775688639802284,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542117480836574,0.22892590329500495,0.03447682395651945,0.07427891267101652
5.72,497.64650395312833,1.6739819069145838,0.6795141399572941,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45421127686394425,0.2291811918742307,0.03457514818087979,0.07435984081594209
5.73,497.6427058453175,1.6758331711141738,0.6814609835686121,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45421080590343166,0.22943615758976005,0.034673548662676114,0.0744406606171239
5.74,497.63890854986784,1.6776820593057702,0.6834093908266169,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542103352016149,0.22969080112914286,0.03477202519626041,0.07452137230683954
5.75,497.6351120656988,1.6795285765419743,0.6853593577594017,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542098647579915,0.22994512317719992,0.03487057757679707,0.07460197611645218
5.76,497.6313163917335,1.6813727278584338,0.6873108804083292,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542093945720603,0.23019912441645093,0.03496920560014109,0.07468247227654928
5.77,497.62752152689376,1.683214518292862,0.6892639548135355,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542089246433202,0.2304528055297199,0.0350679090620989,0.07476286101778397
5.78,497.6237274701043,1.6850539528719684,0.6912185770238909,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.454208454971271,0.23070616719834475,0.0351666877589361,0.07484314257029702
5.79,497.6199342202917,1.686891036611319,0.6931747430971045,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542079855554136,0.2309592101021584,0.0352655414873829,0.07492331716371065
5.8,497.6161417763852,1.6887257745153625,0.6951324490997057,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45420751639525003,0.23121193491949182,0.035364470044632966,0.07500338502712982
5.81,497.6123501373157,1.690558171577454,0.6970916911070243,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542070474902836,0.23146434232717789,0.03546347322834247,0.0750833463891434
5.82,497.6085593020171,1.6923882327798818,0.69905246520317,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45420657884001847,0.2317164330005544,0.03556255083662889,0.0751632014778253
5.83,497.60476926942533,1.6942159630938896,0.7010147674810128,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45420611044395987,0.2319682076134671,0.035661702668070054,0.07524295052073576
5.84,497.6009800384783,1.6960413674797032,0.702978594042164,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542056423016143,0.23221966683827394,0.03576092852170309,0.0753225937449225
5.85,497.59719160811665,1.697864450886556,0.7049439409969562,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542051744124893,0.23247081134584746,0.035860228197023274,0.07540213137692181
5.86,497.59340397728306,1.6996852182527116,0.7069108044644239,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45420470677609337,0.23272164180557886,0.03595960149398311,0.07548156364275985
5.87,497.5896171449224,1.7015036745054894,0.7088791805722829,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45420423939193627,0.23297215888538064,0.036059048212991156,0.07556089076795376
5.88,497.58583110998194,1.703319824561291,0.7108490654569125,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542037722595286,0.23322236325169052,0.03615856815491105,0.07564011297751293
5.89,497.58204587141125,1.705133673325622,0.7128204552633349,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542033053783823,0.23347225556947435,0.03625816112106048,0.07571923049593997
5.9,497.5782614281618,1.706945225693118,0.7147933461451962,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45420283874801026,0.23372183650222977,0.0363578269132101,0.07579824354723216
5.91,497.5744777791878,1.7087544865475692,0.7167677342647464,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542023723679263,0.23397110671198906,0.036457565333582485,0.07587715235488238
5.92,497.57069492344544,1.710561460761945,0.7187436157928211,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4542019062376457,0.2342200668593228,0.036557376184851116,0.07595595714188037
5.93,497.5669128598929,1.7123661531984176,0.7207209869088212,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45420144035668425,0.23446871760334295,0.036657259270139395,0.07603465813071397
5.94,497.56313158749117,1.7141685687083867,0.7226998438006943,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45420097472455934,0.2347170596017063,0.03675721439301946,0.07611325554337006
5.95,497.5593511052028,1.7159687121325042,0.7246801826649146,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45420050934078904,0.2349650935106176,0.0368572413575113,0.07619174960133603
5.96,497.555571411993,1.717766588300698,0.7266619997064651,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45420004420489274,0.2352128199848328,0.03695733996808168,0.07627014052560056
5.97,497.55179250682914,1.7195622020321968,0.7286452911388169,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541995793163907,0.23546023967766236,0.03705751002964311,0.07634842853665517
5.98,497.5480143886807,1.7213555581355537,0.7306300531839115,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541991146748043,0.23570735324097467,0.03715775134755281,0.07642661385449509
5.99,497.5442370565194,1.7231466614086706,0.7326162820721399,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45419865027965606,0.23595416132519903,0.03725806372761166,0.07650469669862048
6.0,497.540460509319,1.7249355166388218,0.7346039740423258,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45419818613046936,0.23620066457932898,0.037358446976063275,0.07658267728803764
6.01,497.5366847460558,1.7267221286026793,0.7365931253417048,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45419772222676874,0.23644686365092557,0.03745890089959288,0.0766605558412601
6.02,497.532909765708,1.7285065020663353,0.7385837322259061,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541972585680799,0.23669275918612065,0.037559425305326376,0.07673833257630973
6.03,497.529135567256,1.730288641785327,0.7405757909589339,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45419679515392936,0.2369383518296198,0.037660020000829256,0.07681600771071799
6.04,497.52536214968234,1.7320685525046602,0.7425692978131473,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45419633198384474,0.23718364222470614,0.03776068479410562,0.07689358146152694
6.05,497.52158951197214,1.7338462389588334,0.7445642490692429,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541958690573549,0.23742863101324269,0.03786141949359718,0.07697105404529044
6.06,497.5178176531121,1.7356217058718613,0.7465606410162353,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45419540637398936,0.23767331883567636,0.03796222390818225,0.07704842567807527
6.07,497.51404657209144,1.7373949579572994,0.7485584699514382,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.454194943933279,0.23791770633104073,0.03806309784717472,0.07712569657546232
6.08,497.5102762679015,1.7391659999182656,0.7505577321804453,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45419448173475563,0.23816179413695931,0.038164041120323046,0.07720286695254758
6.09,497.5065067395356,1.7409348364474662,0.7525584240171125,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45419401977795204,0.2384055828896487,0.03826505353780928,0.07727993702394338
6.1,497.5027379859894,1.7427014722272192,0.7545605417835387,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.454193558062402,0.23864907322392193,0.03836613491024803,0.07735690700377952
6.11,497.4989700062607,1.744465911929476,0.7565640818100473,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541930965876405,0.23889226577319148,0.03846728504868551,0.07743377710570429
6.12,497.4952027993492,1.7462281602158474,0.7585690404351669,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541926353532034,0.23913516116947245,0.0385685037645985,0.0775105475428857
6.13,497.49143636425697,1.7479882217376248,0.7605754140056138,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45419217435862763,0.23937776004338573,0.038669790869893354,0.07758721852801248
6.14,497.4876706999881,1.7497461011358058,0.7625831988762728,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45419171360345095,0.23962006302416125,0.038771146176905046,0.07766379027329538
6.15,497.48390580554894,1.751501803041116,0.764592391410179,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541912530872125,0.23986207073964097,0.03887256949839612,0.07774026299046799
6.16,497.4801416799476,1.7532553320740327,0.7666029879784984,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541907928094522,0.2401037838162823,0.038974060647555764,0.07781663689078819
6.17,497.47637832219493,1.7550066928448094,0.768614984960511,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541903327697109,0.24034520287916072,0.03907561943799877,0.077892912185039
6.18,497.47261573130305,1.756755889953497,0.7706283787435914,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541898729675306,0.24058632855197362,0.039177245683764614,0.0779690890835298
6.19,497.468853906287,1.7585029279899693,0.7726431657231906,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541894134024544,0.24082716145704275,0.03927893919931639,0.07804516779609742
6.2,497.46509284616343,1.7602478115339437,0.7746593423028173,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541889540740261,0.2410677022153177,0.03938069979953986,0.07812114853210718
6.21,497.4613325499511,1.7619905451550064,0.7766769048940204,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.4541884949817907,0.24130795144637898,0.03948252729974255,0.07819703150045412
6.22,497.45757301667123,1.763731133412635,0.7786958499163702,50.0,100.0,0.01,50.0,15.0,500.0,0.084,22.0,0.06,18.0,78.0,1.0,0.45418803612529435,0.24154790976844118,0.03958442151565263,0.07827281690956393
