Time,V_membrane,n,s,tau_membrane,i_Ca,g_Ca,V_Ca,m_infinity,V_m,theta_m,i_K,V_K,g_K,n_infinity,V_n,theta_n,lamda,tau_potassium_current_n_gate,i_s,g_s,s_infinity,V_s,theta_s,tau_s,i_K_ATP,g_K_ATP,p,Compartment
2.64,-65.54374456505224,0.04500708535334916,0.024997287875259518,20.0,-7.165141911551598,3.6,25.0,0.021981829967538558,-20.0,12.0,4.2559849548376585,-75.0,10.0,0.00017188279931147656,-17.0,5.6,0.8,20.0,0.9455229573175066,4.0,0.004307983455174742,-22.0,8.0,20000.0,5.673753260968658,1.2,0.5,1.0
2.65,-65.54559914476867,0.04498915415603969,0.02499727753046825,20.0,-7.164205712018543,3.6,25.0,0.021978507636197464,-20.0,12.0,4.253454975289957,-75.0,10.0,0.00017182589523813326,-17.0,5.6,0.8,20.0,0.9453371282500554,4.0,0.004306989184420085,-22.0,8.0,20000.0,5.672640513138796,1.2,0.5,1.0
2.66,-65.54745227413494,0.04497123011809388,0.024997267185182935,20.0,-7.1632703601338115,3.6,25.0,0.021975188393321382,-20.0,12.0,4.250926989821426,-75.0,10.0,0.00017176905447940862,-17.0,5.6,0.8,20.0,0.945151444336569,4.0,0.004305995919436686,-22.0,8.0,20000.0,5.671528635519036,1.2,0.5,1.0
2.67,-65.54930395423474,0.04495331323671228,0.02499725683940407,20.0,-7.162335855066765,3.6,25.0,0.021971872235750086,-20.0,12.0,4.248400996502437,-75.0,10.0,0.00017171227695171238,-17.0,5.6,0.8,20.0,0.9449659054685381,4.0,0.004305003659056397,-22.0,8.0,20000.0,5.670417627459153,1.2,0.5,1.0
2.68,-65.55115418615179,0.04493540350909542,0.02499724649313217,20.0,-7.161402195987317,3.6,25.0,0.02196855916032575,-20.0,12.0,4.245876993404964,-75.0,10.0,0.00017165556257156387,-17.0,5.6,0.8,20.0,0.9447805115374549,4.0,0.004304012402112276,-22.0,8.0,20000.0,5.669307488308925,1.2,0.5,1.0
2.69,-65.55300297096979,0.044917500932443837,0.02499723614636775,20.0,-7.160469382065901,3.6,25.0,0.021965249163892878,-20.0,12.0,4.243354978602588,-75.0,10.0,0.0001715989112555917,-17.0,5.6,0.8,20.0,0.9445952624348113,4.0,0.004303022147438583,-22.0,8.0,20000.0,5.668198217418128,1.2,0.5,1.0
2.7,-65.55485030977243,0.04489960550395807,0.024997225799111313,20.0,-7.159537412473509,3.6,25.0,0.02196194224329838,-20.0,12.0,4.240834950170496,-75.0,10.0,0.00017154232292053401,-17.0,5.6,0.8,20.0,0.944410158052099,4.0,0.004302032893870786,-22.0,8.0,20000.0,5.667089814136539,1.2,0.5,1.0
2.71,-65.55669620364343,0.04488171722083866,0.024997215451363373,20.0,-7.158606286381678,3.6,25.0,0.021958638395391552,-20.0,12.0,4.23831690618548,-75.0,10.0,0.00017148579748323822,-17.0,5.6,0.8,20.0,0.9442251982808118,4.0,0.004301044640245557,-22.0,8.0,20000.0,5.665982277813944,1.2,0.5,1.0
2.72,-65.55854065366648,0.04486383608028615,0.024997205103124438,20.0,-7.157676002962465,3.6,25.0,0.021955337617023993,-20.0,12.0,4.235800844725925,-75.0,10.0,0.0001714293348606595,-17.0,5.6,0.8,20.0,0.9440403830124404,4.0,0.004300057385400754,-22.0,8.0,20000.0,5.66487560780011,1.2,0.5,1.0
2.73,-65.56038366092531,0.04484596207950107,0.02499719475439502,20.0,-7.1567465613884735,3.6,25.0,0.021952039905049694,-20.0,12.0,4.233286763871822,-75.0,10.0,0.00017137293496986323,-17.0,5.6,0.8,20.0,0.9438557121384773,4.0,0.00429907112817544,-22.0,8.0,20000.0,5.663769803444813,1.2,0.5,1.0
2.74,-65.5622252265036,0.04482809521568396,0.024997184405175624,20.0,-7.155817960832851,3.6,25.0,0.02194874525632502,-20.0,12.0,4.230774661704768,-75.0,10.0,0.00017131659772802227,-17.0,5.6,0.8,20.0,0.9436711855504165,4.0,0.004298085867409881,-22.0,8.0,20000.0,5.66266486409784,1.2,0.5,1.0
2.75,-65.56406535148506,0.04481023548603537,0.024997174055466764,20.0,-7.154890200469285,3.6,25.0,0.021945453667708684,-20.0,12.0,4.22826453630795,-75.0,10.0,0.00017126032305241816,-17.0,5.6,0.8,20.0,0.9434868031397506,4.0,0.0042971016019455275,-22.0,8.0,20000.0,5.661560789108966,1.2,0.5,1.0
2.7600000000000002,-65.5659040369534,0.044792382887755826,0.02499716370526895,20.0,-7.153963279471976,3.6,25.0,0.021942165136061707,-20.0,12.0,4.225756385766149,-75.0,10.0,0.00017120411086043994,-17.0,5.6,0.8,20.0,0.9433025647979714,4.0,0.004296118330625016,-22.0,8.0,20000.0,5.660457577827961,1.2,0.5,1.0
2.77,-65.56774128399232,0.04477453741804587,0.02499715335458269,20.0,-7.153037197015687,3.6,25.0,0.021938879658247503,-20.0,12.0,4.223250208165752,-75.0,10.0,0.0001711479610695857,-17.0,5.6,0.8,20.0,0.9431184704165729,4.0,0.004295136052292187,-22.0,8.0,20000.0,5.659355229604608,1.2,0.5,1.0
2.7800000000000002,-65.56957709368552,0.04475669907410605,0.0249971430034085,20.0,-7.1521119522757015,3.6,25.0,0.02193559723113182,-20.0,12.0,4.220746001594736,-75.0,10.0,0.00017109187359746038,-17.0,5.6,0.8,20.0,0.9429345198870486,4.0,0.0042941547657920605,-22.0,8.0,20000.0,5.658253743788685,1.2,0.5,1.0
2.79,-65.57141146711672,0.04473886785313689,0.02499713265174688,20.0,-7.151187544427842,3.6,25.0,0.021932317851582735,-20.0,12.0,4.218243764142669,-75.0,10.0,0.00017103584836177646,-17.0,5.6,0.8,20.0,0.9427507131008916,4.0,0.004293174469970843,-22.0,8.0,20000.0,5.657153119729969,1.2,0.5,1.0
2.8000000000000003,-65.5732444053696,0.04472104375233894,0.02499712229959835,20.0,-7.150263972648463,3.6,25.0,0.02192904151647067,-20.0,12.0,4.215743493900717,-75.0,10.0,0.00017097988528035396,-17.0,5.6,0.8,20.0,0.9425670499495956,4.0,0.004292195163675926,-22.0,8.0,20000.0,5.656053356778235,1.2,0.5,1.0
2.81,-65.57507590952788,0.04470322676891274,0.02499711194696341,20.0,-7.149341236114459,3.6,25.0,0.021925768222668406,-20.0,12.0,4.213245188961637,-75.0,10.0,0.0001709239842711205,-17.0,5.6,0.8,20.0,0.9423835303246553,4.0,0.0042912168457558885,-22.0,8.0,20000.0,5.654954454283271,1.2,0.5,1.0
2.82,-65.57690598067528,0.04468541690005882,0.02499710159384258,20.0,-7.148419334003235,3.6,25.0,0.021922497967050973,-20.0,12.0,4.210748847419761,-75.0,10.0,0.00017086814525210897,-17.0,5.6,0.8,20.0,0.942200154117562,4.0,0.0042902395150604695,-22.0,8.0,20000.0,5.653856411594833,1.2,0.5,1.0
2.83,-65.57873461989547,0.04466761414297772,0.02499709124023636,20.0,-7.147498265492754,3.6,25.0,0.021919230746495818,-20.0,12.0,4.2082544673710345,-75.0,10.0,0.0001708123681414615,-17.0,5.6,0.8,20.0,0.9420169212198121,4.0,0.004289263170440615,-22.0,8.0,20000.0,5.652759228062718,1.2,0.5,1.0
2.84,-65.58056182827217,0.044649818494869986,0.02499708088614527,20.0,-7.146578029761499,3.6,25.0,0.021915966557882693,-20.0,12.0,4.2057620469129775,-75.0,10.0,0.00017075665285742534,-17.0,5.6,0.8,20.0,0.9418338315228999,4.0,0.004288287810748434,-22.0,8.0,20000.0,5.6516629030367,1.2,0.5,1.0
2.85,-65.58238760688909,0.04463202995293615,0.024997070531569816,20.0,-7.145658625988473,3.6,25.0,0.021912705398093618,-20.0,12.0,4.20327158414469,-75.0,10.0,0.00017070099931835336,-17.0,5.6,0.8,20.0,0.9416508849183182,4.0,0.0042873134348372,-22.0,8.0,20000.0,5.650567435866549,1.2,0.5,1.0
2.86,-65.58421195682992,0.04461424851437675,0.024997060176510502,20.0,-7.144740053353223,3.6,25.0,0.021909447264012984,-20.0,12.0,4.200783077166872,-75.0,10.0,0.0001706454074427066,-17.0,5.6,0.8,20.0,0.9414680812975624,4.0,0.004286340041561376,-22.0,8.0,20000.0,5.649472825902049,1.2,0.5,1.0
2.87,-65.58603487917838,0.044596474176392335,0.024997049820967846,20.0,-7.143822311035811,3.6,25.0,0.021906192152527457,-20.0,12.0,4.198296524081793,-75.0,10.0,0.0001705898771490499,-17.0,5.6,0.8,20.0,0.941285420552126,4.0,0.004285367629776583,-22.0,8.0,20000.0,5.648379072492969,1.2,0.5,1.0
2.88,-65.58785637501818,0.04457870693618344,0.024997039464942358,20.0,-7.14290539821684,3.6,25.0,0.02190294006052606,-20.0,12.0,4.195811922993319,-75.0,10.0,0.0001705344083560556,-17.0,5.6,0.8,20.0,0.941102902573505,4.0,0.004284396198339623,-22.0,8.0,20000.0,5.647286174989094,1.2,0.5,1.0
2.89,-65.58967644543299,0.044560946790950594,0.02499702910843454,20.0,-7.141989314077445,3.6,25.0,0.021899690984900123,-20.0,12.0,4.193329272006898,-75.0,10.0,0.00017047900098250162,-17.0,5.6,0.8,20.0,0.9409205272531954,4.0,0.004283425746108465,-22.0,8.0,20000.0,5.6461941327402085,1.2,0.5,1.0
2.9,-65.59149509150654,0.04454319373789435,0.02499701875144491,20.0,-7.141074057799254,3.6,25.0,0.021896444922543192,-20.0,12.0,4.190848569229539,-75.0,10.0,0.0001704236549472699,-17.0,5.6,0.8,20.0,0.9407382944826895,4.0,0.004282456271942224,-22.0,8.0,20000.0,5.645102945096073,1.2,0.5,1.0
2.91,-65.59331231432253,0.044525447774215236,0.024997008393973973,20.0,-7.140159628564465,3.6,25.0,0.021893201870351243,-20.0,12.0,4.188369812769857,-75.0,10.0,0.0001703683701693495,-17.0,5.6,0.8,20.0,0.9405562041534851,4.0,0.0042814877747012065,-22.0,8.0,20000.0,5.644012611406481,1.2,0.5,1.0
2.92,-65.59512811496468,0.04450770889711379,0.024996998036022244,20.0,-7.139246025555761,3.6,25.0,0.02188996182522242,-20.0,12.0,4.185893000738019,-75.0,10.0,0.0001703131465678321,-17.0,5.6,0.8,20.0,0.9403742561570748,4.0,0.00428052025324685,-22.0,8.0,20000.0,5.642923131021192,1.2,0.5,1.0
2.93,-65.59694249451667,0.044489977103790566,0.024996987677590225,20.0,-7.138333247956382,3.6,25.0,0.021886724784057284,-20.0,12.0,4.183418131245795,-75.0,10.0,0.00017025798406191664,-17.0,5.6,0.8,20.0,0.9401924503849566,4.0,0.004279553706441783,-22.0,8.0,20000.0,5.641834503289999,1.2,0.5,1.0
2.94,-65.5987554540622,0.04447225239144609,0.024996977318678434,20.0,-7.137421294950078,3.6,25.0,0.02188349074375863,-20.0,12.0,4.180945202406519,-75.0,10.0,0.00017020288257090595,-17.0,5.6,0.8,20.0,0.9400107867286261,4.0,0.0042785881331497775,-22.0,8.0,20000.0,5.6407467275626795,1.2,0.5,1.0
2.95,-65.600566994685,0.0444545347572809,0.02499696695928738,20.0,-7.13651016572111,3.6,25.0,0.021880259701231496,-20.0,12.0,4.178474212335091,-75.0,10.0,0.00017014784201420662,-17.0,5.6,0.8,20.0,0.9398292650795778,4.0,0.004277623532235752,-22.0,8.0,20000.0,5.639659803189002,1.2,0.5,1.0
2.96,-65.60237711746876,0.04443682419849554,0.02499695659941757,20.0,-7.135599859454274,3.6,25.0,0.021877031653383262,-20.0,12.0,4.176005159147995,-75.0,10.0,0.0001700928623113302,-17.0,5.6,0.8,20.0,0.9396478853293071,4.0,0.004276659902565791,-22.0,8.0,20000.0,5.638573729518742,1.2,0.5,1.0
2.97,-65.60418582349719,0.044419120712290545,0.024996946239069513,20.0,-7.134690375334891,3.6,25.0,0.0218738065971236,-20.0,12.0,4.173538040963291,-75.0,10.0,0.00017003794338189238,-17.0,5.6,0.8,20.0,0.9394666473693117,4.0,0.004275697243007134,-22.0,8.0,20000.0,5.637488505901686,1.2,0.5,1.0
2.98,-65.60599311385398,0.04440142429586646,0.024996935878243722,20.0,-7.1337817125488,3.6,25.0,0.021870584529364436,-20.0,12.0,4.171072855900605,-75.0,10.0,0.00016998308514561307,-17.0,5.6,0.8,20.0,0.9392855510910878,4.0,0.004274735552428166,-22.0,8.0,20000.0,5.63640413168761,1.2,0.5,1.0
2.99,-65.60779898962285,0.044383734946423815,0.024996925516940705,20.0,-7.132873870282355,3.6,25.0,0.02186736544701997,-20.0,12.0,4.168609602081133,-75.0,10.0,0.000169928287522315,-17.0,5.6,0.8,20.0,0.9391045963861314,4.0,0.004273774829698422,-22.0,8.0,20000.0,5.63532060622629,1.2,0.5,1.0
3.0,-65.6096034518875,0.04436605266116316,0.024996915155160972,20.0,-7.131966847722431,3.6,25.0,0.021864149347006673,-20.0,12.0,4.166148277627642,-75.0,10.0,0.00016987355043192516,-17.0,5.6,0.8,20.0,0.938923783145939,4.0,0.004272815073688583,-22.0,8.0,20000.0,5.6342379288675035,1.2,0.5,1.0
3.0100000000000002,-65.61140650173162,0.04434837743728503,0.024996904792905037,20.0,-7.13106064405642,3.6,25.0,0.021860936226243285,-20.0,12.0,4.163688880664463,-75.0,10.0,0.00016981887379447378,-17.0,5.6,0.8,20.0,0.9387431112620075,4.0,0.004271856283270475,-22.0,8.0,20000.0,5.6331560989610265,1.2,0.5,1.0
3.02,-65.61320814023894,0.044330709271989954,0.024996894430173403,20.0,-7.130155258472236,3.6,25.0,0.021857726081650812,-20.0,12.0,4.161231409317495,-75.0,10.0,0.00016976425753009445,-17.0,5.6,0.8,20.0,0.9385625806258332,4.0,0.004270898457317067,-22.0,8.0,20000.0,5.632075115856637,1.2,0.5,1.0
3.0300000000000002,-65.61500836849315,0.04431304816247848,0.024996884066966586,20.0,-7.129250690158311,3.6,25.0,0.021854518910152537,-20.0,12.0,4.158775861714206,-75.0,10.0,0.00016970970155902332,-17.0,5.6,0.8,20.0,0.9383821911289133,4.0,0.004269941594702471,-22.0,8.0,20000.0,5.63099497890411,1.2,0.5,1.0
3.04,-65.61680718757795,0.044295394105951146,0.024996873703285093,20.0,-7.128346938303596,3.6,25.0,0.021851314708674012,-20.0,12.0,4.156322235983629,-75.0,10.0,0.0001696552058016001,-17.0,5.6,0.8,20.0,0.938201942662746,4.0,0.004268985694301944,-22.0,8.0,20000.0,5.629915687453232,1.2,0.5,1.0
3.0500000000000003,-65.61860459857705,0.044277747099608494,0.024996863339129434,20.0,-7.127444002097544,3.6,25.0,0.021848113474142984,-20.0,12.0,4.153870530256355,-75.0,10.0,0.00016960077017826587,-17.0,5.6,0.8,20.0,0.9380218351188272,4.0,0.00426803075499187,-22.0,8.0,20000.0,5.62883724085377,1.2,0.5,1.0
3.06,-65.62040060257415,0.04426010714065105,0.024996852974500123,20.0,-7.1265418807301435,3.6,25.0,0.021844915203489534,-20.0,12.0,4.151420742664541,-75.0,10.0,0.00016954639460956594,-17.0,5.6,0.8,20.0,0.9378418683886556,4.0,0.0042670767756497795,-22.0,8.0,20000.0,5.627759638455509,1.2,0.5,1.0
3.0700000000000003,-65.62219520065297,0.044242474226279374,0.024996842609397663,20.0,-7.125640573391872,3.6,25.0,0.021841719893645906,-20.0,12.0,4.1489728713419005,-75.0,10.0,0.00016949207901614653,-17.0,5.6,0.8,20.0,0.9376620423637272,4.0,0.0042661237551543255,-22.0,8.0,20000.0,5.626682879608219,1.2,0.5,1.0
3.08,-65.62398839389719,0.04422484835369399,0.02499683224382257,20.0,-7.124740079273749,3.6,25.0,0.021838527541546675,-20.0,12.0,4.146526914423715,-75.0,10.0,0.00016943782331875615,-17.0,5.6,0.8,20.0,0.9374823569355412,4.0,0.004265171692385306,-22.0,8.0,20000.0,5.625606963661684,1.2,0.5,1.0
3.09,-65.62578018339053,0.04420722952009544,0.024996821877775348,20.0,-7.123840397567286,3.6,25.0,0.021835338144128608,-20.0,12.0,4.144082870046817,-75.0,10.0,0.00016938362743824622,-17.0,5.6,0.8,20.0,0.9373028119955951,4.0,0.004264220586223647,-22.0,8.0,20000.0,5.624531889965681,1.2,0.5,1.0
3.1,-65.6275705702167,0.04418961772268425,0.024996811511256514,20.0,-7.122941527464515,3.6,25.0,0.02183215169833071,-20.0,12.0,4.141640736349594,-75.0,10.0,0.00016932949129556794,-17.0,5.6,0.8,20.0,0.9371234074353856,4.0,0.004263270435551389,-22.0,8.0,20000.0,5.623457657869977,1.2,0.5,1.0
3.11,-65.62935955545939,0.04417201295866099,0.024996801144266573,20.0,-7.122043468157986,3.6,25.0,0.021828968201094277,-20.0,12.0,4.139200511472007,-75.0,10.0,0.00016927541481177668,-17.0,5.6,0.8,20.0,0.9369441431464136,4.0,0.004262321239251728,-22.0,8.0,20000.0,5.622384266724367,1.2,0.5,1.0
3.12,-65.6311471402023,0.044154415225226167,0.024996790776806038,20.0,-7.121146218840748,3.6,25.0,0.02182578764936277,-20.0,12.0,4.136762193555552,-75.0,10.0,0.0001692213979080269,-17.0,5.6,0.8,20.0,0.936765019020176,4.0,0.004261372996208962,-22.0,8.0,20000.0,5.621311715878619,1.2,0.5,1.0
3.13,-65.63293332552915,0.04413682451958034,0.024996780408875416,20.0,-7.120249778706365,3.6,25.0,0.021822610040081923,-20.0,12.0,4.134325780743288,-75.0,10.0,0.00016916744050557555,-17.0,5.6,0.8,20.0,0.9365860349481708,4.0,0.004260425705308517,-22.0,8.0,20000.0,5.6202400046825085,1.2,0.5,1.0
3.14,-65.63471811252364,0.04411924083892404,0.02499677004047522,20.0,-7.11935414694891,3.6,25.0,0.021819435370199668,-20.0,12.0,4.131891271179825,-75.0,10.0,0.00016911354252577973,-17.0,5.6,0.8,20.0,0.9364071908218968,4.0,0.004259479365436945,-22.0,8.0,20000.0,5.619169132485814,1.2,0.5,1.0
3.15,-65.63650150226948,0.04410166418045781,0.024996759671605955,20.0,-7.118459322762966,3.6,25.0,0.021816263636666184,-20.0,12.0,4.129458663011325,-75.0,10.0,0.0001690597038900981,-17.0,5.6,0.8,20.0,0.9362284865328526,4.0,0.004258533975481913,-22.0,8.0,20000.0,5.618099098638311,1.2,0.5,1.0
3.16,-65.63828349585036,0.04408409454138218,0.024996749302268136,20.0,-7.117565305343632,3.6,25.0,0.02181309483643389,-20.0,12.0,4.127027954385507,-75.0,10.0,0.00016900592452008995,-17.0,5.6,0.8,20.0,0.9360499219725384,4.0,0.004257589534332219,-22.0,8.0,20000.0,5.617029902489784,1.2,0.5,1.0
3.17,-65.64006409434998,0.04406653191889769,0.024996738932462275,20.0,-7.116672093886506,3.6,25.0,0.021809928966457393,-20.0,12.0,4.124599143451632,-75.0,10.0,0.0001689522043374145,-17.0,5.6,0.8,20.0,0.9358714970324535,4.0,0.004256646040877768,-22.0,8.0,20000.0,5.615961543390012,1.2,0.5,1.0
3.18,-65.64184329885207,0.0440489763102049,0.024996728562188875,20.0,-7.115779687587685,3.6,25.0,0.021806766023693493,-20.0,12.0,4.122172228360506,-75.0,10.0,0.00016889854326383163,-17.0,5.6,0.8,20.0,0.9356932116040951,4.0,0.0042557034940095715,-22.0,8.0,20000.0,5.61489402068876,1.2,0.5,1.0
3.19,-65.64362111044031,0.04403142771250432,0.02499671819144845,20.0,-7.114888085643789,3.6,25.0,0.021803606005101252,-20.0,12.0,4.11974720726449,-75.0,10.0,0.00016884494122120148,-17.0,5.6,0.8,20.0,0.935515065578964,4.0,0.004254761892619768,-22.0,8.0,20000.0,5.6138273337358156,1.2,0.5,1.0
3.2,-65.64539753019841,0.044013886122996504,0.024996707820241507,20.0,-7.113997287251937,3.6,25.0,0.021800448907641934,-20.0,12.0,4.117324078317491,-75.0,10.0,0.00016879139813148362,-17.0,5.6,0.8,20.0,0.9353370588485598,4.0,0.004253821235601603,-22.0,8.0,20000.0,5.612761481880955,1.2,0.5,1.0
3.21,-65.64717255921009,0.04399635153888199,0.02499669744856856,20.0,-7.113107291609741,3.6,25.0,0.02179729472827894,-20.0,12.0,4.114902839674948,-75.0,10.0,0.00016873791391673756,-17.0,5.6,0.8,20.0,0.9351591913043805,4.0,0.0042528815218494205,-22.0,8.0,20000.0,5.611696464473945,1.2,0.5,1.0
3.22,-65.64894619855903,0.043978823957361315,0.02499668707643012,20.0,-7.112218097915345,3.6,25.0,0.02179414346397799,-20.0,12.0,4.112483489493867,-75.0,10.0,0.00016868448849912318,-17.0,5.6,0.8,20.0,0.9349814628379288,4.0,0.004251942750258699,-22.0,8.0,20000.0,5.610632280864581,1.2,0.5,1.0
3.23,-65.65071844932895,0.043961303375635016,0.02499667670382669,20.0,-7.11132970536737,3.6,25.0,0.021790995111706915,-20.0,12.0,4.110066025932775,-75.0,10.0,0.00016863112180089893,-17.0,5.6,0.8,20.0,0.934803873340703,4.0,0.004251004919725995,-22.0,8.0,20000.0,5.609568930402631,1.2,0.5,1.0
3.24,-65.65248931260355,0.04394378979090364,0.024996666330758786,20.0,-7.110442113164946,3.6,25.0,0.021787849668435753,-20.0,12.0,4.107650447151748,-75.0,10.0,0.0001685778137444222,-17.0,5.6,0.8,20.0,0.934626422704203,4.0,0.00425006802914898,-22.0,8.0,20000.0,5.60850641243787,1.2,0.5,1.0
3.25,-65.65425879536988,0.0439262831113032,0.024996655957221343,20.0,-7.1095553175493595,3.6,25.0,0.02178470712065333,-20.0,12.0,4.105236740395543,-75.0,10.0,0.00016852456407452667,-17.0,5.6,0.8,20.0,0.9344491102294654,4.0,0.004249132074304241,-22.0,8.0,20000.0,5.6074447227780695,1.2,0.5,1.0
3.2600000000000002,-65.6560268946223,0.04390878339573108,0.02499664558321873,20.0,-7.108669319770857,3.6,25.0,0.02178156747259956,-20.0,12.0,4.102824911395661,-75.0,10.0,0.00016847137283694093,-17.0,5.6,0.8,20.0,0.9342719362170163,4.0,0.0042481970562560254,-22.0,8.0,20000.0,5.606383863226619,1.2,0.5,1.0
3.27,-65.65779360999865,0.04389129066320106,0.024996635208752824,20.0,-7.107784119754791,3.6,25.0,0.021778430723819305,-20.0,12.0,4.100414960991636,-75.0,10.0,0.00016841823999784645,-17.0,5.6,0.8,20.0,0.9340949007029735,4.0,0.004247262974670293,-22.0,8.0,20000.0,5.605323834000811,1.2,0.5,1.0
3.2800000000000002,-65.65955894258855,0.043873804910824966,0.02499662483382413,20.0,-7.106899716699397,3.6,25.0,0.021775296871281147,-20.0,12.0,4.098006887339298,-75.0,10.0,0.00016836516547982919,-17.0,5.6,0.8,20.0,0.9339180035782466,4.0,0.004246329828446113,-22.0,8.0,20000.0,5.604264634446872,1.2,0.5,1.0
3.29,-65.66132289348157,0.0438563261357146,0.02499661445843315,20.0,-7.1060161098034405,3.6,25.0,0.021772165911955927,-20.0,12.0,4.095600688596039,-75.0,10.0,0.00016831214920557468,-17.0,5.6,0.8,20.0,0.9337412447337491,4.0,0.004245397616483676,-22.0,8.0,20000.0,5.603206263911059,1.2,0.5,1.0
3.3000000000000003,-65.66308546376729,0.04383885433498179,0.02499660408258039,20.0,-7.1051332982661775,3.6,25.0,0.02176903784281666,-20.0,12.0,4.093196362920799,-75.0,10.0,0.0001682591910978662,-17.0,5.6,0.8,20.0,0.9335646240603951,4.0,0.004244466337684271,-22.0,8.0,20000.0,5.602148721739627,1.2,0.5,1.0
3.31,-65.6648466545353,0.04382138950573834,0.024996593706266352,20.0,-7.104251281287368,3.6,25.0,0.021765912660838552,-20.0,12.0,4.090793908474051,-75.0,10.0,0.00016820629107958584,-17.0,5.6,0.8,20.0,0.9333881414490972,4.0,0.004243535990950269,-22.0,8.0,20000.0,5.601092007278822,1.2,0.5,1.0
3.3200000000000003,-65.66660646687518,0.04380393164509609,0.024996583329491544,20.0,-7.103370058067265,3.6,25.0,0.021762790362998944,-20.0,12.0,4.088393323417815,-75.0,10.0,0.00016815344907371248,-17.0,5.6,0.8,20.0,0.9332117967907683,4.0,0.004242606575185141,-22.0,8.0,20000.0,5.600036119874892,1.2,0.5,1.0
3.33,-65.66836490187653,0.04378648075016684,0.02499657295225647,20.0,-7.102489627806617,3.6,25.0,0.021759670946277374,-20.0,12.0,4.085994605915646,-75.0,10.0,0.00016810066500332407,-17.0,5.6,0.8,20.0,0.9330355899763212,4.0,0.004241678089293443,-22.0,8.0,20000.0,5.598981058874082,1.2,0.5,1.0
3.34,-65.67012196062892,0.04376903681806241,0.02499656257456163,20.0,-7.101609989706681,3.6,25.0,0.021756554407655566,-20.0,12.0,4.083597754132648,-75.0,10.0,0.00016804793879159595,-17.0,5.6,0.8,20.0,0.9328595208966705,4.0,0.004240750532180829,-22.0,8.0,20000.0,5.5979268236226485,1.2,0.5,1.0
3.35,-65.67187764422194,0.04375159984589462,0.024996552196407538,20.0,-7.1007311429692,3.6,25.0,0.02175344074411739,-20.0,12.0,4.081202766235457,-75.0,10.0,0.0001679952703618007,-17.0,5.6,0.8,20.0,0.9326835894427297,4.0,0.004239823902754034,-22.0,8.0,20000.0,5.596873413466838,1.2,0.5,1.0
3.36,-65.67363195374517,0.043734169830775285,0.024996541817794687,20.0,-7.099853086796416,3.6,25.0,0.021750329952648882,-20.0,12.0,4.078809640392245,-75.0,10.0,0.00016794265963730818,-17.0,5.6,0.8,20.0,0.9325077955054117,4.0,0.004238898199920879,-22.0,8.0,20000.0,5.595820827752896,1.2,0.5,1.0
3.37,-65.67538489028821,0.043716746769816225,0.024996531438723588,20.0,-7.098975820391064,3.6,25.0,0.021747222030238232,-20.0,12.0,4.076418374772723,-75.0,10.0,0.00016789010654158544,-17.0,5.6,0.8,20.0,0.9323321389756306,4.0,0.004237973422590267,-22.0,8.0,20000.0,5.594769065827071,1.2,0.5,1.0
3.38,-65.67713645494064,0.04369933066012926,0.024996521059194747,20.0,-7.098099342956387,3.6,25.0,0.02174411697387583,-20.0,12.0,4.07402896754814,-75.0,10.0,0.0001678376109981971,-17.0,5.6,0.8,20.0,0.9321566197443014,4.0,0.0042370495696721945,-22.0,8.0,20000.0,5.5937181270356175,1.2,0.5,1.0
3.39,-65.67888664879202,0.0436819214988262,0.02499651067920866,20.0,-7.097223653696115,3.6,25.0,0.02174101478055421,-20.0,12.0,4.07164141689128,-75.0,10.0,0.00016778517293080435,-17.0,5.6,0.8,20.0,0.9319812377023392,4.0,0.004236126640077735,-22.0,8.0,20000.0,5.592668010724791,1.2,0.5,1.0
3.4,-65.68063547293197,0.04366451928301887,0.024996500298765843,20.0,-7.096348751814451,3.6,25.0,0.021737915447267987,-20.0,12.0,4.069255720976441,-75.0,10.0,0.000167732792263164,-17.0,5.6,0.8,20.0,0.9318059927406555,4.0,0.00423520463271902,-22.0,8.0,20000.0,5.591618716240819,1.2,0.5,1.0
3.41,-65.68238292845005,0.04364712400981908,0.02499648991786679,20.0,-7.095474636516117,3.6,25.0,0.021734818971014,-20.0,12.0,4.066871877979478,-75.0,10.0,0.000167680468919131,-17.0,5.6,0.8,20.0,0.9316308847501669,4.0,0.0042342835465092885,-22.0,8.0,20000.0,5.590570242929968,1.2,0.5,1.0
3.42,-65.68412901643585,0.04362973567633865,0.024996479536512014,20.0,-7.09460130700633,3.6,25.0,0.02173172534879126,-20.0,12.0,4.064489886077769,-75.0,10.0,0.00016762820282265588,-17.0,5.6,0.8,20.0,0.9314559136217896,4.0,0.004233363380362846,-22.0,8.0,20000.0,5.5895225901384915,1.2,0.5,1.0
3.43,-65.68587373797897,0.043612354279689396,0.024996469154702012,20.0,-7.093728762490767,3.6,25.0,0.021728634577600808,-20.0,12.0,4.062109743450205,-75.0,10.0,0.00016757599389778443,-17.0,5.6,0.8,20.0,0.9312810792464349,4.0,0.004232444133195051,-22.0,8.0,20000.0,5.5884757572126205,1.2,0.5,1.0
3.44,-65.68761709416897,0.04359497981698314,0.02499645877243729,20.0,-7.092857002175626,3.6,25.0,0.02172554665444593,-20.0,12.0,4.059731448277225,-75.0,10.0,0.00016752384206865958,-17.0,5.6,0.8,20.0,0.9311063815150203,4.0,0.004231525803922363,-22.0,8.0,20000.0,5.5874297434986175,1.2,0.5,1.0
