I_1,I_1p,I_2,I_2p,N,R_1,R_2,R_p,S,Time
0.003775,0.0,1e-06,0.0,1.0,0.93733,0.0,0.0,0.0588912,0.0
0.0037749975132489837,7.691947371928379e-10,1.446650271615103e-06,7.720832073384307e-06,1.0,0.9373218342240998,1.9368829762985415e-07,4.461012639866864e-07,0.05889056078149401,0.01
0.003774969039020107,3.9578637683966765e-09,6.773877294633982e-06,7.726230932794307e-05,1.0,0.9372469860260558,7.418418025347172e-07,5.766393879720448e-06,0.05888469767453096,0.02
0.003774700968753428,2.078576503026763e-08,5.6598451584743154e-05,0.0007131905059689271,1.0,0.9365613979984272,4.745173187100443e-06,5.5550424950765435e-05,0.058830997370858625,0.03
0.003772245169465654,1.5667770133773683e-07,0.0005101294306786597,0.006495379039056945,1.0,0.9303249196924158,4.043894232224275e-05,0.0005109691688503697,0.058342964118612776,0.04
0.0037506425628053533,1.3518693502190672e-06,0.004348782656138714,0.05583644262670453,1.0,0.8769656722111079,0.00035408740397197154,0.00453910336525458,0.05420112010326673,0.05
0.003605016391023959,1.0447698491271782e-05,0.024094947284412357,0.32458744615063717,1.0,0.5800330143104715,0.002490947898712119,0.03278928256709087,0.03238610105714546,0.06
0.0031910146491954125,4.8733399024283487e-05,0.04397872827292815,0.6579593041221939,1.0,0.15704300789151784,0.008741851863656969,0.12260801207272895,0.00642655164601142,0.07
0.0027036833232367105,0.00012338237741030532,0.04217838663448127,0.6684772268326722,1.0,0.028541595800390146,0.01628470385066044,0.24080174132891116,0.0008864843286554907,0.08
0.002275311833656903,0.0002171122121501719,0.036306089205132015,0.5821918420495873,1.0,0.006119083636547249,0.022971273067011206,0.34962782404292586,0.00028866898845608213,0.09
0.0019135816152456657,0.0003146397384833736,0.030910179417692515,0.49343218389601273,1.0,0.0017862573355074932,0.02863880260467024,0.4427416308988238,0.0002599300879680431,0.1
0.0016095904203954413,0.00040727544994802753,0.02634341908113726,0.4158351492752201,1.0,0.0007531437760272094,0.03342547560578039,0.5213102968985105,0.0003128556462104316,0.11
0.00135434793888909,0.000490686161950059,0.022520071237341902,0.34992748869968077,1.0,0.0004530941003158146,0.03747549747849874,0.5873876211837374,0.00038839991152897165,0.12
0.0011401212641823104,0.0005631006752301284,0.01932345994926767,0.2943313308811389,1.0,0.00034985972288638194,0.04091188765962626,0.6428992866321983,0.0004781604860147873,0.13
0.0009603870012725061,0.0006242114506936989,0.016649455281253733,0.24752698446358626,1.0,0.00030889876951294457,0.04383695125083219,0.6895089272619421,0.0005813923499415745,0.14
0.0008096606130420751,0.0006745173189634291,0.014409951771298207,0.20815106915252893,1.0,0.00029061552986121364,0.04633540215461185,0.7286271719374099,0.000698819909697638,0.15
0.0006833344522772252,0.0007149306072447518,0.012531235353179437,0.1750334847141629,1.0,0.0002816621497960282,0.048477327741223285,0.7614437355856457,0.0008314983421504014,0.16
0.0005775383568556211,0.0007465434230340504,0.010951837816221447,0.1471828371073546,1.0,0.00027699420224348587,0.050320696230614345,0.7889602219272817,0.000980540440229565,0.17
0.0004890218196593435,0.0007704906359095177,0.009620583096327432,0.12376283727584432,1.0,0.00027451674767524993,0.05191343775935928,0.8120192987480542,0.0011470239790486926,0.18
0.0004150548092925413,0.000787871982232678,0.008494916505724403,0.104069236997298,1.0,0.0002732928266601072,0.05329516839918959,0.8313297246547791,0.0013319444446333777,0.19
0.00035334441151063894,0.0007997104008997619,0.007539498424112863,0.0875094156089339,1.0,0.0002728817948899771,0.054498619926607095,0.8474875581332812,0.0015361824773945467,0.2
0.00030196479555675876,0.0008069324709231046,0.006725025232203664,0.07358485764257805,1.0,0.0002730729299399182,0.05555082759837508,0.860994052398921,0.0017604786668412222,0.21
0.0002592983865008901,0.0008103621394194113,0.006027241036249166,0.06187628135021441,1.0,0.0002737695873748622,0.0564741182529564,0.8722707273512279,0.0020054141889930383,0.22
0.0002239864648218934,0.0008107222520435709,0.005426108541853839,0.05203107709053588,1.0,0.00027493534451965914,0.05728693284753272,0.8816720530532942,0.002271397255819808,0.23
0.00019488770851716145,0.0008086404475872065,0.004905112702859817,0.04375272326205725,1.0,0.0002765673700683993,0.05800451096692429,0.889496115408262,0.0025586555415195765,0.24
0.00017104337877459948,0.0008046572517738451,0.004450674455172732,0.036791869577988454,1.0,0.00027868237766714104,0.05863946068140939,0.8959935916777884,0.00286723456448367,0.25
