Time,N,S,I_1,I_2,R_1,R_2,I_1p,I_2p,R_p,mu,l_e,beta_1,R0_1,gamma_1,beta_2,R0_2,gamma_2,tInf_1,tInf_2,sigma,tImm,Lambda_1,Lambda_2,I_1_frac,I_2_frac,S_frac,R1_frac,R2_frac,Rp_frac,psi,env,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20
0.1,1.0,0.0002599300879680431,0.0019135816152456657,0.030910179417692515,0.0017862573355074932,0.02863880260467024,0.0003146397384833736,0.49343218389601273,0.4427416308988238,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.6583863571375567,154.93068401721624,0.0022282213537290394,0.5243423633137052,0.0002599300879680431,0.44452788823433126,0.471380433503494,0.4427416308988238,0.2,1.0,0.02,5.198601759360861e-06,3.8271632304913317e-05,0.0006182035883538503,3.572514671014986e-05,0.0005727760520934048,6.292794769667472e-06,0.009868643677920255,0.008854832617976476,0.00017113442372772452,0.0402711463255441,0.015084317535736327,0.22139685665675682,0.03325987093165086,0.537248356545608,0.005468738311734826,8.576321291525934,8.931286677537466e-05,0.001431940130233512,0.022137081544941192
0.11,1.0,0.0003128556462104316,0.0016095904203954413,0.02634341908113726,0.0007531437760272094,0.03342547560578039,0.00040727544994802753,0.4158351492752201,0.5213102968985105,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.5959358440705345,130.65323888815226,0.002016865870343469,0.4421785683563573,0.0003128556462104316,0.5220634406745377,0.5547357725042908,0.5213102968985105,0.2,1.0,0.02,6.2571129242086315e-06,3.219180840790883e-05,0.0005268683816227452,1.5062875520544187e-05,0.0006685095121156078,8.145508998960551e-06,0.008316702985504403,0.01042620593797021,0.00018644189359664606,0.04087560348183876,0.015935551214871838,0.07872053894912642,0.027976214449730287,0.457873712600719,0.0070788352014776205,7.227610927878825,3.765718880136047e-05,0.0016712737802890194,0.026065514844925527
0.12,1.0,0.00038839991152897165,0.00135434793888909,0.022520071237341902,0.0004530941003158146,0.03747549747849874,0.000490686161950059,0.34992748869968077,0.5873876211837374,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.5451636474146152,110.04938616234408,0.001845034100839149,0.37244755993702267,0.00038839991152897165,0.5878407152840532,0.6248631186622362,0.5873876211837374,0.2,1.0,0.02,7.767998230579433e-06,2.7086958777781802e-05,0.00045040142474683803,9.061882006316292e-06,0.0007495099495699747,9.81372323900118e-06,0.0069985497739936155,0.011747752423674748,0.00021174151242464806,0.04274317184927208,0.01634422311524447,0.039890182090827966,0.02353985703307228,0.3914202857918949,0.008528592814846263,6.082073017875404,2.2654705015790733e-05,0.001873774873924937,0.029369381059186874
0.13,1.0,0.0004781604860147873,0.0011401212641823104,0.01932345994926767,0.00034985972288638194,0.04091188765962626,0.0005631006752301284,0.2943313308811389,0.6428992866321983,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.5032615301930563,92.67752271917489,0.0017032219394124389,0.31365479083040654,0.0004781604860147873,0.6432491463550847,0.6838111742918246,0.6428992866321983,0.2,1.0,0.02,9.563209720295747e-06,2.2802425283646206e-05,0.0003864691989853534,6.997194457727639e-06,0.0008182377531925251,1.1262013504602569e-05,0.005886626617622778,0.012857985732643967,0.0002406397778696574,0.044314729306047164,0.016471503349335944,0.02593930593306152,0.019816393401263965,0.33586013721346186,0.009787226021856993,5.115758846267414,1.7492986144319098e-05,0.002045594382981313,0.03214496433160992
0.14,1.0,0.0005813923499415745,0.0009603870012725061,0.016649455281253733,0.00030889876951294457,0.04383695125083219,0.0006242114506936989,0.24752698446358626,0.6895089272619421,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.46821111402144294,78.0578480293682,0.001584598451966205,0.26417643974484,0.0005813923499415745,0.689817826031455,0.7333458785127743,0.6895089272619421,0.2,1.0,0.02,1.1627846998831492e-05,1.9207740025450123e-05,0.00033298910562507467,6.177975390258891e-06,0.0008767390250166438,1.2484229013873979e-05,0.004950539689271725,0.013790178545238842,0.0002722143598496892,0.045382235697176684,0.016419958224364664,0.019289578565680216,0.01669244073640308,0.2893833894122672,0.010849389500152384,4.302254729962332,1.544493847564723e-05,0.0021918475625416095,0.03447544636309711
0.15,1.0,0.000698819909697638,0.0008096606130420751,0.014409951771298207,0.00029061552986121364,0.04633540215461185,0.0006745173189634291,0.20815106915252893,0.7286271719374099,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.43853924133781685,65.76148261106415,0.0014841779320055042,0.22256102092382712,0.000698819909697638,0.7289177874672711,0.7749625740920217,0.7286271719374099,0.2,1.0,0.02,1.397639819395276e-05,1.6193212260841505e-05,0.00028819903542596413,5.812310597224273e-06,0.000926708043092237,1.3490346379268583e-05,0.0041630213830505785,0.014572543438748198,0.00030645995303056384,0.04595543333984665,0.0162559136863729,0.015289046490778717,0.014072672560017018,0.2504586855487545,0.01172375340103103,3.617863820984431,1.4530776493060683e-05,0.0023167701077305924,0.036431358596870494
0.16,1.0,0.0008314983421504014,0.0006833344522772252,0.012531235353179437,0.0002816621497960282,0.048477327741223285,0.0007149306072447518,0.1750334847141629,0.7614437355856457,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.41315403306351745,55.4209089532314,0.0013982650595219769,0.18756472006734234,0.0008314983421504014,0.7617253977354418,0.809921063326869,0.7614437355856457,0.2,1.0,0.02,1.662996684300803e-05,1.3666689045544503e-05,0.00025062470706358874,5.633242995920564e-06,0.0009695465548244657,1.4298612144895037e-05,0.003500669694283258,0.015228874711712914,0.0003435368935450669,0.04608239391508024,0.01602288277474267,0.012487977887533681,0.011877003575294627,0.21780480494811877,0.0124261748402064,3.0422486628890217,1.408310748980141e-05,0.0024238663870611646,0.038072186779282285
0.17,1.0,0.000980540440229565,0.0005775383568556211,0.010951837816221447,0.00027699420224348587,0.050320696230614345,0.0007465434230340504,0.1471828371073546,0.7889602219272817,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.3912346402007339,46.72503132860902,0.0013240817798896715,0.15813467492357605,0.000980540440229565,0.7892372161295251,0.839280918157896,0.7889602219272817,0.2,1.0,0.02,1.96108088045913e-05,1.1550767137112421e-05,0.00021903675632442896,5.539884044869718e-06,0.001006413924612287,1.4930868460681009e-05,0.0029436567421470923,0.015779204438545632,0.0003836213863354831,0.045815782788694505,0.015749759587547863,0.010354050222135954,0.010038166678681033,0.19035337156765847,0.012975635686068018,2.5581778830564015,1.3849710112174294e-05,0.0025160348115307175,0.03944801109636409
0.18,1.0,0.0011470239790486926,0.0004890218196593435,0.009620583096327432,0.00027451674767524993,0.05191343775935928,0.0007704906359095177,0.12376283727584432,0.8120192987480542,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.3721559422287992,39.4116249242536,0.0012595124555688612,0.13338342037217174,0.0011470239790486926,0.8122938154957294,0.8639327365074135,0.8120192987480542,0.2,1.0,0.02,2.2940479580973855e-05,9.78043639318687e-06,0.00019241166192654865,5.490334953504998e-06,0.0010382687551871855,1.5409812718190355e-05,0.0024752567455168864,0.016240385974961084,0.00042687178968189274,0.045206078841392,0.01545591547493638,0.008655320875842334,0.008499664960745732,0.1672148966742625,0.013391861052713045,2.151115981223008,1.3725837383762498e-05,0.002595671887967964,0.040600964937402714
0.19,1.0,0.0013319444446333777,0.0004150548092925413,0.008494916505724403,0.0002732928266601072,0.05329516839918959,0.000787871982232678,0.104069236997298,0.8313297246547791,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.3554362257816184,33.260027261250194,0.0012029267915252193,0.1125641535030224,0.0013319444446333777,0.8316030174814392,0.8846248930539686,0.8313297246547791,0.2,1.0,0.02,2.6638888892667556e-05,8.301096185850826e-06,0.00016989833011448808,5.465856533202144e-06,0.0010659033679837919,1.575743964465356e-05,0.00208138473994596,0.01662659449309558,0.00047342130635128155,0.044300508538976886,0.015154426806562978,0.007271781492015431,0.007214047875798931,0.14764973926616223,0.013693965405472736,1.8088224525720842,1.366464133300536e-05,0.0026647584199594797,0.04156648623273895
0.2,1.0,0.0015361824773945467,0.00035334441151063894,0.007539498424112863,0.0002728817948899771,0.054498619926607095,0.0007997104008997619,0.0875094156089339,0.8474875581332812,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.3407002433812637,28.084691027383577,0.0011530548124104008,0.09504891403304676,0.0015361824773945467,0.8477604399281712,0.9019861780598883,0.8474875581332812,0.2,1.0,0.02,3.0723649547890935e-05,7.066888230212779e-06,0.00015078996848225728,5.457635897799542e-06,0.001089972398532142,1.5994208017995237e-05,0.001750188312178678,0.016949751162665627,0.0005233777439263547,0.043143210239306506,0.01485415445835042,0.006131040717186292,0.006141462390542057,0.13104366308577117,0.013899728396591099,1.520996985583851,1.3644089744498854e-05,0.002724930996330355,0.04237437790666407
0.21,1.0,0.0017604786668412222,0.00030196479555675876,0.006725025232203664,0.0002730729299399182,0.05555082759837508,0.0008069324709231046,0.07358485764257805,0.860994052398921,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.32765273992893107,23.72965824942955,0.0011088972664798633,0.08030988287478172,0.0017604786668412222,0.861267125328861,0.9165448799972961,0.860994052398921,0.2,1.0,0.02,3.520957333682444e-05,6.0392959111351755e-06,0.0001345005046440733,5.461458598798364e-06,0.0011110165519675017,1.613864941846209e-05,0.001471697152851561,0.01721988104797842,0.0005768256587769582,0.041775557119553546,0.014561104694341822,0.005183941843715742,0.005248435732296045,0.11688734332163511,0.014025254851758722,1.2789749066448088,1.3653646496995911e-05,0.002777541379918754,0.043049702619946055
0.22,1.0,0.0020054141889930383,0.0002592983865008901,0.006027241036249166,0.0002737695873748622,0.0564741182529564,0.0008103621394194113,0.06187628135021441,0.8722707273512279,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.316059217301689,20.063874114666977,0.0010696605259203013,0.06790352238646358,0.0020054141889930383,0.8725444969386028,0.9287448456041844,0.8722707273512279,0.2,1.0,0.02,4.0108283779860765e-05,5.185967730017802e-06,0.00012054482072498333,5.475391747497245e-06,0.0011294823650591281,1.6207242788388226e-05,0.0012375256270042883,0.017445414547024557,0.0006338296389388412,0.04023637783572329,0.014279332490265945,0.004394302830010846,0.004506852908229756,0.10475918943956883,0.01408486575657548,1.0754686996584886,1.3688479368743112e-05,0.0028237059126478203,0.0436135363675614
0.23,1.0,0.002271397255819808,0.0002239864648218934,0.005426108541853839,0.00027493534451965914,0.05728693284753272,0.0008107222520435709,0.05203107709053588,0.8816720530532942,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.3057317899119145,16.977230326141818,0.0010347087168654642,0.05745718563238972,0.002271397255819808,0.8819469883978138,0.9389589859008269,0.8816720530532942,0.2,1.0,0.02,4.5427945116396166e-05,4.479729296437868e-06,0.00010852217083707679,5.498706890393183e-06,0.0011457386569506546,1.6214445040871418e-05,0.0010406215418107176,0.017633441061065885,0.0006944383486228008,0.03856203437421936,0.014011549214431866,0.0037341125349659252,0.0038930980790471944,0.09431093417984053,0.014091124856947778,0.9043496732402664,1.3746767225982957e-05,0.0028643466423766365,0.04408360265266471
0.24,1.0,0.0025586555415195765,0.00019488770851716145,0.004905112702859817,0.0002765673700683993,0.05800451096692429,0.0008086404475872065,0.04375272326205725,0.889496115408262,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.2965186766013145,14.377232007729067,0.001003528156104368,0.048657835964917066,0.0025586555415195765,0.8897726827783304,0.9475006263751863,0.889496115408262,0.2,1.0,0.02,5.117311083039153e-05,3.897754170343229e-06,9.810225405719635e-05,5.531347401367986e-06,0.0011600902193384859,1.617280895174413e-05,0.0008750544652411451,0.01778992230816524,0.0007586891550500044,0.036786384348288605,0.01375953666305506,0.003181018596192673,0.0033873339813697105,0.0852555303116111,0.014054941112825254,0.7604639995548046,1.3828368503419965e-05,0.002900225548346215,0.0444748057704131
0.25,1.0,0.00286723456448367,0.00017104337877459948,0.004450674455172732,0.00027868237766714104,0.05863946068140939,0.0008046572517738451,0.036791869577988454,0.8959935916777884,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.2882963053596714,12.186189796465008,0.0009757006305484445,0.04124254403316119,0.00286723456448367,0.8962722740554555,0.9546330523591977,0.8959935916777884,0.2,1.0,0.02,5.7344691289673405e-05,3.4208675754919897e-06,8.901348910345465e-05,5.573647553342821e-06,0.0011727892136281879,1.6093145035476904e-05,0.0007358373915597691,0.017919871833555766,0.0008266131315401884,0.03494066459378269,0.013524431890187236,0.0027168610777455375,0.0029728968215585144,0.07735696076847844,0.013985709376069211,0.6394777331412278,1.3934118883357052e-05,0.0029319730340704696,0.04479967958388942
0.26,1.0,0.003197001692276366,0.00015164814306306763,0.0040516573988877026,0.0002813088566030547,0.05920223151753402,0.0007992350644940956,0.030938841269375735,0.9013752905799756,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.28096334775677134,10.338859249360697,0.0009508832075571633,0.03499049866826344,0.003197001692276366,0.9016565994365786,0.9605775220975096,0.9013752905799756,0.2,1.0,0.02,6.394003384552732e-05,3.0329628612613527e-06,8.103314797775405e-05,5.626177132061094e-06,0.0011840446303506803,1.5984701289881914e-05,0.0006187768253875148,0.018027505811599513,0.0008982402982460312,0.03305335051641331,0.013306925729470238,0.0023267301392140595,0.0026357891532390325,0.07042166431400054,0.01389146659715928,0.5377465268248639,1.4065442830152735e-05,0.002960111575876701,0.04506876452899878
0.27,1.0,0.0035476552460185266,0.00013602557812038488,0.00369895143760216,0.00028448249906374136,0.05970150710305194,0.0007927672388070931,0.026017326077328023,0.9058184998992577,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.274436163287381,8.780452475244847,0.000928792816927478,0.02971627751493018,0.0035476552460185266,0.9061029823983214,0.9655200070023096,0.9058184998992577,0.2,1.0,0.02,7.095310492037054e-05,2.7205115624076976e-06,7.39790287520432e-05,5.689649981274827e-06,0.001194030142061039,1.5855344776141864e-05,0.0005203465215465605,0.018116369997985153,0.0009736048943836742,0.031150018286218738,0.013107402041468723,0.0019983080504544543,0.0023642540959019276,0.0642912987964185,0.01377904962688519,0.45220590562974894,1.4224124953187069e-05,0.0029850753551525972,0.045290924994962886
0.28,1.0,0.003918737783225126,0.0001236076452098593,0.003385122067563802,0.0002882433918613124,0.06014452967206153,0.0007855867823791546,0.02187906736613103,0.9094723209277463,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.26864530586618246,7.464966449336973,0.000909194427589014,0.025264189433694833,0.003918737783225126,0.9097605643196076,0.9696168505998078,0.9094723209277463,0.2,1.0,0.02,7.837475566450251e-05,2.4721529041971864e-06,6.770244135127604e-05,5.764867837226249e-06,0.0012028905934412305,1.571173564758309e-05,0.0004375813473226206,0.01818944641855493,0.0010527505103838798,0.029253246075524708,0.012926036455942926,0.0017213817995902299,0.002148418595314221,0.05883664546003751,0.013654246455637687,0.38027902803037267,1.4412169593065621e-05,0.0030072264836030764,0.04547361604638732
0.29,1.0,0.0043096526707764775,0.0001139174879363574,0.0031041149807031756,0.0002926342261916597,0.060537367528102994,0.0007779744354627804,0.01839940052835326,0.9124621543354686,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.2635328278424595,6.353776844461676,0.0008918919233991378,0.021503515509056437,0.0043096526707764775,0.9127547885616603,0.9729995218635716,0.9124621543354686,0.2,1.0,0.02,8.619305341552955e-05,2.2783497587271483e-06,6.208229961406352e-05,5.852684523833194e-06,0.00121074735056206,1.5559488709255608e-05,0.0003679880105670652,0.018249243086709374,0.0011357349553485334,0.027382571347252003,0.012762866923855413,0.0014874660562188221,0.0019799944331795453,0.05395247466460281,0.013521936616376896,0.31979910442137804,1.4631711309582986e-05,0.00302686837640515,0.045623107716773435
0.3,1.0,0.004719682849978041,0.00010655503606174394,0.0028510080448161603,0.0002976991358074026,0.06088513436074968,0.0007701660009496833,0.015473503269973954,0.9148934680513644,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.25905019212647173,5.414456795632032,0.0008767210370114272,0.018324511314790116,0.004719682849978041,0.9151911671871718,0.9757786024121141,0.9148934680513644,0.2,1.0,0.02,9.439365699956082e-05,2.1311007212348786e-06,5.702016089632321e-05,5.9539827161480525e-06,0.0012177026872149937,1.5403320018993667e-05,0.0003094700653994791,0.01829786936102729,0.0012226347490628252,0.025554518880291564,0.0126178446030386,0.0012895032871409393,0.001852028007739835,0.04955323506466183,0.013386218587934972,0.2689442235019282,1.4884956790370131e-05,0.003044256718037484,0.04574467340256822
0.31,1.0,0.005148010847377966,0.00010118491595388835,0.0026218028929629626,0.0003034829418821379,0.06119216893954056,0.0007623589163101637,0.013013234026263391,0.9168549738260042,0.02,50.0,295.4761904761905,17.0,17.38095238095238,295.4761904761905,17.0,17.38095238095238,21.0,21.0,0.05,20.0,0.2551566418665925,4.619781146847596,0.000863543832264052,0.015635036919226353,0.005148010847377966,0.9171584567678863,0.9780471427655448,0.9168549738260042,0.2,1.0,0.02,0.00010296021694755933,2.023698319077767e-06,5.243605785925925e-05,6.069658837642758e-06,0.0012238433787908113,1.5247178326203274e-05,0.0002602646805252678,0.018337099476520086,0.0013135491601097532,0.02378268345648365,0.012490870668117103,0.0011216198186375565,0.001758690205865202,0.04556943123483244,0.013250524021581415,0.2261824009326732,1.5174147094106896e-05,0.0030596084469770284,0.045842748691300214
