AprE,DegU,DegUP,Dim,mAprE,mDegU,Time
0.0,10.0,0.0,0.0,0.0,0.0,0.0
9.999761316580435e-09,9.99956031749999,0.00039969054983180174,1.499210741228153e-11,4.999750005592465e-05,3.9998000044997486e-05,0.01
3.999727085688518e-08,9.999121269387247,0.0007987627094185509,1.1057229667581798e-10,9.999000065468473e-05,7.999200052738039e-05,0.02
8.999066833932548e-08,9.998682854744157,0.0011972172419286626,3.6321719083399245e-10,0.00014997750224231003,0.00011998200181101384,0.03
1.59977847476776e-07,9.99824507260071,0.0015950549554946067,8.530276412737485e-10,0.00019996000532549057,0.00015996800431385813,0.04
2.4995670931594284e-07,9.997807921994223,0.001992276652825518,1.6591482187539173e-09,0.0002499375104093686,0.00019995000845694173,0.05
3.5992517491026066e-07,9.997371401972407,0.002388883128859785,2.8594210593849492e-09,0.00029991001799447957,0.00023992801466372844,0.06
4.898811628715813e-07,9.996935511582164,0.0027848751794502043,4.531636315380262e-09,0.00034987752858200153,0.0002799020233599007,0.07
6.398225978999849e-07,9.996500249875186,0.003180253597641628,6.75259640289134e-09,0.0003998400426719332,0.00031987203497857376,0.08
8.097473962509403e-07,9.996065615898997,0.0035750191798231815,9.599511520215842e-09,0.00044979756076627124,0.0003598380499535626,0.09
9.996534823873968e-07,9.995631608707367,0.003969172718625699,1.3148349135680628e-08,0.0004997500833653783,0.00039980006872724955,0.1
1.2095387769138595e-06,9.995198227352738,0.004362715008062408,1.7475049156266516e-08,0.0005496976109706118,0.00043975809174484696,0.11
1.4394012033595968e-06,9.994765470890556,0.004755646840604881,2.2654821419307017e-08,0.0005996401440828533,0.0004797121194578004,0.12
1.6892386841927286e-06,9.994333338376698,0.005147969008894525,2.8762575228075874e-08,0.0006495776832033662,0.0005196621523215968,0.13
1.9590491426273337e-06,9.99390182886862,0.0055396823049819605,3.5872726106807624e-08,0.0006995102288334051,0.0005596081907967156,0.14
2.248830500719936e-06,9.993470941424102,0.005930787521125159,4.405942372791625e-08,0.0007494377814746141,0.0005995502353472245,0.15
2.558580682317976e-06,9.99304067510324,0.006321285448538528,5.339618325293138e-08,0.0007993603416284193,0.0006394882864432094,0.16
2.8882976111610877e-06,9.992611028967143,0.006711176878198624,6.395612964556738e-08,0.0008492779097964152,0.000679422344559104,0.17
3.2379792094269135e-06,9.992182002076902,0.007100462601450782,7.581221673866651e-08,0.0008991904864806478,0.0007193524101719217,0.18
3.6076234017890604e-06,9.991753593496457,0.0074891434083103675,8.903663439123308e-08,0.0009490980721828194,0.0007592784837659067,0.19
3.997228112382401e-06,9.991325802290453,0.007877220088727838,1.0370125640434663e-07,0.0009990006674048802,0.0007992005658289739,0.2
4.406791262944095e-06,9.990898627522839,0.008264693433286278,1.1987798130765229e-07,0.0010488982726493522,0.0008391186568493536,0.21
4.836310778734273e-06,9.99047206826123,0.008651564230894403,1.3763772026005393e-07,0.0010987908884182555,0.0008790327573249832,0.22
5.285784584565e-06,9.990046123573977,0.009037833270332729,1.570510768414258e-07,0.0011486785152138273,0.0009189428677571901,0.23
5.755210605894811e-06,9.989620792530976,0.009423501339824895,1.7818816184332848e-07,0.0011985611535383226,0.0009588489886523952,0.24
6.244586768940658e-06,9.989196074203747,0.009808569226992202,2.0111857570577777e-07,0.001248438803893994,0.000998751120522262,0.25
6.753910992795143e-06,9.988771967659671,0.010193037721837616,2.2591278948669443e-07,0.001298311466784507,0.0010386492638707894,0.26
7.283181205559072e-06,9.988348471973785,0.010576907610629592,2.52639324770087e-07,0.0013481791427120374,0.0010785434192206263,0.27
7.832395334171428e-06,9.987925586221339,0.010960179679752794,2.813665347537155e-07,0.0013980418321791002,0.001118433587096429,0.28
8.401551305700154e-06,9.987503309478745,0.011342854715215941,3.121623804666876e-07,0.001447899535688316,0.0011583197680269362,0.29
8.990647048011606e-06,9.987081640824067,0.011724933502395108,3.450943156815619e-07,0.00149775225374229,0.001198201962546029,0.3
9.599680481939229e-06,9.986660579331302,0.012106416829036296,3.802306302963522e-07,0.0015475999868450256,0.0012380801711801242,0.31
1.0228649534003297e-05,9.986240124079657,0.012487305480371712,4.1763827288473243e-07,0.001597442735499625,0.0012779543944685698,0.32
1.0877552133577283e-05,9.98582027415149,0.01286760024020453,4.573833378691176e-07,0.0016472805002088003,0.0013178246329590623,0.33
1.1546386208332588e-05,9.985401028628974,0.013247301892654315,4.995318476492081e-07,0.0016971132814756944,0.0013576908872003036,0.34
1.2235149686408416e-05,9.984982386595691,0.013626411221321721,5.441493825688966e-07,0.0017469410798034903,0.0013975531577454523,0.35000000000000003
1.2943840493237804e-05,9.98456434713434,0.014004929010511407,5.913016141456192e-07,0.0017967638956960046,0.0014374114451477054,0.36
1.367245655433634e-05,9.984146909328743,0.014382856044152768,6.410538395758791e-07,0.0018465817296571645,0.0014772657499641365,0.37
1.4420995799351792e-05,9.983730072266765,0.01476019310423379,6.934703050305e-07,0.0018963945821902442,0.0015171160727612757,0.38
1.5189456156175053e-05,9.983313835036066,0.015136940973072284,7.486151936591625e-07,0.0019462024537989719,0.0015569624141069333,0.39
1.5977835552867248e-05,9.982898196725499,0.015513100432569257,8.06552304406549e-07,0.001996005344987167,0.0015968047745728423,0.4
1.678613191758212e-05,9.98248315642503,0.015888672264249695,8.673450612791778e-07,0.002045803256258749,0.001636643154734429,0.41000000000000003
1.761434317851095e-05,9.982068713225704,0.01626365724929047,9.310565205028619e-07,0.002095596188117748,0.0016764775551706419,0.42
1.8462467264214396e-05,9.981654866219921,0.01663805616832727,9.977493414435852e-07,0.002145384141068254,0.0017163079764648522,0.43
1.933050210329303e-05,9.981241614501162,0.017011869801639205,1.0674858194620663e-06,0.0021951671156144634,0.0017561344192039265,0.44
2.0218445624474375e-05,9.980828957164048,0.017385098929095556,1.1403278797592148e-06,0.0022449451122606673,0.00179595688397845,0.45
2.1126295757074932e-05,9.980416893304689,0.01775774432998129,1.2163369995404733e-06,0.0022947181315111633,0.0018357753713833334,0.46
2.2054050433532536e-05,9.980005422022463,0.018129806782050804,1.2955737747702112e-06,0.002344486173869778,0.001875589882021252,0.47000000000000003
2.3001707581649105e-05,9.979594542414517,0.018501287064417535,1.3780992533242556e-06,0.0023942492398413263,0.0019154004164920017,0.48
2.3969265131216302e-05,9.979184253580469,0.018872185955081736,1.463973799054441e-06,0.0024440073299303628,0.0019552069754015422,0.49
2.495672101214809e-05,9.978774554621076,0.019242504231624408,1.55325741384474e-06,0.0024937604446415326,0.001995009559359414,0.5
2.596407315446736e-05,9.978365444638232,0.019612242671210065,1.646009741387966e-06,0.0025435085844795744,0.0020348081689786934,0.51
2.6991319488292538e-05,9.977956922734952,0.01998140205058949,1.7422900709624757e-06,0.00259325174994932,0.00207460280487595,0.52
2.803845794382421e-05,9.977548988015366,0.0203499831461025,1.8421573412088703e-06,0.0026429899415556977,0.0021143934676711986,0.53
2.910548645133172e-05,9.977141639584703,0.020717986733680707,1.9456701439066976e-06,0.002692723159803732,0.002154180157987858,0.54
3.0192402944675895e-05,9.976734876551822,0.0210854135875254,2.0528861226601746e-06,0.0027424514051979064,0.002193962876458286,0.55
3.12992053587151e-05,9.97632869802735,0.02145226448107717,2.163862418256638e-06,0.0027921746782426297,0.0022337416237196636,0.56
3.2425891621070896e-05,9.975923103117774,0.021818540190098826,2.2786570791955428e-06,0.0028418929794437335,0.00227351640040097,0.5700000000000001
3.35724596633166e-05,9.97551809093346,0.0221842414884811,2.397327148605837e-06,0.002891606309306438,0.002313287207140622,0.58
3.473890741715084e-05,9.975113660585922,0.022549369149674096,2.5199293205205486e-06,0.0029413146683360484,0.002353054044580414,0.59
3.592523281438819e-05,9.974709811187799,0.022913923946688466,2.6465199429439053e-06,0.0029910180570379523,0.0023928169133654725,0.6
3.713143378695004e-05,9.974306541852856,0.02327790665209664,2.7771550209184693e-06,0.0030407164759176236,0.0024325758141442244,0.61
3.8357508266855286e-05,9.973903851695978,0.023641318038034043,2.911890219592265e-06,0.0030904099254806215,0.002472330747568356,0.62
3.960345418621113e-05,9.973501739833159,0.024004158876200266,3.0507808672859056e-06,0.0031400984062325927,0.002512081714292776,0.63
4.086926948353893e-05,9.973100205386016,0.024366429935548772,3.1938808531873653e-06,0.0031897819186781323,0.0025518287149859245,0.64
4.215495209146033e-05,9.972699247473004,0.02472813198677778,3.3412447773781693e-06,0.0032394604633229985,0.002591571750309636,0.65
4.346049994106997e-05,9.972298865212531,0.02508926580073258,3.4929271893184025e-06,0.003289134040673323,0.002631310820926261,0.66
4.478591096591765e-05,9.971899057725798,0.025449832146950388,3.6489818944834782e-06,0.003338802651234898,0.002671045927505145,0.67
4.61311830997305e-05,9.971499824135181,0.025809831794489292,3.80946235325753e-06,0.003388466295513581,0.0027107770707188866,0.68
4.749631427641027e-05,9.97110116356422,0.026169265511927105,3.974421682870104e-06,0.0034381249740152984,0.002750504251243309,0.6900000000000001
4.888130243003052e-05,9.970703075137624,0.026528134067360192,4.143912659332852e-06,0.0034877786872460417,0.0027902274697574328,0.7000000000000001
5.028614549483386e-05,9.97030555798126,0.026886438228402327,4.317987719376229e-06,0.0035374274357118686,0.0028299467269434493,0.71
5.171084140522927e-05,9.96990861122215,0.027244178762183536,4.4966989623861885e-06,0.0035870712199189054,0.002869662023486692,0.72
5.315538810028313e-05,9.969512233991564,0.027601356433865288,4.680097324129446e-06,0.0036367100403724996,0.002909373360081807,0.73
5.4619783512645104e-05,9.969116425417404,0.027957972010294527,4.868234619111914e-06,0.003686343897579299,0.0029490807374174567,0.74
5.610402557756119e-05,9.968721184630407,0.028314026257025976,5.061161880938619e-06,0.0037359727920455578,0.0029887841561887264,0.75
5.760811223066036e-05,9.968326510762608,0.028669519939050817,5.258929771651606e-06,0.003785596724277555,0.003028483617094048,0.76
5.913204140779034e-05,9.967932402947236,0.029024453820848815,5.461588613418617e-06,0.00383521569478162,0.0030681791208349496,0.77
6.0675811045018123e-05,9.967538860318705,0.02937882866638609,5.669188389871647e-06,0.003884829704064136,0.003107870668116033,0.78
6.223941907863045e-05,9.967145882012625,0.0297326452391129,5.881778747445502e-06,0.0039344387526315345,0.003147558259644951,0.79
6.38228634451343e-05,9.966753467165796,0.0300859043019614,6.099408996716354e-06,0.0039840428409903,0.0031872418961323822,0.8
6.542614208122938e-05,9.966361614916183,0.03043860661738202,6.322128106814811e-06,0.00403364196964698,0.003226921578292353,0.81
6.704925292375722e-05,9.965970324402882,0.03079075294741222,6.549984694023976e-06,0.004083236139108223,0.0032665973068428393,0.8200000000000001
6.869219390994919e-05,9.965579594766304,0.031142344053332546,6.7830270844391405e-06,0.004132825349880617,0.0033062690825027222,0.8300000000000001
