Time,AprE,DegU,DegUP,Dim,mAprE,mDegU,Imax,Io,Irmax,Iro,K,Kdim,Kr,Kr1,R,V,ka,kd,kdeg,kdegA,kdegm,kdephos,kphos,ksyn,ksyn1,p,q,ratio,DegU_Total,univ,AprEdeg,AprEsyn,DimerAss,DimerDis,degradation1,degradation2,degradation3,degradationmRNA,dephosphorylation,mRNAAprEdeg,mRNAAprEsyn,phosphorylation,synthesisDegU,synthesismRNA
0.1,9.996534823873968e-07,9.995631608707367,0.003969172718625699,1.3148349135680628e-08,0.0004997500833653783,0.00039980006872724955,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.99960080772269,1.0,3.9986139295495875e-10,1.9990003334615133e-05,3.9385830175706305e-07,1.3148349135680629e-09,0.0039982526434829465,1.5876690874502796e-06,5.259339654272251e-12,3.998000687272496e-06,0.000595375900351656,4.997500833653783e-06,0.005000000002739239,0.039982526934611046,1.5992002749089983e-05,0.004000000082646766
0.11,1.2095387769138595e-06,9.995198227352738,0.004362715008062408,1.7475049156266516e-08,0.0005496976109706118,0.00043975809174484696,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999560977310898,1.0,4.838155107655438e-10,2.1987904438824474e-05,4.7583205603932444e-07,1.7475049156266517e-09,0.003998079290941095,1.7450860032249632e-06,6.9900196625066065e-12,4.397580917448469e-06,0.0006544072430292706,5.4969761097061185e-06,0.005000000003640636,0.039980793409170864,1.7590323669793878e-05,0.004000000109843166
0.12,1.4394012033595968e-06,9.994765470890556,0.004755646840604881,2.2654821419307017e-08,0.0005996401440828533,0.0004797121194578004,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999521163040804,1.0,5.757604813438387e-10,2.3985605763314132e-05,5.654044218138798e-07,2.265482141930702e-09,0.003997906188356223,1.9022587362419526e-06,9.061928567722807e-12,4.797121194578004e-06,0.0007133470171738944,5.996401440828533e-06,0.005000000004719754,0.0399790623833005,1.9188484778312016e-05,0.004000000142401734
0.13,1.6892386841927286e-06,9.994333338376698,0.005147969008894525,2.8762575228075874e-08,0.0006495776832033662,0.0005196621523215968,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999481364910745,1.0,6.756954736770915e-10,2.598310732813465e-05,6.625396229134621e-07,2.8762575228075878e-09,0.003997733335350679,2.0591876035578103e-06,1.150503009123035e-11,5.196621523215968e-06,0.000772195341681737,6.495776832033662e-06,0.005000000005992204,0.03997733385322346,2.078648609286387e-05,0.004000000180793329
0.14,1.9590491426273337e-06,9.99390182886862,0.0055396823049819605,3.5872726106807624e-08,0.0006995102288334051,0.0005596081907967156,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999441582919053,1.0,7.836196570509336e-10,2.7980409153336205e-05,7.672020010032562e-07,3.5872726106807626e-09,0.0039975607315474474,2.215872921992784e-06,1.434909044272305e-11,5.596081907967156e-06,0.0008309523353603898,6.995102288334051e-06,0.005000000007473486,0.03997560781516957,2.2384327631868624e-05,0.004000000225485706
0.15,2.248830500719936e-06,9.993470941424102,0.005930787521125159,4.405942372791625e-08,0.0007494377814746141,0.0005995502353472245,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999401817064074,1.0,8.995322002879745e-10,2.9977511258984565e-05,8.79356015518348e-07,4.405942372791625e-09,0.003997388376569641,2.3723150084500637e-06,1.76237694911665e-11,5.9955023534722446e-06,0.0008896181170485473,7.494377814746141e-06,0.005000000009179048,0.03997388426536995,2.3982009413888978e-05,0.004000000276944947
0.16,2.558580682317976e-06,9.99304067510324,0.006321285448538528,5.339618325293138e-08,0.0007993603416284193,0.0006394882864432094,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999362067344146,1.0,1.0234322729271906e-09,3.1974413665136775e-05,9.989662430476235e-07,5.3396183252931384e-09,0.003997216270041296,2.528514179415411e-06,2.1358473301172553e-11,6.3948828644320944e-06,0.000948192805428369,7.993603416284194e-06,0.005000000011124207,0.03997216320006499,2.5579531457728378e-05,0.004000000335633149
0.17,2.8882976111610877e-06,9.992611028967143,0.006711176878198624,6.395612964556738e-08,0.0008492779097964152,0.000679422344559104,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.9993223337576,1.0,1.1553190444644352e-09,3.397111639185661e-05,1.1259973772616957e-06,6.395612964556738e-09,0.003997044411586857,2.68447075127945e-06,2.5582451858226953e-11,6.79422344559104e-06,0.001006676519146337,8.492779097964153e-06,0.005000000013324196,0.039970444615499125,2.717689378236416e-05,0.004000000402009954
0.18,3.2379792094269135e-06,9.992182002076902,0.007100462601450782,7.581221673866651e-08,0.0008991904864806478,0.0007193524101719217,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999282616302786,1.0,1.2951916837707655e-09,3.596761945922591e-05,1.26041422886503e-06,7.581221673866651e-09,0.003996872800830761,2.8401850405803127e-06,3.03248866954666e-11,7.193524101719217e-06,0.0010650693769042499,8.991904864806477e-06,0.005000000015794216,0.039968728507916704,2.877409640687687e-05,0.004000000476533928
0.19,3.6076234017890604e-06,9.991753593496457,0.0074891434083103675,8.903663439123308e-08,0.0009490980721828194,0.0007592784837659067,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999242914978035,1.0,1.4430493607156243e-09,3.796392288731278e-05,1.4021817247559658e-06,8.903663439123309e-09,0.003996701437398583,2.9956573633241472e-06,3.561465375649324e-11,7.592784837659067e-06,0.0011233714972044113,9.490980721828194e-06,0.005000000018549304,0.03996701487357351,3.037113935063627e-05,0.004000000559658838
0.2,3.997228112382401e-06,9.991325802290453,0.007877220088727838,1.0370125640434663e-07,0.0009990006674048802,0.0007992005658289739,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999203229781694,1.0,1.5988912449529602e-09,3.9960026696195205e-05,1.5512649081564352e-06,1.0370125640434664e-08,0.0039965303209161815,3.1508880354911356e-06,4.148050256173866e-11,7.992005658289738e-06,0.0011815829985393881,9.990006674048801e-06,0.005000000021604436,0.0399653037087281,3.1968022633158954e-05,0.004000000651836459
0.21,4.406791262944095e-06,9.990898627522839,0.008264693433286278,1.1987798130765229e-07,0.0010488982726493522,0.0008391186568493536,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999163560712088,1.0,1.762716505177638e-09,4.195593090597409e-05,1.7076289386551335e-06,1.1987798130765229e-08,0.003996359451009136,3.3058773733145113e-06,4.7951192523060917e-11,8.391186568493535e-06,0.0012397039994966417,1.0488982726493523e-05,0.005000000024974589,0.03996359500963628,3.356474627397414e-05,0.004000000753518727
0.22,4.836310778734273e-06,9.99047206826123,0.008651564230894403,1.3763772026005393e-07,0.0010987908884182555,0.0008790327573249832,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999123907767563,1.0,1.934524311493709e-09,4.395163553673022e-05,1.8712390910322868e-06,1.3763772026005394e-08,0.003996188827304493,3.4606256923577613e-06,5.505508810402158e-11,8.790327573249832e-06,0.0012977346184124775,1.0987908884182556e-05,0.005000000028674538,0.039961888772568524,3.516131029299933e-05,0.004000000865151368
0.23,5.285784584565e-06,9.990046123573977,0.009037833270332729,1.570510768414258e-07,0.0011486785152138273,0.0009189428677571901,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999084270946463,1.0,2.114313833826e-09,4.594714060855309e-05,2.0420607555583298e-06,1.570510768414258e-08,0.003996018449429591,3.6151333081330918e-06,6.282043073657033e-11,9.1894286775719e-06,0.001355674973603972,1.1486785152138273e-05,0.005000000032718992,0.03996018499379821,3.67577147102876e-05,0.004000000987178175
0.24,5.755210605894811e-06,9.989620792530976,0.009423501339824895,1.7818816184332848e-07,0.0011985611535383226,0.0009588489886523952,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999044650247125,1.0,2.3020842423579245e-09,4.7942446141532906e-05,2.22005943754204e-06,1.781881618433285e-08,0.003995848317012391,3.769400535929958e-06,7.127526473733139e-11,9.588489886523952e-06,0.0014135251833046693,1.1985611535383227e-05,0.005000000037122555,0.039958483669604944,3.835395954609581e-05,0.004000001120039846
0.25,6.244586768940658e-06,9.989196074203747,0.009808569226992202,2.0111857570577777e-07,0.001248438803893994,0.000998751120522262,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.999005045667891,1.0,2.497834707576263e-09,4.993755215575976e-05,2.4052007570174603e-06,2.0111857570577777e-08,0.003995678429681499,3.923427690796881e-06,8.044743028231111e-11,9.987511205222621e-06,0.001471285365657763,1.248438803893994e-05,0.00500000004189973,0.03995678479627479,3.9950044820890484e-05,0.004000001264173868
0.26,6.753910992795143e-06,9.988771967659671,0.010193037721837616,2.2591278948669443e-07,0.001298311466784507,0.0010386492638707894,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998965457207088,1.0,2.7015643971180573e-09,5.193245867138028e-05,2.5974504499701147e-06,2.2591278948669446e-08,0.003995508787063869,4.077215088735047e-06,9.036511579467778e-11,1.0386492638707894e-05,0.0015289556391636968,1.298311466784507e-05,0.0050000000470652,0.03995508837007728,4.1545970554831574e-05,0.004000001420023202
0.27,7.283181205559072e-06,9.988348471973785,0.010576907610629592,2.52639324770087e-07,0.0013481791427120374,0.0010785434192206263,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998925884863063,1.0,2.9132724822236287e-09,5.3927165708481497e-05,2.796774365094855e-06,2.52639324770087e-08,0.003995339388789514,4.230763044251837e-06,1.010557299080348e-10,1.0785434192206263e-05,0.0015865361217627372,1.3481791427120374e-05,0.005000000052633236,0.03995339438731256,4.314173676882505e-05,0.004000001588018555
0.28,7.832395334171428e-06,9.987925586221339,0.010960179679752794,2.813665347537155e-07,0.0013980418321791002,0.001118433587096429,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.99888632863416,1.0,3.1329581336685713e-09,5.5921673287164006e-05,3.0031384653116516e-06,2.813665347537155e-08,0.0039951702344885355,4.384071871901118e-06,1.125466139014862e-10,1.118433587096429e-05,0.0016440269314125823,1.3980418321791002e-05,0.005000000058618082,0.039951702844281636,4.473734348385716e-05,0.004000001768589576
0.29,8.401551305700154e-06,9.987503309478745,0.011342854715215941,3.121623804666876e-07,0.001447899535688316,0.0011583197680269362,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998846788518723,1.0,3.360620522280062e-09,5.7915981427532644e-05,3.216508827262413e-06,3.121623804666876e-08,0.003995001323791499,4.537141886086377e-06,1.2486495218667503e-10,1.1583197680269363e-05,0.0017014281860145387,1.4478995356883161e-05,0.005000000065033894,0.039950013737290145,4.633279072107745e-05,0.0040000019621634466
0.3,8.990647048011606e-06,9.987081640824067,0.011724933502395108,3.450943156815619e-07,0.00149775225374229,0.001198201962546029,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998807264515094,1.0,3.5962588192046425e-09,5.99100901496916e-05,3.4368516408896806e-06,3.4509431568156194e-08,0.003994832656329627,4.6899734009580435e-06,1.3803772627262476e-10,1.198201962546029e-05,0.001758740003375016,1.49775225374229e-05,0.005000000071894728,0.03994832706265035,4.792807850184116e-05,0.004000002169164163
0.31,9.599680481939229e-06,9.986660579331302,0.012106416829036296,3.802306302963522e-07,0.0015475999868450256,0.0012380801711801242,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998767756621598,1.0,3.839872192775691e-09,6.190399947380102e-05,3.664133210959332e-06,3.802306302963522e-08,0.0039946642317325205,4.842566731614519e-06,1.5209225211854087e-10,1.2380801711801243e-05,0.001815962501655913,1.5475999868450256e-05,0.005000000079214812,0.03994664281665823,4.952320684720497e-05,0.004000002390020975
0.32,1.0228649534003297e-05,9.986240124079657,0.012487305480371712,4.1763827288473243e-07,0.001597442735499625,0.0012779543944685698,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998728264836576,1.0,4.091459813601319e-09,6.389770941998501e-05,3.898319954003035e-06,4.176382728847325e-08,0.003994496049631863,4.994922192148685e-06,1.67055309153893e-10,1.2779543944685698e-05,0.0018730957986420591,1.5974427354996253e-05,0.005000000087008091,0.039944960995630635,5.111817577874279e-05,0.004000002625154701
0.33,1.0877552133577283e-05,9.98582027415149,0.01286760024020453,4.573833378691176e-07,0.0016472805002088003,0.0013178246329590623,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998688789158368,1.0,4.351020853430913e-09,6.589122000835201e-05,4.139378398542792e-06,4.5738333786911766e-08,0.003994328109660596,5.147040096081812e-06,1.8295333514764705e-10,1.3178246329590624e-05,0.0019301400119039291,1.6472805002088004e-05,0.005000000095288335,0.03994328159589697,5.27129853183625e-05,0.0040000028749807934
0.34,1.1546386208332588e-05,9.985401028628974,0.013247301892654315,4.995318476492081e-07,0.0016971132814756944,0.0013576908872003036,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998649329585325,1.0,4.618554483333035e-09,6.788453125902778e-05,4.387275185878065e-06,4.9953184764920815e-08,0.00399416041145159,5.298920757061726e-06,1.9981273905968327e-10,1.3576908872003037e-05,0.001987095259059456,1.6971132814756945e-05,0.005000000104069301,0.039941604613785944,5.430763548801215e-05,0.004000003139914247
0.35000000000000003,1.2235149686408416e-05,9.984982386595691,0.013626411221321721,5.441493825688966e-07,0.0017469410798034903,0.0013975531577454523,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998609886115778,1.0,4.8940598745633664e-09,6.987764319213961e-05,4.641977069314063e-06,5.441493825688967e-08,0.0039939929546382764,5.450564488528689e-06,2.1765975302755867e-10,1.3975531577454524e-05,0.002043961657648737,1.7469410798034903e-05,0.005000000113364652,0.039939930045631886,5.5902126309818095e-05,0.004000003420367282
0.36,1.2943840493237804e-05,9.98456434713434,0.014004929010511407,5.913016141456192e-07,0.0017967638956960046,0.0014374114451477054,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998570458748079,1.0,5.177536197295122e-09,7.187055582784019e-05,4.9034509147366e-06,5.913016141456193e-08,0.003993825738853736,5.601971604204563e-06,2.365206456582477e-10,1.4374114451477053e-05,0.002100739325317469,1.7967638956960047e-05,0.00500000012318807,0.039938257887765574,5.7496457805908213e-05,0.0040000037167526896
0.37,1.367245655433634e-05,9.984146909328743,0.014382856044152768,6.410538395758791e-07,0.0018465817296571645,0.0014772657499641365,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998531047480574,1.0,5.4689826217345365e-09,7.386326918628658e-05,5.171663699670545e-06,6.410538395758792e-08,0.003993658763731497,5.7531424176611076e-06,2.5642153583035165e-10,1.4772657499641365e-05,0.0021574283796550603,1.8465817296571644e-05,0.005000000133553157,0.039936588136522316,5.909062999856546e-05,0.004000004029480909
0.38,1.4420995799351792e-05,9.983730072266765,0.01476019310423379,6.934703050305e-07,0.0018963945821902442,0.0015171160727612757,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998491652311609,1.0,5.768398319740717e-09,7.585578328760977e-05,5.446582511856768e-06,6.934703050305e-08,0.003993492028906706,5.904077241693516e-06,2.7738812201220003e-10,1.5171160727612757e-05,0.0022140289379597063,1.896394582190244e-05,0.0050000001444733015,0.03993492078825356,6.068464291045103e-05,0.004000004358955772
0.39,1.5189456156175053e-05,9.983313835036066,0.015136940973072284,7.486151936591625e-07,0.0019462024537989719,0.0015569624141069333,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998452273239526,1.0,6.075782462470022e-09,7.784809815195888e-05,5.728174550556863e-06,7.486151936591625e-08,0.003993325534014426,6.054776389228914e-06,2.99446077463665e-10,1.5569624141069332e-05,0.0022705411175790785,1.946202453798972e-05,0.005000000155961875,0.039933255839309956,6.227849656427733e-05,0.004000004705580714
0.4,1.5977835552867248e-05,9.982898196725499,0.015513100432569257,8.06552304406549e-07,0.001996005344987167,0.0015968047745728423,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998412910262676,1.0,6.391134221146899e-09,7.984021379948667e-05,6.016407125774512e-06,8.06552304406549e-08,0.0039931592786902,6.205240173027703e-06,3.2262092176261966e-10,1.5968047745728422e-05,0.002326965035798325,1.9960053449871667e-05,0.005000000168032165,0.0399315932860469,6.387219098291369e-05,0.004000005069756758
0.41000000000000003,1.678613191758212e-05,9.98248315642503,0.015888672264249695,8.673450612791778e-07,0.002045803256258749,0.001636643154734429,0.048,0.004,0.4,0.02,7.0,12.0,7.0,7.0,7.0,1.0,0.025,0.1,0.0004,0.0001,0.01,0.149999998125,0.00400000005,0.04,0.04,0.15,0.004,0.026666667,9.998373563379403,1.0,6.714452767032849e-09,8.183213025034997e-05,6.311247658018438e-06,8.673450612791779e-08,0.003992993262570012,6.3554689056998785e-06,3.4693802451167117e-10,1.636643154734429e-05,0.0023833008098461937,2.0458032562587493e-05,0.0050000001806973894,0.03992993312482428,6.546572618937716e-05,0.004000005451882567
