Time,Ca,Cm,pms,pns,VNa,t_tauh,t_taun,thetaa,sigmaa,thetab,sigmab,tauBs,sigmam,sigmah,sigman,sigmaz,gNa,gKdr,gL,Iapp,gA,gNaP,gZ,thetaz,tauZs,phi,thetah,thetam,thetan,thetap,sigmap,VK,VL,INa,INaP,IKdr,IA,Iz,Minfs,Pinfs,Ainfs,zzs,bbs,nns,hhs,V,rrs,ccs,qqs,thetar,VCa,sigmar,sigmac,thetac,pwrc,pwrq,gCa,gKCa,gKAHP,tauRs,aq,ac,tauq,tauCa,uuCa,tauKc,mKCa,ICa,IAHP,IKC,compartment_0000001,reaction_0000001
6.9,0.0005053112525983783,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.03942668377822279,-0.0051850240674804525,0.0003702918945698203,0.17227041721875314,0.035019289257105526,0.021318266155012464,0.00021363376867676316,0.306261652786744,0.0014809252353206893,0.18114677652094374,0.04019339493127179,0.9581106909207213,-66.35310114117799,0.00899256666536745,0.004597199382816022,1.641799824085316e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.421144993418817e-05,-0.0012055741951988296,1.941173719328862e-14,9.15458536099001e-05,1.0,-2.6814354401733117e-05
6.91,0.0005050432927941822,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.0395028834965622,-0.005196083238844023,0.0003713594725361484,0.1723799706554792,0.035037552293175504,0.02133266774087121,0.00021410099503669938,0.30633129667427644,0.0014812869171922241,0.18108817302660613,0.04021954665412125,0.9580712933678237,-66.34654577278715,0.008998739859996075,0.004601829555341473,1.6426679010266043e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.416679748627264e-05,-0.0012071874955392557,1.9427385003722293e-14,9.161485605954162e-05,1.0,-2.6777609105698376e-05
6.92,0.0005047757003629184,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.03957918482101664,-0.0052071597554213325,0.00037242945944333247,0.17248943646649084,0.03505583076050687,0.02134707075829687,0.00021456898011485174,0.30640091033645145,0.0014816492810927632,0.18102954708845942,0.04024569965634976,0.9580318830092349,-66.33999408102025,0.009004913732636824,0.004606462305154336,1.6435340423020182e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.412220625289018e-05,-0.0012088020214469565,1.944301258445523e-14,9.168388862243065e-05,1.0,-2.674087981344724e-05
6.93,0.0005045084751446036,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.03965558781800294,-0.005218253633959016,0.00037350185907502725,0.17259881460551332,0.03507412468466161,0.021361475205496517,0.00021503772468831569,0.3064704937960629,0.0014820123274708256,0.18097089881053874,0.040271853933672545,0.9579924598569579,-66.33344606214008,0.009011088281615983,0.004611097628764451,1.6443982536234841e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.407767620739776e-05,-0.0012104177727814375,1.945861998235142e-14,9.175295133069804e-05,1.0,-2.6704166514078215e-05
6.94,0.0005042416169793635,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.03973209255396833,-0.0052293648912159554,0.00037457667521846285,0.17270810502661235,0.03509243409120212,0.02137588108068919,0.00021550722953477726,0.3065400470759294,0.0014823760567749132,0.1809122282966469,0.040298009481827574,0.9579530239229558,-66.32690171241033,0.009017263505269928,0.004615735522695482,1.6452605406859317e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.403320732317049e-05,-0.0012120347494037674,1.947420724417549e-14,9.18220442170524e-05,1.0,-2.66674691966826e-05
6.95,0.0005039751257074331,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.03980869909539123,-0.005240493543963444,0.00037565391166445345,0.17281730768419418,0.035110759005691286,0.021390288382105965,0.00021597749543252032,0.30660957019889423,0.001482740469453511,0.180853535650355,0.040324166296575585,0.9579135752191518,-66.32036102809553,0.009023439401945074,0.004620375983484865,1.6461209091673469e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.398879957360166e-05,-0.001213652951176567,1.948977441659296e-14,9.189116731477865e-05,1.0,-2.663078785034457e-05
6.96,0.0005037090011691562,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.039885407508781154,-0.005251639608985142,0.00037673357220740226,0.17292642253300494,0.03512909945369243,0.02140469710798988,0.00021644852316042446,0.30667906318782534,0.0014831055659550877,0.18079482097500266,0.04035032437370006,0.9578741137574291,-66.3138240054611,0.009029615969997832,0.004625019007683765,1.6469793647288264e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.394445293210268e-05,-0.0012152723779640104,1.950532154617043e-14,9.196032065773644e-05,1.0,-2.6594122464141143e-05
6.97,0.0005034432432049862,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.03996221786067917,-0.005262803103077161,0.00037781566064530803,0.17303544952812944,0.03514745546076935,0.021419107256595973,0.00021692031349796912,0.30674852606561476,0.0014834713467280958,0.1807360843736987,0.04037648370900721,0.9578346395496316,-66.30729064077333,0.009035793207794554,0.004629664591857022,1.6478359130146305e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.390016737210316e-05,-0.001216893029631817,1.9520848679375778e-14,9.202950428035857e-05,1.0,-2.6557473027142307e-05
6.98,0.0005031778516554858,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.040039130217658286,-0.005273984043048107,0.0003789001807797708,0.17314438862499146,0.035165827052486325,0.021433518826191274,0.00021739286722523486,0.30681795885517915,0.0014838378122209723,0.18067732594932145,0.04040264429832599,0.957795152607563,-66.3007609302994,0.009041971113711493,0.0046343127325831025,1.6486905596522363e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.38559428670509e-05,-0.001218514906047249,1.953635586257841e-14,9.209871821764959e-05,1.0,-2.6520839528411027e-05
6.99,0.0005029128263613269,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04011614464632358,-0.005285182445719163,0.0003799871364159981,0.17325323977935259,0.035184214254408125,0.02144793181505478,0.00021786618512290753,0.3068873615794592,0.001484204962882139,0.18061854580451928,0.040428806137508044,0.9577556529429878,-66.29423487030739,0.009048149686134745,0.004638963426454054,1.649543310252391e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.381177939041188e-05,-0.0012201380070791033,1.9551843142049422e-14,9.216796250518418e-05,1.0,-2.6484221957003347e-05
7.0,0.0005026481671632911,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04019326121331288,-0.005296398327924144,0.0003810765313628121,0.17336200294731263,0.03520261709210005,0.021462346221477534,0.00021834026797228027,0.30695673426141995,0.001484572799160003,0.18055974404171102,0.040454969222427736,0.957716140567631,-66.28771245706623,0.009054328923460211,0.004643616670075453,1.6503941704091643e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.376767691567033e-05,-0.0012217623325977125,1.9567310563961865e-14,9.223723717910583e-05,1.0,-2.6447620301968342e-05
7.01,0.0005023838739022695,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.040270479985296995,-0.0053076317065095325,0.00038216836943265504,0.1734706780853086,0.035221035591127915,0.02147676204376258,0.0002188151165552554,0.30702607692405065,0.0014849413215029565,0.18050092076308646,0.040481133548982126,0.9576766154931782,-66.28119368684577,0.009060508824093549,0.004648272460066364,1.6512431457000025e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.372363541632863e-05,-0.0012233878824749354,1.9582758174390936e-14,9.230654227612527e-05,1.0,-2.6411034552348296e-05
7.0200000000000005,0.0005021199464192626,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04034780102897968,-0.005318882598334541,0.00038326265444159574,0.17357926515011424,0.035239469777058066,0.021491179280224922,0.00021929073165434683,0.3070953895903646,0.0014853105303593785,0.18044207607060672,0.04050729911309096,0.9576370777312755,-66.27467855591672,0.009066689386450123,0.004652930793059283,1.6520902416857793e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.36796548659075e-05,-0.0012250146565841566,1.9598186019314172e-14,9.237587783351899e-05,1.0,-2.637446469717863e-05
7.03,0.000501856384555381,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04042522441109848,-0.0053301510202711675,0.00038435939020933557,0.1736877640988393,0.03525791967545741,0.021505597929191607,0.00021976711405268274,0.3071646722833988,0.0014856804261776338,0.1803832100660048,0.040533465910696634,0.9575975272935301,-66.26816706055072,0.009072870608954965,0.004657591665700096,1.6529354639108496e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.36357352379458e-05,-0.0012266426548002791,1.9613594144611685e-14,9.244524388912763e-05,1.0,-2.6337910725488054e-05
7.04,0.0005015931881518445,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.040502750198424746,-0.005341436989204308,0.0003854585805592163,0.17379617488893,0.03527638531189342,0.02152001798900167,0.00022024426453401028,0.30723392502621455,0.0014860510094060746,0.18032432285078598,0.04055963393776425,0.95755796419151,-66.26165919702028,0.009079052490042722,0.004662255074648033,1.6537788179031009e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.359187650600072e-05,-0.0012282718769997237,1.9628982596066374e-14,9.251464048135495e-05,1.0,-2.6301372626298494e-05
7.05,0.0005013303570499832,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04058037845776427,-0.005352740522031706,0.0003865602293182251,0.1739044974781678,0.035294866711934145,0.021534439458006194,0.0002207221838826937,0.30730314784189694,0.0014864222804930399,0.18026541452622824,0.04058580319028155,0.9575183884367439,-66.2551549615988,0.00908523502815762,0.004666921016575618,1.654620309174006e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.354807864364766e-05,-0.0012299023230604228,1.9644351419364126e-14,9.258406764916582e-05,1.0,-2.6264850388625255e-05
7.0600000000000005,0.0005010678910912369,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04065810925595731,-0.005364061635664119,0.00038766434031700143,0.17401273182466867,0.03531336390114823,0.02154886233456825,0.00022120087288372107,0.3073723407535547,0.0014867942398868567,0.18020648519338278,0.04061197366425892,0.9574788000407217,-66.24865435056061,0.009091418221753415,0.004671589488168623,1.6554599432186746e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.350434162448036e-05,-0.001231533992861816,1.965970066009402e-14,9.265352543208523e-05,1.0,-2.6228344001476986e-05
7.07,0.0005008057901171553,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04073594265987875,-0.005375400347025259,0.00038877091738984376,0.174120877886883,0.0353318769051049,0.021563286617062874,0.0002216803323227024,0.3074415037843201,0.00148716688803584,0.18014753495307445,0.04063814535572939,0.9574391990148945,-66.24215736018094,0.009097602069293342,0.004676260486126023,1.656297725515905e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.346066542211081e-05,-0.0012331668862848471,1.9675030363748547e-14,9.272301387019651e-05,1.0,-2.6191853453855785e-05
7.08,0.0005005440539693981,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04081387873643922,-0.00538675667305198,0.00038987996437471603,0.17422893562359532,0.035350405749374016,0.021577712303877197,0.0002221605629858773,0.30751063695734937,0.0014875402253882934,0.18008856390590217,0.04066431826074862,0.9573995853706744,-66.2356639867359,0.009103786569250089,0.004680934007159951,1.6571336615282362e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.34170500101693e-05,-0.0012348010032119617,1.9690340575723832e-14,9.279253300414016e-05,1.0,-2.6155378734757158e-05
7.09,0.0005002826824897351,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04089191755258488,-0.005398130630694263,0.00039099148511325483,0.17433690499392354,0.0353689504595261,0.02159213939341036,0.00022264156566011446,0.3075797402958221,0.0014879142523925098,0.18002957215223936,0.040690492375394904,0.9573599591194347,-66.22917422650252,0.009109971720105739,0.004685610047995649,1.6579677567019992e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.337349536230444e-05,-0.0012364363435271007,1.970563134131984e-14,9.28620828751123e-05,1.0,-2.6118919833170152e-05
7.1000000000000005,0.0005000216755200463,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04097005917529752,-0.005409522236915263,0.00039210548345077454,0.17444478595731885,0.03538751106113229,0.02160656788407347,0.00022312334113291373,0.3076488138229415,0.001488288969496771,0.17997055979223447,0.04071666769576913,0.9573203202725104,-66.22268807575875,0.009116157520351737,0.0046902886053714265,1.6588000164673678e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.333000145218317e-05,-0.0012380729071157003,1.9720902705740558e-14,9.293166352486324e-05,1.0,-2.6082476738077325e-05
7.11,0.000499761032902322,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04104830367159545,-0.005420931508691412,0.00039322196323627516,0.1745525784735642,0.03540608757976438,0.021620997774289698,0.00022360589019241076,0.307717857561934,0.0014886643771493489,0.17991152692581142,0.04074284421799479,0.9572806688411972,-66.21620553078345,0.009122343968488841,0.0046949696760386125,1.6596304462384103e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.328656825349077e-05,-0.0012397106938646834,1.9736154714094244e-14,9.300127499569607e-05,1.0,-2.6046049438454853e-05
7.12,0.0004995007544786624,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04112665110853367,-0.00543235846301243,0.0003943409283224495,0.17466028250277513,0.03542468004099485,0.021635429062494244,0.0002240892136273773,0.30778687153604944,0.0014890404757985057,0.17985247365266988,0.04076902193821799,0.957241004836753,-66.2097265878564,0.009128531063027086,0.004699653256761512,1.6604590514131403e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.324319573993086e-05,-0.0012413497036624615,1.9751387411393613e-14,9.307091733046536e-05,1.0,-2.6009637923272496e-05
7.13,0.0004992408400912785,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04120510155320396,-0.005443803116881428,0.0003954623825656886,0.1747678980053984,0.03544328847039689,0.02164986174713431,0.00022457331222722584,0.307855855768561,0.0014894172658924945,0.17979340007228595,0.04079520085260742,0.9572013282703967,-66.20325124325826,0.009134718802485738,0.004704339344317361,1.6612858373735676e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.319988388522536e-05,-0.0012429899363989273,1.976660084255605e-14,9.314059057257556e-05,1.0,-2.597324218149369e-05
7.140000000000001,0.0004989812895824914,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.041283655072735514,-0.005455265487314935,0.0003965863298260893,0.17487542494221162,0.03546191289354436,0.02166429582666913,0.00022505818678201063,0.30792481028276486,0.0014897947478795593,0.17973430628391243,0.04082138095735433,0.957161639153309,-66.19677949327068,0.00914090718539326,0.004709027935496282,1.6621108094857491e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.315663266311463e-05,-0.0012446313919654544,1.9781795052403822e-14,9.321029476597978e-05,1.0,-2.593686220207556e-05
7.15,0.0004987221027947326,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.041362311734295186,-0.005466745591342988,0.000397712773967461,0.1749828632743236,0.03548055333601186,0.02167873129956998,0.00022554383808243185,0.30799373510198064,0.0014901729222079358,0.1796751923865794,0.040847562248672566,0.9571219374966322,-66.19031133417617,0.009147096210287264,0.00471371902710124,1.6629339730998386e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.311344204735738e-05,-0.0012462740702548914,1.9796970085664306e-14,9.328002995517838e-05,1.0,-2.5900497973968982e-05
7.16,0.0004984632795705444,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.041441071605088066,-0.005478243446009171,0.00039884171885733334,0.1750902129631728,0.03549920982337473,0.021693168164320206,0.0002260302669198371,0.3080626302495508,0.0014905517893258515,0.17961605847909448,0.040873744722798526,0.9570822233114704,-66.18384676225818,0.009153285875714474,0.004718412615948,1.6637553335501376e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.307031201173069e-05,-0.0012479179711615597,1.9812125986970162e-14,9.334979618521756e-05,1.0,-2.5864149486118588e-05
7.17,0.0004982048197525795,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.0415199347523571,-0.005489759068370638,0.00039997316836696086,0.1751974739705268,0.035517882381209044,0.021707606419415097,0.0002265174740862225,0.3081314957488406,0.001490931349681527,0.1795569046600435,0.040899928375991164,0.9570424966088894,-66.17738577380112,0.009159476180230691,0.00472310869886508,1.6645748961551462e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.302724253003007e-05,-0.0012495630945812517,1.9827262800859555e-14,9.341959350168788e-05,1.0,-2.582781672746283e-05
7.18,0.0004979467231836014,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04159890124338449,-0.005501292475498277,0.0004011071263713321,0.17530464625848324,0.03553657103509165,0.02172204606336208,0.00022700546037424007,0.3082003316232387,0.0014913116037231753,0.17949773102779076,0.040926113204531975,0.9570027573999169,-66.17092836509028,0.00916566712240075,0.004727807272693711,1.6653926662176123e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.298423357606938e-05,-0.0012512094404112265,1.984238057177639e-14,9.348942195072317e-05,1.0,-2.5791499686933996e-05
7.19,0.000497688989706484,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.04167797114549099,-0.0055128436844766315,0.0004022435967491763,0.17541172978946742,0.03555527581060015,0.02173648709468053,0.0002274942265771939,0.30826913789615606,0.001491692551899003,0.17943853768047952,0.04095229920472501,0.9569630056955426,-66.16447453241192,0.009171858700798478,0.0047325083342877935,1.6662086490245811e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.294128512368098e-05,-0.001252857008550206,1.985747934407047e-14,9.355928157899886e-05,1.0,-2.575519835345825e-05
7.2,0.0004974316191642123,1.0,3.0,4.0,55.0,-40.5,-27.0,-50.0,20.0,-80.0,-6.0,15.0,9.5,-7.0,10.0,5.0,35.0,6.0,0.05,1.0,1.4,0.2,1.0,-39.0,75.0,10.0,-45.0,-30.0,-35.0,-41.0,3.0,-90.0,-70.0,-0.041757144526037016,-0.005524412712404072,0.0004033825833829694,0.17551872452623318,0.03557399673331297,0.02175092951190191,0.00022798377348904797,0.3083379145910267,0.0014920741946572106,0.1793793247160325,0.04097848637289685,0.9569232415067179,-66.15802427205321,0.00917805091400666,0.004737211880513852,1.6670228498474462e-16,-20.0,120.0,10.0,7.0,-30.0,1.0,4.0,0.08,10.0,5.0,1.0,2.0,6.0,450.0,13.0,0.13,2.0,8.289839714671558e-05,-0.0012545057988983732,1.9872559161997747e-14,9.362917243373082e-05,1.0,-2.5718912715955678e-05
