data_generator_MV1,data_generator_T
-62.415752,388.0
-61.473637,390.0
-60.306129,392.0
-59.039642,394.0
-57.734505,396.0
-57.266087,398.0
-59.755596,400.0
-61.459709,402.0
-61.686493,404.0
-61.190678,406.0
-62.324329,408.0
-64.531052,410.0
-64.931686,412.0
-66.225655,414.0
-66.896172,416.0
-66.331696,418.0
-65.374863,420.0
-64.179382,422.0
-62.879997,424.0
-61.544846,426.0
-63.572952,428.0
-65.995247,430.0
-66.567551,432.0
-65.997063,434.0
-64.944633,436.0
-63.671749,438.0
-62.332039,440.0
-60.960468,442.0
-59.59407,444.0
-58.255547,446.0
-56.938515,448.0
-55.623512,450.0
-54.274063,452.0
-52.8172,454.0
-51.096279,456.0
-48.682415,458.0
-49.62532,460.0
-50.607052,462.0
-52.885216,464.0
-55.82695,466.0
-57.219982,468.0
-57.621777,470.0
-57.433529,472.0
-56.893501,474.0
-56.136173,476.0
-55.821472,478.0
-57.341114,480.0
-59.355785,482.0
-59.742836,484.0
-60.239986,486.0
-63.945808,488.0
-65.734062,490.0
-65.677902,492.0
-64.841591,494.0
-63.660709,496.0
-62.329025,498.0
-60.942707,500.0
-60.699112,502.0
-60.814487,504.0
-60.398636,506.0
-59.624981,508.0
-58.663647,510.0
-57.6031,512.0
-56.484612,514.0
-57.87537,516.0
-60.324951,518.0
-61.062531,520.0
-60.91856,522.0
-60.313274,524.0
-59.463558,526.0
-58.484154,528.0
-57.434414,530.0
-56.339798,532.0
-55.200684,534.0
-57.881435,536.0
-61.440231,538.0
-62.285412,540.0
-62.15263,542.0
-61.387062,544.0
-60.385197,546.0
-59.233959,548.0
-59.899292,550.0
-60.137299,552.0
-59.740559,554.0
-59.303333,556.0
-60.544811,558.0
-60.676334,560.0
-61.984566,562.0
-62.310551,564.0
-61.90662,566.0
-62.422829,568.0
-63.900909,570.0
-65.192253,572.0
-66.3265,574.0
-66.909821,576.0
-66.618866,578.0
-65.801003,580.0
-64.66745,582.0
-63.548367,584.0
-65.192047,586.0
-65.43988,588.0
-64.872047,590.0
-63.927837,592.0
-62.806393,594.0
-61.60651,596.0
-60.380363,598.0
-60.163631,600.0
-61.195763,602.0
-61.090641,604.0
-61.529003,606.0
-62.691078,608.0
-62.534084,610.0
-61.754829,612.0
-62.294247,614.0
-62.227276,616.0
-61.572891,618.0
-60.625904,620.0
-59.53598,622.0
-58.380257,624.0
-57.195969,626.0
-55.996464,628.0
-54.758308,630.0
-54.808064,632.0
-59.679665,634.0
-61.925591,636.0
-62.279865,638.0
-61.751633,640.0
-60.783089,642.0
-59.637768,644.0
-58.395401,646.0
-57.110638,648.0
-56.698212,650.0
-57.829655,652.0
-59.411938,654.0
-60.693615,656.0
-60.838581,658.0
-60.389027,660.0
-59.623985,662.0
-58.682201,664.0
-57.66869,666.0
-56.595158,668.0
-57.307209,670.0
-58.817089,672.0
-61.275597,674.0
-63.26149,676.0
-63.541382,678.0
-63.032085,680.0
-62.142181,682.0
-61.068344,684.0
-59.911049,686.0
-59.024788,688.0
-59.828983,690.0
-59.773991,692.0
-59.249733,694.0
-58.466736,696.0
-57.538464,698.0
-56.522644,700.0
-56.295994,702.0
-57.834381,704.0
-58.423031,706.0
-58.301105,708.0
-57.78352,710.0
-57.057274,712.0
-56.168247,714.0
-57.91489,716.0
-59.075157,718.0
-59.139736,720.0
-58.618183,722.0
-57.779644,724.0
-58.667538,726.0
-61.922859,728.0
-62.772858,730.0
-62.517109,732.0
-61.731312,734.0
-60.687836,736.0
-60.635387,738.0
-61.076511,740.0
-60.755875,742.0
-62.315002,744.0
-62.692951,746.0
-63.167778,748.0
-64.134758,750.0
-64.441406,752.0
-65.366074,754.0
-65.945892,756.0
-65.469688,758.0
-64.527397,760.0
-63.370819,762.0
-63.71999,764.0
-63.432659,766.0
-62.664436,768.0
-61.65007,770.0
-60.543495,772.0
-59.399632,774.0
-58.233097,776.0
-57.058147,778.0
-55.870975,780.0
-54.649166,782.0
-54.711784,784.0
-57.015472,786.0
-59.695057,788.0
-61.474598,790.0
-63.342644,792.0
-63.470501,794.0
-63.667156,796.0
-64.966484,798.0
-65.387711,800.0
-65.43634,802.0
-65.930351,804.0
-65.376373,806.0
-64.362808,808.0
-63.140945,810.0
-61.831432,812.0
-60.496983,814.0
-59.169815,816.0
-57.862324,818.0
-56.570801,820.0
-55.843746,822.0
-57.093922,824.0
-57.427349,826.0
-57.201881,828.0
-59.477261,830.0
-60.280067,832.0
-60.222481,834.0
-59.572292,836.0
-58.669666,838.0
-57.637642,840.0
-56.509621,842.0
-55.312477,844.0
-54.033436,846.0
-52.610947,848.0
-52.635414,850.0
-54.201675,852.0
-54.850422,854.0
-54.982395,856.0
-54.684605,858.0
-54.081989,860.0
-53.211803,862.0
-52.104301,864.0
-50.574089,866.0
-48.186562,868.0
-49.71389,870.0
-51.853138,872.0
-53.105598,874.0
-53.566341,876.0
-53.420773,878.0
-52.828419,880.0
-52.983521,882.0
-55.484005,884.0
-56.650879,886.0
-56.935795,888.0
-56.682274,890.0
-56.093487,892.0
-55.296139,894.0
-54.325497,896.0
-53.206738,898.0
-51.861431,900.0
-50.092995,902.0
-47.214703,904.0
19.258589,906.0
-56.327126,908.0
-55.903271,910.0
-54.902988,912.0
-53.856606,914.0
-52.7356,916.0
-51.447006,918.0
-49.781803,920.0
-47.089252,922.0
-35.445206,924.0
-55.607388,926.0
-57.01189,928.0
-57.61956,930.0
-57.524281,932.0
-57.0741,934.0
-56.421177,936.0
-58.023727,938.0
-59.230732,940.0
-59.270939,942.0
-60.569084,944.0
-61.836281,946.0
-62.72311,948.0
-62.50211,950.0
-61.769634,952.0
-60.795685,954.0
-59.709965,956.0
-58.575981,958.0
-57.421795,960.0
-56.253208,962.0
-55.06176,964.0
-53.803413,966.0
-54.02457,968.0
-56.183239,970.0
-58.41914,972.0
-59.726631,974.0
-59.948914,976.0
-59.489761,978.0
-58.676872,980.0
-59.32835,982.0
-60.377842,984.0
-60.258354,986.0
-59.556976,988.0
-58.561291,990.0
-57.414051,992.0
-57.303391,994.0
-58.117531,996.0
-59.381519,998.0
-60.476009,1000.0
-60.543007,1002.0
-60.013157,1004.0
-59.208443,1006.0
-58.236748,1008.0
-57.171761,1010.0
-56.044525,1012.0
-54.854637,1014.0
-56.917347,1016.0
-58.958431,1018.0
-61.59391,1020.0
-63.260117,1022.0
-63.374939,1024.0
-62.774178,1026.0
-63.100533,1028.0
-63.623138,1030.0
-63.141628,1032.0
-63.005886,1034.0
-63.719982,1036.0
-64.747467,1038.0
-64.527008,1040.0
-63.714581,1042.0
-62.689686,1044.0
-61.530441,1046.0
-60.31459,1048.0
-59.085785,1050.0
-57.861046,1052.0
-56.634422,1054.0
-55.390415,1056.0
-54.100842,1058.0
-52.663624,1060.0
-50.964012,1062.0
-48.527988,1064.0
-48.014931,1066.0
-54.154305,1068.0
-57.750526,1070.0
-59.14436,1072.0
-59.34605,1074.0
-58.91325,1076.0
-59.465282,1078.0
-60.783314,1080.0
-62.869362,1082.0
-64.327377,1084.0
-64.293182,1086.0
-63.588535,1088.0
-62.558136,1090.0
-61.402496,1092.0
-60.180664,1094.0
-58.93811,1096.0
-57.694344,1098.0
-58.753468,1100.0
-61.121353,1102.0
-61.754787,1104.0
-61.521919,1106.0
-62.421417,1108.0
-63.110683,1110.0
-62.757496,1112.0
-61.908474,1114.0
-60.820721,1116.0
-59.623024,1118.0
-58.380276,1120.0
-57.120289,1122.0
-55.844383,1124.0
-54.528503,1126.0
-53.113331,1128.0
-51.467724,1130.0
-49.247967,1132.0
-44.962273,1134.0
-13.484706,1136.0
-48.041363,1138.0
-50.906715,1140.0
-59.991367,1142.0
-63.940331,1144.0
-64.690971,1146.0
-64.201225,1148.0
-63.623104,1150.0
-63.867294,1152.0
-63.272156,1154.0
-62.298744,1156.0
-62.351021,1158.0
-61.870987,1160.0
-61.440392,1162.0
-62.12553,1164.0
-61.755848,1166.0
-60.888771,1168.0
-59.786095,1170.0
-58.576351,1172.0
-57.320156,1174.0
-58.059563,1176.0
-61.140011,1178.0
-63.598484,1180.0
-64.200539,1182.0
-63.780468,1184.0
-63.380093,1186.0
-64.213562,1188.0
-63.839966,1190.0
-62.924755,1192.0
-62.954647,1194.0
-62.586914,1196.0
-61.695637,1198.0
-60.557053,1200.0
-60.697025,1202.0
-62.415844,1204.0
-63.13332,1206.0
-62.775768,1208.0
-61.912582,1210.0
-60.808407,1212.0
-59.594601,1214.0
-58.33812,1216.0
-57.072483,1218.0
-55.786865,1220.0
-54.464893,1222.0
-53.037727,1224.0
-51.369102,1226.0
-49.094196,1228.0
-44.543941,1230.0
-33.553188,1232.0
-56.895645,1234.0
-56.928673,1236.0
-58.002232,1238.0
-58.191391,1240.0
-57.887119,1242.0
-57.28421,1244.0
-56.546654,1246.0
-55.69257,1248.0
-54.762733,1250.0
-53.737995,1252.0
-53.293999,1254.0
-55.052727,1256.0
-55.746254,1258.0
-55.870907,1260.0
-55.525124,1262.0
-54.936901,1264.0
-54.119301,1266.0
-53.135506,1268.0
-51.921501,1270.0
-53.668179,1272.0
-55.690544,1274.0
-56.397781,1276.0
-56.30732,1278.0
-55.745251,1280.0
-54.866772,1282.0
-53.803154,1284.0
-52.512238,1286.0
-50.875629,1288.0
-48.469364,1290.0
-42.771748,1292.0
-51.295258,1294.0
-54.432194,1296.0
-55.941963,1298.0
-56.542091,1300.0
-57.755009,1302.0
-60.023609,1304.0
-60.519337,1306.0
-60.155746,1308.0
-60.796463,1310.0
-60.860909,1312.0
-60.242004,1314.0
-59.290546,1316.0
-58.177685,1318.0
-61.225704,1320.0
-62.345753,1322.0
-62.316956,1324.0
-61.615154,1326.0
-60.60751,1328.0
-59.464546,1330.0
-58.251919,1332.0
-57.00742,1334.0
-57.31773,1336.0
-58.478619,1338.0
-59.691139,1340.0
-59.78476,1342.0
-59.335205,1344.0
-58.498196,1346.0
-57.50341,1348.0
-56.383713,1350.0
-56.68541,1352.0
-58.03117,1354.0
-58.884457,1356.0
-60.329041,1358.0
-60.485146,1360.0
-59.984795,1362.0
-59.144287,1364.0
-58.125446,1366.0
-57.009151,1368.0
-55.827908,1370.0
-54.577847,1372.0
-53.215374,1374.0
-51.627785,1376.0
-49.514973,1378.0
-48.604805,1380.0
-56.027203,1382.0
-61.135494,1384.0
-62.715637,1386.0
-62.746201,1388.0
-63.110058,1390.0
-62.962868,1392.0
-63.359886,1394.0
-63.181728,1396.0
-62.349285,1398.0
-61.210739,1400.0
-61.391449,1402.0
-61.408264,1404.0
-60.814205,1406.0
-62.13245,1408.0
-62.384922,1410.0
-61.820889,1412.0
-60.861847,1414.0
-59.712673,1416.0
-58.476288,1418.0
-57.2006,1420.0
-55.897137,1422.0
-54.555054,1424.0
-53.105843,1426.0
-51.413429,1428.0
-49.108231,1430.0
-51.606735,1432.0
-56.077793,1434.0
-58.030193,1436.0
-58.508266,1438.0
-58.193497,1440.0
-57.421024,1442.0
-56.451176,1444.0
-55.321281,1446.0
-54.430904,1448.0
-55.878429,1450.0
-56.478107,1452.0
-56.420048,1454.0
-55.951347,1456.0
-55.216339,1458.0
-54.285759,1460.0
-53.170597,1462.0
-51.79921,1464.0
-49.987686,1466.0
-46.968945,1468.0
-49.930153,1470.0
-58.285023,1472.0
-61.689785,1474.0
-62.573498,1476.0
-62.310997,1478.0
-61.503361,1480.0
-63.094051,1482.0
-63.800423,1484.0
-63.480553,1486.0
-62.676044,1488.0
-61.637329,1490.0
-60.488873,1492.0
-59.294689,1494.0
-58.085632,1496.0
-56.870773,1498.0
-58.445629,1500.0
-61.333061,1502.0
-62.082401,1504.0
-61.757908,1506.0
-61.025539,1508.0
-60.030094,1510.0
-58.903263,1512.0
-57.720177,1514.0
-56.501141,1516.0
-57.619408,1518.0
-58.03196,1520.0
-57.818714,1522.0
-57.238708,1524.0
-56.436966,1526.0
-55.487949,1528.0
-54.417187,1530.0
-55.991463,1532.0
-59.407536,1534.0
-61.126488,1536.0
-61.362305,1538.0
-60.865547,1540.0
-59.998695,1542.0
-58.941154,1544.0
-57.79715,1546.0
-56.599911,1548.0
-57.868847,1550.0
-58.662666,1552.0
-58.530537,1554.0
-57.895275,1556.0
-56.980999,1558.0
-55.900642,1560.0
-54.697178,1562.0
-57.357689,1564.0
-59.971966,1566.0
-60.620968,1568.0
-61.751167,1570.0
-62.211609,1572.0
-61.798691,1574.0
-60.946358,1576.0
-59.897106,1578.0
-60.231483,1580.0
-60.59914,1582.0
-60.257374,1584.0
-59.539104,1586.0
-60.391888,1588.0
-61.222107,1590.0
-61.008186,1592.0
-60.271297,1594.0
-60.370956,1596.0
-61.285995,1598.0
-62.784241,1600.0
-62.82785,1602.0
-62.315731,1604.0
-61.455338,1606.0
-60.421371,1608.0
-59.304359,1610.0
-58.149734,1612.0
-56.978912,1614.0
-55.786884,1616.0
-59.634659,1618.0
-62.579132,1620.0
-63.083374,1622.0
-62.746109,1624.0
-61.885654,1626.0
-60.774677,1628.0
-59.549191,1630.0
-60.096539,1632.0
-60.306683,1634.0
-59.885731,1636.0
-59.12698,1638.0
-58.185604,1640.0
-57.142159,1642.0
-56.028156,1644.0
-55.349598,1646.0
-56.669254,1648.0
-57.068413,1650.0
-56.89296,1652.0
-56.363331,1654.0
-57.749622,1656.0
-58.571144,1658.0
-58.598328,1660.0
-58.218613,1662.0
-57.543278,1664.0
-58.791454,1666.0
-62.938942,1668.0
-64.897781,1670.0
-64.927826,1672.0
-64.141403,1674.0
-62.986996,1676.0
-62.956348,1678.0
-62.095913,1680.0
-60.99778,1682.0
-59.791035,1684.0
-58.541016,1686.0
-57.276276,1688.0
-55.999359,1690.0
-54.688404,1692.0
-53.288624,1694.0
-51.680523,1696.0
-49.561314,1698.0
-45.737423,1700.0
-8.1652317,1702.0
-55.06889,1704.0
-54.621021,1706.0
-53.655422,1708.0
-52.550846,1710.0
-51.241596,1712.0
-49.499737,1714.0
-46.529182,1716.0
16.091564,1718.0
-57.159496,1720.0
-56.24662,1722.0
-55.61681,1724.0
-57.660278,1726.0
-58.376194,1728.0
-58.337708,1730.0
-57.885666,1732.0
-57.202759,1734.0
-56.384266,1736.0
-55.474712,1738.0
-54.484741,1740.0
-53.39492,1742.0
-52.144768,1744.0
-50.587185,1746.0
-48.298855,1748.0
-42.950676,1750.0
-49.405865,1752.0
-51.891117,1754.0
-53.641521,1756.0
-54.389721,1758.0
-54.502384,1760.0
-54.157043,1762.0
-53.558891,1764.0
-52.707336,1766.0
-51.580574,1768.0
-53.089798,1770.0
-54.535114,1772.0
-55.085144,1774.0
-55.027794,1776.0
-54.569427,1778.0
-53.826324,1780.0
-52.839436,1782.0
-51.568432,1784.0
-54.621719,1786.0
-59.828239,1788.0
-63.183052,1790.0
-63.757004,1792.0
-63.416656,1794.0
-65.888695,1796.0
-66.960869,1798.0
-66.591095,1800.0
-65.652321,1802.0
-64.459938,1804.0
-63.18541,1806.0
-61.875797,1808.0
-60.55159,1810.0
-59.235256,1812.0
-57.934135,1814.0
-58.080872,1816.0
-58.679619,1818.0
-60.330952,1820.0
-62.409431,1822.0
-64.397583,1824.0
-65.854698,1826.0
-65.633232,1828.0
-64.722855,1830.0
-63.509037,1832.0
-63.35722,1834.0
-63.168953,1836.0
-62.409256,1838.0
-61.374779,1840.0
-60.210796,1842.0
-58.990837,1844.0
-57.749397,1846.0
-56.495274,1848.0
-57.987755,1850.0
-59.87019,1852.0
-60.343571,1854.0
-60.073673,1856.0
-61.571041,1858.0
-62.682373,1860.0
-64.23732,1862.0
-64.152779,1864.0
-63.347771,1866.0
-63.527424,1868.0
-63.319931,1870.0
-62.54351,1872.0
-61.49403,1874.0
-60.316994,1876.0
-59.08654,1878.0
-60.249756,1880.0
-62.138382,1882.0
-62.844536,1884.0
-63.672226,1886.0
-63.400585,1888.0
-62.610298,1890.0
-61.569424,1892.0
-60.411083,1894.0
-59.204163,1896.0
-57.988556,1898.0
-57.030304,1900.0
-58.712055,1902.0
-59.195717,1904.0
-58.987415,1906.0
-58.374962,1908.0
-57.567032,1910.0
-56.623016,1912.0
-55.584557,1914.0
-56.282955,1916.0
-56.907307,1918.0
-58.122181,1920.0
-63.197292,1922.0
-65.104912,1924.0
-65.368912,1926.0
-64.665337,1928.0
-63.617893,1930.0
-62.369762,1932.0
-61.038879,1934.0
-59.685841,1936.0
-60.412918,1938.0
-60.435562,1940.0
-59.909859,1942.0
-59.07626,1944.0
-58.113125,1946.0
-57.057537,1948.0
-55.940056,1950.0
-54.759789,1952.0
-53.482597,1954.0
-53.63765,1956.0
-55.048691,1958.0
-55.654198,1960.0
-55.656731,1962.0
-58.686985,1964.0
-62.353436,1966.0
-64.242134,1968.0
-65.213013,1970.0
-66.527328,1972.0
-67.432106,1974.0
-66.942383,1976.0
-66.011559,1978.0
-64.819504,1980.0
-63.511887,1982.0
-62.161823,1984.0
-64.570702,1986.0
-66.344017,1988.0
-66.698601,1990.0
-65.995331,1992.0
-64.946335,1994.0
-64.949486,1996.0
-64.490997,1998.0
-63.88496,2000.0
