Time,B,P,A,T,a,b,mu_1,k_1,u,r_1,r_2,mu_2,r,k_2,beta_1,compartment,B_cell_formation,Removal_of_B_cell,Production_of_plasma_cell,Removal_of_plasma_cell_from_system,Production_of_antibody_against_tumor,Removal_of_antibody_from_the_system,Formation_of_tumor_cell,Removal_of_tumor_cell_by_immune_cell
0.00025,90000.00224999979,999997.702502876,149994104.7880048,4.609161473566016e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000184499984,810.0000202499981,810.0000202499981,9999.97702502876,1008997702.7278761,1032559417.360625,1.986548595106953e-34,2.089112512821996e-18
0.00026000000000000003,90000.00233999977,999997.6106031106,149993869.17850876,5.483069751395372e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000191879981,810.000021059998,810.000021059998,9999.976106031107,1008997610.8371106,1032557795.4248544,2.363203062851405e-34,2.485209446226634e-18
0.00027,90000.00242999976,999997.5187033544,149993633.58431268,5.155177039908953e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000199259981,810.0000218699979,810.0000218699979,9999.975187033544,1008997518.9463544,1032556173.5944085,2.221881304200759e-34,2.3365879214035983e-18
0.00028000000000000003,90000.00251999975,999997.4268036074,149993398.00541547,4.86625152636197e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000206639979,810.0000226799978,810.0000226799978,9999.974268036074,1008997427.0556073,1032554551.8692801,2.097354407862009e-34,2.2056287480875545e-18
0.00029,90000.00260999972,999997.3349038695,149993162.44181606,4.788475058478954e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000214019977,810.0000234899975,810.0000234899975,9999.973349038695,1008997335.1648694,1032552930.2494618,2.0638327502044293e-34,2.1703731515620867e-18
0.00030000000000000003,90000.00269999969,999997.2430041409,149992926.8935134,4.7476975639617736e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000221399976,810.0000242999973,810.0000242999973,9999.97243004141,1008997243.2741408,1032551308.7349464,2.0462576500675243e-34,2.1518873998404895e-18
0.00031,90000.00278999966,999997.1511044215,149992691.36050647,4.690258570282067e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000228779974,810.0000251099971,810.0000251099971,9999.971511044216,1008997151.3834214,1032549687.3257266,2.021501443791571e-34,2.1258499166335714e-18
0.00032,90000.00287999964,999997.0592047112,149992455.8427942,4.668037723739667e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000236159971,810.0000259199967,810.0000259199967,9999.970592047113,1008997059.4927112,1032548066.0217954,2.0119242589317967e-34,2.1157750420904403e-18
0.00033000000000000005,90000.00296999961,999996.9673050102,149992220.34037554,4.743998224822184e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000243539967,810.0000267299964,810.0000267299964,9999.969673050102,1008996967.6020101,1032546444.8231453,2.0446632348983613e-34,2.1502005507249334e-18
0.00034,90000.00305999958,999996.8754053183,149991984.85324943,4.753280431435805e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000250919966,810.0000275399963,810.0000275399963,9999.968754053183,1008996875.7113184,1032544823.7297691,2.048663865948832e-34,2.1544042958946572e-18
0.00035000000000000005,90000.00314999955,999996.7835056357,149991749.38141483,4.6254544714298265e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000258299964,810.000028349996,810.000028349996,9999.967835056357,1008996783.8206357,1032543202.7416598,1.993570877186255e-34,2.0964644277327552e-18
0.00036,90000.00323999953,999996.6916059622,149991513.92487067,4.83105378799811e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000265679961,810.0000291599957,810.0000291599957,9999.966916059622,1008996691.9299623,1032541581.8588097,2.0821841826271855e-34,2.1896478667019654e-18
0.00037000000000000005,90000.0033299995,999996.599706298,149991278.4836159,4.647772493109967e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.000027305996,810.0000299699956,810.0000299699956,9999.96599706298,1008996600.0392979,1032539961.0812119,2.003189944530396e-34,2.1065733474035083e-18
0.00038,90000.00341999947,999996.5078066429,149991043.0576495,4.7106115032424694e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000280439956,810.0000307799953,810.0000307799953,9999.965078066429,1008996508.1486428,1032538340.4088591,2.030273557897504e-34,2.135051378247374e-18
0.00039000000000000005,90000.00350999944,999996.415906997,149990807.64697036,4.818191470166164e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000287819953,810.000031589995,810.000031589995,9999.96415906997,1008996416.257997,1032536719.8417441,2.0766405236416166e-34,2.183807810598073e-18
0.0004,90000.00359999941,999996.3240073604,149990572.25157747,4.673664905994145e-34,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000295199952,810.0000323999947,810.0000323999947,9999.963240073605,1008996324.3673602,1032535099.3798593,2.0143495744834767e-34,2.118298944974546e-18
0.00041000000000000005,90000.00368999939,999996.2321077329,149990336.87146977,1.8453537314713025e-44,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.000030257995,810.0000332099945,810.0000332099945,9999.96232107733,1008996232.4767329,1032533479.0231979,7.953474582641314e-45,8.363896014579161e-29
0.00042,90000.00377999936,999996.1402081146,149990101.5066462,-2.1152675274424286e-39,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000309959947,810.0000340199942,810.0000340199942,9999.961402081146,1008996140.5861145,1032531858.7717524,-9.116803043276868e-40,-9.587240418315817e-24
0.00043000000000000004,90000.00386999933,999996.0483085056,149989866.15710568,4.35482601502483e-39,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000317339944,810.000034829994,810.000034829994,9999.960483085057,1008996048.6955055,1032530238.6255156,1.8769300124757017e-39,1.9737786324038253e-23
0.00044,90000.0039599993,999995.9564089057,149989630.82284722,-2.1998897667995223e-39,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000324719942,810.0000356399938,810.0000356399938,9999.959564089057,1008995956.8049055,1032528618.5844803,-9.481524894905941e-40,-9.970751041762756e-24
0.00045000000000000004,90000.00404999928,999995.864509315,149989395.50386974,-2.7232162943599806e-43,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.000033209994,810.0000364499936,810.0000364499936,9999.958645093151,1008995864.914315,1032526998.6486393,-1.1737062228691516e-43,-1.2342649851868432e-27
0.00046,90000.00413999925,999995.7726097335,149989160.2001722,2.5678845285360487e-43,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000339479938,810.0000372599933,810.0000372599933,9999.957726097335,1008995773.0237334,1032525378.8179854,1.1067582317990369e-43,1.163860907376001e-27
0.00047000000000000004,90000.00422999922,999995.6807101612,149988924.9117535,-1.2380602193778505e-43,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000346859936,810.000038069993,810.000038069993,9999.956807101613,1008995681.1331612,1032523759.0925112,-5.336039545518536e-44,-5.611341218453953e-28
0.00048000000000000007,90000.00431999919,999995.5888105981,149988689.63861266,2.412543867802059e-44,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000354239933,810.0000388799928,810.0000388799928,9999.955888105982,1008995589.242598,1032522139.4722096,1.0398064070226875e-44,1.0934513038786187e-28
0.0004900000000000001,90000.00440999916,999995.4969110442,149988454.38074857,2.6843519286312814e-47,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.000036161993,810.0000396899925,810.0000396899925,9999.954969110442,1008995497.3520441,1032520519.9570732,1.1569556812400823e-47,1.2166425455381708e-31
0.0005,90000.00449999912,999995.4050114995,149988219.1381602,-1.2660226453873865e-47,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000368999927,810.0000404999921,810.0000404999921,9999.954050114995,1008995405.4614995,1032518900.5470948,-5.4565576016196355e-48,-5.73805014817661e-32
0.00051,90000.00458999908,999995.313111964,149987983.9108465,3.4525507177660814e-48,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000376379922,810.0000413099917,810.0000413099917,9999.95313111964,1008995313.5709639,1032517281.2422674,1.488049359357181e-48,1.564812300971909e-32
0.0005200000000000001,90000.00467999904,999995.2212124377,149987748.69880643,-4.130910831936302e-49,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.000038375992,810.0000421199913,810.0000421199913,9999.952212124377,1008995221.6804377,1032515662.0425836,-1.780422568564546e-49,-1.872265022416435e-33
0.0005300000000000001,90000.004769999,999995.1293129206,149987513.50203893,-2.069183965802512e-51,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000391139915,810.000042929991,810.000042929991,9999.951293129207,1008995129.7899204,1032514042.9480361,-8.918182892608827e-52,-9.378209423516165e-36
0.00054,90000.00485999895,999995.0374134127,149987278.32054293,3.927049669409459e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000398519912,810.0000437399906,810.0000437399906,9999.950374134127,1008995037.8994126,1032512423.9586176,1.6925584075154767e-52,1.7798628385529637e-36
0.00055,90000.00494999891,999994.945513914,149987043.1543174,-2.980763457996647e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000405899908,810.0000445499902,810.0000445499902,9999.94945513914,1008994946.0089139,1032510805.0743212,-1.2847090503965548e-52,-1.3509739467855468e-36
0.0005600000000000001,90000.00503999887,999994.8536144245,149986808.00336128,-1.852126092515334e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000413279905,810.0000453599898,810.0000453599898,9999.948536144246,1008994854.1184243,1032509186.2951392,-7.98266345874109e-53,-8.39439361586207e-37
0.0005700000000000001,90000.00512999883,999994.7617149442,149986572.86767352,-1.952144364645622e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000420659901,810.0000461699894,810.0000461699894,9999.947617149443,1008994762.227944,1032507567.6210645,-8.41374221162263e-53,-8.847692696457323e-37
0.00058,90000.00521999878,999994.669815473,149986337.74725306,-1.8872875692454136e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000428039898,810.0000469799891,810.0000469799891,9999.94669815473,1008994670.3374729,1032505949.0520902,-8.134209423447733e-53,-8.553729206082619e-37
0.00059,90000.00530999874,999994.5779160111,149986102.64209887,-1.9208985231100315e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000435419894,810.0000477899887,810.0000477899887,9999.94577916011,1008994578.447011,1032504330.5882087,-8.2790726346042355e-53,-8.706050053672506e-37
0.0006000000000000001,90000.0053999987,999994.4860165584,149985867.55220988,-1.9096474187064204e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.000044279989,810.0000485999883,810.0000485999883,9999.944860165584,1008994486.5565583,1032502712.2294129,-8.230580374624671e-53,-8.655043331614968e-37
0.0006100000000000001,90000.00548999866,999994.3941171148,149985632.47758505,-1.937536623093932e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000450179887,810.0000494099879,810.0000494099879,9999.943941171148,1008994394.6661147,1032501093.9756955,-8.350782845534848e-53,-8.781431054875014e-37
0.00062,90000.00557999861,999994.3022176805,149985397.41822332,-1.904367931581773e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000457559884,810.0000502199875,810.0000502199875,9999.943022176805,1008994302.7756803,1032499475.8270494,-8.2078257851174415e-53,-8.631088200533007e-37
0.00063,90000.00566999857,999994.2103182554,149985162.37412366,-1.9292460235391203e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000464939881,810.0000510299872,810.0000510299872,9999.942103182553,1008994210.8852552,1032497857.7834673,-8.315050361453608e-53,-8.743828447630254e-37
0.00064,90000.00575999853,999994.1184188394,149984927.345285,-1.917197042476994e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000472319877,810.0000518399868,810.0000518399868,9999.941184188394,1008994118.9948393,1032496239.844942,-8.263119253075845e-53,-8.689205817363923e-37
0.0006500000000000001,90000.00584999849,999994.0265194327,149984692.3317063,-1.9028575315617372e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000479699873,810.0000526499864,810.0000526499864,9999.940265194327,1008994027.1044325,1032494622.0114661,-8.201315961031087e-53,-8.624202133980791e-37
0.0006600000000000001,90000.00593999845,999993.9346200351,149984457.33338648,-1.96847957012174e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000487079869,810.000053459986,810.000053459986,9999.939346200352,1008993935.214035,1032493004.2830325,-8.484146947224699e-53,-8.921602815038064e-37
0.00067,90000.0060299984,999993.8427206468,149984222.35032454,-1.8372668608808007e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000494459866,810.0000542699856,810.0000542699856,9999.938427206467,1008993843.3236465,1032491386.6596342,-7.9186201703962505e-53,-8.326903548397536e-37
0.00068,90000.00611999836,999993.7508212676,149983987.3825194,-1.985048361492726e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000501839862,810.0000550799853,810.0000550799853,9999.937508212677,1008993751.4332675,1032489769.1412636,-8.555558438033649e-53,-8.996668204226507e-37
0.0006900000000000001,90000.00620999832,999993.6589218976,149983752.42997003,-1.8787838716152035e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000509219858,810.0000558899849,810.0000558899849,9999.936589218976,1008993659.5428975,1032488151.7279137,-8.0975584866615265e-53,-8.515041230097864e-37
0.0007000000000000001,90000.00629999826,999993.5670225369,149983517.49267536,-1.9397903159314073e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000516599854,810.0000566999844,810.0000566999844,9999.93567022537,1008993567.6525367,1032486534.4195772,-8.360496261664366e-53,-8.791521416751009e-37
0.00071,90000.0063899982,999993.4751231853,149983282.57063434,-1.9074376539851697e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000523979851,810.0000575099839,810.0000575099839,9999.934751231853,1008993475.7621851,1032484917.2162468,-8.221056288676081e-53,-8.644879079126054e-37
0.00072,90000.00647999815,999993.383223843,149983047.66384593,-1.934540192537742e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000531359844,810.0000583199834,810.0000583199834,9999.93383223843,1008993383.8718427,1032483300.1179154,-8.337868229837667e-53,-8.767699332141707e-37
0.0007300000000000001,90000.00656999809,999993.2913245098,149982812.77230906,-1.9179834060591918e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000538739839,810.0000591299829,810.0000591299829,9999.932913245098,1008993291.9815096,1032481683.1245756,-8.266508480115116e-53,-8.69264725378906e-37
0.0007400000000000001,90000.00665999803,999993.1994251858,149982577.8960227,-1.9036357472969112e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000546119835,810.0000599399824,810.0000599399824,9999.931994251858,1008993200.0911856,1032480066.2362204,-8.204670070849687e-53,-8.627607561530878e-37
0.00075,90000.00674999798,999993.107525871,149982343.0349858,-1.934569524803851e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.000055349983,810.0000607499818,810.0000607499818,9999.93107525871,1008993108.2008709,1032478449.4528424,-8.337994651904598e-53,-8.767791079705348e-37
0.00076,90000.00683999792,999993.0156265654,149982108.18919733,-1.884049028910082e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000560879826,810.0000615599813,810.0000615599813,9999.930156265655,1008993016.3105652,1032476832.7744344,-8.120251314602453e-53,-8.538810413305051e-37
0.0007700000000000001,90000.00692999786,999992.923727269,149981873.3586562,-1.9353121605280075e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000568259821,810.0000623699808,810.0000623699808,9999.92923727269,1008992924.4202689,1032475216.2009894,-8.341195411875713e-53,-8.771129361147981e-37
0.0007800000000000001,90000.0070199978,999992.8318279819,149981638.54336137,-1.923285336115783e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.0000575639816,810.0000631799802,810.0000631799802,9999.928318279819,1008992832.5299816,1032473599.7324997,-8.289359798659024e-53,-8.716608314881099e-37
0.00079,90000.00710999775,999992.7399287039,149981403.7433118,-1.9247621909916827e-52,0.1,0.01,0.01,1000000.0,0.1,100.0,1000.0,6.884,0.431,980000000.0,30218000.0,1.0,819.000058301981,810.0000639899798,810.0000639899798,9999.927399287038,1008992740.6397036,1032471983.3689585,-8.295725043174153e-53,-8.723287978999931e-37
