A_3_task1,B_1_task1,P_2_task1,T_4_task1,_1_task1
149850921.61201376,90000.05804985022,999940.726413281,-6.52490405345395e-227,0.006450000000000001
149850695.28922287,90000.05813984976,999940.6345192182,6.1599192012932e-227,0.0064600000000000005
149850468.98109266,90000.0582298493,999940.5426251646,-2.9729754060820567e-227,0.006470000000000001
149850242.68762216,90000.05831984883,999940.4507311202,5.798766263539174e-228,0.0064800000000000005
149850016.40881035,90000.05840984837,999940.358837085,6.201120391042957e-231,0.00649
149849790.1446562,90000.0584998479,999940.2669430589,-2.9263864861750807e-231,0.006500000000000001
149849563.89515874,90000.05858984744,999940.1750490421,3.3758054322611405e-228,0.00651
149849337.66031694,90000.05867984697,999940.0831550345,-2.6657525296497947e-228,0.006520000000000001
149849111.4401298,90000.05876984651,999939.991261036,-2.639955967412223e-228,0.00653
149848885.23459628,90000.05885984605,999939.8993670468,3.0159723615626424e-228,0.006540000000000001
149848659.04371542,90000.05894984558,999939.8074730667,-1.3153379130181019e-229,0.00655
149848432.86748618,90000.0590398451,999939.7155790959,-8.383794579364144e-232,0.006560000000000001
149848206.70590755,90000.05912984462,999939.6236851342,3.7418364900211465e-232,0.00657
149847980.55897853,90000.05921984414,999939.5317911818,-9.080078050642442e-233,0.006580000000000001
149847754.42669812,90000.05930984367,999939.4398972385,3.365009608843793e-234,0.00659
149847528.30906528,90000.05939984319,999939.3480033044,3.3686586885182907e-236,0.006600000000000001
149847302.20607904,90000.05948984271,999939.2561093796,-6.95286825060638e-236,0.00661
149847076.11773837,90000.05957984223,999939.1642154639,-4.4947879062482335e-236,0.006620000000000001
149846850.04404226,90000.05966984175,999939.0723215574,-4.761990493913952e-236,0.0066300000000000005
149846623.98498973,90000.05975984127,999938.9804276602,-4.675273379463332e-236,0.006640000000000001
149846397.94057974,90000.05984984079,999938.8885337721,-4.773427865431048e-236,0.0066500000000000005
149846171.9108113,90000.05993984031,999938.7966398932,-4.673707132718713e-236,0.00666
149845945.8956834,90000.06002983983,999938.7047460235,-4.769663512757101e-236,0.006670000000000001
149845719.89519504,90000.06011983936,999938.612852163,-4.801732704110945e-236,0.00668
149845493.90934518,90000.06020983888,999938.5209583117,-4.631015123250084e-236,0.006690000000000001
149845267.93813285,90000.0602998384,999938.4290644696,-4.735743842732957e-236,0.0067
149845041.981557,90000.06038983792,999938.3371706367,-4.790126011929236e-236,0.006710000000000001
149844816.03961667,90000.06047983744,999938.245276813,-4.71831612598422e-236,0.00672
149844590.11231083,90000.06056983696,999938.1533829985,-4.792026960030489e-236,0.006730000000000001
149844364.19963846,90000.06065983648,999938.0614891932,-4.632057420355182e-236,0.00674
149844138.30159858,90000.060749836,999937.9695953971,-4.786191493986346e-236,0.006750000000000001
149843912.41819018,90000.06083983551,999937.8777016102,-4.64276864016637e-236,0.00676
149843686.54941222,90000.06092983502,999937.7858078325,-4.879289901484478e-236,0.006770000000000001
149843460.6952637,90000.06101983452,999937.693914064,-4.659293548871793e-236,0.0067800000000000004
149843234.85574368,90000.06110983403,999937.6020203047,-4.736713777961946e-236,0.006790000000000001
149843009.03085107,90000.06119983354,999937.5101265545,-4.702935320097645e-236,0.0068000000000000005
149842783.2205849,90000.06128983304,999937.4182328136,-4.78915332091311e-236,0.006810000000000001
149842557.42494416,90000.06137983255,999937.3263390819,-4.681577743318679e-236,0.0068200000000000005
149842331.64392784,90000.06146983206,999937.2344453593,-4.76685503594973e-236,0.00683
149842105.87753493,90000.06155983156,999937.142551646,-4.715550001589485e-236,0.006840000000000001
149841880.12576443,90000.06164983107,999937.0506579418,-4.661167164251198e-236,0.00685
149841654.38861534,90000.06173983058,999936.9587642469,-4.819288487085854e-236,0.006860000000000001
149841428.66608664,90000.06182983008,999936.8668705611,-4.656414562819384e-236,0.00687
149841202.95817733,90000.06191982959,999936.7749768846,-4.79594955275518e-236,0.006880000000000001
149840977.2648864,90000.0620098291,999936.6830832172,-4.69040705609687e-236,0.00689
149840751.58621284,90000.0620998286,999936.5911895591,-4.775605900790797e-236,0.006900000000000001
149840525.92215565,90000.06218982811,999936.4992959101,-4.717551100656488e-236,0.00691
149840300.27271384,90000.06227982762,999936.4074022704,-4.615629300525195e-236,0.006920000000000001
149840074.63788638,90000.06236982712,999936.3155086398,-4.877513625927717e-236,0.00693
149839849.01767227,90000.06245982663,999936.2236150184,-4.6167498746591285e-236,0.006940000000000001
149839623.4120705,90000.06254982614,999936.1317214062,-4.757139305629382e-236,0.0069500000000000004
149839397.8210801,90000.06263982563,999936.0398278033,-4.806875531225233e-236,0.006960000000000001
149839172.2447,90000.06272982512,999935.9479342095,-4.59045359639716e-236,0.0069700000000000005
149838946.68292925,90000.06281982461,999935.8560406249,-4.8435500467897735e-236,0.006980000000000001
149838721.1357668,90000.0629098241,999935.7641470495,-4.7341751279254405e-236,0.0069900000000000006
149838495.6032117,90000.0629998236,999935.6722534833,-4.570031891854421e-236,0.007
149838270.0852629,90000.06308982309,999935.5803599263,-1.8161833339734096e-246,0.007010000000000001
149838044.5819194,90000.06317982258,999935.4884663785,2.0057024325552042e-241,0.00702
149837819.0931802,90000.06326982207,999935.3965728399,-4.077120055899743e-241,0.007030000000000001
149837593.6190443,90000.06335982156,999935.3046793105,2.0630780712904558e-241,0.00704
149837368.1595107,90000.06344982106,999935.2127857903,2.452148465730586e-245,0.007050000000000001
149837142.7145784,90000.06353982055,999935.1208922793,-2.309216740891436e-245,0.00706
149836917.28424636,90000.06362982004,999935.0289987775,1.1129353651719075e-245,0.007070000000000001
149836691.86851358,90000.06371981953,999934.9371052849,-2.1700377929214507e-246,0.00708
149836466.4673791,90000.06380981902,999934.8452118015,-2.3152722321776447e-249,0.007090000000000001
149836241.08084187,90000.06389981852,999934.7533183272,1.0917285753892373e-249,0.0071
149836015.7089009,90000.06398981801,999934.6614248622,-2.9774549718004754e-250,0.007110000000000001
149835790.3515552,90000.0640798175,999934.5695314064,1.374611652486059e-247,0.0071200000000000005
149835565.00880376,90000.064169817,999934.4776379598,-9.304127802521876e-248,0.007130000000000001
149835339.68064556,90000.06425981648,999934.3857445223,-1.1815533183896488e-247,0.0071400000000000005
149835114.3670796,90000.06434981598,999934.2938510941,1.0961862870670945e-247,0.007150000000000001
149834889.06810486,90000.06443981547,999934.201957675,7.127683297662823e-249,0.0071600000000000006
149834663.78372037,90000.06452981495,999934.1100642652,-1.0468163896966183e-247,0.00717
149834438.51392514,90000.06461981442,999934.0181708646,6.380498296754533e-248,0.007180000000000001
149834213.2587181,90000.0647098139,999933.9262774731,2.1092001789360483e-251,0.00719
149833988.0180983,90000.06479981338,999933.8343840908,-2.3090293486192063e-251,0.007200000000000001
149833762.7920647,90000.06488981286,999933.7424907178,1.0840691889644137e-251,0.00721
149833537.58061633,90000.06497981233,999933.6505973539,-1.9845348406620652e-252,0.007220000000000001
149833312.38375217,90000.06506981181,999933.5587039993,1.5724192534582383e-254,0.00723
149833087.2014712,90000.06515981129,999933.4668106538,2.4309405235044196e-254,0.007240000000000001
149832862.03377247,90000.06524981077,999933.3749173175,2.0614222649542027e-254,0.00725
149832636.88065493,90000.06533981024,999933.2830239905,2.1821572377094025e-254,0.007260000000000001
149832411.74211758,90000.06542980972,999933.1911306726,2.148364670767414e-254,0.00727
149832186.6181594,90000.0655198092,999933.0992373639,2.1455906902272844e-254,0.007280000000000001
149831961.50877944,90000.06560980868,999933.0073440644,2.179829812318238e-254,0.0072900000000000005
149831736.41397664,90000.06569980815,999932.9154507741,2.6665255369469065e-255,0.007300000000000001
149831511.33375004,90000.06578980763,999932.823557493,-3.306730247239057e-255,0.0073100000000000005
149831286.26809862,90000.06587980711,999932.7316642212,4.001257306351847e-255,0.007320000000000001
149831061.21702138,90000.06596980659,999932.6397709585,-7.048305759540988e-256,0.007330000000000001
149830836.1805173,90000.06605980606,999932.547877705,-4.28191638381621e-255,0.00734
149830611.15858537,90000.06614980554,999932.4559844608,3.053019866608529e-255,0.007350000000000001
149830386.1512246,90000.06623980502,999932.3640912258,7.7644951179982665e-255,0.00736
149830161.15843403,90000.06632980448,999932.272198,1.735938889525973e-254,0.007370000000000001
149829936.18021262,90000.06641980394,999932.1803047834,2.1572437612762503e-254,0.00738
149829711.21655935,90000.06650980341,999932.088411576,2.226892330979441e-254,0.007390000000000001
149829486.26747325,90000.06659980287,999931.9965183778,2.1381510900128573e-254,0.0074
149829261.3329533,90000.06668980233,999931.9046251888,2.1885203312809934e-254,0.007410000000000001
149829036.4129985,90000.0667798018,999931.812732009,2.137749189397725e-254,0.00742
149828811.50760785,90000.06686980126,999931.7208388384,2.1531586263095845e-254,0.007430000000000001
149828586.61678034,90000.06695980072,999931.628945677,2.1567383393950773e-254,0.00744
149828361.74051496,90000.06704980019,999931.5370525247,2.1514180176038463e-254,0.007450000000000001
149828136.87881073,90000.06713979965,999931.4451593817,2.15142584680063e-254,0.0074600000000000005
149827912.03166664,90000.06722979911,999931.3532662479,2.1085734551872665e-254,0.007470000000000001
149827687.19908166,90000.06731979857,999931.2613731233,2.1849998351776972e-254,0.0074800000000000005
149827462.38105482,90000.06740979804,999931.1694800078,2.138651390080014e-254,0.007490000000000001
149827237.5775851,90000.0674997975,999931.0775869016,2.136827833930569e-254,0.007500000000000001
149827012.78867152,90000.06758979696,999930.9856938046,2.1236220000438155e-254,0.00751
149826788.01431307,90000.06767979643,999930.8938007167,2.154972328938967e-254,0.007520000000000001
149826563.25450876,90000.06776979589,999930.8019076381,2.1187641952668303e-254,0.00753
149826338.50925756,90000.06785979535,999930.7100145686,2.2097544902038343e-254,0.007540000000000001
149826113.77855846,90000.06794979481,999930.6181215084,2.111287159654231e-254,0.00755
149825889.0624105,90000.06803979428,999930.5262284573,2.1359414757009275e-254,0.007560000000000001
149825664.36081266,90000.06812979373,999930.4343354155,2.1280824281990263e-254,0.00757
149825439.67376393,90000.06821979317,999930.3424423828,2.1779564844149352e-254,0.007580000000000001
149825215.00126332,90000.06830979262,999930.2505493594,2.132931157166527e-254,0.00759
149824990.34330982,90000.06839979207,999930.1586563451,2.152327878402294e-254,0.007600000000000001
149824765.69990245,90000.06848979152,999930.06676334,8.79884179381426e-265,0.0076100000000000004
149824541.07104018,90000.06857979097,999929.9748703442,-9.835612607289416e-260,0.007620000000000001
149824316.45672202,90000.06866979042,999929.8829773575,1.9419048612800252e-259,0.0076300000000000005
149824091.85694697,90000.06875978986,999929.79108438,-9.679566992691089e-260,0.007640000000000001
149823867.27171403,90000.06884978931,999929.6991914117,-1.1667761049459802e-263,0.0076500000000000005
149823642.7010222,90000.06893978876,999929.6072984526,1.0912170969900534e-263,0.007660000000000001
149823418.1448705,90000.06902978821,999929.5154055028,-5.227969374313431e-264,0.007670000000000001
149823193.60325786,90000.06911978766,999929.4235125621,1.0142713586814812e-264,0.007680000000000001
149822969.07618335,90000.0692097871,999929.3316196306,1.0881142866439184e-267,0.007690000000000001
149822744.56364593,90000.06929978656,999929.2397267083,-5.113539860519738e-268,0.0077
149822520.06564462,90000.069389786,999929.1478337952,1.390286869424217e-268,0.007710000000000001
149822295.5821784,90000.06947978545,999929.0559408913,-1.660139793112613e-269,0.00772
149822071.11324632,90000.0695697849,999928.9640479966,-8.362463998756735e-272,0.007730000000000001
149821846.65884733,90000.06965978435,999928.872155111,1.173969275641281e-272,0.00774
149821622.21898043,90000.0697497838,999928.7802622347,-1.5411126588828824e-272,0.007750000000000001
149821397.79364464,90000.06983978325,999928.6883693676,-1.0640661411269624e-272,0.00776
149821173.38283893,90000.06992978268,999928.5964765097,-1.1112628537029546e-272,0.007770000000000001
149820948.98656234,90000.07001978211,999928.504583661,-1.0786617669534438e-272,0.0077800000000000005
149820724.60481384,90000.07010978155,999928.4126908215,-1.1078429551245116e-272,0.007790000000000001
149820500.23759246,90000.07019978098,999928.3207979911,-1.113096975070446e-272,0.0078000000000000005
149820275.88489717,90000.07028978041,999928.22890517,-1.0774184472127226e-272,0.007810000000000001
149820051.54672697,90000.07037977985,999928.137012358,-1.118542597723593e-272,0.00782
149819827.22308087,90000.07046977928,999928.0451195553,-1.096744962605987e-272,0.00783
149819602.9139579,90000.07055977872,999927.9532267618,-1.0985479915564774e-272,0.007840000000000001
149819378.61935702,90000.07064977815,999927.8613339774,-1.0819757714033705e-272,0.007850000000000001
149819154.33927724,90000.07073977758,999927.7694412023,-1.1228661065048888e-272,0.00786
149818930.07371756,90000.07082977702,999927.6775484363,-1.0887988032961444e-272,0.00787
149818705.822677,90000.07091977645,999927.5856556796,-1.1239987454595755e-272,0.00788
149818481.58615452,90000.07100977589,999927.493762932,-1.0781273987313103e-272,0.007890000000000001
149818257.36414915,90000.07109977532,999927.4018701937,-1.09582630866953e-272,0.0079
149818033.1566599,90000.07118977475,999927.3099774645,-1.1135726084755225e-272,0.00791
149817808.96368575,90000.07127977419,999927.2180847445,-1.1031115445111882e-272,0.00792
149817584.78522572,90000.07136977362,999927.1261920338,-1.0810731024369656e-272,0.007930000000000001
149817360.6212788,90000.07145977305,999927.0342993322,-1.101069740847957e-272,0.007940000000000001
149817136.47184396,90000.07154977249,999926.9424066398,-1.1276616489557782e-272,0.00795
149816912.33692023,90000.07163977192,999926.8505139566,-1.0897160764053113e-272,0.00796
149816688.21650663,90000.07172977134,999926.7586212826,-1.0806184263332386e-272,0.007970000000000001
149816464.11060214,90000.07181977076,999926.6667286179,-1.1031281068091706e-272,0.007980000000000001
149816240.01920575,90000.07190977018,999926.5748359623,-1.1085807964375242e-272,0.00799
149816015.9423165,90000.0719997696,999926.4829433159,-1.0869918936946564e-272,0.008
149815791.87993336,90000.07208976902,999926.3910506787,-1.1138020134421355e-272,0.008010000000000001
149815567.83205533,90000.07217976844,999926.2991580507,-1.0938243337073425e-272,0.008020000000000001
149815343.79868144,90000.07226976786,999926.2072654319,-1.096077322048868e-272,0.00803
149815119.77981067,90000.07235976728,999926.1153728223,-1.0913240859914583e-272,0.00804
149814895.775442,90000.0724497667,999926.0234802219,-1.1192624360880802e-272,0.00805
149814671.78557447,90000.07253976612,999925.9315876307,-1.0958736863734043e-272,0.008060000000000001
149814447.81020707,90000.07262976553,999925.8396950486,-1.0867680103192914e-272,0.00807
149814223.8493388,90000.07271976495,999925.7478024758,-1.0951913610689836e-272,0.00808
149813999.90296865,90000.07280976437,999925.6559099122,-1.1126852056967368e-272,0.00809
149813775.97109562,90000.07289976379,999925.5640173578,-1.1122329497087758e-272,0.008100000000000001
149813552.05371875,90000.07298976321,999925.4721248125,-1.0563383563158213e-272,0.008110000000000001
149813328.150837,90000.07307976263,999925.3802322765,-1.1351666110534238e-272,0.00812
149813104.2624494,90000.07316976205,999925.2883397497,-1.0716007654144947e-272,0.00813
149812880.38855496,90000.07325976147,999925.196447232,-1.0985646208013984e-272,0.008140000000000001
149812656.52915266,90000.07334976089,999925.1045547236,-1.1077230951780746e-272,0.008150000000000001
149812432.6842415,90000.07343976031,999925.0126622244,-1.1081419387714468e-272,0.00816
149812208.8538205,90000.07352975973,999924.9207697343,-1.075890750064907e-272,0.00817
149811985.03788865,90000.07361975913,999924.8288772535,-1.1170054315747078e-272,0.008180000000000002
149811761.23644495,90000.07370975854,999924.7369847818,-1.1077220792376694e-272,0.008190000000000001
149811537.4494884,90000.07379975794,999924.6450923193,-1.0845130639784684e-272,0.0082
149811313.67701802,90000.07388975735,999924.5531998661,-4.33905361597736e-283,0.00821
149811089.91903278,90000.07397975675,999924.461307422,4.769380462448831e-278,0.00822
149810866.17553172,90000.07406975616,999924.3694149872,-9.649272385271352e-278,0.008230000000000001
149810642.44651383,90000.07415975556,999924.2775225615,4.858866242771544e-278,0.00824
149810418.73197812,90000.07424975497,999924.185630145,5.7592818114189104e-282,0.00825
149810195.0319236,90000.07433975437,999924.0937377377,-5.414893301718835e-282,0.00826
149809971.34634924,90000.07442975377,999924.0018453397,2.6055304561477174e-282,0.008270000000000001
149809747.67525408,90000.07451975318,999923.9099529508,-5.07215728577502e-283,0.008280000000000001
149809524.0186371,90000.07460975258,999923.8180605711,-5.385354173663156e-286,0.00829
149809300.3764973,90000.07469975199,999923.7261682006,2.537068298088744e-286,0.0083
149809076.7488337,90000.0747897514,999923.6342758393,-6.913071777215655e-287,0.008310000000000001
149808853.13564527,90000.0748797508,999923.5423834872,8.270659993348468e-288,0.008320000000000001
149808629.53693107,90000.0749697502,999923.4504911443,4.081820995992886e-290,0.00833
149808405.95269006,90000.07505974961,999923.3585988106,-6.262059367698185e-291,0.00834
149808182.38292128,90000.07514974901,999923.2667064861,7.039881783633867e-291,0.008350000000000002
149807958.8276237,90000.07523974842,999923.1748141708,4.812294329035312e-291,0.008360000000000001
149807735.28679633,90000.07532974782,999923.0829218647,4.962497092544952e-291,0.00837
149807511.76043817,90000.07541974721,999922.9910295678,4.935449634357955e-291,0.00838
149807288.24854824,90000.0755097466,999922.8991372801,5.009913693125964e-291,0.00839
149807064.75112554,90000.075599746,999922.8072450015,4.927763465656719e-291,0.008400000000000001
149806841.26816908,90000.07568974538,999922.7153527322,4.953442879002829e-291,0.00841
149806617.79967785,90000.07577974477,999922.6234604721,5.031612750707668e-291,0.00842
149806394.34565085,90000.07586974416,999922.5315682212,4.936000854148662e-291,0.00843
149806170.9060871,90000.07595974355,999922.4396759794,4.8588792503962746e-291,0.008440000000000001
149805947.4809856,90000.07604974294,999922.3477837469,4.974051119868791e-291,0.008450000000000001
149805724.07034537,90000.07613974233,999922.2558915236,5.054266401324097e-291,0.00846
149805500.6741654,90000.07622974172,999922.1639993094,4.9020954258262556e-291,0.00847
149805277.29244468,90000.07631974111,999922.0721071045,4.924698306946586e-291,0.008480000000000001
149805053.92518222,90000.0764097405,999921.9802149087,5.069715167056756e-291,0.008490000000000001
149804830.57237706,90000.0764997399,999921.8883227222,4.8219444856373125e-291,0.0085
149804607.23402816,90000.07658973928,999921.7964305448,5.016187866671252e-291,0.00851
149804383.91013455,90000.07667973868,999921.7045383767,4.951554494489811e-291,0.008520000000000002
149804160.60069522,90000.07676973807,999921.6126462177,4.968919380741269e-291,0.008530000000000001
149803937.30570918,90000.07685973746,999921.5207540679,4.9864756203408176e-291,0.00854
149803714.02517545,90000.07694973685,999921.4288619274,4.906268416345305e-291,0.00855
149803490.75909302,90000.07703973624,999921.336969796,4.944299628643782e-291,0.00856
149803267.5074609,90000.07712973563,999921.2450776738,4.9813544124274e-291,0.008570000000000001
149803044.27027807,90000.077219735,999921.1531855608,5.003957109675845e-291,0.00858
149802821.04754356,90000.07730973438,999921.061293457,4.955650125915709e-291,0.00859
149802597.83925638,90000.07739973375,999920.9694013625,4.880594686432688e-291,0.0086
149802374.64541554,90000.07748973313,999920.8775092771,4.93200860810071e-291,0.008610000000000001
149802151.46602005,90000.0775797325,999920.7856172009,4.886806988179582e-291,0.008620000000000001
149801928.30106887,90000.07766973188,999920.6937251339,5.129396317682654e-291,0.00863
149801705.15056106,90000.07775973126,999920.6018330761,4.869395332126717e-291,0.00864
149801482.0144956,90000.07784973063,999920.5099410275,4.942219300836069e-291,0.008650000000000001
149801258.8928715,90000.07793973,999920.4180489881,5.035972354658717e-291,0.008660000000000001
149801035.78568777,90000.07802972938,999920.3261569579,4.8426094449115585e-291,0.00867
149800812.6929434,90000.07811972876,999920.2342649369,5.0399538521348174e-291,0.00868
149800589.6146374,90000.07820972813,999920.1423729251,4.8663748069597244e-291,0.008690000000000002
149800366.5507688,90000.07829972751,999920.0504809225,5.050210688121191e-291,0.008700000000000001
149800143.50133657,90000.07838972688,999919.958588929,4.868450803414548e-291,0.00871
149799920.46633977,90000.07847972626,999919.8666969448,4.911432760799667e-291,0.00872
149799697.44577736,90000.07856972564,999919.7748049698,4.9650668937975914e-291,0.00873
149799474.43964836,90000.07865972501,999919.682913004,4.99687067662665e-291,0.008740000000000001
149799251.44795176,90000.07874972439,999919.5910210473,5.005115326445881e-291,0.00875
149799028.47068658,90000.07883972376,999919.4991290999,4.9146524364297916e-291,0.00876
149798805.50785184,90000.07892972314,999919.4072371616,4.8950980442220086e-291,0.00877
149798582.55944654,90000.0790197225,999919.3153452326,4.95168918768896e-291,0.008780000000000001
149798359.62546968,90000.07910972186,999919.2234533128,4.944497943284005e-291,0.008790000000000001
149798136.70592028,90000.07919972122,999919.1315614021,4.971204375960981e-291,0.0088
149797913.8007973,90000.07928972058,999919.0396695007,2.020822758650761e-301,0.00881
149797690.9100998,90000.07937971994,999918.9477776084,-2.232064040319829e-296,0.008820000000000001
149797468.03382677,90000.0794697193,999918.8558857254,4.44590081644392e-296,0.008830000000000001
149797245.17197722,90000.07955971867,999918.7639938515,-2.2187772707367491e-296,0.00884
149797022.32455015,90000.07964971803,999918.6721019868,-2.6470216212794865e-300,0.00885
149796799.49154457,90000.07973971739,999918.5802101314,2.4791335337684522e-300,0.008860000000000002
149796576.6729595,90000.07982971675,999918.4883182851,-1.1888313781622875e-300,0.008870000000000001
149796353.86879393,90000.07991971611,999918.396426448,2.307393815844805e-301,0.00888
149796131.07904688,90000.08000971547,999918.3045346201,2.4538716112808625e-304,0.00889
149795908.30371734,90000.08009971483,999918.2126428015,-1.1537907993314967e-304,0.0089
149795685.54280433,90000.0801897142,999918.120750992,3.1381939936045956e-305,0.008910000000000001
149795462.79630688,90000.08027971355,999918.0288591917,-3.7482620054617754e-306,0.00892
149795240.06422395,90000.08036971292,999917.9369674006,-1.861370800482543e-308,0.00893
149795017.34655458,90000.08045971228,999917.8450756187,2.76119866418079e-309,0.00894
149794794.64329776,90000.08054971164,999917.753183846,-3.284653847759684e-309,0.008950000000000001
149794571.9544525,90000.080639711,999917.6612920825,-2.241732495732663e-309,0.008960000000000001
149794349.28001785,90000.08072971036,999917.5694003282,-2.3463975415268e-309,0.00897
149794126.61999276,90000.0808197097,999917.4775085831,-2.38512629495353e-309,0.00898
149793903.9743763,90000.08090970905,999917.3856168472,-2.29435009441349e-309,0.008990000000000001
149793681.3431674,90000.0809997084,999917.2937251205,-2.38342408833011e-309,0.009000000000000001
149793458.72636512,90000.08108970775,999917.201833403,-2.280296140809924e-309,0.00901
149793236.12396845,90000.0811797071,999917.1099416947,-2.35324843859443e-309,0.00902
149793013.5359764,90000.08126970644,999917.0180499955,-2.374705652973234e-309,0.009030000000000002
149792790.962388,90000.08135970579,999916.9261583056,-2.308016667241733e-309,0.009040000000000001
149792568.40320227,90000.08144970513,999916.8342666249,-2.30607339102796e-309,0.00905
149792345.85841817,90000.08153970448,999916.7423749533,-2.36156400904841e-309,0.00906
149792123.32803473,90000.08162970383,999916.650483291,-2.330909837615334e-309,0.00907
149791900.81205097,90000.08171970317,999916.5585916379,-2.322138781604225e-309,0.009080000000000001
149791678.31046587,90000.08180970252,999916.4666999939,-2.41266499260986e-309,0.00909
149791455.82327846,90000.08189970187,999916.3748083592,-2.2715647877601e-309,0.0091
149791233.35048774,90000.08198970121,999916.2829167336,-2.364946401079685e-309,0.00911
149791010.89209273,90000.08207970056,999916.1910251173,-2.315388831438914e-309,0.009120000000000001
149790788.44809246,90000.0821696999,999916.0991335101,-2.33722330187417e-309,0.009130000000000001
149790566.0184859,90000.08225969925,999916.0072419122,-2.33337719613371e-309,0.00914
149790343.60327208,90000.0823496986,999915.9153503234,-2.35233639708998e-309,0.00915
149790121.20244998,90000.08243969794,999915.8234587439,-2.34164673298929e-309,0.009160000000000001
149789898.81601864,90000.08252969729,999915.7315671735,-2.310010997500927e-309,0.009170000000000001
149789676.44397706,90000.08261969664,999915.6396756123,-2.380085691021895e-309,0.00918
149789454.08632424,90000.08270969597,999915.5477840604,-2.296416903053306e-309,0.00919
149789231.74305922,90000.0827996953,999915.4558925176,-2.3197271996571e-309,0.009200000000000002
149789009.414181,90000.08288969463,999915.364000984,-2.328542603949765e-309,0.009210000000000001
149788787.09968856,90000.08297969397,999915.2721094596,-2.3523589947981e-309,0.00922
149788564.79958093,90000.0830696933,999915.1802179444,-2.34167074900427e-309,0.00923
149788342.51385713,90000.08315969263,999915.0883264384,-2.35431484383806e-309,0.00924
149788120.24251616,90000.08324969196,999914.9964349417,-2.318809520671443e-309,0.009250000000000001
149787897.98555702,90000.0833396913,999914.9045434541,-2.339717939278284e-309,0.009260000000000001
149787675.74297872,90000.08342969063,999914.8126519757,-2.33731261570097e-309,0.00927
149787453.51478028,90000.08351968996,999914.7207605065,-2.329997113892923e-309,0.00928
149787231.30096072,90000.08360968929,999914.6288690465,-2.304704665920136e-309,0.009290000000000001
149787009.10151905,90000.08369968862,999914.5369775956,-2.357254545948605e-309,0.009300000000000001
149786786.91645426,90000.08378968795,999914.445086154,-2.3057031651301e-309,0.00931
149786564.74576536,90000.08387968728,999914.3531947216,-2.37524418321252e-309,0.00932
149786342.58945137,90000.08396968662,999914.2613032984,-2.294048463634397e-309,0.009330000000000001
149786120.44751132,90000.08405968595,999914.1694118844,-2.38642782850972e-309,0.009340000000000001
149785898.3199442,90000.08414968528,999914.0775204796,-2.259036412971945e-309,0.00935
149785676.20674902,90000.08423968461,999913.9856290839,-2.384464537665343e-309,0.00936
149785454.1079248,90000.08432968394,999913.8937376975,-2.309673168265597e-309,0.009370000000000002
149785232.02347052,90000.08441968328,999913.8018463203,-2.37230937955967e-309,0.009380000000000001
149785009.95338523,90000.0845096826,999913.7099549522,-2.291650535725486e-309,0.00939
149784787.89766794,90000.08459968191,999913.6180635934,-2.317832841083065e-309,0.0094
149784565.85631764,90000.08468968123,999913.5261722438,-9.515e-320,0.00941
149784343.82933334,90000.08477968055,999913.4342809033,1.054328367e-314,0.009420000000000001
149784121.81671405,90000.08486967986,999913.3423895721,-2.0691307683e-314,0.009430000000000001
149783899.8184588,90000.08495967918,999913.25049825,1.0305916065e-314,0.00944
149783677.8345666,90000.0850496785,999913.1586069372,1.230466e-318,0.00945
149783455.86503643,90000.08513967782,999913.0667156335,-1.14967e-318,0.009460000000000001
149783233.90986735,90000.08522967713,999912.974824339,5.5047e-319,0.009470000000000001
149783011.96905833,90000.08531967645,999912.8829330538,-1.0677e-319,0.00948
149782790.0426084,90000.08540967577,999912.7910417777,-1.14e-322,0.00949
149782568.1305166,90000.08549967509,999912.6991505108,5.4e-323,0.009500000000000001
149782346.2327819,90000.0855896744,999912.6072592532,-1.5e-323,0.009510000000000001
149782124.3494033,90000.08567967372,999912.5153680047,0.0,0.00952
149781902.48037985,90000.08576967304,999912.4234767654,0.0,0.00953
149781680.62571055,90000.08585967236,999912.3315855353,0.0,0.009540000000000002
149781458.7853944,90000.08594967167,999912.2396943144,0.0,0.009550000000000001
149781236.95943043,90000.08603967099,999912.1478031027,0.0,0.00956
149781015.14781764,90000.08612967031,999912.0559119002,0.0,0.00957
149780793.35055506,90000.08621966963,999911.964020707,0.0,0.00958
149780571.56764168,90000.08630966893,999911.8721295228,0.0,0.009590000000000001
149780349.7990765,90000.08639966823,999911.780238348,0.0,0.009600000000000001
149780128.04485857,90000.08648966753,999911.6883471822,0.0,0.00961
149779906.3049869,90000.08657966684,999911.5964560257,0.0,0.00962
149779684.57946047,90000.08666966614,999911.5045648784,0.0,0.009630000000000001
149779462.86827832,90000.08675966544,999911.4126737404,0.0,0.009640000000000001
149779241.17143944,90000.08684966475,999911.3207826116,0.0,0.00965
149779019.48894286,90000.08693966405,999911.228891492,0.0,0.00966
149778797.82078758,90000.08702966335,999911.1370003816,0.0,0.009670000000000002
149778576.16697264,90000.08711966265,999911.0451092804,0.0,0.009680000000000001
149778354.52749702,90000.08720966196,999910.9532181884,0.0,0.00969
149778132.90235975,90000.08729966126,999910.8613271056,0.0,0.0097
149777911.29155985,90000.08738966056,999910.7694360319,0.0,0.009710000000000002
149777689.6950963,90000.08747965987,999910.6775449675,0.0,0.009720000000000001
149777468.11296815,90000.08756965917,999910.5856539123,0.0,0.00973
149777246.5451744,90000.08765965847,999910.4937628662,0.0,0.00974
