Time,Z1,Z2,Z3,Z4,E1,E2,E3,E4,mu1,mu2,mu23,mu3,mu4,k1,k2,k3,k4,mu5,compartment_1
2.38,0.5003157101317627,9.99979931964105,9.99993306018146,99.99986679525225,0.0001847903687383577,0.00020068035894763852,6.693981856618073e-05,0.0001332047480441035,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.39,0.5003158869857253,9.999799478668233,9.999933068763072,99.99986676276143,0.0001846135147758003,0.0002005213317650648,6.693123695459925e-05,0.00013323723885478767,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.4,0.5003160627158927,9.99979963786711,9.99993307817339,99.99986673273315,0.00018443778460843833,0.00020036213288801138,6.692182663651257e-05,0.00013326726713283152,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.41,0.5003162373464328,9.999799797224911,9.999933088397432,99.9998667051274,0.00018426315406834063,0.00020020277508571161,6.691160259453049e-05,0.00013329487288324848,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.42,0.5003164109010125,9.999799956729234,9.999933099420435,99.99986667990467,0.00018408959948868064,0.00020004327076237577,6.690057959104391e-05,0.0001333200956105521,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.43,0.5003165834028068,9.99980011636803,9.999933111227856,99.99986665702596,0.00018391709769446918,0.00019988363196576277,6.688877217057993e-05,0.00013334297432180124,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.44,0.5003167548745079,9.9998002761296,9.999933123805365,99.99986663645275,0.00018374562599343726,0.00019972387039557526,6.687619466215497e-05,0.00013336354752972612,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.45,0.5003169253383343,9.999800436002584,9.999933137138845,99.99986661814702,0.00018357516216706664,0.00019956399741168107,6.686286118162494e-05,0.00013338185325593172,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.46,0.5003170948160396,9.999800595975953,9.999933151214393,99.99986660207125,0.00018340568446176633,0.0001994040240421644,6.684878563403193e-05,0.00013339792903417373,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.47,0.5003172633289212,9.999800756039004,9.99993316601831,99.99986658818837,0.00018323717158019292,0.00019924396099120986,6.683398171594628e-05,0.00013341181191370342,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.48,0.5003174308978288,9.999800916181348,9.99993318153711,99.99986657646181,0.0001830696026727132,0.00019908381864682236,6.681846291780357e-05,0.00013342353846267777,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.49,0.5003175975431725,9.999801076392906,9.999933197757501,99.9998665668555,0.00018290295732900663,0.00019892360708838585,6.680224252623565e-05,0.0001334331447716307,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.5,0.5003177632849317,9.9998012366639,9.9999332146664,99.99986655933381,0.00018273721556980616,0.0001987633360940642,6.678533362639514e-05,0.00013344066645700232,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.5100000000000002,0.5003179281426627,9.999801396984846,9.999933232250923,99.99986655386161,0.00018257235783877547,0.00019860301514804669,6.676774910427254e-05,0.00013344613866472216,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.52,0.500318092135507,9.999801557346547,9.999933250498378,99.99986655040419,0.0001824083649945206,0.00019844265344764155,6.67495016490057e-05,0.00013344959607384353,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.5300000000000002,0.5003182552821989,9.999801717740084,9.999933269396271,99.99986654892737,0.00018224521830273425,0.00019828225991021977,6.673060375518053e-05,0.00013345107290022536,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.54,0.5003184176010731,9.999801878156815,9.9999332889323,99.99986654939737,0.000182082899428471,0.00019812184318001251,6.671106772512287e-05,0.00013345060290025844,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.5500000000000003,0.500318579110073,9.99980203858836,9.999933309094354,99.9998665517809,0.00018192139042855134,0.00019796141163476468,6.669090567118051e-05,0.000133448219374633,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.56,0.5003187398267576,9.999802199026602,9.999933329870506,99.9998665560451,0.00018176067374409317,0.0001978009733922472,6.66701295179953e-05,0.0001334439551721448,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.57,0.5003188997683085,9.999802359463677,9.99993335124902,99.99986656215758,0.00018160073219316856,0.00019764053631663085,6.664875100476437e-05,0.00013343784269353643,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.58,0.500319058951538,9.999802519891968,9.999933373218337,99.99986657008638,0.00018144154896358418,0.00019748010802472443,6.662678168749033e-05,0.0001334299138953715,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.59,0.5003192173928959,9.999802680304102,9.999933395767084,99.99986657979998,0.00018128310760578392,0.0001973196958920794,6.660423294121978e-05,0.00013342020029393872,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.6,0.5003193751084758,9.999802840692935,9.999933418884062,99.9998665912673,0.00018112539202587126,0.00019715930705896373,6.658111596226982e-05,0.00013340873296918335,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.61,0.5003195321140229,9.999803001051557,9.999933442558254,99.99986660445771,0.0001809683864787506,0.0001969989484362077,6.655744177044209e-05,0.00013339554256866347,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.62,0.5003196884249402,9.999803161373283,9.999933466778813,99.99986661934096,0.0001808120755613851,0.0001968386267109237,6.653322121122384e-05,0.0001333806593115286,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.63,0.5003198440562955,9.999803321651642,9.999933491535067,99.99986663588729,0.00018065644420616972,0.00019667834835210263,6.650846495797582e-05,0.00013336411299251838,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.64,0.5003199990228272,9.999803481880377,9.999933516816512,99.99986665406729,0.0001805014776744178,0.00019651811961608927,6.648318351410652e-05,0.00013334593298597897,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.65,0.5003201533389516,9.999803642053442,9.99993354261281,99.99986667385203,0.00018034716154995934,0.00019635794655193894,6.64573872152325e-05,0.00013332614824989485,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.66,0.5003203070187687,9.999803802164987,9.999933568913795,99.99986669521294,0.00018019348173284945,0.00019619783500665763,6.643108623132429e-05,0.0001333047873299343,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.67,0.5003204600760683,9.999803962209363,9.999933595709457,99.99986671812191,0.00018004042443318566,0.00019603779063032806,6.64042905688379e-05,0.00013328187836350572,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.68,0.5003206125243365,9.999804122181112,9.999933622989953,99.99986674255119,0.00017988797616503183,0.00019587781888112356,6.637701007283122e-05,0.00013325744908382375,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.69,0.500320764376761,9.999804282074964,9.999933650745596,99.99986676847345,0.00017973612374044774,0.0001957179250302124,6.634925442906543e-05,0.00013323152682398245,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.7,0.5003209156462378,9.999804441885827,9.99993367896686,99.99986679586175,0.00017958485426362248,0.0001955581141665542,6.632103316609092e-05,0.00013320413852103434,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.71,0.5003210663453763,9.999804601608792,9.999933707644368,99.99986682468955,0.00017943415512511015,0.00019539839120159076,6.629235565731754e-05,0.00013317531072007282,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.72,0.5003212164865053,9.99980476123912,9.999933736768902,99.99986685493069,0.00017928401399616627,0.00019523876087383356,6.626323112306898e-05,0.00013314506957831708,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.73,0.5003213660816782,9.999804920772242,9.999933766331393,99.9998668865594,0.00017913441882318364,0.0001950792277533495,6.623366863262103e-05,0.000133113440869197,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.74,0.5003215151426792,9.999805080203748,9.99993379632292,99.99986691955029,0.0001789853578222259,0.0001949197962461475,6.620367710622355e-05,0.00013308044998643705,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.75,0.5003216636810277,9.999805239529396,9.999933826734708,99.99986695387832,0.00017883681947365737,0.00019476047059846695,6.617326531710596e-05,0.00013304612194813743,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.7600000000000002,0.5003218117079845,9.999805398745092,9.999933857558132,99.99986698951888,0.00017868879251686787,0.0001946012549009712,6.614244189346604e-05,0.00013301048140085088,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.77,0.5003219592345562,9.9998055578469,9.999933888784705,99.99986702644766,0.00017854126594509082,0.00019444215309284688,6.611121532044194e-05,0.00013297355262365383,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.7800000000000002,0.500322106271501,9.999805716831027,9.999933920406082,99.99986706464075,0.0001783942290003135,0.00019428316896581135,6.607959394206724e-05,0.0001329353595322106,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.79,0.500322252829333,9.999805875693825,9.999933952414061,99.9998671040746,0.00017824767116827775,0.0001941243061680303,6.604758596320884e-05,0.00013289592568282928,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.8000000000000003,0.5003223989183276,9.999806034431785,9.999933984800572,99.999867144726,0.00017810158217357005,0.00019396556820794688,6.601519945148766e-05,0.0001328552742765077,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.81,0.5003225445485264,9.999806193041534,9.999934017557685,99.9998671865721,0.00017795595197479922,0.00019380695845802438,6.598244233918207e-05,0.00013281342816296896,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.82,0.5003226897297414,9.999806351519833,9.999934050677599,99.99986722959042,0.00017781077075986078,0.00019364848015840413,6.594932242511375e-05,0.00013277040984468468,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.83,0.5003228344715599,9.999806509863571,9.999934084152647,99.99986727375878,0.00017766602894128637,0.00019349013642048024,6.591584737651617e-05,0.00013272624148088518,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.84,0.5003229787833495,9.99980666806976,9.999934117975293,99.99986731905537,0.0001775217171516769,0.00019333193023039313,6.58820247308853e-05,0.0001326809448915555,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.85,0.5003231226742619,9.999806826135538,9.999934152138126,99.9998673654587,0.0001773778262392183,0.00019317386445244288,6.584786189781275e-05,0.00013263454156141623,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.86,0.5003232661532379,9.999806984058159,9.999934186633864,99.99986741294761,0.00017723434726327856,0.00019301594183242487,6.581336616080118e-05,0.00013258705264388804,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.87,0.500323409229011,9.99980714183499,9.999934221455346,99.99986746150128,0.0001770912714900844,0.00019285816500088838,6.577854467906186e-05,0.00013253849896503904,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.88,0.5003235519101126,9.999807299463516,9.999934256595536,99.99986751109923,0.00017694859038847692,0.00019270053647632047,6.574340448929432e-05,0.00013248890102751423,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.89,0.5003236942048753,9.999807456941324,9.999934292047518,99.99986756172123,0.00017680629562574453,0.0001925430586682562,6.570795250744834e-05,0.0001324382790144458,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.9,0.5003238361214375,9.999807614266112,9.999934327804496,99.99986761334745,0.00017666437906353212,0.00019238573388031678,6.567219553046784e-05,0.00013238665279334395,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.91,0.5003239776677472,9.999807771435679,9.999934363859788,99.99986766595832,0.00017652283275382513,0.00019222856431317726,6.563614023801694e-05,0.00013233404191996697,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.92,0.5003241188515659,9.999807928447924,9.999934400206833,99.99986771953459,0.00017638164893500751,0.00019207155206746505,6.559979319418807e-05,0.0001322804656421702,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.93,0.5003242596804729,9.999808085300844,9.999934436839178,99.99986777405734,0.00017624082002799224,0.0001919146991465907,6.55631608491922e-05,0.00013222594290373285,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.94,0.5003244001618684,9.99980824199253,9.999934473750486,99.99986782950789,0.0001761003386324232,0.0001917580074595125,6.552624954103098e-05,0.00013217049234816238,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.95,0.5003245403029778,9.999808398521166,9.99993451093453,99.99986788586791,0.00017596019752294753,0.00019160147882343585,6.548906549715122e-05,0.0001321141323224753,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.96,0.5003246801108552,9.999808554885023,9.999934548385191,99.99986794311936,0.0001758203896455569,0.00019144511496644952,6.545161483608121e-05,0.00013205688088095439,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.97,0.5003248195923867,9.999808711082459,9.999934586096458,99.99986800124445,0.00017568090811399695,0.00019128891753009903,6.541390356904931e-05,0.00013199875578888098,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.98,0.5003249587542944,9.999808867111916,9.999934624062426,99.99986806022571,0.0001755417462062436,0.00019113288807189946,6.537593760158463e-05,0.0001319397745262427,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
2.99,0.5003250976031396,9.99980902297192,9.999934662277292,99.99986812004595,0.00017540289736104524,0.00019097702806778835,6.533772273509993e-05,0.0001318799542914153,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.0,0.5003252361453261,9.999809178661074,9.99993470073536,99.99986818068824,0.00017526435517452952,0.00019082133891452015,6.529926466845675e-05,0.0001318193120048185,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.0100000000000002,0.5003253743871037,9.999809334178057,9.999934739431028,99.99986824213593,0.00017512611339687398,0.00019066582193200335,6.526056899951274e-05,0.00013175786431254548,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.02,0.5003255123345715,9.999809489521622,9.999934778358801,99.99986830437265,0.00017498816592903928,0.00019051047836558162,6.52216412266514e-05,0.00013169562758996524,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.0300000000000002,0.5003256499936809,9.9998096446906,9.999934817513278,99.9998683673823,0.00017485050681956388,0.00019035530938826,6.51824867502941e-05,0.00013163261794529768,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.04,0.500325787370239,9.999809799683886,9.999934856889153,99.99986843114903,0.00017471313026141952,0.0001902003161028774,6.514311087439466e-05,0.00013156885122316098,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.0500000000000003,0.5003259244699114,9.999809954500444,9.99993489648122,99.99986849565724,0.00017457603058892616,0.0001900454995442264,6.510351880791636e-05,0.00013150434300809088,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.06,0.5003260612982255,9.999810109139307,9.999934936284362,99.99986856089161,0.00017443920227472548,0.00018989086068112163,6.506371566629154e-05,0.0001314391086280314,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.0700000000000003,0.5003261978605734,9.99981026359957,9.999934976293556,99.99986862683708,0.00017430263992681202,0.0001897364004184178,6.502370647286382e-05,0.00013137316315779712,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.08,0.5003263341622145,9.99981041788039,9.99993501650387,99.99986869347882,0.00017416633828562094,0.00018958211959897822,6.498349616031306e-05,0.00013130652142250612,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.09,0.5003264702082789,9.999810571980984,9.999935056910457,99.99986876080224,0.00017403029222117145,0.00018942801900559517,6.494308957206323e-05,0.00013123919800098386,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.1,0.5003266060037699,9.999810725900627,9.999935097508565,99.99986882879301,0.00017389449673026503,0.00018927409936286295,6.490249146367299e-05,0.00013117120722913736,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.11,0.5003267415535665,9.99981087963865,9.999935138293525,99.99986889743704,0.00017375894693373744,0.00018912036133900478,6.486170650420938e-05,0.00013110256320329974,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.12,0.5003268768624265,9.999811033194442,9.999935179260751,99.99986896672046,0.00017362363807376356,0.0001889668055476543,6.482073927760461e-05,0.00013103327978354487,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.13,0.5003270119349891,9.99981118656744,9.999935220405744,99.99986903662965,0.00017348856551121442,0.00018881343254959287,6.477959428399589e-05,0.00013096337059697162,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.14,0.5003271467757773,9.999811339757136,9.999935261724087,99.9998691071512,0.00017335372472306515,0.0001886602428544436,6.473827594104866e-05,0.00013089284904095808,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.15,0.5003272813892006,9.999811492763067,9.999935303211442,99.99986917827195,0.0001732191112998534,0.00018850723692232288,6.469678858526312e-05,0.0001308217282863851,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.16,0.5003274157795573,9.999811645584824,9.999935344863555,99.99986924997896,0.00017308472094318688,0.00018835441516545034,6.465513647326429e-05,0.00013075002128082943,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.17,0.5003275499510372,9.999811798222039,9.999935386676245,99.99986932225949,0.00017295054946329965,0.00018820177794971857,6.461332378307555e-05,0.00013067774075172604,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.18,0.500327683907724,9.999811950674392,9.999935428645413,99.99986939510103,0.00017281659277665606,0.0001880493255962228,6.4571354615376e-05,0.00013060489920949962,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.19,0.5003278176535971,9.999812102941606,9.999935470767033,99.99986946849128,0.00017268284690360154,0.00018789705838275194,6.45292329947416e-05,0.00013053150895066525,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.2,0.5003279511925347,9.999812255023443,9.999935513037157,99.99986954241817,0.00017254930796605942,0.0001877449765452416,6.448696287087008e-05,0.00013045758206089812,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.21,0.5003280845283156,9.999812406919709,9.999935555451907,99.99986961686982,0.00017241597218527316,0.00018759308027918996,6.444454811979012e-05,0.00013038313041807223,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.22,0.5003282176646213,9.999812558630246,9.999935598007482,99.99986969183453,0.00017228283587959292,0.00018744136974103718,6.44019925450545e-05,0.000130308165695268,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.23,0.5003283506050387,9.999812710154938,9.999935640700148,99.99986976730086,0.00017214989546230586,0.00018728984504950955,6.435929987891754e-05,0.0001302326993637489,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.24,0.5003284833530615,9.9998128614937,9.999935683526243,99.99986984325753,0.0001720171474395095,0.00018713850628692872,6.431647378349707e-05,0.00013015674269590681,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.25,0.500328615912093,9.999813012646486,9.999935726482175,99.99986991969345,0.00017188458840802705,0.00018698735350048686,6.427351785192073e-05,0.00013008030676817664,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.2600000000000002,0.5003287482854477,9.999813163613283,9.999935769564416,99.99986999659775,0.0001717522150533644,0.00018683638670348888,6.423043560945705e-05,0.00013000340246391949,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.27,0.5003288804763534,9.999813314394109,9.999935812769511,99.99987007395974,0.00017162002414770764,0.00018668560587656186,6.418723051463119e-05,0.0001299260404762749,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.2800000000000002,0.5003290124879531,9.999813464989016,9.999935856094066,99.9998701517689,0.00017148801254796077,0.00018653501096883287,6.414390596032565e-05,0.0001298482313109823,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.29,0.5003291443233073,9.999813615398086,9.999935899534751,99.99987023001492,0.00017135617719382244,0.00018638460189907585,6.4100465274866e-05,0.00012976998528917114,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.3000000000000003,0.5003292759853953,9.999813765621429,9.999935943088303,99.99987030868766,0.00017122451510590166,0.0001862343785568278,6.405691172309167e-05,0.00012969131255012034,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.31,0.5003294074771174,9.999813915659182,9.999935986751519,99.99987038777716,0.00017109302338387086,0.00018608434080347576,6.401324850741216e-05,0.00012961222305398672,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.3200000000000003,0.5003295388012966,9.999814065511512,9.999936030521257,99.99987046727364,0.00017096169920465676,0.0001859344884733144,6.396947876884847e-05,0.00012953272658450287,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.33,0.5003296699606806,9.99981421517861,9.999936074394437,99.99987054716748,0.00017083053982066743,0.00018578482137457543,6.392560558806031e-05,0.00012945283275164418,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.34,0.5003298009579432,9.999814364660693,9.999936118368039,99.99987062744923,0.00017069954255805533,0.0001856353392904293,6.388163198635879e-05,0.00012937255099426526,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.35,0.5003299317956863,9.999814513958004,9.999936162439099,99.99987070810964,0.00017056870481501558,0.00018548604197995974,6.383756092670498e-05,0.00012929189058270594,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.36,0.5003300624764412,9.999814663070804,9.99993620660471,99.9998707891396,0.00017043802406011902,0.0001853369291791121,6.37933953146945e-05,0.0001292108606213669,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.37,0.5003301930026707,9.999814811999382,9.999936250862026,99.99987087053017,0.00017030749783067905,0.00018518800060161544,6.374913799952804e-05,0.00012912947005125485,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.38,0.5003303233767702,9.999814960744043,9.99993629520825,99.99987095227257,0.00017017712373115196,0.00018503925593987974,6.370479177496819e-05,0.0001290477276524979,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.39,0.5003304536010698,9.999815109305118,9.999936339640646,99.99987103435818,0.00017004689943157,0.00018489069486586816,6.366035938028261e-05,0.0001289656420468306,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.4,0.5003305836778353,9.999815257682952,9.999936384156525,99.99987111677852,0.00016991682266600665,0.0001847423170319453,6.361584350117366e-05,0.00012888322170004913,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.41,0.5003307136092703,9.999815405877913,9.999936428753255,99.9998711995253,0.00016978689123107346,0.000184594122071702,6.357124677069465e-05,0.0001288004749244371,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.42,0.500330843397517,9.999815553890384,9.999936473428255,99.99987128259035,0.00016965710298444788,0.00018444610960075697,6.35265717701529e-05,0.00012871740988116144,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.43,0.500330973044658,9.999815701720767,9.999936518178995,99.99987136596565,0.00016952745584343157,0.00018429827921753598,6.348182102999961e-05,0.0001286340345826388,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.44,0.500331102552718,9.99981584936948,9.999936563002993,99.99987144964334,0.0001693979477835386,0.00018415063050402914,6.343699703070684e-05,0.0001285503568948732,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.45,0.5003312319236644,9.999815996836958,9.999936607897821,99.99987153361569,0.00016926857683711289,0.00018400316302652684,6.339210220363155e-05,0.0001284663845397639,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.46,0.5003313611594096,9.999816144123647,9.999936652861093,99.99987161787513,0.00016913934109197466,0.00018385587633633457,6.33471389318671e-05,0.00012838212509738497,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.47,0.5003314902618115,9.999816291230013,9.999936697890474,99.99987170241423,0.00016901023869009477,0.0001837087699704673,6.330210955108204e-05,0.0001282975860082358,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.48,0.5003316192326753,9.999816438156532,9.999936742983675,99.99987178722566,0.0001688812678262972,0.00018356184345232418,6.32570163503466e-05,0.00012821277457546307,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.49,0.5003317480737547,9.999816584903693,9.999936788138452,99.99987187230226,0.00016875242674698843,0.00018341509629234335,6.321186157294671e-05,0.00012812769796705445,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
3.5,0.5003318767867528,9.999816731471997,9.999936833352608,99.99987195763701,0.00016862371374891367,0.00018326852798863813,6.316664741718613e-05,0.00012804236321800415,1.0,0.1,0.1,0.1,0.1,1.0,1.0,5.0,5.0,1.0,1.0
