alpha,beta,gamma,Time
29.19988,188.8,0.3367,0.0
29.19841956579182,188.76664864521106,0.3366278484851496,0.01
29.196961648330063,188.73326526872017,0.3365552608188872,0.02
29.19550624792485,188.69985010825704,0.33648224058012716,0.03
29.194053364872,188.66640339995402,0.3364087913230914,0.04
29.192602999453182,188.63292537835935,0.3363349165775166,0.05
29.191155151936098,188.59941627645443,0.33626061984892774,0.06
29.189709822574986,188.5658763257028,0.3361859046194004,0.07
29.188267011609735,188.5323057559635,0.33611077434621184,0.08
29.18682671926629,188.49870479553252,0.33603523246248695,0.09
29.185388945756863,188.46507367116,0.3359592823774723,0.1
29.183953691280028,188.4314126080614,0.33588292747670667,0.11
29.18252095602085,188.3977218299279,0.33580617112219163,0.12
29.18109074015099,188.3640015589375,0.335729016652562,0.13
29.179663043828818,188.33025201576575,0.33565146738325663,0.14
29.17823786719955,188.29647341959654,0.33557352660668893,0.15
29.176815210395553,188.26266598815556,0.33549519759275004,0.16
29.175395073537317,188.22882993780246,0.33541648359017345,0.17
29.173977456731908,188.19496548337975,0.3353373878243292,0.18
29.172562360073666,188.1610728382787,0.33525791349820055,0.19
29.17114978364441,188.12715221446211,0.33517806379273396,0.2
29.169739727513583,188.09320382247589,0.3350978418670175,0.21
29.168332191738372,188.05922787146028,0.3350172508584592,0.22
29.1669271763638,188.0252245691611,0.33493629388296503,0.23
29.165524681422884,187.99119412194136,0.3348549740351177,0.24
29.16412470693673,187.95713673479233,0.3347732943883546,0.25
29.162727252913992,187.92305261128558,0.3346912579941488,0.26
29.16133231934866,187.88894195337153,0.3346088678786079,0.27
29.159939906224842,187.85480496181447,0.3345261270497767,0.28
29.158550013515313,187.8206418360602,0.33444303849539886,0.29
29.15716264118128,187.78645277421535,0.3343596051825572,0.3
29.155777789172475,187.75223797305736,0.3342758300578289,0.31
29.154395457427277,187.7179976280444,0.33419171604744047,0.32
29.153015645872795,187.68373193332533,0.3341072660574231,0.33
29.151638354424986,187.64944108174973,0.33402248297376735,0.34
29.150263582988764,187.6151252648777,0.3339373696625789,0.35
29.1488913314577,187.58078467295582,0.33385192896964383,0.36
29.147521599712714,187.5464194948043,0.3337661637184697,0.37
29.146154387625,187.51202991807114,0.3336800767146488,0.38
29.144789695055177,187.47761612915932,0.33359367074458635,0.39
29.14342752185317,187.44317831321828,0.33350694857533736,0.4
29.142067867858316,187.40871665415307,0.3334199129547481,0.41
29.140710732899457,187.37423133463358,0.3333325666115977,0.42
29.139356116795035,187.33972253610358,0.3332449122557394,0.43
29.13800401935319,187.30519043879005,0.3331569525782421,0.44
29.136654440371846,187.27063522171218,0.33306869025153174,0.45
29.135307379638537,187.23605706266707,0.3329801279291252,0.46
29.1339628369295,187.2014561381539,0.3328912682443094,0.47
29.132620812011755,187.16683262355207,0.33280211381319336,0.48
29.13128130464254,187.13218669307295,0.33271266723386245,0.49
29.12994431456924,187.09751851975642,0.3326229310862997,0.5
29.12860984152949,187.0628282754795,0.3325329079325182,0.51
29.127277885251257,187.02811613096475,0.33244260031669276,0.52
29.125948445452927,186.9933822557892,0.33235201076529186,0.53
29.124621521843398,186.9586268183927,0.3322611417872098,0.54
29.123297114122163,186.9238499860867,0.33216999587389856,0.55
29.121975221979152,186.88905192503998,0.33207857549911507,0.56
29.120655845093832,186.85423280020538,0.3319868831176737,0.57
29.119338983137233,186.8193927754914,0.3318949211683243,0.58
29.11802463577137,186.78453201371556,0.33180269207295265,0.59
29.116712802649193,186.74965067660068,0.33171019823650516,0.6
29.115403483414674,186.71474892478292,0.33161744204711185,0.61
29.114096677702886,186.67982691782004,0.3315244258762092,0.62
29.112792385140082,186.64488481419923,0.33143115207866325,0.63
29.111490605343793,186.6099227713454,0.3313376229928929,0.64
29.110191337922895,186.57494094562915,0.33124384094099246,0.65
29.108894582474157,186.53993949207228,0.33114980822401924,0.66
29.10760033857222,186.50491856349026,0.3310555271082883,0.67
29.106308605796553,186.46987831280074,0.33096099986224753,0.68
29.105019383720236,186.43481889206447,0.33086622874115074,0.69
29.103732671908038,186.39974045232205,0.33077121598443954,0.7
29.102448469916496,186.36464314360163,0.3306759638158644,0.71
29.101166777294008,186.3295271149271,0.33058047444360655,0.72
29.099887593580902,186.29439251432603,0.33048475006039896,0.73
29.09861091830952,186.25923948883758,0.33038879284364825,0.74
29.09733675100431,186.22406818452063,0.33029260495555585,0.75
29.096065091181888,186.18887874646163,0.3301961885432397,0.76
29.094795938351147,186.1536713187826,0.33009954573885536,0.77
29.09352929201331,186.1184460446493,0.33000267865971805,0.78
29.092265151662033,186.08320306627894,0.32990558940842346,0.79
29.091003516783474,186.04794252494835,0.32980828007296975,0.8
29.089744386856385,186.01266456100197,0.32971075272687866,0.81
29.088487761352184,185.97736931385973,0.3296130094293172,0.82
29.08723363973504,185.94205692202513,0.329515052225219,0.83
29.08598202146196,185.9067275230932,0.3294168831454056,0.84
29.084732905982865,185.87138125375847,0.3293185042067086,0.85
29.083486292740673,185.83601824982296,0.3292199174120901,0.86
29.08224218117138,185.8006386462042,0.3291211247507651,0.87
29.081000570704145,185.7652425769432,0.3290221281983224,0.88
29.079761460761365,185.72983017521244,0.3289229297168462,0.89
29.078524850758765,185.6944015733238,0.32882353125503777,0.9
29.077290740105475,185.6589569027367,0.3287239347483366,0.91
29.07605912820411,185.62349629406586,0.32862414211904206,0.92
29.074830014450864,185.5880198770895,0.3285241552764348,0.93
29.073603398235566,185.55252778075726,0.32842397611689833,0.94
29.072379278941792,185.5170201331981,0.3283236065240403,0.95
29.071157655946926,185.4814970617284,0.32822304836881405,0.96
29.06993852862225,185.44595869285988,0.3281223035096401,0.97
29.068721896333017,185.41040515230765,0.32802137379252766,0.98
29.06750775843855,185.37483656499813,0.3279202610511959,0.99
29.06629611429231,185.33925305507708,0.32781896710719577,1.0
29.065086963241978,185.3036547459176,0.32771749377003095,1.01
29.063880304629546,185.26804176012803,0.3276158428372798,1.02
29.06267613779138,185.23241421956007,0.32751401609471664,1.03
29.061474462058335,185.19677224531662,0.3274120153164331,1.04
29.060275276755796,185.16111595775993,0.3273098422649598,1.05
29.059078581203785,185.12544547651947,0.3272074986913876,1.06
29.057884374717045,185.08976092049994,0.3271049863354893,1.07
29.056692656598482,185.05406240731259,0.32700230691668525,1.08
29.055503426008258,185.01835004189073,0.326899461953301,1.09
29.0543166821735,184.98262393472905,0.3267964530521252,1.1
29.05313242437003,184.94688420029618,0.32669328188320285,1.11
29.051950651868093,184.91113095231543,0.3265899501049064,1.12
29.050771363932434,184.87536430377165,0.32648645936404247,1.13
29.049594559822353,184.83958436691856,0.3263828112959588,1.14
29.04842023879181,184.8037912532855,0.3262790075246509,1.15
29.047248400089455,184.76798507368488,0.3261750496628691,1.16
29.04607904295873,184.73216593821888,0.3260709393122252,1.17
29.04491216663793,184.69633395628674,0.3259666780632993,1.18
29.04374777036027,184.66048923659173,0.325862267495747,1.19
29.04258585335396,184.6246318871483,0.3257577091784055,1.2
29.04142641484227,184.588762015289,0.3256530046694012,1.21
29.040269454043624,184.55287972767175,0.32554815551625615,1.22
29.039114970171635,184.51698513028668,0.32544316325599476,1.23
29.037962962435206,184.4810783284634,0.325338029415251,1.24
29.036813430038585,184.44515942687795,0.3252327555103749,1.25
29.03566637218145,184.40922852955987,0.32512734304753954,1.26
29.034521788058957,184.3732857398993,0.325021793522848,1.27
29.033379676861834,184.33733116065403,0.32491610842243984,1.28
29.03224003777645,184.30136489395653,0.3248102892225983,1.29
29.03110286998487,184.26538704132116,0.3247043373898568,1.3
29.029968172664944,184.22939770365105,0.3245982543811062,1.31
29.028835944990355,184.19339698124523,0.32449204164370105,1.32
29.027706186130725,184.15738497380573,0.3243857006155671,1.33
29.026578895251653,184.12136178044472,0.32427923272530745,1.34
29.025454071514805,184.08532749969132,0.32417263939231,1.35
29.02433171407798,184.0492822294989,0.32406592202685375,1.36
29.023211822095178,184.0132260672522,0.32395908203021606,1.37
29.02209439471667,183.97715910977408,0.3238521207947792,1.38
29.02097943108909,183.94108145333283,0.32374503970413726,1.39
29.019866930355462,183.9049931936493,0.32363784013320307,1.4
29.018756891655325,183.86889442590365,0.3235305234483149,1.41
29.017649314124764,183.83278524474278,0.3234230910073434,1.42
29.016544196896493,183.7966657442872,0.32331554415979835,1.43
29.015441539099935,183.76053601813803,0.32320788424693553,1.44
29.014341339861282,183.72439615938427,0.3231001126018636,1.45
29.013243598303564,183.68824626060973,0.32299223054965087,1.46
29.01214831354674,183.6520864139001,0.322884239407432,1.47
29.01105548470774,183.61591671085,0.32277614048451514,1.48
29.009965110900563,183.57973724257022,0.3226679350824886,1.49
29.00887719123633,183.54354809969453,0.3225596244953275,1.5
29.007791724667385,183.50734935844892,0.3224512097939981,1.51
29.006708710087565,183.47114108961273,0.32234269196501,1.52
29.00562814656819,183.43492337960575,0.32223407223644956,1.53
29.004550033177313,183.3986963143397,0.3221253518282994,1.54
29.00347436897929,183.36245997917817,0.32201653195181645,1.55
29.002401153034818,183.32621445894225,0.3219076138096146,1.56
29.001330384400994,183.28995983791586,0.32179859859574633,1.57
29.000262062131366,183.25369619985122,0.32168948749578496,1.58
28.999196185275988,183.21742362797437,0.32158028168690667,1.59
28.998132752881475,183.18114220499064,0.3214709823379724,1.6
28.997071763991045,183.14485201309,0.32136159060961017,1.61
28.99601321764459,183.10855313395265,0.32125210765429674,1.62
28.99495711287872,183.0722456487544,0.32114253461644005,1.63
28.993903448726805,183.0359296381722,0.3210328726324609,1.64
28.992852224219046,182.99960518238953,0.3209231228308752,1.65
28.99180343838253,182.9632723611019,0.32081328633237605,1.66
28.990757090241257,182.92693125352235,0.3207033642499156,1.67
28.989713178816228,182.89058193838684,0.32059335768878716,1.68
28.988671703125465,182.85422449395975,0.32048326774670743,1.69
28.987632662184097,182.81785899803933,0.32037309551389814,1.7
