Time,alpha,beta,gamma,cell,r1,r2,r3,r4
0.0,29.19988,188.8,0.3367,1.0,0.45,0.5961692474376526,33.14198880062296,0.670033
0.01,29.19841956579182,188.76664864521106,0.3366278484851496,1.0,0.45,0.5959175887852214,33.132619978751876,0.6698894184854477
0.02,29.196961648330063,188.73326526872017,0.3365552608188872,1.0,0.45,0.5956658983994757,33.12322571667114,0.6697449690295856
0.03,29.19550624792485,188.69985010825704,0.33648224058012716,1.0,0.45,0.5954141777162528,33.113806246529386,0.669599658754453
0.04,29.194053364872,188.66640339995402,0.3364087913230914,1.0,0.45,0.5951624281601455,33.104361798854455,0.6694534947329519
0.05,29.192602999453182,188.63292537835935,0.3363349165775166,1.0,0.45,0.594910651144597,33.09489260256632,0.669306483989258
0.06,29.191155151936098,188.59941627645443,0.33626061984892774,1.0,0.45,0.5946588480720217,33.08539888499393,0.6691586334993662
0.07,29.189709822574986,188.5658763257028,0.3361859046194004,1.0,0.45,0.5944070203341226,33.07588087192126,0.6690099501926068
0.08,29.188267011609735,188.5323057559635,0.33611077434621184,1.0,0.45,0.5941551693113605,33.06633878750703,0.6688604409489616
0.09,29.18682671926629,188.49870479553252,0.33603523246248695,1.0,0.45,0.5939032963732241,33.0567728543239,0.6687101126003491
0.1,29.185388945756863,188.46507367116,0.3359592823774723,1.0,0.45,0.5936514028783513,33.04718329337534,0.6685589719311699
0.11,29.183953691280028,188.4314126080614,0.33588292747670667,1.0,0.45,0.5933994901746077,33.037570324106355,0.6684070256786463
0.12,29.18252095602085,188.3977218299279,0.33580617112219163,1.0,0.45,0.5931475595991663,33.027934164414184,0.6682542805331614
0.13,29.18109074015099,188.3640015589375,0.335729016652562,1.0,0.45,0.5928956124785872,33.018275030659076,0.6681007431385984
0.14,29.179663043828818,188.33025201576575,0.33565146738325663,1.0,0.45,0.5926436501288941,33.00859313767494,0.6679464200926807
0.15,29.17823786719955,188.29647341959654,0.33557352660668893,1.0,0.45,0.5923916738556565,32.99888869878011,0.667791317947311
0.16,29.176815210395553,188.26266598815556,0.33549519759275004,1.0,0.45,0.5921396849542068,32.989161925808176,0.6676354432095726
0.17,29.175395073537317,188.22882993780246,0.33541648359017345,1.0,0.45,0.5918876847102298,32.97941302919096,0.6674788023444451
0.18,29.173977456731908,188.19496548337975,0.3353373878243292,1.0,0.45,0.5916356743988267,32.96964221782539,0.6673214017704151
0.19,29.172562360073666,188.1610728382787,0.33525791349820055,1.0,0.45,0.59138365528494,32.95984969913316,0.6671632478614191
0.2,29.17114978364441,188.12715221446211,0.33517806379273396,1.0,0.45,0.5911316286235049,32.95003567908218,0.6670043469475406
0.21,29.169739727513583,188.09320382247589,0.3350978418670175,1.0,0.45,0.5908795956595334,32.94020036219791,0.6668447053153649
0.22,29.168332191738372,188.05922787146028,0.3350172508584592,1.0,0.45,0.5906275576281959,32.93034395157448,0.6666843292083338
0.23,29.1669271763638,188.0252245691611,0.33493629388296503,1.0,0.45,0.5903755157548988,32.92046664888597,0.6665232248271004
0.24,29.165524681422884,187.99119412194136,0.3348549740351177,1.0,0.45,0.5901234712553716,32.91056865439757,0.6663613983298843
0.25,29.16412470693673,187.95713673479233,0.3347732943883546,1.0,0.45,0.5898714253357431,32.900650166976845,0.6661988558328257
0.26,29.162727252913992,187.92305261128558,0.3346912579941488,1.0,0.45,0.5896193791922524,32.890711384046206,0.6660356034083561
0.27,29.16133231934866,187.88894195337153,0.3346088678786079,1.0,0.45,0.5893673340099943,32.88075250138369,0.6658716470784297
0.28,29.159939906224842,187.85480496181447,0.3345261270497767,1.0,0.45,0.5891152909656593,32.87077371355345,0.6657069928290557
0.29,29.158550013515313,187.8206418360602,0.33444303849539886,1.0,0.45,0.5888632512267139,32.86077521377466,0.6655416466058437
0.3,29.15716264118128,187.78645277421535,0.3343596051825572,1.0,0.45,0.5886112159512786,32.850757193901195,0.6653756143132888
0.31,29.155777789172475,187.75223797305736,0.3342758300578289,1.0,0.45,0.5883591862882016,32.84071984443147,0.6652089018150795
0.32,29.154395457427277,187.7179976280444,0.33419171604744047,1.0,0.45,0.5881071633771299,32.830663354518244,0.6650415149344066
0.33,29.153015645872795,187.68373193332533,0.3341072660574231,1.0,0.45,0.587855148348581,32.820587911978656,0.6648734594542719
0.34,29.151638354424986,187.64944108174973,0.33402248297376735,1.0,0.45,0.5876031423240163,32.810493703303976,0.664704741117797
0.35,29.150263582988764,187.6151252648777,0.3339373696625789,1.0,0.45,0.5873511464159115,32.800380913669585,0.664535365628532
0.36,29.1488913314577,187.58078467295582,0.33385192896964383,1.0,0.45,0.5870991617276141,32.79024972691033,0.6643653386495912
0.37,29.147521599712714,187.5464194948043,0.3337661637184697,1.0,0.45,0.5868471893526451,32.78010032540699,0.6641946657997546
0.38,29.146154387625,187.51202991807114,0.3336800767146488,1.0,0.45,0.5865952303763047,32.76993289034211,0.6640233526621511
0.39,29.144789695055177,187.47761612915932,0.33359367074458635,1.0,0.45,0.5863432858752231,32.7597476016265,0.6638514047817268
