Time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL,kf_0,kr_0,kf_1,kr_1,kf_2,kr_2,kf_3,kr_3,kf_4,kr_4,kf_5,kr_5,kf_6,kr_6,kf_7,kr_7,kf_8,kr_8,kf_9,kr_9,kf_10,kr_10,kf_11,kr_11,kf_12,kr_12,kf_13,kr_13,kf_14,kr_14,kf_15,kr_15,kf_16,kr_16,t2,comp1,React0,React1,React2,React3,React4,React5,React6,React7,React8,React9,React10,React11,React12,React13,React14,React15,React16
2.3000000000000003,1.3116511741958605e-08,7.373340605234762e-08,6.578130692065333e-09,1.8709016421780464e-11,1.3982372617466228e-07,3.72869251204379e-07,1.6038940380895112e-06,1.1405468807250082e-11,1.3824762155983272e-05,8.554101581013688e-09,9.831138310349563e-11,5.623190636386515e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7944215838574255e-24,-1.2859860934426145e-23,-1.2799228829791297e-23,-7.079999141030883e-26,1.5032261842209913e-23,-7.079817048643432e-26,1.530063064470839e-23,5.251010964124253e-29,2.0118306552675955e-25,8.830507020014279e-29,2.2797677064120015e-25,4.832392642657762e-24,9.769549712731355e-33,6.680444045836105e-30,4.901882592606083e-28,3.6764053807201647e-25,6.893134349534563e-23
2.31,1.3110449972770006e-08,7.369933472096293e-08,6.575090618932739e-09,1.870037006294911e-11,1.3975910672626475e-07,3.7269692983502475e-07,1.6107855345636434e-06,1.1454475004356686e-11,1.3818373898095514e-05,8.590856228855049e-09,9.826595457484575e-11,5.620591894645843e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.793569495611021e-24,-1.2853947492298139e-23,-1.2793344210887088e-23,-7.07672758731544e-26,1.5025313445109086e-23,-7.07654568937033e-26,1.5293557853871294e-23,5.248406855636299e-29,2.0108966802806582e-25,8.826201301743451e-29,2.2787063713393883e-25,4.8300931834320366e-24,9.764986590598257e-33,6.677342621540895e-30,4.899552358737059e-28,3.67465770857352e-25,6.889857522632994e-23
2.32,1.3104391085218441e-08,7.366527958624385e-08,6.572051990986802e-09,1.8691727814414848e-11,1.396945179965939e-07,3.7252469038362733e-07,1.6176737549894866e-06,1.1503457905119925e-11,1.381198867702704e-05,8.62759340443888e-09,9.822054764179144e-11,5.617994388291977e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7927178130617595e-24,-1.2848036860417894e-23,-1.2787462388511399e-23,-7.073457588814287e-26,1.501836835116657e-23,-7.07327588521601e-26,1.5286488425337365e-23,5.245803989058126e-29,2.0099631494462679e-25,8.821897636724906e-29,2.277645541023741e-25,4.827794819205066e-24,9.760425672517067e-33,6.674242513799358e-30,4.897223232603428e-28,3.672910867226866e-25,6.886582253453646e-23
2.33,1.309833507793189e-08,7.363124064049183e-08,6.569014807539418e-09,1.868308967422058e-11,1.396299599710231e-07,3.723525328111817e-07,1.6245587009243935e-06,1.1552417520614303e-11,1.3805606491334399e-05,8.66431311607106e-09,9.817516229406793e-11,5.615398116736731e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7918665360411218e-24,-1.284212903756064e-23,-1.2781583361448487e-23,-7.07018914478826e-26,1.5011426558805507e-23,-7.070007635441379e-26,1.5279422357499654e-23,5.243202364977482e-29,2.0090300625387298e-25,8.817596023313641e-29,2.27658521520166e-25,4.825497549259892e-24,9.755867693171753e-33,6.671144098769687e-30,4.894895213678659e-28,3.6711648562853063e-25,6.883308541256107e-23
2.34,1.3092281949539218e-08,7.359721787601185e-08,6.565979067902932e-09,1.867445564041048e-11,1.395654326349353e-07,3.7218045707870795e-07,1.6314403739249754e-06,1.1601353861909057e-11,1.3799227339574814e-05,8.701015372053517e-09,9.81297985214152e-11,5.612803079392296e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7910156641157737e-24,-1.2836224022450448e-23,-1.2775707128416404e-23,-7.066922254498928e-26,1.5004488066450925e-23,-7.06674093930911e-26,1.5272359648756106e-23,5.240601982218873e-29,2.0080974192571173e-25,8.813296459935826e-29,2.2755253936125833e-25,4.8232013728991185e-24,9.751310448510409e-33,6.668047188372785e-30,4.89256830143647e-28,3.6694196753541283e-25,6.880036385300309e-23
2.35,1.3086231698670128e-08,7.356321128511253e-08,6.562944771390113e-09,1.866582571102994e-11,1.3950093597372245e-07,3.7200846314725063e-07,1.6383187755471048e-06,1.1650266940068169e-11,1.3792851220306172e-05,8.737700180684238e-09,9.808445631357799e-11,5.610209275671226e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.790165197237567e-24,-1.2830321813835464e-23,-1.276983368819339e-23,-7.063656917207566e-26,1.4997552872529165e-23,-7.063475796079816e-26,1.52653002975009e-23,5.238002839019057e-29,2.0071652194058282e-25,8.808998945081339e-29,2.27446607599796e-25,4.820906289445096e-24,9.746755407900973e-33,6.664951970687748e-30,4.890242495350818e-28,3.667675324038805e-25,6.876765784846522e-23
2.36,1.3080184323955168e-08,7.352922086010604e-08,6.559911917314147e-09,1.865719988412554e-11,1.3943646997278548e-07,3.7183655097787816e-07,1.6451939073459134e-06,1.1699156766150356e-11,1.3786478132087032e-05,8.774367550257258e-09,9.803913566030585e-11,5.607616704986429e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7893151350694642e-24,-1.2824422410445777e-23,-1.2763963039497496e-23,-7.060393132176183e-26,1.4990620975466947e-23,-7.060212205015875e-26,1.5258244302134986e-23,5.235404933614792e-29,2.0062334628043066e-25,8.804703477292294e-29,2.2734072621013274e-25,4.818612298236161e-24,9.742203306027413e-33,6.661857881477287e-30,4.887917794895912e-28,3.665931801944993e-25,6.873496739155365e-23
2.37,1.3074139824025691e-08,7.349524659330814e-08,6.556880504988633e-09,1.864857815774504e-11,1.393720346175341e-07,3.716647205316821e-07,1.6520657708757952e-06,1.1748023351209079e-11,1.3780108073476622e-05,8.811017489062678e-09,9.799383655135307e-11,5.605025366751162e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7884654773225755e-24,-1.2818525810987404e-23,-1.2758095181064832e-23,-7.057130898666717e-26,1.4983692373693997e-23,-7.056950165380839e-26,1.5251191661057814e-23,5.232808266593825e-29,2.0053021492268574e-25,8.800410055168198e-29,2.2723489516682197e-25,4.816319398626264e-24,9.737652673521793e-33,6.658765484978692e-30,4.885594199546203e-28,3.6641891086785315e-25,6.870229247487802e-23
2.38,1.3068098197513854e-08,7.346128847703814e-08,6.553850533727568e-09,1.8639960529937327e-11,1.393076298933864e-07,3.714929717697769e-07,1.658934367690404e-06,1.179686670629255e-11,1.3773741043034848e-05,8.847650005386652e-09,9.794855897647875e-11,5.602435260379025e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7876162239487528e-24,-1.281263201420548e-23,-1.275223011161345e-23,-7.053870215942059e-26,1.497676706563948e-23,-7.053689676435616e-26,1.5244142372669958e-23,5.230212836780663e-29,2.0043712784176932e-25,8.79611867734759e-29,2.271291144445862e-25,4.814027589982329e-24,9.73310424506808e-33,6.65567440503377e-30,4.883271708776387e-28,3.662447243845443e-25,6.86696330910514e-23
2.39,1.3062059443052584e-08,7.342734650361896e-08,6.5508220028453406e-09,1.8631346998752408e-11,1.3924325578576898e-07,3.71321304653299e-07,1.6657996993426562e-06,1.1845686842443729e-11,1.3767377039322283e-05,8.8842651075114e-09,9.790330292544673e-11,5.599846385283946e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7867673744905876e-24,-1.2806741018787966e-23,-1.274636782987344e-23,-7.050611083265173e-26,1.4969845049735e-23,-7.050430737445522e-26,1.5237096435373874e-23,5.227618643587558e-29,2.0034408501812117e-25,8.791829342516075e-29,2.270233840183021e-25,4.81173687168426e-24,9.728558755350244e-33,6.652585017800713e-30,4.880950322061405e-28,3.6607062070519344e-25,6.86369892326903e-23
2.4,1.3056023559275583e-08,7.339342066537715e-08,6.547794911656721e-09,1.8622737562241392e-11,1.391789122801165e-07,3.711497191434069e-07,1.672661767384729e-06,1.1894483770700317e-11,1.376101606090018e-05,8.9208628037152e-09,9.785806838802572e-11,5.597258740880186e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7859189288517835e-24,-1.2800852823455924e-23,-1.2740508334556836e-23,-7.047353499898952e-26,1.4962926324411796e-23,-7.047173347673229e-26,1.5230053847573146e-23,5.225025685839015e-29,2.002510864291718e-25,8.787542049392547e-29,2.269177038629685e-25,4.809447243122869e-24,9.724015469684315e-33,6.649496759042232e-30,4.8786300388764455e-28,3.6589659979043996e-25,6.860436089241473e-23
2.41,1.3049990544817297e-08,7.335951095464284e-08,6.544769259476864e-09,1.861413221845646e-11,1.3911459936187173e-07,3.7097821520128074e-07,1.6795205733680625e-06,1.194325750209478e-11,1.3754658106330464e-05,8.9574431022724e-09,9.781285535398917e-11,5.594672326582325e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7850708868156734e-24,-1.279496742691537e-23,-1.273465162438771e-23,-7.044097465107315e-26,1.495601088810354e-23,-7.043917506381407e-26,1.5223014607672113e-23,5.222433961771794e-29,2.0015813205536098e-25,8.783256796726323e-29,2.2681207395372065e-25,4.807158703697431e-24,9.719473653386326e-33,6.646410004916521e-30,4.876310858696946e-28,3.6572266160094153e-25,6.857174806284815e-23
2.42,1.3043960398312927e-08,7.332561736374977e-08,6.54174504562129e-09,1.8605530965450856e-11,1.3905031701648543e-07,3.708067927881217e-07,1.6863761188433588e-06,1.1992008047654332e-11,1.3748303174175739e-05,8.994006011453412e-09,9.77676638131154e-11,5.59208714180526e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.78422324816559e-24,-1.2789084827869311e-23,-1.2728797698041986e-23,-7.04084297815389e-26,1.4949098739244666e-23,-7.040663212834786e-26,1.521597871407699e-23,5.219843471385894e-29,2.0006522187411922e-25,8.778973583301728e-29,2.267064942658027e-25,4.804871252817189e-24,9.714934775824213e-33,6.643324755423579e-30,4.873992780998585e-28,3.6554880609737447e-25,6.85391507366175e-23
2.43,1.3037933118398392e-08,7.329173988503525e-08,6.538722269405894e-09,1.8596933801278876e-11,1.3898606522941612e-07,3.7063545186515183e-07,1.6932284053605836e-06,1.2040735418400952e-11,1.3741951262999282e-05,9.03055153952472e-09,9.772249375518749e-11,5.589503185964206e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7833760126607925e-24,-1.2783205025011725e-23,-1.2722946554267808e-23,-7.037590038302962e-26,1.4942189876269223e-23,-7.03741046629868e-26,1.5208946165194374e-23,5.217254214681315e-29,1.999723558613724e-25,8.774692407926051e-29,2.2660096477456594e-25,4.802584889899099e-24,9.710397367630039e-33,6.640241386721598e-30,4.871675805257294e-28,3.653750332404333e-25,6.850656890635315e-23
2.44,1.3031908703710348e-08,7.325787851084026e-08,6.535700930146932e-09,1.858834072399584e-11,1.3892184398613012e-07,3.704641923936138e-07,1.7000774344689648e-06,1.208943962535137e-11,1.373560237136505e-05,9.06707969474887e-09,9.767734516999336e-11,5.586920458474685e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.782529180036465e-24,-1.27773280170396e-23,-1.2717098191747118e-23,-7.034338644819776e-26,1.4935284297614277e-23,-7.034159266036055e-26,1.5201916959431985e-23,5.214666190482563e-29,1.9987953400056954e-25,8.770413269427815e-29,2.2649548545545582e-25,4.800299614367826e-24,9.705862898171742e-33,6.637158582256905e-30,4.869359930949247e-28,3.6520134299083146e-25,6.847400256468898e-23
2.45,1.3025887152886159e-08,7.322403323350938e-08,6.532681027161016e-09,1.8579751731658113e-11,1.3885765327210134e-07,3.7029301433477065e-07,1.7069232077169949e-06,1.2138120679517089e-11,1.3729256497837674e-05,9.103590485384493e-09,9.763221804732572e-11,5.584338958752524e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.781682750124089e-24,-1.2771453802652933e-23,-1.271125260919797e-23,-7.031088796968471e-26,1.4928382001716136e-23,-7.030909611314578e-26,1.519489109519905e-23,5.21207939643865e-29,1.9978675626763654e-25,8.766136166665962e-29,2.263900562839868e-25,4.798015425653303e-24,9.701329898081384e-33,6.634078034741366e-30,4.867045157550865e-28,3.6502773530930076e-25,6.844145170426233e-23
2.46,1.3019868464563895e-08,7.319020404539074e-08,6.529662559765115e-09,1.8571166822323047e-11,1.3879349307281122e-07,3.7012191764990593e-07,1.7137657266524292e-06,1.2186778591904369e-11,1.3722913640982463e-05,9.140083919686281e-09,9.758711237698213e-11,5.581758686213853e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7808367228032938e-24,-1.2765582380545703e-23,-1.2705409805284249e-23,-7.027840494014584e-26,1.492148298701337e-23,-7.02766150139692e-26,1.5187868570904423e-23,5.209493834312815e-29,1.996940226400039e-25,8.761861098508622e-29,2.2628467723576583e-25,4.795732323190916e-24,9.696799102042933e-33,6.630998615700404e-30,4.864731484538822e-28,3.6485421015659134e-25,6.840891631771403e-23
2.47,1.301385263738233e-08,7.315639093883615e-08,6.526645527276552e-09,1.856258599404901e-11,1.3872936337374883e-07,3.6995090230032267e-07,1.7206049928222886e-06,1.2235413373514252e-11,1.3716573799365405e-05,9.176560005905013e-09,9.754202814876493e-11,5.579179640275105e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7799910977370415e-24,-1.2759713749402862e-23,-1.2699569778748082e-23,-7.024593735223871e-26,1.4914587251944542e-23,-7.024414935550454e-26,1.5180849384959584e-23,5.206909502341819e-29,1.996013330981114e-25,8.757588063846306e-29,2.2617934828646612e-25,4.793450306423199e-24,9.69227051005639e-33,6.627921077450403e-30,4.86241891139003e-28,3.6468076749347216e-25,6.837639639768834e-23
2.48,1.3007839669980932e-08,7.312259390620102e-08,6.523629929012996e-09,1.855400924489535e-11,1.386652641604105e-07,3.6977996824734395e-07,1.7274410077728572e-06,1.2284025035342526e-11,1.3710236971553165e-05,9.213018752287535e-09,9.749696535248134e-11,5.57660182035301e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7791458747808875e-24,-1.2753847907918387e-23,-1.2693732528277429e-23,-7.021348519862311e-26,1.4907694794948976e-23,-7.021169913040791e-26,1.5173833535775266e-23,5.204326399350167e-29,1.995086876223988e-25,8.75331706158158e-29,2.2607406941181958e-25,4.791169374795695e-24,9.687743387437786e-33,6.624844479595883e-30,4.860107437581656e-28,3.645074072807306e-25,6.834389193683309e-23
2.49,1.3001829560999867e-08,7.308881293984438e-08,6.520615764292465e-09,1.854543657292243e-11,1.3860119541830005e-07,3.6960911545231253e-07,1.7342737730496852e-06,1.2332613588379779e-11,1.3703903156113083e-05,9.249460167076786e-09,9.745192397794332e-11,5.574025225864591e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7783010537181646e-24,-1.274798485478024e-23,-1.2687898052536177e-23,-7.0181048471961e-26,1.4900805614468247e-23,-7.017926433134421e-26,1.516682102176521e-23,5.201744524162364e-29,1.9941608619180124e-25,8.749048090638247e-29,2.259688405876213e-25,4.78888952775846e-24,9.683219938239028e-33,6.621769762532324e-30,4.85779706259111e-28,3.643341294791727e-25,6.831140292779944e-23
2.5,1.2995822309079975e-08,7.305504803212882e-08,6.517603032433318e-09,1.8536867976191557e-11,1.3853715713292857e-07,3.6943834387659067e-07,1.7411032901975872e-06,1.2381179043611357e-11,1.369757235161318e-05,9.285884258511773e-09,9.74069040149677e-11,5.571449856227169e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.77745663435628e-24,-1.274212458867638e-23,-1.2682066350248397e-23,-7.01486271649195e-26,1.4893919708942803e-23,-7.014684495098424e-26,1.515981184134203e-23,5.199163877953905e-29,1.9932352877923535e-25,8.744781149944127e-29,2.2586366178972074e-25,4.786610764766065e-24,9.678697958408208e-33,6.618695985864246e-30,4.855487785896052e-28,3.6416093404962276e-25,6.82789293632422e-23
2.5100000000000002,1.298981791286278e-08,7.302129917542062e-08,6.514591732754258e-09,1.8528303452765023e-11,1.3847314928981434e-07,3.6926765348155997e-07,1.7479295607606444e-06,1.2429721412017387e-11,1.3691244556622156e-05,9.322291034827597e-09,9.736190545337615e-11,5.568875710858351e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7766126165026404e-24,-1.2736267108294768e-23,-1.2676237420114087e-23,-7.011622127017309e-26,1.4887037076815726e-23,-7.01144409819841e-26,1.5152805992919463e-23,5.196584459549295e-29,1.9923101536815015e-25,8.740516238440817e-29,2.2575853299401587e-25,4.7843330852753376e-24,9.674177447945328e-33,6.615623901908033e-30,4.853179606974387e-28,3.6398782095292376e-25,6.824647123581951e-23
2.52,1.2983816370990486e-08,7.298756636208962e-08,6.511581864574327e-09,1.8519743000706107e-11,1.3840917187448303e-07,3.690970442286213e-07,1.7547525862822029e-06,1.2478240704572784e-11,1.3684919769709383e-05,9.358680504255441e-09,9.73169282829951e-11,5.566302789176038e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.775768999940579e-24,-1.2730412412326372e-23,-1.2670411260809168e-23,-7.008383078038741e-26,1.4880157716529532e-23,-7.008205241704397e-26,1.5145803474913887e-23,5.194006268360788e-29,1.9913854593597616e-25,8.736253355085984e-29,2.2565345417644726e-25,4.782056488747619e-24,9.669659141534354e-33,6.612553886821878e-30,4.850872525304267e-28,3.638147901499374e-25,6.821402853819305e-23
2.5300000000000002,1.2977817682105973e-08,7.295384958450933e-08,6.508573427212904e-09,1.8511186618079014e-11,1.3834522487246737e-07,3.689265160791947e-07,1.761572368304876e-06,1.252673693224724e-11,1.3678597989444918e-05,9.39505267502257e-09,9.727197249365584e-11,5.563731090598419e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7749257845015765e-24,-1.2724560499450127e-23,-1.2664587871021603e-23,-7.005145568824501e-26,1.487328162652862e-23,-7.004967924882289e-26,1.5138804285739793e-23,5.191429302037394e-29,1.990461204646578e-25,8.731992498837294e-29,2.255484253129937e-25,4.779780974645568e-24,9.665143773859258e-33,6.60948443597301e-30,4.848566540364096e-28,3.6364184160154394e-25,6.818160126302801e-23
2.54,1.2971821844852775e-08,7.292014883505684e-08,6.505566419989702e-09,1.8502634302948928e-11,1.3828130826930724e-07,3.6875606899471923e-07,1.7683889083705433e-06,1.2575210106005224e-11,1.3672279214399491e-05,9.431407555352344e-09,9.722703807519451e-11,5.56116061454397e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.774082969944892e-24,-1.2718711368353991e-23,-1.2658767249463425e-23,-7.001909598642329e-26,1.486640880525701e-23,-7.001732147000634e-26,1.513180842381619e-23,5.188853561754608e-29,1.9895373893313017e-25,8.727733668663894e-29,2.254434463796677e-25,4.777506542435227e-24,9.6606298755521e-33,6.606416865915105e-30,4.84626165163252e-28,3.634689752686419e-25,6.814918940299299e-23
2.5500000000000003,1.2965828857875114e-08,7.288646410611283e-08,6.5025608422247746e-09,1.8494086053381977e-11,1.3821742205054973e-07,3.68585702936653e-07,1.7752022080203518e-06,1.2623660236806016e-11,1.3665963443144509e-05,9.467745153464216e-09,9.718212501745199e-11,5.558591360431449e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7732405561260808e-24,-1.2712865017725925e-23,-1.2652949394798519e-23,-6.998675166761289e-26,1.4859539251161733e-23,-6.998497907327099e-26,1.512481588755832e-23,5.186279046336936e-29,1.9886140131731918e-25,8.723476863544689e-29,2.2533851735254654e-25,4.775233191584521e-24,9.656118181296851e-33,6.603350988569064e-30,4.843957858588432e-28,3.6329619111214846e-25,6.81167929507601e-23
2.56,1.2959838719817863e-08,7.285279539006163e-08,6.499556693238504e-09,1.848554186744525e-11,1.3815356620174892e-07,3.6841541786647305e-07,1.782012268794715e-06,1.267208733560366e-11,1.365965067425206e-05,9.50406547757372e-09,9.713723331027399e-11,5.556023327679907e-07,3000.0,8000.0,1500.0,16000.0,30000.0,700.0,3000.0,8.64,1500.0,17.28,0.54,10800.0,130.0,2740.0,3000.0,4.0,1500.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,3000.0,4.0,1500.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,20.0,1e-16,1.7723985427803274e-24,-1.2707021446241852e-23,-1.2647134305756977e-23,-6.995442272449193e-26,1.4852672962687565e-23,-6.995265205132585e-26,1.5117826675385947e-23,5.183705754608883e-29,1.9876910759615996e-25,8.719222082467191e-29,2.252336382077074e-25,4.772960921564383e-24,9.651609425777478e-33,6.600286051618504e-30,4.8416551607109755e-28,3.631234890929993e-25,6.808441189900493e-23
