A,AL,ALL,B,BL,BLL,D,DL,DLL,I,IL,ILL,Time
1.459025111093604e-11,5.129966440355367e-09,4.3852582817891713e-07,2.9078252636010644e-07,1.0904171172853537e-07,1.022893731170068e-08,3.4749981252270394e-11,2.6062485920213157e-08,4.886716103536112e-06,7.667112293857206e-11,5.750324194031097e-08,1.0781661998254777e-05,7.7
1.4583562712343882e-11,5.1276147890687694e-09,4.3832480227933286e-07,2.9064922701104285e-07,1.0899172529654738e-07,1.0224248224729993e-08,3.4787890041068594e-11,2.6090917511820633e-08,4.892047026965513e-06,7.66359816584059e-11,5.7476886030545685e-08,1.0776720355483317e-05,7.71
1.4576877493252274e-11,5.125264255699479e-09,4.3812387194252783e-07,2.9051599102921845e-07,1.0894176262688241e-07,1.0219561366836173e-08,3.482578080895894e-11,2.611933558774721e-08,4.8973754162047445e-06,7.660085708354194e-11,5.7450542649733095e-08,1.0771781061847556e-05,7.72
1.457019545214975e-11,5.122914839716066e-09,4.379230371230738e-07,2.9038281838450996e-07,1.0889182370824444e-07,1.0214876736959576e-08,3.4863653564508134e-11,2.614774015441792e-08,4.902701272458498e-06,7.656574920603886e-11,5.742421179191723e-08,1.0766844116230771e-05,7.73
1.4563516587525587e-11,5.1205665405873554e-09,4.377222977755641e-07,2.902497090468086e-07,1.0884190852934281e-07,1.021019433404105e-08,3.4901508316278784e-11,2.617613121825472e-08,4.908024596930892e-06,7.653065801795914e-11,5.7397893451144986e-08,1.0761909517516774e-05,7.74
1.455684089786976e-11,5.11821935778242e-09,4.3752165385461387e-07,2.901166629860196e-07,1.0879201707889227e-07,1.0205514157021963e-08,3.4939345072829435e-11,2.620450878567652e-08,4.913345390825473e-06,7.649558351136905e-11,5.737158762146605e-08,1.0756977264589904e-05,7.75
1.455016838167296e-11,5.115873290770585e-09,4.3732110531485955e-07,2.899836801720628e-07,1.0874214934561285e-07,1.0200836204844172e-08,3.4977163842714595e-11,2.6232872863099196e-08,4.918663655345217e-06,7.64605256783386e-11,5.734529429693296e-08,1.075204735633503e-05,7.76
1.4543499037426609e-11,5.113528339021434e-09,4.371206521109592e-07,2.898507605748721e-07,1.0869230531823001e-07,1.0196160476450043e-08,3.5014964634484695e-11,2.6261223456935567e-08,4.923979391692527e-06,7.64254845109416e-11,5.731901347160107e-08,1.0747119791637553e-05,7.7700000000000005
1.4536832863622832e-11,5.111184502004794e-09,4.3692029419759265e-07,2.89717904164396e-07,1.0864248498547455e-07,1.0191486970782442e-08,3.505274745668607e-11,2.6289560573595387e-08,4.9292926010692315e-06,7.639046000125564e-11,5.729274513952858e-08,1.0742194569383403e-05,7.78
1.453016985875449e-11,5.108841779190753e-09,4.367200315294611e-07,2.8958511091059693e-07,1.0859268833608261e-07,1.0186815686784744e-08,3.5090512317861e-11,2.631788421948538e-08,4.934603284676593e-06,7.635545214136202e-11,5.72664892947765e-08,1.0737271688459042e-05,7.79
1.452351002131514e-11,5.106500170049642e-09,4.365198640612872e-07,2.8945238078345173e-07,1.0854291535879572e-07,1.0182146623400817e-08,3.5128259226547744e-11,2.6346194401009225e-08,4.939911443715299e-06,7.632046092334587e-11,5.7240245931408656e-08,1.0732351147751459e-05,7.8
1.4516853349799068e-11,5.104159674052051e-09,4.363197917478153e-07,2.893197137529516e-07,1.0849316604236074e-07,1.0177479779575034e-08,3.5165988191280454e-11,2.6374491124567543e-08,4.945217079385468e-06,7.628548633929603e-11,5.7214015043491714e-08,1.072743294614817e-05,7.8100000000000005
1.4510199842701271e-11,5.1018202906688185e-09,4.361198145438111e-07,2.8918710978910193e-07,1.0844344037552984e-07,1.0172815154252278e-08,3.5203699220589244e-11,2.6402774396557912e-08,4.950520192886647e-06,7.62505283813051e-11,5.7187796625095145e-08,1.0722517082537224e-05,7.82
1.4503549498517462e-11,5.0994820193710335e-09,4.35919932404062e-07,2.890545688619224e-07,1.0839373834706065e-07,1.0168152746377925e-08,3.524139232300019e-11,2.6431044223374898e-08,4.955820785417813e-06,7.62155870414695e-11,5.716159067029123e-08,1.0717603555807196e-05,7.83
1.4496902315744067e-11,5.09714485963004e-09,4.357201452833767e-07,2.889220909414469e-07,1.0834405994571603e-07,1.0163492554897851e-08,3.52790675070353e-11,2.645930061141e-08,4.961118858177374e-06,7.618066231188934e-11,5.7135397173155107e-08,1.071269236484719e-05,7.84
1.4490258292878232e-11,5.0948088109174305e-09,4.3552045313658557e-07,2.887896759977236e-07,1.0829440516026422e-07,1.015883457875844e-08,3.531672478121251e-11,2.6487543567051674e-08,4.966414412363168e-06,7.614575418466852e-11,5.710921612776469e-08,1.070778350854684e-05,7.8500000000000005
1.4483617428417816e-11,5.092473872705049e-09,4.353208559185403e-07,2.8865732400081487e-07,1.0824477397947883e-07,1.0154178816906571e-08,3.535436415404575e-11,2.651577309668536e-08,4.971707449172461e-06,7.611086265191469e-11,5.708304752820074e-08,1.0702876985796304e-05,7.86
1.4476979720861385e-11,5.09014004446499e-09,4.351213535841141e-07,2.8852503492079744e-07,1.0819516639213874e-07,1.0149525268289632e-08,3.539198563404485e-11,2.6543989206693452e-08,4.976997969801954e-06,7.607598770573924e-11,5.7056891368546816e-08,1.0697972795486271e-05,7.87
1.447034516870823e-11,5.087807325669602e-09,4.349219460882016e-07,2.8839280872776205e-07,1.0814558238702827e-07,1.0144873931855497e-08,3.542958922971566e-11,2.657219190345531e-08,4.982285975447777e-06,7.604112933825733e-11,5.7030747642889264e-08,1.0693070936507955e-05,7.88
1.4463713770458344e-11,5.08547571579148e-09,4.347226333857189e-07,2.8826064539181375e-07,1.0809602195293692e-07,1.014022480655255e-08,3.5467174949559934e-11,2.6600381193347263e-08,4.987571467305492e-06,7.600628754158782e-11,5.700461634531728e-08,1.0688171407753098e-05,7.890000000000001
1.4457085524612443e-11,5.083145214303473e-09,4.345234154316035e-07,2.8812854488307196e-07,1.0804648507865967e-07,1.013557789132968e-08,3.5504742802075394e-11,2.6628557082742603e-08,4.992854446570091e-06,7.597146230785339e-11,5.697849746992288e-08,1.0683274208113971e-05,7.9
1.4450460429671952e-11,5.08081582067868e-09,4.3432429218081453e-07,2.8799650717167004e-07,1.0799697175299675e-07,1.0130933185136264e-08,3.554229279575574e-11,2.6656719578011605e-08,4.998134914435998e-06,7.59366536291804e-11,5.6952391010800836e-08,1.0678379336483368e-05,7.91
1.4443838484139007e-11,5.07848753439045e-09,4.341252635883321e-07,2.878645322277558e-07,1.0794748196475375e-07,1.0126290686922186e-08,3.557982493909061e-11,2.6684868685521497e-08,5.003412872097073e-06,7.590186149769904e-11,5.692629696204878e-08,1.067348679175461e-05,7.92
1.4437219686516458e-11,5.076160354912382e-09,4.339263296091581e-07,2.87732620021491e-07,1.078980157027415e-07,1.0121650395637824e-08,3.561733924056565e-11,2.6713004411636506e-08,5.0086883207466045e-06,7.586708590554312e-11,5.690021531776711e-08,1.0668596572821547e-05,7.930000000000001
1.4430604035307862e-11,5.073834281718325e-09,4.337274901983157e-07,2.8760077052305173e-07,1.0784857295577623e-07,1.0117012310234057e-08,3.565483570866242e-11,2.674112676271781e-08,5.0139612615773145e-06,7.583232684485026e-11,5.687414607205905e-08,1.0663708678578553e-05,7.94
1.4423991529017493e-11,5.071509314282379e-09,4.335287453108494e-07,2.8746898370262827e-07,1.077991537126795e-07,1.0112376429662269e-08,3.569231435185845e-11,2.6769235745123563e-08,5.019231695781359e-06,7.579758430776181e-11,5.684808921903063e-08,1.0658823107920525e-05,7.95
1.441738216615033e-11,5.0691854520788945e-09,4.333300949018251e-07,2.87337259530425e-07,1.0774975796227812e-07,1.0107742752874334e-08,3.572977517862731e-11,2.6797331365208927e-08,5.024499624550327e-06,7.57628582864229e-11,5.682204475279068e-08,1.065393985974289e-05,7.96
1.4410775945212077e-11,5.06686269458247e-09,4.3313153892633014e-07,2.872055979766605e-07,1.077003856934042e-07,1.0103111278822623e-08,3.576721819743847e-11,2.6825413629326004e-08,5.0297650490752405e-06,7.572814877298229e-11,5.67960126674508e-08,1.0649058932941596e-05,7.97
1.440417286470913e-11,5.064541041267956e-09,4.3293307733947306e-07,2.870739990115675e-07,1.0765103689489525e-07,1.0098482006460016e-08,3.580464341675737e-11,2.6853482543823895e-08,5.035027970546556e-06,7.569345575959252e-11,5.676999295712541e-08,1.0644180326413119e-05,7.98
1.4397572923148605e-11,5.062220491610452e-09,4.327347100963839e-07,2.869424626053928e-07,1.0760171155559405e-07,1.0093854934739883e-08,3.5842050845045475e-11,2.6881538115048684e-08,5.040288390154164e-06,7.565877923840994e-11,5.674398561593177e-08,1.0639304039054457e-05,7.99
1.4390976119038327e-11,5.059901045085306e-09,4.3253643715221386e-07,2.868109887283976e-07,1.0755240966434864e-07,1.0089230062616089e-08,3.587944049076021e-11,2.6909580349343442e-08,5.045546309087388e-06,7.562411920159449e-11,5.671799063798986e-08,1.0634430069763134e-05,8.0
1.4384382450886828e-11,5.057582701168114e-09,4.3233825846213556e-07,2.86679577350857e-07,1.0750313121001236e-07,1.0084607389043001e-08,3.591681236235497e-11,2.693760925304821e-08,5.050801728534988e-06,7.558947564130996e-11,5.669200801742252e-08,1.0629558417437199e-05,8.01
1.4377791917203348e-11,5.055265459334725e-09,4.3214017398134293e-07,2.8654822844306024e-07,1.0745387618144394e-07,1.0079986912975485e-08,3.595416646827913e-11,2.696562483250002e-08,5.056054649685158e-06,7.555484854972376e-11,5.6666037748355344e-08,1.0624689080975222e-05,8.02
1.4371204516497844e-11,5.052949319061236e-09,4.319421836650512e-07,2.864169419753107e-07,1.074046445675073e-07,1.0075368633368895e-08,3.599150281697805e-11,2.6993627094032903e-08,5.061305073725528e-06,7.552023791900712e-11,5.6640079824916737e-08,1.0619822059276299e-05,8.03
1.4364620247280968e-11,5.0506342798239904e-09,4.317442874684969e-07,2.86285717917926e-07,1.073554363570717e-07,1.0070752549179094e-08,3.60288214168931e-11,2.702161604397788e-08,5.066553001843163e-06,7.54856437413349e-11,5.661413424123788e-08,1.0614957351240047e-05,8.040000000000001
1.4358039108064092e-11,5.048320341099585e-09,4.315464853469378e-07,2.8615455624123775e-07,1.0730625153901172e-07,1.006613865936243e-08,3.60661222764616e-11,2.7049591688662932e-08,5.071798435224561e-06,7.545106600888578e-11,5.658820099145277e-08,1.061009495576661e-05,8.05
1.4351461097359288e-11,5.0460075023648615e-09,4.313487772556529e-07,2.860234569155917e-07,1.0725709010220718e-07,1.0061526962875754e-08,3.610340540411686e-11,2.7077554034413065e-08,5.07704137505566e-06,7.541650471384212e-11,5.656228006969818e-08,1.060523487175665e-05,8.06
1.4344886213679338e-11,5.043695763096912e-09,4.3115116314994254e-07,2.858924199113477e-07,1.0720795203554318e-07,1.005691745867641e-08,3.6140670808288224e-11,2.7105503087550267e-08,5.082281822521832e-06,7.538195984838987e-11,5.653637147011364e-08,1.0600377098111357e-05,8.07
1.4338314455537737e-11,5.041385122773078e-09,4.3095364298512834e-07,2.8576144519887967e-07,1.0715883732791019e-07,1.0052310145722239e-08,3.6177918497400994e-11,2.713343885439351e-08,5.087519778807888e-06,7.534743140471892e-11,5.651047518684152e-08,1.0595521633732437e-05,8.08
1.433174582144867e-11,5.039075580870946e-09,4.307562167165531e-07,2.8563053274857566e-07,1.0710974596820383e-07,1.0047705022971577e-08,3.621514847987647e-11,2.7161361341258785e-08,5.092755245098071e-06,7.531291937502271e-11,5.6484591214026946e-08,1.0590668477522123e-05,8.09
1.432518030992705e-11,5.036767136868356e-09,4.305588842995808e-07,2.8549968253083774e-07,1.0706067794532511e-07,1.0043102089383251e-08,3.625236076413195e-11,2.7189270554459058e-08,5.097988222576066e-06,7.527842375149844e-11,5.645871954581781e-08,1.0585817628383168e-05,8.1
1.4318617919488482e-11,5.034459790243391e-09,4.303616456895967e-07,2.853688945160821e-07,1.070116332481803e-07,1.0038501343916595e-08,3.6289555358580734e-11,2.72171665003043e-08,5.103218712424993e-06,7.524394452634702e-11,5.64328601763648e-08,1.0580969085218847e-05,8.11
1.4312058648649275e-11,5.0321535404743876e-09,4.3016450084200724e-07,2.8523816867473893e-07,1.0696261186568086e-07,1.0033902785531421e-08,3.6326732271632134e-11,2.7245049185101507e-08,5.108446715827409e-06,7.520948169177305e-11,5.640701309982141e-08,1.0576122846932955e-05,8.120000000000001
1.4305502495926449e-11,5.029848387039925e-09,4.299674497122401e-07,2.8510750497725255e-07,1.069136137867436e-07,1.0029306413188052e-08,3.636389151169144e-11,2.7272918615154633e-08,5.11367223396531e-06,7.51750352399849e-11,5.6381178310343876e-08,1.0571278912429811e-05,8.13
1.4298949459837734e-11,5.027544329418834e-09,4.297704922557442e-07,2.849769033940813e-07,1.0686463900029058e-07,1.0024712225847291e-08,3.640103308715996e-11,2.7300774796764673e-08,5.11889526802013e-06,7.514060516319455e-11,5.6355355802091247e-08,1.0566437280614254e-05,8.14
1.4292399538901555e-11,5.02524136709019e-09,4.295736284279895e-07,2.8484636389569753e-07,1.0681568749524916e-07,1.0020120222470446e-08,3.6438157006435014e-11,2.7328617736229603e-08,5.124115819172741e-06,7.510619145361774e-11,5.632954556922532e-08,1.056159795039164e-05,8.15
1.4285852731637041e-11,5.02293949953332e-09,4.293768581844672e-07,2.847158864525877e-07,1.0676675926055187e-07,1.0015530402019308e-08,3.647526327790991e-11,2.735644743984441e-08,5.129333888603454e-06,7.50717941034739e-11,5.6303747605910687e-08,1.0556760920667852e-05,8.16
1.4279309036564039e-11,5.020638726227796e-09,4.2918018148068967e-07,2.8458547103525215e-07,1.067178542851366e-07,1.0010942763456177e-08,3.651235190997399e-11,2.738426391390111e-08,5.134549477492018e-06,7.503741310498617e-11,5.627796190631468e-08,1.0551926190349285e-05,8.17
1.4272768452203079e-11,5.018339046653437e-09,4.2898359827219033e-07,2.8445511761420547e-07,1.0666897255794644e-07,1.000635730574383e-08,3.65494229110126e-11,2.741206716468869e-08,5.139762587017623e-06,7.500304845038138e-11,5.625218846460745e-08,1.0547093758342862e-05,8.18
1.426623097707541e-11,5.0160404602903085e-09,4.2878710851452387e-07,2.8432482615997607e-07,1.0662011406792978e-07,1.0001774027845545e-08,3.658647628940709e-11,2.7439857198493182e-08,5.144973218358896e-06,7.496870013189001e-11,5.622642727496189e-08,1.054226362355602e-05,8.19
1.4259696609702978e-11,5.013742966618728e-09,4.2859071216326607e-07,2.8419459664310654e-07,1.065712788040402e-07,9.997192928725093e-09,3.662351205353483e-11,2.746763402159761e-08,5.150181372693906e-06,7.493436814174627e-11,5.620067833155367e-08,1.0537435784896715e-05,8.2
1.4253165348608428e-11,5.0114465651192555e-09,4.2839440917401386e-07,2.840644290341532e-07,1.0652246675523657e-07,9.992614007346734e-09,3.6660530211769224e-11,2.7495397640282028e-08,5.155387051200162e-06,7.49000524721881e-11,5.617494162856122e-08,1.0532610241273427e-05,8.21
1.424663719231512e-11,5.009151255272697e-09,4.2819819950238516e-07,2.8393432330368676e-07,1.0647367791048304e-07,9.988037262675229e-09,3.6697530772479665e-11,2.7523148060823466e-08,5.160590255054609e-06,7.48657531154571e-11,5.6149217160165766e-08,1.0527786991595153e-05,8.22
1.4240112139347104e-11,5.006857036560111e-09,4.280020831040191e-07,2.8380427942229156e-07,1.0642491225874896e-07,9.983462693675818e-09,3.6734513744031583e-11,2.7550885289496015e-08,5.165790985433638e-06,7.483147006379852e-11,5.612350492055128e-08,1.0522966034771407e-05,8.23
1.423359018822913e-11,5.004563908462797e-09,4.2780605993457583e-07,2.836742973605661e-07,1.0637616978900893e-07,9.978890299314243e-09,3.6771479134786444e-11,2.757860933257077e-08,5.170989243513078e-06,7.479720330946136e-11,5.609780490390449e-08,1.0518147369712221e-05,8.24
1.4227071337486665e-11,5.002271870462305e-09,4.276101299497366e-07,2.835443770891229e-07,1.0632745049024282e-07,9.974320078556736e-09,3.680842695310172e-11,2.7606320196315826e-08,5.176185030468199e-06,7.476295284469826e-11,5.60721171044149e-08,1.0513330995328149e-05,8.25
1.4220555585645859e-11,4.999980922040427e-09,4.2741429310520387e-07,2.8341451857858825e-07,1.0627875435143569e-07,9.969752030370017e-09,3.684535720733092e-11,2.7634017886996322e-08,5.181378347473714e-06,7.472871866176555e-11,5.6046441516274776e-08,1.0508516910530257e-05,8.26
1.4214042931233572e-11,4.997691062679207e-09,4.2721854935670083e-07,2.8328472179960265e-07,1.0623008136157787e-07,9.965186153721301e-09,3.688226990582359e-11,2.7661702410874412e-08,5.186569195703776e-06,7.469450075292325e-11,5.602077813367913e-08,1.0503705114230134e-05,8.27
1.4207533372777365e-11,4.995402291860929e-09,4.2702289865997197e-07,2.831549867228204e-07,1.0618143150966496e-07,9.960622447578288e-09,3.691916505692528e-11,2.768937377420927e-08,5.19175757633198e-06,7.466029911043505e-11,5.5995126950825744e-08,1.0498895605339883e-05,8.28
1.4201026908805491e-11,4.99311460906813e-09,4.268273409707828e-07,2.830253133189097e-07,1.0613280478469768e-07,9.956060910909177e-09,3.69560426689776e-11,2.7717031983257093e-08,5.196943490531364e-06,7.462611372656831e-11,5.5969487961915175e-08,1.0494088382772126e-05,8.290000000000001
1.4194523537846914e-11,4.990828013783587e-09,4.266318762449199e-07,2.828957015585529e-07,1.0608420117568207e-07,9.95150154268265e-09,3.699290275031817e-11,2.7744677044271108e-08,5.202126939474407e-06,7.459194459359412e-11,5.5943861161150725e-08,1.0489283445440002e-05,8.3
1.418802325843129e-11,4.9885425054903276e-09,4.264365044381907e-07,2.8276615141244607e-07,1.0603562067162941e-07,9.946944341867887e-09,3.7029745309280674e-11,2.777230896350156e-08,5.207307924333032e-06,7.45577917037872e-11,5.5918246542738436e-08,1.0484480792257166e-05,8.31
1.4181526069088972e-11,4.98625808367162e-09,4.262412255064236e-07,2.826366628512994e-07,1.0598706326155614e-07,9.942389307434553e-09,3.706657035419481e-11,2.7799927747195735e-08,5.212486446278603e-06,7.452365504942594e-11,5.5892644100887125e-08,1.047968042213779e-05,8.32
1.4175031968351018e-11,4.983974747810981e-09,4.2604603940546833e-07,2.8250723584583687e-07,1.0593852893448395e-07,9.937836438352797e-09,3.7103377893386343e-11,2.7827533401597954e-08,5.217662506481931e-06,7.448953462279237e-11,5.5867053829808354e-08,1.047488233399656e-05,8.33
1.4168540954749177e-11,4.981692497392175e-09,4.258509460911953e-07,2.823778703667964e-07,1.0589001767943974e-07,9.933285733593271e-09,3.714016793517705e-11,2.7855125932949548e-08,5.222836106113265e-06,7.445543041617228e-11,5.584147572371641e-08,1.047008652674868e-05,8.34
1.416205302681591e-11,4.979411331899209e-09,4.2565594551949597e-07,2.8224856638492985e-07,1.0584152948545565e-07,9.928737192127106e-09,3.717694048788477e-11,2.7882705347488898e-08,5.228007246342302e-06,7.442134242185505e-11,5.58159097768284e-08,1.046529299930987e-05,8.35
1.4155568183084357e-11,4.977131250816333e-09,4.2546103764628286e-07,2.82119323871003e-07,1.05793064341569e-07,9.924190812925928e-09,3.7213695559823386e-11,2.7910271651451415e-08,5.233175928338181e-06,7.438727063213375e-11,5.579035598336412e-08,1.0460501750596364e-05,8.36
1.4149086422088366e-11,4.97485225362805e-09,4.252662224274893e-07,2.819901427957954e-07,1.0574462223682237e-07,9.919646594961847e-09,3.725043315930283e-11,2.793782485106955e-08,5.238342153269487e-06,7.43532150393051e-11,5.5764814337546114e-08,1.0455712779524913e-05,8.370000000000001
1.4142607742362479e-11,4.972574339819099e-09,4.250714998190698e-07,2.818610231301007e-07,1.0569620316026347e-07,9.915104537207462e-09,3.728715329462906e-11,2.7965364952572766e-08,5.2435059223042466e-06,7.431917563566954e-11,5.5739284833599704e-08,1.0450926085012782e-05,8.38
1.4136132142441934e-11,4.97029750887447e-09,4.248768697769996e-07,2.8173196484472626e-07,1.0564780710094529e-07,9.910564638635868e-09,3.732385597410412e-11,2.7992891962187612e-08,5.248667236609933e-06,7.428515241353106e-11,5.571376746575294e-08,1.044614166597775e-05,8.39
1.4129659620862677e-11,4.9680217602793955e-09,4.246823322572748e-07,2.8160296791049345e-07,1.0559943404792604e-07,9.906026898220637e-09,3.7360541206026104e-11,2.8020405886137638e-08,5.253826097353464e-06,7.425114536519742e-11,5.568826222823662e-08,1.0441359521338109e-05,8.4
1.4123190176161335e-11,4.965747093519353e-09,4.2448788721591264e-07,2.8147403229823745e-07,1.0555108399026904e-07,9.90149131493584e-09,3.739720899868914e-11,2.8047906730643444e-08,5.258982505701204e-06,7.421715448298e-11,5.5662769115284284e-08,1.043657965001267e-05,8.41
1.411672380687523e-11,4.963473508080064e-09,4.2429353460895126e-07,2.813451579788072e-07,1.0550275691704286e-07,9.896957887756024e-09,3.743385936038341e-11,2.8075394501922682e-08,5.26413646281896e-06,7.418317975919376e-11,5.5637288121132206e-08,1.0431802050920756e-05,8.42
1.4110260511542395e-11,4.961201003447497e-09,4.2409927439244953e-07,2.812163449230657e-07,1.0545445281732129e-07,9.892426615656233e-09,3.7470492299395186e-11,2.8102869206190042e-08,5.269287969871989e-06,7.414922118615744e-11,5.5611819240019406e-08,1.0427026722982199e-05,8.43
1.4103800288701538e-11,4.958929579107861e-09,4.239051065224873e-07,2.810875931018896e-07,1.0540617168018326e-07,9.887897497611995e-09,3.750710782400678e-11,2.813033084965726e-08,5.274437028024989e-06,7.411527875619335e-11,5.5586362466187646e-08,1.0422253665117351e-05,8.44
1.4097343136892077e-11,4.956659234547612e-09,4.2371103095516523e-07,2.809589024861695e-07,1.0535791349471294e-07,9.883370532599322e-09,3.7543705942496576e-11,2.815777943853313e-08,5.279583638442109e-06,7.408135246162747e-11,5.556091779388142e-08,1.0417482876247075e-05,8.45
1.4090889054654118e-11,4.954389969253449e-09,4.23517047646605e-07,2.8083027304680994e-07,1.0530967824999967e-07,9.878845719594722e-09,3.758028666313902e-11,2.8185214979023477e-08,5.284727802286943e-06,7.404744229478943e-11,5.553548521734796e-08,1.0412714355292745e-05,8.46
1.408443804052847e-11,4.952121782712317e-09,4.233231565529491e-07,2.8070170475472907e-07,1.0526146593513798e-07,9.874323057575175e-09,3.76168499942046e-11,2.8212637477331173e-08,5.289869520722529e-06,7.40135482480125e-11,5.551006473083723e-08,1.0407948101176251e-05,8.47
1.4077990093056613e-11,4.9498546744114015e-09,4.2312935763036076e-07,2.80573197580859e-07,1.0521327653922757e-07,9.869802545518164e-09,3.765339594395991e-11,2.8240046939656167e-08,5.295008794911355e-06,7.39796703136336e-11,5.5484656328601945e-08,1.0403184112819995e-05,8.48
1.4071545210780745e-11,4.947588643838135e-09,4.229356508350241e-07,2.804447514961456e-07,1.0516511005137336e-07,9.865284182401642e-09,3.7689924520667605e-11,2.8267443372195435e-08,5.300145626015358e-06,7.394580848399327e-11,5.54592600048975e-08,1.0398422389146886e-05,8.49
1.4065103392243741e-11,4.945323690480191e-09,4.2274203612314404e-07,2.803163664715487e-07,1.0511696646068537e-07,9.86076796720406e-09,3.772643573258638e-11,2.829482678114302e-08,5.305280015195919e-06,7.391196275143574e-11,5.54338757539821e-08,1.0393662929080353e-05,8.5
1.4058664635989183e-11,4.943059813825488e-09,4.2254851345094646e-07,2.8018804247804175e-07,1.050688457562789e-07,9.856253898904349e-09,3.776292958797105e-11,2.832219717269002e-08,5.310411963613868e-06,7.387813310830887e-11,5.540850357011663e-08,1.0388905731544332e-05,8.51
1.4052228940561331e-11,4.940797013362187e-09,4.22355082774678e-07,2.8005977948661204e-07,1.0502074792727436e-07,9.851741976481923e-09,3.779940609507249e-11,2.8349554553024584e-08,5.3155414724294845e-06,7.384431954696413e-11,5.538314344756468e-08,1.038415079546327e-05,8.52
1.4045796304505142e-11,4.938535288578696e-09,4.221617440506059e-07,2.7993157746826067e-07,1.0497267296279733e-07,9.847232198916693e-09,3.783586526213763e-11,2.837689892833193e-08,5.320668542802496e-06,7.381052205975658e-11,5.5357795380592625e-08,1.037939811976213e-05,8.53
1.4039366726366271e-11,4.93627463896366e-09,4.219684972350184e-07,2.798034363940026e-07,1.049246208519786e-07,9.842724565189034e-09,3.787230709740952e-11,2.840423030479433e-08,5.325793175892078e-06,7.377674063904501e-11,5.5332459363469527e-08,1.0374647703366379e-05,8.540000000000001
1.4032940204691053e-11,4.934015064005971e-09,4.2177534228422455e-07,2.796753562348664e-07,1.0487659158395407e-07,9.838219074279832e-09,3.7908731609127246e-11,2.8431548688591098e-08,5.330915372856855e-06,7.374297527719182e-11,5.5307135390467194e-08,1.0369899545202e-05,8.55
1.4026516738026526e-11,4.931756563194765e-09,4.21582279154554e-07,2.795473369618947e-07,1.0482858514786487e-07,9.833715725170435e-09,3.7945138805526006e-11,2.845885408589865e-08,5.3360351348549e-06,7.3709225966563e-11,5.5281823455860134e-08,1.0365153644195487e-05,8.56
1.402009632492041e-11,4.929499136019417e-09,4.2138930780235727e-07,2.794193785461435e-07,1.0478060153285722e-07,9.829214516842683e-09,3.7981528694837095e-11,2.8486146502890437e-08,5.341152463043738e-06,7.36754926995282e-11,5.52565235539256e-08,1.0360409999273841e-05,8.57
1.4013678963921118e-11,4.9272427819695485e-09,4.211964281840055e-07,2.792914809586829e-07,1.0473264072808257e-07,9.824715448278908e-09,3.8017901285287864e-11,2.8513425945736977e-08,5.346267358580342e-06,7.364177546846066e-11,5.523123567894354e-08,1.0355668609364575e-05,8.58
1.4007264653577756e-11,4.92498750053502e-09,4.210036402558908e-07,2.791636441705966e-07,1.0468470272269748e-07,9.820218518461915e-09,3.8054256585101755e-11,2.8540692420605858e-08,5.3513798226211335e-06,7.360807426573733e-11,5.520595982519665e-08,1.0350929473395712e-05,8.59
1.4000853392440112e-11,4.922733291205938e-09,4.208109439744258e-07,2.790358681529821e-07,1.0463678750586369e-07,9.815723726374994e-09,3.809059460249833e-11,2.856794593366175e-08,5.356489856321988e-06,7.357438908373869e-11,5.518069598697033e-08,1.0346192590295783e-05,8.6
1.3994445179058673e-11,4.92048015347265e-09,4.206183392960441e-07,2.789081528769505e-07,1.0458889506674806e-07,9.811231071001923e-09,3.8126915345693226e-11,2.8595186491066377e-08,5.361597460838228e-06,7.354071991484889e-11,5.515544415855269e-08,1.034145795899383e-05,8.61
1.3988040011984609e-11,4.918228086825744e-09,4.2042582617719957e-07,2.7878049831362683e-07,1.0454102539452265e-07,9.80674055132696e-09,3.8163218822898166e-11,2.8622414098978536e-08,5.36670263732463e-06,7.35070667514557e-11,5.513020433423457e-08,1.0336725578419403e-05,8.620000000000001
1.3981637889769778e-11,4.915977090756054e-09,4.2023340457436723e-07,2.786529044341497e-07,1.0449317847836463e-07,9.802252166334846e-09,3.8199505042320983e-11,2.8649628763554094e-08,5.371805386935418e-06,7.34734295859505e-11,5.5104976508309516e-08,1.0331995447502563e-05,8.63
1.3975238810966733e-11,4.913727164754653e-09,4.2004107444404254e-07,2.785253712096716e-07,1.044453543074563e-07,9.797765915010804e-09,3.823577401216561e-11,2.8676830490946005e-08,5.37690571082427e-06,7.343980841072825e-11,5.507976067507376e-08,1.0327267565173876e-05,8.64
1.3968842774128705e-11,4.911478308312857e-09,4.198488357427418e-07,2.783978986113586e-07,1.0439755287098517e-07,9.793281796340549e-09,3.827202574063205e-11,2.8704019287304274e-08,5.382003610144314e-06,7.34062032181876e-11,5.50545568288263e-08,1.0322541930364418e-05,8.65
1.3962449777809626e-11,4.909230520922223e-09,4.196566884270019e-07,2.782704866103904e-07,1.0434977415814382e-07,9.788799809310258e-09,3.830826023591645e-11,2.8731195158776012e-08,5.387099086048131e-06,7.337261400073076e-11,5.5029364963868814e-08,1.0317818542005775e-05,8.66
1.3956059820564104e-11,4.9069838020745495e-09,4.194646324533803e-07,2.781431351779606e-07,1.0430201815812998e-07,9.784319952906609e-09,3.8344477506211044e-11,2.8758358111505386e-08,5.392192139687753e-06,7.333904075076356e-11,5.500418507450567e-08,1.031309739903004e-05,8.67
