Time,x,y,z,epsilon,delta,a1,a2,a3,a4,a5,b1,b2,b3,k1,k2,k3,Compartment
0.23,1.964887845331268,0.9941675134195688,0.15036391290253776,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.24,1.9633807323182368,0.9939150850816736,0.1503795685960493,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.25,1.9618752310670546,0.9936627528977056,0.15039521052885113,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.26,1.9603713399733411,0.9934105168256993,0.15041083871564828,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.27,1.9588690574359364,0.9931583768236564,0.15042645317111653,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.28,1.9573683818555612,0.9929063328495598,0.15044205390991425,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.29,1.955869311634543,0.9926543848613756,0.15045764094668523,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.3,1.9543718451768142,0.9924025328170535,0.15047321429605856,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.31,1.9528759808879146,0.9921507766745268,0.15048877397264854,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.32,1.9513817171749894,0.9918991163917125,0.15050431999105487,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.33,1.9498890524467896,0.9916475519265107,0.15051985236586254,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.34,1.948397985113673,0.9913960832368055,0.15053537111164178,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.35,1.9469085135875137,0.9911447102804655,0.15055087624294902,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.36,1.9454206362814006,0.9908934330153469,0.15056636777432958,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.37,1.9439343516102885,0.9906422513992867,0.15058184572031164,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.38,1.9424496579907693,0.9903911653901051,0.15059731009540844,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.39,1.9409665538410255,0.9901401749456061,0.15061276091411868,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.4,1.9394850375808297,0.9898892800235773,0.1506281981909265,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.41,1.938005107631545,0.9896384805817905,0.1506436219403014,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.42,1.9365267624161246,0.9893877765780003,0.15065903217669852,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.43,1.9350500003591125,0.9891371679699459,0.15067442891455823,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.44,1.9335748198866427,0.9888866547153499,0.15068981216830657,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.45,1.932101219427328,0.988636236771908,0.15070518195234664,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.46,1.9306291974076288,0.9883859140973438,0.15072053828110157,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.47,1.9291587522597842,0.9881356866493152,0.15073588116894135,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.48,1.9276898824160504,0.9878855543854824,0.15075121063023586,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.49,1.92622258631027,0.9876355172634899,0.1507665266793406,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.5,1.924756862377871,0.987385575240965,0.1507818293305964,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.51,1.9232927090558634,0.9871357282755197,0.15079711859832964,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.52,1.9218301247828393,0.9868859763247493,0.15081239449685235,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.53,1.9203691079989715,0.9866363193462332,0.15082765704046197,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.54,1.9189096571460103,0.9863867572975342,0.1508429062434416,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.55,1.917451770665537,0.9861372901362337,0.15085814212007592,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.56,1.91599544699419,0.9858879178200226,0.15087336468469534,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.57,1.9145406845770376,0.9856386403064431,0.1508885739515526,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.58,1.9130874818617194,0.9853894575530019,0.15090376993487697,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.59,1.911635837297439,0.9851403695171898,0.15091895264888333,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.6,1.9101857493349625,0.9848913761564817,0.15093412210777224,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.61,1.908737216426617,0.9846424774283367,0.15094927832573002,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.62,1.9072902370262885,0.9843936732901978,0.15096442131692872,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.63,1.905844809589421,0.9841449636994926,0.15097955109552616,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.64,1.9044009325730133,0.9838963486136324,0.15099466767566586,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.65,1.9029586044356204,0.9836478279900128,0.15100977107147717,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.66,1.9015178236373482,0.983399401786014,0.15102486129707526,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.67,1.900078588639855,0.9831510699589999,0.15103993836656104,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.68,1.8986408979063478,0.982902832466319,0.15105500229402127,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.69,1.8972047499015823,0.982654689265304,0.15107005309352864,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.7,1.8957701430918596,0.9824066403132717,0.15108509077914153,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.71,1.8943370759450258,0.9821586855675234,0.1511001153649043,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.72,1.89290554693047,0.9819108249853449,0.1511151268648472,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.73,1.8914755545191235,0.9816630585240058,0.15113012529298628,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.74,1.8900470971834562,0.9814153861407607,0.15114511066332362,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.75,1.8886201733974768,0.9811678077928482,0.15116008298984712,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.76,1.8871947816367305,0.9809203234374912,0.15117504228653075,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.77,1.8857709203782977,0.9806729330318975,0.15118998856733432,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.78,1.8843485881007922,0.980425636533259,0.1512049218462037,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.79,1.8829277832843592,0.9801784338987519,0.15121984213707065,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.8,1.8815085044106739,0.9799313250855373,0.15123474945385307,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.81,1.8800907499629407,0.9796843100507605,0.15124964381045475,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.82,1.8786745184258902,0.9794373887515515,0.15126452522076556,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.83,1.877259808285779,0.9791905611450247,0.15127939369866142,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.84,1.8758466180303868,0.978943827188279,0.1512942492580043,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.85,1.8744349461490155,0.9786971868383982,0.1513090919126423,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.86,1.8730247911324878,0.9784506400524503,0.15132392167640954,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.87,1.8716161514731449,0.9782041867874881,0.15133873856312627,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.88,1.8702090256648451,0.9779578270005491,0.15135354258659883,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.89,1.8688034122029629,0.9777115606486553,0.15136833376061984,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.9,1.8673993095843864,0.9774653876888134,0.15138311209896788,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.91,1.8659967163075157,0.977219308078015,0.1513978776154078,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.92,1.8645956308722627,0.976973321773236,0.1514126303236906,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.93,1.8631960517800472,0.9767274287314374,0.1514273702375535,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.94,1.8617979775337978,0.9764816289095647,0.15144209737071995,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.95,1.8604014066379484,0.9762359222645485,0.15145681173689954,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.96,1.859006337598437,0.9759903087533036,0.15147151334978814,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.97,1.8576127689227049,0.9757447883327302,0.15148620222306797,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.98,1.8562206991196937,0.9754993609597129,0.15150087837040735,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
0.99,1.8548301266998453,0.9752540265911215,0.15151554180546103,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.0,1.8534410501750993,0.9750087851838103,0.15153019254187,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.01,1.8520534680588912,0.9747636366946189,0.15154483059326154,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.02,1.850667378866151,0.9745185810803711,0.15155945597324927,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.03,1.8492827811133026,0.9742736182978766,0.15157406869543322,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.04,1.8478996733182604,0.9740287483039292,0.1515886687733997,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.05,1.8465180540004291,0.9737839710553079,0.15160325622072143,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.06,1.8451379216807016,0.9735392865087767,0.1516178310509575,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.07,1.8437592748814569,0.973294694621085,0.15163239327765346,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.08,1.8423821121265593,0.9730501953489663,0.15164694291434117,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.09,1.8410064319413566,0.97280578864914,0.15166147997453902,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.1,1.8396322328526782,0.9725614744783101,0.15167600447175184,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.11,1.8382595133888335,0.9723172527931657,0.15169051641947084,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.12,1.8368882720796103,0.9720731235503812,0.15170501583117385,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.13,1.8355185074562739,0.9718290867066159,0.15171950272032503,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.14,1.834150218051564,0.9715851422185141,0.15173397710037514,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.15,1.8327834023996947,0.9713412900427059,0.1517484389847615,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.16,1.8314180590363516,0.9710975301358056,0.15176288838690788,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.17,1.8300541864986912,0.9708538624544134,0.15177732532022464,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.18,1.8286917833253384,0.9706102869551144,0.1517917497981087,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.19,1.8273308480563861,0.9703668035944791,0.15180616183394358,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.2,1.8259713792333914,0.9701234123290631,0.15182056144109937,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.21,1.824613375399377,0.9698801131154073,0.15183494863293281,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.22,1.8232568350988263,0.9696369059100378,0.15184932342278723,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.23,1.8219017568776852,0.9693937906694661,0.15186368582399262,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.24,1.8205481392833573,0.9691507673501888,0.1518780358498656,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.25,1.8191959808647045,0.9689078359086883,0.15189237351370952,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.26,1.8178452801720444,0.9686649963014321,0.15190669882881433,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.27,1.8164960357571491,0.9684222484848726,0.15192101180845674,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.28,1.8151482461732427,0.9681795924154484,0.15193531246590017,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.29,1.8138019099750013,0.9679370280495829,0.15194960081439476,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.3,1.8124570257185502,0.9676945553436854,0.15196387686717744,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.31,1.8111135919614618,0.9674521742541503,0.1519781406374718,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.32,1.8097716072627557,0.9672098847373576,0.15199239213848828,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.33,1.8084310701828954,0.9669676867496725,0.1520066313834241,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.34,1.8070919792837883,0.9667255802474463,0.1520208583854633,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.35,1.805754333128782,0.9664835651870152,0.15203507315777667,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.36,1.804418130282665,0.9662416415247015,0.15204927571352192,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.37,1.803083369311663,0.9659998092168126,0.1520634660658435,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.38,1.8017500487834393,0.9657580682196417,0.15207764422787293,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.39,1.8004181672670911,0.9655164184894676,0.15209181021272836,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.4,1.7990877233331495,0.9652748599825546,0.152105964033515,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.41,1.797758715553577,0.965033392655153,0.15212010570332488,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.42,1.7964311425017667,0.964792016463498,0.152134235235237,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.43,1.79510500275254,0.9645507313638112,0.15214835264231732,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.44,1.7937802948821442,0.9643095373122997,0.15216245793761873,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.45,1.7924570174682537,0.9640684342651562,0.152176551134181,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.46,1.7911351690899653,0.9638274221785591,0.15219063224503102,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.47,1.7898147483277975,0.9635865010086728,0.15220470128318261,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.48,1.7884957537636903,0.9633456707116471,0.15221875826163664,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.49,1.787178183981002,0.9631049312436181,0.15223280319338092,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.5,1.7858620375645076,0.962864282560707,0.1522468360913904,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.51,1.7845473131003988,0.9626237246190215,0.15226085696862707,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.52,1.78323400917628,0.9623832573746548,0.15227486583803992,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.53,1.7819221243811687,0.9621428807836859,0.15228886271256512,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.54,1.780611657305493,0.9619025948021801,0.15230284760512589,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.55,1.7793026065386432,0.9616623993864258,0.15231682052865547,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.56,1.7779949706622855,0.9614222944935845,0.15233078149615992,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.57,1.7766887482690958,0.9611822800798707,0.15234473052054226,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.58,1.7753839379545566,0.9609423561013489,0.15235866761467978,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
1.59,1.7740805383155422,0.9607025225140702,0.1523725927914368,0.1,0.9,0.05,0.009,0.675,0.01,0.005,0.1,0.3,0.01,0.1,0.5,0.025,1.0
