value_component_environment_variable_time,value_component_heart_parameters_variable_R_mt,value_component_heart_parameters_variable_R_av,value_component_heart_parameters_variable_R_tc,value_component_heart_parameters_variable_R_pv,value_component_heart_parameters_variable_R_pul,value_component_heart_parameters_variable_R_sys,value_component_heart_parameters_variable_L_tc,value_component_heart_parameters_variable_L_pv,value_component_heart_parameters_variable_L_mt,value_component_heart_parameters_variable_L_av,value_component_heart_parameters_variable_V_tot,value_component_heart_parameters_variable_P_th,value_component_driver_function_variable_e_t,value_component_driver_function_variable_A,value_component_driver_function_variable_B,value_component_driver_function_variable_C,value_component_driver_function_variable_tau,value_component_driver_function_variable_period,value_component_pericardium_variable_V_pcd,value_component_pericardium_variable_P_pcd,value_component_pericardium_variable_P_peri,value_component_pericardium_variable_P_0_pcd,value_component_pericardium_variable_V_0_pcd,value_component_pericardium_variable_lambda_pcd,value_component_left_ventricle_variable_V_lvf,value_component_left_ventricle_variable_P_lvf,value_component_left_ventricle_variable_P_lv,value_component_left_ventricle_variable_V_lv,value_component_lvf_calculator_variable_P_es_lvf,value_component_lvf_calculator_variable_P_ed_lvf,value_component_lvf_calculator_variable_E_es_lvf,value_component_lvf_calculator_variable_V_d_lvf,value_component_lvf_calculator_variable_P_0_lvf,value_component_lvf_calculator_variable_lambda_lvf,value_component_lvf_calculator_variable_V_0_lvf,value_component_right_ventricle_variable_V_rvf,value_component_right_ventricle_variable_P_rvf,value_component_right_ventricle_variable_P_rv,value_component_right_ventricle_variable_V_rv,value_component_rvf_calculator_variable_P_es_rvf,value_component_rvf_calculator_variable_P_ed_rvf,value_component_rvf_calculator_variable_E_es_rvf,value_component_rvf_calculator_variable_V_d_rvf,value_component_rvf_calculator_variable_P_0_rvf,value_component_rvf_calculator_variable_lambda_rvf,value_component_rvf_calculator_variable_V_0_rvf,value_component_septum_variable_V_spt,value_component_septum_variable_E_es_spt,value_component_septum_variable_V_d_spt,value_component_septum_variable_P_0_spt,value_component_septum_variable_lambda_spt,value_component_septum_variable_V_0_spt,value_component_septum_variable_one,value_component_pulmonary_artery_variable_P_pa,value_component_pulmonary_artery_variable_E_es_pa,value_component_pulmonary_artery_variable_V_pa,value_component_pulmonary_artery_variable_V_d_pa,value_component_pulmonary_vein_variable_P_pu,value_component_pulmonary_vein_variable_E_es_pu,value_component_pulmonary_vein_variable_V_pu,value_component_pulmonary_vein_variable_V_d_pu,value_component_aorta_variable_P_ao,value_component_aorta_variable_E_es_ao,value_component_aorta_variable_V_ao,value_component_aorta_variable_V_d_ao,value_component_vena_cava_variable_P_vc,value_component_vena_cava_variable_E_es_vc,value_component_vena_cava_variable_V_vc,value_component_vena_cava_variable_V_d_vc,value_component_flow_variable_Q_sys,value_component_flow_variable_Q_pul,value_component_flow_variable_Q_mt,value_component_flow_variable_Q_av,value_component_flow_variable_Q_tc,value_component_flow_variable_Q_pv
0.0,0.0158,0.018,0.0237,0.0055,0.1552,1.0889,8.0093e-05,0.00014868,7.6968e-05,0.00012189,5.5,-4.0,1.300729765406762e-05,1.0,80.0,0.375,0.0,0.75,185.41140000000001,-0.17733307503375562,-4.177333075033756,0.5003,200.0,0.03,91.5593063306629,2.3517960507193223,-1.8255370243144338,94.6812,263.672490371043,2.348396930451761,2.8798,0.0,0.1203,0.033,0.0,93.85209366933708,1.6527369249680801,-2.524596150065676,90.7302,54.903474796562186,1.652044267760687,0.585,0.0,0.2157,0.023,0.0,3.1218936693370907,48.754,2.0,1.1101,0.435,2.0,1.0,11.8715387,0.369,43.0123,0.0,1.90174267,0.0073,808.4579,0.0,92.17662853,0.6913,133.3381,0.0,1.94570377,0.0059,329.7803,0.0,82.86428942969971,64.23837648195877,245.5813,0.0,190.0661,0.0
0.1,0.0158,0.018,0.0237,0.0055,0.1552,1.0889,8.0093e-05,0.00014868,7.6968e-05,0.00012189,5.5,-4.0,0.0023578620064902307,1.0,80.0,0.375,0.1,0.75,217.3853928368179,0.34253373093732864,-3.657466269062671,0.5003,200.0,0.03,106.60365318058409,4.650101718145555,0.9926354490828837,110.75417325524191,306.997200429446,3.9355241059190704,2.8798,0.0,0.1203,0.033,0.0,110.78173965623382,2.688032588526481,-0.9694336805361901,106.631219581576,64.80731769889678,2.54121771708705,0.585,0.0,0.2157,0.023,0.0,4.150520074657817,48.754,2.0,1.1101,0.435,2.0,1.0,9.751503515572995,0.369,37.266947196674785,0.0,1.8263510407010095,0.0073,798.1302795480835,0.0,86.62464168980806,0.6913,125.30687355678874,0.0,1.8992719904836481,0.0059,321.91050686163527,0.0,77.80821902775682,51.064126771082385,65.27345112665779,-4.759701195386735e-08,123.83600287390348,-5.975899175605796e-09
0.2,0.0158,0.018,0.0237,0.0055,0.1552,1.0889,8.0093e-05,0.00014868,7.6968e-05,0.00012189,5.5,-4.0,0.08629358649937054,1.0,80.0,0.375,0.2,0.75,223.83456883174907,0.5224445044078829,-3.4775554955921173,0.5003,200.0,0.03,105.56938654267627,29.706430383312302,26.228874887720185,111.47160660584449,304.0187193655991,3.7994312779404904,2.8798,0.0,0.1203,0.033,0.0,118.2651822890728,8.765279627264789,5.287724131672672,112.36296222590458,69.18513163910758,3.0590203203090427,0.585,0.0,0.2157,0.023,0.0,5.902220063168218,48.754,2.0,1.1101,0.435,2.0,1.0,8.07722619889681,0.369,32.729610295113304,0.0,1.8542363366230123,0.0073,801.9501830990428,0.0,81.41282563207689,0.6913,117.767721151565,0.0,1.9099357080729296,0.0059,323.7179166225304,0.0,73.01211307191106,40.096584164135294,-6.36838995326464e-07,-4.7597011953873646e-08,-5.124863017163779e-07,-5.975899175605722e-09
0.30000000000000004,0.0158,0.018,0.0237,0.0055,0.1552,1.0889,8.0093e-05,0.00014868,7.6968e-05,0.00012189,5.5,-4.0,0.6376281516217736,1.0,80.0,0.375,0.30000000000000004,0.75,137.80212947718678,-0.4228779361364338,-4.422877936136434,0.5003,200.0,0.03,65.02834192873965,119.73687460283634,115.31399666669991,69.96248345941184,187.26861908638443,0.9082691149879591,2.8798,0.0,0.1203,0.033,0.0,72.77378754844713,27.484164369812564,23.06128643367613,67.83964601777494,42.572665715841566,0.934493728815844,0.585,0.0,0.2157,0.023,0.0,4.934141530672194,48.754,2.0,1.1101,0.435,2.0,1.0,21.99565129990267,0.369,70.44891951193135,0.0,1.9039055876599429,0.0073,808.7541900904031,0.0,104.81494008619956,0.6913,151.6200493073912,0.0,1.955110798517507,0.0059,331.37471161313675,0.0,94.46214463006892,129.45712443455363,-6.368389953264677e-07,705.2056211485854,-5.124863017163779e-07,540.5963042647779
0.4,0.0158,0.018,0.0237,0.0055,0.1552,1.0889,8.0093e-05,0.00014868,7.6968e-05,0.00012189,5.5,-4.0,0.9512294245007139,1.0,80.0,0.375,0.4,0.75,91.7869274494165,-0.48083115020314726,-4.480831150203147,0.5003,200.0,0.03,41.759230322567994,114.41057704617177,109.92974589596862,45.62400579031893,120.25823148293131,0.35695131769838506,2.8798,0.0,0.1203,0.033,0.0,50.0276971268485,27.861598222456777,23.38076707225363,46.16292165909756,29.26620281920637,0.4659563105271147,0.585,0.0,0.2157,0.023,0.0,3.864775467750941,48.754,2.0,1.1101,0.435,2.0,1.0,24.556865361748258,0.369,77.38987902912807,0.0,2.011476671002753,0.0073,823.489954931884,0.0,114.54230038621691,0.6913,165.69116213831464,0.0,2.0156882510627074,0.0059,341.64207645130637,0.0,103.33971175971548,145.26667970841174,-6.368389953264677e-07,-1.6351566803241271e-06,-5.12486301716378e-07,-2.556164888258987e-06
0.5,0.0158,0.018,0.0237,0.0055,0.1552,1.0889,8.0093e-05,0.00014868,7.6968e-05,0.00012189,5.5,-4.0,0.2865047968601901,1.0,80.0,0.375,0.5,0.75,91.7869274494165,-0.48083115020314726,-4.480831150203147,0.5003,200.0,0.03,41.82567092270019,34.76480922856647,30.283978078363322,45.62400579031893,120.44956712319201,0.3579988581765734,2.8798,0.0,0.1203,0.033,0.0,49.961256526716305,8.70548663559807,4.224655485394924,46.16292165909756,29.227335068129037,0.46491544397117857,0.585,0.0,0.2157,0.023,0.0,3.798334867618739,48.754,2.0,1.1101,0.435,2.0,1.0,19.796884193607823,0.369,64.49020106668787,0.0,2.105644320128567,0.0073,836.3896328943242,0.0,107.62232846178938,0.6913,155.68107690118526,0.0,2.0747477539617702,0.0059,351.6521616884356,0.0,96.93046258410102,113.98994763839725,-6.368389953264677e-07,-1.6351566803241271e-06,-5.12486301716378e-07,-2.556164888258987e-06
0.6000000000000001,0.0158,0.018,0.0237,0.0055,0.1552,1.0889,8.0093e-05,0.00014868,7.6968e-05,0.00012189,5.5,-4.0,0.017422374639493452,1.0,80.0,0.375,0.6000000000000001,0.75,107.26337001572367,-0.46932721180084397,-4.469327211800844,0.5003,200.0,0.03,46.23365483466226,2.745025843039117,-1.7243013687617275,49.251616125705326,133.14367919286036,0.43288873294312497,2.8798,0.0,0.1203,0.033,0.0,61.02971518106141,1.2727171125051449,-3.1966100992956994,58.01175389001835,35.70238338092092,0.662234511478089,0.585,0.0,0.2157,0.023,0.0,3.0179612910430653,48.754,2.0,1.1101,0.435,2.0,1.0,16.0611037214387,0.369,54.36613474644634,0.0,2.153068448818015,0.0073,842.8860888791801,0.0,101.13017380810989,0.6913,146.2898507277736,0.0,2.060247878222464,0.0059,349.1945556309261,0.0,90.98165665340015,89.61362933389616,221.2372049942107,-1.6351566803241271e-06,219.41495601781074,-2.556164888258987e-06
0.7000000000000001,0.0158,0.018,0.0237,0.0055,0.1552,1.0889,8.0093e-05,0.00014868,7.6968e-05,0.00012189,5.5,-4.0,0.00021390041536766073,1.0,80.0,0.375,0.7000000000000001,0.75,161.02823419818196,-0.344891840274739,-4.344891840274739,0.5003,200.0,0.03,77.94307386333541,1.5025577268526453,-2.842334113422094,80.40212256993858,224.4604641116333,1.4548567348054244,2.8798,0.0,0.1203,0.033,0.0,83.08516033484655,1.2524692417313292,-3.09242259854341,80.62611162824338,48.60481879588523,1.2423383874991327,0.585,0.0,0.2157,0.023,0.0,2.459048706603172,48.754,2.0,1.1101,0.435,2.0,1.0,13.100596317379175,0.369,46.34307945089208,0.0,1.9842380554326553,0.0073,819.7586377305007,0.0,95.0335666346608,0.6913,137.4708037533065,0.0,1.9788555447162912,0.0059,335.399244867168,0.0,85.45753612815182,71.62601972903686,310.50127557739427,-1.6351566803241271e-06,215.40450649999275,-2.556164888258987e-06
0.8,0.0158,0.018,0.0237,0.0055,0.1552,1.0889,8.0093e-05,0.00014868,7.6968e-05,0.00012189,5.5,-4.0,0.00021390041536766186,1.0,80.0,0.375,0.050000000000000044,0.75,204.2396776264326,0.06785726039156025,-3.9321427396084396,0.5003,200.0,0.03,100.99909029100098,3.312198544307555,-0.6199441953008846,104.66419926123665,290.85718022002465,3.250679394318497,2.8798,0.0,0.1203,0.033,0.0,103.24058733543163,2.114681016861058,-1.8174617227473817,99.57547836519596,60.3957435912275,2.1022120062417815,0.585,0.0,0.2157,0.023,0.0,3.665108970235657,48.754,2.0,1.1101,0.435,2.0,1.0,10.73225862151568,0.369,39.92482011250862,0.0,1.8539781887563747,0.0073,801.9148203775856,0.0,89.30739920156287,0.6913,129.18761637720652,0.0,1.9159250864872583,0.0059,324.733065506315,0.0,80.25665728264819,57.2054151595316,164.76063531639832,-1.6351566803241271e-06,159.74759949711537,-2.556164888258987e-06
0.9,0.0158,0.018,0.0237,0.0055,0.1552,1.0889,8.0093e-05,0.00014868,7.6968e-05,0.00012189,5.5,-4.0,0.01742237463949353,1.0,80.0,0.375,0.15000000000000002,0.75,222.95009671083977,0.4956637086470072,-3.5043362913529927,0.5003,200.0,0.03,106.50287951633916,9.197291289572448,5.692954998219455,111.36816840217186,306.70699243115354,3.9220587396040667,2.8798,0.0,0.1203,0.033,0.0,116.44721719450061,4.060798397508506,0.5564621061555135,111.58192830866791,68.12162205878285,2.924916976300935,0.585,0.0,0.2157,0.023,0.0,4.865288885832692,48.754,2.0,1.1101,0.435,2.0,1.0,8.849908439134545,0.369,34.82360010605568,0.0,1.8422781200746492,0.0073,800.3120712431027,0.0,83.93066807365858,0.6913,121.40990608080223,0.0,1.8909755225695575,0.0059,320.50432585924705,0.0,75.3418059978777,45.15225721043747,-2.1571633249737315e-07,-1.6351566803241267e-06,62.8568624070969,-2.556164888258987e-06
