Time,RuBP,PGA,TP,HeP,TPGA,E4P,S7P,Ru5P,GG,ATP,ADP,UTP,UDP,Pi,CO2,TPc,HePc,Suc,Pic,SucV,E,Resp,r,D,phi,v_15,chloroplast,cytosol,vacuole,phloem,RuBisCO,PGA_red,FBP_A_ase,F6P_TK1,SBP_A_ase,S7P_TK1_R5P_I,TK2_Ru5P_E,Ru5P_K,ATP_S,Starch_S,Starch_P,TPT,FBPc_A_ase,Suc_S,UTP_S,Respi,Diffu,Transl
0.0,2.0,2.4,0.5,2.2,0.2,0.05,2.0,0.05,99.9999999999999,3.875,0.53,3.871,1.613,2.5,31.0,0.114,0.1,77.31,0.8,77.31,0.5,1.0,3e-05,0.0001,0.0001,0.009987180000000002,1.0,1.0,1.0,1.0,0.372,0.19251,1.0,0.06820000000000001,0.07750000000000001,0.62,0.6200000000000001,0.00600625,0.3696750000000001,0.017050000000000003,0.00999999999999999,0.2,0.0201438,0.009987180000000002,0.009742520000000001,0.0023193000000000003,0.0,0.007681000000000001
0.01,1.9963508179151948,2.405505514299391,0.4742085638544862,2.2087310105304354,0.20082576003796734,0.04992926956457711,1.9945625317583722,0.06217335458941765,100.00007066175245,3.876533406241937,0.5284665937580645,3.870997456870842,1.6130025431291592,2.510654713330996,31.0,0.11553731400912046,0.10000445451372757,77.3099998705378,0.7984607746063108,77.30999999999996,0.5,1.0,3e-05,0.0001,0.0001,0.009987618318738596,1.0,1.0,1.0,1.0,0.3713212521322262,0.19302796544117218,0.8994950481317372,0.0684706613264435,0.07339835036501702,0.6183143848450954,0.5904464305660589,0.007471529667364091,0.37017640330340856,0.01712443909544749,0.010042625949614458,0.18931846861009963,0.02069074993908526,0.009987618318738596,0.009723790413217876,0.002319299996116134,-1.2946217015086248e-11,0.00768099998705378
0.02,1.9927228722467754,2.410992323491803,0.4507113561372279,2.216524127547243,0.20191552874570545,0.04989993868231134,1.9891031128256895,0.07403700708744422,100.00014162628251,3.87805068211364,0.526949317886362,3.870994726040365,1.6130052739596363,2.520235707621094,31.0,0.11696221876063133,0.10001419530748748,77.30999974812504,0.7970288598915168,77.30999999999976,0.5,1.0,3e-05,0.0001,0.0001,0.00998858410216294,1.0,1.0,1.0,1.0,0.3706464542379002,0.1935439737910444,0.8125629062042363,0.06871224795396454,0.06972045400747409,0.6166219649759638,0.5642348550740824,0.008900697240950578,0.370522179885217,0.017191585809511852,0.01008095710774895,0.17961497916110708,0.02120424895698516,0.00998858410216294,0.009706368746498049,0.0023192999924437512,-2.518747276719635e-11,0.007680999974812504
0.03,1.9891157817444154,2.4164605255430387,0.42921697049307034,2.2235034522561175,0.20323824353839376,0.04990781109500892,1.983625730403216,0.0856219676832706,100.00021286566253,3.879550817100526,0.5254491828994756,3.8709918148915294,1.6130081851084723,2.5288811619369245,31.0,0.11828448849380833,0.10002888833044109,77.30999963786788,0.795694808284222,77.30999999999945,0.5,1.0,3e-05,0.0001,0.0001,0.009990044005879776,1.0,1.0,1.0,1.0,0.36997553540446126,0.19405797511168643,0.7369088310369969,0.06892860701993964,0.06640596639463453,0.614923976424997,0.5408464797152697,0.010297418015309005,0.37073479271290777,0.01725238927005212,0.010115546180226259,0.1707628575244091,0.021686391338274907,0.009990044005879776,0.00969013990151129,0.0023192999891360365,-3.62131574727087e-11,0.007680999963786788
0.04,1.9855291994422473,2.421910217666047,0.40948144756762506,2.229772513688518,0.20476756365794907,0.04994927344925518,1.9781338123459526,0.09695454942686327,100.00028435557694,3.8810329646223534,0.5239670353776475,3.8709887300543855,1.6130112699456158,2.536706822348892,31.0,0.1195126996025265,0.10004822017218493,77.30999954454934,0.7944503501709039,77.30999999999905,0.5,1.0,3e-05,0.0001,0.0001,0.009991966744912014,1.0,1.0,1.0,1.0,0.369308431096258,0.1945699272168349,0.6707002236083107,0.06912294792434406,0.06340523247055166,0.6132214818272453,0.5198608139656273,0.011664797874268672,0.37083306017862416,0.01730764125846797,0.01014685614246485,0.1626563397042942,0.022139092317739795,0.009991966744912014,0.009675003130196213,0.0023192999863364803,-4.554497057274176e-11,0.007680999954454935
0.05,1.9819628076506643,2.427341496227947,0.3912989172971676,2.235418373118739,0.20648098577489696,0.05002119355342262,1.972630324866496,0.10805724841781758,100.00035607471304,3.8824964152482915,0.522503584751709,3.870985477517758,1.6130145224822434,2.5438104159687907,31.0,0.12065442280223687,0.10007189635726695,77.30999947264942,0.7932882033227391,77.30999999999857,0.5,1.0,3e-05,0.0001,0.0001,0.009994322923671379,1.0,1.0,1.0,1.0,0.36864508222302356,0.19507979441415046,0.6124593707117424,0.06929796956668091,0.060677040526035626,0.6115154007086138,0.5009338742922481,0.013005488268336897,0.3708328670950078,0.017358007640427345,0.010175277895337719,0.15520640753240159,0.02256410909969845,0.009994322923671379,0.009660869713174357,0.0023192999841794826,-5.273491452545409e-11,0.007680999947264943
0.06,1.9784163138668263,2.4327544567902617,0.3744945807714024,2.240514694283288,0.2083591723386097,0.05012084185599257,1.9671178478313558,0.11894941242384606,100.0004280042868,3.8839405758240093,0.5210594241759907,3.870982062719997,1.6130179372800049,2.550274962486191,31.0,0.12171637390596819,0.10009963984435855,77.30999942636274,0.7922019235296778,77.30999999999803,0.5,1.0,3e-05,0.0001,0.0001,0.00999708488631389,1.0,1.0,1.0,1.0,0.3679854343792297,0.19558754653690893,0.5609847641085938,0.06945595552278193,0.05818694934218606,0.6098065328277202,0.483782161547909,0.014321765930885407,0.3707477001607368,0.017404051863713577,0.010201143511089424,0.14833766361927264,0.022963057299067054,0.00999708488631389,0.009647661140138252,0.002319299982790882,-5.736352885754581e-11,0.007680999942636275
0.07,1.9748894473246739,2.43814919414432,0.3589190770080714,2.2451242018589035,0.21038540613640389,0.05024582681524956,1.9615986367329543,0.1296477837819861,100.0005001276497,3.885364952023499,0.5196350479765006,3.8709784906264275,1.6130215093735731,2.556171432985667,31.0,0.12270453962600218,0.10013118966686588,77.30999940961517,0.7911857800807051,77.30999999999743,0.5,1.0,3e-05,0.0001,0.0001,0.010000226581184843,1.0,1.0,1.0,1.0,0.36732943720238936,0.19609315813336645,0.5152916153613035,0.06959885025762601,0.05590597593051401,0.6080955773872159,0.46817028187596726,0.015615597611635534,0.3705890779951712,0.017446253773684632,0.01022473686842311,0.1419858349642388,0.023337426269485168,0.010000226581184843,0.009635307592914186,0.0023192999822884554,-5.903822569708339e-11,0.007680999940961518
0.08,1.9713819560073143,2.4435258023456026,0.3444438584348616,2.249300694851596,0.21254513759823038,0.05039404046528907,1.9560746748846938,0.1401669499117533,100.00057242995521,3.8867691334070384,0.5182308665929617,3.8709747657969946,1.6130252342030065,2.5615609336845364,31.0,0.1236242851819514,0.10016629964462553,77.30999942608022,0.7902346493764291,77.30999999999686,0.5,1.0,3e-05,0.0001,0.0001,0.010003723432336234,1.0,1.0,1.0,1.0,0.36667704381736044,0.1965966077704795,0.47456628645397986,0.06972832154039948,0.05380954499395882,0.6063831492142551,0.4539011771725988,0.016888693807665205,0.3703669039558298,0.017485025025000375,0.010246302387306568,0.1360957358500686,0.023688594024460094,0.010003723432336234,0.009623746649412377,0.0023192999827824066,-5.739166433760268e-11,0.007680999942608023
0.09,1.9678936043296258,2.4488843747413394,0.3309577801550708,2.2530905281079474,0.21482564757041422,0.050563617257038854,1.9505477128908184,0.15051967886074236,100.00064489790549,3.888152781939423,0.5168472180605775,3.8709708924393222,1.6130291075606797,2.56649631738837,31.0,0.12448043679772262,0.10020473731787681,77.30999947919297,0.7893439334450795,77.30999999999631,0.5,1.0,3e-05,0.0001,0.0001,0.01000755223320436,1.0,1.0,1.0,1.0,0.3660282104053104,0.1970978775019794,0.4381322089806888,0.06984580637134637,0.05187670982440065,0.6046697909961537,0.4408089605297352,0.018142548751069743,0.370089728423566,0.017520720409648558,0.010266051474677462,0.13061975799592773,0.024017837675295316,0.01000755223320436,0.009612922290951316,0.002319299984375789,-5.2080333969029e-11,0.007680999947919298
0.1,1.9644241712524517,2.454225003988271,0.3183643745241432,2.256533794385447,0.21721577566019507,0.0507529007546746,1.9450193005782261,0.16071718958907832,100.00071751954532,3.8895156226230014,0.5154843773769991,3.8709668744523795,1.6130331255476218,2.571023471052256,31.0,0.1252773487344319,0.10024628308641978,77.3099995721611,0.7885094937267695,77.30999999999582,0.5,1.0,3e-05,0.0001,0.0001,0.010011691060754276,1.0,1.0,1.0,1.0,0.365382895852956,0.1975969524349986,0.40542349986459564,0.06995254762594885,0.05008953806254846,0.6029559831792501,0.4287533402399746,0.01937847261165427,0.3697649588619696,0.01755364689247791,0.010284167674592703,0.12551666588833588,0.02432634186418912,0.010011691060754276,0.009602784095584982,0.0023192999871648333,-4.2783472077589924e-11,0.007680999957216111
