_1_task1,mw0549a0ba_63b4_4a0e_8506_1c379b878280_3_task1,mw7ec21bdc_6e00_410d_8524_046f820d0921_4_task1,mwc4a3a397_b069_48dc_9f2b_411ca1448d98_1_task1,mwdcd61085_a433_4362_a836_938c7ae43ded_5_task1,mwe2722be2_db07_4c1d_879e_272e1518fb8e_2_task1
0.0,0.41290322580645167,0.24,0.560655737704918,0.20900000000000002,0.336
0.05980861244019139,0.4107437181945858,0.2420430364780784,0.5654841475543978,0.212443202936104,0.34653620587154677
0.11961722488038277,0.40858296798885435,0.24403609578348562,0.5702361965809916,0.21579294353527131,0.3567710578591647
0.17942583732057416,0.40642056405287624,0.24597975488967797,0.5749115809826173,0.21904972609306386,0.36671184537091034
0.23923444976076555,0.4042561463813936,0.24787457933228133,0.579510221647016,0.22221405371966968,0.3763656574742233
0.29904306220095694,0.4020893995700699,0.24972112391407253,0.5840322355747077,0.22528642905303783,0.38573938549312636
0.3588516746411483,0.3999200473421012,0.25151993332854067,0.58847791042155,0.22826735498455886,0.3948397253298306
0.41866028708133973,0.39774784790709317,0.2532715427165634,0.5928476818055287,0.23115733539902894,0.40367317954450677
0.4784688995215311,0.3955725899874548,0.25497647816714825,0.597142113070524,0.23395687593093675,0.4122460592373055
0.5382775119617225,0.39339408945539417,0.25663525716546437,0.6013618773313651,0.23666648472716326,0.4205644857684316
0.5980861244019139,0.3912121863838893,0.25824838900240565,0.6055077414311162,0.23928667323306754,0.42863439242951595
0.6578947368421053,0.38902674257409103,0.259816375141001,0.6095805517984962,0.2418179569726032,0.4364615261133829
0.7177033492822966,0.38683763930403686,0.2613397095595014,0.6135812217447036,0.24426085636117248,0.4440514491795728
0.777511961722488,0.38464477546552234,0.2628188790562227,0.6175107203544937,0.24661589750404606,0.451409541567823
0.8373205741626795,0.3824480658821288,0.2642543635352506,0.6213700625699742,0.24888361301436154,0.4585410033757228
0.8971291866028708,0.38024743984689213,0.26564663626795365,0.625160300452524,0.25106454283152024,0.4654508580098205
