T,H,I_NOISE,V,W,ZAHP,ZM
29500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
29600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
29700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
29800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
29900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
30000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
30100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
30200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
30300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
30400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
30500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
30600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
30700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
30800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
30900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
31000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
31100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
31200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
31300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
31400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
31500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
31600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
31700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
31800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
31900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
32000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
32100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
32200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
32300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
32400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
32500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
32600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
32700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
32800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
32900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
33000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
33100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
33200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
33300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
33400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
33500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
33600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
33700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
33800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
33900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
34000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
34100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
34200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
34300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
34400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
34500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
34600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
34700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
34800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
34900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
35000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
35100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
35200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
35300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
35400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
35500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
35600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
35700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
35800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
35900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
36000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
36100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
36200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
36300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
36400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
36500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
36600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
36700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
36800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
36900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
37000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
37100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
37200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
37300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
37400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
37500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
37600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
37700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
37800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
37900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
38000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
38100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
38200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
38300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
38400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
38500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
38600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
38700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
38800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
38900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
39000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
39100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
39200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
39300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
39400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
39500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
39600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
39700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
39800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
39900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
40000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
40100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
40200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
40300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
40400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
40500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
40600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
40700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
40800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
40900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
41000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
41100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
41200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
41300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
41400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
41500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
41600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
41700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
41800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
41900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
42000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
42100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
42200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
42300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
42400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
42500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
42600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
42700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
42800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
42900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
43000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
43100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
43200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
43300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
43400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
43500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
43600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
43700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
43800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
43900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
44000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
44100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
44200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
44300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
44400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
44500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
44600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
44700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
44800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
44900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
45000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
45100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
45200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
45300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
45400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
45500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
45600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
45700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
45800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
45900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
46000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
46100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
46200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
46300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
46400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
46500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
46600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
46700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
46800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
46900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
47000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
47100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
47200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
47300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
47400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
47500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
47600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
47700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
47800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
47900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
48000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
48100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
48200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
48300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
48400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
48500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
48600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
48700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
48800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
48900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
49000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
49100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
49200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
49300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
49400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
49500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
49600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
49700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
49800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
49900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
50000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
50100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
50200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
50300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
50400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
50500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
50600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
50700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
50800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
50900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
51000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
51100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
51200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
51300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
51400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
51500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
51600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
51700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
51800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
51900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
52000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
52100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
52200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
52300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
52400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
52500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
52600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
52700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
52800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
52900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
53000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
53100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
53200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
53300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
53400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
53500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
53600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
53700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
53800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
53900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
54000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
54100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
54200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
54300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
54400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
54500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
54600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
54700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
54800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
54900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
55000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
55100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
55200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
55300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
55400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
55500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
55600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
55700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
55800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
55900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
56000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
56100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
56200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
56300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
56400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
56500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
56600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
56700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
56800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
56900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
57000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
57100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
57200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
57300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
57400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
57500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
57600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
57700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
57800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
57900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
58000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
58100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
58200.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
58300.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
58400.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
58500.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
58600.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
58700.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
58800.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
58900.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
59000.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
59100.0,0.98317128,0.0,-69.270012,2.8593428e-07,9.6223823e-07,1.80085e-09
