Time,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,a,b,c,d,e,f,h,g,i,j,k,l,m,n,o,s,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,q1,q2,q3,q4,dawn,dusk,dawn1,dusk1,dawn2,dusk2,L,D,parameter_1,def,cL_m_trscr,cL_m_degr,cL_trsl,cL_degr,cL_modif,cLm_degr,cT_m_trscr,cT_m_degr,cT_trsl,cT_degr,cT_modif,cTm_degr,cY_m_trscr,cY_m_degr,cY_trsl,cY_degr,cP_trsl,cP_degr,cP9_m_trscr,cP9_m_degr,cP9_trsl,cP9_degr,cP7_m_trscr,cP7_m_degr,cP7_trsl,cP7_degr,cNI_m_trscr,cNI_m_degr,cNI_trsl,cNI_degr,cG_m_trscr,cG_m_degr,cG_trsl,cG_degr,cG_cZTL_assoc,cZTL_trsl,cZTL_degr,cZG_degr
0.0,0.0238,0.119,0.416,1.0,0.054,0.044,0.0065,0.825,0.019,0.075,0.056,0.35,0.393,0.25,0.24,0.1,0.093,0.0774,0.323,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.5,0.5,0.5,1.0,0.5072338595612217,0.39,0.335,0.13613816451311705,0.052938164513117066,0.0108,0.021482839427158215,0.075,0.067,0.09830895,0.03460634261786385,0.0504,0.24451363173753293,0.093,0.04092,0.03,0.026250000000000006,0.4125,1.2126293821799359,0.35,0.24499999999999997,0.06495999999999999,0.09772350715838893,0.021,0.03,0.012445,0.002786572530351654,0.00325,0.0023399999999999996,0.015510000000000001,0.4143172999864839,0.119,0.02737,0.00476,0.099831,0.45,0.3876,0.01548
0.01,0.023039134499139843,0.12197014597370108,0.4179932568799301,1.0011256269545428,0.054422745207550964,0.04386875405636121,0.006495603994689996,0.8211063393107857,0.019177171877163012,0.07577200019862834,0.05782497327960469,0.3586745240011679,0.3926882051088857,0.24946496930476603,0.23984042422132598,0.1001123792672845,0.09452392997272095,0.07823550118237191,0.32263506898092015,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.5099986668799654,0.4900013331200346,0.5,1.0,0.5012993289779718,0.39344197100694617,0.33667837484413077,0.1368939243712763,0.053295272995290265,0.010884549041510193,0.02135059023740598,0.0748394907914298,0.0668566117736773,0.09790675936757946,0.034580962358004695,0.05070222091733787,0.24778333339336994,0.09452392997272095,0.041590529187997216,0.03003371378018535,0.026297439667331435,0.41876313841518925,1.230879515286403,0.3586745240011679,0.2510721668008175,0.06610563896046312,0.09889399589941816,0.021216160055615937,0.030308800079451338,0.012428742733765052,0.0028321244284953547,0.003247801997344998,0.0023384174380883986,0.015417679753751216,0.4206598429531925,0.12197014597370108,0.02805313357395125,0.004607826899827969,0.09839396381796194,0.45,0.3871620827771042,0.015647100236474382
0.02,0.02230108630612656,0.12497334032481373,0.4199955840090959,1.0021564837257393,0.05484821125616196,0.043738413232068056,0.006491688386862431,0.8171510273791931,0.01935761472466367,0.07655358257182737,0.05969956437224336,0.367442660793375,0.3923789942101851,0.24893022359014777,0.23967758008861995,0.1002311549370163,0.09606492337038293,0.07905489868293382,0.32228885353449394,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.5199893401555817,0.48001065984441826,0.5,1.0,0.4951325665114126,0.396850762705733,0.3383266401376237,0.1376510756138582,0.053651958812039005,0.010969642251232392,0.021218906901326048,0.07467906707704433,0.0667132999221596,0.09750549649226735,0.03455574961610139,0.05100303135325833,0.25099068526515506,0.09606492337038293,0.04226856628296849,0.03006934648110489,0.026330836799876245,0.4249098235343623,1.2487915312394198,0.367442660793375,0.2572098625553625,0.06724665844084925,0.10007492429516907,0.021435003120111665,0.03062143302873095,0.012412244942375625,0.0028784979952978175,0.0032458441934312154,0.002337007819270475,0.015325988952208063,0.42689934333929835,0.12497334032481373,0.02874386827470716,0.004460217261225312,0.09694213186897659,0.45,0.3867466242413927,0.015810979736586763
0.03,0.021586005641919273,0.12800819364275118,0.42200665684432226,1.0030906413877383,0.05527638798880548,0.043608972813745164,0.006488259044654558,0.8131351256876109,0.019541369090240412,0.07734482404388147,0.061624463631532574,0.3763000030686802,0.3920723574395982,0.24839576778877065,0.23951148476873238,0.10035638104660496,0.0976221698076469,0.07985810321678963,0.321961251225502,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.5299640517645718,0.47003594823542816,0.5,1.0,0.48874202084495805,0.4002223481121479,0.33994273065229536,0.13840945329358348,0.05400812192471901,0.011055277597761096,0.02108781676277432,0.07451873033663119,0.06657006576739054,0.09710543270922162,0.03453070460969763,0.05130215463532857,0.2541316544670509,0.0976221698076469,0.04295375471536464,0.03010691431398149,0.02634996251679537,0.4309323858415007,1.266343171227671,0.3763000030686802,0.26341000214807614,0.0683822265339695,0.10126618435795318,0.021656550732286815,0.030937929617552592,0.012395575123577777,0.0029257068659113315,0.003244129522327279,0.002335773256075641,0.015234959257372128,0.4330287598698529,0.12800819364275118,0.029441884537832773,0.0043172011283838544,0.09548076566718681,0.45,0.3863535014706024,0.015971620643357925
0.04,0.020893987022270275,0.13107326143498324,0.4240261320454789,1.0039263000678333,0.05570726426129403,0.04348042779628349,0.006485321943590048,0.8090597690770074,0.019728475130891408,0.07814580021424097,0.06360033811362029,0.38524196947440065,0.39176828223736276,0.24786160709337152,0.23934215818133467,0.10048810784236868,0.09919482751072857,0.08064507782688982,0.32165210894863794,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.5399148845555657,0.4600851154444343,0.5,1.0,0.48213703833879334,0.4035527377373061,0.3415246188307597,0.1391688871100344,0.05436366070093861,0.011141452852258807,0.020957347529403928,0.07435848212801145,0.06642691070102356,0.09670683832848032,0.03450582732374507,0.05159931726391259,0.2572023481886523,0.09919482751072857,0.04364572410472057,0.030146432352710605,0.0263546274561576,0.4368234118197651,1.2835129190541497,0.38524196947440065,0.26966937863208046,0.06951154395391937,0.1024676618473052,0.021880824059987473,0.031258320085696394,0.012378803943692123,0.0029737648046292684,0.003242660971795024,0.002334715899692417,0.015144621591318828,0.43904129067052594,0.13107326143498324,0.030146850130046147,0.004178797404454055,0.09401503806926377,0.45,0.3859825307383655,0.016129015565377963
0.05,0.020225070280069566,0.13416704721479678,0.4260536479496518,1.004661797372301,0.05614082792925913,0.043352772891220755,0.006482883167328722,0.8049261634287187,0.019918972586295266,0.07895658530106561,0.06562783002462254,0.3942638142357197,0.39146675336365133,0.24732774695934537,0.23916962296011463,0.10062638165491722,0.10078202511511124,0.08141583674351523,0.3213612245716033,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.549833997312478,0.45016600268752205,0.5,1.0,0.475327814135991,0.40683799496825757,0.34307032285004696,0.1399292017415721,0.054718472151641745,0.011228165585851827,0.020827527199961133,0.07419832408780361,0.06628383618510457,0.0963099817455502,0.034481117510088005,0.05189424979031897,0.26019902735755274,0.10078202511511124,0.044344091050648946,0.030187914496475163,0.026344682771463797,0.4425757699794093,1.30028007666414,0.3942638142357197,0.27598466996500376,0.0706338476920432,0.10367923693477056,0.022107843884298373,0.031582634120426244,0.012362004045853796,0.003022685702030622,0.003241441583664361,0.00233383794023834,0.015055006037541611,0.4449303967827092,0.13416704721479678,0.03085842085940326,0.0040450140560139135,0.09255000529948304,0.45,0.385633469485924,0.016283167348703047
0.06,0.019579242099201304,0.13728800624345885,0.4280888252125656,1.0052956168596032,0.0565770658370929,0.0432260025375258,0.006480948908462937,0.8007355827160907,0.020112900751484756,0.0797772520883324,0.06770755503114477,0.40336063884976986,0.39116775292846806,0.2467941931065178,0.23899390439686294,0.10077124477192557,0.1023828638438002,0.0821704437289924,0.3210883491261394,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.5597136492671928,0.4402863507328072,0.5,1.0,0.46832533618556277,0.4100742515377454,0.34457791473171717,0.14069021723630923,0.055072452193796105,0.01131541316741858,0.020698383983304775,0.07403825793195533,0.06614084375254677,0.09591512857134316,0.034456574688192874,0.052186687669122406,0.2631181193194399,0.1023828638438002,0.045048460091272086,0.030231373431577672,0.02632002093504952,0.44818263510011525,1.3166248344969274,0.40336063884976986,0.2823524471948389,0.07174841431042812,0.10490078497985728,0.022337630584733075,0.03191090083533296,0.012345249848380702,0.003072483571990855,0.0032404744542314685,0.0023331416070466572,0.014966141747229243,0.4506898240230013,0.13728800624345885,0.031576241435995536,0.003915848419840261,0.09109058191261098,0.45,0.3853060189513673,0.01643408874579848
0.07,0.01895643902016921,0.14043455201647032,0.4301312680209043,1.0058264003275512,0.05701596380560486,0.043100110921189365,0.006479525469751788,0.7964893636996825,0.020310298435966257,0.08060787185705626,0.06984009961366158,0.41252741239715734,0.3908712604586716,0.2462609515202744,0.23881503033229426,0.1009227352522994,0.10399642128172622,0.08290900889318428,0.320833190815008,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.569546223939229,0.43045377606077095,0.5,1.0,0.46114132603801306,0.41325772455209553,0.3460455297602816,0.14145174961064022,0.05542549600645936,0.011403192761120973,0.020569946182506245,0.07387828545608233,0.06599793500743355,0.09552254082844655,0.034432198148997444,0.0524763720709179,0.265956228872601,0.10399642128172622,0.045758425363959535,0.030276820575689818,0.02628057655920056,0.4536375095029134,1.3325283332351212,0.41252741239715734,0.2887691886780101,0.07285456200296221,0.10613217760219092,0.022570204119975755,0.032243148742822504,0.012328617326880703,0.0031231725472700084,0.003239762734875894,0.0023326291691106436,0.014878056853296533,0.45631362222951166,0.14043455201647032,0.03229994696378818,0.003791287804033842,0.08964152499371372,0.45,0.3849998289780096,0.016581801778636857
0.08,0.01835654465747478,0.14360505027381962,0.4321805629702314,1.0062529365209498,0.05745750664325618,0.04297509195711139,0.006478619262984812,0.7921889108306013,0.020511204001325996,0.08144851444825477,0.07202602350347963,0.4217589527843294,0.39057725283573735,0.24572802845056577,0.23863303125715463,0.1010808870969244,0.10562174789030482,0.0836316916405226,0.3205954113080274,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.5793242521487496,0.4206757478512504,0.5,1.0,0.45378815271089523,0.4163847237417727,0.3474713677505792,0.1422136105719304,0.05577749797788412,0.011491501328651238,0.020442242241101857,0.07371840853516973,0.06585511162475163,0.09513247591811191,0.03440798694820009,0.0527630507079473,0.26871015162165496,0.10562174789030482,0.04647356907173412,0.030324266129077317,0.026226325604435902,0.4589342483274706,1.3479727371065888,0.4217589527843294,0.29523126694903057,0.07395165770860457,0.10737328271040021,0.022805584045511338,0.032579405779301907,0.012312183837396346,0.0031747668830213738,0.003239309631492406,0.0023323029346745323,0.014790778376676998,0.4617961674216354,0.14360505027381962,0.03302916156297851,0.0036713089314949557,0.08820738379369451,0.45,0.38471449356963283,0.01672633832810452
0.09,0.01777939161442497,0.14679782270103142,0.4342362797896984,1.0065741668563233,0.0579016781419651,0.04285093930065877,0.006478236809635094,0.7878356931405373,0.02071565534121796,0.08229924823436678,0.07426585826452482,0.43104993835910554,0.3902857043415328,0.24519543041181902,0.238447940244357,0.10124573015469313,0.10725786916165396,0.0843386986642432,0.32037462817701795,0.4,1.8,0.7,0.06,0.0,3.4,1.25,0.2,0.42,0.26,0.18,0.71,2.3,0.1,0.28,0.4,0.91,0.3,0.3,0.18,0.14,0.3,0.7,0.7,0.5,0.6,0.17,0.4,0.2,0.54,0.24,0.2,0.2,0.3,0.25,0.5,0.1,1.0,0.3,1.0,1.0,0.32,0.28,0.31,0.5,0.3,1.0,0.2,1.2,0.2,2.0,1.0,0.405,0.28,0.14,2.0,3.0,3.0,2.5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,0.4,0.27,0.1,0.268,1.0,0.44,0.3,0.7,0.4,0.36,0.23,30.0,0.4,0.45,0.05,0.8,0.5,2.9,0.6,0.0,12.0,0.0,3.0,9.0,12.0,0.5890404340586652,0.41095956594133476,0.5,1.0,0.44627875820079066,0.419451665292704,0.3488536999916547,0.1429756079302672,0.05612835197232751,0.01158033562839302,0.0203153006639947,0.0735586291235457,0.0657123753503675,0.09474518581452693,0.03438393990845471,0.05304647858528029,0.2713768838771046,0.10725786916165396,0.04719346243112774,0.030373719046407937,0.026157285436562688,0.46406707865441144,1.3629412893838604,0.43104993835910554,0.30173495685137386,0.07503911963741962,0.10862396540903024,0.023043789505622702,0.03291969929374671,0.012296027897557453,0.003227280954482521,0.003239118404817547,0.002332165251468634,0.014704332148791239,0.46713217879100977,0.14679782270103142,0.033763499221237225,0.0035558783228849945,0.0867924772796251,0.45,0.3844495538124215,0.016867739732848643
